,AAPL,MSFT,AMZN,OXY,PFE,WFC,MGM,HBAN,LUMN,US Dollar,GS,LEN,FB,GOOGL,GOOG,CPB,NTRS,JNPR,NTAP,NLY,VRT,T,D,USB,BRK.B,DVA,CAH,ZION,JPM,JNJ,BERY,V,UNH,CVS,ARW,ABBV,TMO,PG,MDT,VLY,PB,ABT,MRK,LLY,RRC,DHR,ISRG,INTC,AMGN,BMY,DBI,OI,STNG,CAR,ESI,MX,PAG,UNFI,BCEI,LAZ,REGN,THG,R,GPRE,ADS,AXL,DHT,ESRT,GILD,IDXX,MGY,MUR,NRZ,ZTS,AVT,HTH,TTMI,SYK,PKI,PDCE,OVV,CXP,GES,EOG,FANG,ANTM,ABC,ASB,ILMN,SUN,MRO,LGND,HOMB,CNC,BSM,ALGN,COP,XOM,REGI,PXD,EW,CI,BIIB,BDX,ALB,ABMD,NGVT,INT,VVV,RAD,PSX,MPC,MAG.TO,AVYA,FNV.TO,ECL,DK,CTVA,CNX,CVX,APA,CC,RGLD,VLO,HCC,RPM,WPM.TO,PPG,CF,BSX,KL.TO,DD,FMC,HFC,NEM,WLK,AGI.TO,SIL.TO,SSL.TO,RS,NUE,VRTX,LYB,DOW,LAUR,ABX.TO,SSRM,EMN,FR.TO,HCA,ELD.TO,SVM.TO,RMD,PVG.TO,PBF,IQV,PAAS.TO,FCX,DRD,AU,A,SPCE,BK,PARR,K.TO,NTCT,MTD,FL9.,FVI.TO,NBR,BVN.,WAT,CRL,FOSL,GEF,HOLX,STAR,LH,MCK,STE,VGR,DGX,WELL,TFX,ATCO,MIC,IHRT,BFAM,BIO,VTRS,TGI,TGT,SFL,SRG,JWN,SGMS,LYFT,HXL,HSIC,DG,AUB,AAP,WRE,SBUX,PEB,Us Dollars,Black Stone Minerals LP Partnership Units,CVI,INCY,FRT,AKR,PDM,JBGS,MGP,MCD,HLT,MAR,KW,PNC,GE,MTB,ATUS,AGNC,DXC,TSLA,NVDA,ASO,FTI,NXST,SWBI,ACM,HRB,BIG,QRTEA,SYF,SLG,MAXR,TEN,RF,GPI,TMX,VST,AMCX,NEP,BXS,MDRX,COF,KMT,ACI,UBSI,NOMD,AXS,AR,AA,MPLN,CRM,SRCL,TMHC,UHS,WY,ZBH,EAF,BBBY,CTLT,ABCB,XRAY,EXPE,RTX,COO,KO,WST,IBM,BAX,CERN,CYH,ENPH,DXCM,PRGO,SJM,ORLY,n/a,HUM,MRNA,AZO,BUWA.,CIVI,CADE,LYLTV,COTY,ALLY,KRA,ENR,ISBC,WBS,SNV,TGP,BOKF,PACW,SUM
09/27/2021,4.62,4.25,2.8,0.3,0.41,1.27,0.0,0.79,1.78,0.0,0.0,0.0,1.6,1.67,1.66,1.62,0.88,0.0,0.0,1.4,0.0,0.29,0.0,1.84,1.02,0.23,0.25,0.0,0.96,0.83,0.0,0.74,0.74,0.25,0.0,0.33,0.42,0.0,0.33,0.0,0.4,0.39,0.33,0.33,0.39,0.37,0.25,0.0,0.26,0.26,0.0,0.28,0.3,0.3,0.24,0.25,0.0,0.41,0.32,0.0,0.24,0.0,0.72,0.24,1.41,0.0,0.0,0.0,0.25,0.25,0.31,0.27,0.94,0.25,0.0,0.25,0.0,0.26,0.26,0.31,0.31,0.0,0.0,0.29,0.3,0.0,0.26,0.55,0.23,0.25,0.28,0.0,0.0,0.0,0.28,0.26,0.29,0.26,0.25,0.27,0.26,0.24,0.0,0.26,0.25,0.25,0.23,0.0,0.27,0.0,0.25,0.27,0.0,0.41,0.23,0.25,0.29,0.25,0.28,0.26,0.31,0.0,0.0,0.27,0.0,0.24,0.0,0.23,0.3,0.26,0.27,0.23,0.27,0.27,0.23,0.26,0.0,0.25,0.23,0.24,0.0,0.23,0.23,0.23,0.0,0.23,0.23,0.23,0.24,0.26,0.23,0.0,0.25,0.24,0.35,0.26,0.23,0.24,0.0,0.23,0.26,0.0,0.0,0.0,0.23,0.0,0.26,0.0,0.0,0.0,0.28,0.25,0.27,0.0,0.0,0.25,0.0,0.24,0.25,0.26,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,2.28,1.97,1.25,1.55,1.21,1.13,1.0,0.95,0.85,0.77,0.67,0.72,0.67,0.55,0.58,0.49,0.49,0.44,0.39,0.43,0.51,0.43,0.36,0.37,0.38,0.38,0.32,0.33,0.32,0.36,0.26,0.32,0.25,0.37,0.3,0.26,0.27,0.26,0.25,0.24,0.27,0.26,0.25,0.0,0.28,0.26,0.25,0.3,0.25,0.25,0.24,0.26,0.25,0.27,0.24,0.23,0.23,0.28,0.26,0.23,0.26,1.25,0.24,0.29,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.46
09/28/2021,4.62,4.24,2.8,0.3,0.4,1.27,0.0,0.8,1.8,0.0,0.0,0.0,1.62,1.67,1.67,1.62,0.88,0.0,0.0,1.4,0.0,0.29,0.0,1.85,1.02,0.23,0.25,0.0,0.97,0.83,0.0,0.75,0.73,0.25,0.0,0.33,0.42,0.0,0.33,0.0,0.4,0.38,0.33,0.32,0.4,0.37,0.25,0.0,0.26,0.26,0.0,0.27,0.31,0.31,0.24,0.25,0.0,0.4,0.33,0.0,0.24,0.0,0.73,0.23,1.44,0.0,0.0,0.0,0.25,0.25,0.3,0.27,0.93,0.25,0.0,0.24,0.0,0.26,0.25,0.31,0.32,0.0,0.0,0.29,0.31,0.0,0.26,0.56,0.23,0.25,0.29,0.0,0.0,0.0,0.28,0.26,0.3,0.26,0.24,0.28,0.25,0.25,0.0,0.25,0.25,0.25,0.23,0.0,0.27,0.0,0.25,0.27,0.0,0.42,0.23,0.25,0.29,0.25,0.27,0.26,0.32,0.0,0.22,0.27,0.0,0.23,0.0,0.23,0.31,0.25,0.27,0.23,0.27,0.27,0.23,0.26,0.0,0.24,0.23,0.24,0.0,0.23,0.23,0.23,0.0,0.22,0.23,0.23,0.24,0.26,0.23,0.0,0.24,0.23,0.34,0.26,0.23,0.24,0.0,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.28,0.24,0.27,0.0,0.0,0.25,0.0,0.24,0.25,0.26,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,2.29,1.98,1.16,1.55,1.2,1.16,0.98,0.94,0.86,0.79,0.67,0.73,0.67,0.55,0.57,0.5,0.49,0.43,0.39,0.44,0.51,0.43,0.36,0.38,0.38,0.38,0.31,0.33,0.32,0.36,0.26,0.31,0.25,0.36,0.3,0.25,0.28,0.26,0.25,0.24,0.27,0.26,0.24,0.0,0.28,0.27,0.25,0.3,0.26,0.25,0.24,0.26,0.25,0.27,0.23,0.23,0.22,0.28,0.26,0.23,0.26,1.25,0.24,0.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.38
09/29/2021,4.62,4.24,2.8,0.3,0.4,1.27,0.0,0.8,1.8,0.0,0.0,0.0,1.62,1.67,1.67,1.62,0.88,0.0,0.0,1.4,0.0,0.29,0.0,1.85,1.02,0.23,0.25,0.0,0.97,0.83,0.0,0.75,0.73,0.25,0.0,0.33,0.42,0.0,0.33,0.0,0.4,0.38,0.33,0.32,0.4,0.37,0.25,0.0,0.26,0.26,0.0,0.27,0.31,0.31,0.24,0.25,0.0,0.4,0.33,0.0,0.24,0.0,0.73,0.23,1.44,0.0,0.0,0.0,0.25,0.25,0.3,0.27,0.93,0.25,0.0,0.24,0.0,0.26,0.25,0.31,0.32,0.0,0.0,0.29,0.31,0.0,0.26,0.56,0.23,0.25,0.29,0.0,0.0,0.0,0.28,0.26,0.3,0.26,0.24,0.28,0.25,0.25,0.0,0.25,0.25,0.25,0.23,0.0,0.27,0.0,0.25,0.27,0.0,0.42,0.23,0.25,0.29,0.25,0.27,0.26,0.32,0.0,0.22,0.27,0.0,0.23,0.0,0.23,0.31,0.25,0.27,0.23,0.27,0.27,0.23,0.26,0.0,0.24,0.23,0.24,0.0,0.23,0.23,0.23,0.0,0.22,0.23,0.23,0.24,0.26,0.23,0.0,0.24,0.23,0.34,0.26,0.23,0.24,0.0,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.28,0.24,0.27,0.0,0.0,0.25,0.0,0.24,0.25,0.26,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,2.29,1.98,1.16,1.55,1.2,1.16,0.98,0.94,0.86,0.79,0.67,0.73,0.67,0.55,0.57,0.5,0.49,0.43,0.39,0.44,0.51,0.43,0.36,0.38,0.38,0.38,0.31,0.33,0.32,0.36,0.26,0.31,0.25,0.36,0.3,0.25,0.28,0.26,0.25,0.24,0.27,0.26,0.24,0.0,0.28,0.27,0.25,0.3,0.26,0.25,0.24,0.26,0.25,0.27,0.23,0.23,0.22,0.28,0.26,0.23,0.26,1.25,0.24,0.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.38
09/30/2021,4.52,4.12,2.75,0.32,0.4,1.25,0.0,0.82,1.81,0.0,0.0,0.0,1.61,1.64,1.64,1.6,0.89,0.0,0.0,1.39,0.0,0.29,0.0,1.88,1.02,0.22,0.24,0.0,0.98,0.81,0.0,0.74,0.72,0.25,0.0,0.33,0.41,0.0,0.32,0.0,0.42,0.37,0.33,0.31,0.43,0.36,0.24,0.0,0.26,0.26,0.0,0.28,0.33,0.33,0.25,0.26,0.0,0.41,0.33,0.0,0.23,0.0,0.75,0.25,1.45,0.0,0.0,0.0,0.24,0.24,0.32,0.3,0.93,0.24,0.0,0.25,0.0,0.26,0.24,0.32,0.33,0.0,0.0,0.3,0.33,0.0,0.25,0.57,0.0,0.25,0.3,0.0,0.0,0.0,0.28,0.25,0.3,0.27,0.25,0.29,0.25,0.25,0.0,0.25,0.24,0.24,0.23,0.0,0.27,0.0,0.26,0.28,0.0,0.42,0.22,0.24,0.31,0.26,0.3,0.26,0.34,0.23,0.0,0.28,0.0,0.23,0.0,0.23,0.31,0.25,0.28,0.24,0.27,0.27,0.23,0.28,0.0,0.24,0.23,0.24,0.0,0.23,0.24,0.24,0.0,0.22,0.22,0.23,0.24,0.25,0.23,0.0,0.23,0.23,0.38,0.24,0.23,0.25,0.0,0.23,0.24,0.0,0.0,0.0,0.22,0.0,0.24,0.0,0.0,0.0,0.28,0.23,0.25,0.0,0.0,0.24,0.0,0.24,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,2.3,2.07,1.08,1.54,1.21,1.17,0.95,0.95,0.9,0.79,0.67,0.72,0.66,0.58,0.57,0.51,0.5,0.44,0.4,0.45,0.53,0.41,0.35,0.38,0.37,0.38,0.31,0.33,0.32,0.35,0.27,0.31,0.25,0.39,0.31,0.25,0.27,0.26,0.25,0.23,0.27,0.26,0.25,0.0,0.27,0.28,0.25,0.3,0.25,0.24,0.23,0.25,0.25,0.27,0.23,0.23,0.22,0.27,0.26,0.23,0.26,1.24,0.24,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.38
10/01/2021,4.52,4.12,2.75,0.32,0.4,1.25,0.0,0.82,1.81,0.0,0.0,0.0,1.61,1.64,1.64,1.6,0.89,0.0,0.0,1.39,0.0,0.29,0.0,1.88,1.02,0.22,0.24,0.0,0.98,0.81,0.0,0.74,0.72,0.25,0.0,0.33,0.41,0.0,0.32,0.0,0.42,0.37,0.33,0.31,0.43,0.36,0.24,0.0,0.26,0.26,0.0,0.28,0.33,0.33,0.25,0.26,0.0,0.41,0.33,0.0,0.23,0.0,0.75,0.25,1.45,0.0,0.0,0.0,0.24,0.24,0.32,0.3,0.93,0.24,0.0,0.25,0.0,0.26,0.24,0.32,0.33,0.0,0.0,0.3,0.33,0.0,0.25,0.57,0.0,0.25,0.3,0.0,0.0,0.0,0.28,0.25,0.3,0.27,0.25,0.29,0.25,0.25,0.0,0.25,0.24,0.24,0.23,0.0,0.27,0.0,0.26,0.28,0.0,0.42,0.22,0.24,0.31,0.26,0.3,0.26,0.34,0.23,0.0,0.28,0.0,0.23,0.0,0.23,0.31,0.25,0.28,0.24,0.27,0.27,0.23,0.28,0.0,0.24,0.23,0.24,0.0,0.23,0.24,0.24,0.0,0.22,0.22,0.23,0.24,0.25,0.23,0.0,0.23,0.23,0.38,0.24,0.23,0.25,0.0,0.23,0.24,0.0,0.0,0.0,0.22,0.0,0.24,0.0,0.0,0.0,0.28,0.23,0.25,0.0,0.0,0.24,0.0,0.24,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,2.3,2.07,1.08,1.54,1.21,1.17,0.95,0.95,0.9,0.79,0.67,0.72,0.66,0.58,0.57,0.51,0.5,0.44,0.4,0.45,0.53,0.41,0.35,0.38,0.37,0.38,0.31,0.33,0.32,0.35,0.27,0.31,0.25,0.39,0.31,0.25,0.27,0.26,0.25,0.23,0.27,0.26,0.25,0.0,0.27,0.28,0.25,0.3,0.25,0.24,0.23,0.25,0.25,0.27,0.23,0.23,0.22,0.27,0.26,0.23,0.26,1.24,0.24,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.38
10/04/2021,4.51,4.05,2.72,0.32,0.4,1.25,0.0,0.82,1.75,0.0,0.0,0.0,1.58,1.59,1.58,1.62,0.88,0.0,0.0,1.35,0.0,0.29,0.0,1.87,1.02,0.0,0.24,0.0,0.99,0.82,0.0,0.73,0.71,0.25,0.0,0.34,0.4,0.0,0.32,0.0,0.43,0.37,0.34,0.33,0.45,0.35,0.25,0.0,0.26,0.26,0.0,0.28,0.35,0.33,0.24,0.25,0.0,0.54,0.35,0.0,0.23,0.0,0.74,0.25,1.44,0.0,0.0,0.0,0.24,0.23,0.33,0.31,0.94,0.24,0.0,0.25,0.0,0.25,0.24,0.31,0.34,0.0,0.0,0.3,0.33,0.0,0.25,0.57,0.0,0.25,0.31,0.0,0.0,0.0,0.3,0.24,0.31,0.27,0.26,0.29,0.24,0.24,0.0,0.25,0.24,0.23,0.23,0.0,0.26,0.0,0.26,0.28,0.0,0.41,0.23,0.24,0.31,0.25,0.3,0.27,0.32,0.23,0.22,0.29,0.0,0.23,0.22,0.0,0.32,0.25,0.27,0.23,0.26,0.28,0.24,0.28,0.0,0.23,0.23,0.24,0.0,0.23,0.24,0.23,0.0,0.23,0.23,0.23,0.23,0.25,0.23,0.0,0.23,0.24,0.37,0.24,0.23,0.24,0.0,0.25,0.24,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.26,0.23,0.25,0.0,0.0,0.24,0.0,0.23,0.25,0.24,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,2.31,2.1,1.19,1.53,1.17,1.18,0.93,0.91,0.91,0.77,0.65,0.69,0.66,0.52,0.56,0.49,0.48,0.42,0.39,0.46,0.5,0.41,0.36,0.38,0.37,0.38,0.31,0.33,0.31,0.36,0.29,0.31,0.26,0.39,0.3,0.24,0.26,0.26,0.24,0.23,0.26,0.26,0.24,0.0,0.27,0.28,0.25,0.29,0.26,0.24,0.24,0.24,0.25,0.27,0.23,0.24,0.22,0.27,0.29,0.23,0.26,1.04,0.24,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.82
10/05/2021,4.5,4.11,2.69,0.33,0.39,1.25,0.0,0.83,1.77,0.0,0.0,0.0,1.58,1.61,1.6,1.59,0.88,0.0,0.0,1.34,0.0,0.29,0.0,1.89,1.01,0.22,0.24,0.0,1.0,0.81,0.0,0.75,0.71,0.25,0.0,0.34,0.4,0.0,0.33,0.0,0.43,0.36,0.37,0.32,0.45,0.35,0.25,0.0,0.26,0.26,0.0,0.29,0.37,0.34,0.24,0.25,0.0,0.54,0.35,0.0,0.22,0.0,0.74,0.26,1.47,0.0,0.0,0.0,0.24,0.23,0.33,0.33,0.92,0.24,0.0,0.25,0.0,0.25,0.24,0.28,0.34,0.0,0.0,0.31,0.34,0.0,0.25,0.58,0.0,0.25,0.32,0.0,0.0,0.0,0.3,0.24,0.32,0.28,0.26,0.3,0.24,0.24,0.0,0.25,0.24,0.23,0.24,0.0,0.27,0.0,0.27,0.28,0.22,0.42,0.22,0.24,0.3,0.26,0.29,0.27,0.32,0.23,0.0,0.3,0.0,0.23,0.0,0.22,0.34,0.25,0.26,0.23,0.26,0.28,0.23,0.28,0.0,0.23,0.22,0.24,0.0,0.23,0.24,0.24,0.0,0.22,0.23,0.23,0.23,0.25,0.23,0.0,0.23,0.24,0.38,0.24,0.23,0.24,0.0,0.25,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.26,0.22,0.25,0.0,0.0,0.23,0.0,0.23,0.25,0.24,0.0,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,2.34,2.12,1.14,1.52,1.2,1.16,0.92,0.9,0.94,0.77,0.65,0.72,0.67,0.5,0.57,0.5,0.49,0.42,0.41,0.46,0.5,0.4,0.35,0.38,0.37,0.39,0.31,0.33,0.32,0.34,0.29,0.32,0.25,0.4,0.31,0.24,0.27,0.26,0.24,0.23,0.26,0.26,0.24,0.0,0.27,0.28,0.25,0.3,0.26,0.24,0.24,0.24,0.26,0.27,0.23,0.24,0.23,0.27,0.29,0.23,0.25,0.92,0.24,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
10/06/2021,4.5,4.11,2.69,0.33,0.39,1.25,0.0,0.83,1.77,0.0,0.0,0.0,1.58,1.61,1.6,1.59,0.88,0.0,0.0,1.34,0.0,0.29,0.0,1.89,1.01,0.22,0.24,0.0,1.0,0.81,0.0,0.75,0.71,0.25,0.0,0.34,0.4,0.0,0.33,0.0,0.43,0.36,0.37,0.32,0.45,0.35,0.25,0.0,0.26,0.26,0.0,0.29,0.37,0.34,0.24,0.25,0.0,0.54,0.35,0.0,0.22,0.0,0.74,0.26,1.47,0.0,0.0,0.0,0.24,0.23,0.33,0.33,0.92,0.24,0.0,0.25,0.0,0.25,0.24,0.28,0.34,0.0,0.0,0.31,0.34,0.0,0.25,0.58,0.0,0.25,0.32,0.0,0.0,0.0,0.3,0.24,0.32,0.28,0.26,0.3,0.24,0.24,0.0,0.25,0.24,0.23,0.24,0.0,0.27,0.0,0.27,0.28,0.22,0.42,0.22,0.24,0.3,0.26,0.29,0.27,0.32,0.23,0.0,0.3,0.0,0.23,0.0,0.22,0.34,0.25,0.26,0.23,0.26,0.28,0.23,0.28,0.0,0.23,0.22,0.24,0.0,0.23,0.24,0.24,0.0,0.22,0.23,0.23,0.23,0.25,0.23,0.0,0.23,0.24,0.38,0.24,0.23,0.24,0.0,0.25,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.26,0.22,0.25,0.0,0.0,0.23,0.0,0.23,0.25,0.24,0.0,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,2.34,2.12,1.14,1.52,1.2,1.16,0.92,0.9,0.94,0.77,0.65,0.72,0.67,0.5,0.57,0.5,0.49,0.42,0.41,0.46,0.5,0.4,0.35,0.38,0.37,0.39,0.31,0.33,0.32,0.34,0.29,0.32,0.25,0.4,0.31,0.24,0.27,0.26,0.24,0.23,0.26,0.26,0.24,0.0,0.27,0.28,0.25,0.3,0.26,0.24,0.24,0.24,0.26,0.27,0.23,0.24,0.23,0.27,0.29,0.23,0.25,0.92,0.24,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
10/07/2021,4.5,4.11,2.69,0.33,0.39,1.25,0.0,0.83,1.77,0.0,0.0,0.0,1.58,1.61,1.6,1.59,0.88,0.0,0.0,1.34,0.0,0.29,0.0,1.89,1.01,0.22,0.24,0.0,1.0,0.81,0.0,0.75,0.71,0.25,0.0,0.34,0.4,0.0,0.33,0.0,0.43,0.36,0.37,0.32,0.45,0.35,0.25,0.0,0.26,0.26,0.0,0.29,0.37,0.34,0.24,0.25,0.0,0.54,0.35,0.0,0.22,0.0,0.74,0.26,1.47,0.0,0.0,0.0,0.24,0.23,0.33,0.33,0.92,0.24,0.0,0.25,0.0,0.25,0.24,0.28,0.34,0.0,0.0,0.31,0.34,0.0,0.25,0.58,0.0,0.25,0.32,0.0,0.0,0.0,0.3,0.24,0.32,0.28,0.26,0.3,0.24,0.24,0.0,0.25,0.24,0.23,0.24,0.0,0.27,0.0,0.27,0.28,0.22,0.42,0.22,0.24,0.3,0.26,0.29,0.27,0.32,0.23,0.0,0.3,0.0,0.23,0.0,0.22,0.34,0.25,0.26,0.23,0.26,0.28,0.23,0.28,0.0,0.23,0.22,0.24,0.0,0.23,0.24,0.24,0.0,0.22,0.23,0.23,0.23,0.25,0.23,0.0,0.23,0.24,0.38,0.24,0.23,0.24,0.0,0.25,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.26,0.22,0.25,0.0,0.0,0.23,0.0,0.23,0.25,0.24,0.0,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,2.34,2.12,1.14,1.52,1.2,1.16,0.92,0.9,0.94,0.77,0.65,0.72,0.67,0.5,0.57,0.5,0.49,0.42,0.41,0.46,0.5,0.4,0.35,0.38,0.37,0.39,0.31,0.33,0.32,0.34,0.29,0.32,0.25,0.4,0.31,0.24,0.27,0.26,0.24,0.23,0.26,0.26,0.24,0.0,0.27,0.28,0.25,0.3,0.26,0.24,0.24,0.24,0.26,0.27,0.23,0.24,0.23,0.27,0.29,0.23,0.25,0.92,0.24,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
10/08/2021,4.4,4.04,2.62,0.34,0.39,1.26,0.0,0.84,1.81,0.0,0.0,0.0,1.51,1.58,1.57,1.62,0.87,0.0,0.0,1.35,0.0,0.29,0.0,1.89,1.01,0.22,0.24,0.0,1.0,0.81,0.0,0.73,0.7,0.25,0.0,0.34,0.4,0.0,0.32,0.0,0.44,0.36,0.38,0.32,0.48,0.34,0.24,0.0,0.26,0.26,0.0,0.28,0.35,0.34,0.24,0.25,0.0,0.52,0.36,0.0,0.0,0.0,0.74,0.26,1.45,0.0,0.0,0.0,0.23,0.23,0.35,0.34,0.92,0.24,0.0,0.25,0.0,0.25,0.24,0.3,0.36,0.0,0.0,0.32,0.36,0.0,0.25,0.59,0.0,0.26,0.33,0.0,0.0,0.0,0.31,0.23,0.33,0.28,0.26,0.31,0.23,0.24,0.0,0.24,0.24,0.22,0.24,0.0,0.27,0.0,0.28,0.28,0.22,0.4,0.22,0.24,0.31,0.26,0.3,0.27,0.32,0.23,0.21,0.3,0.0,0.24,0.21,0.22,0.34,0.24,0.27,0.24,0.26,0.29,0.24,0.29,0.0,0.23,0.22,0.24,0.0,0.22,0.24,0.24,0.0,0.23,0.23,0.23,0.22,0.25,0.23,0.0,0.22,0.25,0.4,0.24,0.23,0.24,0.0,0.25,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.26,0.22,0.24,0.0,0.0,0.23,0.0,0.23,0.25,0.24,0.0,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,2.33,2.14,1.11,1.55,1.2,1.18,0.88,0.91,0.95,0.77,0.66,0.7,0.68,0.51,0.57,0.5,0.49,0.42,0.41,0.46,0.51,0.39,0.35,0.37,0.37,0.39,0.31,0.33,0.32,0.35,0.29,0.33,0.26,0.42,0.3,0.23,0.26,0.26,0.25,0.22,0.26,0.25,0.24,0.0,0.26,0.29,0.24,0.3,0.26,0.23,0.24,0.23,0.26,0.27,0.23,0.25,0.0,0.26,0.29,0.23,0.25,0.96,0.23,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.81
