,AAPL,TSLA,JNJ,PG,ADBE,XOM,INTC,CSCO,PFE,CRM,CVX,ABT,TMO,MRK,LLY,NKE,TXN,DHR,MDT,QCOM,UPS,LIN,BMY,IBM,INTU,AMAT,MMM,AMD,CVS,SYK,MU,PLD,MDLZ,TMUS,COP,UBER,FDX,EL,BDX,EQIX,NSC,ADSK,EW,APD,ADI,BSX,ETN,EMR,REGN,NXPI,FCX,IDXX,BIIB,DOCU,ECL,NEM,EOG,JCI,ALGN,EBAY,KLAC,DOW,MRVL,TEL,A,TT,EXC,APTV,DD,CARR,SRE,SNPS,ALXN,LULU,BAX,PPG,ORLY,PSX,HPQ,CDNS,IFF,PXD,CTSH,RMD,WBA,CMI,SWK,ZBH,CTAS,MNST,ADM,CTVA,AZO,ROK,VLO,GLW,DHI,MCK,FAST,PEG,ANSS,PCAR,ZBRA,NUE,CPRT,LEN,LH,VFC,DELL,WST,LBRDK,WY,ODFL,KDP,CDW,IP,TDOC,CERN,DLTR,FTV,VMC,GRMN,MLM,WDC,DOV,TSCO,BURL,EIX,XYL,EXPD,HZNP,CHD,IT,FLT,GWW,TRMB,STE,ALB,COO,HPE,TFX,PAYC,AKAM,ULTA,POOL,TYL,IR,GPC,CTLT,FANG,AVY,BKR,DGX,PKI,OMC,HOLX,ABC,CAH,IEX,PLUG,BMRN,PTC,WAB,PHM,CTXS,LKQ,JBHT,FMC,XRAY,WRK,BIO,SJM,FBHS,AAP,WHR,CHRW,XPO,IPG,PKG,VMW,ATO,CDAY,STLD,JKHY,CCEP,SNA,BWA,UHS,FFIV,PNR,CF,MHK,CLVT,REG,BG,JAZZ,LEA,HSIC,DOX,NWSA,PNW,AZN,RHI,JNPR,ST,FLEX,TJX,PANW,PAYX,ARE,GNRC,WAT,LYB,CRL,TECH,DVN,EXAS,BBWI WI,OGN,NOW,LRCX,MPC,EA,OKTA,TER,PPL,HES,HAL,YNDX,CTRA,SEDG,HAS,ALLE,SUM
08/31/2021,16.73,3.93,3.3,2.51,2.25,1.68,1.55,1.81,1.92,1.71,1.36,1.58,1.56,1.4,1.6,1.49,1.26,1.46,1.3,1.16,1.01,1.17,1.08,0.89,1.02,0.87,0.82,0.94,0.79,0.68,0.59,0.69,0.62,0.59,0.54,0.47,0.47,0.55,0.51,0.53,0.47,0.5,0.53,0.42,0.44,0.46,0.49,0.45,0.48,0.44,0.36,0.4,0.37,0.4,0.4,0.33,0.28,0.38,0.39,0.37,0.36,0.34,0.37,0.36,0.38,0.34,0.34,0.3,0.29,0.36,0.3,0.35,0.0,0.33,0.27,0.27,0.29,0.22,0.26,0.31,0.27,0.23,0.29,0.29,0.25,0.25,0.23,0.22,0.25,0.26,0.24,0.24,0.24,0.27,0.19,0.22,0.23,0.23,0.24,0.23,0.23,0.2,0.22,0.25,0.21,0.21,0.21,0.18,0.2,0.23,0.2,0.19,0.21,0.18,0.2,0.17,0.15,0.16,0.16,0.17,0.18,0.19,0.17,0.14,0.18,0.16,0.15,0.15,0.17,0.15,0.17,0.14,0.18,0.15,0.14,0.17,0.15,0.19,0.15,0.14,0.13,0.17,0.13,0.15,0.13,0.13,0.14,0.12,0.15,0.09,0.13,0.12,0.14,0.15,0.11,0.14,0.12,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.2,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.11
09/01/2021,16.74,3.96,3.27,2.49,2.26,1.7,1.57,1.79,1.87,1.69,1.37,1.56,1.54,1.39,1.58,1.49,1.26,1.45,1.29,1.17,1.01,1.18,1.06,0.89,1.04,0.89,0.81,0.97,0.79,0.68,0.59,0.69,0.62,0.59,0.55,0.47,0.47,0.56,0.51,0.52,0.47,0.5,0.52,0.42,0.44,0.45,0.49,0.45,0.47,0.44,0.38,0.39,0.37,0.41,0.4,0.33,0.29,0.38,0.39,0.38,0.37,0.35,0.35,0.36,0.38,0.34,0.34,0.3,0.29,0.36,0.3,0.36,0.0,0.33,0.27,0.27,0.29,0.23,0.26,0.32,0.27,0.24,0.29,0.29,0.25,0.25,0.23,0.22,0.25,0.26,0.24,0.24,0.23,0.27,0.19,0.22,0.23,0.23,0.23,0.23,0.23,0.2,0.22,0.25,0.21,0.21,0.21,0.18,0.19,0.23,0.2,0.2,0.21,0.17,0.2,0.17,0.15,0.17,0.15,0.17,0.18,0.19,0.17,0.14,0.18,0.16,0.14,0.15,0.17,0.15,0.17,0.14,0.18,0.15,0.14,0.17,0.15,0.2,0.15,0.14,0.13,0.17,0.13,0.14,0.13,0.13,0.14,0.12,0.15,0.1,0.13,0.12,0.14,0.14,0.11,0.14,0.13,0.11,0.12,0.09,0.11,0.1,0.12,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.11,0.09,0.1,0.09,0.1,0.09,0.0,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.2,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.09
09/02/2021,16.74,3.96,3.27,2.49,2.26,1.7,1.57,1.79,1.87,1.69,1.37,1.56,1.54,1.39,1.58,1.49,1.26,1.45,1.29,1.17,1.01,1.18,1.06,0.89,1.04,0.89,0.81,0.97,0.79,0.68,0.59,0.69,0.62,0.59,0.55,0.47,0.47,0.56,0.51,0.52,0.47,0.5,0.52,0.42,0.44,0.45,0.49,0.45,0.47,0.44,0.38,0.39,0.37,0.41,0.4,0.33,0.29,0.38,0.39,0.38,0.37,0.35,0.35,0.36,0.38,0.34,0.34,0.3,0.29,0.36,0.3,0.36,0.0,0.33,0.27,0.27,0.29,0.23,0.26,0.32,0.27,0.24,0.29,0.29,0.25,0.25,0.23,0.22,0.25,0.26,0.24,0.24,0.23,0.27,0.19,0.22,0.23,0.23,0.23,0.23,0.23,0.2,0.22,0.25,0.21,0.21,0.21,0.18,0.19,0.23,0.2,0.2,0.21,0.17,0.2,0.17,0.15,0.17,0.15,0.17,0.18,0.19,0.17,0.14,0.18,0.16,0.14,0.15,0.17,0.15,0.17,0.14,0.18,0.15,0.14,0.17,0.15,0.2,0.15,0.14,0.13,0.17,0.13,0.14,0.13,0.13,0.14,0.12,0.15,0.1,0.13,0.12,0.14,0.14,0.11,0.14,0.13,0.11,0.12,0.09,0.11,0.1,0.12,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.11,0.09,0.1,0.09,0.1,0.09,0.0,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.2,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.09
09/03/2021,17.1,4.03,3.26,2.48,2.26,1.66,1.55,1.78,1.86,1.67,1.36,1.56,1.56,1.38,1.58,1.48,1.26,1.47,1.28,1.17,1.0,1.17,1.06,0.88,1.03,0.88,0.81,0.96,0.8,0.67,0.58,0.7,0.61,0.58,0.54,0.46,0.46,0.56,0.51,0.53,0.46,0.49,0.52,0.42,0.43,0.45,0.49,0.44,0.48,0.44,0.38,0.4,0.37,0.41,0.4,0.33,0.28,0.38,0.39,0.38,0.37,0.34,0.35,0.36,0.38,0.34,0.34,0.29,0.28,0.36,0.29,0.36,0.0,0.33,0.27,0.27,0.29,0.22,0.26,0.32,0.27,0.23,0.29,0.29,0.25,0.25,0.23,0.22,0.25,0.26,0.24,0.23,0.23,0.27,0.19,0.22,0.23,0.23,0.23,0.23,0.22,0.2,0.22,0.25,0.21,0.21,0.21,0.18,0.19,0.23,0.2,0.2,0.21,0.17,0.2,0.16,0.15,0.16,0.15,0.17,0.17,0.19,0.17,0.13,0.18,0.16,0.14,0.15,0.17,0.15,0.17,0.14,0.18,0.15,0.14,0.17,0.15,0.19,0.15,0.14,0.13,0.17,0.13,0.14,0.14,0.13,0.14,0.12,0.15,0.1,0.13,0.12,0.14,0.15,0.11,0.14,0.12,0.11,0.12,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.12,0.09,0.1,0.09,0.1,0.09,0.0,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.2,0.08,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.13
09/06/2021,17.12,4.03,3.27,2.49,2.25,1.66,1.54,1.79,1.86,1.66,1.35,1.59,1.57,1.39,1.56,1.44,1.24,1.49,1.29,1.16,1.02,1.17,1.04,0.89,1.02,0.87,0.8,0.94,0.82,0.68,0.58,0.72,0.61,0.57,0.54,0.48,0.46,0.56,0.52,0.55,0.45,0.45,0.53,0.42,0.42,0.45,0.48,0.44,0.48,0.41,0.37,0.4,0.36,0.39,0.4,0.33,0.28,0.38,0.4,0.37,0.36,0.33,0.35,0.35,0.38,0.34,0.35,0.29,0.28,0.35,0.3,0.36,0.0,0.31,0.29,0.26,0.28,0.22,0.26,0.32,0.27,0.23,0.29,0.3,0.27,0.24,0.22,0.22,0.25,0.26,0.24,0.24,0.23,0.27,0.19,0.21,0.23,0.23,0.23,0.23,0.23,0.2,0.22,0.24,0.21,0.21,0.21,0.17,0.19,0.24,0.2,0.2,0.22,0.18,0.2,0.17,0.15,0.16,0.15,0.17,0.17,0.19,0.16,0.13,0.18,0.16,0.14,0.16,0.17,0.15,0.17,0.15,0.18,0.15,0.14,0.17,0.15,0.2,0.15,0.14,0.13,0.18,0.13,0.14,0.14,0.13,0.14,0.12,0.16,0.1,0.13,0.12,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.1,0.11,0.1,0.12,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.12,0.09,0.1,0.09,0.1,0.09,0.0,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17
09/07/2021,17.12,4.03,3.27,2.49,2.25,1.66,1.54,1.79,1.86,1.66,1.35,1.59,1.57,1.39,1.56,1.44,1.24,1.49,1.29,1.16,1.02,1.17,1.04,0.89,1.02,0.87,0.8,0.94,0.82,0.68,0.58,0.72,0.61,0.57,0.54,0.48,0.46,0.56,0.52,0.55,0.45,0.45,0.53,0.42,0.42,0.45,0.48,0.44,0.48,0.41,0.37,0.4,0.36,0.39,0.4,0.33,0.28,0.38,0.4,0.37,0.36,0.33,0.35,0.35,0.38,0.34,0.35,0.29,0.28,0.35,0.3,0.36,0.0,0.31,0.29,0.26,0.28,0.22,0.26,0.32,0.27,0.23,0.29,0.3,0.27,0.24,0.22,0.22,0.25,0.26,0.24,0.24,0.23,0.27,0.19,0.21,0.23,0.23,0.23,0.23,0.23,0.2,0.22,0.24,0.21,0.21,0.21,0.17,0.19,0.24,0.2,0.2,0.22,0.18,0.2,0.17,0.15,0.16,0.15,0.17,0.17,0.19,0.16,0.13,0.18,0.16,0.14,0.16,0.17,0.15,0.17,0.15,0.18,0.15,0.14,0.17,0.15,0.2,0.15,0.14,0.13,0.18,0.13,0.14,0.14,0.13,0.14,0.12,0.16,0.1,0.13,0.12,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.1,0.11,0.1,0.12,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.12,0.09,0.1,0.09,0.1,0.09,0.0,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17
09/08/2021,17.12,4.03,3.27,2.49,2.25,1.66,1.54,1.79,1.86,1.66,1.35,1.59,1.57,1.39,1.56,1.44,1.24,1.49,1.29,1.16,1.02,1.17,1.04,0.89,1.02,0.87,0.8,0.94,0.82,0.68,0.58,0.72,0.61,0.57,0.54,0.48,0.46,0.56,0.52,0.55,0.45,0.45,0.53,0.42,0.42,0.45,0.48,0.44,0.48,0.41,0.37,0.4,0.36,0.39,0.4,0.33,0.28,0.38,0.4,0.37,0.36,0.33,0.35,0.35,0.38,0.34,0.35,0.29,0.28,0.35,0.3,0.36,0.0,0.31,0.29,0.26,0.28,0.22,0.26,0.32,0.27,0.23,0.29,0.3,0.27,0.24,0.22,0.22,0.25,0.26,0.24,0.24,0.23,0.27,0.19,0.21,0.23,0.23,0.23,0.23,0.23,0.2,0.22,0.24,0.21,0.21,0.21,0.17,0.19,0.24,0.2,0.2,0.22,0.18,0.2,0.17,0.15,0.16,0.15,0.17,0.17,0.19,0.16,0.13,0.18,0.16,0.14,0.16,0.17,0.15,0.17,0.15,0.18,0.15,0.14,0.17,0.15,0.2,0.15,0.14,0.13,0.18,0.13,0.14,0.14,0.13,0.14,0.12,0.16,0.1,0.13,0.12,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.1,0.11,0.1,0.12,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.12,0.09,0.1,0.09,0.1,0.09,0.0,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17
09/09/2021,17.2,4.04,3.28,2.49,2.26,1.65,1.54,1.79,1.86,1.68,1.34,1.6,1.58,1.39,1.56,1.44,1.25,1.49,1.29,1.16,1.02,1.16,1.03,0.88,1.02,0.88,0.8,0.95,0.82,0.68,0.58,0.72,0.61,0.57,0.54,0.46,0.46,0.55,0.53,0.55,0.45,0.45,0.53,0.42,0.42,0.45,0.47,0.44,0.48,0.41,0.37,0.4,0.36,0.42,0.4,0.34,0.28,0.38,0.4,0.37,0.37,0.33,0.35,0.35,0.38,0.33,0.34,0.28,0.28,0.35,0.3,0.36,0.0,0.31,0.29,0.26,0.28,0.21,0.26,0.32,0.26,0.23,0.28,0.3,0.26,0.25,0.22,0.21,0.25,0.26,0.24,0.24,0.23,0.26,0.19,0.21,0.22,0.23,0.23,0.23,0.23,0.2,0.22,0.24,0.21,0.2,0.21,0.17,0.19,0.24,0.2,0.2,0.22,0.17,0.2,0.17,0.15,0.16,0.15,0.17,0.17,0.19,0.16,0.13,0.18,0.16,0.14,0.15,0.17,0.15,0.17,0.15,0.18,0.15,0.14,0.17,0.15,0.2,0.15,0.14,0.13,0.17,0.13,0.14,0.14,0.13,0.14,0.12,0.16,0.1,0.13,0.12,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.12,0.09,0.09,0.09,0.1,0.09,0.0,0.1,0.1,0.08,0.09,0.11,0.09,0.09,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.16
09/10/2021,17.51,4.16,3.23,2.49,2.25,1.65,1.55,1.78,1.86,1.67,1.34,1.59,1.59,1.37,1.54,1.43,1.25,1.49,1.29,1.16,1.01,1.17,1.03,0.88,1.02,0.88,0.77,0.94,0.81,0.69,0.58,0.72,0.59,0.57,0.54,0.47,0.46,0.55,0.53,0.55,0.44,0.45,0.54,0.42,0.42,0.45,0.47,0.44,0.47,0.41,0.38,0.4,0.35,0.39,0.4,0.33,0.28,0.37,0.39,0.36,0.37,0.33,0.35,0.35,0.38,0.32,0.34,0.29,0.27,0.35,0.29,0.36,0.0,0.31,0.3,0.25,0.28,0.21,0.25,0.32,0.26,0.23,0.28,0.3,0.26,0.24,0.21,0.22,0.25,0.25,0.23,0.24,0.23,0.26,0.19,0.21,0.22,0.23,0.23,0.22,0.23,0.2,0.22,0.24,0.21,0.2,0.21,0.16,0.18,0.24,0.2,0.2,0.22,0.17,0.2,0.16,0.15,0.16,0.15,0.17,0.17,0.19,0.16,0.13,0.18,0.16,0.14,0.15,0.17,0.14,0.17,0.15,0.18,0.15,0.14,0.17,0.15,0.2,0.15,0.14,0.13,0.17,0.13,0.14,0.13,0.13,0.14,0.12,0.16,0.1,0.13,0.12,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.12,0.09,0.09,0.09,0.09,0.09,0.0,0.1,0.1,0.08,0.09,0.11,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.15
09/13/2021,17.39,4.21,3.19,2.52,2.27,1.65,1.55,1.78,1.85,1.66,1.34,1.6,1.6,1.35,1.46,1.45,1.25,1.49,1.29,1.15,0.99,1.17,1.02,0.88,1.04,0.88,0.77,0.93,0.81,0.69,0.58,0.71,0.6,0.56,0.54,0.47,0.45,0.55,0.54,0.54,0.45,0.46,0.55,0.42,0.44,0.46,0.47,0.43,0.46,0.41,0.36,0.4,0.32,0.38,0.4,0.33,0.28,0.39,0.4,0.36,0.38,0.32,0.35,0.34,0.38,0.32,0.35,0.29,0.27,0.35,0.3,0.36,0.0,0.34,0.29,0.26,0.28,0.21,0.25,0.33,0.27,0.24,0.29,0.3,0.26,0.24,0.22,0.21,0.25,0.26,0.24,0.23,0.23,0.26,0.18,0.21,0.21,0.23,0.22,0.23,0.23,0.2,0.22,0.24,0.21,0.19,0.21,0.17,0.19,0.24,0.2,0.19,0.21,0.17,0.2,0.16,0.15,0.16,0.15,0.18,0.17,0.19,0.16,0.13,0.18,0.17,0.14,0.16,0.17,0.15,0.17,0.15,0.19,0.15,0.14,0.17,0.15,0.2,0.15,0.14,0.13,0.17,0.13,0.14,0.14,0.13,0.14,0.12,0.16,0.1,0.13,0.12,0.15,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.12,0.09,0.09,0.09,0.09,0.09,0.0,0.1,0.1,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.0,0.19,0.08,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.07
09/14/2021,17.39,4.21,3.19,2.52,2.27,1.65,1.55,1.78,1.85,1.66,1.34,1.6,1.6,1.35,1.46,1.45,1.25,1.49,1.29,1.15,0.99,1.17,1.02,0.88,1.04,0.88,0.77,0.93,0.81,0.69,0.58,0.71,0.6,0.56,0.54,0.47,0.45,0.55,0.54,0.54,0.45,0.46,0.55,0.42,0.44,0.46,0.47,0.43,0.46,0.41,0.36,0.4,0.32,0.38,0.4,0.33,0.28,0.39,0.4,0.36,0.38,0.32,0.35,0.34,0.38,0.32,0.35,0.29,0.27,0.35,0.3,0.36,0.0,0.34,0.29,0.26,0.28,0.21,0.25,0.33,0.27,0.24,0.29,0.3,0.26,0.24,0.22,0.21,0.25,0.26,0.24,0.23,0.23,0.26,0.18,0.21,0.21,0.23,0.22,0.23,0.23,0.2,0.22,0.24,0.21,0.19,0.21,0.17,0.19,0.24,0.2,0.19,0.21,0.17,0.2,0.16,0.15,0.16,0.15,0.18,0.17,0.19,0.16,0.13,0.18,0.17,0.14,0.16,0.17,0.15,0.17,0.15,0.19,0.15,0.14,0.17,0.15,0.2,0.15,0.14,0.13,0.17,0.13,0.14,0.14,0.13,0.14,0.12,0.16,0.1,0.13,0.12,0.15,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.12,0.09,0.09,0.09,0.09,0.09,0.0,0.1,0.1,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.0,0.19,0.08,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.07
09/15/2021,16.97,4.14,3.19,2.55,2.28,1.66,1.58,1.78,1.85,1.65,1.35,1.63,1.63,1.35,1.47,1.47,1.28,1.52,1.28,1.17,1.02,1.17,1.02,0.89,1.05,0.9,0.78,0.93,0.8,0.69,0.59,0.71,0.61,0.56,0.55,0.47,0.45,0.55,0.54,0.54,0.45,0.46,0.55,0.43,0.45,0.46,0.47,0.43,0.47,0.42,0.37,0.4,0.33,0.38,0.41,0.33,0.28,0.39,0.4,0.36,0.38,0.33,0.36,0.35,0.39,0.33,0.35,0.28,0.28,0.35,0.3,0.36,0.0,0.34,0.29,0.26,0.29,0.21,0.25,0.33,0.26,0.24,0.29,0.31,0.26,0.25,0.22,0.21,0.26,0.26,0.24,0.24,0.23,0.26,0.19,0.21,0.21,0.23,0.23,0.23,0.23,0.2,0.22,0.24,0.21,0.2,0.21,0.16,0.19,0.24,0.2,0.19,0.21,0.18,0.2,0.16,0.15,0.16,0.15,0.18,0.17,0.19,0.16,0.13,0.18,0.17,0.13,0.16,0.17,0.15,0.17,0.15,0.19,0.15,0.14,0.17,0.15,0.2,0.15,0.13,0.12,0.17,0.13,0.14,0.14,0.13,0.15,0.12,0.16,0.1,0.13,0.13,0.15,0.15,0.11,0.15,0.13,0.11,0.12,0.09,0.1,0.09,0.12,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.12,0.09,0.09,0.09,0.09,0.09,0.0,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.07,0.07,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.0,0.19,0.08,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.11
09/16/2021,17.04,4.18,3.17,2.58,2.24,1.7,1.62,1.79,1.81,1.63,1.38,1.6,1.59,1.35,1.46,1.43,1.3,1.48,1.27,1.18,1.02,1.19,1.01,0.89,1.04,0.92,0.78,0.92,0.81,0.68,0.6,0.71,0.61,0.56,0.57,0.47,0.46,0.55,0.54,0.54,0.45,0.45,0.54,0.43,0.46,0.45,0.46,0.43,0.46,0.43,0.37,0.39,0.33,0.37,0.4,0.33,0.29,0.39,0.4,0.36,0.39,0.33,0.36,0.35,0.38,0.32,0.36,0.29,0.28,0.35,0.3,0.36,0.0,0.34,0.29,0.26,0.28,0.21,0.26,0.33,0.26,0.25,0.29,0.3,0.26,0.25,0.22,0.21,0.26,0.26,0.24,0.23,0.23,0.26,0.19,0.21,0.21,0.24,0.23,0.23,0.23,0.21,0.22,0.23,0.21,0.19,0.21,0.17,0.19,0.23,0.2,0.19,0.21,0.18,0.2,0.17,0.15,0.16,0.15,0.18,0.17,0.19,0.16,0.13,0.18,0.17,0.14,0.16,0.17,0.15,0.17,0.15,0.18,0.15,0.14,0.17,0.15,0.19,0.15,0.13,0.13,0.17,0.13,0.14,0.13,0.13,0.15,0.12,0.16,0.1,0.13,0.13,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.09,0.12,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.12,0.09,0.1,0.09,0.1,0.09,0.0,0.1,0.1,0.08,0.09,0.1,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.19,0.08,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17
