,MSFT,AAPL,AMZN,FB,NVDA,JNJ,UNH,V,GOOG,GOOGL,ENPH,PG,MA,PYPL,DIS,BAC,ADBE,CMCSA,VZ,PFE,CRM,INTC,T,ABT,KO,PEP,ABBV,MRK,AY,BDX,ACN,LLY,SEDG,MCD,MDT,QCOM,BMY,UPS,UNP,AMGN,C,MS,FSLR,INTU,SBUX,GS,BLK,TGT,CAT,GE,MMM,CVS,AXP,SPGI,ANTM,PLD,CI,GILD,ADP,TJX,USB,CSX,EQIX,GM,CL,EL,COF,NSC,EW,APD,ITW,ADSK,REGN,D,ETN,PGR,MCO,EMR,F,WM,BIIB,VRTX,ECL,NEM,JCI,DOW,TROW,KMB,MET,TEL,A,EXC,EBAY,LULU,BAX,INFO,APTV,BK,ALL,WDAY,HASI,PRU,AIG,SRE,PPG,HPQ,GIS,CMI,MAR,MSI,AFL,WBA,WELL,ADM,ROK,HLT,FRC,MCK,KR,AVB,STT,AMP,CBRE,VRSK,AWK,ES,KEYS,IFF,FITB,DAL,BBY,KHC,VFC,IP,WY,ED,HSY,NTRS,CLX,HIG,EIX,TSN,PPL,XYL,VTR,EXPE,CHD,ETR,TRU,LUV,GWW,KEY,YUM,CCL,RF,DRI,PEAK,DGX,CAG,CMS,CE,CAH,RCL,K,ABC,AVY,PFG,PCG,BMRN,SJM,HBAN,CNP,LUMN,WPC,HAS,IPG,IRM,ELS,HST,TREX,PNR,LNC,MOS,TAP,WTRG,DECK,OC,UGI,NI,CPB,VST,OGN,VOYA,ALV,GPS,PRGO,BEPC,AGPXX,VER,VEREIT Inc,Cash,Invesco Shrt-Trm Inv Gov&Agcy Instl,n/a,SLVM WI,SLVM,O,ONL,XOM,IBM,CVX,WFC,COP,DD,ETSY,PSX,OXY,MAA,LYFT,ESS,BKR,VIAC,VICI,OMC,BF.B,JLL,RHI,RUN,PVH,STOR,DISCK,NLSN,BAH,DISCA,VIACA,CEGVV,CEG,SUM
11/03/2021,5.34,5.02,5.04,2.94,5.43,1.8,1.81,1.51,2.41,2.57,1.34,1.45,1.26,1.2,1.71,1.46,2.62,1.31,1.19,1.02,2.45,1.64,0.99,0.95,0.9,0.93,0.81,0.89,0.19,0.29,1.91,0.85,0.82,1.02,0.69,1.27,0.53,0.66,0.64,0.49,0.6,0.63,0.56,1.45,0.75,0.59,0.56,0.54,0.47,0.48,0.43,0.49,0.47,0.48,0.44,0.45,0.31,0.36,0.39,0.44,0.34,0.34,0.32,0.43,0.27,0.32,0.28,0.29,0.32,0.28,0.27,0.6,0.28,0.25,0.28,0.23,0.28,0.24,0.36,0.25,0.17,0.2,0.23,0.18,0.22,0.18,0.21,0.18,0.2,0.4,0.2,0.21,0.27,0.3,0.16,0.22,0.25,0.2,0.16,0.46,0.21,0.18,0.21,0.17,0.16,0.3,0.15,0.14,0.24,0.35,0.14,0.14,0.14,0.15,0.15,0.22,0.16,0.13,0.11,0.14,0.15,0.14,0.15,0.14,0.13,0.12,0.28,0.16,0.13,0.1,0.15,0.1,0.13,0.11,0.11,0.11,0.11,0.11,0.08,0.11,0.1,0.1,0.09,0.1,0.09,0.13,0.09,0.08,0.09,0.08,0.08,0.09,0.2,0.1,0.09,0.1,0.08,0.07,0.06,0.07,0.07,0.06,0.1,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.66,0.32,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
11/04/2021,5.44,4.91,4.91,2.99,5.55,1.79,1.82,1.52,2.43,2.6,1.38,1.45,1.26,1.17,1.7,1.46,2.65,1.29,1.19,1.03,2.45,1.66,0.98,0.96,0.91,0.93,0.84,0.9,0.19,0.29,1.92,0.85,0.82,1.01,0.68,1.26,0.54,0.65,0.64,0.49,0.58,0.63,0.56,1.47,0.7,0.59,0.57,0.54,0.46,0.48,0.43,0.49,0.47,0.49,0.45,0.44,0.3,0.34,0.4,0.44,0.34,0.33,0.31,0.43,0.27,0.31,0.28,0.29,0.32,0.28,0.27,0.6,0.29,0.25,0.27,0.23,0.28,0.24,0.36,0.26,0.17,0.2,0.23,0.17,0.22,0.17,0.21,0.18,0.19,0.4,0.2,0.21,0.28,0.31,0.16,0.22,0.25,0.19,0.15,0.46,0.21,0.18,0.21,0.17,0.16,0.3,0.15,0.14,0.24,0.35,0.14,0.14,0.14,0.15,0.15,0.22,0.16,0.13,0.11,0.13,0.15,0.14,0.15,0.14,0.13,0.11,0.28,0.15,0.12,0.1,0.15,0.1,0.13,0.1,0.11,0.11,0.1,0.11,0.08,0.1,0.1,0.1,0.09,0.1,0.09,0.13,0.09,0.08,0.09,0.08,0.08,0.09,0.2,0.1,0.09,0.1,0.08,0.07,0.06,0.07,0.07,0.06,0.1,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.09,0.06,0.06,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.64,0.32,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/05/2021,5.4,4.88,4.83,3.04,5.6,1.79,1.8,1.52,2.36,2.51,1.43,1.44,1.26,1.17,1.71,1.46,2.61,1.31,1.19,1.02,2.47,1.68,0.98,0.96,0.9,0.93,0.84,0.9,0.19,0.29,1.9,0.83,0.83,1.03,0.68,1.28,0.54,0.64,0.63,0.5,0.58,0.64,0.57,1.42,0.72,0.59,0.56,0.53,0.47,0.49,0.43,0.5,0.47,0.47,0.44,0.44,0.31,0.34,0.39,0.45,0.34,0.33,0.31,0.44,0.27,0.31,0.28,0.29,0.31,0.27,0.27,0.6,0.28,0.25,0.27,0.23,0.27,0.24,0.38,0.26,0.17,0.2,0.23,0.17,0.22,0.18,0.21,0.18,0.19,0.41,0.2,0.21,0.28,0.31,0.17,0.21,0.25,0.2,0.15,0.46,0.21,0.18,0.21,0.17,0.16,0.31,0.15,0.14,0.24,0.35,0.14,0.14,0.14,0.15,0.15,0.22,0.16,0.13,0.11,0.13,0.15,0.14,0.14,0.14,0.13,0.11,0.28,0.15,0.13,0.11,0.15,0.1,0.13,0.1,0.11,0.11,0.1,0.11,0.08,0.1,0.1,0.1,0.09,0.1,0.09,0.13,0.09,0.08,0.09,0.08,0.08,0.09,0.2,0.1,0.09,0.11,0.08,0.07,0.06,0.07,0.07,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.66,0.36,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
11/08/2021,5.41,4.91,4.87,3.02,5.7,1.79,1.79,1.47,2.38,2.54,1.39,1.45,1.23,1.15,1.68,1.46,2.64,1.31,1.17,1.04,2.45,1.69,0.96,0.95,0.89,0.93,0.85,0.9,0.19,0.29,1.91,0.88,0.81,1.02,0.68,1.3,0.54,0.64,0.63,0.51,0.57,0.62,0.54,1.44,0.73,0.58,0.57,0.53,0.46,0.48,0.43,0.52,0.46,0.46,0.43,0.44,0.31,0.35,0.39,0.45,0.34,0.33,0.31,0.43,0.27,0.33,0.28,0.28,0.31,0.27,0.27,0.58,0.29,0.24,0.28,0.23,0.26,0.24,0.39,0.25,0.17,0.2,0.23,0.18,0.21,0.18,0.21,0.18,0.19,0.42,0.2,0.21,0.27,0.31,0.16,0.21,0.25,0.19,0.15,0.45,0.22,0.18,0.21,0.17,0.16,0.31,0.15,0.14,0.25,0.35,0.14,0.14,0.14,0.15,0.16,0.22,0.16,0.14,0.12,0.13,0.15,0.14,0.14,0.14,0.12,0.11,0.28,0.15,0.13,0.11,0.15,0.1,0.13,0.1,0.12,0.11,0.1,0.11,0.08,0.11,0.09,0.1,0.09,0.09,0.09,0.13,0.09,0.08,0.09,0.08,0.08,0.09,0.19,0.1,0.09,0.1,0.08,0.07,0.06,0.07,0.07,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.65,0.36,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
11/09/2021,5.39,4.84,4.95,3.03,6.32,1.77,1.77,1.46,2.39,2.54,1.41,1.44,1.24,1.12,1.67,1.41,2.69,1.29,1.14,1.01,2.46,1.67,0.94,0.94,0.89,0.92,0.84,0.91,0.19,0.29,1.92,0.89,0.79,1.02,0.67,1.45,0.54,0.63,0.61,0.5,0.55,0.6,0.54,1.43,0.72,0.56,0.56,0.53,0.45,0.47,0.42,0.51,0.45,0.46,0.42,0.44,0.3,0.34,0.39,0.46,0.33,0.32,0.29,0.45,0.26,0.32,0.28,0.28,0.31,0.27,0.27,0.59,0.28,0.24,0.28,0.22,0.26,0.24,0.4,0.25,0.17,0.21,0.23,0.17,0.21,0.17,0.21,0.18,0.19,0.42,0.2,0.21,0.27,0.31,0.16,0.21,0.25,0.19,0.14,0.45,0.21,0.17,0.21,0.16,0.16,0.3,0.15,0.14,0.24,0.35,0.14,0.14,0.14,0.14,0.16,0.22,0.15,0.14,0.12,0.13,0.14,0.14,0.14,0.14,0.12,0.11,0.28,0.14,0.12,0.11,0.15,0.1,0.13,0.1,0.11,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.09,0.09,0.08,0.12,0.09,0.08,0.09,0.08,0.08,0.09,0.19,0.1,0.09,0.1,0.07,0.07,0.06,0.07,0.07,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.64,0.3,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/10/2021,5.39,4.84,4.95,3.03,6.32,1.77,1.77,1.46,2.39,2.54,1.41,1.44,1.24,1.12,1.67,1.41,2.69,1.29,1.14,1.01,2.46,1.67,0.94,0.94,0.89,0.92,0.84,0.91,0.19,0.29,1.92,0.89,0.79,1.02,0.67,1.45,0.54,0.63,0.61,0.5,0.55,0.6,0.54,1.43,0.72,0.56,0.56,0.53,0.45,0.47,0.42,0.51,0.45,0.46,0.42,0.44,0.3,0.34,0.39,0.46,0.33,0.32,0.29,0.45,0.26,0.32,0.28,0.28,0.31,0.27,0.27,0.59,0.28,0.24,0.28,0.22,0.26,0.24,0.4,0.25,0.17,0.21,0.23,0.17,0.21,0.17,0.21,0.18,0.19,0.42,0.2,0.21,0.27,0.31,0.16,0.21,0.25,0.19,0.14,0.45,0.21,0.17,0.21,0.16,0.16,0.3,0.15,0.14,0.24,0.35,0.14,0.14,0.14,0.14,0.16,0.22,0.15,0.14,0.12,0.13,0.14,0.14,0.14,0.14,0.12,0.11,0.28,0.14,0.12,0.11,0.15,0.1,0.13,0.1,0.11,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.09,0.09,0.08,0.12,0.09,0.08,0.09,0.08,0.08,0.09,0.19,0.1,0.09,0.1,0.07,0.07,0.06,0.07,0.07,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.64,0.3,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/11/2021,5.36,4.83,4.99,3.06,6.28,1.75,1.76,1.51,2.38,2.54,1.38,1.44,1.28,1.11,1.71,1.39,2.63,1.32,1.14,1.11,2.44,1.68,0.94,0.9,0.89,0.93,0.84,0.82,0.19,0.29,1.92,0.86,0.77,1.02,0.68,1.51,0.54,0.62,0.62,0.49,0.55,0.6,0.53,1.4,0.75,0.56,0.56,0.51,0.46,0.48,0.42,0.5,0.46,0.46,0.42,0.43,0.3,0.34,0.39,0.47,0.33,0.32,0.28,0.45,0.27,0.33,0.28,0.28,0.31,0.28,0.27,0.6,0.27,0.24,0.28,0.23,0.26,0.24,0.4,0.25,0.17,0.2,0.23,0.18,0.21,0.18,0.21,0.18,0.19,0.42,0.19,0.21,0.27,0.3,0.16,0.21,0.25,0.19,0.14,0.45,0.21,0.17,0.2,0.16,0.15,0.31,0.15,0.14,0.25,0.34,0.14,0.14,0.14,0.14,0.16,0.23,0.15,0.14,0.11,0.13,0.14,0.14,0.14,0.14,0.12,0.11,0.28,0.15,0.12,0.11,0.15,0.1,0.13,0.1,0.11,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.14,0.09,0.08,0.09,0.08,0.08,0.09,0.2,0.11,0.09,0.11,0.07,0.07,0.06,0.07,0.07,0.06,0.12,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.09,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.63,0.3,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
11/12/2021,5.36,4.78,4.93,3.03,6.48,1.74,1.78,1.53,2.38,2.53,1.4,1.42,1.28,1.12,1.72,1.4,2.64,1.3,1.14,1.1,2.46,1.69,0.93,0.91,0.88,0.91,0.83,0.82,0.19,0.29,1.9,0.85,0.78,1.01,0.67,1.53,0.53,0.62,0.62,0.49,0.56,0.6,0.52,1.4,0.74,0.56,0.56,0.51,0.47,0.48,0.42,0.5,0.47,0.46,0.42,0.44,0.3,0.34,0.39,0.46,0.33,0.32,0.28,0.45,0.26,0.33,0.28,0.28,0.31,0.28,0.27,0.6,0.27,0.24,0.28,0.23,0.26,0.24,0.42,0.25,0.17,0.2,0.23,0.18,0.21,0.18,0.21,0.18,0.19,0.42,0.2,0.2,0.26,0.3,0.16,0.21,0.24,0.19,0.14,0.45,0.21,0.17,0.2,0.16,0.15,0.3,0.15,0.14,0.25,0.34,0.14,0.14,0.14,0.14,0.16,0.22,0.15,0.14,0.11,0.13,0.14,0.14,0.14,0.14,0.12,0.11,0.28,0.15,0.12,0.11,0.16,0.1,0.13,0.1,0.11,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.14,0.09,0.08,0.09,0.08,0.08,0.09,0.19,0.11,0.09,0.11,0.07,0.07,0.06,0.07,0.07,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.61,0.3,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
11/15/2021,5.35,4.8,5.06,3.01,6.46,1.73,1.79,1.48,2.38,2.54,1.39,1.43,1.26,1.01,1.71,1.39,2.65,1.31,1.14,1.08,2.46,1.69,0.93,0.91,0.88,0.91,0.82,0.82,0.19,0.29,1.91,0.85,0.79,1.01,0.67,1.54,0.54,0.62,0.62,0.49,0.55,0.6,0.52,1.39,0.73,0.56,0.56,0.51,0.46,0.5,0.42,0.49,0.47,0.46,0.43,0.44,0.3,0.34,0.39,0.46,0.33,0.32,0.29,0.45,0.27,0.33,0.28,0.28,0.32,0.28,0.27,0.61,0.27,0.24,0.28,0.23,0.26,0.24,0.42,0.25,0.16,0.2,0.23,0.18,0.22,0.18,0.2,0.18,0.18,0.43,0.2,0.21,0.26,0.3,0.16,0.21,0.24,0.19,0.14,0.45,0.21,0.17,0.2,0.16,0.15,0.31,0.15,0.14,0.24,0.34,0.14,0.14,0.14,0.14,0.16,0.22,0.15,0.14,0.11,0.13,0.14,0.14,0.14,0.14,0.12,0.11,0.28,0.16,0.12,0.11,0.16,0.1,0.13,0.1,0.11,0.11,0.1,0.1,0.08,0.1,0.1,0.1,0.09,0.1,0.08,0.14,0.09,0.08,0.09,0.08,0.08,0.09,0.19,0.11,0.09,0.11,0.07,0.07,0.06,0.07,0.08,0.06,0.11,0.06,0.07,0.08,0.07,0.07,0.06,0.05,0.09,0.06,0.07,0.05,0.07,0.07,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.61,0.3,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/16/2021,5.35,4.8,5.06,3.01,6.46,1.73,1.79,1.48,2.38,2.54,1.39,1.43,1.26,1.01,1.71,1.39,2.65,1.31,1.14,1.08,2.46,1.69,0.93,0.91,0.88,0.91,0.82,0.82,0.19,0.29,1.91,0.85,0.79,1.01,0.67,1.54,0.54,0.62,0.62,0.49,0.55,0.6,0.52,1.39,0.73,0.56,0.56,0.51,0.46,0.5,0.42,0.49,0.47,0.46,0.43,0.44,0.3,0.34,0.39,0.46,0.33,0.32,0.29,0.45,0.27,0.33,0.28,0.28,0.32,0.28,0.27,0.61,0.27,0.24,0.28,0.23,0.26,0.24,0.42,0.25,0.16,0.2,0.23,0.18,0.22,0.18,0.2,0.18,0.18,0.43,0.2,0.21,0.26,0.3,0.16,0.21,0.24,0.19,0.14,0.45,0.21,0.17,0.2,0.16,0.15,0.31,0.15,0.14,0.24,0.34,0.14,0.14,0.14,0.14,0.16,0.22,0.15,0.14,0.11,0.13,0.14,0.14,0.14,0.14,0.12,0.11,0.28,0.16,0.12,0.11,0.16,0.1,0.13,0.1,0.11,0.11,0.1,0.1,0.08,0.1,0.1,0.1,0.09,0.1,0.08,0.14,0.09,0.08,0.09,0.08,0.08,0.09,0.19,0.11,0.09,0.11,0.07,0.07,0.06,0.07,0.08,0.06,0.11,0.06,0.07,0.08,0.07,0.07,0.06,0.05,0.09,0.06,0.07,0.05,0.07,0.07,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.61,0.3,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/17/2021,5.35,4.8,5.06,3.01,6.46,1.73,1.79,1.48,2.38,2.54,1.39,1.43,1.26,1.01,1.71,1.39,2.65,1.31,1.14,1.08,2.46,1.69,0.93,0.91,0.88,0.91,0.82,0.82,0.19,0.29,1.91,0.85,0.79,1.01,0.67,1.54,0.54,0.62,0.62,0.49,0.55,0.6,0.52,1.39,0.73,0.56,0.56,0.51,0.46,0.5,0.42,0.49,0.47,0.46,0.43,0.44,0.3,0.34,0.39,0.46,0.33,0.32,0.29,0.45,0.27,0.33,0.28,0.28,0.32,0.28,0.27,0.61,0.27,0.24,0.28,0.23,0.26,0.24,0.42,0.25,0.16,0.2,0.23,0.18,0.22,0.18,0.2,0.18,0.18,0.43,0.2,0.21,0.26,0.3,0.16,0.21,0.24,0.19,0.14,0.45,0.21,0.17,0.2,0.16,0.15,0.31,0.15,0.14,0.24,0.34,0.14,0.14,0.14,0.14,0.16,0.22,0.15,0.14,0.11,0.13,0.14,0.14,0.14,0.14,0.12,0.11,0.28,0.16,0.12,0.11,0.16,0.1,0.13,0.1,0.11,0.11,0.1,0.1,0.08,0.1,0.1,0.1,0.09,0.1,0.08,0.14,0.09,0.08,0.09,0.08,0.08,0.09,0.19,0.11,0.09,0.11,0.07,0.07,0.06,0.07,0.08,0.06,0.11,0.06,0.07,0.08,0.07,0.07,0.06,0.05,0.09,0.06,0.07,0.05,0.07,0.07,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.61,0.3,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/18/2021,5.35,4.8,5.06,3.01,6.46,1.73,1.79,1.48,2.38,2.54,1.39,1.43,1.26,1.01,1.71,1.39,2.65,1.31,1.14,1.08,2.46,1.69,0.93,0.91,0.88,0.91,0.82,0.82,0.19,0.29,1.91,0.85,0.79,1.01,0.67,1.54,0.54,0.62,0.62,0.49,0.55,0.6,0.52,1.39,0.73,0.56,0.56,0.51,0.46,0.5,0.42,0.49,0.47,0.46,0.43,0.44,0.3,0.34,0.39,0.46,0.33,0.32,0.29,0.45,0.27,0.33,0.28,0.28,0.32,0.28,0.27,0.61,0.27,0.24,0.28,0.23,0.26,0.24,0.42,0.25,0.16,0.2,0.23,0.18,0.22,0.18,0.2,0.18,0.18,0.43,0.2,0.21,0.26,0.3,0.16,0.21,0.24,0.19,0.14,0.45,0.21,0.17,0.2,0.16,0.15,0.31,0.15,0.14,0.24,0.34,0.14,0.14,0.14,0.14,0.16,0.22,0.15,0.14,0.11,0.13,0.14,0.14,0.14,0.14,0.12,0.11,0.28,0.16,0.12,0.11,0.16,0.1,0.13,0.1,0.11,0.11,0.1,0.1,0.08,0.1,0.1,0.1,0.09,0.1,0.08,0.14,0.09,0.08,0.09,0.08,0.08,0.09,0.19,0.11,0.09,0.11,0.07,0.07,0.06,0.07,0.08,0.06,0.11,0.06,0.07,0.08,0.07,0.07,0.06,0.05,0.09,0.06,0.07,0.05,0.07,0.07,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.61,0.3,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/19/2021,5.35,4.78,5.03,3.12,6.33,1.75,1.74,1.48,2.38,2.54,1.42,1.45,1.32,1.04,1.54,1.4,2.62,1.3,1.14,1.13,2.43,1.66,0.93,0.94,0.89,0.91,0.83,0.84,0.19,0.29,1.91,0.84,0.83,1.01,0.65,1.56,0.54,0.63,0.62,0.48,0.56,0.6,0.51,1.43,0.72,0.56,0.56,0.53,0.46,0.47,0.43,0.5,0.48,0.46,0.43,0.44,0.3,0.34,0.4,0.45,0.33,0.32,0.29,0.48,0.27,0.33,0.28,0.27,0.31,0.27,0.27,0.6,0.28,0.24,0.28,0.22,0.26,0.23,0.41,0.25,0.17,0.2,0.24,0.18,0.22,0.18,0.2,0.18,0.19,0.44,0.2,0.21,0.26,0.3,0.16,0.21,0.24,0.19,0.14,0.46,0.21,0.17,0.2,0.16,0.16,0.3,0.15,0.13,0.23,0.35,0.14,0.14,0.14,0.15,0.16,0.21,0.15,0.14,0.11,0.14,0.15,0.14,0.14,0.14,0.12,0.11,0.29,0.15,0.12,0.11,0.16,0.1,0.13,0.1,0.11,0.11,0.1,0.11,0.08,0.1,0.1,0.1,0.09,0.09,0.08,0.14,0.09,0.08,0.09,0.08,0.09,0.09,0.19,0.1,0.09,0.1,0.07,0.07,0.06,0.07,0.07,0.06,0.1,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.57,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
