,939 HK,2318 HK,1398 HK,3988 HK,3968 HK,2628 HK,1288 HK,2601 HK,2328.HK,3328 HK,1658 HK,6030 HK,600036 C1,998 HK,CASH,3908 HK,1339 HK,1336 HK,601166 C1,966.HK,1988 HK,6837 HK,3360.HK,NOAH,6881 HK,6886 HK,6060.HK,1359.HK,1776 HK,300059 C2,6818 HK,600000 C1,3618 HK,165.HK,600030 C1,002142 C2,2799.HK,601288 C1,QFIN,601328 C1,601601 C1,LU,600016 C1,601818 C1,600999 C1,601211 C1,601398 C1,600919 C1,601658 C1,600926 C1,601009 C1,600837 C1,601688 C1,601229 C1,601988 C1,601169 C1,000166 C2,601336 C1,601628 C1,TIGR,9668.HK,000776 C2,601788 C1,601901 C1,600015 C1,601838 C1,601066 C1,601377 C1,300033 C2,601916 C1,600958 C1,600061 C1,600109 C1,601162 C1,002797 C2,601878 C1,601995 C1,002736 C2,601555 C1,002673 C2,000783 C2,600369 C1,601881 C1,000728 C2,601198 C1,601108 C1,601990 C1,600705 C1,601077 C1,601319 C1,002500 C2,600909 C1,601099 C1,002926 C2,002958 C2,000627 C2,000750 C2,601456 C1,000686 C2,002939 C2,000987,601128,601318,601696,000001,601939 C1,000987 C2,002939,601128 C1,n/a,600918,601939,600918 C1,601696 C1,601318 C1,000001 C2,601456,SUM
09/29/2021,8.77,7.6,8.41,7.91,6.81,3.31,2.87,2.57,2.29,1.9,1.98,2.16,1.41,1.55,0.0,1.62,1.25,1.13,1.08,1.15,0.99,1.27,1.04,0.89,1.12,1.16,0.8,0.93,1.19,1.06,0.83,0.77,0.75,0.77,0.76,0.61,0.61,0.63,0.44,0.54,0.51,0.38,0.41,0.41,0.45,0.45,0.47,0.32,0.4,0.39,0.32,0.39,0.41,0.33,0.37,0.33,0.43,0.28,0.28,0.21,0.3,0.48,0.28,0.27,0.26,0.25,0.29,0.32,0.32,0.22,0.42,0.24,0.2,0.21,0.23,0.22,0.21,0.23,0.23,0.2,0.21,0.22,0.21,0.19,0.2,0.19,0.18,0.18,0.17,0.14,0.17,0.19,0.15,0.16,0.14,0.13,0.15,0.13,0.15,0.19,0.0,0.12,0.04,0.05,0.04,0.0,0.14,0.0,0.0,0.16,0.11,0.03,0.0,0.0,0.0,0.0,0.0,99.99
09/30/2021,8.77,7.58,8.43,7.93,6.92,3.32,2.88,2.6,2.29,1.91,1.98,2.17,1.42,1.56,0.0,1.6,1.24,1.13,1.09,1.15,0.98,1.25,1.04,0.9,1.12,1.16,0.8,0.93,1.16,1.02,0.83,0.77,0.75,0.77,0.75,0.6,0.61,0.63,0.44,0.54,0.53,0.38,0.4,0.4,0.46,0.44,0.48,0.32,0.39,0.39,0.32,0.39,0.4,0.33,0.37,0.33,0.42,0.28,0.29,0.21,0.28,0.45,0.28,0.27,0.25,0.26,0.28,0.31,0.31,0.22,0.38,0.24,0.2,0.2,0.23,0.21,0.21,0.22,0.23,0.19,0.2,0.22,0.21,0.19,0.19,0.19,0.18,0.18,0.17,0.15,0.17,0.19,0.15,0.16,0.14,0.13,0.14,0.13,0.15,0.17,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.0,0.12,0.29,0.0,0.0,0.1,0.05,0.04,0.04,0.0,99.98000000000002
10/01/2021,8.69,7.67,8.45,7.86,6.98,3.3,2.87,2.58,2.29,1.91,2.0,2.14,1.45,1.56,0.0,1.61,1.24,1.13,1.1,1.15,1.01,1.24,1.02,0.86,1.12,1.19,0.8,0.92,1.18,1.05,0.83,0.77,0.75,0.78,0.75,0.61,0.61,0.63,0.41,0.54,0.53,0.37,0.4,0.41,0.46,0.44,0.47,0.33,0.4,0.4,0.32,0.39,0.41,0.33,0.36,0.33,0.42,0.28,0.28,0.19,0.3,0.46,0.28,0.27,0.25,0.26,0.28,0.31,0.32,0.22,0.38,0.24,0.2,0.2,0.23,0.21,0.21,0.22,0.23,0.2,0.21,0.22,0.21,0.19,0.19,0.19,0.18,0.18,0.17,0.14,0.17,0.18,0.15,0.16,0.13,0.13,0.14,0.13,0.15,0.17,0.0,0.13,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.29,0.1,0.03,0.0,0.0,0.0,0.0,0.0,100.04000000000002
10/04/2021,8.89,7.35,8.56,7.94,7.14,3.28,2.92,2.58,2.38,1.95,2.06,2.14,1.44,1.6,0.0,1.57,1.26,1.13,1.09,1.15,1.03,1.25,1.02,0.88,1.11,1.14,0.79,0.91,1.12,1.05,0.84,0.76,0.75,0.77,0.73,0.62,0.61,0.63,0.41,0.54,0.51,0.36,0.4,0.4,0.44,0.43,0.47,0.32,0.4,0.39,0.32,0.39,0.39,0.33,0.36,0.32,0.41,0.27,0.28,0.19,0.31,0.43,0.27,0.26,0.25,0.25,0.27,0.3,0.29,0.22,0.36,0.23,0.2,0.2,0.23,0.21,0.21,0.22,0.23,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.17,0.17,0.17,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.16,0.0,0.12,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.28,0.1,0.03,0.0,0.0,0.0,0.0,0.0,99.99
10/05/2021,8.89,7.35,8.56,7.94,7.14,3.28,2.92,2.58,2.38,1.95,2.06,2.14,1.44,1.6,0.0,1.57,1.26,1.13,1.09,1.15,1.03,1.25,1.02,0.88,1.11,1.14,0.79,0.91,1.12,1.05,0.84,0.76,0.75,0.77,0.73,0.62,0.61,0.63,0.41,0.54,0.51,0.36,0.4,0.4,0.44,0.43,0.47,0.32,0.4,0.39,0.32,0.39,0.39,0.33,0.36,0.32,0.41,0.27,0.28,0.19,0.31,0.43,0.27,0.26,0.25,0.25,0.27,0.3,0.29,0.22,0.36,0.23,0.2,0.2,0.23,0.21,0.21,0.22,0.23,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.17,0.17,0.17,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.16,0.0,0.12,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.28,0.1,0.03,0.0,0.0,0.0,0.0,0.0,99.99
10/06/2021,8.89,7.35,8.55,7.93,7.14,3.28,2.92,2.58,2.38,1.95,2.06,2.14,1.44,1.6,0.0,1.57,1.26,1.13,1.09,1.15,1.02,1.25,1.02,0.86,1.11,1.14,0.79,0.91,1.12,1.05,0.84,0.76,0.75,0.77,0.73,0.62,0.61,0.63,0.41,0.54,0.51,0.37,0.4,0.4,0.44,0.43,0.47,0.32,0.4,0.39,0.32,0.39,0.39,0.33,0.36,0.32,0.41,0.27,0.28,0.19,0.31,0.43,0.27,0.26,0.25,0.25,0.27,0.3,0.29,0.22,0.36,0.23,0.2,0.2,0.23,0.21,0.21,0.22,0.23,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.17,0.17,0.17,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.16,0.0,0.12,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.28,0.1,0.03,0.0,0.0,0.0,0.0,0.0,99.95000000000002
10/07/2021,8.86,7.17,8.56,7.93,6.96,3.29,2.95,2.56,2.36,1.95,2.06,2.16,1.46,1.6,0.0,1.58,1.27,1.14,1.1,1.16,1.03,1.26,1.02,0.85,1.12,1.15,0.78,0.93,1.12,1.06,0.85,0.77,0.76,0.77,0.74,0.63,0.62,0.63,0.38,0.55,0.52,0.36,0.41,0.41,0.45,0.43,0.48,0.33,0.41,0.4,0.32,0.39,0.4,0.33,0.37,0.33,0.41,0.28,0.28,0.18,0.34,0.44,0.27,0.27,0.25,0.25,0.28,0.31,0.3,0.22,0.37,0.24,0.21,0.2,0.23,0.21,0.21,0.22,0.23,0.2,0.21,0.22,0.2,0.19,0.2,0.19,0.18,0.17,0.17,0.14,0.17,0.18,0.15,0.16,0.14,0.13,0.14,0.13,0.15,0.16,0.0,0.13,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.28,0.1,0.03,0.0,0.0,0.0,0.0,0.0,100.06000000000004
10/08/2021,8.95,7.13,8.63,7.96,6.88,3.3,2.96,2.6,2.35,1.96,2.05,2.15,1.46,1.6,0.0,1.6,1.27,1.15,1.1,1.16,1.02,1.25,0.99,0.86,1.11,1.14,0.76,0.92,1.12,1.06,0.85,0.77,0.75,0.77,0.74,0.63,0.61,0.63,0.39,0.55,0.52,0.37,0.41,0.41,0.45,0.43,0.48,0.33,0.41,0.4,0.32,0.39,0.39,0.33,0.37,0.33,0.41,0.28,0.28,0.18,0.32,0.44,0.27,0.27,0.25,0.25,0.28,0.31,0.3,0.22,0.37,0.24,0.21,0.2,0.23,0.21,0.21,0.22,0.23,0.2,0.21,0.21,0.2,0.19,0.2,0.19,0.18,0.17,0.17,0.14,0.17,0.18,0.15,0.16,0.14,0.13,0.14,0.13,0.15,0.16,0.0,0.13,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.28,0.1,0.03,0.0,0.0,0.0,0.0,0.0,100.07000000000002
10/11/2021,8.79,7.76,8.59,7.87,6.84,3.32,2.93,2.61,2.34,1.98,2.0,2.12,1.44,1.61,0.0,1.57,1.27,1.15,1.09,1.17,1.06,1.26,0.99,0.88,1.12,1.12,0.78,0.93,1.1,1.05,0.84,0.76,0.74,0.77,0.73,0.62,0.6,0.63,0.41,0.54,0.51,0.38,0.4,0.4,0.44,0.43,0.47,0.32,0.4,0.39,0.32,0.39,0.39,0.33,0.36,0.32,0.41,0.27,0.28,0.19,0.31,0.43,0.27,0.26,0.25,0.25,0.27,0.3,0.29,0.22,0.36,0.23,0.2,0.2,0.23,0.21,0.21,0.22,0.23,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.17,0.17,0.17,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.16,0.0,0.12,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.27,0.1,0.03,0.0,0.0,0.0,0.0,0.0,99.99000000000002
10/12/2021,8.79,7.76,8.59,7.87,6.84,3.32,2.93,2.61,2.34,1.98,2.0,2.12,1.44,1.61,0.0,1.57,1.27,1.15,1.09,1.17,1.06,1.26,0.99,0.88,1.12,1.12,0.78,0.93,1.1,1.05,0.84,0.76,0.74,0.77,0.73,0.62,0.6,0.63,0.41,0.54,0.51,0.38,0.4,0.4,0.44,0.43,0.47,0.32,0.4,0.39,0.32,0.39,0.39,0.33,0.36,0.32,0.41,0.27,0.28,0.19,0.31,0.43,0.27,0.26,0.25,0.25,0.27,0.3,0.29,0.22,0.36,0.23,0.2,0.2,0.23,0.21,0.21,0.22,0.23,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.17,0.17,0.17,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.16,0.0,0.12,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.27,0.1,0.03,0.0,0.0,0.0,0.0,0.0,99.99000000000002
10/13/2021,8.65,7.89,8.53,7.76,6.86,3.42,2.87,2.74,2.34,1.96,2.01,2.12,1.44,1.57,0.0,1.56,1.27,1.17,1.1,1.19,1.03,1.25,0.98,0.86,1.1,1.14,0.76,0.93,1.09,1.04,0.83,0.76,0.74,0.77,0.74,0.63,0.6,0.62,0.43,0.54,0.54,0.38,0.4,0.41,0.44,0.44,0.47,0.32,0.4,0.39,0.32,0.39,0.39,0.33,0.36,0.33,0.4,0.28,0.29,0.19,0.32,0.43,0.27,0.26,0.25,0.25,0.27,0.3,0.29,0.22,0.35,0.24,0.2,0.2,0.22,0.21,0.21,0.22,0.22,0.19,0.2,0.21,0.2,0.19,0.2,0.19,0.17,0.17,0.17,0.15,0.16,0.18,0.14,0.16,0.13,0.13,0.13,0.13,0.14,0.16,0.0,0.12,0.05,0.05,0.04,0.0,0.13,0.0,0.0,0.27,0.1,0.03,0.0,0.0,0.0,0.0,0.0,99.98
10/14/2021,8.56,8.11,8.46,7.68,7.15,3.48,2.86,2.77,2.28,1.95,1.99,2.09,1.48,1.57,0.0,1.54,1.27,1.17,1.13,1.21,1.03,1.24,0.95,0.85,1.08,1.12,0.78,0.91,1.07,1.03,0.82,0.76,0.74,0.76,0.73,0.65,0.61,0.62,0.43,0.54,0.55,0.38,0.4,0.41,0.44,0.44,0.47,0.33,0.4,0.39,0.33,0.39,0.38,0.33,0.36,0.33,0.39,0.29,0.29,0.19,0.3,0.42,0.27,0.26,0.25,0.26,0.26,0.29,0.29,0.22,0.35,0.23,0.2,0.19,0.22,0.21,0.2,0.22,0.21,0.19,0.2,0.21,0.2,0.18,0.19,0.18,0.17,0.17,0.17,0.15,0.16,0.18,0.14,0.15,0.13,0.13,0.13,0.13,0.14,0.15,0.0,0.12,0.05,0.04,0.04,0.0,0.13,0.0,0.0,0.26,0.1,0.03,0.0,0.0,0.0,0.0,0.0,100.03
10/15/2021,8.7,7.79,8.59,7.81,7.24,3.5,2.89,2.77,2.28,1.96,1.96,1.98,1.51,1.59,0.0,1.43,1.29,1.18,1.14,1.21,1.02,1.23,0.95,0.86,1.07,1.11,0.76,0.91,1.02,0.99,0.83,0.77,0.75,0.76,0.71,0.67,0.62,0.63,0.43,0.54,0.55,0.38,0.4,0.41,0.43,0.42,0.48,0.34,0.4,0.4,0.34,0.39,0.38,0.34,0.36,0.33,0.4,0.29,0.29,0.18,0.33,0.41,0.27,0.26,0.25,0.26,0.25,0.29,0.29,0.22,0.34,0.23,0.2,0.19,0.22,0.2,0.19,0.22,0.2,0.19,0.2,0.21,0.2,0.18,0.19,0.18,0.17,0.17,0.17,0.15,0.16,0.18,0.14,0.15,0.13,0.13,0.13,0.0,0.14,0.15,0.0,0.0,0.05,0.04,0.04,0.0,0.13,0.0,0.13,0.26,0.1,0.03,0.0,0.0,0.0,0.0,0.12,100.0
10/18/2021,8.72,7.81,8.61,7.83,7.25,3.51,2.9,2.78,2.29,1.97,1.96,1.98,1.49,1.59,0.0,1.44,1.29,1.18,1.13,1.21,1.02,1.23,0.96,0.85,1.07,1.12,0.76,0.91,1.02,1.01,0.83,0.76,0.75,0.76,0.71,0.65,0.62,0.63,0.43,0.54,0.54,0.35,0.4,0.4,0.43,0.42,0.47,0.33,0.4,0.38,0.34,0.39,0.37,0.34,0.36,0.33,0.39,0.29,0.29,0.15,0.33,0.41,0.27,0.26,0.25,0.26,0.26,0.29,0.28,0.22,0.34,0.23,0.2,0.19,0.22,0.21,0.19,0.22,0.2,0.19,0.2,0.21,0.2,0.18,0.2,0.18,0.18,0.17,0.17,0.15,0.16,0.18,0.14,0.16,0.14,0.13,0.13,0.0,0.14,0.16,0.0,0.0,0.05,0.05,0.04,0.0,0.13,0.0,0.13,0.26,0.1,0.03,0.0,0.0,0.0,0.0,0.13,100.06
10/19/2021,8.72,7.81,8.61,7.83,7.25,3.51,2.9,2.78,2.29,1.97,1.96,1.98,1.49,1.59,0.0,1.44,1.29,1.18,1.13,1.21,1.02,1.23,0.96,0.85,1.07,1.12,0.76,0.91,1.02,1.01,0.83,0.76,0.75,0.76,0.71,0.65,0.62,0.63,0.43,0.54,0.54,0.35,0.4,0.4,0.43,0.42,0.47,0.33,0.4,0.38,0.34,0.39,0.37,0.34,0.36,0.33,0.39,0.29,0.29,0.15,0.33,0.41,0.27,0.26,0.25,0.26,0.26,0.29,0.28,0.22,0.34,0.23,0.2,0.19,0.22,0.21,0.19,0.22,0.2,0.19,0.2,0.21,0.2,0.18,0.2,0.18,0.18,0.17,0.17,0.15,0.16,0.18,0.14,0.16,0.14,0.13,0.13,0.0,0.14,0.16,0.0,0.0,0.05,0.05,0.04,0.0,0.13,0.0,0.13,0.26,0.1,0.03,0.0,0.0,0.0,0.0,0.13,100.06
10/21/2021,8.65,7.85,8.52,7.85,7.19,3.53,2.9,2.74,2.26,1.95,2.0,2.03,1.48,1.6,0.0,1.44,1.29,1.18,1.14,1.21,1.01,1.24,0.97,0.88,1.08,1.11,0.72,0.91,1.04,1.03,0.83,0.76,0.74,0.75,0.72,0.65,0.64,0.63,0.43,0.54,0.53,0.36,0.4,0.41,0.43,0.42,0.48,0.34,0.42,0.39,0.35,0.39,0.38,0.34,0.36,0.33,0.4,0.28,0.28,0.14,0.31,0.41,0.27,0.26,0.25,0.26,0.25,0.29,0.29,0.22,0.35,0.23,0.2,0.19,0.22,0.21,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.18,0.2,0.18,0.18,0.17,0.17,0.14,0.16,0.18,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.16,0.12,0.0,0.05,0.04,0.04,0.0,0.0,0.0,0.13,0.25,0.1,0.03,0.0,0.0,0.0,0.0,0.0,100.0
10/22/2021,8.58,7.88,8.5,7.84,7.3,3.53,2.89,2.73,2.29,1.94,2.0,2.04,1.49,1.57,0.0,1.46,1.28,1.17,1.13,1.21,1.01,1.23,0.95,0.9,1.07,1.11,0.74,0.9,1.07,1.01,0.82,0.76,0.73,0.75,0.72,0.65,0.62,0.62,0.44,0.54,0.54,0.37,0.4,0.41,0.42,0.43,0.47,0.34,0.42,0.39,0.35,0.39,0.37,0.33,0.36,0.33,0.4,0.29,0.29,0.15,0.3,0.43,0.27,0.26,0.25,0.27,0.25,0.29,0.29,0.22,0.35,0.23,0.2,0.19,0.22,0.21,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.18,0.2,0.18,0.17,0.17,0.17,0.15,0.16,0.18,0.14,0.15,0.13,0.13,0.14,0.12,0.14,0.16,0.12,0.0,0.05,0.04,0.04,0.0,0.0,0.0,0.13,0.24,0.1,0.03,0.0,0.0,0.0,0.0,0.0,99.98000000000002
10/25/2021,8.45,8.4,8.39,7.71,7.31,3.56,2.83,2.79,2.28,1.93,2.01,2.07,1.5,1.56,0.0,1.46,1.29,1.19,1.15,1.21,1.01,1.22,0.93,0.87,1.07,1.1,0.74,0.89,1.08,1.0,0.83,0.75,0.72,0.73,0.73,0.68,0.62,0.62,0.47,0.54,0.54,0.37,0.4,0.41,0.41,0.42,0.47,0.34,0.42,0.4,0.35,0.38,0.37,0.33,0.36,0.32,0.4,0.29,0.29,0.16,0.3,0.42,0.27,0.26,0.25,0.26,0.27,0.28,0.29,0.22,0.35,0.23,0.19,0.19,0.22,0.2,0.19,0.21,0.2,0.18,0.19,0.21,0.19,0.18,0.19,0.19,0.17,0.17,0.16,0.15,0.16,0.17,0.14,0.15,0.13,0.13,0.13,0.16,0.14,0.15,0.12,0.0,0.05,0.04,0.04,0.0,0.0,0.0,0.14,0.16,0.1,0.03,0.0,0.0,0.0,0.0,0.0,100.04000000000002
10/26/2021,8.45,8.4,8.39,7.71,7.31,3.56,2.83,2.79,2.28,1.93,2.01,2.07,1.5,1.56,0.0,1.46,1.29,1.19,1.15,1.21,1.01,1.22,0.93,0.87,1.07,1.1,0.74,0.89,1.08,1.0,0.83,0.75,0.72,0.73,0.73,0.68,0.62,0.62,0.47,0.54,0.54,0.37,0.4,0.41,0.41,0.42,0.47,0.34,0.42,0.4,0.35,0.38,0.37,0.33,0.36,0.32,0.4,0.29,0.29,0.16,0.3,0.42,0.27,0.26,0.25,0.26,0.27,0.28,0.29,0.22,0.35,0.23,0.19,0.19,0.22,0.2,0.19,0.21,0.2,0.18,0.19,0.21,0.19,0.18,0.19,0.19,0.17,0.17,0.16,0.15,0.16,0.17,0.14,0.15,0.13,0.13,0.13,0.16,0.14,0.15,0.12,0.0,0.05,0.04,0.04,0.0,0.0,0.0,0.14,0.16,0.1,0.03,0.0,0.0,0.0,0.0,0.0,100.04000000000002
10/27/2021,8.39,8.38,8.34,7.73,7.45,3.55,2.85,2.77,2.3,1.92,2.03,2.06,1.51,1.56,0.0,1.44,1.28,1.19,1.15,1.21,1.02,1.22,0.94,0.88,1.07,1.1,0.74,0.9,1.07,0.99,0.82,0.75,0.72,0.73,0.74,0.68,0.63,0.62,0.46,0.53,0.55,0.36,0.39,0.41,0.42,0.42,0.47,0.34,0.42,0.39,0.35,0.38,0.37,0.33,0.35,0.32,0.39,0.29,0.29,0.15,0.3,0.42,0.27,0.26,0.25,0.25,0.27,0.28,0.29,0.22,0.35,0.23,0.19,0.18,0.22,0.2,0.19,0.21,0.2,0.18,0.19,0.2,0.19,0.18,0.19,0.19,0.17,0.17,0.16,0.14,0.16,0.17,0.14,0.15,0.13,0.13,0.13,0.16,0.14,0.15,0.12,0.0,0.05,0.04,0.04,0.0,0.0,0.0,0.14,0.15,0.1,0.03,0.0,0.0,0.0,0.0,0.0,99.98000000000002
