,MSFT,AMZN,NVDA,WMT,INTC,JPM,CSCO,PEP,ABBV,PM,C,LOW,GS,TGT,MMM,CVS,LMT,SPGI,ANTM,Us Dollars,PLD,MO,ADP,COF,CL,ADSK,WM,NOC,HUM,FCX,NEM,A,KMI,WBA,HPQ,IFF,MSI,XEL,ADM,STT,CBRE,KR,CCL,K,VTR,HBAN,PEAK,CPB,GPS,OC,Jones Lang LaSalle Inc,JLL,n/a,JNJ,ADBE,ABT,MRK,CVX,TXN,BMY,GILD,GM,F,HSY,EIX,HAS,HST,APD,CDNS,PPG,VRSK,AWK,URI,XYL,J,VTRS,SUM
11/08/2021,12.9,12.27,8.37,4.76,2.3,3.96,2.7,2.56,2.33,1.65,1.53,1.9,1.55,1.44,1.18,1.41,0.0,1.26,1.17,0.0,1.23,0.93,1.08,0.77,0.0,0.0,0.76,0.0,0.66,0.0,0.49,0.54,0.46,0.48,0.0,0.0,0.0,0.38,0.41,0.37,0.4,0.37,0.0,0.24,0.0,0.0,0.21,0.0,0.1,0.0,0.0,0.0,1.64,4.87,3.59,2.57,2.58,2.47,1.98,1.48,0.94,0.96,0.86,0.4,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/09/2021,12.92,12.45,8.37,4.74,2.33,3.97,2.71,2.59,2.33,1.66,1.53,1.88,1.55,1.41,1.19,1.4,0.0,1.26,1.17,0.0,1.22,0.94,1.1,0.78,0.0,0.0,0.76,0.0,0.66,0.0,0.51,0.54,0.47,0.49,0.0,0.0,0.0,0.39,0.41,0.37,0.41,0.36,0.0,0.24,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.0,1.64,4.85,3.54,2.48,2.33,2.5,2.01,1.49,0.94,0.96,0.85,0.4,0.27,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/10/2021,12.92,12.45,8.37,4.74,2.33,3.97,2.71,2.59,2.33,1.66,1.53,1.88,1.55,1.41,1.19,1.4,0.0,1.26,1.17,0.0,1.22,0.94,1.1,0.78,0.0,0.0,0.76,0.0,0.66,0.0,0.51,0.54,0.47,0.49,0.0,0.0,0.0,0.39,0.41,0.37,0.41,0.36,0.0,0.24,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.0,1.64,4.85,3.54,2.48,2.33,2.5,2.01,1.49,0.94,0.96,0.85,0.4,0.27,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/11/2021,12.92,12.31,8.64,4.7,2.35,3.98,2.7,2.53,2.3,1.63,1.56,1.87,1.55,1.4,1.18,1.39,0.0,1.26,1.18,0.0,1.23,0.93,1.09,0.78,0.0,0.0,0.76,0.0,0.66,0.0,0.51,0.56,0.46,0.49,0.0,0.0,0.0,0.38,0.4,0.37,0.4,0.35,0.0,0.24,0.0,0.0,0.21,0.0,0.1,0.0,0.0,0.0,1.64,4.82,3.55,2.52,2.35,2.5,1.99,1.48,0.93,0.97,0.89,0.4,0.27,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
11/12/2021,12.92,12.31,8.64,4.7,2.35,3.98,2.7,2.53,2.3,1.63,1.56,1.87,1.55,1.4,1.18,1.39,0.0,1.26,1.18,0.0,1.23,0.93,1.09,0.78,0.0,0.0,0.76,0.0,0.66,0.0,0.51,0.56,0.46,0.49,0.0,0.0,0.0,0.38,0.4,0.37,0.4,0.35,0.0,0.24,0.0,0.0,0.21,0.0,0.1,0.0,0.0,0.0,1.64,4.82,3.55,2.52,2.35,2.5,1.99,1.48,0.93,0.97,0.89,0.4,0.27,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
11/15/2021,12.81,12.31,8.57,4.7,2.32,3.96,2.7,2.54,2.33,1.68,1.58,1.86,1.53,1.42,1.18,1.41,0.0,1.23,1.19,0.0,1.24,0.94,1.1,0.79,0.0,0.0,0.77,0.0,0.65,0.0,0.53,0.55,0.46,0.49,0.0,0.0,0.0,0.39,0.42,0.38,0.4,0.36,0.0,0.24,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.0,1.64,4.85,3.44,2.54,2.4,2.49,1.96,1.48,0.95,1.01,0.87,0.41,0.28,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
11/16/2021,12.89,12.41,8.52,4.64,2.29,3.92,2.68,2.53,2.32,1.66,1.58,1.88,1.53,1.43,1.2,1.4,0.0,1.23,1.2,0.0,1.24,0.93,1.1,0.79,0.0,0.0,0.77,0.0,0.65,0.0,0.53,0.55,0.46,0.48,0.0,0.0,0.0,0.38,0.42,0.38,0.4,0.36,0.0,0.24,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.0,1.63,4.88,3.5,2.55,2.39,2.48,1.96,1.48,0.95,1.03,0.86,0.41,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/17/2021,12.89,12.41,8.52,4.64,2.29,3.92,2.68,2.53,2.32,1.66,1.58,1.88,1.53,1.43,1.2,1.4,0.0,1.23,1.2,0.0,1.24,0.93,1.1,0.79,0.0,0.0,0.77,0.0,0.65,0.0,0.53,0.55,0.46,0.48,0.0,0.0,0.0,0.38,0.42,0.38,0.4,0.36,0.0,0.24,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.0,1.63,4.88,3.5,2.55,2.39,2.48,1.96,1.48,0.95,1.03,0.86,0.41,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/18/2021,12.77,12.39,8.35,4.58,2.27,3.89,2.68,2.53,2.3,1.66,1.55,1.86,1.52,1.45,1.18,1.38,0.0,1.24,1.19,0.0,1.24,0.93,1.11,0.78,0.0,0.0,0.77,0.0,0.63,0.0,0.53,0.54,0.46,0.47,0.0,0.0,0.0,0.39,0.42,0.38,0.39,0.36,0.0,0.24,0.0,0.0,0.21,0.0,0.1,0.0,0.0,0.0,2.35,4.8,3.48,2.55,2.36,2.52,1.94,1.47,0.94,1.02,0.87,0.4,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/19/2021,12.89,12.37,8.4,4.46,2.29,3.86,2.67,2.52,2.29,1.62,1.53,1.93,1.52,1.46,1.18,1.37,0.0,1.27,1.18,0.0,1.23,0.91,1.12,0.77,0.0,0.0,0.78,0.0,0.64,0.0,0.52,0.55,0.45,0.47,0.0,0.0,0.0,0.38,0.42,0.38,0.39,0.35,0.0,0.24,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.0,2.35,4.77,3.54,2.58,2.37,2.53,1.93,1.46,0.93,1.01,0.86,0.4,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/22/2021,12.89,12.37,8.4,4.46,2.29,3.86,2.67,2.52,2.29,1.62,1.53,1.93,1.52,1.46,1.18,1.37,0.0,1.27,1.18,0.0,1.23,0.91,1.12,0.77,0.0,0.0,0.78,0.0,0.64,0.0,0.52,0.55,0.45,0.47,0.0,0.0,0.0,0.38,0.42,0.38,0.39,0.35,0.0,0.24,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.0,2.35,4.77,3.54,2.58,2.37,2.53,1.93,1.46,0.93,1.01,0.86,0.4,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/23/2021,12.89,12.37,8.4,4.46,2.29,3.86,2.67,2.52,2.29,1.62,1.53,1.93,1.52,1.46,1.18,1.37,0.0,1.27,1.18,0.0,1.23,0.91,1.12,0.77,0.0,0.0,0.78,0.0,0.64,0.0,0.52,0.55,0.45,0.47,0.0,0.0,0.0,0.38,0.42,0.38,0.39,0.35,0.0,0.24,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.0,2.35,4.77,3.54,2.58,2.37,2.53,1.93,1.46,0.93,1.01,0.86,0.4,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/24/2021,12.97,12.78,9.12,4.42,2.23,3.73,2.48,2.51,2.28,1.56,1.49,1.96,1.45,1.36,1.15,1.37,0.0,1.24,1.13,0.0,1.23,0.89,1.12,0.75,0.0,0.0,0.77,0.0,0.62,0.0,0.5,0.56,0.44,0.45,0.0,0.0,0.0,0.39,0.41,0.36,0.37,0.34,0.0,0.23,0.0,0.0,0.21,0.0,0.1,0.0,0.0,0.0,2.34,4.75,3.62,2.49,2.26,2.4,1.99,1.42,0.95,0.99,0.84,0.41,0.27,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/25/2021,12.95,12.53,8.92,4.53,2.26,3.85,2.57,2.54,2.28,1.57,1.52,2.0,1.49,1.34,1.16,1.38,0.0,1.24,1.15,0.0,1.25,0.91,1.13,0.77,0.0,0.0,0.77,0.0,0.63,0.0,0.5,0.56,0.44,0.46,0.0,0.0,0.0,0.4,0.42,0.37,0.37,0.36,0.0,0.24,0.0,0.0,0.21,0.0,0.1,0.0,0.0,0.0,2.04,4.7,3.57,2.48,2.31,2.46,1.98,1.42,0.98,1.04,0.9,0.41,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/26/2021,12.83,12.52,8.83,4.55,2.22,3.93,2.59,2.55,2.34,1.56,1.54,1.99,1.53,1.36,1.16,1.38,0.0,1.24,1.16,0.0,1.26,0.91,1.12,0.78,0.0,0.0,0.78,0.0,0.63,0.0,0.5,0.53,0.45,0.46,0.0,0.0,0.0,0.4,0.42,0.38,0.39,0.36,0.0,0.24,0.0,0.0,0.21,0.0,0.1,0.0,0.0,0.0,2.03,4.71,3.51,2.46,2.33,2.51,1.98,1.42,0.99,1.02,0.88,0.42,0.28,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/29/2021,12.83,12.51,9.08,4.57,2.25,3.89,2.6,2.52,2.33,1.57,1.52,1.99,1.5,1.36,1.15,1.36,0.0,1.25,1.16,0.0,1.27,0.91,1.11,0.78,0.0,0.0,0.78,0.0,0.63,0.0,0.49,0.52,0.45,0.45,0.0,0.0,0.0,0.39,0.42,0.38,0.39,0.36,0.0,0.24,0.0,0.0,0.21,0.0,0.08,0.0,0.0,0.0,1.95,4.7,3.53,2.46,2.32,2.52,1.98,1.4,0.98,1.0,0.88,0.41,0.28,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/30/2021,12.78,12.5,8.94,4.61,2.25,3.86,2.62,2.54,2.34,1.57,1.51,2.0,1.49,1.38,1.16,1.38,0.0,1.25,1.16,0.0,1.26,0.92,1.11,0.76,0.0,0.0,0.79,0.0,0.63,0.0,0.51,0.53,0.45,0.45,0.0,0.0,0.0,0.4,0.41,0.37,0.38,0.37,0.0,0.25,0.0,0.0,0.21,0.0,0.07,0.0,0.0,0.0,1.89,4.77,3.57,2.53,2.28,2.52,1.97,1.43,1.0,0.99,0.88,0.41,0.28,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/01/2021,12.78,12.5,8.94,4.61,2.25,3.86,2.62,2.54,2.34,1.57,1.51,2.0,1.49,1.38,1.16,1.38,0.0,1.25,1.16,0.0,1.26,0.92,1.11,0.76,0.0,0.0,0.79,0.0,0.63,0.0,0.51,0.53,0.45,0.45,0.0,0.0,0.0,0.4,0.41,0.37,0.38,0.37,0.0,0.25,0.0,0.0,0.21,0.0,0.07,0.0,0.0,0.0,1.89,4.77,3.57,2.53,2.28,2.52,1.97,1.43,1.0,0.99,0.88,0.41,0.28,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/02/2021,12.78,12.5,8.94,4.61,2.25,3.86,2.62,2.54,2.34,1.57,1.51,2.0,1.49,1.38,1.16,1.38,0.0,1.25,1.16,0.0,1.26,0.92,1.11,0.76,0.0,0.0,0.79,0.0,0.63,0.0,0.51,0.53,0.45,0.45,0.0,0.0,0.0,0.4,0.41,0.37,0.38,0.37,0.0,0.25,0.0,0.0,0.21,0.0,0.07,0.0,0.0,0.0,1.89,4.77,3.57,2.53,2.28,2.52,1.97,1.43,1.0,0.99,0.88,0.41,0.28,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/06/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/07/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/08/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/09/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/10/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/13/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/14/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/15/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/16/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/17/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/20/2021,12.21,11.93,10.59,4.19,2.76,3.84,0.0,2.99,2.73,1.86,1.69,2.4,1.72,1.58,1.33,1.6,0.0,1.51,1.31,0.0,1.54,1.07,1.33,0.0,0.0,0.0,0.92,0.0,0.74,0.72,0.58,0.65,0.52,0.52,0.58,0.0,0.0,0.48,0.47,0.0,0.43,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.4,4.4,0.0,0.0,2.95,2.42,0.0,0.0,1.22,0.0,0.5,0.33,0.19,0.0,0.85,0.7,0.51,0.48,0.42,0.33,0.3,0.25,0.2,99.96
12/21/2021,12.2,12.04,9.31,4.35,2.88,3.79,0.0,3.19,3.08,2.02,1.61,2.41,1.72,1.45,1.4,1.82,0.0,1.54,1.47,0.0,1.62,1.22,1.34,0.0,0.0,0.0,0.92,0.0,0.79,0.75,0.66,0.67,0.52,0.59,0.58,0.0,0.0,0.5,0.5,0.0,0.45,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,4.79,3.7,0.0,0.0,2.95,2.38,0.0,0.0,1.13,0.0,0.54,0.35,0.19,0.0,0.9,0.69,0.54,0.49,0.46,0.33,0.29,0.25,0.22,100.01
12/22/2021,12.2,12.04,9.31,4.35,2.88,3.79,0.0,3.19,3.08,2.02,1.61,2.41,1.72,1.45,1.4,1.82,0.0,1.54,1.47,0.0,1.62,1.22,1.34,0.0,0.0,0.0,0.92,0.0,0.79,0.75,0.66,0.67,0.52,0.59,0.58,0.0,0.0,0.5,0.5,0.0,0.45,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,4.79,3.7,0.0,0.0,2.95,2.38,0.0,0.0,1.13,0.0,0.54,0.35,0.19,0.0,0.9,0.69,0.54,0.49,0.46,0.33,0.29,0.25,0.22,100.01
12/23/2021,12.16,11.94,9.37,4.4,2.85,3.75,0.0,3.24,3.14,2.02,1.59,2.41,1.69,1.43,1.39,1.84,0.0,1.53,1.46,0.0,1.64,1.23,1.35,0.0,0.0,0.0,0.93,0.0,0.8,0.75,0.66,0.67,0.51,0.59,0.58,0.0,0.0,0.51,0.5,0.0,0.44,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,4.82,3.69,0.0,0.0,2.98,2.37,0.0,0.0,1.11,0.0,0.54,0.35,0.19,0.0,0.9,0.69,0.53,0.49,0.46,0.32,0.29,0.25,0.21,100.0
12/24/2021,12.35,12.09,9.75,4.38,2.9,3.78,0.0,3.2,3.1,2.01,1.61,2.4,1.71,1.43,1.38,1.83,0.0,1.56,1.48,0.0,1.62,1.21,1.36,0.0,0.0,0.0,0.92,0.0,0.79,0.78,0.65,0.68,0.52,0.6,0.59,0.0,0.0,0.5,0.5,0.0,0.46,0.0,0.32,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,4.77,3.71,0.0,0.0,3.0,2.38,0.0,0.0,1.12,0.0,0.54,0.35,0.19,0.0,0.9,0.71,0.54,0.49,0.46,0.33,0.29,0.25,0.22,100.03
12/27/2021,12.5,11.98,9.84,4.34,2.9,3.77,0.0,3.19,3.14,1.99,1.61,2.41,1.72,1.42,1.39,1.82,0.0,1.56,1.5,0.0,1.62,1.17,1.41,0.0,0.0,0.0,0.92,0.0,0.8,0.81,0.65,0.69,0.52,0.6,0.59,0.0,0.0,0.5,0.5,0.0,0.46,0.0,0.33,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.75,3.75,0.0,0.0,3.0,2.37,0.0,0.0,1.15,0.0,0.54,0.35,0.19,0.0,0.9,0.72,0.54,0.49,0.45,0.33,0.29,0.25,0.23,100.04
12/28/2021,12.5,11.98,9.84,4.34,2.9,3.77,0.0,3.19,3.14,1.99,1.61,2.41,1.72,1.42,1.39,1.82,0.0,1.56,1.5,0.0,1.62,1.17,1.41,0.0,0.0,0.0,0.92,0.0,0.8,0.81,0.65,0.69,0.52,0.6,0.59,0.0,0.0,0.5,0.5,0.0,0.46,0.0,0.33,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.75,3.75,0.0,0.0,3.0,2.37,0.0,0.0,1.15,0.0,0.54,0.35,0.19,0.0,0.9,0.72,0.54,0.49,0.45,0.33,0.29,0.25,0.23,100.04
12/29/2021,12.5,11.98,9.84,4.34,2.9,3.77,0.0,3.19,3.14,1.99,1.61,2.41,1.72,1.42,1.39,1.82,0.0,1.56,1.5,0.0,1.62,1.17,1.41,0.0,0.0,0.0,0.92,0.0,0.8,0.81,0.65,0.69,0.52,0.6,0.59,0.0,0.0,0.5,0.5,0.0,0.46,0.0,0.33,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.75,3.75,0.0,0.0,3.0,2.37,0.0,0.0,1.15,0.0,0.54,0.35,0.19,0.0,0.9,0.72,0.54,0.49,0.45,0.33,0.29,0.25,0.23,100.04
12/30/2021,12.62,11.73,10.13,4.32,2.89,3.74,0.0,3.18,3.12,1.98,1.6,2.41,1.71,1.42,1.38,1.81,0.0,1.55,1.49,0.0,1.64,1.16,1.41,0.0,0.0,0.0,0.92,0.0,0.8,0.81,0.65,0.68,0.52,0.59,0.59,0.0,0.0,0.49,0.5,0.0,0.46,0.0,0.32,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,4.73,3.75,0.0,0.0,3.02,2.4,0.0,0.0,1.14,0.0,0.53,0.34,0.19,0.0,0.89,0.72,0.54,0.48,0.45,0.33,0.29,0.25,0.22,99.97
12/31/2021,12.58,11.8,9.94,4.38,2.88,3.75,0.0,3.19,3.13,1.98,1.6,2.42,1.71,1.43,1.39,1.82,0.0,1.54,1.51,0.0,1.64,1.17,1.41,0.0,0.0,0.0,0.93,0.0,0.8,0.81,0.65,0.69,0.52,0.6,0.59,0.0,0.0,0.5,0.5,0.0,0.46,0.0,0.32,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.75,3.7,0.0,0.0,3.02,2.39,0.0,0.0,1.14,0.0,0.54,0.35,0.19,0.0,0.9,0.72,0.55,0.49,0.46,0.33,0.29,0.25,0.22,100.02
01/03/2022,12.55,11.69,9.72,4.41,2.89,3.76,0.0,3.21,3.17,2.0,1.6,2.45,1.7,1.48,1.39,1.84,0.0,1.53,1.52,0.0,1.66,1.17,1.41,0.0,0.0,0.0,0.93,0.0,0.8,0.81,0.67,0.7,0.52,0.61,0.58,0.0,0.0,0.5,0.51,0.0,0.47,0.0,0.31,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,4.81,3.72,0.0,0.0,3.0,2.37,0.0,0.0,1.16,0.0,0.54,0.34,0.19,0.0,0.9,0.71,0.55,0.49,0.46,0.32,0.29,0.25,0.22,99.98
