,NESN.SW,Cash & Cash Equivalents,ASML.AS,ROG.SW,MC.PA,NOVN.SW,AZN.L,ULVR.L,SAP.DE,NOVO B.CO,SIE.DE,HSBA.L,SAN.PA,DGE.L,TTE.PA,OR.PA,ALV.DE,GSK.L,RIO.L,BP.L,SU.PA,BATS.L,RDSA.AS,AI.PA,ENEL.MI,AIR.PA,DAI.DE,IBE.MC,RYDBF,BAS.DE,ADS.DE,DTE.DE,BNP.PA,DPW.DE,KER.PA,SAN.MC,RKT.L,BHP.L,RITN.,BAYN.DE,ZURN.SW,ABBN.SW,DG.PA,UBSG.SW,ABI.BR,REL.L,LONN.SW,AAL.L,EL.PA,IFX.DE,INGA.AS,PRU.L,DSV.CO,CS.PA,ADYEN.AS,SAF.PA,BN.PA,SIKA.SW,NG.L,ISP.MI,PRX.AS,RI.PA,RMS.PA,LLOY.L,VOW3.DE,VOD.L,PHIA.AS,GIVN.SW,GLEN.L,INVE B.ST,BBVA.MC,ATCO A.ST,VWS.CO,BARC.L,STLA.MI,CPG.L,CRH.L,ITX.MC,MUV2.DE,ERIC B.ST,VNA.DE,NDA SE.ST,EXPN.L,LSEG.L,ALC.SW,PGHN.SW,VOLV B.ST,BMW.DE,DSY.PA,AHT.L,SGO.PA,CLNX.MC,DB1.DE,DSM.AS,FLTR.L,AMS.MC,FERG.L,CAP.PA,HEIA.AS,AD.AS,ENI.MI,ASSA B.ST,HOLN.SW,NOKIA.HE,HEXA B.ST,SAND.ST,ORSTED.CO,LR.PA,EVO.ST,GEBN.SW,KNEBV.HE,SREN.SW,GMAB.CO,WKL.AS,ML.PA,EOAN.DE,NESTE.HE,DBK.DE,RACE.MI,UCG.MI,STM.PA,ENGI.PA,TSCO.L,CSGN.SW,MRK.DE,VIV.PA,BA.L,TEF.MC,GLE.PA,TEP.PA,RWE.DE,BT.A.L,SAMPO.HE,AV.L,KRZ.IR,AKZA.AS,WLN.PA,DHER.DE,ORA.PA,G.MI,SSE.L,FRE.DE,LOGN.SW,DWNI.DE,LGEN.L,ESSITY B.ST,MT.AS,SOON.SW,SEB A.ST,ZAL.DE,EQNR.OL,UPM.HE,IMB.L,DNB.OL,ATCOB.ST,SN.L,CARL B.CO,COLO B.CO,KBC.BR,HEN3.DE,KNIN.SW,SGRO.L,SGSN.SW,SY1.DE,REP.MC,MAERSK B.CO,HM B.ST,WPP.L,HFG.DE,CNHI.MI,STMN.SW,TKWY.AS,VIE.PA,SHB A.ST,SWED A.ST,SHL.DE,STAN.L,FME.DE,III.L,ACA.PA,ASM.AS,SLHN.SW,NZYM B.CO,PAH3.DE,KRX.IR,CON.DE,ERF.PA,NIBE B.ST,EDP.LS,ENT.L,SCMN.SW,EPI A.ST,HLMA.L,EDEN.PA,BNR.DE,PUB.PA,ARGX.BR,SRT3.,FER.MC,CRDA.L,DSYA.,DIM.PA,SWMA.ST,SPX.L,DWN.,NXT.L,RTO.L,BAER.SW,n/a,NWG.L,NN.AS,UCB.BR,CFR.SW,UMG.AS,RR.L,SUM
09/10/2021,3.1,0.0,3.11,2.37,1.84,1.71,1.55,1.24,1.34,1.46,1.13,0.92,1.0,0.97,0.95,1.01,0.83,0.87,0.71,0.72,0.84,0.7,0.7,0.72,0.63,0.68,0.61,0.63,0.63,0.61,0.58,0.61,0.62,0.6,0.54,0.55,0.49,0.53,0.0,0.47,0.56,0.55,0.49,0.53,0.39,0.5,0.54,0.47,0.49,0.49,0.47,0.48,0.46,0.46,0.53,0.36,0.4,0.43,0.39,0.4,0.76,0.39,0.42,0.36,0.38,0.4,0.38,0.39,0.4,0.37,0.38,0.4,0.37,0.38,0.35,0.31,0.35,0.33,0.34,0.3,0.3,0.35,0.36,0.32,0.37,0.35,0.28,0.27,0.34,0.31,0.31,0.3,0.28,0.32,0.29,0.24,0.28,0.31,0.24,0.3,0.27,0.27,0.23,0.28,0.29,0.26,0.25,0.27,0.25,0.26,0.24,0.23,0.27,0.26,0.24,0.25,0.23,0.23,0.23,0.24,0.26,0.22,0.24,0.23,0.27,0.24,0.22,0.22,0.22,0.23,0.21,0.17,0.22,0.2,0.2,0.19,0.17,0.22,0.19,0.2,0.2,0.18,0.15,0.19,0.19,0.17,0.2,0.19,0.19,0.22,0.19,0.19,0.17,0.17,0.19,0.15,0.15,0.18,0.18,0.15,0.18,0.18,0.16,0.15,0.15,0.15,0.0,0.15,0.15,0.14,0.18,0.15,0.16,0.14,0.15,0.17,0.14,0.14,0.15,0.14,0.17,0.14,0.14,0.14,0.15,0.0,0.16,0.18,0.13,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.14,0.16,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.13,2.22,0.15,0.0,0.0,0.51,0.0,0.0,83.5
09/13/2021,3.13,0.0,3.11,2.32,1.88,1.68,1.53,1.25,1.32,1.47,1.13,0.92,0.97,0.98,0.95,1.03,0.82,0.86,0.7,0.72,0.84,0.7,0.7,0.73,0.63,0.7,0.6,0.63,0.63,0.61,0.58,0.61,0.62,0.59,0.54,0.55,0.49,0.52,0.0,0.46,0.57,0.55,0.5,0.53,0.38,0.51,0.54,0.47,0.5,0.49,0.47,0.47,0.46,0.46,0.54,0.37,0.4,0.43,0.4,0.41,0.71,0.4,0.42,0.36,0.38,0.4,0.37,0.4,0.4,0.37,0.38,0.4,0.36,0.38,0.35,0.31,0.35,0.33,0.35,0.3,0.3,0.35,0.36,0.32,0.37,0.34,0.27,0.27,0.34,0.31,0.32,0.31,0.28,0.32,0.29,0.24,0.28,0.31,0.24,0.3,0.27,0.28,0.24,0.28,0.3,0.25,0.25,0.26,0.25,0.27,0.23,0.24,0.26,0.26,0.24,0.25,0.23,0.23,0.24,0.24,0.26,0.23,0.24,0.24,0.27,0.24,0.22,0.22,0.22,0.23,0.22,0.17,0.22,0.2,0.2,0.2,0.17,0.22,0.19,0.2,0.2,0.18,0.15,0.19,0.19,0.17,0.2,0.19,0.2,0.22,0.19,0.19,0.17,0.18,0.2,0.15,0.15,0.18,0.18,0.15,0.18,0.18,0.16,0.16,0.14,0.16,0.0,0.15,0.15,0.14,0.18,0.15,0.16,0.14,0.15,0.17,0.14,0.14,0.15,0.14,0.17,0.15,0.14,0.14,0.15,0.0,0.17,0.18,0.13,0.13,0.13,0.0,0.14,0.0,0.14,0.0,0.13,0.16,0.0,0.15,0.0,0.16,0.13,0.14,0.0,0.0,0.13,0.13,2.16,0.15,0.0,0.0,0.52,0.0,0.0,83.52
09/14/2021,3.13,0.0,3.11,2.32,1.88,1.68,1.53,1.25,1.32,1.47,1.13,0.92,0.97,0.98,0.95,1.03,0.82,0.86,0.7,0.72,0.84,0.7,0.7,0.73,0.63,0.7,0.6,0.63,0.63,0.61,0.58,0.61,0.62,0.59,0.54,0.55,0.49,0.52,0.0,0.46,0.57,0.55,0.5,0.53,0.38,0.51,0.54,0.47,0.5,0.49,0.47,0.47,0.46,0.46,0.54,0.37,0.4,0.43,0.4,0.41,0.71,0.4,0.42,0.36,0.38,0.4,0.37,0.4,0.4,0.37,0.38,0.4,0.36,0.38,0.35,0.31,0.35,0.33,0.35,0.3,0.3,0.35,0.36,0.32,0.37,0.34,0.27,0.27,0.34,0.31,0.32,0.31,0.28,0.32,0.29,0.24,0.28,0.31,0.24,0.3,0.27,0.28,0.24,0.28,0.3,0.25,0.25,0.26,0.25,0.27,0.23,0.24,0.26,0.26,0.24,0.25,0.23,0.23,0.24,0.24,0.26,0.23,0.24,0.24,0.27,0.24,0.22,0.22,0.22,0.23,0.22,0.17,0.22,0.2,0.2,0.2,0.17,0.22,0.19,0.2,0.2,0.18,0.15,0.19,0.19,0.17,0.2,0.19,0.2,0.22,0.19,0.19,0.17,0.18,0.2,0.15,0.15,0.18,0.18,0.15,0.18,0.18,0.16,0.16,0.14,0.16,0.0,0.15,0.15,0.14,0.18,0.15,0.16,0.14,0.15,0.17,0.14,0.14,0.15,0.14,0.17,0.15,0.14,0.14,0.15,0.0,0.17,0.18,0.13,0.13,0.13,0.0,0.14,0.0,0.14,0.0,0.13,0.16,0.0,0.15,0.0,0.16,0.13,0.14,0.0,0.0,0.13,0.13,2.16,0.15,0.0,0.0,0.52,0.0,0.0,83.52
09/15/2021,3.14,0.0,3.16,2.29,1.89,1.66,1.52,1.25,1.32,1.46,1.15,0.92,0.95,0.99,0.94,1.03,0.82,0.86,0.71,0.72,0.85,0.7,0.7,0.73,0.62,0.69,0.61,0.61,0.64,0.61,0.59,0.59,0.61,0.59,0.54,0.54,0.49,0.53,0.0,0.46,0.56,0.55,0.48,0.53,0.38,0.51,0.54,0.48,0.5,0.5,0.46,0.47,0.45,0.46,0.55,0.37,0.4,0.43,0.4,0.4,0.71,0.41,0.42,0.36,0.38,0.39,0.37,0.4,0.4,0.37,0.38,0.4,0.35,0.37,0.35,0.31,0.35,0.33,0.35,0.3,0.29,0.35,0.37,0.32,0.37,0.34,0.28,0.27,0.34,0.31,0.32,0.3,0.28,0.32,0.29,0.24,0.28,0.31,0.24,0.3,0.27,0.28,0.24,0.28,0.3,0.25,0.24,0.27,0.25,0.27,0.23,0.23,0.25,0.26,0.24,0.25,0.23,0.23,0.24,0.24,0.27,0.22,0.24,0.23,0.27,0.24,0.22,0.22,0.22,0.22,0.22,0.17,0.22,0.2,0.2,0.2,0.17,0.22,0.19,0.2,0.2,0.18,0.15,0.19,0.19,0.17,0.2,0.19,0.19,0.22,0.19,0.19,0.17,0.17,0.2,0.15,0.15,0.18,0.18,0.15,0.17,0.18,0.16,0.16,0.14,0.15,0.0,0.14,0.15,0.14,0.18,0.15,0.16,0.14,0.15,0.17,0.14,0.0,0.15,0.14,0.18,0.14,0.14,0.14,0.15,0.0,0.17,0.18,0.13,0.13,0.0,0.13,0.14,0.0,0.14,0.13,0.13,0.16,0.0,0.15,0.0,0.16,0.13,0.14,0.0,0.0,0.13,0.13,2.25,0.14,0.0,0.0,0.53,0.0,0.0,83.44
09/16/2021,3.12,0.0,3.16,2.26,1.87,1.64,1.51,1.26,1.31,1.46,1.15,0.93,0.94,0.99,0.97,1.03,0.82,0.86,0.71,0.74,0.85,0.7,0.71,0.73,0.63,0.7,0.63,0.62,0.65,0.62,0.58,0.6,0.63,0.59,0.53,0.55,0.49,0.53,0.0,0.46,0.57,0.55,0.49,0.53,0.39,0.51,0.53,0.48,0.5,0.49,0.47,0.47,0.45,0.46,0.54,0.37,0.4,0.43,0.41,0.41,0.69,0.41,0.42,0.37,0.38,0.39,0.37,0.39,0.41,0.37,0.38,0.4,0.37,0.38,0.35,0.31,0.35,0.33,0.35,0.3,0.3,0.35,0.37,0.32,0.37,0.34,0.28,0.28,0.33,0.31,0.32,0.3,0.27,0.32,0.29,0.24,0.28,0.31,0.24,0.3,0.28,0.28,0.24,0.27,0.3,0.25,0.25,0.27,0.24,0.27,0.23,0.24,0.25,0.26,0.23,0.25,0.24,0.23,0.23,0.24,0.27,0.22,0.24,0.23,0.27,0.24,0.22,0.22,0.22,0.22,0.22,0.17,0.22,0.2,0.2,0.2,0.17,0.21,0.19,0.2,0.2,0.18,0.15,0.19,0.2,0.17,0.2,0.18,0.2,0.22,0.19,0.18,0.17,0.18,0.2,0.15,0.15,0.18,0.18,0.15,0.17,0.18,0.16,0.16,0.15,0.15,0.0,0.15,0.15,0.14,0.18,0.14,0.16,0.14,0.15,0.16,0.14,0.0,0.15,0.14,0.18,0.14,0.14,0.14,0.15,0.0,0.16,0.18,0.14,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.13,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.13,2.32,0.15,0.13,0.0,0.53,0.0,0.0,83.6
09/17/2021,3.11,0.0,3.24,2.3,1.84,1.65,1.51,1.26,1.31,1.47,1.16,0.91,0.95,0.98,0.97,1.03,0.81,0.85,0.7,0.73,0.85,0.69,0.71,0.72,0.62,0.68,0.64,0.61,0.64,0.62,0.57,0.59,0.62,0.6,0.51,0.55,0.5,0.51,0.0,0.46,0.56,0.56,0.49,0.53,0.38,0.51,0.55,0.46,0.5,0.5,0.47,0.46,0.46,0.46,0.54,0.36,0.4,0.44,0.41,0.41,0.68,0.41,0.41,0.37,0.38,0.39,0.37,0.4,0.4,0.37,0.38,0.41,0.37,0.37,0.35,0.31,0.35,0.34,0.35,0.29,0.3,0.35,0.37,0.32,0.38,0.34,0.28,0.28,0.34,0.31,0.31,0.3,0.27,0.33,0.29,0.23,0.28,0.32,0.24,0.3,0.28,0.28,0.24,0.27,0.3,0.25,0.25,0.27,0.24,0.27,0.23,0.24,0.25,0.26,0.23,0.26,0.23,0.23,0.24,0.24,0.28,0.22,0.24,0.23,0.26,0.24,0.22,0.22,0.22,0.22,0.22,0.16,0.22,0.2,0.2,0.2,0.17,0.21,0.19,0.2,0.21,0.18,0.15,0.19,0.2,0.17,0.2,0.19,0.19,0.22,0.2,0.18,0.17,0.17,0.2,0.14,0.14,0.18,0.18,0.15,0.18,0.18,0.16,0.16,0.15,0.16,0.0,0.14,0.15,0.14,0.18,0.14,0.16,0.14,0.15,0.17,0.14,0.0,0.15,0.14,0.18,0.14,0.14,0.14,0.16,0.0,0.17,0.18,0.14,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.13,0.16,0.0,0.15,0.0,0.16,0.13,0.14,0.0,0.0,0.13,0.13,2.33,0.14,0.13,0.0,0.51,0.0,0.0,83.57
09/20/2021,3.09,0.0,3.22,2.28,1.79,1.62,1.51,1.24,1.31,1.5,1.17,0.9,0.95,0.97,0.99,0.99,0.81,0.84,0.67,0.75,0.87,0.7,0.72,0.72,0.59,0.69,0.63,0.57,0.65,0.61,0.56,0.59,0.63,0.62,0.48,0.55,0.51,0.5,0.0,0.46,0.56,0.55,0.48,0.53,0.38,0.51,0.54,0.44,0.5,0.5,0.47,0.46,0.47,0.46,0.56,0.36,0.4,0.44,0.41,0.41,0.67,0.39,0.41,0.38,0.37,0.39,0.37,0.4,0.4,0.37,0.39,0.41,0.36,0.38,0.36,0.32,0.35,0.35,0.35,0.29,0.3,0.36,0.37,0.32,0.38,0.35,0.28,0.28,0.35,0.33,0.32,0.3,0.27,0.33,0.3,0.24,0.28,0.32,0.24,0.3,0.28,0.28,0.23,0.26,0.3,0.25,0.23,0.27,0.25,0.26,0.22,0.23,0.24,0.26,0.23,0.25,0.22,0.24,0.24,0.24,0.28,0.22,0.24,0.23,0.26,0.23,0.22,0.22,0.22,0.22,0.21,0.16,0.22,0.2,0.2,0.2,0.17,0.21,0.19,0.2,0.21,0.17,0.14,0.19,0.2,0.17,0.21,0.2,0.2,0.21,0.2,0.18,0.17,0.17,0.2,0.15,0.14,0.18,0.18,0.15,0.18,0.18,0.16,0.16,0.15,0.16,0.0,0.14,0.15,0.15,0.19,0.14,0.17,0.14,0.15,0.17,0.14,0.0,0.15,0.14,0.18,0.14,0.14,0.13,0.15,0.0,0.17,0.18,0.13,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.13,0.15,0.0,0.15,0.0,0.15,0.14,0.14,0.0,0.0,0.14,0.13,2.65,0.15,0.13,0.0,0.48,0.0,0.0,83.63
09/23/2021,3.15,0.0,3.15,2.31,1.8,1.65,1.62,1.28,1.3,1.5,1.14,0.9,0.97,0.98,0.99,0.98,0.79,0.86,0.64,0.75,0.83,0.7,0.72,0.7,0.58,0.69,0.62,0.58,0.65,0.59,0.56,0.59,0.6,0.6,0.5,0.53,0.52,0.48,0.0,0.47,0.55,0.54,0.49,0.5,0.39,0.52,0.54,0.39,0.51,0.48,0.46,0.42,0.46,0.45,0.55,0.38,0.4,0.43,0.41,0.4,0.66,0.41,0.42,0.37,0.35,0.39,0.38,0.4,0.38,0.36,0.37,0.39,0.36,0.37,0.34,0.32,0.34,0.36,0.33,0.29,0.3,0.37,0.37,0.31,0.38,0.34,0.27,0.27,0.35,0.31,0.31,0.31,0.27,0.34,0.3,0.26,0.28,0.32,0.24,0.31,0.27,0.27,0.23,0.26,0.29,0.24,0.23,0.26,0.25,0.26,0.22,0.23,0.25,0.26,0.23,0.25,0.22,0.22,0.24,0.23,0.27,0.22,0.24,0.22,0.26,0.24,0.22,0.22,0.21,0.22,0.22,0.17,0.22,0.19,0.2,0.19,0.17,0.2,0.19,0.2,0.21,0.18,0.15,0.19,0.19,0.17,0.18,0.2,0.2,0.21,0.2,0.17,0.17,0.17,0.19,0.15,0.15,0.18,0.18,0.15,0.18,0.18,0.16,0.16,0.16,0.15,0.13,0.14,0.15,0.15,0.19,0.13,0.16,0.14,0.15,0.17,0.13,0.13,0.15,0.14,0.17,0.14,0.14,0.0,0.15,0.0,0.17,0.17,0.0,0.14,0.13,0.0,0.14,0.0,0.13,0.13,0.13,0.15,0.0,0.15,0.0,0.15,0.14,0.14,0.0,0.0,0.14,0.0,3.17,0.15,0.13,0.0,0.48,0.0,0.0,83.69999999999999
09/24/2021,3.16,0.0,3.18,2.28,1.83,1.64,1.63,1.27,1.31,1.52,1.16,0.89,0.96,0.98,0.99,1.0,0.8,0.86,0.64,0.76,0.83,0.7,0.74,0.71,0.58,0.69,0.62,0.57,0.66,0.59,0.56,0.59,0.6,0.6,0.49,0.52,0.51,0.47,0.0,0.47,0.54,0.53,0.49,0.49,0.39,0.52,0.54,0.38,0.51,0.49,0.45,0.43,0.47,0.45,0.55,0.38,0.4,0.44,0.41,0.4,0.66,0.41,0.42,0.36,0.35,0.38,0.37,0.4,0.37,0.36,0.36,0.38,0.36,0.36,0.34,0.31,0.34,0.37,0.34,0.28,0.3,0.35,0.37,0.31,0.38,0.35,0.27,0.28,0.36,0.31,0.32,0.31,0.28,0.34,0.31,0.26,0.28,0.32,0.24,0.31,0.28,0.27,0.22,0.26,0.29,0.23,0.24,0.26,0.25,0.26,0.22,0.23,0.26,0.27,0.23,0.25,0.23,0.22,0.24,0.23,0.27,0.22,0.24,0.21,0.27,0.0,0.22,0.22,0.2,0.23,0.21,0.17,0.22,0.19,0.2,0.19,0.16,0.2,0.19,0.2,0.21,0.18,0.15,0.19,0.19,0.17,0.18,0.2,0.19,0.2,0.2,0.17,0.17,0.17,0.19,0.14,0.15,0.18,0.18,0.15,0.18,0.18,0.16,0.16,0.16,0.15,0.13,0.14,0.15,0.15,0.19,0.0,0.15,0.14,0.15,0.18,0.13,0.13,0.15,0.13,0.17,0.14,0.14,0.13,0.15,0.0,0.17,0.17,0.0,0.16,0.13,0.0,0.14,0.0,0.13,0.13,0.13,0.16,0.0,0.15,0.0,0.16,0.14,0.14,0.0,0.0,0.14,0.0,3.07,0.14,0.13,0.0,0.48,0.19,0.0,83.6
09/27/2021,3.11,0.0,3.22,2.26,1.85,1.61,1.6,1.25,1.3,1.49,1.17,0.92,0.95,0.98,1.01,1.0,0.8,0.85,0.65,0.77,0.83,0.69,0.74,0.7,0.59,0.7,0.64,0.56,0.67,0.6,0.56,0.6,0.63,0.58,0.5,0.54,0.5,0.48,0.0,0.47,0.55,0.54,0.49,0.5,0.39,0.51,0.53,0.4,0.51,0.5,0.47,0.43,0.46,0.46,0.55,0.39,0.4,0.43,0.39,0.41,0.67,0.41,0.43,0.38,0.36,0.38,0.37,0.39,0.39,0.36,0.38,0.39,0.37,0.38,0.35,0.31,0.34,0.36,0.34,0.29,0.3,0.37,0.37,0.31,0.37,0.35,0.28,0.28,0.35,0.32,0.31,0.3,0.28,0.33,0.31,0.25,0.28,0.32,0.24,0.31,0.28,0.26,0.22,0.26,0.29,0.24,0.24,0.26,0.26,0.26,0.22,0.23,0.25,0.26,0.23,0.25,0.23,0.22,0.23,0.24,0.27,0.22,0.24,0.22,0.26,0.0,0.22,0.21,0.21,0.22,0.21,0.17,0.22,0.19,0.19,0.19,0.16,0.2,0.19,0.2,0.2,0.17,0.15,0.19,0.2,0.16,0.19,0.2,0.2,0.2,0.2,0.17,0.17,0.18,0.19,0.14,0.15,0.17,0.18,0.15,0.18,0.18,0.16,0.15,0.16,0.16,0.13,0.15,0.15,0.15,0.19,0.0,0.16,0.14,0.15,0.17,0.13,0.0,0.15,0.14,0.17,0.14,0.14,0.13,0.15,0.0,0.16,0.17,0.13,0.16,0.13,0.0,0.14,0.0,0.13,0.13,0.0,0.16,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.13,0.14,0.0,2.9,0.15,0.13,0.0,0.5,0.17,0.0,83.57
09/28/2021,3.11,0.0,3.22,2.26,1.85,1.61,1.6,1.25,1.3,1.49,1.17,0.92,0.95,0.98,1.01,1.0,0.8,0.85,0.65,0.77,0.83,0.69,0.74,0.7,0.59,0.7,0.64,0.56,0.67,0.6,0.56,0.6,0.63,0.58,0.5,0.54,0.5,0.48,0.0,0.47,0.55,0.54,0.49,0.5,0.39,0.51,0.53,0.4,0.51,0.5,0.47,0.43,0.46,0.46,0.55,0.39,0.4,0.43,0.39,0.41,0.67,0.41,0.43,0.38,0.36,0.38,0.37,0.39,0.39,0.36,0.38,0.39,0.37,0.38,0.35,0.31,0.34,0.36,0.34,0.29,0.3,0.37,0.37,0.31,0.37,0.35,0.28,0.28,0.35,0.32,0.31,0.3,0.28,0.33,0.31,0.25,0.28,0.32,0.24,0.31,0.28,0.26,0.22,0.26,0.29,0.24,0.24,0.26,0.26,0.26,0.22,0.23,0.25,0.26,0.23,0.25,0.23,0.22,0.23,0.24,0.27,0.22,0.24,0.22,0.26,0.0,0.22,0.21,0.21,0.22,0.21,0.17,0.22,0.19,0.19,0.19,0.16,0.2,0.19,0.2,0.2,0.17,0.15,0.19,0.2,0.16,0.19,0.2,0.2,0.2,0.2,0.17,0.17,0.18,0.19,0.14,0.15,0.17,0.18,0.15,0.18,0.18,0.16,0.15,0.16,0.16,0.13,0.15,0.15,0.15,0.19,0.0,0.16,0.14,0.15,0.17,0.13,0.0,0.15,0.14,0.17,0.14,0.14,0.13,0.15,0.0,0.16,0.17,0.13,0.16,0.13,0.0,0.14,0.0,0.13,0.13,0.0,0.16,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.13,0.14,0.0,2.9,0.15,0.13,0.0,0.5,0.17,0.0,83.57
09/30/2021,3.04,0.0,3.08,2.24,1.81,1.61,1.59,1.25,1.3,1.47,1.15,0.95,0.95,0.98,1.05,0.96,0.83,0.84,0.65,0.81,0.82,0.7,0.79,0.69,0.58,0.71,0.67,0.56,0.71,0.61,0.54,0.6,0.65,0.57,0.48,0.57,0.5,0.48,0.0,0.48,0.55,0.53,0.51,0.52,0.4,0.5,0.51,0.4,0.49,0.5,0.5,0.45,0.44,0.47,0.54,0.4,0.4,0.41,0.39,0.42,0.67,0.41,0.4,0.39,0.37,0.39,0.36,0.37,0.4,0.36,0.39,0.38,0.37,0.39,0.35,0.33,0.34,0.36,0.35,0.3,0.31,0.37,0.35,0.3,0.37,0.34,0.29,0.29,0.33,0.31,0.31,0.28,0.27,0.31,0.31,0.27,0.28,0.31,0.24,0.31,0.29,0.26,0.23,0.27,0.28,0.24,0.23,0.26,0.24,0.24,0.21,0.23,0.25,0.25,0.23,0.25,0.22,0.24,0.23,0.26,0.28,0.22,0.24,0.23,0.25,0.0,0.22,0.22,0.22,0.21,0.21,0.17,0.22,0.2,0.19,0.19,0.16,0.19,0.19,0.21,0.2,0.18,0.15,0.19,0.2,0.17,0.19,0.19,0.2,0.19,0.21,0.17,0.17,0.18,0.19,0.14,0.15,0.17,0.19,0.15,0.17,0.17,0.16,0.15,0.17,0.15,0.13,0.15,0.14,0.15,0.18,0.0,0.15,0.14,0.16,0.17,0.14,0.0,0.15,0.15,0.16,0.14,0.13,0.13,0.14,0.0,0.15,0.17,0.13,0.15,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.15,0.13,0.14,0.0,0.14,0.13,0.13,0.0,0.0,0.13,0.0,3.27,0.15,0.13,0.0,0.49,0.17,0.15,83.72
10/01/2021,3.04,0.0,2.91,2.24,1.79,1.62,1.59,1.27,1.28,1.43,1.14,0.95,0.96,0.99,1.08,0.95,0.83,0.84,0.65,0.83,0.81,0.71,0.81,0.69,0.58,0.7,0.68,0.56,0.73,0.62,0.53,0.6,0.65,0.57,0.48,0.56,0.5,0.47,0.0,0.48,0.55,0.52,0.5,0.52,0.4,0.5,0.5,0.39,0.49,0.48,0.5,0.45,0.43,0.47,0.51,0.39,0.4,0.4,0.38,0.42,0.67,0.41,0.39,0.39,0.37,0.39,0.37,0.37,0.41,0.35,0.4,0.37,0.37,0.39,0.35,0.33,0.34,0.35,0.34,0.3,0.3,0.37,0.35,0.29,0.37,0.32,0.29,0.29,0.32,0.3,0.31,0.28,0.27,0.32,0.31,0.26,0.27,0.3,0.24,0.31,0.29,0.26,0.23,0.26,0.27,0.24,0.23,0.26,0.23,0.24,0.21,0.23,0.25,0.25,0.23,0.25,0.21,0.24,0.23,0.25,0.27,0.22,0.24,0.23,0.25,0.0,0.23,0.22,0.22,0.21,0.21,0.17,0.22,0.19,0.19,0.19,0.16,0.19,0.2,0.21,0.2,0.18,0.14,0.19,0.2,0.17,0.19,0.18,0.2,0.19,0.22,0.17,0.17,0.19,0.18,0.15,0.15,0.17,0.2,0.15,0.17,0.17,0.16,0.15,0.17,0.15,0.14,0.15,0.14,0.15,0.17,0.0,0.15,0.15,0.16,0.17,0.14,0.0,0.15,0.14,0.16,0.14,0.13,0.13,0.14,0.0,0.15,0.16,0.13,0.15,0.13,0.0,0.13,0.0,0.13,0.13,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.13,0.13,3.69,0.15,0.13,0.0,0.49,0.17,0.14,83.7
10/04/2021,3.17,0.0,2.85,2.34,1.81,1.66,1.7,1.28,1.29,1.48,1.14,0.98,0.99,1.04,1.09,0.95,0.85,0.86,0.68,0.84,0.82,0.7,0.85,0.69,0.57,0.72,0.69,0.54,0.73,0.64,0.55,0.61,0.66,0.57,0.49,0.57,0.51,0.49,0.0,0.49,0.56,0.53,0.51,0.52,0.4,0.51,0.51,0.42,0.5,0.49,0.5,0.47,0.44,0.49,0.5,0.4,0.41,0.41,0.39,0.43,0.68,0.42,0.4,0.41,0.38,0.39,0.37,0.37,0.43,0.36,0.4,0.37,0.36,0.4,0.35,0.34,0.34,0.36,0.35,0.3,0.3,0.38,0.35,0.3,0.37,0.33,0.29,0.29,0.32,0.31,0.31,0.29,0.28,0.31,0.3,0.27,0.28,0.31,0.25,0.32,0.31,0.27,0.23,0.27,0.28,0.24,0.23,0.26,0.24,0.25,0.22,0.24,0.26,0.25,0.24,0.25,0.21,0.24,0.24,0.26,0.27,0.21,0.24,0.23,0.26,0.0,0.22,0.22,0.23,0.21,0.21,0.18,0.23,0.19,0.19,0.19,0.17,0.19,0.2,0.21,0.2,0.18,0.14,0.19,0.21,0.17,0.2,0.19,0.21,0.19,0.23,0.17,0.18,0.2,0.18,0.14,0.15,0.17,0.21,0.15,0.17,0.18,0.16,0.16,0.17,0.14,0.13,0.15,0.14,0.16,0.17,0.0,0.15,0.15,0.17,0.17,0.14,0.13,0.15,0.15,0.17,0.15,0.0,0.14,0.14,0.0,0.16,0.16,0.0,0.15,0.14,0.0,0.13,0.0,0.0,0.13,0.0,0.15,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.14,0.13,0.14,2.16,0.16,0.13,0.13,0.5,0.18,0.14,83.72
