,AAPL,MSFT,AMZN,FB,GOOG,TSLA,NVDA,GOOGL,PYPL,ADBE,CMCSA,NFLX,INTC,CSCO,PEP,AVGO,TMUS,TXN,COST,QCOM,AMGN,CHTR,INTU,SBUX,AMAT,AMD,ISRG,ZM,MRNA,MU,BKNG,LRCX,MDLZ,GILD,ADP,MELI,CSX,ATVI,FISV,ILMN,ADSK,ADI,REGN,JD,IDXX,DOCU,NXPI,ASML,BIIB,VRTX,KDP,BIDU,KHC,MNST,KLAC,ALGN,MRVL,EBAY,LULU,MAR,ROST,WDAY,EXC,MTCH,PDD,AEP,SNPS,DXCM,WBA,EA,ALXN,ORLY,CTAS,MCHP,PAYX,CDNS,CTSH,TEAM,XEL,XLNX,PTON,NTES,CPRT,SWKS,OKTA,ANSS,FAST,PCAR,VRSK,SGEN,MXIM,SIRI,VRSN,CDW,CERN,SPLK,DLTR,INCY,TCOM,CHKP,FOXA,FOX,AGPXX,Cash/Receivables/Payables,HON,n/a,CRWD,CLV.,LCID,ABNB,FTNT,PANW,DDOG,ZS,PEP.,PEO.,SUM
11/11/2021,10.53,10.72,7.48,3.42,4.04,6.11,4.96,3.81,1.74,2.04,1.58,1.86,1.35,1.55,1.45,1.48,0.97,1.14,1.44,1.21,0.77,0.82,1.09,0.87,0.89,1.17,0.84,0.4,0.64,0.54,0.69,0.56,0.56,0.53,0.62,0.52,0.52,0.34,0.43,0.4,0.47,0.64,0.42,0.39,0.35,0.35,0.38,0.45,0.26,0.32,0.33,0.26,0.29,0.31,0.41,0.36,0.39,0.31,0.37,0.35,0.27,0.36,0.34,0.28,0.21,0.27,0.34,0.4,0.28,0.25,0.0,0.28,0.29,0.3,0.29,0.32,0.27,0.39,0.22,0.33,0.09,0.2,0.24,0.18,0.24,0.23,0.22,0.2,0.22,0.22,0.0,0.17,0.17,0.16,0.14,0.18,0.16,0.09,0.0,0.1,0.08,0.06,0.05,0.0,1.01,0.01,0.36,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
11/12/2021,10.63,10.76,7.72,3.41,4.07,5.41,4.97,3.83,1.57,2.06,1.6,1.89,1.35,1.57,1.47,1.48,0.97,1.14,1.46,1.22,0.78,0.83,1.09,0.87,0.92,1.17,0.85,0.4,0.62,0.55,0.69,0.57,0.56,0.54,0.63,0.55,0.52,0.34,0.43,0.4,0.47,0.65,0.42,0.4,0.35,0.35,0.38,0.46,0.26,0.32,0.33,0.27,0.3,0.32,0.41,0.36,0.39,0.31,0.38,0.35,0.28,0.36,0.34,0.28,0.21,0.27,0.34,0.4,0.28,0.26,0.0,0.29,0.29,0.3,0.29,0.33,0.27,0.39,0.22,0.33,0.09,0.2,0.24,0.18,0.25,0.23,0.22,0.2,0.23,0.22,0.0,0.17,0.17,0.17,0.14,0.18,0.16,0.1,0.0,0.1,0.09,0.06,0.05,0.0,1.02,0.0,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
11/15/2021,10.54,10.77,7.58,3.37,4.05,5.69,4.99,3.79,1.56,2.01,1.61,1.91,1.35,1.57,1.48,1.49,0.97,1.14,1.49,1.22,0.79,0.83,1.09,0.86,0.91,1.16,0.83,0.39,0.6,0.55,0.66,0.57,0.57,0.56,0.64,0.51,0.52,0.35,0.44,0.39,0.47,0.65,0.43,0.44,0.34,0.33,0.38,0.45,0.26,0.32,0.33,0.28,0.3,0.32,0.41,0.35,0.4,0.31,0.37,0.34,0.27,0.37,0.35,0.27,0.23,0.27,0.34,0.4,0.28,0.27,0.0,0.29,0.29,0.3,0.29,0.32,0.28,0.4,0.23,0.34,0.09,0.22,0.24,0.18,0.24,0.22,0.22,0.21,0.23,0.21,0.0,0.18,0.17,0.17,0.15,0.18,0.17,0.09,0.0,0.1,0.09,0.06,0.05,0.0,1.0,0.02,0.37,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/16/2021,10.59,10.8,7.62,3.47,4.08,5.47,4.93,3.83,1.59,2.03,1.59,1.97,1.33,1.56,1.46,1.5,0.96,1.14,1.49,1.21,0.78,0.82,1.12,0.86,0.92,1.17,0.83,0.4,0.61,0.57,0.64,0.58,0.57,0.55,0.64,0.51,0.52,0.35,0.43,0.39,0.47,0.65,0.43,0.44,0.35,0.34,0.38,0.46,0.26,0.32,0.33,0.28,0.3,0.32,0.41,0.35,0.39,0.31,0.37,0.33,0.27,0.37,0.35,0.26,0.24,0.27,0.34,0.4,0.28,0.27,0.0,0.29,0.29,0.3,0.29,0.33,0.28,0.39,0.22,0.34,0.09,0.22,0.24,0.18,0.24,0.22,0.23,0.2,0.23,0.21,0.0,0.17,0.17,0.17,0.14,0.18,0.17,0.09,0.0,0.1,0.09,0.06,0.07,0.0,1.0,0.0,0.37,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
11/17/2021,10.59,10.8,7.62,3.47,4.08,5.47,4.93,3.83,1.59,2.03,1.59,1.97,1.33,1.56,1.46,1.5,0.96,1.14,1.49,1.21,0.78,0.82,1.12,0.86,0.92,1.17,0.83,0.4,0.61,0.57,0.64,0.58,0.57,0.55,0.64,0.51,0.52,0.35,0.43,0.39,0.47,0.65,0.43,0.44,0.35,0.34,0.38,0.46,0.26,0.32,0.33,0.28,0.3,0.32,0.41,0.35,0.39,0.31,0.37,0.33,0.27,0.37,0.35,0.26,0.24,0.27,0.34,0.4,0.28,0.27,0.0,0.29,0.29,0.3,0.29,0.33,0.28,0.39,0.22,0.34,0.09,0.22,0.24,0.18,0.24,0.22,0.23,0.2,0.23,0.21,0.0,0.17,0.17,0.17,0.14,0.18,0.17,0.09,0.0,0.1,0.09,0.06,0.07,0.0,1.0,0.0,0.37,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
11/18/2021,10.59,10.79,7.67,3.54,4.08,5.37,4.88,3.83,1.62,2.04,1.59,1.96,1.33,1.57,1.47,1.51,0.95,1.14,1.5,1.24,0.77,0.82,1.11,0.86,0.92,1.16,0.82,0.41,0.62,0.56,0.63,0.58,0.57,0.55,0.64,0.52,0.52,0.36,0.44,0.38,0.47,0.65,0.44,0.43,0.34,0.34,0.37,0.46,0.27,0.31,0.33,0.28,0.3,0.32,0.41,0.35,0.39,0.31,0.37,0.33,0.27,0.37,0.35,0.27,0.23,0.27,0.34,0.4,0.28,0.26,0.0,0.29,0.3,0.3,0.29,0.33,0.28,0.38,0.23,0.35,0.08,0.22,0.24,0.17,0.24,0.22,0.23,0.2,0.23,0.22,0.0,0.18,0.18,0.17,0.14,0.15,0.19,0.09,0.0,0.1,0.09,0.06,0.07,0.0,1.0,0.0,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
11/19/2021,10.58,10.82,7.6,3.47,4.04,5.55,4.87,3.78,1.64,2.06,1.57,1.97,1.32,1.55,1.46,1.5,0.95,1.12,1.51,1.32,0.75,0.81,1.14,0.85,0.92,1.19,0.84,0.41,0.61,0.56,0.62,0.58,0.56,0.54,0.64,0.49,0.51,0.33,0.44,0.38,0.47,0.65,0.44,0.44,0.35,0.34,0.38,0.46,0.25,0.31,0.33,0.28,0.29,0.32,0.42,0.35,0.39,0.32,0.38,0.32,0.27,0.37,0.34,0.26,0.23,0.27,0.35,0.4,0.27,0.26,0.0,0.29,0.3,0.3,0.29,0.33,0.28,0.39,0.22,0.35,0.1,0.22,0.24,0.17,0.25,0.22,0.23,0.2,0.23,0.21,0.0,0.17,0.17,0.17,0.14,0.15,0.19,0.09,0.0,0.1,0.08,0.06,0.07,0.0,0.99,0.0,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/24/2021,11.08,10.76,7.76,3.43,4.0,5.89,5.23,3.75,1.45,2.08,1.51,1.91,1.28,1.43,1.44,1.48,0.92,1.14,1.5,1.33,0.74,0.79,1.2,0.83,0.86,1.2,0.79,0.38,0.68,0.59,0.59,0.58,0.54,0.55,0.64,0.44,0.52,0.31,0.42,0.37,0.45,0.65,0.44,0.46,0.35,0.33,0.37,0.45,0.25,0.3,0.32,0.25,0.28,0.3,0.41,0.34,0.39,0.31,0.37,0.32,0.26,0.35,0.33,0.25,0.2,0.27,0.35,0.39,0.26,0.24,0.0,0.28,0.29,0.29,0.29,0.33,0.27,0.37,0.22,0.35,0.08,0.22,0.23,0.17,0.22,0.22,0.22,0.19,0.24,0.21,0.0,0.16,0.18,0.17,0.14,0.14,0.19,0.09,0.0,0.1,0.08,0.06,0.07,0.0,0.96,0.0,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
11/25/2021,11.24,10.78,7.63,3.43,3.97,6.06,5.13,3.73,1.43,2.06,1.52,1.88,1.3,1.48,1.46,1.46,0.91,1.14,1.54,1.32,0.74,0.78,1.17,0.84,0.86,1.19,0.79,0.37,0.74,0.61,0.59,0.59,0.55,0.56,0.65,0.41,0.52,0.31,0.41,0.38,0.44,0.64,0.43,0.44,0.35,0.31,0.38,0.44,0.24,0.3,0.33,0.24,0.28,0.31,0.4,0.34,0.39,0.31,0.37,0.33,0.26,0.34,0.34,0.24,0.2,0.27,0.34,0.38,0.26,0.23,0.0,0.28,0.3,0.29,0.29,0.33,0.27,0.35,0.23,0.35,0.08,0.22,0.22,0.17,0.21,0.22,0.23,0.2,0.24,0.21,0.0,0.16,0.18,0.17,0.14,0.13,0.19,0.09,0.0,0.1,0.08,0.06,0.07,0.0,0.97,0.0,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
12/02/2021,11.17,10.66,7.6,3.4,3.93,5.95,5.35,3.71,1.41,2.1,1.52,1.89,1.3,1.51,1.46,1.48,0.91,1.15,1.58,1.33,0.74,0.78,1.22,0.84,0.88,1.26,0.77,0.34,0.96,0.62,0.56,0.62,0.54,0.57,0.64,0.39,0.52,0.3,0.42,0.37,0.37,0.63,0.44,0.45,0.35,0.32,0.38,0.43,0.23,0.32,0.32,0.25,0.27,0.3,0.41,0.32,0.4,0.29,0.37,0.31,0.26,0.34,0.34,0.24,0.18,0.27,0.35,0.35,0.26,0.23,0.0,0.28,0.29,0.3,0.29,0.33,0.27,0.35,0.23,0.37,0.08,0.21,0.23,0.16,0.21,0.22,0.23,0.19,0.24,0.19,0.0,0.16,0.18,0.17,0.14,0.13,0.21,0.1,0.0,0.1,0.08,0.06,0.1,0.0,0.92,0.0,0.29,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.13
12/06/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/07/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/08/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/09/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/10/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/13/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/14/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/15/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/16/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/17/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/20/2021,11.7,10.7,7.52,3.2,3.98,5.81,5.28,3.72,1.45,2.11,1.55,1.79,1.32,1.56,1.46,1.49,0.91,1.18,1.53,1.31,0.75,0.81,1.21,0.86,0.87,1.2,0.77,0.3,0.8,0.61,0.59,0.62,0.55,0.57,0.65,0.37,0.53,0.29,0.44,0.37,0.37,0.64,0.44,0.44,0.34,0.3,0.39,0.42,0.22,0.35,0.32,0.25,0.27,0.29,0.4,0.33,0.39,0.29,0.37,0.32,0.26,0.34,0.34,0.23,0.15,0.27,0.35,0.36,0.25,0.23,0.0,0.3,0.29,0.3,0.29,0.34,0.28,0.33,0.23,0.36,0.08,0.21,0.23,0.16,0.21,0.23,0.23,0.19,0.24,0.19,0.0,0.17,0.18,0.18,0.14,0.13,0.2,0.1,0.0,0.1,0.08,0.05,0.11,0.0,0.93,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
12/21/2021,11.59,10.04,7.12,4.88,3.75,3.87,4.04,3.52,1.5,1.81,1.52,1.78,1.41,1.75,1.59,1.79,1.03,1.18,1.66,1.36,0.86,0.8,1.2,0.87,0.9,1.14,0.83,0.33,0.82,0.64,0.62,0.65,0.62,0.62,0.66,0.41,0.54,0.33,0.47,0.41,0.42,0.63,0.45,0.36,0.36,0.21,0.4,0.42,0.24,0.37,0.35,0.24,0.3,0.33,0.41,0.33,0.47,0.28,0.33,0.34,0.26,0.36,0.36,0.25,0.17,0.3,0.36,0.37,0.29,0.25,0.0,0.31,0.31,0.32,0.31,0.34,0.31,0.34,0.25,0.34,0.09,0.18,0.23,0.17,0.22,0.24,0.24,0.2,0.25,0.19,0.0,0.18,0.18,0.0,0.0,0.12,0.21,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.97,0.0,0.29,0.0,0.45,0.38,0.37,0.36,0.3,0.29,0.0,0.0,100.07999999999998
12/23/2021,11.62,10.03,7.07,4.81,3.78,3.77,4.07,3.56,1.49,1.81,1.53,1.82,1.4,1.76,1.62,1.84,1.03,1.18,1.68,1.37,0.86,0.8,1.19,0.88,0.91,1.14,0.82,0.33,0.78,0.64,0.63,0.64,0.63,0.63,0.67,0.41,0.54,0.33,0.46,0.41,0.42,0.63,0.44,0.35,0.36,0.2,0.4,0.42,0.24,0.38,0.35,0.23,0.3,0.34,0.41,0.33,0.48,0.28,0.32,0.34,0.26,0.36,0.36,0.25,0.16,0.3,0.37,0.37,0.29,0.25,0.0,0.31,0.31,0.32,0.31,0.34,0.3,0.33,0.25,0.34,0.08,0.18,0.23,0.17,0.22,0.23,0.24,0.2,0.25,0.2,0.0,0.18,0.19,0.0,0.0,0.12,0.21,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.95,0.0,0.29,0.0,0.43,0.38,0.37,0.36,0.29,0.3,0.0,0.0,100.03
12/24/2021,11.58,10.02,7.05,4.83,3.74,3.85,4.17,3.52,1.5,1.8,1.51,1.81,1.4,1.74,1.58,1.8,1.02,1.17,1.63,1.36,0.84,0.78,1.19,0.88,0.93,1.18,0.84,0.33,0.74,0.69,0.66,0.65,0.61,0.61,0.66,0.42,0.54,0.34,0.47,0.4,0.42,0.63,0.43,0.37,0.36,0.21,0.4,0.43,0.23,0.38,0.34,0.24,0.29,0.33,0.42,0.34,0.48,0.27,0.32,0.35,0.26,0.36,0.36,0.25,0.17,0.3,0.37,0.37,0.29,0.25,0.0,0.31,0.31,0.32,0.31,0.34,0.3,0.36,0.24,0.35,0.08,0.19,0.23,0.17,0.23,0.23,0.24,0.2,0.24,0.19,0.0,0.17,0.18,0.0,0.0,0.13,0.21,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.94,0.0,0.29,0.0,0.42,0.39,0.38,0.36,0.31,0.3,0.0,0.0,100.03
12/27/2021,11.56,10.05,6.94,4.75,3.74,4.29,4.17,3.54,1.5,1.8,1.51,1.8,1.38,1.74,0.0,1.82,0.99,1.15,1.61,1.36,0.84,0.77,1.19,0.87,0.93,1.17,0.86,0.31,0.67,0.7,0.65,0.65,0.6,0.6,0.68,0.42,0.54,0.34,0.46,0.4,0.41,0.62,0.44,0.34,0.36,0.21,0.4,0.43,0.23,0.38,0.34,0.23,0.29,0.33,0.42,0.34,0.48,0.27,0.32,0.36,0.26,0.36,0.0,0.25,0.16,0.29,0.37,0.37,0.29,0.25,0.0,0.3,0.3,0.32,0.32,0.35,0.3,0.36,0.24,0.36,0.08,0.18,0.23,0.17,0.22,0.23,0.24,0.2,0.24,0.19,0.0,0.17,0.18,0.0,0.0,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.94,0.0,0.29,0.0,0.41,0.39,0.38,0.37,0.31,0.3,1.56,0.35,100.0
12/28/2021,11.56,10.05,6.94,4.75,3.74,4.29,4.17,3.54,1.5,1.8,1.51,1.8,1.38,1.74,0.0,1.82,0.99,1.15,1.61,1.36,0.84,0.77,1.19,0.87,0.93,1.17,0.86,0.31,0.67,0.7,0.65,0.65,0.6,0.6,0.68,0.42,0.54,0.34,0.46,0.4,0.41,0.62,0.44,0.34,0.36,0.21,0.4,0.43,0.23,0.38,0.34,0.23,0.29,0.33,0.42,0.34,0.48,0.27,0.32,0.36,0.26,0.36,0.0,0.25,0.16,0.29,0.37,0.37,0.29,0.25,0.0,0.3,0.3,0.32,0.32,0.35,0.3,0.36,0.24,0.36,0.08,0.18,0.23,0.17,0.22,0.23,0.24,0.2,0.24,0.19,0.0,0.17,0.18,0.0,0.0,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.94,0.0,0.29,0.0,0.41,0.39,0.38,0.37,0.31,0.3,1.56,0.35,100.0
01/03/2022,11.6,10.11,6.79,4.84,3.68,4.27,4.13,3.49,1.48,1.79,1.52,1.79,1.39,1.77,0.0,1.8,0.96,1.15,1.64,1.35,0.84,0.78,1.2,0.9,0.94,1.15,0.86,0.3,0.67,0.69,0.65,0.67,0.6,0.61,0.68,0.45,0.55,0.35,0.46,0.4,0.41,0.62,0.45,0.34,0.37,0.2,0.4,0.43,0.23,0.37,0.34,0.24,0.29,0.33,0.43,0.35,0.47,0.28,0.33,0.35,0.27,0.35,0.0,0.25,0.16,0.29,0.37,0.35,0.3,0.25,0.0,0.31,0.3,0.32,0.32,0.34,0.31,0.36,0.24,0.35,0.07,0.19,0.24,0.17,0.22,0.23,0.24,0.2,0.24,0.19,0.0,0.17,0.19,0.0,0.0,0.12,0.21,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.94,0.0,0.28,0.0,0.42,0.39,0.39,0.37,0.3,0.3,1.57,0.37,100.04
01/03/2022,11.65,10.1,6.76,4.77,3.68,4.25,4.14,3.49,1.47,1.79,1.52,1.77,1.39,1.77,0.0,1.82,0.96,1.16,1.66,1.36,0.84,0.78,1.21,0.91,0.94,1.15,0.85,0.3,0.68,0.69,0.65,0.67,0.61,0.6,0.69,0.45,0.55,0.34,0.46,0.4,0.41,0.63,0.44,0.35,0.37,0.2,0.4,0.43,0.23,0.37,0.35,0.24,0.29,0.34,0.43,0.35,0.48,0.28,0.32,0.36,0.27,0.35,0.0,0.25,0.16,0.3,0.37,0.35,0.3,0.25,0.0,0.32,0.3,0.32,0.33,0.34,0.31,0.36,0.24,0.35,0.07,0.19,0.24,0.17,0.22,0.23,0.24,0.2,0.24,0.19,0.0,0.17,0.19,0.0,0.0,0.12,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,-0.02,0.28,0.0,0.42,0.38,0.39,0.37,0.3,0.3,1.59,0.38,100.04
