,NVDA,ORCL,GOOGL,FB,SHOP,ADBE,MSFT,ACN,CSCO,CRM,AMZN,SIE.DE,AAPL,NFLX,INTC,005930.KS,IBM,QCOM,700.HK,BABA,3690.HK,NOW,UBER,SNAP,000660.KS,NXPI,TWTR,TWLO,IFX.DE,BIDU,6954.T,TRI,EBAY,SNPS,WDAY,ERIC,CDNS,EXPN.L,XLNX,STM IM,ROK,TTD,OKTA,ZS,ZBRA,VRSK,WKL.AS,TDC,SPLK,DDOG,CAN,6502.T,STX,UI,DXC,HPE,WIX,VSAT,DLG.DE,CSOD,2353.TW,AMP.MI,G,PRO,HUBB,NLSN,3443.TW,AFYA,SMAR,STNE,SMCI,5803.T,ABMD,PEGA,763 HK,FEYE,TSEM,TIETO.HE,BAH,3665.TW,3661.TW,UBI.PA,VRNT,VNET,CASH,CGNT,4488 JP,4488.T,PATH,UPST,AI,n/a,005930.KQ,MNDT,KD WI,KD,SUM
10/18/2021,3.31,3.11,3.26,2.78,2.63,2.91,3.16,3.22,3.05,3.49,2.68,3.09,2.92,3.7,2.85,2.5,2.43,2.68,2.69,2.31,2.82,2.44,1.68,1.91,1.09,0.99,0.96,1.1,1.06,0.87,0.78,1.1,0.98,0.88,0.97,0.7,0.83,0.77,0.77,0.73,0.68,0.64,0.61,0.76,0.52,0.65,0.54,0.35,0.51,0.68,0.3,0.36,0.36,0.38,0.26,0.37,0.2,0.33,0.0,0.35,0.27,0.29,0.3,0.24,0.28,0.24,0.33,0.24,0.29,0.17,0.31,0.37,0.31,0.28,0.27,0.0,0.32,0.28,0.27,0.3,0.39,0.23,0.32,0.28,0.0,0.0,0.0,0.2,0.41,0.96,0.26,0.23,0.0,0.26,0.0,0.0,99.95
10/19/2021,3.31,3.11,3.26,2.78,2.63,2.91,3.16,3.22,3.05,3.49,2.68,3.09,2.92,3.7,2.85,2.5,2.43,2.68,2.69,2.31,2.82,2.44,1.68,1.91,1.09,0.99,0.96,1.1,1.06,0.87,0.78,1.1,0.98,0.88,0.97,0.7,0.83,0.77,0.77,0.73,0.68,0.64,0.61,0.76,0.52,0.65,0.54,0.35,0.51,0.68,0.3,0.36,0.36,0.38,0.26,0.37,0.2,0.33,0.0,0.35,0.27,0.29,0.3,0.24,0.28,0.24,0.33,0.24,0.29,0.17,0.31,0.37,0.31,0.28,0.27,0.0,0.32,0.28,0.27,0.3,0.39,0.23,0.32,0.28,0.0,0.0,0.0,0.2,0.41,0.96,0.26,0.23,0.0,0.26,0.0,0.0,99.95
10/21/2021,3.34,3.15,3.29,2.83,2.7,2.94,3.17,3.21,2.98,3.46,2.81,3.02,2.94,3.67,2.88,2.53,2.41,2.71,2.7,2.31,2.97,2.5,1.65,1.9,1.11,0.99,0.97,1.1,1.06,0.91,0.81,1.09,0.96,0.88,0.96,0.7,0.82,0.76,0.78,0.73,0.68,0.66,0.61,0.77,0.53,0.64,0.53,0.34,0.5,0.69,0.31,0.36,0.35,0.38,0.26,0.37,0.2,0.32,0.0,0.0,0.27,0.29,0.3,0.24,0.28,0.24,0.33,0.23,0.29,0.18,0.3,0.36,0.31,0.28,0.27,0.0,0.33,0.28,0.27,0.31,0.4,0.23,0.32,0.28,0.0,0.0,0.0,0.2,0.4,0.95,0.25,0.15,0.0,0.26,0.0,0.0,100.0
10/22/2021,3.32,3.14,3.27,2.84,2.71,2.97,3.14,3.24,2.98,3.43,2.78,3.02,2.96,3.64,2.89,2.54,2.38,2.73,2.69,2.43,2.99,2.52,1.64,1.89,1.12,1.01,0.98,1.1,1.07,0.94,0.81,1.08,0.95,0.88,0.97,0.67,0.82,0.77,0.77,0.73,0.68,0.66,0.6,0.75,0.52,0.63,0.53,0.33,0.5,0.68,0.34,0.36,0.34,0.37,0.26,0.37,0.2,0.32,0.0,0.0,0.27,0.29,0.3,0.23,0.28,0.24,0.33,0.23,0.29,0.18,0.3,0.36,0.31,0.28,0.28,0.0,0.33,0.28,0.26,0.31,0.39,0.23,0.32,0.29,0.0,0.0,0.0,0.2,0.41,0.9,0.26,0.14,0.0,0.25,0.0,0.0,99.99
10/25/2021,3.37,3.1,3.24,2.85,2.73,2.98,3.16,3.21,2.97,3.4,2.77,2.97,2.96,3.71,2.93,2.52,2.15,2.73,2.7,2.43,3.03,2.54,1.61,1.86,1.1,1.03,0.96,1.11,1.07,0.95,0.8,1.09,0.97,0.9,0.98,0.68,0.85,0.78,0.79,0.73,0.68,0.65,0.6,0.77,0.53,0.64,0.54,0.34,0.51,0.69,0.4,0.36,0.35,0.38,0.26,0.37,0.21,0.33,0.0,0.0,0.29,0.3,0.3,0.23,0.28,0.24,0.35,0.21,0.29,0.19,0.3,0.35,0.31,0.28,0.27,0.0,0.33,0.27,0.27,0.3,0.41,0.24,0.32,0.29,0.0,0.0,0.0,0.19,0.4,0.87,0.26,0.12,0.0,0.25,0.0,0.0,100.02999999999996
10/26/2021,3.37,3.1,3.24,2.85,2.73,2.98,3.16,3.21,2.97,3.4,2.77,2.97,2.96,3.71,2.93,2.52,2.15,2.73,2.7,2.43,3.03,2.54,1.61,1.86,1.1,1.03,0.96,1.11,1.07,0.95,0.8,1.09,0.97,0.9,0.98,0.68,0.85,0.78,0.79,0.73,0.68,0.65,0.6,0.77,0.53,0.64,0.54,0.34,0.51,0.69,0.4,0.36,0.35,0.38,0.26,0.37,0.21,0.33,0.0,0.0,0.29,0.3,0.3,0.23,0.28,0.24,0.35,0.21,0.29,0.19,0.3,0.35,0.31,0.28,0.27,0.0,0.33,0.27,0.27,0.3,0.41,0.24,0.32,0.29,0.0,0.0,0.0,0.19,0.4,0.87,0.26,0.12,0.0,0.25,0.0,0.0,100.02999999999996
10/27/2021,3.42,3.21,3.18,2.74,2.63,3.04,3.19,3.31,2.98,3.47,2.73,3.03,2.99,3.83,2.62,2.56,2.17,2.74,2.76,2.46,3.07,2.58,1.6,1.38,1.14,1.03,0.93,1.09,1.1,0.94,0.81,1.1,1.04,0.92,0.99,0.67,0.87,0.78,0.79,0.75,0.69,0.6,0.61,0.78,0.53,0.65,0.54,0.35,0.51,0.71,0.38,0.36,0.37,0.36,0.26,0.37,0.21,0.33,0.0,0.0,0.29,0.31,0.3,0.23,0.29,0.24,0.38,0.21,0.29,0.18,0.3,0.36,0.32,0.27,0.27,0.0,0.34,0.28,0.27,0.31,0.42,0.24,0.32,0.29,0.0,0.0,0.0,0.19,0.4,0.85,0.25,0.12,0.0,0.25,0.0,0.0,100.01999999999998
10/28/2021,3.48,3.19,3.17,2.77,2.63,3.05,3.17,3.33,2.97,3.48,2.71,3.0,2.98,3.86,2.61,2.56,2.16,2.74,2.72,2.44,3.04,2.58,1.6,1.36,1.16,1.03,0.93,1.09,1.1,0.93,0.8,1.1,1.04,0.92,1.0,0.63,0.87,0.78,0.8,0.76,0.68,0.62,0.61,0.79,0.53,0.64,0.53,0.35,0.51,0.7,0.43,0.36,0.38,0.35,0.26,0.37,0.21,0.33,0.0,0.0,0.29,0.31,0.31,0.23,0.28,0.24,0.39,0.2,0.29,0.19,0.3,0.36,0.32,0.27,0.27,0.0,0.35,0.28,0.27,0.32,0.41,0.23,0.32,0.29,0.0,0.0,0.0,0.19,0.43,0.89,0.25,0.1,0.0,0.25,0.0,0.0,100.01999999999998
10/29/2021,3.72,3.17,3.22,2.67,2.52,3.04,3.2,3.34,3.02,3.51,2.77,3.06,3.0,3.85,2.56,2.61,2.16,2.74,2.71,2.36,3.01,2.54,1.62,1.39,1.19,1.01,0.92,1.08,1.11,0.9,0.81,1.1,1.01,0.94,1.0,0.64,0.9,0.79,0.79,0.77,0.68,0.62,0.6,0.8,0.53,0.64,0.53,0.34,0.51,0.72,0.42,0.35,0.38,0.36,0.25,0.36,0.21,0.33,0.0,0.0,0.29,0.3,0.3,0.22,0.28,0.23,0.38,0.2,0.29,0.18,0.31,0.36,0.31,0.27,0.27,0.0,0.35,0.27,0.27,0.32,0.41,0.23,0.32,0.27,0.0,0.0,0.0,0.19,0.43,0.81,0.25,0.1,0.0,0.25,0.0,0.0,100.04
11/03/2021,3.84,3.13,3.42,2.73,2.71,3.07,3.41,3.36,3.02,3.55,2.76,3.02,3.0,3.97,2.59,2.55,2.12,2.76,2.59,2.28,2.86,2.61,1.54,1.31,1.2,1.04,0.8,0.88,1.14,0.86,0.74,1.11,0.99,0.95,1.02,0.62,0.9,0.79,0.83,0.81,0.69,0.61,0.58,0.81,0.53,0.64,0.52,0.34,0.5,0.73,0.4,0.36,0.38,0.36,0.24,0.36,0.19,0.35,0.0,0.0,0.28,0.31,0.29,0.21,0.3,0.24,0.4,0.21,0.28,0.17,0.3,0.33,0.3,0.25,0.25,0.0,0.35,0.26,0.29,0.31,0.43,0.23,0.32,0.25,0.0,0.0,0.0,0.17,0.4,0.8,0.25,0.09,0.0,0.25,0.0,0.0,99.99
11/04/2021,3.86,3.06,3.3,2.77,2.81,3.0,3.37,3.31,3.01,3.57,2.7,3.02,2.97,3.9,2.61,2.53,2.13,2.79,2.52,2.34,2.82,2.54,1.55,1.34,1.23,1.05,0.82,0.91,1.15,0.9,0.75,1.09,0.98,0.94,1.01,0.62,0.9,0.79,0.85,0.81,0.69,0.62,0.58,0.8,0.54,0.63,0.53,0.33,0.5,0.72,0.42,0.37,0.39,0.37,0.25,0.36,0.2,0.35,0.0,0.0,0.28,0.31,0.29,0.22,0.3,0.25,0.4,0.21,0.29,0.17,0.31,0.33,0.31,0.25,0.24,0.0,0.36,0.27,0.29,0.32,0.47,0.23,0.32,0.27,0.0,0.0,0.0,0.17,0.42,0.85,0.24,0.09,0.0,0.25,0.0,0.0,99.98
11/05/2021,3.93,3.1,3.34,2.74,2.7,3.0,3.4,3.36,3.08,3.56,2.69,3.1,2.98,3.86,2.61,2.58,2.12,2.78,2.47,2.24,2.86,2.55,1.49,1.29,1.24,1.06,0.8,0.9,1.16,0.85,0.75,1.08,0.96,0.94,1.02,0.61,0.9,0.79,0.86,0.82,0.74,0.6,0.59,0.82,0.58,0.63,0.54,0.33,0.5,0.71,0.43,0.37,0.39,0.37,0.25,0.37,0.19,0.36,0.0,0.0,0.28,0.3,0.3,0.21,0.3,0.25,0.4,0.19,0.28,0.16,0.32,0.33,0.31,0.26,0.24,0.0,0.37,0.26,0.29,0.31,0.48,0.24,0.32,0.27,0.0,0.0,0.0,0.17,0.42,0.85,0.25,0.07,0.0,0.25,0.0,0.0,100.01999999999995
11/08/2021,4.33,3.02,3.32,2.74,2.75,3.08,3.35,3.32,2.98,3.54,2.76,3.04,2.93,3.72,2.57,2.47,1.98,3.14,2.5,2.21,2.94,2.54,1.54,1.26,1.18,1.09,0.78,0.92,1.15,0.83,0.73,1.07,0.95,0.94,0.99,0.6,0.9,0.78,0.88,0.82,0.72,0.57,0.58,0.82,0.58,0.63,0.54,0.33,0.49,0.71,0.42,0.38,0.39,0.35,0.25,0.36,0.2,0.37,0.0,0.0,0.28,0.3,0.29,0.2,0.29,0.24,0.39,0.19,0.28,0.15,0.39,0.32,0.32,0.25,0.24,0.0,0.37,0.26,0.28,0.31,0.46,0.23,0.31,0.25,0.0,0.0,0.0,0.17,0.44,0.77,0.26,0.09,0.0,0.25,0.09,0.0,100.0
11/09/2021,4.33,3.02,3.32,2.74,2.75,3.08,3.35,3.32,2.98,3.54,2.76,3.04,2.93,3.72,2.57,2.47,1.98,3.14,2.5,2.21,2.94,2.54,1.54,1.26,1.18,1.09,0.78,0.92,1.15,0.83,0.73,1.07,0.95,0.94,0.99,0.6,0.9,0.78,0.88,0.82,0.72,0.57,0.58,0.82,0.58,0.63,0.54,0.33,0.49,0.71,0.42,0.38,0.39,0.35,0.25,0.36,0.2,0.37,0.0,0.0,0.28,0.3,0.29,0.2,0.29,0.24,0.39,0.19,0.28,0.15,0.39,0.32,0.32,0.25,0.24,0.0,0.37,0.26,0.28,0.31,0.46,0.23,0.31,0.25,0.0,0.0,0.0,0.17,0.44,0.77,0.26,0.09,0.0,0.25,0.0,0.09,100.0
11/10/2021,4.33,3.0,3.33,2.79,2.73,3.03,3.35,3.34,2.98,3.53,2.79,3.03,2.94,3.6,2.61,2.45,2.03,3.28,2.43,2.13,2.85,2.51,1.61,1.29,1.19,1.12,0.77,0.91,1.17,0.81,0.73,1.06,0.94,0.94,0.99,0.61,0.9,0.78,0.88,0.84,0.71,0.54,0.58,0.83,0.59,0.63,0.53,0.28,0.49,0.78,0.4,0.37,0.4,0.35,0.25,0.36,0.2,0.38,0.0,0.0,0.28,0.31,0.29,0.21,0.3,0.25,0.4,0.19,0.28,0.15,0.39,0.32,0.31,0.25,0.23,0.0,0.37,0.26,0.28,0.31,0.49,0.23,0.31,0.25,0.0,0.0,0.0,0.16,0.43,0.8,0.26,0.09,0.0,0.25,0.0,0.08,100.0
11/11/2021,4.46,2.99,3.32,2.75,2.73,3.02,3.34,3.31,2.96,3.54,2.75,3.04,2.9,3.6,2.62,0.0,2.0,3.32,2.39,2.16,2.77,2.5,1.55,1.32,1.19,1.11,0.78,0.91,1.17,0.82,0.73,1.07,0.92,0.94,1.0,0.61,0.9,0.78,0.92,0.85,0.7,0.69,0.58,0.86,0.57,0.63,0.52,0.29,0.5,0.8,0.47,0.36,0.4,0.34,0.24,0.36,0.2,0.31,0.0,0.0,0.28,0.31,0.29,0.22,0.3,0.24,0.39,0.19,0.28,0.14,0.37,0.32,0.31,0.25,0.23,0.0,0.38,0.26,0.28,0.31,0.47,0.23,0.31,0.26,0.0,0.0,0.0,0.16,0.43,0.8,0.26,0.11,2.45,0.25,0.0,0.08,100.02
11/12/2021,4.43,2.97,3.31,2.72,2.76,3.03,3.33,3.31,2.98,3.53,2.82,3.02,2.91,3.63,2.6,2.46,1.97,3.33,2.39,2.13,2.76,2.49,1.54,1.32,1.21,1.1,0.77,0.91,1.14,0.82,0.71,1.07,0.92,0.95,1.0,0.62,0.91,0.77,0.91,0.84,0.7,0.76,0.6,0.86,0.57,0.63,0.53,0.29,0.51,0.83,0.46,0.35,0.41,0.34,0.24,0.36,0.2,0.31,0.0,0.0,0.28,0.31,0.29,0.22,0.3,0.25,0.38,0.18,0.29,0.14,0.37,0.3,0.32,0.25,0.23,0.0,0.38,0.26,0.28,0.3,0.47,0.23,0.31,0.25,0.0,0.0,0.0,0.16,0.44,0.75,0.27,0.11,0.0,0.26,0.07,0.0,99.99
11/15/2021,4.44,2.98,3.28,2.69,2.68,2.95,3.33,3.33,2.98,3.5,2.77,3.14,2.88,3.68,2.6,2.46,1.98,3.32,2.49,2.26,2.92,2.48,1.48,1.3,1.21,1.1,0.75,0.88,1.15,0.86,0.74,1.08,0.92,0.94,1.01,0.61,0.9,0.78,0.93,0.84,0.69,0.72,0.58,0.85,0.57,0.63,0.53,0.28,0.49,0.81,0.49,0.36,0.44,0.34,0.25,0.38,0.19,0.31,0.0,0.0,0.28,0.3,0.3,0.23,0.3,0.25,0.39,0.18,0.27,0.14,0.37,0.3,0.31,0.24,0.24,0.0,0.38,0.26,0.28,0.3,0.49,0.23,0.32,0.27,0.0,0.0,0.0,0.16,0.44,0.59,0.24,0.11,0.0,0.26,0.07,0.0,100.03
11/16/2021,4.44,2.98,3.28,2.69,2.68,2.95,3.33,3.33,2.98,3.5,2.77,3.14,2.88,3.68,2.6,2.46,1.98,3.32,2.49,2.26,2.92,2.48,1.48,1.3,1.21,1.1,0.75,0.88,1.15,0.86,0.74,1.08,0.92,0.94,1.01,0.61,0.9,0.78,0.93,0.84,0.69,0.72,0.58,0.85,0.57,0.63,0.53,0.28,0.49,0.81,0.49,0.36,0.44,0.34,0.25,0.38,0.19,0.31,0.0,0.0,0.28,0.3,0.3,0.23,0.3,0.25,0.39,0.18,0.27,0.14,0.37,0.3,0.31,0.24,0.24,0.0,0.38,0.26,0.28,0.3,0.49,0.23,0.32,0.27,0.0,0.0,0.0,0.16,0.44,0.59,0.24,0.11,0.0,0.26,0.07,0.0,100.03
11/17/2021,4.38,2.92,3.3,2.76,2.95,2.97,3.32,3.33,2.94,3.49,2.77,3.03,2.88,3.76,2.55,2.45,1.93,3.28,2.49,2.21,2.95,2.48,1.52,1.29,1.18,1.08,0.75,0.89,1.15,0.87,0.73,1.07,0.91,0.95,1.0,0.6,0.9,0.77,0.94,0.84,0.7,0.78,0.59,0.85,0.57,0.63,0.53,0.28,0.49,0.81,0.47,0.35,0.44,0.34,0.24,0.34,0.2,0.3,0.0,0.0,0.28,0.3,0.29,0.24,0.3,0.24,0.37,0.18,0.29,0.14,0.36,0.3,0.31,0.24,0.23,0.0,0.38,0.25,0.28,0.3,0.5,0.22,0.31,0.27,0.0,0.0,0.0,0.17,0.41,0.63,0.25,0.11,0.0,0.26,0.07,0.0,99.97
11/18/2021,4.33,2.94,3.29,2.81,2.93,2.98,3.32,3.31,2.96,3.48,2.79,3.06,2.89,3.75,2.55,2.48,1.93,3.36,2.53,2.21,2.95,2.45,1.47,1.33,1.23,1.07,0.76,0.89,1.14,0.86,0.75,1.07,0.92,0.95,1.0,0.6,0.91,0.77,0.95,0.84,0.7,0.82,0.58,0.84,0.57,0.63,0.53,0.28,0.4,0.8,0.46,0.35,0.43,0.34,0.24,0.34,0.2,0.3,0.0,0.0,0.28,0.3,0.29,0.24,0.3,0.25,0.37,0.18,0.28,0.15,0.36,0.3,0.3,0.24,0.23,0.0,0.38,0.25,0.28,0.3,0.49,0.22,0.31,0.27,0.0,0.0,0.0,0.18,0.41,0.56,0.25,0.1,0.0,0.26,0.07,0.0,100.02
11/19/2021,4.3,2.96,3.25,2.74,2.93,3.0,3.31,3.3,2.92,3.46,2.76,3.08,2.87,3.75,2.54,2.45,1.9,3.58,2.55,2.21,3.0,2.46,1.52,1.31,1.23,1.07,0.74,0.9,1.13,0.86,0.73,1.06,0.93,0.96,1.0,0.59,0.92,0.77,0.95,0.83,0.7,0.86,0.59,0.85,0.57,0.64,0.53,0.27,0.41,0.8,0.48,0.34,0.42,0.34,0.23,0.34,0.19,0.29,0.0,0.0,0.28,0.29,0.29,0.25,0.29,0.25,0.38,0.17,0.28,0.15,0.36,0.3,0.3,0.24,0.23,0.0,0.38,0.25,0.28,0.3,0.47,0.22,0.31,0.26,0.0,0.0,0.0,0.18,0.42,0.56,0.25,0.1,0.0,0.25,0.06,0.0,100.02
11/22/2021,4.2,2.97,3.27,2.75,2.89,3.02,3.34,3.33,2.93,3.49,2.78,3.11,2.94,3.8,2.54,2.44,1.91,3.64,2.6,2.14,2.98,2.45,1.48,1.3,1.22,1.07,0.72,0.88,1.13,0.82,0.74,1.07,0.9,0.96,1.02,0.6,0.93,0.75,0.95,0.84,0.71,0.83,0.59,0.86,0.58,0.65,0.53,0.27,0.41,0.79,0.47,0.33,0.41,0.34,0.23,0.34,0.18,0.3,0.0,0.0,0.28,0.29,0.29,0.25,0.3,0.25,0.39,0.17,0.27,0.1,0.35,0.3,0.29,0.24,0.23,0.0,0.38,0.25,0.28,0.3,0.46,0.22,0.32,0.25,0.0,0.0,0.0,0.17,0.42,0.55,0.24,0.1,0.0,0.24,0.06,0.0,99.96
11/23/2021,4.2,2.97,3.27,2.75,2.89,3.02,3.34,3.33,2.93,3.49,2.78,3.11,2.94,3.8,2.54,2.44,1.91,3.64,2.6,2.14,2.98,2.45,1.48,1.3,1.22,1.07,0.72,0.88,1.13,0.82,0.74,1.07,0.9,0.96,1.02,0.6,0.93,0.75,0.95,0.84,0.71,0.83,0.59,0.86,0.58,0.65,0.53,0.27,0.41,0.79,0.47,0.33,0.41,0.34,0.23,0.34,0.18,0.3,0.0,0.0,0.28,0.29,0.29,0.25,0.3,0.25,0.39,0.17,0.27,0.1,0.35,0.3,0.29,0.24,0.23,0.0,0.38,0.25,0.28,0.3,0.46,0.22,0.32,0.25,0.0,0.0,0.0,0.17,0.42,0.55,0.24,0.1,0.0,0.24,0.06,0.0,99.96
11/24/2021,4.75,2.94,3.31,2.79,2.99,3.11,3.39,3.32,2.76,3.43,2.89,3.14,3.09,3.74,2.51,2.46,1.89,3.68,2.54,1.86,2.86,2.43,1.49,1.23,1.23,1.09,0.69,0.83,1.14,0.77,0.74,1.1,0.92,0.98,0.97,0.6,0.94,0.76,0.97,0.85,0.72,0.84,0.54,0.9,0.57,0.67,0.54,0.26,0.39,0.81,0.44,0.33,0.41,0.33,0.23,0.34,0.17,0.27,0.0,0.0,0.29,0.29,0.29,0.25,0.3,0.24,0.39,0.16,0.26,0.09,0.35,0.31,0.29,0.25,0.23,0.0,0.38,0.25,0.28,0.29,0.45,0.21,0.32,0.2,0.0,0.0,0.0,0.16,0.4,0.49,0.21,0.1,0.0,0.24,0.06,0.0,99.97
