,BRK.B,CMCSA,BAC,JPM,CI,CBRE,CNC,BMY,CSCO,GOOGL,UNH,PG,VZ,ALXN,SO,IPG,TRV,MDLZ,OSK,D,PNC,DFS,TEL,MMM,NEM,NOC,AMGN,EXC,MTB,AMT,ANTM,OC,LHX,CVS,CB,DUK,PVH,DG,EVRG,CTSH,BBY,KR,SNY,COF,PCG,LEA,TT,DD,ITT,PNR,AMG,PPL,TPR,HUM,SWK,JCI,REGN,NXPI,OTIS,RBC,SPG,POR,TSN,NLOK,DOX,LOW,WPP PLC ADR,IFF,USFD,AIG,FB,WHR,IVZ,BLK,LGF/B,ALL,NWL,CFR,FOXA,SPB,STT,BHP,WPP,4308.T,TMUS,n/a,688101.SS,688001.SS,AZN,688226.SS,FISV,EBAY,LMT,CLX,ETR,MHK,LGF.B,RRX,WLTW,ATVI,SUM
10/07/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.74,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.08,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.0,0.0,0.0,0.0,99.99
10/08/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.74,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.0,0.0,0.0,99.99
10/11/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.74,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.0,0.0,0.0,99.99
10/12/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.74,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.0,0.0,0.0,99.99
10/13/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.74,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.0,0.0,0.0,99.99
10/14/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.74,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.0,0.0,0.0,99.99
10/15/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
10/18/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
10/19/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
10/20/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
10/21/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
10/22/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
10/25/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
10/26/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
10/27/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
10/28/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
10/29/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
11/01/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
11/02/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
11/03/2021,4.46,3.58,2.77,2.69,2.14,2.49,1.97,2.56,2.48,2.75,2.7,2.54,1.8,0.0,1.7,1.79,1.6,1.56,1.37,1.61,1.48,1.56,1.61,0.0,1.08,1.6,1.35,1.42,1.08,1.44,1.25,0.0,1.03,1.18,1.25,1.2,0.53,1.23,1.21,0.0,1.05,1.13,1.2,1.07,1.0,0.0,0.0,0.83,0.92,0.96,0.85,0.83,0.72,1.21,0.66,0.35,1.35,0.78,0.83,0.0,0.71,0.72,0.65,0.91,1.78,0.0,0.0,0.66,0.53,0.57,0.57,0.52,0.32,0.4,0.0,0.32,0.0,0.3,0.31,0.35,0.0,0.0,0.6,0.0,0.0,1.66,0.0,0.0,1.39,0.0,0.86,0.86,0.85,0.59,0.49,0.45,0.08,0.74,0.0,0.0,99.99
11/04/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/05/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/08/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/09/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/10/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/11/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/12/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/15/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/16/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/17/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/18/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
11/19/2021,4.51,3.47,2.99,2.9,2.16,2.67,2.06,2.36,2.4,2.73,2.66,2.6,1.85,0.0,1.66,1.9,1.58,1.54,1.32,1.55,1.62,1.15,1.56,0.0,1.11,1.61,1.33,1.44,1.23,1.39,1.32,0.0,1.04,1.23,1.24,1.17,0.55,1.21,1.15,0.0,1.0,0.0,1.16,0.52,1.15,0.0,0.0,0.8,0.86,0.95,0.8,0.82,0.7,1.24,0.63,0.0,1.26,0.73,0.79,0.0,0.75,0.69,0.68,0.93,1.92,0.0,0.0,0.6,0.81,0.6,0.53,0.51,0.32,0.37,0.0,0.32,0.0,0.33,0.35,0.61,0.0,0.0,0.62,0.0,0.0,1.84,0.0,0.0,1.46,0.0,0.83,0.83,0.85,0.61,0.46,0.47,0.0,0.75,0.64,0.63,99.97999999999998
