,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,COST,TXN,DHR,MCD,MDT,QCOM,PM,UPS,HON,ORCL,NEE,BMY,UNP,LIN,C,AMGN,LOW,INTU,SBUX,MS,JPMORGAN US GOVT MMKT FUN,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,ISRG,AMD,GE,MMM,AXP,NOW,DE,SCHW,CVS,CHTR,SPGI,SQ,ANTM,LMT,ZTS,LRCX,FIS,PLD,MU,BKNG,TMUS,ZM,GILD,ADP,CCI,MO,SYK,MDLZ,TJX,COP,CI,PNC,DUK,EQIX,CB,MMC,BDX,TFC,UBER,ATVI,CSX,EL,CME,USB,GM,FDX,MELI,MRNA,COF,ILMN,CL,SO,FISV,SNAP,ADSK,EW,SHW,ICE,BX,NSC,ITW,TWLO,APD,ADI,BSX,REGN,D,PGR,GPN,F,EMR,MCO,ETN,HUM,WM,FCX,AON,NOC,NXPI,TWTR,DOCU,IDXX,HCA,ROKU,EOG,JCI,ROP,ECL,NEM,DG,VRTX,BIIB,CRWD,KMB,WDAY,ROST,MSCI,A,LHX,TROW,PSA,MRVL,KLAC,IQV,DOW,DLR,APH,SPG,SRE,SNPS,APTV,AEP,DXCM,INFO,GD,CNC,ALGN,TT,MTCH,EBAY,CMG,VEEV,TEL,LULU,PINS,MET,EXC,SLB,DD,ORLY,AIG,BAX,EA,SBAC,PPG,CASH OR CASH COLLATERAL,CARR,ANSGR.IS,RMD,SYY,MCHP,CTSH,PANW,GENERAL ELECTRIC RG,GE.,FTNT,BK,YUM,n/a,CDNS,ALL,IFF,PRU,MSI,TRV,XEL,603613.SS,XLNX,MPC,SNOW,ABNB,PLTR,MGMXX,MAR,PXD,NET,SIVB,SUM
08/11/2021,5.74,5.46,3.6,2.18,2.05,1.96,1.36,1.27,1.35,1.19,1.14,1.02,0.98,0.82,0.88,0.87,0.82,0.81,0.76,0.76,0.67,0.61,0.58,0.57,0.61,0.55,0.59,0.63,0.54,0.55,0.5,0.53,0.51,0.55,0.53,0.49,0.48,0.51,0.5,0.5,0.53,0.51,0.49,0.45,0.49,0.44,0.43,0.41,0.39,0.35,0.4,0.41,0.4,0.38,0.37,0.4,0.37,0.33,0.34,0.37,0.35,0.37,0.0,0.33,0.32,0.32,0.34,0.33,0.32,0.32,0.32,0.29,0.31,0.34,0.0,0.29,0.28,0.29,0.29,0.27,0.27,0.27,0.27,0.27,0.23,0.22,0.24,0.23,0.21,0.24,0.23,0.22,0.21,0.21,0.22,0.23,0.21,0.22,0.22,0.22,0.21,0.19,0.18,0.2,0.21,0.18,0.2,0.19,0.18,0.19,0.16,0.16,0.18,0.19,0.19,0.19,0.18,0.17,0.2,0.32,0.19,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.17,0.2,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.13,0.14,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.15,0.15,0.16,0.11,0.0,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.13,0.11,0.11,0.0,0.12,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.11,0.0,0.59,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.24
08/13/2021,5.72,5.4,3.57,2.17,2.06,1.97,1.37,1.24,1.37,1.21,1.15,1.01,0.97,0.81,0.88,0.87,0.81,0.81,0.78,0.74,0.67,0.62,0.57,0.58,0.59,0.55,0.59,0.68,0.55,0.55,0.5,0.53,0.51,0.55,0.53,0.49,0.48,0.51,0.49,0.51,0.54,0.51,0.49,0.44,0.49,0.44,0.42,0.41,0.39,0.35,0.4,0.41,0.4,0.38,0.37,0.39,0.38,0.33,0.34,0.36,0.34,0.38,0.0,0.33,0.32,0.32,0.35,0.32,0.31,0.32,0.33,0.29,0.3,0.32,0.0,0.29,0.28,0.28,0.29,0.28,0.27,0.26,0.26,0.27,0.23,0.22,0.24,0.22,0.21,0.24,0.21,0.23,0.21,0.2,0.22,0.23,0.21,0.22,0.21,0.22,0.22,0.19,0.18,0.2,0.21,0.18,0.2,0.19,0.17,0.2,0.16,0.16,0.19,0.19,0.19,0.2,0.17,0.17,0.22,0.35,0.19,0.19,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.2,0.16,0.17,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.13,0.14,0.15,0.15,0.17,0.13,0.14,0.14,0.15,0.14,0.15,0.13,0.15,0.14,0.16,0.11,0.0,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.11,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.11,0.0,0.59,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.09
08/16/2021,5.83,5.45,3.54,2.17,2.06,1.97,1.37,1.24,1.39,1.22,1.15,0.98,0.96,0.81,0.89,0.87,0.79,0.81,0.79,0.76,0.68,0.61,0.57,0.58,0.6,0.54,0.59,0.66,0.54,0.55,0.5,0.54,0.51,0.54,0.53,0.5,0.48,0.51,0.49,0.51,0.52,0.53,0.49,0.43,0.5,0.44,0.43,0.41,0.39,0.35,0.4,0.41,0.41,0.37,0.38,0.4,0.38,0.33,0.34,0.37,0.34,0.39,0.0,0.33,0.33,0.33,0.35,0.3,0.32,0.32,0.32,0.3,0.3,0.32,0.0,0.29,0.27,0.29,0.3,0.28,0.28,0.27,0.26,0.26,0.22,0.22,0.24,0.21,0.21,0.24,0.2,0.22,0.21,0.19,0.22,0.23,0.21,0.22,0.21,0.22,0.22,0.19,0.18,0.21,0.2,0.18,0.2,0.19,0.18,0.2,0.16,0.17,0.19,0.19,0.19,0.2,0.17,0.17,0.21,0.3,0.2,0.19,0.17,0.17,0.16,0.18,0.18,0.17,0.18,0.17,0.19,0.17,0.17,0.15,0.15,0.16,0.16,0.16,0.16,0.14,0.12,0.14,0.16,0.15,0.17,0.13,0.15,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.16,0.11,0.0,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.13,0.11,0.0,0.11,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.29,0.0,0.11,0.0,0.41,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.05
08/17/2021,5.83,5.5,3.52,2.17,2.07,1.97,1.36,1.25,1.38,1.21,1.16,0.98,0.96,0.81,0.88,0.88,0.79,0.82,0.78,0.76,0.68,0.6,0.57,0.58,0.61,0.54,0.59,0.68,0.55,0.55,0.5,0.54,0.51,0.55,0.53,0.49,0.48,0.51,0.49,0.51,0.52,0.52,0.49,0.43,0.5,0.44,0.43,0.42,0.39,0.35,0.4,0.41,0.41,0.38,0.38,0.4,0.38,0.33,0.34,0.37,0.34,0.39,0.0,0.33,0.32,0.32,0.35,0.3,0.32,0.32,0.32,0.3,0.3,0.33,0.0,0.29,0.27,0.29,0.3,0.28,0.28,0.26,0.27,0.26,0.22,0.22,0.24,0.21,0.21,0.24,0.2,0.23,0.21,0.19,0.22,0.23,0.21,0.22,0.22,0.22,0.21,0.19,0.18,0.2,0.2,0.18,0.2,0.19,0.18,0.19,0.16,0.16,0.19,0.19,0.19,0.2,0.17,0.17,0.21,0.3,0.2,0.19,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.16,0.2,0.17,0.17,0.15,0.15,0.16,0.16,0.16,0.16,0.14,0.13,0.13,0.16,0.15,0.17,0.13,0.15,0.14,0.16,0.14,0.15,0.13,0.14,0.14,0.16,0.0,0.0,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.11,0.0,0.41,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.11
08/18/2021,5.83,5.5,3.52,2.17,2.07,1.97,1.36,1.25,1.38,1.21,1.16,0.98,0.96,0.81,0.88,0.88,0.79,0.82,0.78,0.76,0.68,0.6,0.57,0.58,0.61,0.54,0.59,0.68,0.55,0.55,0.5,0.54,0.51,0.55,0.53,0.49,0.48,0.51,0.49,0.51,0.52,0.52,0.49,0.43,0.5,0.44,0.43,0.42,0.39,0.35,0.4,0.41,0.41,0.38,0.38,0.4,0.38,0.33,0.34,0.37,0.34,0.39,0.0,0.33,0.32,0.32,0.35,0.3,0.32,0.32,0.32,0.3,0.3,0.33,0.0,0.29,0.27,0.29,0.3,0.28,0.28,0.26,0.27,0.26,0.22,0.22,0.24,0.21,0.21,0.24,0.2,0.23,0.21,0.19,0.22,0.23,0.21,0.22,0.22,0.22,0.21,0.19,0.18,0.2,0.2,0.18,0.2,0.19,0.18,0.19,0.16,0.16,0.19,0.19,0.19,0.2,0.17,0.17,0.21,0.3,0.2,0.19,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.16,0.2,0.17,0.17,0.15,0.15,0.16,0.16,0.16,0.16,0.14,0.13,0.13,0.16,0.15,0.17,0.13,0.15,0.14,0.16,0.14,0.15,0.13,0.14,0.14,0.16,0.0,0.0,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.11,0.0,0.41,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.11
08/19/2021,5.9,5.52,3.52,2.19,2.07,1.97,1.37,1.24,1.32,1.2,1.17,0.99,0.98,0.81,0.89,0.88,0.79,0.81,0.77,0.76,0.68,0.59,0.57,0.58,0.6,0.54,0.59,0.68,0.55,0.56,0.5,0.54,0.52,0.55,0.54,0.49,0.49,0.52,0.5,0.52,0.53,0.51,0.5,0.44,0.5,0.45,0.43,0.42,0.4,0.35,0.4,0.41,0.41,0.38,0.38,0.4,0.37,0.33,0.34,0.37,0.34,0.38,0.0,0.33,0.31,0.33,0.35,0.3,0.32,0.32,0.32,0.3,0.3,0.32,0.0,0.29,0.27,0.29,0.3,0.27,0.28,0.27,0.27,0.26,0.23,0.22,0.24,0.21,0.21,0.25,0.2,0.22,0.21,0.18,0.22,0.23,0.21,0.22,0.22,0.22,0.21,0.18,0.18,0.2,0.21,0.18,0.21,0.19,0.18,0.19,0.15,0.16,0.19,0.19,0.19,0.19,0.17,0.17,0.21,0.28,0.2,0.19,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.2,0.17,0.17,0.14,0.16,0.16,0.16,0.16,0.16,0.14,0.12,0.13,0.15,0.15,0.17,0.13,0.15,0.13,0.16,0.14,0.15,0.13,0.14,0.14,0.16,0.0,0.1,0.13,0.13,0.14,0.12,0.14,0.12,0.13,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.13,0.11,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.11,0.1,0.42,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.19000000000001
08/20/2021,5.9,5.53,3.48,2.15,2.06,1.96,1.37,1.22,1.29,1.19,1.18,0.99,1.0,0.8,0.85,0.89,0.8,0.8,0.78,0.76,0.68,0.59,0.58,0.58,0.6,0.53,0.59,0.71,0.56,0.56,0.5,0.55,0.53,0.55,0.55,0.49,0.5,0.52,0.49,0.52,0.54,0.5,0.5,0.43,0.51,0.45,0.44,0.41,0.4,0.36,0.4,0.41,0.41,0.39,0.38,0.41,0.37,0.33,0.32,0.37,0.34,0.38,0.0,0.33,0.31,0.32,0.35,0.3,0.33,0.32,0.32,0.29,0.31,0.33,0.0,0.29,0.27,0.29,0.29,0.27,0.29,0.27,0.27,0.26,0.23,0.22,0.25,0.21,0.21,0.25,0.2,0.22,0.21,0.18,0.23,0.23,0.21,0.23,0.22,0.23,0.21,0.18,0.18,0.2,0.21,0.19,0.21,0.2,0.18,0.19,0.15,0.16,0.19,0.19,0.18,0.19,0.16,0.17,0.21,0.31,0.2,0.19,0.17,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.19,0.17,0.17,0.14,0.16,0.15,0.16,0.17,0.16,0.14,0.12,0.13,0.15,0.15,0.17,0.13,0.15,0.13,0.16,0.14,0.14,0.13,0.14,0.15,0.16,0.0,0.0,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.11,0.0,0.43,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.19
08/23/2021,5.82,5.66,3.46,2.15,2.07,1.97,1.37,1.25,1.31,1.18,1.19,0.99,1.02,0.8,0.87,0.9,0.79,0.8,0.77,0.77,0.68,0.56,0.61,0.58,0.62,0.54,0.61,0.69,0.57,0.56,0.5,0.56,0.53,0.53,0.55,0.46,0.5,0.53,0.49,0.52,0.54,0.49,0.51,0.43,0.51,0.45,0.44,0.4,0.4,0.36,0.4,0.41,0.42,0.39,0.38,0.41,0.37,0.33,0.36,0.38,0.34,0.38,0.0,0.32,0.3,0.32,0.34,0.3,0.33,0.31,0.31,0.28,0.32,0.32,0.0,0.29,0.26,0.29,0.28,0.27,0.28,0.27,0.26,0.26,0.23,0.22,0.25,0.21,0.2,0.25,0.2,0.22,0.21,0.18,0.23,0.23,0.22,0.23,0.22,0.23,0.22,0.18,0.18,0.2,0.21,0.19,0.21,0.2,0.18,0.19,0.15,0.16,0.19,0.19,0.18,0.19,0.16,0.17,0.21,0.29,0.19,0.17,0.17,0.18,0.18,0.17,0.18,0.19,0.18,0.17,0.19,0.17,0.17,0.14,0.15,0.16,0.16,0.17,0.16,0.14,0.12,0.13,0.15,0.15,0.17,0.14,0.15,0.12,0.16,0.14,0.14,0.13,0.14,0.15,0.16,0.1,0.0,0.13,0.13,0.14,0.11,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.11,0.0,0.43,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.28
08/24/2021,5.83,5.75,3.44,2.16,2.08,1.98,1.36,1.3,1.32,1.18,1.19,0.98,1.02,0.8,0.88,0.89,0.78,0.8,0.76,0.78,0.68,0.56,0.61,0.58,0.62,0.53,0.62,0.68,0.56,0.55,0.49,0.55,0.53,0.54,0.55,0.46,0.5,0.53,0.49,0.52,0.54,0.49,0.51,0.43,0.51,0.45,0.44,0.4,0.4,0.35,0.4,0.41,0.42,0.39,0.37,0.41,0.36,0.32,0.37,0.37,0.34,0.38,0.0,0.32,0.29,0.33,0.34,0.29,0.33,0.31,0.31,0.28,0.31,0.32,0.0,0.28,0.26,0.3,0.28,0.27,0.28,0.27,0.26,0.26,0.23,0.22,0.25,0.2,0.2,0.25,0.2,0.21,0.21,0.18,0.23,0.23,0.21,0.23,0.22,0.22,0.22,0.18,0.18,0.2,0.21,0.19,0.21,0.2,0.18,0.19,0.15,0.16,0.19,0.19,0.18,0.19,0.16,0.16,0.21,0.29,0.19,0.18,0.17,0.18,0.17,0.17,0.18,0.19,0.18,0.17,0.19,0.16,0.17,0.14,0.15,0.15,0.16,0.18,0.16,0.14,0.12,0.12,0.15,0.15,0.17,0.13,0.15,0.12,0.16,0.14,0.14,0.13,0.14,0.15,0.16,0.0,0.0,0.13,0.13,0.14,0.11,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.13,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.11,0.1,0.43,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.25999999999999
08/25/2021,5.83,5.75,3.44,2.16,2.08,1.98,1.36,1.3,1.32,1.18,1.19,0.98,1.02,0.8,0.88,0.89,0.78,0.8,0.76,0.78,0.68,0.56,0.61,0.58,0.62,0.53,0.62,0.68,0.56,0.55,0.49,0.55,0.53,0.54,0.55,0.46,0.5,0.53,0.49,0.52,0.54,0.49,0.51,0.43,0.51,0.45,0.44,0.4,0.4,0.35,0.4,0.41,0.42,0.39,0.37,0.41,0.36,0.32,0.37,0.37,0.34,0.38,0.0,0.32,0.29,0.33,0.34,0.29,0.33,0.31,0.31,0.28,0.31,0.32,0.28,0.28,0.26,0.3,0.28,0.27,0.28,0.27,0.26,0.26,0.23,0.22,0.25,0.2,0.2,0.25,0.2,0.21,0.21,0.18,0.23,0.23,0.21,0.23,0.22,0.22,0.22,0.18,0.18,0.2,0.21,0.19,0.21,0.2,0.18,0.19,0.15,0.16,0.19,0.19,0.18,0.19,0.16,0.16,0.21,0.29,0.19,0.18,0.17,0.18,0.17,0.17,0.18,0.19,0.18,0.17,0.19,0.16,0.17,0.14,0.15,0.15,0.16,0.18,0.16,0.14,0.12,0.12,0.15,0.15,0.17,0.13,0.15,0.12,0.16,0.14,0.14,0.13,0.14,0.15,0.16,0.0,0.0,0.13,0.13,0.14,0.11,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.13,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.43,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.25999999999999
08/26/2021,5.84,5.71,3.48,2.17,2.1,2.0,1.35,1.36,1.35,1.18,1.16,0.99,1.0,0.81,0.87,0.88,0.79,0.8,0.77,0.78,0.68,0.58,0.61,0.57,0.63,0.53,0.61,0.7,0.56,0.54,0.49,0.54,0.52,0.54,0.54,0.47,0.49,0.53,0.49,0.51,0.53,0.49,0.5,0.43,0.5,0.44,0.43,0.4,0.39,0.35,0.4,0.4,0.41,0.38,0.37,0.4,0.36,0.32,0.36,0.38,0.34,0.38,0.0,0.32,0.3,0.33,0.34,0.3,0.33,0.31,0.31,0.29,0.31,0.33,0.28,0.28,0.26,0.3,0.28,0.27,0.28,0.27,0.26,0.26,0.23,0.22,0.24,0.21,0.2,0.25,0.2,0.22,0.21,0.18,0.23,0.22,0.21,0.22,0.22,0.22,0.23,0.18,0.18,0.2,0.2,0.19,0.21,0.2,0.18,0.19,0.15,0.16,0.19,0.19,0.18,0.19,0.15,0.16,0.21,0.31,0.19,0.17,0.16,0.18,0.17,0.18,0.18,0.18,0.18,0.17,0.2,0.16,0.16,0.14,0.15,0.16,0.16,0.17,0.16,0.14,0.12,0.12,0.15,0.15,0.17,0.13,0.15,0.12,0.16,0.14,0.14,0.13,0.14,0.14,0.16,0.0,0.0,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.1,0.0,0.0,0.12,0.0,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.44,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.26
08/27/2021,5.83,5.66,3.52,2.17,2.11,2.01,1.35,1.35,1.36,1.19,1.15,0.98,0.99,0.82,0.86,0.87,0.79,0.81,0.78,0.78,0.68,0.58,0.61,0.57,0.62,0.54,0.62,0.67,0.55,0.54,0.49,0.53,0.52,0.54,0.54,0.47,0.49,0.52,0.49,0.51,0.52,0.5,0.5,0.43,0.51,0.44,0.44,0.4,0.39,0.35,0.4,0.4,0.41,0.38,0.36,0.4,0.37,0.32,0.36,0.38,0.34,0.38,0.0,0.32,0.3,0.33,0.35,0.3,0.32,0.31,0.31,0.29,0.31,0.32,0.28,0.28,0.26,0.3,0.28,0.28,0.27,0.27,0.26,0.26,0.23,0.22,0.24,0.21,0.2,0.24,0.2,0.23,0.21,0.18,0.22,0.22,0.21,0.22,0.22,0.22,0.23,0.19,0.18,0.2,0.2,0.18,0.21,0.2,0.18,0.19,0.15,0.16,0.19,0.19,0.18,0.19,0.16,0.16,0.21,0.3,0.19,0.17,0.16,0.17,0.18,0.17,0.19,0.18,0.18,0.16,0.2,0.16,0.16,0.14,0.15,0.15,0.16,0.17,0.16,0.14,0.12,0.13,0.15,0.15,0.17,0.13,0.15,0.13,0.16,0.13,0.15,0.13,0.14,0.14,0.16,0.0,0.0,0.13,0.13,0.14,0.11,0.14,0.13,0.13,0.13,0.11,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.13,0.12,0.0,0.12,0.14,0.11,0.12,0.12,0.0,0.11,0.12,0.1,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.44,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.24000000000001
08/30/2021,5.77,5.61,3.54,2.17,2.12,2.02,1.35,1.37,1.35,1.22,1.14,0.97,0.98,0.8,0.85,0.87,0.77,0.8,0.79,0.78,0.67,0.58,0.61,0.56,0.64,0.53,0.62,0.66,0.56,0.54,0.48,0.53,0.53,0.53,0.54,0.47,0.48,0.53,0.49,0.5,0.52,0.51,0.49,0.43,0.5,0.44,0.45,0.4,0.39,0.35,0.4,0.4,0.41,0.37,0.37,0.4,0.37,0.32,0.36,0.38,0.34,0.39,0.0,0.32,0.3,0.33,0.35,0.3,0.32,0.31,0.31,0.29,0.31,0.32,0.28,0.28,0.27,0.31,0.3,0.28,0.27,0.27,0.26,0.26,0.23,0.22,0.24,0.21,0.2,0.24,0.2,0.23,0.2,0.18,0.22,0.22,0.2,0.22,0.22,0.22,0.22,0.19,0.18,0.2,0.2,0.18,0.21,0.2,0.18,0.19,0.15,0.16,0.19,0.19,0.18,0.19,0.15,0.16,0.21,0.3,0.19,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.16,0.21,0.16,0.16,0.14,0.15,0.22,0.16,0.17,0.16,0.14,0.12,0.13,0.16,0.15,0.17,0.13,0.15,0.13,0.16,0.14,0.15,0.12,0.14,0.14,0.16,0.0,0.0,0.13,0.13,0.14,0.11,0.13,0.13,0.13,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.17
