,BRK.B,T,WMT,AAPL,AMZN,BAC,XOM,MSFT,VZ,JPM,CVS,FB,UNH,WFC,GOOGL,GOOG,CVX,INTC,JNJ,GM,CMCSA,C,COF,PFE,MS,F,CSCO,IBM,PG,PM,ORCL,MET,GS,HD,CI,AIG,PRU,ALL,MPC,KO,PSX,UPS,ABBV,DIS,MRK,PEP,WBA,TGT,AFL,USB,RTX,ANTM,CB,GE,COST,AXP,VLO,CHTR,MCK,MO,TMUS,MDT,KR,LMT,MMM,PNC,ACN,SYF,GILD,LYB,KHC,LLY,BMY,AMGN,AVGO,MCD,DUK,V,COP,EXC,HON,UNP,SO,TFC,CNC,MU,NEE,FDX,TSN,BLK,ABT,MDLZ,DD,LIN,LOW,BK,CCL,CRM,PGR,TRV,CAT,TXN,HCA,PYPL,GD,SCHW,HPE,KMI,D,NVDA,TSLA,DHR,TMO,BA,NKE,BIIB,HUM,ADBE,ABC,ADM,CAH,NOC,UAL,QCOM,HPQ,PFG,SLB,STATE STREET INSTITUTIONAL LIQ STATE STR,JCI,STT,EOG,AEP,ETN,DAL,DOW,WRK,CME,NFLX,LUMN,OXY,DE,BBY,SRE,DFS,EBAY,NEM,L,IP,SBUX,ADP,CCI,SYY,MA,NSC,HIG,TJX,PLD,LNC,PPL,KMB,GIS,CSX,WMB,AMT,AMAT,ED,REGN,FIS,PEG,MRO,CL,DISH,BKNG,EMR,AMP,MMC,XEL,DXC,KEY,CFG,CMI,TAP,APD,RF,FISV,SYK,WELL,LEN,NUE,WM,FITB,DG,BDX,PCAR,ETR,HBAN,DVA,LVS,VIAC,BEN,AFG,PSA,WEC,SSIXX,State Street Instl Liquid Reserves Prem,ICE,RSG,DHI,ARW,CBRE,GEN.,n/a,4970.T,GE.,KSS,ES,DKS,ADI,JBL,BKR,MTB,DVN,SHW,O,CAR,M,AMD,DLTR,SUM
09/01/2021,2.62,2.16,2.24,2.09,1.63,1.84,1.35,1.48,1.3,1.34,1.23,1.24,1.07,1.18,1.15,1.1,0.92,0.84,0.86,0.71,0.84,0.87,0.89,0.81,0.75,0.58,0.67,0.6,0.58,0.53,0.54,0.52,0.55,0.48,0.41,0.53,0.47,0.46,0.43,0.42,0.35,0.38,0.42,0.41,0.38,0.4,0.39,0.38,0.4,0.38,0.36,0.35,0.4,0.36,0.39,0.34,0.3,0.37,0.36,0.35,0.31,0.34,0.38,0.3,0.31,0.31,0.33,0.31,0.3,0.29,0.26,0.31,0.28,0.25,0.29,0.27,0.27,0.25,0.24,0.27,0.26,0.25,0.27,0.26,0.21,0.22,0.27,0.22,0.26,0.25,0.25,0.23,0.23,0.25,0.24,0.26,0.22,0.25,0.22,0.23,0.22,0.22,0.25,0.2,0.22,0.22,0.22,0.18,0.21,0.22,0.22,0.23,0.21,0.19,0.21,0.2,0.18,0.21,0.2,0.19,0.17,0.18,0.17,0.18,0.17,0.19,0.15,0.0,0.18,0.19,0.14,0.17,0.18,0.15,0.16,0.15,0.14,0.15,0.13,0.12,0.16,0.15,0.14,0.16,0.15,0.12,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.14,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.14,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.14,0.11,0.11,0.1,0.1,0.0,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.13
09/02/2021,2.62,2.17,2.27,2.15,1.67,1.8,1.34,1.51,1.3,1.32,1.25,1.27,1.07,1.15,1.16,1.11,0.92,0.84,0.87,0.7,0.85,0.85,0.83,0.81,0.75,0.57,0.67,0.6,0.58,0.54,0.55,0.51,0.54,0.48,0.41,0.52,0.47,0.45,0.43,0.43,0.35,0.38,0.42,0.41,0.38,0.41,0.39,0.38,0.4,0.38,0.36,0.35,0.4,0.36,0.4,0.33,0.3,0.38,0.36,0.35,0.31,0.34,0.39,0.3,0.31,0.31,0.33,0.3,0.3,0.29,0.26,0.32,0.29,0.25,0.29,0.27,0.27,0.25,0.24,0.28,0.27,0.24,0.27,0.26,0.21,0.22,0.27,0.22,0.26,0.25,0.25,0.24,0.23,0.25,0.24,0.25,0.21,0.25,0.22,0.23,0.22,0.22,0.26,0.21,0.22,0.22,0.22,0.18,0.21,0.22,0.22,0.24,0.22,0.18,0.21,0.2,0.18,0.21,0.2,0.19,0.17,0.19,0.17,0.19,0.17,0.19,0.15,0.0,0.18,0.19,0.13,0.17,0.18,0.15,0.16,0.15,0.14,0.16,0.13,0.12,0.16,0.15,0.14,0.15,0.15,0.12,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.12,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.11,0.13,0.12,0.13,0.14,0.1,0.12,0.1,0.11,0.12,0.12,0.13,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.14,0.11,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.24000000000001
09/03/2021,2.62,2.18,2.27,2.14,1.69,1.81,1.33,1.5,1.31,1.31,1.27,1.27,1.06,1.09,1.16,1.11,0.9,0.84,0.87,0.7,0.86,0.86,0.84,0.8,0.75,0.57,0.67,0.61,0.58,0.54,0.54,0.51,0.54,0.48,0.42,0.52,0.47,0.45,0.43,0.43,0.35,0.38,0.42,0.41,0.38,0.41,0.4,0.38,0.4,0.38,0.36,0.35,0.4,0.36,0.4,0.33,0.3,0.38,0.36,0.36,0.31,0.34,0.39,0.29,0.31,0.31,0.33,0.3,0.31,0.29,0.26,0.31,0.28,0.26,0.29,0.27,0.27,0.24,0.23,0.27,0.27,0.24,0.27,0.26,0.21,0.22,0.27,0.22,0.26,0.25,0.25,0.24,0.23,0.25,0.24,0.25,0.21,0.25,0.22,0.23,0.22,0.22,0.26,0.21,0.22,0.21,0.22,0.18,0.21,0.22,0.22,0.23,0.22,0.19,0.21,0.2,0.18,0.21,0.2,0.19,0.17,0.19,0.17,0.19,0.17,0.19,0.15,0.0,0.18,0.19,0.13,0.17,0.18,0.15,0.16,0.15,0.14,0.16,0.14,0.12,0.16,0.15,0.14,0.15,0.15,0.12,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.13,0.12,0.12,0.14,0.1,0.12,0.1,0.11,0.12,0.12,0.13,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.13,0.11,0.11,0.1,0.1,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.17
09/06/2021,2.61,2.2,2.27,2.16,1.68,1.78,1.34,1.49,1.31,1.31,1.28,1.26,1.08,1.05,1.15,1.1,0.91,0.83,0.87,0.7,0.88,0.85,0.81,0.81,0.75,0.57,0.68,0.6,0.58,0.55,0.55,0.51,0.54,0.48,0.43,0.53,0.46,0.44,0.42,0.43,0.34,0.39,0.39,0.41,0.38,0.41,0.41,0.38,0.39,0.37,0.36,0.36,0.4,0.36,0.4,0.32,0.29,0.38,0.37,0.36,0.3,0.34,0.4,0.29,0.31,0.31,0.33,0.29,0.3,0.28,0.26,0.32,0.28,0.26,0.28,0.27,0.27,0.24,0.24,0.28,0.26,0.24,0.27,0.26,0.21,0.22,0.28,0.22,0.26,0.25,0.26,0.23,0.23,0.25,0.24,0.25,0.21,0.25,0.22,0.23,0.22,0.22,0.25,0.21,0.23,0.21,0.22,0.18,0.21,0.22,0.22,0.24,0.22,0.19,0.2,0.19,0.18,0.21,0.21,0.19,0.17,0.18,0.17,0.19,0.17,0.19,0.15,0.0,0.18,0.19,0.13,0.17,0.18,0.15,0.16,0.15,0.14,0.16,0.14,0.13,0.16,0.15,0.14,0.15,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.14,0.1,0.12,0.1,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.1,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.11
09/07/2021,2.59,2.2,2.29,2.18,1.69,1.78,1.33,1.49,1.32,1.31,1.29,1.26,1.08,1.05,1.15,1.1,0.91,0.83,0.88,0.7,0.88,0.85,0.79,0.81,0.75,0.56,0.68,0.6,0.59,0.55,0.55,0.51,0.54,0.49,0.43,0.53,0.46,0.45,0.42,0.43,0.34,0.39,0.39,0.41,0.39,0.41,0.41,0.38,0.39,0.37,0.36,0.35,0.4,0.35,0.4,0.32,0.29,0.37,0.37,0.36,0.3,0.34,0.39,0.29,0.31,0.31,0.34,0.29,0.3,0.27,0.26,0.32,0.28,0.26,0.29,0.27,0.27,0.24,0.24,0.28,0.26,0.24,0.27,0.26,0.21,0.22,0.28,0.22,0.26,0.25,0.26,0.23,0.22,0.25,0.24,0.25,0.2,0.25,0.22,0.23,0.22,0.22,0.26,0.21,0.23,0.21,0.22,0.18,0.21,0.22,0.22,0.24,0.22,0.18,0.2,0.19,0.18,0.21,0.21,0.19,0.17,0.18,0.17,0.18,0.17,0.19,0.15,0.0,0.18,0.19,0.13,0.17,0.18,0.15,0.16,0.15,0.14,0.16,0.13,0.12,0.16,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.14,0.1,0.12,0.1,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.1,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1
09/08/2021,2.59,2.2,2.29,2.18,1.7,1.78,1.33,1.49,1.32,1.31,1.29,1.26,1.08,1.05,1.16,1.11,0.91,0.83,0.88,0.7,0.88,0.85,0.79,0.81,0.75,0.56,0.68,0.6,0.59,0.56,0.55,0.51,0.54,0.49,0.43,0.53,0.46,0.45,0.42,0.43,0.34,0.39,0.39,0.41,0.39,0.41,0.41,0.38,0.39,0.37,0.36,0.35,0.4,0.35,0.4,0.32,0.29,0.38,0.37,0.36,0.31,0.34,0.39,0.29,0.31,0.31,0.34,0.29,0.3,0.27,0.26,0.32,0.28,0.26,0.29,0.27,0.27,0.24,0.24,0.28,0.26,0.24,0.27,0.26,0.21,0.22,0.28,0.22,0.26,0.25,0.26,0.23,0.22,0.25,0.24,0.25,0.2,0.25,0.22,0.23,0.22,0.22,0.26,0.21,0.23,0.21,0.22,0.18,0.21,0.22,0.22,0.24,0.22,0.18,0.2,0.19,0.18,0.21,0.21,0.19,0.18,0.18,0.17,0.19,0.17,0.19,0.15,0.0,0.18,0.19,0.13,0.17,0.18,0.15,0.16,0.15,0.14,0.16,0.13,0.12,0.16,0.15,0.14,0.15,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.14,0.1,0.12,0.1,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.1,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.19
09/09/2021,2.59,2.2,2.29,2.18,1.7,1.78,1.33,1.49,1.32,1.31,1.29,1.26,1.08,1.05,1.16,1.11,0.91,0.83,0.88,0.7,0.88,0.85,0.79,0.81,0.75,0.56,0.68,0.6,0.59,0.56,0.55,0.51,0.54,0.49,0.43,0.53,0.46,0.45,0.42,0.43,0.34,0.39,0.39,0.41,0.39,0.41,0.41,0.38,0.39,0.37,0.36,0.35,0.4,0.35,0.4,0.32,0.29,0.38,0.37,0.36,0.31,0.34,0.39,0.29,0.31,0.31,0.34,0.29,0.3,0.27,0.26,0.32,0.28,0.26,0.29,0.27,0.27,0.24,0.24,0.28,0.26,0.24,0.27,0.26,0.21,0.22,0.28,0.22,0.26,0.25,0.26,0.23,0.22,0.25,0.24,0.25,0.2,0.25,0.22,0.23,0.22,0.22,0.26,0.21,0.23,0.21,0.22,0.18,0.21,0.22,0.22,0.24,0.22,0.18,0.2,0.19,0.18,0.21,0.21,0.19,0.18,0.18,0.17,0.19,0.17,0.19,0.15,0.0,0.18,0.19,0.13,0.17,0.18,0.15,0.16,0.15,0.14,0.16,0.13,0.12,0.16,0.15,0.14,0.15,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.14,0.1,0.12,0.1,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.1,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.19
09/10/2021,2.58,2.2,2.28,2.23,1.72,1.81,1.34,1.5,1.31,1.32,1.28,1.29,1.08,1.06,1.17,1.12,0.91,0.84,0.87,0.7,0.86,0.85,0.8,0.82,0.76,0.57,0.68,0.6,0.59,0.56,0.54,0.51,0.54,0.49,0.43,0.53,0.47,0.44,0.43,0.43,0.34,0.39,0.38,0.42,0.38,0.41,0.41,0.38,0.39,0.37,0.36,0.36,0.4,0.35,0.4,0.32,0.3,0.37,0.37,0.36,0.3,0.34,0.39,0.29,0.29,0.32,0.34,0.28,0.3,0.27,0.26,0.31,0.28,0.25,0.29,0.27,0.27,0.24,0.24,0.28,0.26,0.24,0.27,0.26,0.21,0.22,0.28,0.22,0.25,0.25,0.26,0.23,0.22,0.25,0.24,0.25,0.21,0.25,0.21,0.23,0.22,0.22,0.26,0.22,0.23,0.21,0.22,0.18,0.21,0.22,0.23,0.24,0.22,0.18,0.2,0.19,0.18,0.21,0.21,0.19,0.18,0.18,0.17,0.19,0.17,0.18,0.15,0.0,0.18,0.18,0.13,0.17,0.18,0.15,0.16,0.15,0.14,0.17,0.13,0.12,0.15,0.14,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.1,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2
09/13/2021,2.59,2.22,2.28,2.2,1.72,1.8,1.33,1.49,1.31,1.32,1.27,1.29,1.07,1.07,1.17,1.12,0.91,0.84,0.85,0.7,0.86,0.85,0.8,0.81,0.76,0.57,0.68,0.6,0.59,0.54,0.55,0.51,0.53,0.5,0.43,0.53,0.47,0.45,0.42,0.43,0.33,0.38,0.38,0.43,0.37,0.42,0.41,0.38,0.39,0.37,0.36,0.35,0.4,0.35,0.41,0.32,0.29,0.37,0.37,0.36,0.3,0.34,0.4,0.29,0.3,0.32,0.34,0.29,0.3,0.27,0.27,0.3,0.27,0.25,0.29,0.27,0.27,0.24,0.24,0.28,0.26,0.24,0.28,0.26,0.21,0.22,0.28,0.21,0.25,0.25,0.26,0.23,0.22,0.25,0.24,0.25,0.21,0.25,0.21,0.23,0.22,0.22,0.26,0.21,0.23,0.22,0.21,0.18,0.22,0.22,0.23,0.24,0.22,0.18,0.21,0.18,0.19,0.21,0.21,0.19,0.18,0.18,0.17,0.18,0.17,0.19,0.14,0.0,0.18,0.18,0.13,0.17,0.18,0.15,0.15,0.15,0.14,0.17,0.14,0.12,0.15,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.14,0.13,0.14,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.13,0.12,0.13,0.13,0.11,0.12,0.1,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.13,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.17
09/14/2021,2.6,2.22,2.28,2.14,1.73,1.78,1.34,1.5,1.32,1.32,1.26,1.3,1.05,1.07,1.16,1.11,0.92,0.85,0.85,0.72,0.86,0.84,0.8,0.81,0.76,0.57,0.67,0.6,0.6,0.55,0.56,0.51,0.54,0.5,0.41,0.53,0.47,0.45,0.42,0.43,0.33,0.39,0.38,0.42,0.37,0.42,0.4,0.38,0.39,0.37,0.36,0.34,0.4,0.35,0.41,0.33,0.29,0.37,0.37,0.37,0.3,0.34,0.37,0.29,0.3,0.32,0.34,0.29,0.31,0.27,0.27,0.3,0.27,0.25,0.29,0.28,0.27,0.24,0.24,0.28,0.26,0.24,0.27,0.25,0.2,0.23,0.28,0.21,0.25,0.25,0.26,0.23,0.22,0.25,0.24,0.24,0.21,0.25,0.21,0.23,0.22,0.22,0.26,0.21,0.23,0.21,0.21,0.18,0.21,0.23,0.23,0.24,0.23,0.18,0.21,0.18,0.18,0.21,0.21,0.2,0.18,0.18,0.16,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.13,0.17,0.18,0.15,0.15,0.16,0.14,0.17,0.13,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.14,0.1,0.12,0.1,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.16
09/15/2021,2.6,2.22,2.28,2.14,1.73,1.78,1.34,1.5,1.32,1.32,1.26,1.3,1.05,1.07,1.16,1.11,0.92,0.85,0.85,0.72,0.86,0.84,0.8,0.81,0.76,0.57,0.67,0.6,0.6,0.55,0.56,0.51,0.54,0.5,0.41,0.53,0.47,0.45,0.42,0.43,0.33,0.39,0.38,0.42,0.37,0.42,0.4,0.38,0.39,0.37,0.36,0.34,0.4,0.35,0.41,0.33,0.29,0.37,0.37,0.37,0.3,0.34,0.37,0.29,0.3,0.32,0.34,0.29,0.31,0.27,0.27,0.3,0.27,0.25,0.29,0.28,0.27,0.24,0.24,0.28,0.26,0.24,0.27,0.25,0.2,0.23,0.28,0.21,0.25,0.25,0.26,0.23,0.22,0.25,0.24,0.24,0.21,0.25,0.21,0.23,0.22,0.22,0.26,0.21,0.23,0.21,0.21,0.18,0.21,0.23,0.23,0.24,0.23,0.18,0.21,0.18,0.18,0.21,0.21,0.2,0.18,0.18,0.16,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.13,0.17,0.18,0.15,0.15,0.16,0.14,0.17,0.13,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.14,0.1,0.12,0.1,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.16
09/16/2021,2.6,2.23,2.25,2.14,1.71,1.8,1.36,1.49,1.32,1.33,1.26,1.28,1.07,1.1,1.16,1.11,0.93,0.87,0.84,0.74,0.86,0.85,0.81,0.78,0.76,0.58,0.67,0.6,0.6,0.54,0.55,0.52,0.54,0.5,0.42,0.54,0.47,0.45,0.43,0.43,0.33,0.39,0.38,0.42,0.37,0.42,0.4,0.38,0.39,0.38,0.36,0.35,0.4,0.36,0.41,0.33,0.3,0.37,0.37,0.36,0.3,0.33,0.37,0.29,0.3,0.32,0.34,0.3,0.3,0.27,0.27,0.3,0.27,0.25,0.29,0.28,0.27,0.24,0.24,0.29,0.26,0.23,0.27,0.26,0.21,0.23,0.28,0.22,0.25,0.25,0.26,0.23,0.22,0.25,0.24,0.24,0.21,0.24,0.21,0.23,0.22,0.22,0.26,0.21,0.23,0.21,0.21,0.18,0.21,0.22,0.23,0.23,0.22,0.18,0.2,0.18,0.18,0.21,0.21,0.2,0.17,0.18,0.16,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.14,0.17,0.17,0.15,0.15,0.15,0.14,0.16,0.14,0.13,0.15,0.14,0.14,0.15,0.15,0.12,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.15,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.13,0.1,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.25
09/17/2021,2.6,2.23,2.27,2.14,1.72,1.77,1.36,1.52,1.32,1.32,1.26,1.29,1.08,1.12,1.17,1.12,0.92,0.87,0.84,0.74,0.81,0.84,0.8,0.79,0.75,0.58,0.67,0.6,0.61,0.55,0.54,0.51,0.54,0.5,0.41,0.54,0.47,0.45,0.43,0.44,0.32,0.38,0.38,0.42,0.37,0.42,0.39,0.38,0.39,0.38,0.36,0.35,0.4,0.35,0.41,0.33,0.3,0.36,0.37,0.35,0.3,0.34,0.36,0.29,0.29,0.32,0.34,0.29,0.3,0.27,0.27,0.29,0.27,0.25,0.3,0.28,0.27,0.24,0.24,0.29,0.26,0.23,0.27,0.25,0.21,0.23,0.28,0.21,0.25,0.25,0.26,0.24,0.22,0.25,0.24,0.24,0.21,0.25,0.21,0.23,0.22,0.23,0.26,0.21,0.23,0.21,0.2,0.18,0.21,0.22,0.23,0.24,0.22,0.18,0.2,0.17,0.18,0.21,0.21,0.2,0.17,0.18,0.16,0.18,0.16,0.19,0.15,0.0,0.18,0.18,0.14,0.17,0.17,0.15,0.15,0.15,0.14,0.16,0.14,0.13,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.15,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.1,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.18
09/20/2021,2.59,2.24,2.26,2.13,1.73,1.78,1.38,1.54,1.31,1.32,1.28,1.27,1.08,1.12,1.17,1.12,0.92,0.87,0.84,0.75,0.83,0.85,0.82,0.78,0.75,0.6,0.66,0.6,0.6,0.55,0.54,0.52,0.52,0.51,0.41,0.53,0.46,0.44,0.43,0.43,0.32,0.38,0.38,0.42,0.36,0.42,0.4,0.39,0.39,0.38,0.36,0.36,0.4,0.35,0.41,0.33,0.3,0.36,0.37,0.35,0.29,0.34,0.35,0.28,0.29,0.32,0.34,0.3,0.31,0.27,0.27,0.29,0.26,0.25,0.3,0.28,0.27,0.24,0.25,0.28,0.26,0.23,0.27,0.25,0.21,0.23,0.28,0.21,0.25,0.24,0.26,0.23,0.22,0.25,0.25,0.24,0.21,0.25,0.21,0.23,0.22,0.23,0.27,0.21,0.22,0.21,0.2,0.18,0.21,0.22,0.23,0.24,0.22,0.18,0.2,0.18,0.18,0.22,0.21,0.2,0.17,0.18,0.16,0.18,0.16,0.19,0.16,0.0,0.18,0.18,0.15,0.17,0.17,0.15,0.15,0.15,0.14,0.16,0.14,0.13,0.15,0.14,0.15,0.15,0.15,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.15,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.14,0.1,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.12,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.25
