,PM,MO,ABBV,T,VZ,PFE,CSCO,KO,IBM,AVGO,MMM,C,GILD,USB,DUK,TFC,SO,DOW,KHC,BX,KMB,MET,D,GIS,EXC,AEP,LUMN,HPQ,PPL,K,FITB,PEG,PSA,CCI,FE,IP,ED,EIX,RF,ETR,DTE,AM,BEN,OMC,SJM,MTB,AGR,CAH,NTAP,IPG,EVRG,NWL,BKR,FNF,CNA,FANG,ARES,WSO,FHN,EQR,AVB,PBCT,O,WU,PNW,EXR,IRM,NRG,UGI,TFSL,NI,NYCB,ORI,OGE,OMF,GLPI,JNPR,PEAK,MDU,APAM,VICI,HRB,MCY,UNM,HBI,FLO,SNV,LEG,BXP,ESS,FAF,VLY,OLN,NAVI,CFR,UMPQ,WisdomTree US Total Dividend ETF,CC,UBSI,R,MPW,XRX,VGR,UDR,NFG,CUBE,OZK,INGR,BGS,WBS,KTB,CCOI,FHB,CPT,ISBC,POR,MC,HE,NNN,BKH,ANAT,NJR,GCMG,STOR,ALE,SR,MSM,RCII,PPBI,KIM,VIRT,CMP,ASB,SJI,BRX,COR,SWX,CATY,NWE,FHI,SLG,AVA,MDC,SRC,FFBC,RILY,BOH,CBT,LSI,NWBI,ACC,HTA,WSBC,SFNC,STAG,SBRA,CVBF,FULT,ONB,PDCO,PFS,COLB,BKE,AUB,TDS,HOPE,HR,HIW,JW.A,UVV,AROC,DLX,IBOC,KRO,WAFD,SAFT,HCSG,RGR,LXP,NSA,SASR,DEI,PRK,GEF/B,PCH,BANR,CUZ,DOC,RYN,NHI,CFFN,OTTR,FIBK,TRMK,NWN,CHCO,HNI,HPP,CWEN.A,SWM,ILPT,Greif Inc Class B,BDN,n/a,UNIT,KALU,KW,EPRT,DTD,FRG,FCF,DCOM,GEF.B,HEES,SBSI,BUSE,XOM,CVX,MRK,MS,BMY,AMGN,DVN,LMT,KMI,NEM,PRU,EOG,WBA,OKE,MPC,SRE,WEC,SPG,AFL,ALL,ES,CMS,PFG,KEY,CAG,HPE,CFG,DRI,CPB,WPC,OGN,LNT,WELL,PKG,ATO,CMA,VTR,ETRN,OHI,HFC,CHK,LAMR,REYN,DTM,CIVI,RGA,SON,REG,PB,KRC,FRT,FNB,OGS,FBP,CBRL,AIRC,BNL,NUS,SUM
08/09/2021,5.67,5.3,5.24,4.35,4.45,5.16,4.25,4.12,3.71,3.51,3.21,2.74,2.16,1.69,1.84,1.56,1.59,1.3,1.18,1.48,1.19,1.11,1.15,1.01,0.94,0.88,0.69,0.74,0.72,0.65,0.57,0.62,0.59,0.57,0.59,0.53,0.58,0.47,0.41,0.43,0.44,0.35,0.38,0.34,0.38,0.33,0.35,0.34,0.31,0.33,0.32,0.26,0.25,0.28,0.26,0.2,0.29,0.25,0.22,0.26,0.25,0.2,0.23,0.2,0.2,0.22,0.21,0.2,0.2,0.19,0.2,0.21,0.18,0.19,0.19,0.19,0.19,0.2,0.18,0.17,0.17,0.17,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.13,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.1,0.07,0.09,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.03,0.04,0.03,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.19
08/10/2021,5.61,5.29,5.17,4.33,4.4,5.1,4.2,4.12,3.71,3.46,3.19,2.82,2.12,1.73,1.82,1.61,1.59,1.31,1.18,1.43,1.18,1.17,1.15,1.0,0.95,0.87,0.7,0.74,0.73,0.66,0.58,0.62,0.58,0.57,0.58,0.53,0.58,0.47,0.42,0.43,0.44,0.35,0.39,0.35,0.38,0.34,0.35,0.3,0.31,0.34,0.32,0.27,0.25,0.29,0.26,0.21,0.29,0.24,0.23,0.26,0.25,0.21,0.23,0.21,0.21,0.22,0.21,0.21,0.2,0.19,0.2,0.21,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.18,0.17,0.17,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.15,0.15,0.13,0.13,0.15,0.13,0.14,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.11,0.07,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.03,0.04,0.03,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.19
08/11/2021,5.61,5.29,5.17,4.33,4.4,5.1,4.2,4.12,3.71,3.46,3.19,2.82,2.12,1.73,1.82,1.61,1.59,1.31,1.18,1.43,1.18,1.17,1.15,1.0,0.95,0.87,0.7,0.74,0.73,0.66,0.58,0.62,0.58,0.57,0.58,0.53,0.58,0.47,0.42,0.43,0.44,0.35,0.39,0.35,0.38,0.34,0.35,0.3,0.31,0.34,0.32,0.27,0.25,0.29,0.26,0.21,0.29,0.24,0.23,0.26,0.25,0.21,0.23,0.21,0.21,0.22,0.21,0.21,0.2,0.19,0.2,0.21,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.18,0.17,0.17,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.15,0.15,0.13,0.13,0.15,0.13,0.14,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.11,0.07,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.03,0.04,0.03,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.19
08/13/2021,5.61,5.31,5.16,4.32,4.39,5.2,4.19,4.12,3.64,3.46,3.18,2.84,2.12,1.73,1.81,1.61,1.6,1.31,1.18,1.43,1.19,1.17,1.15,1.01,0.94,0.87,0.7,0.74,0.73,0.66,0.58,0.62,0.59,0.57,0.58,0.54,0.59,0.47,0.42,0.44,0.44,0.35,0.4,0.35,0.38,0.34,0.36,0.29,0.31,0.33,0.32,0.27,0.25,0.29,0.26,0.2,0.28,0.24,0.23,0.26,0.25,0.21,0.23,0.21,0.21,0.22,0.21,0.21,0.2,0.19,0.19,0.21,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.18,0.17,0.17,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.15,0.13,0.13,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.08,0.08,0.09,0.08,0.07,0.09,0.08,0.11,0.07,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.03,0.04,0.03,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.21
08/16/2021,5.57,5.32,5.08,4.31,4.37,5.18,4.17,4.08,3.61,3.41,3.21,2.91,2.13,1.76,1.81,1.65,1.6,1.34,1.18,1.42,1.17,1.19,1.15,1.01,0.95,0.86,0.73,0.76,0.72,0.66,0.59,0.61,0.59,0.55,0.58,0.54,0.59,0.48,0.43,0.44,0.44,0.35,0.41,0.36,0.38,0.35,0.36,0.3,0.31,0.34,0.32,0.27,0.25,0.3,0.26,0.2,0.27,0.24,0.23,0.25,0.24,0.21,0.23,0.21,0.2,0.22,0.22,0.21,0.2,0.2,0.19,0.21,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.15,0.15,0.17,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.0,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.11,0.07,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25000000000004
08/17/2021,5.64,5.34,5.17,4.29,4.37,5.39,4.19,4.09,3.62,3.41,3.17,2.85,2.16,1.74,1.78,1.6,1.58,1.32,1.18,1.41,1.18,1.19,1.15,1.02,0.95,0.86,0.7,0.72,0.72,0.67,0.59,0.61,0.59,0.56,0.58,0.53,0.59,0.47,0.43,0.44,0.43,0.34,0.4,0.35,0.38,0.34,0.36,0.29,0.31,0.34,0.32,0.27,0.25,0.3,0.25,0.19,0.29,0.24,0.23,0.25,0.24,0.21,0.23,0.2,0.2,0.22,0.21,0.21,0.2,0.19,0.19,0.21,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.11,0.07,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.22
08/18/2021,5.64,5.34,5.17,4.29,4.37,5.39,4.19,4.09,3.62,3.41,3.17,2.85,2.16,1.74,1.78,1.6,1.58,1.32,1.18,1.41,1.18,1.19,1.15,1.02,0.95,0.86,0.7,0.72,0.72,0.67,0.59,0.61,0.59,0.56,0.58,0.53,0.59,0.47,0.43,0.44,0.43,0.34,0.4,0.35,0.38,0.34,0.36,0.29,0.31,0.34,0.32,0.27,0.25,0.3,0.25,0.19,0.29,0.24,0.23,0.25,0.24,0.21,0.23,0.2,0.2,0.22,0.21,0.21,0.2,0.19,0.19,0.21,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.11,0.07,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.22
08/19/2021,5.64,5.34,5.17,4.29,4.37,5.39,4.19,4.09,3.62,3.41,3.17,2.85,2.16,1.74,1.78,1.6,1.58,1.32,1.18,1.41,1.18,1.19,1.15,1.02,0.95,0.86,0.7,0.72,0.72,0.67,0.59,0.61,0.59,0.56,0.58,0.53,0.59,0.47,0.43,0.44,0.43,0.34,0.4,0.35,0.38,0.34,0.36,0.29,0.31,0.34,0.32,0.27,0.25,0.3,0.25,0.19,0.29,0.24,0.23,0.25,0.24,0.21,0.23,0.2,0.2,0.22,0.21,0.21,0.2,0.19,0.19,0.21,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.11,0.07,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.22
08/20/2021,5.68,5.3,5.25,4.28,4.37,5.42,4.17,4.1,3.62,3.41,3.19,2.81,2.17,1.71,1.8,1.59,1.6,1.31,1.18,1.41,1.2,1.17,1.16,1.02,0.95,0.86,0.7,0.73,0.72,0.68,0.58,0.61,0.6,0.56,0.58,0.53,0.59,0.47,0.42,0.44,0.43,0.34,0.39,0.35,0.38,0.34,0.36,0.3,0.3,0.34,0.33,0.27,0.25,0.3,0.25,0.18,0.28,0.24,0.23,0.25,0.24,0.21,0.23,0.2,0.2,0.22,0.21,0.2,0.2,0.19,0.19,0.21,0.19,0.19,0.17,0.18,0.19,0.19,0.18,0.17,0.16,0.17,0.14,0.14,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.15,0.13,0.14,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.1,0.07,0.09,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.18
08/23/2021,5.67,5.36,5.27,4.29,4.39,5.54,4.14,4.08,3.57,3.33,3.14,2.81,2.21,1.69,1.82,1.57,1.61,1.3,1.16,1.39,1.2,1.17,1.17,1.02,0.95,0.87,0.68,0.71,0.73,0.68,0.58,0.61,0.61,0.56,0.58,0.53,0.59,0.49,0.42,0.45,0.44,0.33,0.38,0.35,0.38,0.34,0.36,0.3,0.3,0.34,0.33,0.26,0.25,0.3,0.25,0.18,0.28,0.24,0.23,0.25,0.24,0.2,0.23,0.2,0.21,0.22,0.21,0.21,0.2,0.19,0.19,0.21,0.19,0.19,0.17,0.19,0.19,0.19,0.18,0.17,0.16,0.17,0.14,0.14,0.16,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.15,0.13,0.13,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.03,0.0,0.0,0.0,0.24,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.24
08/24/2021,5.67,5.36,5.31,4.23,4.37,5.45,4.35,4.07,3.54,3.35,3.09,2.76,2.21,1.67,1.81,1.56,1.64,1.27,1.15,1.41,1.21,1.16,1.2,1.03,0.97,0.88,0.69,0.71,0.74,0.68,0.58,0.62,0.61,0.57,0.59,0.53,0.59,0.5,0.42,0.46,0.44,0.33,0.38,0.34,0.38,0.33,0.36,0.29,0.3,0.33,0.33,0.25,0.24,0.3,0.25,0.17,0.27,0.24,0.22,0.25,0.24,0.2,0.23,0.2,0.2,0.22,0.21,0.21,0.2,0.19,0.2,0.21,0.19,0.19,0.17,0.18,0.19,0.19,0.18,0.17,0.16,0.17,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.15,0.13,0.13,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.24,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.2
