,PGR,PFE,CAH,PRU,XOM,VZ,IBM,WBA,DOW,MMM,PM,LYB,GILD,DUK,MO,SO,IP,LUMN,NEE,K,EIX,KMI,PFG,UNM,AMCR,ED,FE,NWL,ETR,OKE,STX,IPG,ORI,R,WMB,AFG,CFG,KEY,PPL,XRX,BEN,RF,HBAN,SPG,MCY,WU,LEG,FLO,IRM,NAVI,VTR,PNW,OGE,MSM,FHN,CMA,HRB,NLOK,JHG,TNL,SR,PBCT,NYCB,O,NFG,FGXXX,FHI,VLY,UMPQ,FNB,ETRN,CMP,MPW,ALE,NWE,UBSI,KIM,VNO,FULT,OHI,AM,ACC,FRT,STOR,HIW,NNN,LSI,OFC,COR,WRI,SRC,DOC,UE,ABBV,T,COST,KHC,GIS,D,CSX,VLO,NI,HR,WING,KD WI,ONL,LMT,MRK,KMB,AEP,NEM,CVX,HBI,EVRG,SWX,PEAK,HPP,SLG,SUM
09/24/2021,3.9,4.5,4.48,4.32,1.98,4.55,4.47,4.56,3.72,2.94,2.58,2.93,2.34,2.07,1.82,1.83,0.0,1.76,1.41,1.19,1.2,0.12,1.12,1.03,1.05,1.1,0.91,0.86,0.89,0.1,0.91,0.0,0.76,0.0,0.07,0.65,0.0,0.62,0.55,0.6,0.65,0.0,0.42,0.44,0.33,0.4,0.41,0.36,0.35,0.31,0.31,0.32,0.27,0.26,0.28,0.25,0.3,0.21,0.21,0.0,0.18,0.17,0.14,0.15,0.13,0.87,0.11,0.12,0.11,0.11,0.0,0.08,0.11,0.1,0.1,0.09,0.0,0.12,0.0,0.07,0.0,0.07,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.0,0.05,0.03,0.02,4.61,4.52,4.51,2.26,1.55,1.19,0.95,0.68,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/27/2021,3.88,4.48,4.46,4.39,2.02,4.52,4.5,4.53,3.75,2.94,2.57,2.95,2.32,2.05,1.82,1.81,0.0,1.75,1.4,1.19,1.21,0.12,1.13,1.03,1.05,1.1,0.91,0.86,0.87,0.1,0.92,0.0,0.77,0.0,0.07,0.65,0.0,0.63,0.55,0.6,0.66,0.0,0.42,0.45,0.33,0.4,0.41,0.36,0.35,0.3,0.31,0.31,0.27,0.26,0.29,0.25,0.3,0.21,0.21,0.0,0.18,0.17,0.14,0.15,0.14,0.87,0.11,0.12,0.11,0.11,0.0,0.08,0.11,0.1,0.1,0.09,0.0,0.12,0.0,0.07,0.0,0.07,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.0,0.05,0.03,0.02,4.55,4.5,4.49,2.26,1.59,1.18,0.95,0.7,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/28/2021,3.86,4.5,4.48,4.53,2.09,4.55,4.57,4.57,3.82,2.97,2.59,3.02,2.33,2.04,1.84,1.8,0.0,1.77,1.39,1.19,1.19,0.13,1.16,1.05,1.06,1.09,0.91,0.87,0.84,0.1,0.94,0.0,0.77,0.0,0.07,0.66,0.0,0.65,0.55,0.61,0.68,0.0,0.44,0.45,0.33,0.4,0.41,0.36,0.35,0.3,0.31,0.31,0.27,0.26,0.3,0.26,0.3,0.21,0.21,0.0,0.17,0.18,0.14,0.15,0.14,0.0,0.12,0.13,0.11,0.11,0.0,0.08,0.11,0.1,0.1,0.1,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.0,0.05,0.03,0.02,4.59,4.53,4.49,2.27,1.6,1.17,0.96,0.72,0.39,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/29/2021,3.84,4.45,4.45,4.53,2.1,4.53,4.57,4.54,3.76,2.95,2.59,3.0,2.3,2.03,1.82,1.79,0.0,1.79,1.37,1.19,1.18,0.13,1.16,1.05,1.05,1.09,0.91,0.85,0.82,0.1,0.95,0.0,0.77,0.0,0.07,0.65,0.0,0.65,0.55,0.61,0.68,0.0,0.44,0.45,0.33,0.4,0.41,0.36,0.35,0.31,0.3,0.31,0.27,0.26,0.3,0.27,0.3,0.21,0.21,0.0,0.17,0.18,0.14,0.14,0.14,0.31,0.12,0.13,0.12,0.11,0.0,0.08,0.11,0.1,0.1,0.1,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.0,0.05,0.03,0.02,4.55,4.5,4.62,2.27,1.6,1.17,0.96,0.72,0.39,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/30/2021,3.84,4.45,4.45,4.53,2.1,4.53,4.57,4.54,3.76,2.95,2.59,3.0,2.3,2.03,1.82,1.79,0.0,1.79,1.37,1.19,1.18,0.13,1.16,1.05,1.05,1.09,0.91,0.85,0.82,0.1,0.95,0.0,0.77,0.0,0.07,0.65,0.0,0.65,0.55,0.61,0.68,0.0,0.44,0.45,0.33,0.4,0.41,0.36,0.35,0.31,0.3,0.31,0.27,0.26,0.3,0.27,0.3,0.21,0.21,0.0,0.17,0.18,0.14,0.14,0.14,0.31,0.12,0.13,0.12,0.11,0.0,0.08,0.11,0.1,0.1,0.1,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.0,0.05,0.03,0.02,4.55,4.5,4.62,2.27,1.6,1.17,0.96,0.72,0.39,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/01/2021,3.79,4.37,4.45,4.62,2.19,4.52,4.58,4.53,3.94,2.93,2.5,3.11,2.26,2.01,1.81,1.76,0.0,1.81,1.32,1.2,1.18,0.14,1.18,1.09,1.05,1.08,0.9,0.86,0.81,0.11,0.93,0.0,0.77,0.0,0.09,0.64,0.0,0.67,0.54,0.62,0.67,0.0,0.47,0.46,0.34,0.43,0.41,0.36,0.35,0.3,0.3,0.31,0.28,0.26,0.32,0.29,0.3,0.21,0.21,0.0,0.17,0.2,0.15,0.14,0.14,0.04,0.12,0.15,0.13,0.13,0.01,0.08,0.12,0.1,0.1,0.11,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.57,4.52,4.44,2.28,1.57,1.15,0.97,0.77,0.39,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/04/2021,3.8,4.39,4.46,4.6,2.17,4.5,4.6,4.55,3.87,2.93,2.51,3.07,2.28,2.02,1.82,1.76,0.0,1.82,1.32,1.21,1.15,0.14,1.17,1.09,1.04,1.09,0.89,0.85,0.82,0.11,0.91,0.0,0.77,0.0,0.09,0.63,0.0,0.67,0.55,0.6,0.65,0.0,0.46,0.45,0.34,0.42,0.41,0.37,0.35,0.26,0.31,0.31,0.28,0.26,0.32,0.29,0.3,0.21,0.21,0.0,0.18,0.2,0.15,0.14,0.14,0.08,0.12,0.15,0.13,0.13,0.01,0.08,0.12,0.1,0.1,0.11,0.0,0.13,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.6,4.52,4.45,2.33,1.59,1.16,0.95,0.75,0.39,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
10/05/2021,3.84,4.41,4.35,4.65,2.17,4.55,4.68,4.48,3.86,2.89,2.44,3.06,2.29,2.04,1.73,1.78,0.0,1.74,1.35,1.21,1.16,0.14,1.17,1.11,1.05,1.09,0.89,0.8,0.82,0.11,0.92,0.0,0.78,0.0,0.09,0.64,0.0,0.67,0.54,0.6,0.65,0.0,0.47,0.45,0.34,0.42,0.4,0.37,0.35,0.27,0.31,0.31,0.28,0.26,0.32,0.29,0.3,0.21,0.21,0.0,0.18,0.2,0.16,0.14,0.14,0.1,0.12,0.15,0.13,0.13,0.01,0.08,0.12,0.1,0.1,0.12,0.0,0.12,0.0,0.07,0.0,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.65,4.53,4.51,2.32,1.6,1.16,0.95,0.77,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/06/2021,3.82,4.36,4.36,4.65,2.23,4.53,4.78,4.41,3.89,2.88,2.45,3.09,2.22,2.04,1.72,1.75,0.0,1.76,1.35,1.2,1.14,0.14,1.18,1.13,1.05,1.07,0.89,0.81,0.81,0.12,0.93,0.0,0.79,0.0,0.09,0.64,0.0,0.69,0.54,0.62,0.65,0.0,0.47,0.46,0.34,0.42,0.4,0.37,0.35,0.26,0.31,0.31,0.28,0.27,0.32,0.3,0.3,0.21,0.21,0.0,0.18,0.2,0.16,0.14,0.14,0.13,0.12,0.15,0.13,0.13,0.01,0.08,0.12,0.1,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.65,4.51,4.45,2.29,1.6,1.14,0.96,0.8,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000003
10/07/2021,3.79,4.31,4.31,4.63,2.26,4.55,4.8,4.4,3.86,2.87,2.45,3.06,2.19,2.09,1.75,1.77,0.0,1.79,1.35,1.21,1.16,0.14,1.17,1.14,1.04,1.09,0.89,0.8,0.83,0.12,0.93,0.0,0.79,0.0,0.09,0.64,0.0,0.69,0.55,0.61,0.64,0.0,0.47,0.45,0.34,0.42,0.41,0.37,0.35,0.26,0.31,0.32,0.28,0.27,0.32,0.3,0.31,0.21,0.21,0.0,0.18,0.2,0.16,0.14,0.15,0.13,0.12,0.15,0.13,0.13,0.02,0.08,0.12,0.1,0.1,0.12,0.0,0.13,0.0,0.06,0.0,0.07,0.08,0.06,0.06,0.05,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.63,4.53,4.37,2.3,1.62,1.16,0.97,0.81,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/08/2021,3.79,4.31,4.31,4.63,2.26,4.55,4.8,4.4,3.86,2.87,2.45,3.06,2.19,2.09,1.75,1.77,0.0,1.79,1.35,1.21,1.16,0.14,1.17,1.14,1.04,1.09,0.89,0.8,0.83,0.12,0.93,0.0,0.79,0.0,0.09,0.64,0.0,0.69,0.55,0.61,0.64,0.0,0.47,0.45,0.34,0.42,0.41,0.37,0.35,0.26,0.31,0.32,0.28,0.27,0.32,0.3,0.31,0.21,0.21,0.0,0.18,0.2,0.16,0.14,0.15,0.13,0.12,0.15,0.13,0.13,0.02,0.08,0.12,0.1,0.1,0.12,0.0,0.13,0.0,0.06,0.0,0.07,0.08,0.06,0.06,0.05,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.63,4.53,4.37,2.3,1.62,1.16,0.97,0.81,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/11/2021,3.79,4.3,4.23,4.71,2.2,4.46,4.69,4.47,3.85,2.87,2.41,3.13,2.19,2.07,1.73,1.76,0.0,1.75,1.37,1.18,1.17,0.14,1.23,1.18,1.05,1.1,0.9,0.8,0.84,0.12,0.89,0.0,0.82,0.0,0.09,0.68,0.0,0.69,0.54,0.63,0.65,0.0,0.47,0.45,0.34,0.42,0.4,0.39,0.35,0.26,0.3,0.29,0.28,0.28,0.32,0.3,0.3,0.21,0.23,0.0,0.18,0.2,0.16,0.14,0.16,0.09,0.12,0.15,0.13,0.13,0.02,0.08,0.12,0.1,0.1,0.12,0.0,0.13,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.69,4.46,4.45,2.29,1.61,1.15,1.01,0.81,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/12/2021,3.79,4.3,4.23,4.71,2.2,4.46,4.69,4.47,3.85,2.87,2.41,3.13,2.19,2.07,1.73,1.76,0.0,1.75,1.37,1.18,1.17,0.14,1.23,1.18,1.05,1.1,0.9,0.8,0.84,0.12,0.89,0.0,0.82,0.0,0.09,0.68,0.0,0.69,0.54,0.63,0.65,0.0,0.47,0.45,0.34,0.42,0.4,0.39,0.35,0.26,0.3,0.29,0.28,0.28,0.32,0.3,0.3,0.21,0.23,0.0,0.18,0.2,0.16,0.14,0.16,0.09,0.12,0.15,0.13,0.13,0.02,0.08,0.12,0.1,0.1,0.12,0.0,0.13,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.69,4.46,4.45,2.29,1.61,1.15,1.01,0.81,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/13/2021,3.79,4.3,4.23,4.71,2.2,4.46,4.69,4.47,3.85,2.87,2.41,3.13,2.19,2.07,1.73,1.76,0.0,1.75,1.37,1.18,1.17,0.14,1.23,1.18,1.05,1.1,0.9,0.8,0.84,0.12,0.89,0.0,0.82,0.0,0.09,0.68,0.0,0.69,0.54,0.63,0.65,0.0,0.47,0.45,0.34,0.42,0.4,0.39,0.35,0.26,0.3,0.29,0.28,0.28,0.32,0.3,0.3,0.21,0.23,0.0,0.18,0.2,0.16,0.14,0.16,0.09,0.12,0.15,0.13,0.13,0.02,0.08,0.12,0.1,0.1,0.12,0.0,0.13,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.69,4.46,4.45,2.29,1.61,1.15,1.01,0.81,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/14/2021,3.79,4.3,4.23,4.71,2.2,4.46,4.69,4.47,3.85,2.87,2.41,3.13,2.19,2.07,1.73,1.76,0.0,1.75,1.37,1.18,1.17,0.14,1.23,1.18,1.05,1.1,0.9,0.8,0.84,0.12,0.89,0.0,0.82,0.0,0.09,0.68,0.0,0.69,0.54,0.63,0.65,0.0,0.47,0.45,0.34,0.42,0.4,0.39,0.35,0.26,0.3,0.29,0.28,0.28,0.32,0.3,0.3,0.21,0.23,0.0,0.18,0.2,0.16,0.14,0.16,0.09,0.12,0.15,0.13,0.13,0.02,0.08,0.12,0.1,0.1,0.12,0.0,0.13,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.69,4.46,4.45,2.29,1.61,1.15,1.01,0.81,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/15/2021,3.83,4.27,4.24,4.81,2.25,4.35,4.75,4.46,3.86,2.87,2.42,3.14,2.2,2.06,1.75,1.75,0.0,1.69,1.32,1.19,1.15,0.15,1.24,1.23,1.04,1.1,0.89,0.8,0.84,0.12,0.9,0.0,0.82,0.0,0.09,0.67,0.0,0.7,0.54,0.62,0.65,0.0,0.47,0.45,0.34,0.42,0.4,0.39,0.35,0.27,0.3,0.29,0.27,0.28,0.32,0.3,0.3,0.21,0.23,0.0,0.18,0.2,0.16,0.15,0.16,0.09,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.09,0.11,0.0,0.13,0.0,0.06,0.0,0.07,0.07,0.06,0.07,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.7,4.32,4.46,2.29,1.63,1.14,1.03,0.84,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/18/2021,3.84,4.24,4.19,4.74,2.24,4.32,4.72,4.48,3.8,2.9,2.49,3.12,2.2,2.09,1.81,1.78,0.0,1.69,1.37,1.17,1.17,0.15,1.22,1.19,1.05,1.14,0.89,0.8,0.84,0.12,0.88,0.0,0.81,0.0,0.1,0.67,0.0,0.7,0.55,0.61,0.63,0.0,0.47,0.47,0.34,0.42,0.4,0.4,0.35,0.27,0.3,0.29,0.28,0.28,0.32,0.3,0.29,0.21,0.22,0.0,0.19,0.2,0.17,0.15,0.16,0.14,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.1,0.11,0.0,0.13,0.0,0.07,0.0,0.07,0.08,0.06,0.07,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.65,4.23,4.44,2.31,1.64,1.16,1.04,0.85,0.41,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/19/2021,3.75,4.2,4.2,4.77,2.24,4.3,4.73,4.74,3.87,2.91,2.49,3.14,2.18,2.08,1.81,1.77,0.0,1.68,1.37,1.16,1.15,0.15,1.23,1.19,1.05,1.12,0.9,0.8,0.84,0.13,0.9,0.0,0.81,0.0,0.1,0.66,0.0,0.71,0.55,0.61,0.65,0.0,0.47,0.47,0.33,0.42,0.4,0.4,0.36,0.27,0.3,0.29,0.28,0.28,0.32,0.29,0.29,0.21,0.23,0.0,0.19,0.2,0.16,0.15,0.16,0.06,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.09,0.11,0.0,0.13,0.0,0.07,0.0,0.07,0.08,0.06,0.07,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.6,4.22,4.42,2.3,1.63,1.15,1.05,0.85,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
10/20/2021,3.8,4.18,4.19,4.8,2.26,4.32,4.77,4.57,3.88,2.93,2.48,3.16,2.16,2.05,1.81,1.77,0.0,1.66,1.38,1.16,1.17,0.15,1.23,1.19,1.06,1.1,0.9,0.8,0.83,0.13,0.89,0.0,0.82,0.0,0.1,0.66,0.0,0.7,0.55,0.61,0.64,0.0,0.48,0.47,0.33,0.43,0.4,0.39,0.36,0.27,0.3,0.29,0.28,0.28,0.32,0.29,0.29,0.21,0.23,0.0,0.18,0.2,0.16,0.15,0.16,0.12,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.09,0.11,0.0,0.13,0.0,0.07,0.0,0.07,0.08,0.06,0.07,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.61,4.23,4.44,2.28,1.62,1.14,1.07,0.84,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/21/2021,3.78,4.19,4.14,4.83,2.27,4.32,4.73,4.55,3.9,2.95,2.47,3.16,2.12,2.06,1.8,1.76,0.0,1.67,1.37,1.16,1.17,0.15,1.24,1.2,1.06,1.08,0.9,0.81,0.83,0.13,0.89,0.0,0.81,0.0,0.1,0.66,0.0,0.7,0.55,0.6,0.64,0.0,0.48,0.49,0.33,0.43,0.41,0.39,0.36,0.27,0.3,0.28,0.28,0.29,0.32,0.3,0.29,0.21,0.23,0.0,0.18,0.2,0.17,0.15,0.16,0.12,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.09,0.11,0.0,0.13,0.0,0.07,0.0,0.07,0.08,0.06,0.07,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.56,4.2,4.56,2.29,1.62,1.13,1.08,0.84,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/22/2021,3.85,4.23,4.2,4.85,2.29,4.33,4.68,4.48,3.89,2.94,2.41,3.14,2.14,2.07,1.78,1.76,0.0,1.68,1.38,1.15,1.17,0.15,1.24,1.21,1.06,1.09,0.91,0.81,0.83,0.13,0.88,0.0,0.82,0.0,0.09,0.66,0.0,0.7,0.55,0.61,0.64,0.0,0.48,0.48,0.33,0.41,0.4,0.39,0.36,0.27,0.3,0.28,0.28,0.29,0.33,0.3,0.29,0.21,0.22,0.0,0.18,0.2,0.17,0.15,0.16,0.12,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.09,0.11,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.53,4.21,4.58,2.27,1.61,1.17,1.07,0.86,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/25/2021,3.88,4.25,4.2,4.89,2.28,4.38,4.62,4.46,3.89,2.9,2.41,3.13,2.11,2.06,1.78,1.76,0.0,1.72,1.4,1.14,1.19,0.15,1.24,1.22,1.05,1.1,0.91,0.81,0.83,0.12,0.87,0.0,0.82,0.0,0.09,0.66,0.0,0.71,0.55,0.6,0.64,0.0,0.49,0.48,0.33,0.4,0.41,0.39,0.36,0.27,0.31,0.28,0.28,0.28,0.33,0.3,0.29,0.21,0.22,0.0,0.18,0.21,0.16,0.15,0.16,0.12,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.09,0.11,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.06,0.07,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.52,4.21,4.55,2.25,1.62,1.18,1.06,0.85,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/26/2021,3.91,4.29,4.21,4.89,2.25,4.39,4.21,4.56,3.87,2.92,2.41,3.06,2.13,2.09,1.78,1.79,0.0,1.7,1.4,1.15,1.2,0.14,1.23,1.2,1.06,1.11,0.91,0.82,0.84,0.12,0.89,0.0,0.82,0.0,0.09,0.68,0.0,0.72,0.55,0.61,0.64,0.0,0.48,0.48,0.33,0.4,0.41,0.39,0.36,0.27,0.3,0.28,0.28,0.27,0.32,0.3,0.29,0.21,0.23,0.0,0.18,0.21,0.17,0.15,0.16,0.12,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.09,0.11,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.56,4.22,4.65,2.23,1.62,1.2,1.09,0.87,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/27/2021,3.91,4.29,4.21,4.89,2.25,4.39,4.21,4.56,3.87,2.92,2.41,3.06,2.13,2.09,1.78,1.79,0.0,1.7,1.4,1.15,1.2,0.14,1.23,1.2,1.06,1.11,0.91,0.82,0.84,0.12,0.89,0.0,0.82,0.0,0.09,0.68,0.0,0.72,0.55,0.61,0.64,0.0,0.48,0.48,0.33,0.4,0.41,0.39,0.36,0.27,0.3,0.28,0.28,0.27,0.32,0.3,0.29,0.21,0.23,0.0,0.18,0.21,0.17,0.15,0.16,0.12,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.09,0.11,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.56,4.22,4.65,2.23,1.62,1.2,1.09,0.87,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/28/2021,3.97,4.3,4.17,4.9,2.3,4.31,4.17,4.55,3.83,2.91,2.41,3.09,2.15,2.08,1.76,1.74,0.0,1.66,1.41,1.14,1.23,0.15,1.24,1.19,1.06,1.11,0.92,0.79,0.83,0.13,0.96,0.0,0.82,0.0,0.09,0.67,0.0,0.72,0.55,0.6,0.66,0.0,0.49,0.49,0.34,0.39,0.41,0.39,0.37,0.26,0.29,0.28,0.28,0.27,0.32,0.31,0.29,0.22,0.22,0.0,0.18,0.21,0.16,0.16,0.16,0.12,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.09,0.12,0.0,0.13,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.54,4.19,4.76,2.21,1.6,1.18,1.11,0.88,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/29/2021,3.97,4.3,4.17,4.9,2.3,4.31,4.17,4.55,3.83,2.91,2.41,3.09,2.15,2.08,1.76,1.74,0.0,1.66,1.41,1.14,1.23,0.15,1.24,1.19,1.06,1.11,0.92,0.79,0.83,0.13,0.96,0.0,0.82,0.0,0.09,0.67,0.0,0.72,0.55,0.6,0.66,0.0,0.49,0.49,0.34,0.39,0.41,0.39,0.37,0.26,0.29,0.28,0.28,0.27,0.32,0.31,0.29,0.22,0.22,0.0,0.18,0.21,0.16,0.16,0.16,0.12,0.12,0.15,0.13,0.13,0.02,0.09,0.12,0.1,0.09,0.12,0.0,0.13,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.04,0.04,0.03,4.54,4.19,4.76,2.21,1.6,1.18,1.11,0.88,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
11/01/2021,3.96,4.36,4.13,4.89,2.34,4.39,4.16,4.44,3.71,2.9,2.41,3.04,2.15,2.12,1.78,1.77,0.0,1.64,1.44,1.16,1.28,0.14,1.21,1.18,1.07,1.13,0.94,0.78,0.84,0.13,0.97,0.0,0.8,0.0,0.09,0.67,0.0,0.71,0.56,0.53,0.66,0.0,0.48,0.49,0.34,0.38,0.41,0.39,0.37,0.26,0.3,0.29,0.28,0.28,0.32,0.3,0.27,0.21,0.22,0.0,0.18,0.2,0.15,0.16,0.16,0.13,0.12,0.15,0.13,0.12,0.02,0.08,0.13,0.1,0.09,0.11,0.0,0.13,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.05,0.04,0.03,4.61,4.16,4.84,2.26,1.61,1.19,1.13,0.85,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
