,Us Dollars,ORCL,GOOGL,AAPL,IT,CRUS,AYI,MSCI,TGT,MTD,HCA,ORLY,BRKR,WAT,TPX,WH,CHTR,CHDN,AN,FICO,QCOM,HPQ,TMO,QRVO,A,AMED,ANTM,CE,WSM,NSC,VOYA,GWW,UNP,WMT,PII,HD,MOH,KR,LB,STT,DG,TTC,DECK,HON,FB,CDW,DD,FCN,CMI,SHW,TXT,HSY,LOW,NVR,EBAY,ODFL,ATUS,LII,KSU,CI,LKQ,ALL,DVA,AMP,BRK.B,SEE,MAS,MET,BWA,CSL,EQH,KEYS,LPX,SPOT,NUE,NXST,JEF,LRCX,GS,RHI,L,KLAC,ARW,FL,KSS,BBY,GNTX,BEN,SLM,VVV,MAN,PHM,FNF,OC,TOL,QRTEA,MHK,BOKF,AOS,ACM,AFG,VSCO WI,n/a,BBWI WI,VSCO,HWM,EVR,DFS,CTVA,KEY,JPM,COF,USB,CSX,LNC,HRB,CMA,ESI,AFL,LBRDK,SYF,BAC,BK,BPOP,JBL,ULTA,PRU,MCO,ALLY,DBX,HIG,AMH,SCI,DKS,AMAT,DPZ,HRC,MCK,AAP,TSCO,AZO,STLD,CCK,LH,DGX,HOLX,SUM
09/08/2021,0.0,1.09,1.12,1.08,1.21,0.95,0.96,1.16,0.97,1.08,1.15,0.98,1.15,1.16,1.06,0.93,1.08,1.05,1.04,0.89,0.98,0.94,1.07,0.92,1.17,0.67,0.95,0.97,1.07,0.9,0.99,0.93,0.93,1.03,0.86,0.99,1.03,1.17,0.0,1.06,0.98,0.95,1.01,0.99,1.02,1.1,0.88,0.97,0.95,1.07,1.01,0.98,1.01,0.93,1.05,1.12,0.78,0.92,0.98,0.87,0.97,0.97,1.04,1.04,0.97,0.99,1.0,0.97,0.84,1.04,0.97,1.13,1.02,0.89,1.13,0.94,1.03,0.92,1.05,1.11,0.95,1.04,0.98,0.88,0.97,0.94,0.89,0.95,0.83,0.9,0.98,0.92,1.04,0.92,1.04,0.79,0.94,0.95,0.97,1.01,1.05,0.0,0.6,0.86,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/09/2021,0.0,1.09,1.12,1.08,1.21,0.95,0.96,1.16,0.97,1.08,1.15,0.98,1.15,1.16,1.06,0.93,1.08,1.05,1.04,0.89,0.98,0.94,1.07,0.92,1.17,0.67,0.95,0.97,1.07,0.9,0.99,0.93,0.93,1.03,0.86,0.99,1.03,1.17,0.0,1.06,0.98,0.95,1.01,0.99,1.02,1.1,0.88,0.97,0.95,1.07,1.01,0.98,1.01,0.93,1.05,1.12,0.78,0.92,0.98,0.87,0.97,0.97,1.04,1.04,0.97,0.99,1.0,0.97,0.84,1.04,0.97,1.13,1.02,0.89,1.13,0.94,1.03,0.92,1.05,1.11,0.95,1.04,0.98,0.88,0.97,0.94,0.89,0.95,0.83,0.9,0.98,0.92,1.04,0.92,1.04,0.79,0.94,0.95,0.97,1.01,1.05,0.0,0.6,0.86,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/10/2021,0.0,1.08,1.14,1.11,1.22,0.97,0.95,1.19,0.97,1.1,1.16,0.98,1.15,1.17,1.07,0.94,1.07,1.08,1.02,0.89,0.99,0.92,1.09,0.91,1.17,0.67,0.95,0.97,1.05,0.9,0.99,0.92,0.93,1.03,0.84,0.99,1.02,1.17,0.0,1.04,0.99,0.94,1.02,0.98,1.05,1.11,0.88,0.97,0.94,1.07,1.0,0.97,1.02,0.94,1.03,1.13,0.76,0.91,0.98,0.88,0.98,0.96,1.04,1.04,0.97,0.98,0.97,0.98,0.85,1.03,0.97,1.14,1.02,0.92,1.15,0.93,1.05,0.9,1.06,1.11,0.96,1.05,0.98,0.83,0.97,0.93,0.89,0.94,0.83,0.91,0.97,0.92,1.03,0.91,1.05,0.78,0.95,0.95,0.97,1.01,1.06,0.0,0.62,0.86,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07000000000002
09/13/2021,0.0,1.1,1.14,1.1,1.24,1.0,0.95,1.18,0.98,1.1,1.19,1.0,1.15,1.17,1.12,0.95,1.06,1.08,1.04,0.89,0.98,0.9,1.09,0.9,1.17,0.68,0.94,0.97,1.1,0.9,1.0,0.91,0.92,1.03,0.85,1.01,0.98,1.17,0.0,1.02,0.99,0.94,1.01,0.99,1.04,1.1,0.87,0.97,0.94,1.05,1.01,0.98,1.01,0.94,1.01,1.09,0.77,0.91,0.97,0.87,0.98,0.97,1.03,1.04,0.97,0.95,0.98,0.98,0.84,1.02,0.96,1.14,1.01,0.89,1.13,0.93,1.06,0.91,1.04,1.13,0.96,1.08,0.97,0.84,0.95,0.94,0.9,0.95,0.83,0.93,0.98,0.84,1.03,0.92,1.01,0.78,0.94,0.94,0.96,1.01,1.04,0.0,0.64,0.86,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/14/2021,0.0,1.11,1.12,1.07,1.24,1.01,0.96,1.19,0.99,1.12,1.19,1.01,1.15,1.17,1.12,0.96,1.07,1.07,1.05,0.88,0.99,0.9,1.1,0.91,1.18,0.68,0.91,0.98,1.1,0.9,1.0,0.92,0.91,1.03,0.87,1.01,0.97,1.09,0.0,1.03,0.98,0.95,1.05,0.99,1.05,1.1,0.88,0.96,0.95,1.07,1.0,0.99,1.02,0.95,1.02,1.11,0.76,0.91,0.96,0.84,0.99,0.97,0.99,1.04,0.97,0.96,0.99,0.99,0.86,1.02,0.94,1.15,1.02,0.9,1.14,0.92,1.06,0.92,1.05,1.13,0.95,1.09,0.98,0.82,0.92,0.94,0.91,0.95,0.84,0.93,0.97,0.84,1.03,0.92,1.02,0.78,0.93,0.93,0.95,1.01,1.03,0.0,0.65,0.85,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/15/2021,0.0,1.11,1.12,1.07,1.24,1.01,0.96,1.19,0.99,1.12,1.19,1.01,1.15,1.17,1.12,0.96,1.07,1.07,1.05,0.88,0.99,0.9,1.1,0.91,1.18,0.68,0.91,0.98,1.1,0.9,1.0,0.92,0.91,1.03,0.87,1.01,0.97,1.09,0.0,1.03,0.98,0.95,1.05,0.99,1.05,1.1,0.88,0.96,0.95,1.07,1.0,0.99,1.02,0.95,1.02,1.11,0.76,0.91,0.96,0.84,0.99,0.97,0.99,1.04,0.97,0.96,0.99,0.99,0.86,1.02,0.94,1.15,1.02,0.9,1.14,0.92,1.06,0.92,1.05,1.13,0.95,1.09,0.98,0.82,0.92,0.94,0.91,0.95,0.84,0.93,0.97,0.84,1.03,0.92,1.02,0.78,0.93,0.93,0.95,1.01,1.03,0.0,0.65,0.85,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/16/2021,0.0,1.11,1.12,1.07,1.24,1.01,0.96,1.19,0.99,1.12,1.19,1.01,1.15,1.17,1.12,0.96,1.07,1.07,1.05,0.88,0.99,0.9,1.1,0.91,1.18,0.68,0.91,0.98,1.1,0.9,1.0,0.92,0.91,1.03,0.87,1.01,0.97,1.09,0.0,1.03,0.98,0.95,1.05,0.99,1.05,1.1,0.88,0.96,0.95,1.07,1.0,0.99,1.02,0.95,1.02,1.11,0.76,0.91,0.96,0.84,0.99,0.97,0.99,1.04,0.97,0.96,0.99,0.99,0.86,1.02,0.94,1.15,1.02,0.9,1.14,0.92,1.06,0.92,1.05,1.13,0.95,1.09,0.98,0.82,0.92,0.94,0.91,0.95,0.84,0.93,0.97,0.84,1.03,0.92,1.02,0.78,0.93,0.93,0.95,1.01,1.03,0.0,0.65,0.85,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/17/2021,0.0,1.08,1.14,1.07,1.24,1.02,0.95,1.2,0.99,1.1,1.19,1.02,1.11,1.15,1.13,0.99,1.04,1.09,1.08,0.86,0.99,0.9,1.09,0.93,1.15,0.64,0.94,0.97,1.1,0.9,1.0,0.91,0.9,1.03,0.88,1.03,1.01,1.08,0.0,1.02,0.98,0.94,1.11,0.99,1.05,1.08,0.86,0.96,0.95,1.07,1.0,0.99,1.03,0.93,1.01,1.11,0.76,0.89,0.97,0.85,1.01,0.98,0.99,1.05,0.98,0.97,0.99,0.99,0.86,1.01,0.94,1.15,0.99,0.89,1.09,0.94,1.07,0.94,1.06,1.13,0.95,1.12,0.96,0.79,0.92,0.93,0.93,0.96,0.82,0.96,0.97,0.84,1.04,0.93,1.0,0.78,0.93,0.95,0.94,1.0,1.02,0.0,0.66,0.85,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,0.0,1.08,1.15,1.07,1.25,1.02,0.95,1.18,0.99,1.09,1.19,1.03,1.09,1.14,1.13,0.98,1.04,1.08,1.11,0.85,0.96,0.9,1.09,0.91,1.15,0.64,0.96,0.97,1.13,0.91,0.99,0.91,0.9,1.02,0.89,1.02,1.02,1.05,0.0,1.03,0.98,0.93,1.1,0.99,1.04,1.08,0.87,0.97,0.95,1.07,1.0,0.99,1.03,0.91,1.03,1.1,0.74,0.88,0.97,0.85,1.03,0.97,0.98,1.06,0.98,0.96,0.97,1.01,0.87,1.01,0.94,1.14,0.99,0.88,1.11,0.96,1.06,0.94,1.04,1.14,0.96,1.14,0.97,0.78,0.93,0.92,0.93,0.98,0.83,0.96,0.98,0.83,1.03,0.93,1.01,0.79,0.93,0.95,0.93,1.02,1.03,0.0,0.68,0.87,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000004
09/21/2021,0.0,1.07,1.13,1.05,1.24,0.99,0.95,1.18,1.0,1.09,1.21,1.03,1.08,1.12,1.13,0.98,1.04,1.13,1.21,0.85,0.93,0.9,1.16,0.89,1.16,0.65,0.98,0.96,1.14,0.91,0.98,0.89,0.89,1.03,0.88,1.03,1.07,1.06,0.0,1.0,1.01,0.92,1.1,0.98,1.02,1.07,0.87,0.98,0.93,1.05,0.98,0.99,1.05,0.94,1.04,1.11,0.73,0.87,0.96,0.85,1.0,0.97,0.98,1.06,0.98,0.94,0.96,1.01,0.86,1.03,0.93,1.14,1.0,0.91,1.07,0.97,1.06,0.94,1.02,1.12,0.95,1.16,0.97,0.78,0.95,0.93,0.94,0.96,0.85,0.93,0.91,0.86,1.03,0.91,1.05,0.78,0.91,0.96,0.89,1.01,1.04,0.0,0.71,0.89,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/22/2021,0.0,1.07,1.13,1.05,1.24,0.99,0.95,1.18,1.0,1.09,1.21,1.03,1.08,1.12,1.13,0.98,1.04,1.13,1.21,0.85,0.93,0.9,1.16,0.89,1.16,0.65,0.98,0.96,1.14,0.91,0.98,0.89,0.89,1.03,0.88,1.03,1.07,1.06,0.0,1.0,1.01,0.92,1.1,0.98,1.02,1.07,0.87,0.98,0.93,1.05,0.98,0.99,1.05,0.94,1.04,1.11,0.73,0.87,0.96,0.85,1.0,0.97,0.98,1.06,0.98,0.94,0.96,1.01,0.86,1.03,0.93,1.14,1.0,0.91,1.07,0.97,1.06,0.94,1.02,1.12,0.95,1.16,0.97,0.78,0.95,0.93,0.94,0.96,0.85,0.93,0.91,0.86,1.03,0.91,1.05,0.78,0.91,0.96,0.89,1.01,1.04,0.0,0.71,0.89,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/23/2021,0.0,1.07,1.13,1.05,1.24,0.99,0.95,1.18,1.0,1.09,1.21,1.03,1.08,1.12,1.13,0.98,1.04,1.13,1.21,0.85,0.93,0.9,1.16,0.89,1.16,0.65,0.98,0.96,1.14,0.91,0.98,0.89,0.89,1.03,0.88,1.03,1.07,1.06,0.0,1.0,1.01,0.92,1.1,0.98,1.02,1.07,0.87,0.98,0.93,1.05,0.98,0.99,1.05,0.94,1.04,1.11,0.73,0.87,0.96,0.85,1.0,0.97,0.98,1.06,0.98,0.94,0.96,1.01,0.86,1.03,0.93,1.14,1.0,0.91,1.07,0.97,1.06,0.94,1.02,1.12,0.95,1.16,0.97,0.78,0.95,0.93,0.94,0.96,0.85,0.93,0.91,0.86,1.03,0.91,1.05,0.78,0.91,0.96,0.89,1.01,1.04,0.0,0.71,0.89,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/24/2021,0.0,1.1,1.13,1.05,1.25,1.01,0.97,1.2,1.0,1.1,1.22,1.06,1.08,1.12,1.17,0.99,1.04,1.15,1.24,0.83,0.94,0.89,1.18,0.89,1.17,0.64,0.99,0.96,1.16,0.9,0.96,0.91,0.89,1.03,0.87,1.05,1.1,1.06,0.0,0.98,1.01,0.9,1.09,0.98,1.02,1.07,0.86,0.98,0.91,1.06,0.99,0.99,1.06,0.94,1.04,1.16,0.73,0.89,0.95,0.85,0.99,0.98,0.98,1.01,0.98,0.95,0.96,0.97,0.85,1.05,0.91,1.14,0.98,0.87,1.0,0.98,1.06,0.92,1.0,1.13,0.94,1.14,0.96,0.8,0.95,0.92,0.95,0.93,0.83,0.94,0.9,0.85,1.02,0.89,1.02,0.77,0.92,0.96,0.89,0.98,1.04,0.0,0.72,0.88,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/27/2021,0.0,1.11,1.13,1.06,1.29,1.0,1.0,1.2,0.98,1.1,1.19,1.07,1.09,1.13,1.18,1.02,1.01,1.18,1.23,0.82,0.93,0.91,1.18,0.88,1.15,0.61,0.97,0.96,1.16,0.89,0.97,0.89,0.89,1.01,0.88,1.03,1.09,1.03,0.0,1.01,0.99,0.89,1.08,0.98,0.96,1.07,0.86,0.96,0.93,1.05,1.02,0.98,1.04,0.92,1.03,1.14,0.63,0.87,0.94,0.84,1.01,0.97,0.98,1.05,0.98,0.95,0.95,1.0,0.88,1.05,0.93,1.15,1.01,0.86,1.01,1.0,1.08,0.94,1.02,1.13,0.94,1.16,0.96,0.82,0.99,0.9,0.96,0.96,0.84,0.97,0.91,0.83,1.02,0.88,1.0,0.79,0.92,0.99,0.88,1.03,1.04,0.0,0.72,0.9,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/28/2021,0.0,1.12,1.14,1.06,1.29,1.0,1.0,1.21,0.98,1.1,1.19,1.07,1.09,1.1,1.17,1.05,1.01,1.19,1.24,0.82,0.93,0.9,1.18,0.88,1.15,0.59,0.98,0.99,1.17,0.9,0.96,0.9,0.9,1.01,0.88,1.03,1.11,1.03,0.0,1.01,0.98,0.88,0.98,0.98,0.98,1.08,0.86,0.96,0.93,1.04,1.02,0.99,1.05,0.92,1.03,1.16,0.59,0.87,0.94,0.84,1.02,0.97,0.97,1.06,0.98,0.95,0.94,1.0,0.88,1.05,0.94,1.14,1.0,0.84,1.03,1.03,1.08,0.94,1.02,1.14,0.94,1.16,0.97,0.76,0.98,0.88,0.97,0.97,0.84,0.96,0.9,0.84,1.02,0.87,1.0,0.79,0.92,1.0,0.87,1.04,1.04,0.0,0.73,0.9,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/29/2021,0.0,1.12,1.14,1.06,1.29,1.0,1.0,1.21,0.98,1.1,1.19,1.07,1.09,1.1,1.17,1.05,1.01,1.19,1.24,0.82,0.93,0.9,1.18,0.88,1.15,0.59,0.98,0.99,1.17,0.9,0.96,0.9,0.9,1.01,0.88,1.03,1.11,1.03,0.0,1.01,0.98,0.88,0.98,0.98,0.98,1.08,0.86,0.96,0.93,1.04,1.02,0.99,1.05,0.92,1.03,1.16,0.59,0.87,0.94,0.84,1.02,0.97,0.97,1.06,0.98,0.95,0.94,1.0,0.88,1.05,0.94,1.14,1.0,0.84,1.03,1.03,1.08,0.94,1.02,1.14,0.94,1.16,0.97,0.76,0.98,0.88,0.97,0.97,0.84,0.96,0.9,0.84,1.02,0.87,1.0,0.79,0.92,1.0,0.87,1.04,1.04,0.0,0.73,0.9,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/30/2021,0.0,1.13,1.12,1.04,1.25,1.0,1.0,1.17,0.96,1.04,1.19,1.07,1.02,1.06,1.17,1.06,1.0,1.2,1.25,0.81,0.93,0.93,1.15,0.89,1.11,0.59,0.99,1.0,1.19,0.9,0.98,0.9,0.9,1.0,0.88,1.04,1.08,1.03,0.0,1.04,0.98,0.87,0.96,0.97,0.98,1.07,0.88,0.97,0.93,1.02,1.04,0.97,1.06,0.92,1.03,1.13,0.55,0.87,0.95,0.85,1.02,0.96,0.97,1.08,0.98,0.95,0.94,1.03,0.88,1.06,0.97,1.13,1.04,0.85,1.05,1.03,1.1,0.95,1.04,1.14,0.96,1.14,0.98,0.77,0.99,0.93,0.97,0.98,0.85,0.97,0.92,0.85,1.03,0.9,1.01,0.8,0.93,1.03,0.88,1.03,1.02,0.0,0.72,0.92,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
10/01/2021,0.0,1.13,1.12,1.04,1.25,1.0,1.0,1.17,0.96,1.04,1.19,1.07,1.02,1.06,1.17,1.06,1.0,1.2,1.25,0.81,0.93,0.93,1.15,0.89,1.11,0.59,0.99,1.0,1.19,0.9,0.98,0.9,0.9,1.0,0.88,1.04,1.08,1.03,0.0,1.04,0.98,0.87,0.96,0.97,0.98,1.07,0.88,0.97,0.93,1.02,1.04,0.97,1.06,0.92,1.03,1.13,0.55,0.87,0.95,0.85,1.02,0.96,0.97,1.08,0.98,0.95,0.94,1.03,0.88,1.06,0.97,1.13,1.04,0.85,1.05,1.03,1.1,0.95,1.04,1.14,0.96,1.14,0.98,0.77,0.99,0.93,0.97,0.98,0.85,0.97,0.92,0.85,1.03,0.9,1.01,0.8,0.93,1.03,0.88,1.03,1.02,0.0,0.72,0.92,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
10/04/2021,0.0,1.14,1.1,1.04,1.23,0.98,0.99,1.11,0.96,1.01,1.19,1.07,1.04,1.05,1.17,1.08,1.0,1.21,1.25,0.8,0.92,0.94,1.13,0.88,1.08,0.57,1.0,1.0,1.19,0.91,0.97,0.91,0.9,1.01,0.91,1.04,1.08,1.06,0.0,1.04,0.99,0.9,0.96,0.98,0.96,1.05,0.88,0.97,0.95,1.01,1.05,0.97,1.05,0.92,1.02,1.14,0.56,0.87,0.96,0.85,1.03,0.96,0.99,1.08,0.99,0.95,0.94,1.04,0.91,1.06,0.98,1.09,1.05,0.84,1.06,1.03,1.11,0.92,1.03,1.15,0.97,1.1,1.0,0.79,0.98,0.94,0.98,0.96,0.85,0.98,0.92,0.84,1.03,0.89,0.98,0.81,0.93,1.03,0.88,1.02,1.01,0.0,0.73,0.92,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/05/2021,0.0,1.01,1.0,0.99,0.99,0.98,0.98,0.0,0.98,0.98,1.0,0.97,0.0,0.97,0.97,0.0,1.0,0.0,0.95,0.0,0.0,1.01,0.0,0.98,0.0,0.0,0.0,0.99,0.96,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.95,0.0,1.0,0.97,0.98,1.0,0.0,0.99,0.0,0.0,0.0,0.99,1.0,0.99,0.0,0.98,0.0,0.98,0.97,0.0,0.0,0.0,0.0,1.0,0.98,0.98,0.99,0.99,0.98,0.0,0.99,0.0,1.0,1.0,0.98,0.99,0.0,0.97,0.99,0.0,0.0,0.99,1.0,1.0,0.98,1.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,1.01,0.0,0.0,0.99,0.97,0.0,0.99,0.0,0.0,1.02,0.99,0.0,1.18,0.99,0.0,1.01,1.01,1.01,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.97,0.97,0.96,0.96,100.03
10/06/2021,0.0,1.01,1.0,0.99,0.99,0.98,0.98,0.0,0.98,0.98,1.0,0.97,0.0,0.97,0.97,0.0,1.0,0.0,0.95,0.0,0.0,1.01,0.0,0.98,0.0,0.0,0.0,0.99,0.96,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.95,0.0,1.0,0.97,0.98,1.0,0.0,0.99,0.0,0.0,0.0,0.99,1.0,0.99,0.0,0.98,0.0,0.98,0.97,0.0,0.0,0.0,0.0,1.0,0.98,0.98,0.99,0.99,0.98,0.0,0.99,0.0,1.0,1.0,0.98,0.99,0.0,0.97,0.99,0.0,0.0,0.99,1.0,1.0,0.98,1.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,1.01,0.0,0.0,0.99,0.97,0.0,0.99,0.0,0.0,1.02,0.99,0.0,1.18,0.99,0.0,1.01,1.01,1.01,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.97,0.97,0.96,0.96,100.03
10/07/2021,0.0,1.01,0.98,0.97,0.99,0.94,0.98,0.0,0.97,0.98,0.98,0.96,0.0,0.95,0.95,0.0,1.0,0.0,0.96,0.0,0.0,1.01,0.0,0.96,0.0,0.0,0.0,0.99,0.94,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.96,0.0,1.0,0.96,0.99,1.0,0.0,0.95,0.0,0.0,0.0,0.99,1.0,0.98,0.0,0.99,0.0,0.96,0.97,0.0,0.0,0.0,0.0,1.0,0.98,0.97,0.98,0.98,1.0,0.0,0.99,0.0,1.0,0.99,0.96,0.97,0.0,0.96,0.99,0.0,0.0,0.98,1.0,1.0,0.96,1.0,0.0,1.02,0.0,0.0,0.0,0.99,0.0,1.01,0.0,0.0,1.0,0.97,0.0,0.98,0.0,0.0,1.0,1.0,0.0,1.57,0.98,0.0,1.0,1.03,1.0,0.99,1.01,1.01,1.0,1.0,1.01,0.99,1.01,1.01,1.01,1.0,1.0,0.99,1.0,1.0,1.02,0.99,1.0,0.99,0.97,1.02,0.94,0.98,0.99,0.99,0.98,0.95,0.98,0.98,0.98,0.97,0.95,0.95,0.97,0.97,0.95,0.95,0.94,99.95
