,AAPL,MSFT,GOOGL,GOOG,NVDA,FB,ADBE,CRM,INTC,CSCO,AVGO,TXN,QCOM,ORCL,INTU,AMAT,IBM,AMD,NOW,MU,LRCX,ZM,ADSK,SNAP,TWLO,ADI,TWTR,DOCU,NXPI,CRWD,KLAC,MRVL,WDAY,EBAY,VEEV,MTCH,SNPS,MCHP,CDNS,MSI,PANW,HPQ,CTSH,XLNX,FTNT,TTD,SWKS,OKTA,ANSS,EPAM,MXIM,HUBS,ENPH,ETSY,CDW,DELL,RNG,CERN,VRSN,SPLK,DDOG,WORK,GRMN,IT,QRVO,WDC,TER,NET,ANET,MDB,COUP,TYL,XTSLA,Z,AKAM,PAYC,HPE,NTAP,ZEN,ON,SSNC,MPWR,ZS,STX,NLOK,NUAN,PTC,ENTG,CTXS,SEDG,AVLR,SNOW,GDDY,FICO,LUMN,CDAY,FIVN,VMW,BKI,IAC,BILL,PLTR,DT,CREE,FFIV,DXC,PFPT,DOX,AZPN,GWRE,ESTC,MANH,OLED,MKSI,DBX,LBTYK,CIEN,SMAR,JNPR,NTNX,PCTY,VMEO,PLAN,CHWY,SLAB,DLB,DASH,LITE,FEYE,AYX,POWI,PEGA,JCOM,CDK,FSLY,PSTG,CRUS,SNX,ZG,ACIW,SMTC,VIAV,BMBL,VRNT,XRX,NEWR,BLKB,LBTYA,U,UI,CARG,XM,ASAN,NCNO,BSY,WFFUT,ALGM,ANGI,MCFE,SATS,SWI,XASU1,IXTU1,USD,NABL WI,NABL,XASZ1,TEAM,ROP,APH,PINS,GLW,GLOB,LDOS,WIX,CLVT,JBL,ARW,CNXC,BRKS,VRT,CACI,IPGP,EVBG,SAIC,NCR,CHNG,TDC,NATI,AVT,MDLA,DNB,VRM,DCT,SWCH,SKLZ,JAMF,AI,PCOR,PYCR,DV,MSP,IXTZ1,WOLF,MNDT,KD WI,SUM
09/14/2021,18.15,17.29,5.46,5.2,4.79,4.53,2.69,2.12,1.86,2.09,1.74,1.51,1.38,1.39,1.33,1.07,1.05,1.09,1.09,0.71,0.73,0.55,0.54,0.6,0.48,0.78,0.42,0.46,0.5,0.45,0.46,0.43,0.43,0.4,0.36,0.38,0.43,0.37,0.4,0.35,0.39,0.29,0.34,0.33,0.36,0.27,0.25,0.27,0.28,0.3,0.0,0.25,0.18,0.24,0.24,0.2,0.15,0.19,0.19,0.22,0.26,0.0,0.22,0.23,0.17,0.15,0.17,0.21,0.16,0.22,0.16,0.16,0.15,0.13,0.16,0.2,0.16,0.18,0.12,0.17,0.14,0.18,0.17,0.14,0.14,0.13,0.11,0.14,0.11,0.12,0.14,0.17,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.09,0.15,0.1,0.11,0.09,0.1,0.07,0.0,0.08,0.07,0.09,0.09,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.09,0.05,0.08,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/15/2021,18.15,17.29,5.46,5.2,4.79,4.53,2.69,2.12,1.86,2.09,1.74,1.51,1.38,1.39,1.33,1.07,1.05,1.09,1.09,0.71,0.73,0.55,0.54,0.6,0.48,0.78,0.42,0.46,0.5,0.45,0.46,0.43,0.43,0.4,0.36,0.38,0.43,0.37,0.4,0.35,0.39,0.29,0.34,0.33,0.36,0.27,0.25,0.27,0.28,0.3,0.0,0.25,0.18,0.24,0.24,0.2,0.15,0.19,0.19,0.22,0.26,0.0,0.22,0.23,0.17,0.15,0.17,0.21,0.16,0.22,0.16,0.16,0.15,0.13,0.16,0.2,0.16,0.18,0.12,0.17,0.14,0.18,0.17,0.14,0.14,0.13,0.11,0.14,0.11,0.12,0.14,0.17,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.09,0.15,0.1,0.11,0.09,0.1,0.07,0.0,0.08,0.07,0.09,0.09,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.09,0.05,0.08,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/16/2021,18.21,17.36,5.51,5.26,4.72,4.51,2.64,2.1,1.9,2.09,1.74,1.53,1.38,1.38,1.3,1.09,1.06,1.09,1.08,0.71,0.74,0.53,0.53,0.57,0.47,0.79,0.41,0.45,0.51,0.43,0.47,0.44,0.43,0.4,0.35,0.37,0.43,0.38,0.39,0.35,0.4,0.29,0.34,0.33,0.34,0.26,0.26,0.27,0.27,0.3,0.0,0.25,0.19,0.23,0.24,0.21,0.15,0.19,0.19,0.21,0.25,0.0,0.22,0.23,0.18,0.15,0.17,0.21,0.17,0.22,0.15,0.16,0.15,0.13,0.16,0.2,0.16,0.17,0.12,0.17,0.14,0.18,0.17,0.14,0.13,0.13,0.11,0.14,0.12,0.12,0.13,0.17,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.15,0.1,0.11,0.09,0.1,0.08,0.0,0.08,0.07,0.09,0.09,0.09,0.07,0.07,0.08,0.09,0.07,0.07,0.08,0.07,0.08,0.05,0.08,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/17/2021,18.04,17.54,5.52,5.26,4.74,4.51,2.64,2.1,1.88,2.09,1.75,1.54,1.36,1.34,1.33,1.1,1.04,1.1,1.09,0.71,0.74,0.51,0.53,0.57,0.47,0.8,0.41,0.45,0.5,0.44,0.47,0.44,0.44,0.39,0.35,0.36,0.43,0.38,0.39,0.35,0.4,0.28,0.34,0.33,0.35,0.26,0.25,0.27,0.28,0.3,0.0,0.25,0.18,0.23,0.23,0.21,0.15,0.19,0.19,0.21,0.26,0.0,0.22,0.23,0.17,0.15,0.17,0.21,0.17,0.23,0.15,0.16,0.15,0.13,0.16,0.2,0.15,0.18,0.12,0.18,0.14,0.18,0.18,0.14,0.13,0.13,0.11,0.15,0.12,0.12,0.14,0.17,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.15,0.1,0.11,0.09,0.1,0.08,0.0,0.08,0.07,0.09,0.09,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.09,0.04,0.08,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.04,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,17.94,17.67,5.5,5.24,4.69,4.42,2.69,2.13,1.87,2.05,1.75,1.54,1.32,1.34,1.33,1.12,1.03,1.09,1.1,0.71,0.74,0.5,0.54,0.58,0.48,0.79,0.42,0.46,0.5,0.45,0.48,0.44,0.43,0.41,0.36,0.37,0.43,0.38,0.39,0.35,0.4,0.29,0.34,0.33,0.35,0.27,0.25,0.27,0.28,0.3,0.0,0.26,0.18,0.24,0.23,0.21,0.15,0.19,0.19,0.21,0.27,0.0,0.21,0.23,0.17,0.15,0.17,0.22,0.17,0.23,0.15,0.16,0.14,0.13,0.16,0.2,0.15,0.17,0.13,0.18,0.13,0.18,0.17,0.14,0.13,0.13,0.11,0.15,0.12,0.12,0.14,0.17,0.1,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.16,0.11,0.11,0.09,0.1,0.08,0.0,0.08,0.07,0.09,0.09,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.09,0.05,0.08,0.05,0.05,0.05,0.07,0.06,0.04,0.04,0.06,0.04,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/21/2021,16.31,16.12,6.13,5.75,3.43,4.41,2.83,2.38,2.17,0.0,1.99,1.79,1.49,1.44,1.42,1.27,1.19,1.24,1.27,0.82,0.86,0.61,0.63,0.0,0.58,0.91,0.48,0.52,0.55,0.51,0.56,0.5,0.5,0.0,0.0,0.43,0.49,0.43,0.44,0.0,0.45,0.33,0.39,0.37,0.4,0.0,0.29,0.32,0.31,0.33,0.0,0.31,0.0,0.0,0.26,0.27,0.18,0.0,0.21,0.25,0.33,0.0,0.0,0.25,0.19,0.18,0.2,0.33,0.0,0.31,0.18,0.19,0.17,0.0,0.17,0.24,0.17,0.2,0.15,0.2,0.16,0.22,0.21,0.0,0.14,0.15,0.13,0.18,0.14,0.0,0.16,0.62,0.12,0.0,0.0,0.14,0.12,0.11,0.11,0.1,0.0,0.46,0.14,0.1,0.12,0.09,0.0,0.1,0.09,0.1,0.11,0.1,0.08,0.0,0.09,0.0,0.0,0.09,0.0,0.08,0.0,0.05,0.09,0.0,0.0,0.06,0.32,0.0,0.04,0.04,0.0,0.05,0.0,0.05,0.05,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.04,0.09,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.54,0.48,0.44,0.3,0.29,0.13,0.13,0.11,0.1,0.09,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.14999999999998
09/22/2021,16.31,16.12,6.13,5.75,3.43,4.41,2.83,2.38,2.17,0.0,1.99,1.79,1.49,1.44,1.42,1.27,1.19,1.24,1.27,0.82,0.86,0.61,0.63,0.0,0.58,0.91,0.48,0.52,0.55,0.51,0.56,0.5,0.5,0.0,0.0,0.43,0.49,0.43,0.44,0.0,0.45,0.33,0.39,0.37,0.4,0.0,0.29,0.32,0.31,0.33,0.0,0.31,0.0,0.0,0.26,0.27,0.18,0.0,0.21,0.25,0.33,0.0,0.0,0.25,0.19,0.18,0.2,0.33,0.0,0.31,0.18,0.19,0.17,0.0,0.17,0.24,0.17,0.2,0.15,0.2,0.16,0.22,0.21,0.0,0.14,0.15,0.13,0.18,0.14,0.0,0.16,0.62,0.12,0.0,0.0,0.14,0.12,0.11,0.11,0.1,0.0,0.46,0.14,0.1,0.12,0.09,0.0,0.1,0.09,0.1,0.11,0.1,0.08,0.0,0.09,0.0,0.0,0.09,0.0,0.08,0.0,0.05,0.09,0.0,0.0,0.06,0.32,0.0,0.04,0.04,0.0,0.05,0.0,0.05,0.05,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.04,0.09,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.54,0.48,0.44,0.3,0.29,0.13,0.13,0.11,0.1,0.09,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.14999999999998
09/23/2021,16.29,16.14,6.16,5.76,3.37,4.38,2.83,2.4,2.16,0.0,1.99,1.79,1.51,1.46,1.43,1.25,1.21,1.24,1.29,0.82,0.85,0.6,0.63,0.0,0.57,0.92,0.48,0.52,0.54,0.51,0.55,0.5,0.51,0.0,0.0,0.42,0.49,0.42,0.45,0.0,0.46,0.33,0.4,0.37,0.4,0.0,0.28,0.32,0.31,0.33,0.0,0.31,0.0,0.0,0.26,0.28,0.18,0.0,0.21,0.24,0.33,0.0,0.0,0.26,0.19,0.17,0.19,0.33,0.0,0.31,0.18,0.19,0.18,0.0,0.18,0.25,0.17,0.2,0.15,0.2,0.16,0.22,0.21,0.0,0.14,0.16,0.13,0.17,0.14,0.0,0.16,0.61,0.12,0.0,0.0,0.14,0.12,0.11,0.11,0.1,0.0,0.43,0.14,0.1,0.12,0.09,0.0,0.1,0.09,0.1,0.11,0.1,0.08,0.0,0.09,0.0,0.0,0.09,0.0,0.08,0.0,0.05,0.09,0.0,0.0,0.06,0.32,0.0,0.04,0.04,0.0,0.05,0.0,0.05,0.05,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.04,0.09,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.49,0.44,0.29,0.29,0.13,0.13,0.11,0.1,0.08,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.14
09/24/2021,16.31,16.13,6.16,5.77,3.38,4.39,2.84,2.4,2.15,0.0,1.97,1.79,1.49,1.47,1.42,1.24,1.19,1.25,1.3,0.81,0.84,0.6,0.63,0.0,0.58,0.92,0.49,0.52,0.55,0.5,0.55,0.5,0.51,0.0,0.0,0.42,0.48,0.43,0.44,0.0,0.45,0.32,0.39,0.37,0.4,0.0,0.28,0.31,0.31,0.33,0.0,0.31,0.0,0.0,0.26,0.27,0.18,0.0,0.21,0.24,0.34,0.0,0.0,0.25,0.19,0.17,0.19,0.34,0.0,0.3,0.18,0.19,0.17,0.0,0.17,0.25,0.17,0.2,0.14,0.2,0.15,0.22,0.21,0.0,0.14,0.16,0.13,0.18,0.14,0.0,0.16,0.62,0.12,0.0,0.0,0.14,0.11,0.11,0.11,0.1,0.0,0.43,0.14,0.1,0.12,0.09,0.0,0.1,0.08,0.1,0.11,0.1,0.08,0.0,0.09,0.0,0.0,0.09,0.0,0.08,0.0,0.05,0.09,0.0,0.0,0.06,0.32,0.0,0.04,0.04,0.0,0.05,0.0,0.05,0.04,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.04,0.09,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.48,0.43,0.29,0.29,0.13,0.13,0.11,0.1,0.08,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.01
09/27/2021,16.33,16.04,6.12,5.74,3.5,4.16,2.72,2.53,2.15,0.0,1.98,1.8,1.49,1.48,1.45,1.27,1.2,1.26,1.29,0.82,0.86,0.58,0.63,0.0,0.57,0.94,0.51,0.51,0.56,0.51,0.56,0.51,0.5,0.0,0.0,0.42,0.48,0.44,0.44,0.0,0.45,0.33,0.4,0.38,0.41,0.0,0.28,0.31,0.31,0.33,0.0,0.32,0.0,0.0,0.26,0.27,0.18,0.0,0.21,0.25,0.34,0.0,0.0,0.26,0.19,0.17,0.2,0.34,0.0,0.31,0.18,0.19,0.12,0.0,0.17,0.25,0.17,0.2,0.14,0.21,0.15,0.23,0.21,0.0,0.14,0.15,0.13,0.18,0.14,0.0,0.16,0.62,0.12,0.0,0.0,0.14,0.11,0.11,0.11,0.1,0.0,0.46,0.14,0.1,0.12,0.09,0.0,0.1,0.08,0.1,0.11,0.1,0.08,0.0,0.09,0.0,0.0,0.09,0.0,0.08,0.0,0.05,0.09,0.0,0.0,0.06,0.31,0.0,0.04,0.04,0.0,0.05,0.0,0.05,0.04,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.04,0.09,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.48,0.44,0.29,0.28,0.13,0.13,0.11,0.1,0.09,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.02
09/28/2021,16.31,16.0,6.15,5.76,3.43,4.24,2.68,2.59,2.15,0.0,1.98,1.82,1.48,1.49,1.45,1.27,1.21,1.26,1.29,0.81,0.86,0.57,0.64,0.0,0.56,0.94,0.51,0.51,0.56,0.51,0.56,0.51,0.49,0.0,0.0,0.44,0.48,0.44,0.44,0.0,0.46,0.33,0.4,0.38,0.41,0.0,0.28,0.31,0.31,0.33,0.0,0.32,0.0,0.0,0.26,0.28,0.18,0.0,0.21,0.24,0.34,0.0,0.0,0.26,0.19,0.17,0.19,0.33,0.0,0.31,0.18,0.19,0.12,0.0,0.17,0.26,0.17,0.2,0.14,0.2,0.16,0.23,0.21,0.0,0.14,0.15,0.13,0.17,0.13,0.0,0.16,0.61,0.12,0.0,0.0,0.15,0.11,0.11,0.11,0.11,0.0,0.45,0.14,0.1,0.12,0.09,0.0,0.1,0.08,0.1,0.11,0.1,0.08,0.0,0.09,0.0,0.0,0.09,0.0,0.08,0.0,0.05,0.09,0.0,0.0,0.06,0.31,0.0,0.04,0.04,0.0,0.05,0.0,0.05,0.04,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.04,0.09,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.48,0.44,0.29,0.29,0.13,0.13,0.11,0.1,0.09,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.05
09/30/2021,16.3,15.88,6.17,5.77,3.4,4.29,2.62,2.56,2.19,0.0,2.0,1.83,1.49,1.52,1.43,1.3,1.23,1.3,1.27,0.83,0.87,0.58,0.64,0.0,0.57,0.94,0.5,0.5,0.57,0.49,0.56,0.51,0.49,0.0,0.0,0.45,0.47,0.44,0.43,0.0,0.46,0.34,0.41,0.39,0.4,0.0,0.28,0.3,0.31,0.32,0.0,0.31,0.0,0.0,0.26,0.28,0.18,0.0,0.21,0.24,0.33,0.0,0.0,0.25,0.19,0.18,0.19,0.31,0.0,0.3,0.17,0.19,0.12,0.0,0.17,0.25,0.18,0.21,0.14,0.21,0.16,0.23,0.21,0.0,0.14,0.16,0.13,0.17,0.13,0.0,0.16,0.6,0.12,0.0,0.0,0.15,0.11,0.12,0.11,0.1,0.0,0.44,0.14,0.1,0.12,0.09,0.0,0.1,0.08,0.1,0.11,0.1,0.08,0.0,0.09,0.0,0.0,0.09,0.0,0.08,0.0,0.05,0.09,0.0,0.0,0.06,0.31,0.0,0.04,0.04,0.0,0.05,0.0,0.05,0.04,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.04,0.09,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.48,0.45,0.3,0.29,0.12,0.14,0.11,0.1,0.09,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.0
10/01/2021,16.47,15.84,6.14,5.75,3.37,4.28,2.6,2.58,2.24,0.0,2.01,1.85,1.5,1.57,1.43,1.25,1.26,1.26,1.24,0.84,0.86,0.57,0.65,0.0,0.55,0.94,0.5,0.51,0.56,0.49,0.55,0.51,0.49,0.0,0.0,0.44,0.47,0.44,0.43,0.0,0.46,0.35,0.41,0.38,0.4,0.0,0.28,0.3,0.31,0.31,0.0,0.31,0.0,0.0,0.26,0.29,0.18,0.0,0.21,0.23,0.33,0.0,0.0,0.25,0.19,0.18,0.19,0.3,0.0,0.29,0.17,0.19,0.13,0.0,0.17,0.25,0.19,0.21,0.14,0.21,0.16,0.23,0.21,0.0,0.14,0.16,0.13,0.17,0.14,0.0,0.15,0.6,0.12,0.0,0.0,0.15,0.11,0.12,0.11,0.1,0.0,0.42,0.14,0.1,0.12,0.09,0.0,0.1,0.09,0.1,0.11,0.1,0.08,0.0,0.09,0.0,0.0,0.09,0.0,0.08,0.0,0.05,0.09,0.0,0.0,0.06,0.31,0.0,0.04,0.04,0.0,0.05,0.0,0.05,0.04,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.04,0.09,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.49,0.45,0.3,0.29,0.12,0.14,0.11,0.1,0.09,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.02
10/20/2021,16.21,16.4,6.17,5.77,3.43,3.93,2.65,2.67,2.18,0.0,1.99,1.78,1.45,1.59,1.39,1.19,1.28,1.34,1.29,0.75,0.8,0.56,0.63,0.0,0.58,0.91,0.48,0.49,0.5,0.53,0.5,0.53,0.5,0.0,0.0,0.44,0.46,0.39,0.42,0.0,0.48,0.34,0.41,0.41,0.42,0.0,0.26,0.31,0.31,0.33,0.0,0.35,0.0,0.0,0.24,0.29,0.19,0.0,0.21,0.27,0.36,0.0,0.0,0.25,0.18,0.17,0.19,0.43,0.0,0.3,0.18,0.2,0.11,0.0,0.17,0.26,0.19,0.21,0.15,0.18,0.16,0.21,0.22,0.0,0.14,0.16,0.13,0.17,0.12,0.0,0.14,0.65,0.12,0.0,0.0,0.16,0.1,0.12,0.11,0.11,0.0,0.38,0.15,0.0,0.12,0.09,0.0,0.1,0.11,0.1,0.12,0.1,0.08,0.0,0.09,0.0,0.0,0.08,0.0,0.07,0.0,0.05,0.09,0.0,0.0,0.06,0.31,0.0,0.0,0.04,0.0,0.05,0.0,0.05,0.05,0.07,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.04,0.08,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.48,0.44,0.29,0.29,0.12,0.14,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.01,0.01,0.0,0.01,0.0,0.1,0.04,0.0,100.0
10/21/2021,16.22,16.38,6.16,5.75,3.45,4.01,2.67,2.64,2.16,0.0,1.97,1.76,1.44,1.59,1.41,1.19,1.24,1.38,1.29,0.74,0.79,0.57,0.63,0.0,0.59,0.91,0.49,0.5,0.5,0.55,0.49,0.54,0.5,0.0,0.0,0.43,0.46,0.39,0.42,0.0,0.48,0.34,0.41,0.41,0.43,0.0,0.26,0.32,0.31,0.33,0.0,0.35,0.0,0.0,0.25,0.29,0.19,0.0,0.21,0.26,0.36,0.0,0.0,0.25,0.18,0.17,0.19,0.46,0.0,0.31,0.18,0.2,0.11,0.0,0.17,0.26,0.19,0.2,0.15,0.18,0.16,0.22,0.23,0.0,0.14,0.15,0.13,0.17,0.12,0.0,0.15,0.65,0.11,0.0,0.0,0.16,0.1,0.12,0.11,0.11,0.0,0.38,0.15,0.0,0.12,0.09,0.0,0.1,0.11,0.1,0.12,0.1,0.08,0.0,0.09,0.0,0.0,0.08,0.0,0.07,0.0,0.05,0.09,0.0,0.0,0.06,0.3,0.0,0.0,0.04,0.0,0.05,0.0,0.05,0.05,0.07,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.04,0.08,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.48,0.44,0.29,0.28,0.12,0.14,0.1,0.09,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.1,0.04,0.0,100.07
