,VGLT,NVDA,Sprott Physical Gold Trust,COST,HON,NEE,UNP,LOW,AMT,CAT,ZTS,PLD,CCI,CSX,ILMN,EQIX,EW,ITW,ADI,Us Dollars,GPN,NXPI,REGN,WM,ALGN,EMR,VRTX,MSCI,NEM,JCI,SNPS,A,IQV,SCCO,ROST,AEP,APH,APTV,EOG,CTAS,CTSH,PH,SPG,ALXN,CNC,PAYX,SYY,IFF,SBAC,XLNX,PANW,SWKS,SLB,AFL,ANSS,RSG,PXD,DHI,KEYS,AME,VRSK,PCAR,EQR,WEC,EFX,SIVB,GRMN,ARE,O,FTV,ED,MKC,ABC,DISCK,DISCA,IP,NUE,DOV,DTE,VMC,URI,WAT,TFX,MLM,ETR,HPE,LNG,IT,SSNC,NTAP,RF,HAL,JBHT,LNT,WPC,CNP,MHK,WRK,HSIC,NI,SEE,NOV,DTM WI,FTI,AZN,PHYS/U.NE,n/a,DTM,NOW,ISRG,HCA,FIS,TWLO,IDXX,KLAC,DOCU,FCX,DLR,VEEV,MCHP,RMD,DD,ODFL,MTD,EPAM,WST,PAYC,W,ZBRA,ALB,EXR,SUI,HRL,VTR,CTLT,DVN,FOXA,CHD,FLT,ALNY,ON,RNG,BURL,EXPD,TDY,QRVO,AGR,DRE,TER,GPC,AVY,TYL,BXP,EXAS,SBNY,FANG,CDAY,MKTX,WAB,PWR,UDR,AES,MOH,INCY,MASI,LKQ,ELS,CPT,CGNX,EMN,L,NDSN,CCK,CSGP,INVH,ONL,SUM
10/12/2021,19.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,1.64,0.0,1.69,0.0,2.21,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.1,0.0,1.13,1.16,0.0,0.0,0.0,0.0,1.11,0.0,0.0,1.06,0.0,0.92,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.95,0.0,0.67,1.04,0.0,0.76,1.0,0.0,0.0,0.74,0.0,0.83,0.72,0.78,0.0,0.0,0.92,0.0,0.74,0.67,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.69,0.57,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.49,0.0,0.0,0.44,0.35,0.36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,3.07,2.85,1.96,1.85,1.46,1.28,1.21,1.31,1.23,1.09,1.11,0.99,0.95,0.0,0.83,0.76,0.81,0.73,0.77,0.63,0.62,0.62,0.59,0.57,0.57,0.55,0.54,0.62,0.57,0.52,0.51,0.59,0.47,0.53,0.46,0.47,0.47,0.46,0.49,0.49,0.45,0.45,0.43,0.46,0.44,0.43,0.45,0.47,0.43,0.4,0.41,0.39,0.39,0.4,0.39,0.36,0.37,0.38,0.38,0.37,0.35,0.35,0.36,0.33,0.34,0.89,0.0,0.0,100.02999999999996
10/13/2021,19.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,1.64,0.0,1.69,0.0,2.21,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.1,0.0,1.13,1.16,0.0,0.0,0.0,0.0,1.11,0.0,0.0,1.06,0.0,0.92,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.95,0.0,0.67,1.04,0.0,0.76,1.0,0.0,0.0,0.74,0.0,0.83,0.72,0.78,0.0,0.0,0.92,0.0,0.74,0.67,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.69,0.57,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.49,0.0,0.0,0.44,0.35,0.36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,3.07,2.85,1.96,1.85,1.46,1.28,1.21,1.31,1.23,1.09,1.11,0.99,0.95,0.0,0.83,0.76,0.81,0.73,0.77,0.63,0.62,0.62,0.59,0.57,0.57,0.55,0.54,0.62,0.57,0.52,0.51,0.59,0.47,0.53,0.46,0.47,0.47,0.46,0.49,0.49,0.45,0.45,0.43,0.46,0.44,0.43,0.45,0.47,0.43,0.4,0.41,0.39,0.39,0.4,0.39,0.36,0.37,0.38,0.38,0.37,0.35,0.35,0.36,0.33,0.34,0.89,0.0,0.0,100.02999999999996
10/14/2021,19.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,1.63,0.0,1.7,0.0,2.21,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.1,0.0,1.12,1.14,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.06,0.0,0.92,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.95,0.0,0.66,1.07,0.0,0.76,1.01,0.0,0.0,0.74,0.0,0.83,0.72,0.78,0.0,0.0,0.92,0.0,0.74,0.68,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.7,0.56,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.5,0.0,0.0,0.45,0.35,0.36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,3.07,2.83,1.94,1.8,1.47,1.27,1.22,1.31,1.27,1.08,1.1,0.98,0.94,0.0,0.84,0.76,0.8,0.73,0.77,0.62,0.62,0.62,0.6,0.58,0.58,0.55,0.53,0.62,0.57,0.52,0.49,0.6,0.46,0.53,0.44,0.48,0.47,0.45,0.5,0.49,0.45,0.45,0.43,0.46,0.45,0.43,0.45,0.48,0.42,0.39,0.41,0.38,0.4,0.41,0.39,0.36,0.37,0.38,0.39,0.38,0.35,0.35,0.36,0.33,0.34,0.89,0.0,0.0,100.00999999999998
10/15/2021,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,1.61,0.0,1.69,0.0,2.14,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.11,0.0,1.12,1.12,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.06,0.0,0.9,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.94,0.0,0.65,1.08,0.0,0.76,1.01,0.0,0.0,0.73,0.0,0.83,0.71,0.78,0.0,0.0,0.91,0.0,0.75,0.68,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.7,0.56,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.48,0.0,0.0,0.45,0.35,0.36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,3.12,2.81,1.94,1.79,0.0,1.27,1.19,1.26,1.24,1.09,1.1,0.95,0.94,0.0,0.83,0.93,0.8,0.72,0.77,0.68,0.61,0.63,0.61,0.58,0.58,0.55,0.53,0.61,0.57,0.51,0.49,0.59,0.45,0.52,0.48,0.48,0.47,0.44,0.5,0.5,0.44,0.45,0.42,0.46,0.43,0.44,0.45,0.47,0.43,0.38,0.41,0.38,0.4,0.4,0.39,0.35,0.37,0.38,0.38,0.38,0.35,0.34,0.36,0.33,0.33,0.89,1.51,0.0,99.98999999999998
10/18/2021,19.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.59,0.0,1.7,0.0,2.15,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.14,0.0,1.15,1.13,0.0,0.0,0.0,0.0,1.09,0.0,0.0,1.06,0.0,0.91,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.98,0.0,0.65,1.07,0.0,0.77,1.0,0.0,0.0,0.75,0.0,0.83,0.72,0.78,0.0,0.0,0.92,0.0,0.76,0.67,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.69,0.57,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.48,0.0,0.0,0.45,0.35,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,3.16,2.81,1.93,1.83,0.0,1.27,1.2,1.27,1.3,1.12,1.16,0.96,0.93,0.0,0.84,0.94,0.82,0.71,0.78,0.68,0.62,0.65,0.62,0.58,0.57,0.55,0.52,0.6,0.56,0.5,0.49,0.59,0.45,0.54,0.47,0.48,0.46,0.44,0.5,0.5,0.45,0.45,0.42,0.47,0.42,0.43,0.45,0.45,0.43,0.38,0.4,0.38,0.4,0.4,0.38,0.35,0.38,0.38,0.37,0.38,0.36,0.35,0.35,0.33,0.34,0.92,1.53,0.0,99.99
10/19/2021,19.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,1.59,0.0,1.7,0.0,2.19,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.12,0.0,1.15,1.13,0.0,0.0,0.0,0.0,1.09,0.0,0.0,1.06,0.0,0.92,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.99,0.0,0.65,1.08,0.0,0.77,0.99,0.0,0.0,0.75,0.0,0.82,0.72,0.77,0.0,0.0,0.93,0.0,0.76,0.67,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.7,0.58,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.49,0.0,0.0,0.49,0.34,0.36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,3.2,2.8,1.95,1.87,0.0,1.28,1.19,1.26,1.35,1.11,1.16,0.96,0.92,0.0,0.85,0.95,0.83,0.71,0.76,0.67,0.62,0.64,0.61,0.57,0.57,0.55,0.52,0.61,0.55,0.5,0.51,0.59,0.45,0.54,0.47,0.47,0.46,0.44,0.48,0.5,0.46,0.44,0.42,0.47,0.42,0.44,0.45,0.45,0.43,0.38,0.41,0.38,0.39,0.4,0.38,0.35,0.38,0.39,0.37,0.38,0.36,0.35,0.36,0.33,0.33,0.93,1.52,0.0,100.04
10/20/2021,19.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,1.59,0.0,1.7,0.0,2.19,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.12,0.0,1.15,1.13,0.0,0.0,0.0,0.0,1.09,0.0,0.0,1.06,0.0,0.92,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.99,0.0,0.65,1.08,0.0,0.77,0.99,0.0,0.0,0.75,0.0,0.82,0.72,0.77,0.0,0.0,0.93,0.0,0.76,0.67,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.7,0.58,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.49,0.0,0.0,0.49,0.34,0.36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,3.2,2.8,1.95,1.87,0.0,1.28,1.19,1.26,1.35,1.11,1.16,0.96,0.92,0.0,0.85,0.95,0.83,0.71,0.76,0.67,0.62,0.64,0.61,0.57,0.57,0.55,0.52,0.61,0.55,0.5,0.51,0.59,0.45,0.54,0.47,0.47,0.46,0.44,0.48,0.5,0.46,0.44,0.42,0.47,0.42,0.44,0.45,0.45,0.43,0.38,0.41,0.38,0.39,0.4,0.38,0.35,0.38,0.39,0.37,0.38,0.36,0.35,0.36,0.33,0.33,0.93,1.52,0.0,100.04
10/21/2021,19.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,1.59,0.0,1.7,0.0,2.19,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.12,0.0,1.15,1.13,0.0,0.0,0.0,0.0,1.09,0.0,0.0,1.06,0.0,0.92,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.99,0.0,0.65,1.08,0.0,0.77,0.99,0.0,0.0,0.75,0.0,0.82,0.72,0.77,0.0,0.0,0.93,0.0,0.76,0.67,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.7,0.58,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.49,0.0,0.0,0.49,0.34,0.36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,3.2,2.8,1.95,1.87,0.0,1.28,1.19,1.26,1.35,1.11,1.16,0.96,0.92,0.0,0.85,0.95,0.83,0.71,0.76,0.67,0.62,0.64,0.61,0.57,0.57,0.55,0.52,0.61,0.55,0.5,0.51,0.59,0.45,0.54,0.47,0.47,0.46,0.44,0.48,0.5,0.46,0.44,0.42,0.47,0.42,0.44,0.45,0.45,0.43,0.38,0.41,0.38,0.39,0.4,0.38,0.35,0.38,0.39,0.37,0.38,0.36,0.35,0.36,0.33,0.33,0.93,1.52,0.0,100.04
10/22/2021,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,1.59,0.0,1.68,0.0,2.2,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.11,0.0,1.15,1.14,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.07,0.0,0.91,0.0,0.0,0.0,1.04,0.0,0.0,0.0,1.0,0.0,0.65,1.09,0.0,0.77,0.99,0.0,0.0,0.76,0.0,0.82,0.71,0.77,0.0,0.0,0.93,0.0,0.76,0.68,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.7,0.58,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.47,0.0,0.0,0.48,0.34,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,3.2,2.8,1.94,1.84,0.0,1.28,1.18,1.3,1.34,1.1,1.16,0.97,0.93,0.0,0.86,0.95,0.85,0.71,0.77,0.68,0.63,0.66,0.61,0.58,0.56,0.54,0.52,0.61,0.55,0.5,0.5,0.57,0.45,0.55,0.48,0.48,0.46,0.44,0.47,0.5,0.46,0.44,0.42,0.47,0.42,0.42,0.45,0.45,0.43,0.38,0.4,0.38,0.39,0.39,0.37,0.34,0.37,0.39,0.37,0.38,0.37,0.34,0.35,0.33,0.33,0.94,1.52,0.0,100.02
10/25/2021,19.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,1.59,0.0,1.73,0.0,2.23,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.11,0.0,1.17,1.15,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.07,0.0,0.91,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.99,0.0,0.66,1.09,0.0,0.77,0.99,0.0,0.0,0.76,0.0,0.81,0.71,0.77,0.0,0.0,0.93,0.0,0.76,0.68,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.71,0.58,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.47,0.0,0.0,0.49,0.34,0.36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,3.25,2.83,1.96,1.85,0.0,1.28,1.18,1.29,1.35,1.14,1.19,0.97,0.93,0.0,0.87,0.95,0.83,0.71,0.75,0.69,0.63,0.65,0.61,0.58,0.55,0.55,0.52,0.61,0.56,0.5,0.51,0.57,0.46,0.54,0.48,0.47,0.47,0.45,0.49,0.51,0.46,0.45,0.43,0.47,0.43,0.42,0.45,0.46,0.43,0.38,0.41,0.38,0.39,0.4,0.38,0.35,0.37,0.38,0.38,0.38,0.36,0.34,0.35,0.33,0.33,0.95,1.51,0.0,99.97
10/26/2021,19.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,1.56,0.0,1.73,0.0,2.23,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.11,0.0,1.18,1.14,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.07,0.0,0.9,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.0,0.0,0.65,1.06,0.0,0.78,1.02,0.0,0.0,0.76,0.0,0.82,0.71,0.76,0.0,0.0,0.99,0.0,0.77,0.68,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.69,0.58,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0,0.0,0.49,0.35,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,3.25,2.83,1.96,1.84,0.0,1.28,1.22,1.3,1.29,1.15,1.18,0.97,0.95,0.0,0.89,0.97,0.85,0.72,0.77,0.65,0.62,0.64,0.61,0.58,0.55,0.53,0.52,0.6,0.55,0.5,0.51,0.55,0.47,0.55,0.48,0.48,0.47,0.44,0.48,0.51,0.46,0.45,0.43,0.49,0.42,0.41,0.46,0.45,0.44,0.38,0.4,0.39,0.39,0.4,0.39,0.35,0.37,0.38,0.37,0.38,0.36,0.34,0.35,0.33,0.33,0.97,1.51,0.0,100.04999999999998
10/27/2021,19.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,1.56,0.0,1.73,0.0,2.23,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.11,0.0,1.18,1.14,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.07,0.0,0.9,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.0,0.0,0.65,1.06,0.0,0.78,1.02,0.0,0.0,0.76,0.0,0.82,0.71,0.76,0.0,0.0,0.99,0.0,0.77,0.68,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.69,0.58,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0,0.0,0.49,0.35,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,3.25,2.83,1.96,1.84,0.0,1.28,1.22,1.3,1.29,1.15,1.18,0.97,0.95,0.0,0.89,0.97,0.85,0.72,0.77,0.65,0.62,0.64,0.61,0.58,0.55,0.53,0.52,0.6,0.55,0.5,0.51,0.55,0.47,0.55,0.48,0.48,0.47,0.44,0.48,0.51,0.46,0.45,0.43,0.49,0.42,0.41,0.46,0.45,0.44,0.38,0.4,0.39,0.39,0.4,0.39,0.35,0.37,0.38,0.37,0.38,0.36,0.34,0.35,0.33,0.33,0.97,1.51,0.0,100.04999999999998
10/28/2021,19.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,1.56,0.0,1.73,0.0,2.23,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.11,0.0,1.18,1.14,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.07,0.0,0.9,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.0,0.0,0.65,1.06,0.0,0.78,1.02,0.0,0.0,0.76,0.0,0.82,0.71,0.76,0.0,0.0,0.99,0.0,0.77,0.68,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.69,0.58,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0,0.0,0.49,0.35,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,3.25,2.83,1.96,1.84,0.0,1.28,1.22,1.3,1.29,1.15,1.18,0.97,0.95,0.0,0.89,0.97,0.85,0.72,0.77,0.65,0.62,0.64,0.61,0.58,0.55,0.53,0.52,0.6,0.55,0.5,0.51,0.55,0.47,0.55,0.48,0.48,0.47,0.44,0.48,0.51,0.46,0.45,0.43,0.49,0.42,0.41,0.46,0.45,0.44,0.38,0.4,0.39,0.39,0.4,0.39,0.35,0.37,0.38,0.37,0.38,0.36,0.34,0.35,0.33,0.33,0.97,1.51,0.0,100.04999999999998
10/29/2021,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,1.6,0.0,1.74,0.0,2.25,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.12,0.0,1.19,1.14,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.07,0.0,0.92,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.01,0.0,0.65,1.07,0.0,0.78,1.0,0.0,0.0,0.77,0.0,0.81,0.71,0.76,0.0,0.0,0.98,0.0,0.77,0.7,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.73,0.57,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0,0.0,0.49,0.34,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,3.25,2.84,1.87,1.8,0.0,1.28,1.21,1.31,1.35,1.15,1.18,0.97,0.95,0.0,0.89,0.96,0.85,0.71,0.78,0.65,0.63,0.66,0.62,0.58,0.54,0.52,0.51,0.6,0.54,0.49,0.52,0.55,0.47,0.55,0.47,0.49,0.47,0.44,0.48,0.51,0.46,0.46,0.43,0.49,0.42,0.41,0.45,0.44,0.44,0.37,0.4,0.39,0.39,0.4,0.39,0.35,0.37,0.39,0.37,0.37,0.36,0.34,0.35,0.34,0.32,0.96,1.52,0.0,100.02
11/01/2021,19.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,1.58,0.0,1.74,0.0,2.15,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.12,0.0,1.18,1.13,0.0,0.0,0.0,0.0,1.06,0.0,0.0,1.06,0.0,0.91,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.05,0.0,0.66,1.03,0.0,0.78,0.99,0.0,0.0,0.77,0.0,0.8,0.7,0.79,0.0,0.0,0.94,0.0,0.76,0.7,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.73,0.57,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.46,0.0,0.0,0.49,0.34,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,3.17,2.91,1.92,1.69,0.0,1.27,1.22,1.33,1.28,1.16,1.16,0.94,0.96,0.0,0.9,0.97,0.86,0.73,0.77,0.64,0.62,0.64,0.61,0.57,0.55,0.53,0.53,0.59,0.52,0.5,0.49,0.53,0.45,0.53,0.47,0.48,0.48,0.44,0.49,0.51,0.49,0.46,0.41,0.49,0.41,0.41,0.43,0.44,0.43,0.37,0.39,0.39,0.4,0.41,0.39,0.34,0.38,0.37,0.37,0.38,0.36,0.34,0.34,0.33,0.33,0.88,1.51,0.0,99.94
11/02/2021,19.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,1.57,0.0,1.77,0.0,2.16,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.04,0.0,1.22,1.13,0.0,0.0,0.0,0.0,1.06,0.0,0.0,1.08,0.0,0.89,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.04,0.0,0.66,1.0,0.0,0.79,1.02,0.0,0.0,0.78,0.0,0.8,0.73,0.77,0.0,0.0,0.94,0.0,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.74,0.58,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.46,0.0,0.0,0.49,0.34,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,3.29,2.98,1.93,1.62,0.0,1.31,1.32,1.31,1.29,1.16,1.16,0.95,0.93,0.0,0.94,0.97,0.88,0.73,0.79,0.68,0.63,0.69,0.65,0.56,0.55,0.51,0.54,0.59,0.51,0.51,0.45,0.44,0.48,0.54,0.47,0.48,0.47,0.44,0.48,0.51,0.54,0.45,0.43,0.5,0.4,0.41,0.43,0.43,0.43,0.37,0.39,0.4,0.39,0.4,0.39,0.35,0.37,0.37,0.36,0.38,0.37,0.33,0.34,0.33,0.33,0.83,1.52,0.0,99.98
11/03/2021,19.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,1.57,0.0,1.77,0.0,2.16,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.04,0.0,1.22,1.13,0.0,0.0,0.0,0.0,1.06,0.0,0.0,1.08,0.0,0.89,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.04,0.0,0.66,1.0,0.0,0.79,1.02,0.0,0.0,0.78,0.0,0.8,0.73,0.77,0.0,0.0,0.94,0.0,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.74,0.58,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.46,0.0,0.0,0.49,0.34,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,3.29,2.98,1.93,1.62,0.0,1.31,1.32,1.31,1.29,1.16,1.16,0.95,0.93,0.0,0.94,0.97,0.88,0.73,0.79,0.68,0.63,0.69,0.65,0.56,0.55,0.51,0.54,0.59,0.51,0.51,0.45,0.44,0.48,0.54,0.47,0.48,0.47,0.44,0.48,0.51,0.54,0.45,0.43,0.5,0.4,0.41,0.43,0.43,0.43,0.37,0.39,0.4,0.39,0.4,0.39,0.35,0.37,0.37,0.36,0.38,0.37,0.33,0.34,0.33,0.33,0.83,1.52,0.0,99.98
11/04/2021,19.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,1.57,0.0,1.77,0.0,2.16,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.04,0.0,1.22,1.13,0.0,0.0,0.0,0.0,1.06,0.0,0.0,1.08,0.0,0.89,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.04,0.0,0.66,1.0,0.0,0.79,1.02,0.0,0.0,0.78,0.0,0.8,0.73,0.77,0.0,0.0,0.94,0.0,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.74,0.58,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.46,0.0,0.0,0.49,0.34,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,3.29,2.98,1.93,1.62,0.0,1.31,1.32,1.31,1.29,1.16,1.16,0.95,0.93,0.0,0.94,0.97,0.88,0.73,0.79,0.68,0.63,0.69,0.65,0.56,0.55,0.51,0.54,0.59,0.51,0.51,0.45,0.44,0.48,0.54,0.47,0.48,0.47,0.44,0.48,0.51,0.54,0.45,0.43,0.5,0.4,0.41,0.43,0.43,0.43,0.37,0.39,0.4,0.39,0.4,0.39,0.35,0.37,0.37,0.36,0.38,0.37,0.33,0.34,0.33,0.33,0.83,1.52,0.0,99.98
