,CUBE,AMH,ATR,ZNGA,RGLD,LSTR,CDK,SCI,MMS,LSI,UTHR,THG,IDA,FLO,DLB,COR,PINC,WSO,POR,ALKS,BJ,FCN,LANC,SXT,SLGN,WTM,AXS,HTA,MUSA,WDFC,TMX,EQC,COLD,NLSN,TTC,NUAN,SFM,AMN,GMED,CVLT,AVA,SHEN,HLI,XTSLA,DORM,HE,CASY,ICUI,JCOM,ALE,NEU,BCPC,LHCG,HALO,FTDR,GHC,CWT,IBKR,NWE,HR,HELE,SIGI,OZK,COLM,SSTK,AM,WERN,OGS,AMEH,HAIN,UPWK,NEOG,SYKE,TWNK,MODV,ESGR,LGF/B,MSGS,VIRT,THS,LOPE,IRWD,SAGE,HRC,SPSC,TDC,MORN,GOLF,MCY,PBH,AWR,CSWI,PRK,SWCH,WWE,SON,RGEN,X,OSIS,SWBI,EWBC,AMCX,GO,EVTC,MAT,CBZ,VRNT,NWN,HLIO,PFPT,WABC,HSKA,PACB,RGR,CSL,NWBI,CORT,OMI,DEA,HRB,CRVL,INOV,FHB,SRNE,BLKB,JW.A,POST,ARNA,OPK,LMNX,CALM,SR,NFG,MGNX,TRS,CLDX,SNDR,GSAT,SEB,BRC,LGF.A,TDS,CBSH,UNF,EIG,BAND,TFSL,VNDA,QTS,CIEN,PRTA,SAFT,IDCC,AMSF,MNRO,IMAX,GGG,ADC,ANGO,TRNO,MLAB,NKTR,BERY,CSGS,UMBF,DFIN,MSGE,MDGL,OBNK,NHC,PSB,RUBY,ATRI,BGS,IART,VIAV,KRNY,HTLD,WMK,BATRK,GABC,VIVO,ETWO,PLYA,SUPN,VCRA,IMKTA,SAFM,JBGS,CLBK,PZZA,ANGI,EME,DVAX,ASIX,PCRX,AMPH,MDP,CORE,ENTA,FWRD,ASH,ARCH,HCC,XEC,NTCT,PACK,MYOV,USD,CFFN,MGEE,JBSS,BCRX,WNC,SRRK,MARA,HSTM,CBB,CSV,HONE,NFBK,PRGS,BISXX,LGF.B,HCI,n/a,GNTX,ZD,TBI,OCGN,FUBO,TCX,WINA,BNL,EBC,CCOI,FIVN,KD WI,NYT,EVBG,FYBR,MGLN,CACI,REYN,PRGO,HUBG,CWST,EXEL,QDEL,IONS,DNB,VIR,VNT,BPMC,QLYS,SCL,BWXT,FRHC,PTCT,XNCR,CHE,BL,VRT,AAON,ALLK,OCDX,AJRD,LAND,SPTN,KD,PRA,MRTX,CPK,CNNE,SUM
09/09/2021,1.94,1.6,1.32,1.0,1.18,1.3,1.0,1.3,1.08,1.19,1.14,1.04,1.08,0.96,0.91,1.01,0.91,0.86,0.94,0.95,1.04,0.78,0.68,0.75,0.76,0.7,0.71,0.8,0.81,0.62,0.56,0.64,0.6,0.53,0.6,0.61,0.58,0.71,0.61,0.63,0.58,0.29,0.63,0.0,0.51,0.58,0.62,0.56,0.55,0.55,0.61,0.59,0.48,0.49,0.47,0.48,0.6,0.52,0.54,0.5,0.5,0.53,0.5,0.48,0.52,0.46,0.48,0.44,0.48,0.41,0.33,0.41,0.0,0.42,0.52,0.41,0.27,0.47,0.36,0.33,0.38,0.39,0.32,0.49,0.49,0.43,0.4,0.37,0.34,0.39,0.41,0.39,0.36,0.43,0.31,0.33,0.48,0.4,0.34,0.25,0.36,0.24,0.25,0.35,0.34,0.33,0.32,0.31,0.35,0.0,0.3,0.34,0.28,0.27,0.32,0.26,0.27,0.26,0.29,0.31,0.33,0.32,0.27,0.24,0.25,0.25,0.27,0.22,0.24,0.0,0.27,0.24,0.27,0.2,0.27,0.43,0.26,0.3,0.24,0.22,0.0,0.22,0.25,0.25,0.23,0.17,0.24,0.18,0.0,0.22,0.29,0.24,0.22,0.23,0.2,0.0,0.21,0.21,0.22,0.22,0.2,0.19,0.21,0.21,0.22,0.22,0.29,0.16,0.19,0.19,0.19,0.16,0.21,0.17,0.19,0.17,0.21,0.17,0.2,0.17,0.19,0.17,0.19,0.16,0.0,0.2,0.2,0.17,0.16,0.18,0.21,0.0,0.17,0.32,0.21,0.0,0.0,0.16,0.0,0.22,0.16,0.18,0.22,0.24,0.0,0.0,0.21,0.19,0.0,0.0,0.17,0.0,0.0,0.16,0.16,0.22,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3
09/10/2021,1.94,1.58,1.3,1.0,1.17,1.3,1.02,1.29,1.08,1.19,1.14,1.04,1.08,0.96,0.9,1.01,0.93,0.85,0.93,0.96,1.05,0.78,0.68,0.75,0.75,0.7,0.71,0.8,0.81,0.61,0.57,0.64,0.6,0.52,0.59,0.62,0.57,0.7,0.61,0.62,0.59,0.29,0.63,0.0,0.52,0.58,0.61,0.57,0.55,0.54,0.62,0.59,0.47,0.5,0.49,0.49,0.61,0.52,0.54,0.49,0.5,0.52,0.5,0.48,0.52,0.46,0.49,0.43,0.51,0.42,0.33,0.41,0.0,0.42,0.51,0.41,0.27,0.46,0.36,0.34,0.38,0.39,0.32,0.49,0.49,0.43,0.4,0.37,0.34,0.38,0.42,0.4,0.37,0.44,0.31,0.33,0.49,0.41,0.34,0.25,0.37,0.24,0.25,0.35,0.34,0.33,0.32,0.31,0.35,0.0,0.3,0.34,0.27,0.26,0.31,0.26,0.27,0.25,0.29,0.31,0.34,0.33,0.27,0.24,0.23,0.26,0.26,0.22,0.23,0.0,0.29,0.23,0.26,0.2,0.27,0.44,0.27,0.29,0.24,0.22,0.0,0.21,0.25,0.25,0.23,0.17,0.24,0.19,0.0,0.22,0.3,0.24,0.22,0.23,0.2,0.16,0.21,0.21,0.21,0.22,0.2,0.19,0.2,0.21,0.22,0.23,0.3,0.0,0.19,0.19,0.19,0.16,0.22,0.17,0.2,0.17,0.21,0.17,0.2,0.17,0.19,0.16,0.19,0.17,0.0,0.2,0.2,0.18,0.17,0.19,0.21,0.0,0.17,0.33,0.21,0.0,0.0,0.16,0.0,0.22,0.16,0.18,0.23,0.26,0.0,0.0,0.21,0.19,0.0,0.0,0.17,0.0,0.0,0.16,0.16,0.2,0.0,0.0,0.17,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.39
09/13/2021,1.91,1.57,1.27,0.96,1.17,1.26,1.04,1.29,1.05,1.18,1.16,1.04,1.1,0.96,0.9,1.0,0.97,0.85,0.94,0.98,1.04,0.79,0.68,0.78,0.74,0.69,0.71,0.79,0.8,0.62,0.6,0.65,0.58,0.52,0.6,0.62,0.56,0.7,0.62,0.6,0.59,0.29,0.64,0.0,0.52,0.59,0.59,0.7,0.57,0.55,0.61,0.59,0.48,0.48,0.51,0.49,0.61,0.51,0.55,0.49,0.49,0.52,0.49,0.48,0.52,0.46,0.49,0.44,0.55,0.42,0.34,0.4,0.0,0.43,0.47,0.43,0.28,0.45,0.36,0.34,0.38,0.39,0.31,0.49,0.5,0.43,0.41,0.38,0.35,0.38,0.42,0.4,0.36,0.44,0.31,0.33,0.49,0.4,0.34,0.24,0.37,0.25,0.24,0.35,0.32,0.33,0.32,0.31,0.36,0.0,0.3,0.34,0.27,0.27,0.31,0.26,0.27,0.24,0.28,0.31,0.34,0.33,0.27,0.23,0.24,0.26,0.26,0.22,0.24,0.0,0.27,0.24,0.27,0.21,0.27,0.43,0.26,0.36,0.24,0.22,0.0,0.21,0.24,0.24,0.23,0.18,0.23,0.18,0.0,0.22,0.3,0.24,0.21,0.23,0.19,0.16,0.21,0.21,0.21,0.22,0.2,0.19,0.2,0.21,0.22,0.23,0.29,0.16,0.18,0.19,0.19,0.0,0.22,0.17,0.19,0.17,0.21,0.17,0.2,0.16,0.19,0.17,0.19,0.17,0.0,0.2,0.2,0.17,0.0,0.19,0.21,0.0,0.17,0.35,0.22,0.0,0.0,0.16,0.0,0.21,0.16,0.18,0.23,0.26,0.16,0.0,0.2,0.18,0.18,0.0,0.17,0.0,0.0,0.16,0.17,0.2,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.5
09/14/2021,1.93,1.57,1.26,1.03,1.16,1.27,1.06,1.3,1.04,1.18,1.16,1.02,1.08,0.97,0.91,0.99,0.98,0.86,0.93,1.0,1.05,0.78,0.68,0.79,0.75,0.69,0.7,0.79,0.78,0.62,0.61,0.64,0.57,0.51,0.6,0.62,0.56,0.71,0.61,0.6,0.58,0.28,0.63,0.0,0.52,0.58,0.58,0.69,0.56,0.53,0.6,0.59,0.48,0.49,0.5,0.49,0.59,0.51,0.53,0.5,0.5,0.52,0.5,0.49,0.52,0.46,0.49,0.42,0.58,0.43,0.34,0.4,0.0,0.43,0.46,0.43,0.29,0.45,0.36,0.34,0.38,0.38,0.32,0.5,0.51,0.4,0.41,0.39,0.35,0.37,0.41,0.39,0.36,0.44,0.32,0.32,0.5,0.4,0.33,0.24,0.37,0.25,0.25,0.35,0.32,0.33,0.31,0.31,0.36,0.0,0.29,0.35,0.27,0.27,0.31,0.26,0.27,0.24,0.28,0.3,0.34,0.33,0.27,0.23,0.24,0.25,0.26,0.22,0.24,0.0,0.27,0.23,0.27,0.23,0.26,0.44,0.26,0.36,0.24,0.22,0.16,0.21,0.24,0.25,0.23,0.17,0.23,0.18,0.0,0.22,0.32,0.24,0.21,0.23,0.19,0.16,0.22,0.21,0.21,0.21,0.2,0.19,0.2,0.21,0.22,0.24,0.3,0.16,0.19,0.19,0.19,0.16,0.23,0.17,0.18,0.17,0.21,0.17,0.2,0.17,0.19,0.17,0.19,0.18,0.0,0.2,0.2,0.17,0.16,0.18,0.21,0.0,0.17,0.33,0.22,0.0,0.0,0.16,0.0,0.21,0.0,0.18,0.24,0.27,0.16,0.0,0.21,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.49000000000001
09/15/2021,1.93,1.57,1.26,1.03,1.16,1.27,1.06,1.3,1.04,1.18,1.16,1.02,1.08,0.97,0.91,0.99,0.98,0.86,0.93,1.0,1.05,0.78,0.68,0.79,0.75,0.69,0.7,0.79,0.78,0.62,0.61,0.64,0.57,0.51,0.6,0.62,0.56,0.71,0.61,0.6,0.58,0.28,0.63,0.0,0.52,0.58,0.58,0.69,0.56,0.53,0.6,0.59,0.48,0.49,0.5,0.49,0.59,0.51,0.53,0.5,0.5,0.52,0.5,0.49,0.52,0.46,0.49,0.42,0.58,0.43,0.34,0.4,0.0,0.43,0.46,0.43,0.29,0.45,0.36,0.34,0.38,0.38,0.32,0.5,0.51,0.4,0.41,0.39,0.35,0.37,0.41,0.39,0.36,0.44,0.32,0.32,0.5,0.4,0.33,0.24,0.37,0.25,0.25,0.35,0.32,0.33,0.31,0.31,0.36,0.0,0.29,0.35,0.27,0.27,0.31,0.26,0.27,0.24,0.28,0.3,0.34,0.33,0.27,0.23,0.24,0.25,0.26,0.22,0.24,0.0,0.27,0.23,0.27,0.23,0.26,0.44,0.26,0.36,0.24,0.22,0.16,0.21,0.24,0.25,0.23,0.17,0.23,0.18,0.0,0.22,0.32,0.24,0.21,0.23,0.19,0.16,0.22,0.21,0.21,0.21,0.2,0.19,0.2,0.21,0.22,0.24,0.3,0.16,0.19,0.19,0.19,0.16,0.23,0.17,0.18,0.17,0.21,0.17,0.2,0.17,0.19,0.17,0.19,0.18,0.0,0.2,0.2,0.17,0.16,0.18,0.21,0.0,0.17,0.33,0.22,0.0,0.0,0.16,0.0,0.21,0.0,0.18,0.24,0.27,0.16,0.0,0.21,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.49000000000001
09/16/2021,1.93,1.57,1.25,0.97,1.17,1.27,1.07,1.3,1.05,1.19,1.16,1.03,1.08,0.97,0.91,0.99,0.97,0.85,0.93,1.01,1.05,0.78,0.67,0.78,0.74,0.69,0.71,0.8,0.79,0.62,0.59,0.65,0.57,0.52,0.6,0.62,0.55,0.71,0.6,0.6,0.57,0.29,0.64,0.0,0.52,0.57,0.59,0.68,0.56,0.53,0.6,0.6,0.47,0.48,0.51,0.49,0.58,0.51,0.54,0.5,0.51,0.52,0.5,0.5,0.51,0.47,0.49,0.42,0.55,0.43,0.35,0.4,0.0,0.43,0.45,0.45,0.29,0.46,0.36,0.35,0.38,0.38,0.32,0.5,0.52,0.39,0.4,0.38,0.35,0.37,0.4,0.39,0.37,0.45,0.33,0.32,0.49,0.39,0.33,0.24,0.37,0.26,0.25,0.36,0.33,0.33,0.32,0.31,0.36,0.0,0.29,0.33,0.26,0.27,0.31,0.27,0.26,0.25,0.28,0.3,0.35,0.33,0.27,0.23,0.24,0.26,0.27,0.22,0.24,0.0,0.27,0.23,0.27,0.25,0.27,0.44,0.26,0.32,0.24,0.22,0.16,0.21,0.24,0.25,0.23,0.18,0.24,0.19,0.0,0.22,0.31,0.24,0.22,0.23,0.2,0.17,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.24,0.31,0.16,0.19,0.18,0.19,0.0,0.23,0.17,0.18,0.17,0.21,0.17,0.2,0.18,0.19,0.17,0.19,0.18,0.0,0.2,0.19,0.17,0.16,0.18,0.21,0.0,0.17,0.28,0.22,0.0,0.0,0.16,0.0,0.22,0.16,0.18,0.23,0.25,0.0,0.0,0.2,0.17,0.0,0.0,0.17,0.0,0.0,0.16,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.45
09/17/2021,1.93,1.58,1.26,0.96,1.18,1.27,1.06,1.3,1.06,1.17,1.17,1.02,1.09,0.97,0.92,1.0,1.01,0.85,0.94,1.01,1.05,0.78,0.67,0.8,0.74,0.69,0.71,0.81,0.78,0.61,0.6,0.66,0.58,0.52,0.59,0.63,0.55,0.71,0.61,0.59,0.57,0.28,0.64,0.0,0.52,0.58,0.59,0.68,0.57,0.53,0.59,0.6,0.46,0.49,0.52,0.49,0.59,0.51,0.53,0.5,0.5,0.52,0.5,0.5,0.53,0.47,0.48,0.42,0.56,0.43,0.35,0.4,0.0,0.43,0.46,0.44,0.29,0.47,0.37,0.35,0.38,0.38,0.31,0.5,0.53,0.39,0.4,0.38,0.35,0.38,0.41,0.39,0.36,0.45,0.34,0.32,0.5,0.38,0.33,0.24,0.37,0.26,0.25,0.36,0.33,0.32,0.32,0.31,0.36,0.0,0.3,0.33,0.26,0.26,0.31,0.27,0.26,0.25,0.29,0.3,0.35,0.33,0.27,0.23,0.24,0.26,0.27,0.22,0.23,0.0,0.28,0.23,0.27,0.25,0.26,0.44,0.26,0.25,0.24,0.22,0.16,0.21,0.24,0.25,0.23,0.18,0.24,0.18,0.0,0.21,0.32,0.24,0.22,0.23,0.2,0.17,0.21,0.21,0.21,0.22,0.23,0.19,0.2,0.21,0.22,0.24,0.31,0.16,0.18,0.18,0.19,0.0,0.22,0.17,0.18,0.17,0.21,0.17,0.19,0.17,0.19,0.17,0.19,0.18,0.0,0.19,0.19,0.17,0.16,0.18,0.21,0.16,0.17,0.26,0.21,0.0,0.0,0.16,0.0,0.22,0.0,0.18,0.23,0.25,0.16,0.0,0.2,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.48
09/20/2021,1.92,1.57,1.23,0.94,1.14,1.28,1.07,1.31,1.07,1.17,1.14,1.01,1.07,0.96,0.93,1.01,1.0,0.85,0.92,0.98,1.07,0.79,0.68,0.81,0.75,0.69,0.7,0.81,0.85,0.61,0.59,0.64,0.58,0.52,0.59,0.63,0.55,0.7,0.62,0.6,0.56,0.29,0.66,0.0,0.52,0.58,0.6,0.69,0.57,0.52,0.6,0.6,0.45,0.5,0.52,0.48,0.57,0.51,0.53,0.51,0.5,0.51,0.5,0.49,0.56,0.48,0.49,0.4,0.59,0.45,0.36,0.4,0.0,0.43,0.45,0.44,0.29,0.47,0.37,0.34,0.38,0.38,0.32,0.5,0.55,0.4,0.41,0.4,0.35,0.37,0.4,0.39,0.37,0.46,0.34,0.32,0.51,0.4,0.33,0.24,0.38,0.26,0.24,0.36,0.33,0.33,0.33,0.3,0.36,0.0,0.3,0.33,0.25,0.26,0.31,0.27,0.26,0.25,0.29,0.31,0.35,0.33,0.28,0.23,0.24,0.26,0.27,0.23,0.25,0.0,0.28,0.23,0.27,0.2,0.27,0.44,0.26,0.25,0.24,0.22,0.16,0.21,0.24,0.25,0.22,0.17,0.23,0.18,0.0,0.22,0.32,0.23,0.21,0.22,0.2,0.18,0.22,0.21,0.21,0.22,0.23,0.2,0.19,0.21,0.22,0.24,0.3,0.16,0.18,0.19,0.19,0.0,0.22,0.17,0.18,0.17,0.21,0.17,0.19,0.17,0.19,0.16,0.19,0.18,0.0,0.19,0.19,0.18,0.17,0.18,0.22,0.17,0.17,0.27,0.21,0.0,0.0,0.17,0.0,0.22,0.0,0.19,0.22,0.24,0.17,0.0,0.2,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.60999999999999
09/21/2021,1.89,1.55,1.22,0.95,1.13,1.27,1.07,1.3,1.07,1.16,1.12,1.0,1.08,0.97,0.91,1.01,0.99,0.85,0.91,0.99,1.07,0.79,0.68,0.8,0.72,0.69,0.69,0.81,0.89,0.61,0.59,0.65,0.57,0.52,0.59,0.63,0.55,0.7,0.61,0.57,0.56,0.3,0.66,0.27,0.53,0.58,0.59,0.69,0.55,0.51,0.59,0.61,0.46,0.5,0.51,0.49,0.57,0.51,0.52,0.5,0.5,0.51,0.5,0.48,0.57,0.47,0.49,0.4,0.6,0.45,0.38,0.39,0.0,0.44,0.47,0.44,0.29,0.48,0.37,0.34,0.38,0.39,0.33,0.5,0.56,0.4,0.41,0.39,0.34,0.37,0.4,0.37,0.38,0.46,0.35,0.32,0.52,0.36,0.33,0.25,0.37,0.26,0.24,0.36,0.33,0.33,0.33,0.3,0.37,0.0,0.3,0.34,0.27,0.27,0.31,0.27,0.26,0.24,0.29,0.31,0.36,0.33,0.27,0.24,0.25,0.26,0.27,0.23,0.26,0.0,0.28,0.23,0.27,0.19,0.27,0.45,0.26,0.25,0.25,0.22,0.0,0.21,0.24,0.25,0.23,0.17,0.23,0.19,0.0,0.22,0.33,0.25,0.21,0.23,0.2,0.17,0.21,0.21,0.2,0.21,0.24,0.2,0.19,0.21,0.22,0.24,0.3,0.16,0.19,0.19,0.19,0.16,0.22,0.17,0.18,0.0,0.21,0.17,0.19,0.17,0.19,0.17,0.19,0.17,0.0,0.19,0.19,0.18,0.0,0.19,0.22,0.17,0.17,0.28,0.21,0.0,0.0,0.17,0.0,0.22,0.16,0.18,0.22,0.24,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.18,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.65
09/22/2021,1.89,1.55,1.22,0.95,1.13,1.27,1.07,1.3,1.07,1.16,1.12,1.0,1.08,0.97,0.91,1.01,0.99,0.85,0.91,0.99,1.07,0.79,0.68,0.8,0.72,0.69,0.69,0.81,0.89,0.61,0.59,0.65,0.57,0.52,0.59,0.63,0.55,0.7,0.61,0.57,0.56,0.3,0.66,0.27,0.53,0.58,0.59,0.69,0.55,0.51,0.59,0.61,0.46,0.5,0.51,0.49,0.57,0.51,0.52,0.5,0.5,0.51,0.5,0.48,0.57,0.47,0.49,0.4,0.6,0.45,0.38,0.39,0.0,0.44,0.47,0.44,0.29,0.48,0.37,0.34,0.38,0.39,0.33,0.5,0.56,0.4,0.41,0.39,0.34,0.37,0.4,0.37,0.38,0.46,0.35,0.32,0.52,0.36,0.33,0.25,0.37,0.26,0.24,0.36,0.33,0.33,0.33,0.3,0.37,0.0,0.3,0.34,0.27,0.27,0.31,0.27,0.26,0.24,0.29,0.31,0.36,0.33,0.27,0.24,0.25,0.26,0.27,0.23,0.26,0.0,0.28,0.23,0.27,0.19,0.27,0.45,0.26,0.25,0.25,0.22,0.0,0.21,0.24,0.25,0.23,0.17,0.23,0.19,0.0,0.22,0.33,0.25,0.21,0.23,0.2,0.17,0.21,0.21,0.2,0.21,0.24,0.2,0.19,0.21,0.22,0.24,0.3,0.16,0.19,0.19,0.19,0.16,0.22,0.17,0.18,0.0,0.21,0.17,0.19,0.17,0.19,0.17,0.19,0.17,0.0,0.19,0.19,0.18,0.0,0.19,0.22,0.17,0.17,0.28,0.21,0.0,0.0,0.17,0.0,0.22,0.16,0.18,0.22,0.24,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.18,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.65
09/23/2021,1.92,1.58,1.25,0.93,1.15,1.28,1.08,1.31,1.06,1.17,1.12,1.0,1.1,0.97,0.91,1.03,1.0,0.86,0.91,0.99,1.07,0.79,0.68,0.8,0.74,0.7,0.69,0.82,0.88,0.61,0.61,0.66,0.57,0.51,0.59,0.64,0.55,0.7,0.61,0.58,0.57,0.3,0.66,0.28,0.54,0.58,0.59,0.69,0.56,0.51,0.6,0.61,0.46,0.5,0.5,0.49,0.58,0.5,0.52,0.51,0.5,0.5,0.5,0.48,0.57,0.47,0.49,0.41,0.52,0.45,0.37,0.39,0.0,0.44,0.46,0.44,0.29,0.48,0.38,0.34,0.38,0.4,0.33,0.51,0.57,0.42,0.41,0.39,0.35,0.37,0.41,0.38,0.38,0.45,0.35,0.32,0.53,0.35,0.33,0.25,0.36,0.26,0.24,0.36,0.33,0.32,0.33,0.31,0.37,0.0,0.3,0.33,0.26,0.27,0.32,0.27,0.27,0.24,0.29,0.32,0.36,0.34,0.28,0.23,0.25,0.25,0.27,0.23,0.26,0.0,0.28,0.23,0.27,0.2,0.26,0.42,0.27,0.24,0.24,0.22,0.0,0.21,0.24,0.24,0.22,0.17,0.24,0.19,0.0,0.21,0.32,0.24,0.21,0.23,0.2,0.17,0.21,0.21,0.19,0.22,0.24,0.2,0.19,0.21,0.22,0.23,0.29,0.16,0.19,0.19,0.19,0.0,0.22,0.17,0.18,0.17,0.2,0.18,0.19,0.17,0.19,0.17,0.18,0.17,0.0,0.19,0.19,0.18,0.17,0.19,0.22,0.0,0.17,0.29,0.21,0.0,0.0,0.17,0.0,0.22,0.16,0.18,0.22,0.23,0.17,0.0,0.19,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.79
