,NIO,BABA,JD,BIDU,PDD,BILI,XPEV,NTES,TCOM,BEKE,LI,ZTO,EDU,ZLAB,VIPS,TAL,HTHT,GDS,IQ,QFIN,WB,ATHM,DQ,YY,JOBS,KC,VNET,CSIQ,API,IMAB,MOMO,TIGR,JKS,LU,DADA,BZUN,LX,NOAH,CD,NIU,OCFT,EH,BNR,CAN,HOLI,UXIN,NTP,SOHU,LKCO,MNSO,SNP.L,YSG,AGPXX,SY,FANH,KNDI,QD,GTH,EBON,ZEPP,CBAT,PTR,YI,SOL,BTNB,BTBT,VIOT,BTCM,WIMI,QTT,SGOC,NVVE,LFC,NISN,FTFT,XNET,WNW,HUIZ,Cash/Receivables/Payables,SPI,KXIN,LIZI,CAAS,JG,QLI,GRCL,PETZ,LITB,HLG,TEDU,OCG,YQ,COE,DUO,METX,CSCW,GLG,NCTY,ZKIN,RCON,Sino Clean Energy Inc,6368.T,China Petroleum & Chemical Corp ADR,PetroChina Co Ltd ADR,China Life Insurance Co Ltd ADR repr Class H,Securities Lending - Bnym,n/a,BPAC11.SA,SNP,NEGG,TME,PPGH,SLCR,CNTB,AGMH,JWEL,MOXC,ADAG,JFU,CNEY,BLCT,CLV.,INVALID,TROO,SUM
10/11/2021,7.84,8.0,8.32,8.54,8.13,3.76,3.86,4.22,4.44,2.35,3.59,3.66,0.92,2.19,1.74,0.61,2.26,2.02,0.91,0.76,1.08,1.01,1.01,0.96,0.0,0.83,0.68,0.58,0.54,0.93,0.55,0.35,0.56,1.47,0.5,0.31,0.25,0.36,0.3,0.38,0.15,0.21,0.22,0.3,0.38,0.22,0.31,0.26,0.13,0.39,0.19,0.22,0.15,0.09,0.13,0.1,0.1,0.12,0.08,0.1,0.06,0.14,0.07,0.09,0.09,0.18,0.05,0.12,0.07,0.04,0.19,0.07,0.08,0.07,0.05,0.05,0.03,0.02,0.0,0.03,0.1,0.03,0.03,0.03,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.58,1.5,0.1,0.1,0.08,0.06,0.04,0.04,0.04,0.03,0.04,0.03,0.0,0.0,0.0,100.03
10/14/2021,7.68,8.32,8.41,8.75,8.03,3.73,3.73,4.18,0.0,2.49,3.48,3.62,0.93,2.11,1.75,0.62,2.35,1.89,0.99,0.81,1.08,1.03,1.07,0.98,0.0,0.81,0.64,0.62,0.54,0.85,0.59,0.35,0.6,1.46,0.49,0.31,0.25,0.35,0.3,0.37,0.15,0.2,0.22,0.3,0.37,0.22,0.29,0.26,0.13,0.38,0.19,0.2,0.15,0.09,0.13,0.1,0.1,0.12,0.07,0.09,0.06,0.14,0.08,0.09,0.09,0.2,0.05,0.12,0.07,0.04,0.18,0.07,0.08,0.07,0.05,0.05,0.03,0.02,0.0,0.03,0.1,0.03,0.03,0.02,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.51,1.52,0.1,0.1,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.03,4.4,0.0,0.0,100.07
10/15/2021,7.7,8.32,8.51,8.66,7.97,3.67,3.78,4.15,0.0,2.52,3.48,3.64,0.91,2.08,1.77,0.6,2.32,1.87,1.02,0.8,1.09,1.03,1.16,0.99,0.0,0.8,0.61,0.66,0.52,0.82,0.6,0.33,0.62,1.46,0.49,0.31,0.24,0.35,0.3,0.37,0.14,0.2,0.22,0.29,0.36,0.22,0.29,0.26,0.12,0.37,0.19,0.19,0.16,0.09,0.13,0.1,0.1,0.12,0.07,0.09,0.06,0.14,0.07,0.1,0.09,0.18,0.05,0.12,0.07,0.04,0.18,0.07,0.08,0.07,0.05,0.04,0.03,0.02,0.0,0.03,0.1,0.03,0.03,0.02,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.55,0.1,0.1,0.07,0.06,0.05,0.04,0.03,0.03,0.04,0.03,4.43,0.0,0.0,100.03
10/18/2021,7.75,8.39,8.66,8.7,7.9,3.64,3.89,4.12,0.0,2.52,3.6,3.58,0.98,2.11,1.75,0.61,2.26,1.89,0.97,0.79,1.07,1.01,1.1,0.97,0.0,0.82,0.65,0.65,0.53,0.83,0.6,0.27,0.6,1.32,0.5,0.3,0.24,0.35,0.29,0.37,0.14,0.21,0.2,0.28,0.36,0.21,0.31,0.26,0.12,0.4,0.19,0.18,0.15,0.08,0.13,0.1,0.1,0.11,0.08,0.09,0.06,0.13,0.07,0.1,0.09,0.18,0.06,0.12,0.07,0.04,0.18,0.07,0.08,0.07,0.05,0.04,0.03,0.02,0.0,0.03,0.1,0.03,0.03,0.02,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.49,0.1,0.1,0.06,0.06,0.05,0.04,0.03,0.03,0.04,0.03,4.43,0.0,0.0,100.06
10/21/2021,8.25,8.18,8.59,8.92,7.94,3.83,4.16,4.11,0.0,2.56,3.63,3.47,0.95,1.99,1.73,0.55,2.19,1.86,0.9,0.76,1.06,0.99,1.15,0.95,0.0,0.8,0.64,0.64,0.51,0.82,0.6,0.25,0.62,1.33,0.52,0.3,0.23,0.35,0.28,0.36,0.13,0.21,0.18,0.28,0.35,0.19,0.3,0.25,0.12,0.37,0.18,0.16,0.19,0.08,0.13,0.1,0.09,0.11,0.08,0.09,0.06,0.13,0.07,0.1,0.09,0.18,0.06,0.12,0.06,0.04,0.17,0.07,0.08,0.07,0.04,0.04,0.03,0.02,0.0,0.03,0.09,0.03,0.03,0.02,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.49,0.1,0.1,0.06,0.07,0.04,0.04,0.03,0.03,0.04,0.03,4.27,0.0,0.0,100.05
10/22/2021,8.09,8.42,8.59,9.06,7.75,4.0,4.03,4.09,0.0,2.49,3.6,3.43,0.97,1.97,1.82,0.58,2.15,1.94,0.99,0.78,1.03,0.97,1.18,0.94,0.0,0.85,0.67,0.63,0.47,0.77,0.59,0.26,0.62,1.35,0.52,0.3,0.23,0.35,0.31,0.35,0.13,0.21,0.18,0.31,0.35,0.2,0.29,0.25,0.11,0.37,0.18,0.16,0.18,0.08,0.12,0.1,0.09,0.11,0.08,0.09,0.06,0.13,0.07,0.1,0.08,0.18,0.05,0.12,0.07,0.04,0.18,0.06,0.08,0.07,0.04,0.05,0.03,0.02,0.0,0.04,0.09,0.03,0.03,0.02,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.57,0.1,0.1,0.06,0.07,0.04,0.04,0.03,0.03,0.04,0.03,4.08,0.0,0.0,100.09
10/25/2021,8.01,8.37,8.42,9.06,7.65,4.06,4.03,4.11,0.0,2.83,3.67,3.42,0.93,1.93,1.85,0.58,2.11,1.91,0.99,0.83,1.05,0.97,1.18,0.93,0.0,0.83,0.66,0.64,0.51,0.78,0.61,0.27,0.63,1.34,0.53,0.3,0.23,0.34,0.29,0.35,0.14,0.23,0.16,0.36,0.34,0.19,0.29,0.25,0.12,0.36,0.17,0.16,0.18,0.08,0.13,0.1,0.1,0.11,0.08,0.09,0.06,0.12,0.07,0.1,0.08,0.17,0.05,0.11,0.07,0.05,0.2,0.06,0.08,0.07,0.04,0.04,0.03,0.02,0.0,0.03,0.09,0.03,0.03,0.02,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.54,0.1,0.1,0.06,0.07,0.04,0.04,0.03,0.03,0.05,0.03,4.03,0.0,0.0,100.04999999999998
10/26/2021,7.87,8.47,8.42,9.0,7.88,4.07,4.04,4.18,0.0,2.85,3.74,3.35,0.94,1.97,1.83,0.57,2.13,1.93,0.99,0.82,1.06,0.92,1.17,0.89,0.0,0.82,0.66,0.63,0.5,0.8,0.61,0.27,0.63,1.35,0.52,0.3,0.23,0.35,0.29,0.34,0.13,0.23,0.16,0.34,0.35,0.18,0.29,0.24,0.11,0.37,0.17,0.16,0.14,0.08,0.12,0.09,0.1,0.11,0.08,0.09,0.05,0.12,0.07,0.1,0.08,0.16,0.05,0.11,0.06,0.05,0.17,0.06,0.08,0.07,0.04,0.04,0.03,0.02,0.0,0.03,0.09,0.02,0.03,0.02,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.59,0.1,0.1,0.06,0.07,0.04,0.03,0.03,0.03,0.05,0.02,3.97,0.0,0.0,100.03
10/28/2021,8.27,8.31,8.45,8.81,7.93,3.98,4.46,4.14,0.0,2.71,3.93,3.34,0.9,2.01,1.81,0.55,2.05,1.89,0.96,0.84,1.04,0.9,1.21,0.86,0.0,0.77,0.65,0.65,0.49,0.79,0.61,0.27,0.64,1.34,0.52,0.29,0.24,0.35,0.3,0.35,0.13,0.23,0.17,0.38,0.34,0.18,0.27,0.24,0.11,0.37,0.17,0.15,0.14,0.08,0.13,0.1,0.1,0.1,0.08,0.09,0.05,0.12,0.07,0.1,0.08,0.15,0.05,0.11,0.06,0.05,0.18,0.06,0.08,0.07,0.04,0.04,0.03,0.02,0.0,0.03,0.09,0.03,0.03,0.02,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.54,0.1,0.1,0.06,0.07,0.04,0.03,0.03,0.03,0.04,0.02,3.76,0.0,0.0,100.01
10/29/2021,8.46,8.37,8.53,8.84,7.66,3.9,4.39,4.17,0.0,2.45,3.96,3.41,0.89,2.12,1.8,0.54,2.08,1.9,0.94,0.82,1.03,0.86,1.2,0.84,0.0,0.73,0.62,0.67,0.48,0.77,0.62,0.28,0.62,1.32,0.51,0.28,0.24,0.37,0.3,0.37,0.13,0.22,0.18,0.39,0.35,0.19,0.29,0.24,0.12,0.37,0.18,0.15,0.15,0.08,0.13,0.1,0.1,0.11,0.09,0.09,0.06,0.13,0.07,0.11,0.09,0.16,0.05,0.11,0.06,0.04,0.19,0.06,0.08,0.07,0.04,0.05,0.03,0.02,0.0,0.04,0.09,0.03,0.03,0.02,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.55,0.1,0.1,0.06,0.07,0.05,0.03,0.03,0.03,0.05,0.02,3.89,0.0,0.0,100.04
11/01/2021,8.55,8.38,8.49,8.85,7.62,3.93,4.48,4.23,0.0,2.32,4.01,3.39,0.86,2.13,1.74,0.54,2.15,1.96,0.93,0.79,1.0,0.8,1.3,0.86,0.0,0.69,0.62,0.72,0.45,0.74,0.63,0.23,0.69,1.23,0.51,0.28,0.24,0.36,0.33,0.37,0.12,0.22,0.19,0.38,0.35,0.18,0.29,0.24,0.13,0.36,0.17,0.15,0.11,0.07,0.13,0.1,0.1,0.11,0.09,0.09,0.06,0.12,0.07,0.12,0.09,0.16,0.05,0.1,0.07,0.04,0.19,0.07,0.08,0.07,0.04,0.04,0.03,0.02,0.0,0.04,0.09,0.03,0.03,0.02,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.58,0.1,0.1,0.06,0.07,0.04,0.03,0.03,0.03,0.05,0.02,3.9,0.0,0.0,100.02
11/02/2021,8.49,8.37,8.44,8.75,7.53,3.87,4.65,4.24,0.0,2.21,4.02,3.39,0.85,2.17,1.74,0.52,2.17,1.94,0.91,0.77,1.0,0.8,1.36,0.87,0.0,0.66,0.6,0.75,0.42,0.78,0.61,0.21,0.71,1.25,0.49,0.28,0.23,0.41,0.32,0.39,0.12,0.22,0.19,0.38,0.37,0.2,0.29,0.24,0.14,0.36,0.18,0.15,0.11,0.08,0.13,0.1,0.1,0.11,0.09,0.09,0.06,0.12,0.07,0.12,0.09,0.24,0.05,0.11,0.08,0.04,0.19,0.07,0.08,0.07,0.04,0.05,0.03,0.02,0.0,0.04,0.09,0.03,0.04,0.02,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.56,0.1,0.1,0.06,0.07,0.05,0.04,0.03,0.03,0.05,0.02,3.97,0.0,0.0,100.02
11/03/2021,8.49,8.37,8.44,8.75,7.53,3.87,4.65,4.24,0.0,2.21,4.02,3.39,0.85,2.17,1.74,0.52,2.17,1.94,0.91,0.77,1.0,0.8,1.36,0.87,0.0,0.66,0.6,0.75,0.42,0.78,0.61,0.21,0.71,1.25,0.49,0.28,0.23,0.41,0.32,0.39,0.12,0.22,0.19,0.38,0.37,0.2,0.29,0.24,0.14,0.36,0.18,0.15,0.11,0.08,0.13,0.1,0.1,0.11,0.09,0.09,0.06,0.12,0.07,0.12,0.09,0.24,0.05,0.11,0.08,0.04,0.19,0.07,0.08,0.07,0.04,0.05,0.03,0.02,0.0,0.04,0.09,0.03,0.04,0.02,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.56,0.1,0.1,0.06,0.07,0.05,0.04,0.03,0.03,0.05,0.02,3.97,0.0,0.0,100.02
11/04/2021,8.49,8.37,8.44,8.75,7.53,3.87,4.65,4.24,0.0,2.21,4.02,3.39,0.85,2.17,1.74,0.52,2.17,1.94,0.91,0.77,1.0,0.8,1.36,0.87,0.0,0.66,0.6,0.75,0.42,0.78,0.61,0.21,0.71,1.25,0.49,0.28,0.23,0.41,0.32,0.39,0.12,0.22,0.19,0.38,0.37,0.2,0.29,0.24,0.14,0.36,0.18,0.15,0.11,0.08,0.13,0.1,0.1,0.11,0.09,0.09,0.06,0.12,0.07,0.12,0.09,0.24,0.05,0.11,0.08,0.04,0.19,0.07,0.08,0.07,0.04,0.05,0.03,0.02,0.0,0.04,0.09,0.03,0.04,0.02,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.56,0.1,0.1,0.06,0.07,0.05,0.04,0.03,0.03,0.05,0.02,3.97,0.0,0.0,100.02
11/05/2021,8.8,8.17,8.6,8.66,7.73,4.07,4.62,4.31,0.0,2.24,3.8,3.23,0.84,2.14,1.77,0.52,2.15,1.9,0.92,0.78,0.97,0.81,1.18,0.82,0.0,0.65,0.64,0.7,0.43,0.79,0.62,0.22,0.63,1.24,0.5,0.28,0.23,0.43,0.31,0.39,0.12,0.23,0.19,0.41,0.35,0.19,0.29,0.25,0.13,0.38,0.17,0.16,0.12,0.08,0.13,0.1,0.1,0.11,0.09,0.09,0.06,0.12,0.07,0.12,0.09,0.2,0.05,0.11,0.09,0.04,0.18,0.07,0.08,0.08,0.04,0.05,0.03,0.02,0.0,0.04,0.1,0.03,0.03,0.02,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1.59,0.1,0.1,0.06,0.08,0.04,0.04,0.03,0.03,0.06,0.03,3.97,0.0,0.0,100.04
11/08/2021,9.23,8.31,8.6,8.71,7.29,3.96,4.74,4.37,0.0,2.22,3.92,3.2,0.84,2.12,1.74,0.5,2.06,1.86,0.9,0.8,0.97,0.79,1.2,0.83,0.0,0.61,0.62,0.71,0.43,0.78,0.62,0.22,0.69,1.21,0.5,0.28,0.23,0.42,0.29,0.4,0.11,0.23,0.19,0.41,0.28,0.18,0.28,0.25,0.12,0.4,0.17,0.15,0.12,0.08,0.13,0.1,0.1,0.12,0.09,0.09,0.06,0.12,0.07,0.12,0.09,0.19,0.06,0.11,0.09,0.04,0.18,0.08,0.08,0.08,0.04,0.04,0.03,0.02,0.0,0.04,0.09,0.02,0.03,0.02,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.56,0.1,0.1,0.06,0.07,0.05,0.04,0.03,0.03,0.08,0.02,3.95,0.0,0.0,100.03
11/09/2021,9.24,8.16,8.48,8.65,7.18,4.0,4.68,4.47,0.0,2.22,3.87,3.26,0.86,1.86,1.74,0.5,2.21,1.93,0.9,0.79,0.98,0.8,1.17,0.84,0.0,0.61,0.63,0.7,0.43,0.78,0.64,0.23,0.68,1.23,0.5,0.28,0.23,0.42,0.29,0.39,0.11,0.23,0.2,0.39,0.27,0.18,0.28,0.25,0.12,0.4,0.18,0.15,0.12,0.08,0.13,0.1,0.1,0.12,0.09,0.1,0.06,0.12,0.07,0.12,0.09,0.19,0.05,0.11,0.09,0.04,0.21,0.08,0.08,0.07,0.04,0.05,0.03,0.02,0.0,0.04,0.09,0.02,0.03,0.02,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.57,0.1,0.1,0.06,0.08,0.05,0.04,0.03,0.03,0.07,0.02,4.25,0.0,0.0,99.99
11/10/2021,9.24,8.16,8.48,8.65,7.18,4.0,4.68,4.47,0.0,2.22,3.87,3.26,0.86,1.86,1.74,0.5,2.21,1.93,0.9,0.79,0.98,0.8,1.17,0.84,0.0,0.61,0.63,0.7,0.43,0.78,0.64,0.23,0.68,1.23,0.5,0.28,0.23,0.42,0.29,0.39,0.11,0.23,0.2,0.39,0.27,0.18,0.28,0.25,0.12,0.4,0.18,0.15,0.12,0.08,0.13,0.1,0.1,0.12,0.09,0.1,0.06,0.12,0.07,0.12,0.09,0.19,0.05,0.11,0.09,0.04,0.21,0.08,0.08,0.07,0.04,0.05,0.03,0.02,0.0,0.04,0.09,0.02,0.03,0.02,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.57,0.1,0.1,0.06,0.08,0.05,0.04,0.03,0.03,0.07,0.02,4.25,0.0,0.0,99.99
11/11/2021,9.23,8.15,8.28,8.63,6.99,4.05,4.65,4.46,0.0,2.16,3.83,3.18,0.87,1.8,1.76,0.51,2.21,1.89,0.88,0.8,0.97,0.78,1.16,0.83,0.0,0.62,0.64,0.69,0.46,0.74,0.62,0.22,0.67,1.23,0.5,0.27,0.24,0.42,0.3,0.39,0.11,0.24,0.19,0.46,0.27,0.18,0.24,0.25,0.12,0.38,0.17,0.15,0.08,0.08,0.13,0.12,0.1,0.12,0.09,0.09,0.08,0.11,0.07,0.12,0.09,0.19,0.05,0.11,0.09,0.04,0.19,0.09,0.08,0.07,0.04,0.04,0.03,0.02,0.0,0.04,0.09,0.02,0.03,0.02,0.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,2.06,1.57,0.1,0.1,0.06,0.07,0.05,0.04,0.03,0.03,0.03,0.02,4.29,0.0,0.0,100.02
11/12/2021,8.81,8.18,8.37,8.77,7.09,4.11,4.44,4.41,0.0,2.42,3.72,3.23,0.86,1.81,1.82,0.49,2.16,1.94,0.91,0.86,0.98,0.78,1.17,0.85,0.0,0.62,0.64,0.69,0.45,0.73,0.63,0.22,0.67,1.26,0.51,0.27,0.25,0.42,0.3,0.39,0.11,0.24,0.19,0.45,0.27,0.19,0.24,0.25,0.12,0.39,0.18,0.16,0.08,0.08,0.14,0.1,0.1,0.11,0.1,0.09,0.07,0.12,0.07,0.12,0.09,0.26,0.06,0.11,0.09,0.04,0.19,0.09,0.08,0.08,0.04,0.04,0.03,0.02,0.0,0.04,0.09,0.02,0.03,0.02,0.0,0.04,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.59,0.1,0.1,0.06,0.07,0.05,0.04,0.03,0.03,0.03,0.03,4.25,0.0,0.0,100.03
11/15/2021,8.63,8.08,8.62,8.57,7.47,4.25,4.5,4.55,0.0,2.69,3.59,3.19,0.86,1.68,1.84,0.51,2.12,1.9,0.94,0.9,0.98,0.74,1.17,0.85,0.0,0.63,0.63,0.7,0.46,0.73,0.63,0.22,0.69,1.38,0.54,0.28,0.24,0.41,0.29,0.37,0.1,0.22,0.18,0.45,0.26,0.18,0.25,0.25,0.11,0.39,0.17,0.15,0.08,0.08,0.13,0.09,0.1,0.1,0.08,0.09,0.06,0.11,0.06,0.12,0.09,0.23,0.05,0.1,0.08,0.04,0.18,0.08,0.08,0.05,0.04,0.04,0.02,0.02,0.0,0.04,0.08,0.02,0.04,0.02,0.0,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.65,0.1,0.1,0.05,0.07,0.06,0.03,0.03,0.02,0.02,0.02,4.08,0.0,0.0,100.03
11/16/2021,8.64,7.95,8.7,8.64,7.56,4.27,4.54,4.54,0.0,2.58,3.52,3.14,0.86,1.66,1.89,0.52,2.12,1.9,0.94,0.93,0.97,0.75,1.19,0.86,0.0,0.62,0.64,0.67,0.48,0.71,0.64,0.23,0.69,1.36,0.55,0.28,0.24,0.42,0.32,0.37,0.1,0.22,0.18,0.43,0.26,0.19,0.26,0.24,0.11,0.38,0.16,0.15,0.08,0.08,0.13,0.1,0.1,0.1,0.08,0.09,0.06,0.11,0.07,0.12,0.08,0.23,0.05,0.09,0.08,0.04,0.18,0.09,0.07,0.05,0.04,0.05,0.03,0.02,0.0,0.04,0.08,0.02,0.04,0.02,0.0,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1.65,0.1,0.1,0.05,0.07,0.05,0.03,0.03,0.02,0.02,0.02,4.04,0.0,0.0,99.99
11/17/2021,8.64,7.95,8.7,8.64,7.56,4.27,4.54,4.54,0.0,2.58,3.52,3.14,0.86,1.66,1.89,0.52,2.12,1.9,0.94,0.93,0.97,0.75,1.19,0.86,0.0,0.62,0.64,0.67,0.48,0.71,0.64,0.23,0.69,1.36,0.55,0.28,0.24,0.42,0.32,0.37,0.1,0.22,0.18,0.43,0.26,0.19,0.26,0.24,0.11,0.38,0.16,0.15,0.08,0.08,0.13,0.1,0.1,0.1,0.08,0.09,0.06,0.11,0.07,0.12,0.08,0.23,0.05,0.09,0.08,0.04,0.18,0.09,0.07,0.05,0.04,0.05,0.03,0.02,0.0,0.04,0.08,0.02,0.04,0.02,0.0,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1.65,0.1,0.1,0.05,0.07,0.05,0.03,0.03,0.02,0.02,0.02,4.04,0.0,0.0,99.99
11/18/2021,8.31,8.03,8.68,8.65,7.36,4.29,4.5,4.6,0.0,2.67,3.5,3.16,0.84,1.7,1.91,0.51,2.1,1.83,0.91,0.95,0.94,0.75,1.18,0.86,0.0,0.64,0.64,0.68,0.48,0.73,0.64,0.23,0.67,1.37,0.56,0.28,0.25,0.44,0.31,0.36,0.11,0.22,0.17,0.43,0.29,0.2,0.26,0.21,0.11,0.38,0.17,0.15,0.14,0.08,0.14,0.1,0.1,0.1,0.08,0.09,0.05,0.11,0.07,0.11,0.09,0.23,0.05,0.09,0.08,0.04,0.0,0.08,0.08,0.05,0.04,0.05,0.03,0.02,0.0,0.04,0.09,0.02,0.04,0.02,0.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,1.59,0.1,0.1,0.05,0.07,0.06,0.03,0.02,0.03,0.02,0.02,4.08,0.18,0.0,100.04999999999998
11/19/2021,8.19,7.99,8.64,8.64,7.44,4.39,4.66,4.52,0.0,2.75,3.78,3.13,0.84,1.77,1.83,0.53,2.07,1.83,0.88,0.99,0.92,0.72,1.13,0.89,0.0,0.64,0.61,0.67,0.47,0.81,0.63,0.22,0.71,1.33,0.55,0.28,0.25,0.43,0.31,0.36,0.11,0.21,0.19,0.45,0.29,0.19,0.28,0.2,0.11,0.37,0.16,0.16,0.14,0.09,0.14,0.1,0.1,0.1,0.08,0.08,0.05,0.11,0.07,0.11,0.08,0.21,0.05,0.09,0.08,0.04,0.0,0.08,0.07,0.04,0.04,0.04,0.03,0.02,0.0,0.04,0.08,0.02,0.03,0.02,0.0,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.6,0.1,0.1,0.05,0.07,0.07,0.03,0.02,0.03,0.02,0.02,3.89,0.0,0.16,100.02
11/24/2021,8.32,7.11,9.86,8.18,6.92,3.54,4.67,5.02,0.0,2.89,3.77,3.76,0.91,1.75,1.56,0.65,2.25,1.8,0.76,0.98,0.94,0.73,1.16,0.97,0.0,0.61,0.5,0.73,0.44,0.86,0.64,0.21,0.76,1.38,0.57,0.27,0.22,0.44,0.3,0.36,0.1,0.21,0.23,0.43,0.29,0.19,0.3,0.21,0.11,0.34,0.17,0.16,0.14,0.09,0.14,0.1,0.09,0.1,0.07,0.08,0.06,0.11,0.06,0.11,0.09,0.21,0.05,0.09,0.08,0.04,0.0,0.09,0.08,0.04,0.04,0.04,0.02,0.02,0.0,0.04,0.08,0.02,0.04,0.02,0.0,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.51,0.1,0.1,0.02,0.07,0.11,0.03,0.03,0.02,0.02,0.02,4.03,0.0,0.16,100.07
