,SPXL,ProShares UltraPro S&P500,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,JPM,JNJ,V,HD,UNH,BRK.B,PYPL,PG,DIS,MA,BAC,ADBE,XOM,CMCSA,INTC,VZ,NFLX,PFE,CRM,CSCO,KO,T,PEP,ABT,MRK,ABBV,CVX,TMO,WMT,NKE,LLY,ACN,AVGO,WFC,MCD,TXN,COST,Us Dollars,MDT,DHR,ORCL,QCOM,PM,HON,UNP,C,BMY,NEE,UPS,LOW,AMGN,SBUX,RTX,BA,IBM,CHTR,AMAT,TGT,GS,INTU,AMT,CAT,GE,MMM,AMD,MS,DE,CVS,AXP,NOW,ISRG,SPGI,ANTM,BLK,MO,ZTS,GILD,PLD,MDLZ,MU,LMT,LRCX,FIS,SCHW,CI,USB,SYK,CCI,SQ,ADP,BKNG,TFC,CSX,PNC,TJX,CME,DUK,GM,COF,FDX,MMC,CL,ATVI,NSC,ILMN,SNAP,COP,BDX,SHW,BX,SO,ADSK,EW,ITW,APD,ICE,EQIX,EL,CB,ETN,D,ADI,FISV,BSX,WM,EMR,DD,F,UBER,MCO,TMUS,PGR,BIIB,HUM,GPN,HCA,DG,ECL,NOC,EBAY,TWTR,JCI,VRTX,EOG,IDXX,NEM,DOW,GD,LHX,ROP,SLB,KLAC,TT,TEL,TROW,KMB,A,HPQ,ZM,PSA,EXC,ROST,REGN,IQV,MET,DOCU,AEP,BK,INFO,SPG,ORLY,ALL,PRU,BAX,CNC,ALXN,MSCI,CMG,EA,AIG,SNPS,MPC,PPG,APH,VEEV,SYY,SRE,WDAY,PH,DLR,TRV,OTIS,MSI,WELL,PANW,CDNS,MRVL,FTNT,YUM,CTSH,DXCM,UPRO,WBA,n/a,RMD,MAR,AZO,XLNX,PAYX,HLT,GIS,MCHP,AFL,MCK,ADM,PSX,CERN,STT,WMB,PPL,BF.B,DTM,AVB,RSG,SWKS,CAG,MTD,XEL,CTVA,GLW,BLL,VRSK,CTAS,CHD,FE,VFC,CMS,MTCH,RNG,CTXS,KMI,PEG,PCAR,AME,WEC,SBAC,AWK,CPRT,WTW,O,ZBH,DTE,ETR,CSGP,AKAM,LVS,BMRN,AZN,OGN,VLO,SUM
01/03/2022,10.03,0.0,7.07,6.24,3.82,2.01,2.15,2.03,2.01,1.79,1.2,0.96,0.77,1.06,0.99,0.85,0.47,0.84,0.61,0.66,0.74,0.56,0.55,0.49,0.46,0.46,0.55,0.67,0.46,0.53,0.48,0.37,0.5,0.51,0.41,0.49,0.46,0.53,0.42,0.43,0.48,0.54,0.54,0.4,0.42,0.36,0.5,0.0,0.29,0.42,0.37,0.43,0.31,0.31,0.35,0.27,0.29,0.38,0.31,0.39,0.27,0.28,0.28,0.24,0.25,0.23,0.3,0.24,0.26,0.32,0.27,0.23,0.22,0.22,0.36,0.25,0.22,0.28,0.21,0.24,0.24,0.23,0.23,0.18,0.19,0.24,0.2,0.26,0.19,0.22,0.17,0.2,0.14,0.21,0.17,0.17,0.17,0.18,0.11,0.2,0.15,0.17,0.18,0.16,0.18,0.16,0.16,0.15,0.14,0.13,0.18,0.15,0.11,0.16,0.11,0.1,0.16,0.14,0.17,0.18,0.15,0.13,0.16,0.14,0.14,0.15,0.13,0.15,0.16,0.15,0.13,0.13,0.12,0.12,0.15,0.12,0.12,0.17,0.1,0.12,0.09,0.12,0.0,0.11,0.0,0.14,0.12,0.13,0.11,0.11,0.0,0.13,0.12,0.11,0.1,0.1,0.09,0.11,0.09,0.1,0.09,0.12,0.1,0.11,0.09,0.1,0.1,0.11,0.0,0.11,0.12,0.0,0.09,0.1,0.09,0.0,0.09,0.1,0.1,0.11,0.1,0.0,0.09,0.09,0.1,0.0,0.09,0.09,0.0,0.1,0.11,0.09,0.08,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.11,0.1,0.12,0.1,0.09,0.1,0.08,10.06,0.0,0.0,0.0,0.09,0.1,0.11,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07
01/03/2022,10.03,0.0,7.07,6.24,3.82,2.01,2.15,2.03,2.01,1.79,1.2,0.96,0.77,1.06,0.99,0.85,0.47,0.84,0.61,0.66,0.74,0.56,0.55,0.49,0.46,0.46,0.55,0.67,0.46,0.53,0.48,0.37,0.5,0.51,0.41,0.49,0.46,0.53,0.42,0.43,0.48,0.54,0.54,0.4,0.42,0.36,0.5,0.0,0.29,0.42,0.37,0.43,0.31,0.31,0.35,0.27,0.29,0.38,0.31,0.39,0.27,0.28,0.28,0.24,0.25,0.23,0.3,0.24,0.26,0.32,0.27,0.23,0.22,0.22,0.36,0.25,0.22,0.28,0.21,0.24,0.24,0.23,0.23,0.18,0.19,0.24,0.2,0.26,0.19,0.22,0.17,0.2,0.14,0.21,0.17,0.17,0.17,0.18,0.11,0.2,0.15,0.17,0.18,0.16,0.18,0.16,0.16,0.15,0.14,0.13,0.18,0.15,0.11,0.16,0.11,0.1,0.16,0.14,0.17,0.18,0.15,0.13,0.16,0.14,0.14,0.15,0.13,0.15,0.16,0.15,0.13,0.13,0.12,0.12,0.15,0.12,0.12,0.17,0.1,0.12,0.09,0.12,0.0,0.11,0.0,0.14,0.12,0.13,0.11,0.11,0.0,0.13,0.12,0.11,0.1,0.1,0.09,0.11,0.09,0.1,0.09,0.12,0.1,0.11,0.09,0.1,0.1,0.11,0.0,0.11,0.12,0.0,0.09,0.1,0.09,0.0,0.09,0.1,0.1,0.11,0.1,0.0,0.09,0.09,0.1,0.0,0.09,0.09,0.0,0.1,0.11,0.09,0.08,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.11,0.1,0.12,0.1,0.09,0.1,0.08,10.06,0.0,0.0,0.0,0.09,0.1,0.11,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07
01/04/2022,10.03,0.0,7.07,6.24,3.82,2.01,2.15,2.03,2.01,1.79,1.2,0.96,0.77,1.06,0.99,0.85,0.47,0.84,0.61,0.66,0.74,0.56,0.55,0.49,0.46,0.46,0.55,0.67,0.46,0.53,0.48,0.37,0.5,0.51,0.41,0.49,0.46,0.53,0.42,0.43,0.48,0.54,0.54,0.4,0.42,0.36,0.5,0.0,0.29,0.42,0.37,0.43,0.31,0.31,0.35,0.27,0.29,0.38,0.31,0.39,0.27,0.28,0.28,0.24,0.25,0.23,0.3,0.24,0.26,0.32,0.27,0.23,0.22,0.22,0.36,0.25,0.22,0.28,0.21,0.24,0.24,0.23,0.23,0.18,0.19,0.24,0.2,0.26,0.19,0.22,0.17,0.2,0.14,0.21,0.17,0.17,0.17,0.18,0.11,0.2,0.15,0.17,0.18,0.16,0.18,0.16,0.16,0.15,0.14,0.13,0.18,0.15,0.11,0.16,0.11,0.1,0.16,0.14,0.17,0.18,0.15,0.13,0.16,0.14,0.14,0.15,0.13,0.15,0.16,0.15,0.13,0.13,0.12,0.12,0.15,0.12,0.12,0.17,0.1,0.12,0.09,0.12,0.0,0.11,0.0,0.14,0.12,0.13,0.11,0.11,0.0,0.13,0.12,0.11,0.1,0.1,0.09,0.11,0.09,0.1,0.09,0.12,0.1,0.11,0.09,0.1,0.1,0.11,0.0,0.11,0.12,0.0,0.09,0.1,0.09,0.0,0.09,0.1,0.1,0.11,0.1,0.0,0.09,0.09,0.1,0.0,0.09,0.09,0.0,0.1,0.11,0.09,0.08,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.11,0.1,0.12,0.1,0.09,0.1,0.08,10.06,0.0,0.0,0.0,0.09,0.1,0.11,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07
01/05/2022,10.03,0.0,7.07,6.24,3.82,2.01,2.15,2.03,2.01,1.79,1.2,0.96,0.77,1.06,0.99,0.85,0.47,0.84,0.61,0.66,0.74,0.56,0.55,0.49,0.46,0.46,0.55,0.67,0.46,0.53,0.48,0.37,0.5,0.51,0.41,0.49,0.46,0.53,0.42,0.43,0.48,0.54,0.54,0.4,0.42,0.36,0.5,0.0,0.29,0.42,0.37,0.43,0.31,0.31,0.35,0.27,0.29,0.38,0.31,0.39,0.27,0.28,0.28,0.24,0.25,0.23,0.3,0.24,0.26,0.32,0.27,0.23,0.22,0.22,0.36,0.25,0.22,0.28,0.21,0.24,0.24,0.23,0.23,0.18,0.19,0.24,0.2,0.26,0.19,0.22,0.17,0.2,0.14,0.21,0.17,0.17,0.17,0.18,0.11,0.2,0.15,0.17,0.18,0.16,0.18,0.16,0.16,0.15,0.14,0.13,0.18,0.15,0.11,0.16,0.11,0.1,0.16,0.14,0.17,0.18,0.15,0.13,0.16,0.14,0.14,0.15,0.13,0.15,0.16,0.15,0.13,0.13,0.12,0.12,0.15,0.12,0.12,0.17,0.1,0.12,0.09,0.12,0.0,0.11,0.0,0.14,0.12,0.13,0.11,0.11,0.0,0.13,0.12,0.11,0.1,0.1,0.09,0.11,0.09,0.1,0.09,0.12,0.1,0.11,0.09,0.1,0.1,0.11,0.0,0.11,0.12,0.0,0.09,0.1,0.09,0.0,0.09,0.1,0.1,0.11,0.1,0.0,0.09,0.09,0.1,0.0,0.09,0.09,0.0,0.1,0.11,0.09,0.08,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.11,0.1,0.12,0.1,0.09,0.1,0.08,10.06,0.0,0.0,0.0,0.09,0.1,0.11,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07
01/06/2022,10.03,0.0,7.07,6.24,3.82,2.01,2.15,2.03,2.01,1.79,1.2,0.96,0.77,1.06,0.99,0.85,0.47,0.84,0.61,0.66,0.74,0.56,0.55,0.49,0.46,0.46,0.55,0.67,0.46,0.53,0.48,0.37,0.5,0.51,0.41,0.49,0.46,0.53,0.42,0.43,0.48,0.54,0.54,0.4,0.42,0.36,0.5,0.0,0.29,0.42,0.37,0.43,0.31,0.31,0.35,0.27,0.29,0.38,0.31,0.39,0.27,0.28,0.28,0.24,0.25,0.23,0.3,0.24,0.26,0.32,0.27,0.23,0.22,0.22,0.36,0.25,0.22,0.28,0.21,0.24,0.24,0.23,0.23,0.18,0.19,0.24,0.2,0.26,0.19,0.22,0.17,0.2,0.14,0.21,0.17,0.17,0.17,0.18,0.11,0.2,0.15,0.17,0.18,0.16,0.18,0.16,0.16,0.15,0.14,0.13,0.18,0.15,0.11,0.16,0.11,0.1,0.16,0.14,0.17,0.18,0.15,0.13,0.16,0.14,0.14,0.15,0.13,0.15,0.16,0.15,0.13,0.13,0.12,0.12,0.15,0.12,0.12,0.17,0.1,0.12,0.09,0.12,0.0,0.11,0.0,0.14,0.12,0.13,0.11,0.11,0.0,0.13,0.12,0.11,0.1,0.1,0.09,0.11,0.09,0.1,0.09,0.12,0.1,0.11,0.09,0.1,0.1,0.11,0.0,0.11,0.12,0.0,0.09,0.1,0.09,0.0,0.09,0.1,0.1,0.11,0.1,0.0,0.09,0.09,0.1,0.0,0.09,0.09,0.0,0.1,0.11,0.09,0.08,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.11,0.1,0.12,0.1,0.09,0.1,0.08,10.06,0.0,0.0,0.0,0.09,0.1,0.11,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07
01/07/2022,10.08,0.0,7.11,6.03,3.78,1.96,2.12,2.0,2.15,1.77,1.27,0.95,0.79,1.06,0.96,0.87,0.47,0.84,0.6,0.68,0.8,0.54,0.59,0.48,0.48,0.47,0.53,0.63,0.44,0.51,0.49,0.39,0.5,0.49,0.41,0.48,0.47,0.49,0.41,0.42,0.46,0.53,0.54,0.43,0.42,0.37,0.5,0.0,0.29,0.39,0.38,0.44,0.32,0.31,0.35,0.29,0.29,0.37,0.31,0.4,0.27,0.28,0.29,0.25,0.26,0.23,0.3,0.24,0.27,0.31,0.26,0.25,0.23,0.22,0.35,0.26,0.23,0.28,0.22,0.22,0.24,0.22,0.23,0.18,0.2,0.22,0.19,0.25,0.2,0.22,0.17,0.2,0.14,0.22,0.17,0.17,0.18,0.17,0.11,0.2,0.15,0.18,0.18,0.17,0.18,0.16,0.16,0.17,0.14,0.13,0.17,0.15,0.1,0.16,0.11,0.09,0.17,0.14,0.16,0.17,0.15,0.12,0.16,0.14,0.13,0.15,0.12,0.15,0.16,0.14,0.13,0.13,0.13,0.13,0.15,0.12,0.13,0.2,0.1,0.12,0.09,0.12,0.0,0.11,0.09,0.14,0.12,0.12,0.11,0.1,0.0,0.13,0.11,0.12,0.09,0.1,0.09,0.11,0.09,0.09,0.1,0.12,0.1,0.11,0.09,0.1,0.09,0.12,0.0,0.11,0.12,0.0,0.09,0.1,0.1,0.0,0.09,0.1,0.1,0.11,0.1,0.0,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.1,0.1,0.09,0.08,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.12,0.09,0.09,0.1,0.0,10.11,0.0,0.0,0.0,0.09,0.1,0.11,0.09,0.09,0.09,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.04
01/10/2022,9.76,0.0,7.01,5.93,3.8,1.99,2.08,1.97,2.05,1.75,1.29,0.98,0.8,1.08,0.95,0.91,0.48,0.87,0.63,0.69,0.82,0.52,0.63,0.5,0.5,0.48,0.51,0.65,0.42,0.52,0.51,0.4,0.52,0.5,0.43,0.5,0.49,0.51,0.43,0.42,0.46,0.51,0.53,0.46,0.44,0.37,0.5,0.0,0.3,0.39,0.38,0.45,0.33,0.32,0.37,0.3,0.3,0.37,0.32,0.41,0.28,0.28,0.3,0.25,0.26,0.23,0.3,0.25,0.28,0.3,0.25,0.26,0.23,0.22,0.34,0.27,0.24,0.28,0.22,0.22,0.23,0.23,0.23,0.18,0.21,0.21,0.2,0.25,0.21,0.23,0.17,0.2,0.15,0.23,0.17,0.18,0.18,0.17,0.1,0.2,0.15,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.15,0.13,0.18,0.16,0.1,0.16,0.11,0.09,0.18,0.14,0.17,0.17,0.15,0.12,0.16,0.15,0.14,0.15,0.12,0.15,0.16,0.15,0.14,0.13,0.13,0.13,0.15,0.12,0.13,0.2,0.1,0.12,0.1,0.13,0.0,0.09,0.09,0.14,0.12,0.13,0.12,0.11,0.0,0.13,0.12,0.12,0.09,0.1,0.09,0.11,0.1,0.09,0.1,0.13,0.1,0.11,0.09,0.1,0.1,0.12,0.0,0.11,0.12,0.0,0.09,0.1,0.1,0.0,0.09,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.11,0.1,0.1,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.12,0.09,0.09,0.1,0.0,9.79,0.0,0.0,0.0,0.09,0.1,0.1,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95
01/11/2022,9.7,0.0,7.06,5.97,3.8,2.0,2.08,1.97,1.99,1.7,1.31,1.0,0.79,1.05,0.93,0.93,0.47,0.87,0.63,0.7,0.85,0.52,0.64,0.5,0.5,0.49,0.51,0.67,0.42,0.52,0.51,0.41,0.52,0.5,0.44,0.5,0.5,0.5,0.44,0.41,0.47,0.5,0.52,0.47,0.44,0.36,0.49,0.0,0.3,0.39,0.38,0.44,0.34,0.33,0.37,0.31,0.31,0.37,0.32,0.4,0.28,0.27,0.3,0.26,0.26,0.22,0.29,0.25,0.28,0.29,0.25,0.26,0.24,0.23,0.34,0.27,0.25,0.29,0.23,0.22,0.22,0.23,0.23,0.18,0.21,0.21,0.2,0.24,0.21,0.22,0.17,0.19,0.15,0.24,0.18,0.19,0.17,0.17,0.1,0.2,0.15,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.15,0.13,0.18,0.16,0.1,0.16,0.11,0.09,0.19,0.14,0.16,0.17,0.16,0.12,0.16,0.15,0.14,0.15,0.12,0.15,0.17,0.15,0.14,0.13,0.13,0.13,0.15,0.12,0.13,0.21,0.1,0.12,0.09,0.13,0.0,0.09,0.09,0.14,0.13,0.13,0.12,0.11,0.0,0.13,0.12,0.12,0.08,0.1,0.1,0.11,0.1,0.09,0.11,0.12,0.1,0.11,0.09,0.1,0.09,0.12,0.0,0.11,0.12,0.0,0.09,0.1,0.1,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.1,0.09,0.12,0.09,0.09,0.1,0.0,9.73,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95
01/12/2022,9.7,0.0,7.06,5.97,3.8,2.0,2.08,1.97,1.99,1.7,1.31,1.0,0.79,1.05,0.93,0.93,0.47,0.87,0.63,0.7,0.85,0.52,0.64,0.5,0.5,0.49,0.51,0.67,0.42,0.52,0.51,0.41,0.52,0.5,0.44,0.5,0.5,0.5,0.44,0.41,0.47,0.5,0.52,0.47,0.44,0.36,0.49,0.0,0.3,0.39,0.38,0.44,0.34,0.33,0.37,0.31,0.31,0.37,0.32,0.4,0.28,0.27,0.3,0.26,0.26,0.22,0.29,0.25,0.28,0.29,0.25,0.26,0.24,0.23,0.34,0.27,0.25,0.29,0.23,0.22,0.22,0.23,0.23,0.18,0.21,0.21,0.2,0.24,0.21,0.22,0.17,0.19,0.15,0.24,0.18,0.19,0.17,0.17,0.1,0.2,0.15,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.15,0.13,0.18,0.16,0.1,0.16,0.11,0.09,0.19,0.14,0.16,0.17,0.16,0.12,0.16,0.15,0.14,0.15,0.12,0.15,0.17,0.15,0.14,0.13,0.13,0.13,0.15,0.12,0.13,0.21,0.1,0.12,0.09,0.13,0.0,0.09,0.09,0.14,0.13,0.13,0.12,0.11,0.0,0.13,0.12,0.12,0.08,0.1,0.1,0.11,0.1,0.09,0.11,0.12,0.1,0.11,0.09,0.1,0.09,0.12,0.0,0.11,0.12,0.0,0.09,0.1,0.1,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.1,0.09,0.12,0.09,0.09,0.1,0.0,9.73,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95
01/13/2022,9.68,0.0,7.07,5.98,3.78,1.98,2.11,1.99,2.05,1.72,1.31,0.99,0.78,1.04,0.94,0.93,0.46,0.86,0.63,0.69,0.84,0.53,0.64,0.5,0.51,0.49,0.51,0.67,0.43,0.53,0.51,0.41,0.53,0.5,0.45,0.51,0.5,0.52,0.44,0.4,0.47,0.51,0.52,0.47,0.43,0.36,0.48,0.0,0.3,0.4,0.39,0.44,0.35,0.33,0.36,0.31,0.32,0.36,0.32,0.39,0.29,0.27,0.3,0.25,0.26,0.22,0.29,0.25,0.28,0.29,0.25,0.26,0.23,0.22,0.34,0.27,0.25,0.29,0.23,0.22,0.23,0.22,0.23,0.18,0.21,0.21,0.2,0.24,0.21,0.22,0.18,0.19,0.15,0.24,0.18,0.19,0.17,0.17,0.1,0.2,0.15,0.19,0.18,0.19,0.17,0.17,0.17,0.16,0.16,0.13,0.18,0.16,0.1,0.16,0.11,0.09,0.19,0.15,0.16,0.16,0.16,0.12,0.16,0.15,0.14,0.15,0.12,0.14,0.17,0.15,0.14,0.13,0.13,0.13,0.15,0.12,0.13,0.2,0.1,0.12,0.09,0.13,0.0,0.1,0.09,0.14,0.12,0.12,0.12,0.11,0.0,0.13,0.12,0.12,0.09,0.1,0.09,0.11,0.1,0.09,0.11,0.13,0.1,0.11,0.09,0.1,0.09,0.12,0.0,0.11,0.12,0.0,0.09,0.1,0.1,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.1,0.09,0.11,0.09,0.09,0.1,0.0,9.7,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.97
01/14/2022,9.68,0.0,7.07,5.98,3.78,1.98,2.11,1.99,2.05,1.72,1.31,0.99,0.78,1.04,0.94,0.93,0.46,0.86,0.63,0.69,0.84,0.53,0.64,0.5,0.51,0.49,0.51,0.67,0.43,0.53,0.51,0.41,0.53,0.5,0.45,0.51,0.5,0.52,0.44,0.4,0.47,0.51,0.52,0.47,0.43,0.36,0.48,0.0,0.3,0.4,0.39,0.44,0.35,0.33,0.36,0.31,0.32,0.36,0.32,0.39,0.29,0.27,0.3,0.25,0.26,0.22,0.29,0.25,0.28,0.29,0.25,0.26,0.23,0.22,0.34,0.27,0.25,0.29,0.23,0.22,0.23,0.22,0.23,0.18,0.21,0.21,0.2,0.24,0.21,0.22,0.18,0.19,0.15,0.24,0.18,0.19,0.17,0.17,0.1,0.2,0.15,0.19,0.18,0.19,0.17,0.17,0.17,0.16,0.16,0.13,0.18,0.16,0.1,0.16,0.11,0.09,0.19,0.15,0.16,0.16,0.16,0.12,0.16,0.15,0.14,0.15,0.12,0.14,0.17,0.15,0.14,0.13,0.13,0.13,0.15,0.12,0.13,0.2,0.1,0.12,0.09,0.13,0.0,0.1,0.09,0.14,0.12,0.12,0.12,0.11,0.0,0.13,0.12,0.12,0.09,0.1,0.09,0.11,0.1,0.09,0.11,0.13,0.1,0.11,0.09,0.1,0.09,0.12,0.0,0.11,0.12,0.0,0.09,0.1,0.1,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.1,0.09,0.11,0.09,0.09,0.1,0.0,9.7,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.97
