,DOX,PFE,KR,VZ,AGNC,NLOK,MMC,RSG,GRMN,WM,AJG,TYL,MCD,WMT,LMT,JNJ,PINC,CHRW,FLO,JKHY,FIS,QGEN,HE,CHTR,KO,T,CTXS,RGLD,HBAN,MRK,DGX,COP,PEP,BKR,NUE,DKS,CC,STLD,SLG,CNC,WMB,XOM,PAYX,KMI,OKE,RTX,PRGO,JNPR,IP,HRB,VLO,CERN,CVS,IPG,VIAC,BK,BIO,QRTEA,ORI,ABBV,STWD,CSCO,STX,PRU,STT,NVT,OZK,UHS,EMN,JEF,LUMN,MAN,WFC,IBM,GD,CVX,ADM,DISH,KNX,CFG,KEY,CMA,FITB,AFL,HII,IVZ,INGR,C,PFG,MO,PACW,NYCB,NXST,SJM,ZION,UNM,VLY,LNC,KHC,MET,TFC,PBCT,FOXA,FHN,RF,DOW,BXMT,UBSI,MTG,BG,CI,DUK,SNV,LYB,WHR,CAH,CTVA,INTC,MOS,TSN,RDN,HPE,WBA,AL,RGA,NEM,CASH,ZM,SUI,FTDR,NLY,TMUS,DHR,NEE,ATR,COST,PG,LLY,YUM,EXR,CUBE,BKI,ACN,PSA,AZO,MSI,LBRDK,DG,NFG,MORN,WSO,MDT,MDLZ,AEP,CABO,NOC,HSY,LNT,ES,ADP,CHD,BJ,AON,PGR,CHE,CMS,ED,ZNGA,SO,LHX,EA,VTRS,APD,ERIE,BRK.B,ARE,AKAM,SON,FCN,ELS,AEE,ESS,EQR,WRB,SBUX,UHAL,CLX,COR,DLR,HRL,DIS,BMY,OGN,Cash,PNM,DTM WI,CIT,UMPQ,KBH,HFC,HPQ,OMC,NRZ,TGNA,MTB,HUN,CBRL,FL,NWL,ADS,SMG,ORCL,WAT,DPZ,CHNG,BAX,GILD,n/a,DTM,SLVM-W,SLVM,FYBR,DD,NDAQ,LSI,ICE,AFG,CACI,CPT,PPD,MAA,ORLY,ALL,CGNX,DISCA,X,KSS,MPC,EBAY,LEN,RE,LSTR,PCAR,COO,FNF,KD WI,KD,LYLT,LYLTV,SUM
08/27/2021,1.94,1.72,1.66,1.91,1.94,1.51,1.59,1.55,1.66,1.53,1.49,1.42,1.47,1.54,1.35,1.5,1.95,0.13,1.28,1.29,1.09,1.34,0.07,1.27,1.03,1.91,0.95,0.9,0.53,0.78,0.7,0.0,0.61,0.53,0.0,0.55,0.0,0.58,0.45,0.43,0.47,0.0,0.07,0.45,0.48,0.0,0.43,0.53,0.5,0.52,0.0,1.45,0.49,0.52,0.48,0.0,0.58,0.44,0.53,0.5,0.49,0.55,0.49,0.52,0.0,0.54,0.51,0.49,0.0,0.54,0.46,0.0,0.0,0.49,0.52,0.0,0.49,0.51,0.52,0.48,0.51,0.51,0.5,0.51,0.48,0.47,0.0,0.5,0.51,0.49,0.51,0.54,0.5,0.48,0.52,0.45,0.5,0.54,0.45,0.51,0.0,0.5,0.5,0.5,0.52,0.51,0.51,0.5,0.54,0.48,0.44,0.47,0.5,0.51,0.49,0.43,0.49,0.46,0.52,0.54,0.52,0.51,0.5,0.0,0.52,0.0,0.0,0.0,0.25,0.18,0.69,0.18,0.23,0.0,0.17,0.19,0.18,0.19,0.21,0.17,0.17,0.15,0.17,1.09,0.15,0.15,0.15,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.1,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.08,0.53,0.0,1.38,0.0,0.54,0.53,0.5,0.52,0.49,0.48,0.52,0.49,0.51,0.48,0.48,0.49,0.45,0.46,0.42,0.15,0.08,0.08,0.07,0.07,0.08,0.13,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/30/2021,1.91,1.69,1.65,1.91,1.94,1.53,1.59,1.57,1.67,1.55,1.48,1.43,1.47,1.53,1.37,1.49,1.91,0.13,1.28,1.3,1.08,1.36,0.07,1.28,1.02,1.89,0.94,0.89,0.53,0.77,0.7,0.0,0.61,0.54,0.0,0.65,0.0,0.57,0.44,0.43,0.47,0.0,0.07,0.44,0.48,0.0,0.42,0.53,0.51,0.51,0.0,1.43,0.49,0.51,0.47,0.0,0.59,0.44,0.53,0.5,0.49,0.55,0.49,0.52,0.0,0.55,0.51,0.49,0.0,0.55,0.45,0.0,0.0,0.49,0.52,0.0,0.49,0.51,0.53,0.48,0.52,0.52,0.5,0.51,0.47,0.47,0.0,0.51,0.51,0.5,0.51,0.54,0.49,0.47,0.53,0.45,0.49,0.55,0.45,0.51,0.0,0.5,0.49,0.5,0.52,0.52,0.5,0.5,0.54,0.48,0.43,0.47,0.49,0.5,0.5,0.43,0.51,0.46,0.51,0.53,0.52,0.52,0.5,0.0,0.51,0.0,0.0,0.0,0.25,0.18,0.69,0.17,0.23,0.0,0.17,0.19,0.18,0.19,0.2,0.17,0.17,0.14,0.17,1.09,0.15,0.16,0.15,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.1,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.08,0.54,0.0,1.39,0.0,0.54,0.52,0.51,0.52,0.5,0.47,0.53,0.49,0.51,0.48,0.48,0.48,0.45,0.46,0.42,0.15,0.08,0.08,0.07,0.07,0.08,0.15,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
08/31/2021,1.91,1.69,1.65,1.91,1.94,1.53,1.59,1.57,1.67,1.55,1.48,1.43,1.47,1.53,1.37,1.49,1.91,0.13,1.28,1.3,1.08,1.36,0.07,1.28,1.02,1.89,0.94,0.89,0.53,0.77,0.7,0.0,0.61,0.54,0.0,0.65,0.0,0.57,0.44,0.43,0.47,0.0,0.07,0.44,0.48,0.0,0.42,0.53,0.51,0.51,0.0,1.43,0.49,0.51,0.47,0.0,0.59,0.44,0.53,0.5,0.49,0.55,0.49,0.52,0.0,0.55,0.51,0.49,0.0,0.55,0.45,0.0,0.0,0.49,0.52,0.0,0.49,0.51,0.53,0.48,0.52,0.52,0.5,0.51,0.47,0.47,0.0,0.51,0.51,0.5,0.51,0.54,0.49,0.47,0.53,0.45,0.49,0.55,0.45,0.51,0.0,0.5,0.49,0.5,0.52,0.52,0.5,0.5,0.54,0.48,0.43,0.47,0.49,0.5,0.5,0.43,0.51,0.46,0.51,0.53,0.52,0.52,0.5,0.0,0.51,0.0,0.0,0.0,0.25,0.18,0.69,0.17,0.23,0.0,0.17,0.19,0.18,0.19,0.2,0.17,0.17,0.14,0.17,1.09,0.15,0.16,0.15,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.1,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.08,0.54,0.0,1.39,0.0,0.54,0.52,0.51,0.52,0.5,0.47,0.53,0.49,0.51,0.48,0.48,0.48,0.45,0.46,0.42,0.15,0.08,0.08,0.07,0.07,0.08,0.15,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
09/01/2021,1.91,1.64,1.64,1.89,1.93,1.51,1.59,1.56,1.68,1.54,1.48,1.42,1.46,1.5,1.35,1.47,1.88,0.13,1.27,1.3,1.07,1.36,0.07,1.28,1.02,1.88,0.94,0.91,0.54,0.76,0.69,0.0,0.6,0.55,0.0,0.66,0.0,0.58,0.44,0.42,0.47,0.0,0.07,0.45,0.49,0.0,0.42,0.52,0.51,0.52,0.0,1.43,0.49,0.51,0.48,0.0,0.58,0.45,0.53,0.49,0.49,0.54,0.49,0.52,0.0,0.56,0.52,0.49,0.0,0.56,0.44,0.0,0.0,0.48,0.51,0.0,0.49,0.5,0.53,0.49,0.51,0.52,0.51,0.51,0.48,0.48,0.0,0.5,0.52,0.5,0.52,0.54,0.5,0.46,0.55,0.46,0.5,0.55,0.45,0.51,0.0,0.51,0.5,0.51,0.52,0.52,0.51,0.51,0.55,0.49,0.43,0.47,0.5,0.51,0.5,0.43,0.5,0.46,0.52,0.53,0.52,0.52,0.5,0.0,0.52,0.0,0.0,0.0,0.25,0.19,0.69,0.17,0.23,0.0,0.17,0.19,0.17,0.18,0.2,0.17,0.17,0.14,0.17,1.09,0.15,0.15,0.15,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.08,0.0,0.11,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.06,0.07,0.07,0.06,0.07,0.08,0.54,0.0,1.37,0.0,0.55,0.53,0.51,0.55,0.49,0.48,0.54,0.49,0.52,0.49,0.49,0.47,0.45,0.47,0.42,0.15,0.08,0.08,0.07,0.07,0.07,0.18,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/02/2021,1.91,1.66,1.67,1.9,1.91,1.52,1.6,1.57,1.7,1.56,1.48,1.43,1.45,1.52,1.35,1.48,1.87,0.13,1.29,1.31,1.06,1.38,0.07,1.3,1.03,1.89,0.95,0.9,0.53,0.76,0.7,0.0,0.61,0.55,0.0,0.68,0.0,0.57,0.43,0.42,0.47,0.0,0.07,0.44,0.48,0.0,0.42,0.52,0.5,0.52,0.0,1.42,0.49,0.5,0.47,0.0,0.59,0.45,0.52,0.5,0.49,0.55,0.5,0.52,0.0,0.56,0.51,0.49,0.0,0.55,0.45,0.0,0.0,0.48,0.51,0.0,0.49,0.51,0.55,0.47,0.5,0.51,0.5,0.51,0.48,0.47,0.0,0.5,0.51,0.5,0.51,0.54,0.5,0.46,0.54,0.45,0.49,0.54,0.44,0.51,0.0,0.5,0.49,0.5,0.51,0.52,0.51,0.5,0.54,0.48,0.43,0.47,0.49,0.51,0.5,0.43,0.5,0.46,0.51,0.53,0.51,0.52,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.18,0.68,0.17,0.23,0.0,0.17,0.19,0.18,0.18,0.2,0.17,0.17,0.14,0.17,1.1,0.15,0.16,0.16,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.1,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.08,0.54,0.0,1.37,0.0,0.55,0.52,0.51,0.54,0.5,0.47,0.54,0.49,0.5,0.49,0.48,0.46,0.45,0.46,0.42,0.15,0.08,0.08,0.07,0.07,0.08,0.24,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/03/2021,1.91,1.63,1.66,1.9,1.92,1.5,1.6,1.57,1.66,1.55,1.48,1.45,1.46,1.52,1.35,1.47,1.9,0.13,1.29,1.31,1.06,1.37,0.07,1.3,1.03,1.9,0.95,0.9,0.53,0.76,0.71,0.0,0.61,0.54,0.0,0.67,0.0,0.55,0.43,0.42,0.47,0.0,0.07,0.44,0.47,0.0,0.43,0.51,0.51,0.52,0.0,1.42,0.5,0.52,0.49,0.0,0.59,0.44,0.52,0.5,0.49,0.54,0.5,0.52,0.0,0.55,0.51,0.49,0.0,0.55,0.46,0.0,0.0,0.49,0.52,0.0,0.49,0.51,0.53,0.48,0.5,0.51,0.5,0.51,0.47,0.48,0.0,0.5,0.51,0.51,0.51,0.54,0.5,0.46,0.54,0.45,0.49,0.54,0.44,0.51,0.0,0.5,0.5,0.5,0.51,0.51,0.51,0.5,0.54,0.48,0.44,0.47,0.49,0.5,0.49,0.43,0.5,0.46,0.51,0.53,0.51,0.52,0.52,0.0,0.51,0.0,0.0,0.0,0.25,0.18,0.68,0.17,0.23,0.0,0.17,0.19,0.17,0.18,0.2,0.17,0.17,0.14,0.17,1.11,0.15,0.16,0.16,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.08,0.54,0.0,1.37,0.0,0.55,0.52,0.51,0.54,0.5,0.48,0.54,0.49,0.51,0.49,0.49,0.47,0.45,0.47,0.41,0.15,0.08,0.08,0.07,0.07,0.08,0.24,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/06/2021,1.93,1.64,1.7,1.9,1.9,1.53,1.61,1.58,1.66,1.55,1.49,1.44,1.46,1.52,1.33,1.48,1.88,0.13,1.29,1.3,1.05,1.38,0.07,1.3,1.03,1.9,0.95,0.89,0.52,0.76,0.71,0.0,0.61,0.55,0.0,0.67,0.0,0.54,0.44,0.42,0.48,0.0,0.07,0.44,0.48,0.0,0.43,0.52,0.51,0.52,0.0,1.41,0.5,0.52,0.48,0.0,0.6,0.43,0.51,0.46,0.49,0.55,0.51,0.51,0.0,0.55,0.5,0.49,0.0,0.54,0.46,0.0,0.0,0.48,0.52,0.0,0.49,0.53,0.54,0.47,0.5,0.5,0.49,0.5,0.47,0.47,0.0,0.49,0.5,0.51,0.51,0.54,0.5,0.45,0.53,0.44,0.48,0.53,0.44,0.5,0.0,0.5,0.49,0.48,0.5,0.5,0.51,0.5,0.54,0.49,0.45,0.47,0.49,0.48,0.5,0.44,0.51,0.46,0.51,0.53,0.5,0.52,0.53,0.0,0.51,0.0,0.0,0.0,0.26,0.18,0.68,0.17,0.23,0.0,0.17,0.19,0.18,0.18,0.2,0.18,0.18,0.14,0.17,1.12,0.14,0.16,0.16,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.11,0.11,0.08,0.0,0.11,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.56,0.0,1.36,0.0,0.56,0.51,0.51,0.52,0.5,0.48,0.54,0.49,0.5,0.5,0.49,0.47,0.45,0.45,0.42,0.15,0.08,0.08,0.07,0.07,0.08,0.27,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/08/2021,1.94,1.65,1.68,1.91,1.9,1.54,1.62,1.58,1.67,1.55,1.49,1.45,1.46,1.53,1.33,1.49,1.88,0.13,1.28,1.3,1.04,1.39,0.07,1.29,1.03,1.9,0.94,0.91,0.52,0.77,0.72,0.0,0.61,0.55,0.0,0.69,0.0,0.54,0.43,0.42,0.48,0.0,0.07,0.44,0.48,0.0,0.44,0.51,0.51,0.52,0.0,1.41,0.51,0.52,0.48,0.0,0.59,0.43,0.51,0.46,0.48,0.55,0.51,0.51,0.0,0.54,0.51,0.49,0.0,0.54,0.45,0.0,0.0,0.48,0.52,0.0,0.49,0.53,0.55,0.47,0.5,0.5,0.49,0.5,0.47,0.47,0.0,0.49,0.5,0.51,0.51,0.54,0.49,0.45,0.53,0.44,0.48,0.53,0.44,0.5,0.0,0.5,0.49,0.48,0.49,0.5,0.51,0.5,0.54,0.49,0.44,0.47,0.48,0.47,0.5,0.44,0.51,0.46,0.51,0.53,0.5,0.52,0.53,0.0,0.51,0.0,0.0,0.0,0.26,0.18,0.68,0.17,0.23,0.0,0.17,0.2,0.18,0.18,0.2,0.18,0.18,0.14,0.17,1.13,0.14,0.16,0.16,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.1,0.11,0.08,0.0,0.11,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.56,0.0,1.37,0.0,0.55,0.51,0.51,0.51,0.5,0.48,0.55,0.48,0.5,0.5,0.49,0.47,0.45,0.46,0.42,0.15,0.08,0.08,0.07,0.07,0.08,0.28,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/09/2021,1.94,1.65,1.68,1.91,1.9,1.54,1.62,1.58,1.67,1.55,1.49,1.45,1.46,1.53,1.33,1.49,1.88,0.13,1.28,1.3,1.04,1.39,0.07,1.29,1.03,1.9,0.94,0.91,0.52,0.77,0.72,0.0,0.61,0.55,0.0,0.69,0.0,0.54,0.43,0.42,0.48,0.0,0.07,0.44,0.48,0.0,0.44,0.51,0.51,0.52,0.0,1.41,0.51,0.52,0.48,0.0,0.59,0.43,0.51,0.46,0.48,0.55,0.51,0.51,0.0,0.54,0.51,0.49,0.0,0.54,0.45,0.0,0.0,0.48,0.52,0.0,0.49,0.53,0.55,0.47,0.5,0.5,0.49,0.5,0.47,0.47,0.0,0.49,0.5,0.51,0.51,0.54,0.49,0.45,0.53,0.44,0.48,0.53,0.44,0.5,0.0,0.5,0.49,0.48,0.49,0.5,0.51,0.5,0.54,0.49,0.44,0.47,0.48,0.47,0.5,0.44,0.51,0.46,0.51,0.53,0.5,0.52,0.53,0.0,0.51,0.0,0.0,0.0,0.26,0.18,0.68,0.17,0.23,0.0,0.17,0.2,0.18,0.18,0.2,0.18,0.18,0.14,0.17,1.13,0.14,0.16,0.16,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.1,0.11,0.08,0.0,0.11,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.56,0.0,1.37,0.0,0.55,0.51,0.51,0.51,0.5,0.48,0.55,0.48,0.5,0.5,0.49,0.47,0.45,0.46,0.42,0.15,0.08,0.08,0.07,0.07,0.08,0.28,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/10/2021,1.95,1.66,1.67,1.91,1.89,1.55,1.62,1.57,1.67,1.54,1.49,1.45,1.46,1.52,1.32,1.48,1.92,0.13,1.27,1.29,1.05,1.39,0.07,1.28,1.02,1.91,0.96,0.9,0.53,0.76,0.72,0.0,0.6,0.55,0.0,0.67,0.0,0.54,0.44,0.42,0.47,0.0,0.07,0.44,0.48,0.0,0.44,0.51,0.5,0.52,0.0,1.42,0.51,0.51,0.49,0.0,0.59,0.42,0.5,0.45,0.48,0.55,0.51,0.52,0.0,0.54,0.51,0.49,0.0,0.55,0.45,0.0,0.0,0.48,0.53,0.0,0.49,0.53,0.55,0.47,0.5,0.51,0.5,0.5,0.46,0.47,0.0,0.49,0.5,0.51,0.51,0.54,0.49,0.45,0.54,0.45,0.48,0.53,0.44,0.5,0.0,0.5,0.49,0.48,0.5,0.5,0.5,0.49,0.54,0.49,0.45,0.46,0.48,0.47,0.49,0.45,0.51,0.46,0.51,0.53,0.5,0.51,0.53,0.0,0.51,0.0,0.0,0.0,0.26,0.19,0.68,0.17,0.23,0.0,0.16,0.2,0.18,0.18,0.2,0.18,0.18,0.14,0.17,1.12,0.14,0.16,0.15,0.14,0.13,0.14,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.08,0.0,0.11,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.57,0.0,1.38,0.0,0.55,0.51,0.51,0.52,0.49,0.48,0.55,0.47,0.51,0.5,0.48,0.44,0.46,0.46,0.41,0.15,0.08,0.08,0.07,0.08,0.08,0.28,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/13/2021,1.95,1.64,1.68,1.9,1.9,1.57,1.65,1.58,1.67,1.55,1.51,1.44,1.48,1.52,1.32,1.45,2.0,0.13,1.27,1.28,1.08,1.37,0.07,1.26,1.03,1.92,1.01,0.9,0.53,0.74,0.73,0.0,0.61,0.57,0.0,0.63,0.0,0.54,0.43,0.41,0.47,0.0,0.07,0.44,0.48,0.0,0.47,0.5,0.5,0.51,0.0,1.41,0.5,0.52,0.48,0.0,0.6,0.42,0.51,0.45,0.48,0.55,0.52,0.52,0.0,0.54,0.5,0.48,0.0,0.55,0.46,0.0,0.0,0.48,0.53,0.0,0.51,0.52,0.53,0.48,0.5,0.53,0.52,0.5,0.48,0.47,0.0,0.51,0.5,0.53,0.52,0.54,0.49,0.45,0.54,0.46,0.47,0.53,0.45,0.5,0.0,0.5,0.49,0.48,0.5,0.49,0.5,0.48,0.54,0.49,0.45,0.47,0.47,0.46,0.49,0.44,0.5,0.46,0.51,0.52,0.5,0.5,0.53,0.0,0.52,0.0,0.0,0.0,0.27,0.2,0.68,0.16,0.23,0.0,0.16,0.2,0.18,0.17,0.2,0.18,0.18,0.14,0.17,1.12,0.15,0.16,0.15,0.14,0.13,0.16,0.13,0.13,0.12,0.12,0.13,0.1,0.11,0.08,0.0,0.11,0.1,0.0,0.1,0.09,0.11,0.11,0.09,0.06,0.11,0.1,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.1,0.09,0.09,0.0,0.07,0.09,0.08,0.07,0.09,0.08,0.06,0.07,0.07,0.55,0.0,1.39,0.0,0.54,0.51,0.5,0.51,0.48,0.48,0.55,0.46,0.51,0.51,0.47,0.45,0.46,0.46,0.41,0.16,0.08,0.08,0.07,0.07,0.07,0.08,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06999999999998
09/14/2021,1.95,1.64,1.68,1.9,1.9,1.57,1.65,1.58,1.67,1.55,1.51,1.44,1.48,1.52,1.32,1.45,2.0,0.13,1.27,1.28,1.08,1.37,0.07,1.26,1.03,1.92,1.01,0.9,0.53,0.74,0.73,0.0,0.61,0.57,0.0,0.63,0.0,0.54,0.43,0.41,0.47,0.0,0.07,0.44,0.48,0.0,0.47,0.5,0.5,0.51,0.0,1.41,0.5,0.52,0.48,0.0,0.6,0.42,0.51,0.45,0.48,0.55,0.52,0.52,0.0,0.54,0.5,0.48,0.0,0.55,0.46,0.0,0.0,0.48,0.53,0.0,0.51,0.52,0.53,0.48,0.5,0.53,0.52,0.5,0.48,0.47,0.0,0.51,0.5,0.53,0.52,0.54,0.49,0.45,0.54,0.46,0.47,0.53,0.45,0.5,0.0,0.5,0.49,0.48,0.5,0.49,0.5,0.48,0.54,0.49,0.45,0.47,0.47,0.46,0.49,0.44,0.5,0.46,0.51,0.52,0.5,0.5,0.53,0.0,0.52,0.0,0.0,0.0,0.27,0.2,0.68,0.16,0.23,0.0,0.16,0.2,0.18,0.17,0.2,0.18,0.18,0.14,0.17,1.12,0.15,0.16,0.15,0.14,0.13,0.16,0.13,0.13,0.12,0.12,0.13,0.1,0.11,0.08,0.0,0.11,0.1,0.0,0.1,0.09,0.11,0.11,0.09,0.06,0.11,0.1,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.1,0.09,0.09,0.0,0.07,0.09,0.08,0.07,0.09,0.08,0.06,0.07,0.07,0.55,0.0,1.39,0.0,0.54,0.51,0.5,0.51,0.48,0.48,0.55,0.46,0.51,0.51,0.47,0.45,0.46,0.46,0.41,0.16,0.08,0.08,0.07,0.07,0.07,0.08,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06999999999998
