,AAPL,MSFT,FB,GOOGL,GOOG,TSLA,NVDA,JNJ,HD,PG,ADBE,CRM,INTC,CSCO,PFE,KO,ABT,CVX,PEP,NKE,TMO,MRK,LLY,TXN,MCD,DHR,MDT,QCOM,UPS,LIN,UNP,AMGN,LOW,INTU,SBUX,AMAT,AMT,MMM,AMD,ISRG,NOW,LRCX,BKNG,MU,PLD,MDLZ,SYK,TJX,EL,CSX,BDX,EQIX,CL,ILMN,NSC,SHW,EW,ADSK,ITW,APD,ADI,BSX,ETN,REGN,EMR,NXPI,WM,IDXX,TWTR,VRTX,BIIB,ECL,NEM,EOG,JCI,ROP,KLAC,SLB,PSA,EBAY,TEL,KMB,A,ROST,TT,ALGN,APTV,SNPS,DD,DXCM,BAX,ALXN,PPG,ORLY,PXD,CDNS,MSI,CTSH,HPQ,RMD,CMI,ZBH,MNST,CTAS,SWK,OTIS,ROK,FTNT,CTVA,AZO,MTD,DHI,ANSS,FAST,AVB,NUE,ZBRA,CPRT,MXIM,VFC,EQR,WST,GNRC,KSU,WY,HSY,ETSY,ENPH,CDW,ODFL,FTV,CERN,DLTR,VMC,VRSN,CLX,MLM,GRMN,DOV,MKC,TSCO,IT,WAT,TER,XYL,EXPD,CHD,TRMB,STE,ANET,ALB,COO,ULTA,GWW,AKAM,TFX,TYL,CRL,POOL,GPC,PAYC,DRE,NVR,DGX,AVY,HOLX,PKI,IEX,NLOK,MPWR,INCY,PTC,MAS,PHM,CTXS,ABMD,XRAY,LKQ,JBHT,FMC,FBHS,BIO,AAP,PKG,CHRW,ALLE,TPR,LW,MHK,FFIV,PNR,HSIC,RHI,AOS,JNPR,OGN,ROL,IPGP,COG,UAA,GLW,LH,RSG,XOM,MRNA,GPS,AVGO,CCI,TECH,CDAY,CTRA,CARR,MCHP,MAA,CTLT,PEAK,WAB,COP,WBA,IR,NTAP,BKR,CP.TO,SUM
09/22/2021,11.33,11.16,4.34,4.19,3.98,2.83,2.69,2.11,1.74,1.71,1.54,1.22,1.08,1.17,1.21,1.04,1.1,0.91,1.04,0.98,1.07,0.88,0.89,0.88,0.0,1.0,0.85,0.76,0.68,0.79,0.66,0.61,0.72,0.76,0.66,0.64,0.0,0.51,0.63,0.59,0.63,0.42,0.46,0.41,0.48,0.41,0.44,0.41,0.36,0.34,0.37,0.37,0.31,0.32,0.3,0.34,0.36,0.31,0.3,0.29,0.45,0.31,0.31,0.33,0.29,0.28,0.29,0.27,0.24,0.23,0.22,0.27,0.22,0.21,0.26,0.24,0.27,0.0,0.23,0.23,0.23,0.22,0.25,0.2,0.21,0.25,0.2,0.25,0.18,0.26,0.2,0.0,0.17,0.2,0.18,0.23,0.2,0.2,0.16,0.2,0.16,0.15,0.17,0.17,0.15,0.17,0.18,0.2,0.15,0.16,0.16,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.0,0.11,0.14,0.16,0.13,0.12,0.13,0.12,0.14,0.1,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.11,0.1,0.12,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.11,0.09,0.08,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.07,0.06,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.04,0.04,0.03,0.04,0.0,0.15,0.14,0.13,1.15,0.65,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/23/2021,11.33,11.16,4.34,4.19,3.98,2.83,2.69,2.11,1.74,1.71,1.54,1.22,1.08,1.17,1.21,1.04,1.1,0.91,1.04,0.98,1.07,0.88,0.89,0.88,0.0,1.0,0.85,0.76,0.68,0.79,0.66,0.61,0.72,0.76,0.66,0.64,0.0,0.51,0.63,0.59,0.63,0.42,0.46,0.41,0.48,0.41,0.44,0.41,0.36,0.34,0.37,0.37,0.31,0.32,0.3,0.34,0.36,0.31,0.3,0.29,0.45,0.31,0.31,0.33,0.29,0.28,0.29,0.27,0.24,0.23,0.22,0.27,0.22,0.21,0.26,0.24,0.27,0.0,0.23,0.23,0.23,0.22,0.25,0.2,0.21,0.25,0.2,0.25,0.18,0.26,0.2,0.0,0.17,0.2,0.18,0.23,0.2,0.2,0.16,0.2,0.16,0.15,0.17,0.17,0.15,0.17,0.18,0.2,0.15,0.16,0.16,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.0,0.11,0.14,0.16,0.13,0.12,0.13,0.12,0.14,0.1,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.11,0.1,0.12,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.11,0.09,0.08,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.07,0.06,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.04,0.04,0.03,0.04,0.0,0.15,0.14,0.13,1.15,0.65,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/24/2021,11.22,11.07,4.27,4.17,3.95,2.84,2.64,2.16,1.77,1.75,1.54,1.24,1.06,1.16,1.23,1.05,1.11,0.91,1.06,0.99,1.17,0.91,0.91,0.89,0.0,1.03,0.86,0.74,0.68,0.79,0.65,0.62,0.73,0.76,0.66,0.62,0.0,0.51,0.62,0.6,0.64,0.42,0.46,0.4,0.47,0.42,0.44,0.42,0.36,0.34,0.37,0.38,0.32,0.31,0.3,0.34,0.37,0.31,0.3,0.28,0.46,0.31,0.31,0.33,0.28,0.28,0.3,0.28,0.25,0.24,0.22,0.27,0.22,0.21,0.26,0.24,0.27,0.0,0.23,0.23,0.23,0.23,0.26,0.2,0.21,0.25,0.19,0.24,0.18,0.26,0.21,0.0,0.17,0.21,0.17,0.22,0.2,0.2,0.16,0.21,0.16,0.15,0.17,0.17,0.14,0.16,0.17,0.2,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.0,0.11,0.14,0.16,0.13,0.12,0.13,0.12,0.14,0.1,0.13,0.14,0.12,0.11,0.1,0.11,0.1,0.1,0.1,0.12,0.11,0.11,0.12,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.08,0.09,0.11,0.09,0.09,0.12,0.09,0.08,0.1,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.04,0.04,0.03,0.04,0.0,0.14,0.14,0.13,1.13,0.66,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/27/2021,11.09,10.82,3.97,4.09,3.84,2.94,2.69,2.09,1.72,1.68,1.44,1.3,1.05,1.15,1.19,1.01,1.07,0.93,1.02,0.98,1.15,0.89,0.89,0.88,0.0,0.99,0.84,0.73,0.65,0.77,0.63,0.59,0.71,0.76,0.65,0.62,0.0,0.5,0.62,0.6,0.63,0.42,0.49,0.4,0.46,0.41,0.45,0.41,0.36,0.33,0.35,0.37,0.31,0.31,0.29,0.34,0.36,0.31,0.3,0.28,0.46,0.31,0.3,0.33,0.28,0.28,0.29,0.28,0.26,0.23,0.21,0.27,0.21,0.22,0.25,0.23,0.27,0.0,0.22,0.23,0.23,0.22,0.25,0.2,0.21,0.25,0.2,0.24,0.17,0.27,0.19,0.0,0.17,0.21,0.17,0.22,0.2,0.19,0.16,0.2,0.16,0.15,0.17,0.17,0.14,0.17,0.17,0.2,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.0,0.11,0.14,0.16,0.14,0.12,0.13,0.12,0.14,0.1,0.13,0.14,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.13,0.11,0.1,0.12,0.13,0.12,0.09,0.12,0.1,0.1,0.11,0.11,0.1,0.13,0.1,0.1,0.08,0.09,0.09,0.09,0.11,0.09,0.08,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.11,0.06,0.06,0.07,0.06,0.07,0.08,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.14,0.14,0.13,1.16,0.77,0.0,0.99,0.38,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/28/2021,11.09,10.82,3.97,4.09,3.84,2.94,2.69,2.09,1.72,1.68,1.44,1.3,1.05,1.15,1.19,1.01,1.07,0.93,1.02,0.98,1.15,0.89,0.89,0.88,0.0,0.99,0.84,0.73,0.65,0.77,0.63,0.59,0.71,0.76,0.65,0.62,0.0,0.5,0.62,0.6,0.63,0.42,0.49,0.4,0.46,0.41,0.45,0.41,0.36,0.33,0.35,0.37,0.31,0.31,0.29,0.34,0.36,0.31,0.3,0.28,0.46,0.31,0.3,0.33,0.28,0.28,0.29,0.28,0.26,0.23,0.21,0.27,0.21,0.22,0.25,0.23,0.27,0.0,0.22,0.23,0.23,0.22,0.25,0.2,0.21,0.25,0.2,0.24,0.17,0.27,0.19,0.0,0.17,0.21,0.17,0.22,0.2,0.19,0.16,0.2,0.16,0.15,0.17,0.17,0.14,0.17,0.17,0.2,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.0,0.11,0.14,0.16,0.14,0.12,0.13,0.12,0.14,0.1,0.13,0.14,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.13,0.11,0.1,0.12,0.13,0.12,0.09,0.12,0.1,0.1,0.11,0.11,0.1,0.13,0.1,0.1,0.08,0.09,0.09,0.09,0.11,0.09,0.08,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.11,0.06,0.06,0.07,0.06,0.07,0.08,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.14,0.14,0.13,1.16,0.77,0.0,0.99,0.38,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/29/2021,11.09,10.82,3.97,4.09,3.84,2.94,2.69,2.09,1.72,1.68,1.44,1.3,1.05,1.15,1.19,1.01,1.07,0.93,1.02,0.98,1.15,0.89,0.89,0.88,0.0,0.99,0.84,0.73,0.65,0.77,0.63,0.59,0.71,0.76,0.65,0.62,0.0,0.5,0.62,0.6,0.63,0.42,0.49,0.4,0.46,0.41,0.45,0.41,0.36,0.33,0.35,0.37,0.31,0.31,0.29,0.34,0.36,0.31,0.3,0.28,0.46,0.31,0.3,0.33,0.28,0.28,0.29,0.28,0.26,0.23,0.21,0.27,0.21,0.22,0.25,0.23,0.27,0.0,0.22,0.23,0.23,0.22,0.25,0.2,0.21,0.25,0.2,0.24,0.17,0.27,0.19,0.0,0.17,0.21,0.17,0.22,0.2,0.19,0.16,0.2,0.16,0.15,0.17,0.17,0.14,0.17,0.17,0.2,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.0,0.11,0.14,0.16,0.14,0.12,0.13,0.12,0.14,0.1,0.13,0.14,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.13,0.11,0.1,0.12,0.13,0.12,0.09,0.12,0.1,0.1,0.11,0.11,0.1,0.13,0.1,0.1,0.08,0.09,0.09,0.09,0.11,0.09,0.08,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.11,0.06,0.06,0.07,0.06,0.07,0.08,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.14,0.14,0.13,1.16,0.77,0.0,0.99,0.38,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/30/2021,11.09,10.81,4.04,4.12,3.86,3.02,2.64,2.08,1.72,1.67,1.43,1.33,1.06,1.15,1.18,1.01,1.06,0.93,1.02,0.92,1.15,0.9,0.88,0.89,0.0,0.99,0.84,0.73,0.66,0.77,0.64,0.58,0.71,0.76,0.65,0.62,0.0,0.5,0.62,0.6,0.63,0.42,0.49,0.4,0.45,0.41,0.45,0.41,0.36,0.33,0.35,0.36,0.31,0.3,0.29,0.34,0.36,0.31,0.3,0.28,0.46,0.31,0.3,0.32,0.28,0.28,0.29,0.28,0.26,0.23,0.21,0.27,0.21,0.22,0.25,0.24,0.27,0.0,0.22,0.23,0.23,0.22,0.25,0.2,0.21,0.25,0.2,0.24,0.17,0.26,0.19,0.0,0.17,0.21,0.18,0.22,0.2,0.2,0.16,0.2,0.16,0.15,0.17,0.17,0.15,0.17,0.17,0.2,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.0,0.11,0.13,0.16,0.13,0.12,0.13,0.12,0.14,0.1,0.13,0.14,0.12,0.1,0.09,0.11,0.1,0.1,0.1,0.13,0.11,0.1,0.12,0.13,0.12,0.09,0.12,0.1,0.1,0.11,0.11,0.1,0.13,0.1,0.1,0.08,0.09,0.09,0.09,0.11,0.09,0.08,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.11,0.06,0.06,0.07,0.06,0.07,0.08,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.14,0.14,0.13,1.17,0.73,0.0,0.99,0.38,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
10/01/2021,11.09,10.81,4.04,4.12,3.86,3.02,2.64,2.08,1.72,1.67,1.43,1.33,1.06,1.15,1.18,1.01,1.06,0.93,1.02,0.92,1.15,0.9,0.88,0.89,0.0,0.99,0.84,0.73,0.66,0.77,0.64,0.58,0.71,0.76,0.65,0.62,0.0,0.5,0.62,0.6,0.63,0.42,0.49,0.4,0.45,0.41,0.45,0.41,0.36,0.33,0.35,0.36,0.31,0.3,0.29,0.34,0.36,0.31,0.3,0.28,0.46,0.31,0.3,0.32,0.28,0.28,0.29,0.28,0.26,0.23,0.21,0.27,0.21,0.22,0.25,0.24,0.27,0.0,0.22,0.23,0.23,0.22,0.25,0.2,0.21,0.25,0.2,0.24,0.17,0.26,0.19,0.0,0.17,0.21,0.18,0.22,0.2,0.2,0.16,0.2,0.16,0.15,0.17,0.17,0.15,0.17,0.17,0.2,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.0,0.11,0.13,0.16,0.13,0.12,0.13,0.12,0.14,0.1,0.13,0.14,0.12,0.1,0.09,0.11,0.1,0.1,0.1,0.13,0.11,0.1,0.12,0.13,0.12,0.09,0.12,0.1,0.1,0.11,0.11,0.1,0.13,0.1,0.1,0.08,0.09,0.09,0.09,0.11,0.09,0.08,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.11,0.06,0.06,0.07,0.06,0.07,0.08,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.14,0.14,0.13,1.17,0.73,0.0,0.99,0.38,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
10/04/2021,11.15,10.61,4.02,4.02,3.76,3.15,2.54,2.15,1.78,1.71,1.37,1.31,1.08,1.16,1.21,1.02,1.05,0.99,1.05,0.93,1.13,0.94,0.91,0.89,0.0,0.97,0.85,0.72,0.67,0.77,0.65,0.61,0.73,0.74,0.66,0.58,0.0,0.52,0.6,0.58,0.61,0.4,0.48,0.4,0.46,0.41,0.45,0.42,0.35,0.34,0.36,0.36,0.32,0.3,0.3,0.34,0.35,0.31,0.3,0.29,0.45,0.31,0.3,0.31,0.28,0.26,0.29,0.27,0.24,0.23,0.21,0.26,0.21,0.24,0.25,0.24,0.25,0.0,0.23,0.23,0.23,0.23,0.24,0.2,0.21,0.24,0.2,0.23,0.18,0.26,0.2,0.0,0.17,0.21,0.19,0.21,0.2,0.2,0.16,0.19,0.16,0.15,0.17,0.17,0.15,0.17,0.17,0.19,0.16,0.17,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.15,0.0,0.11,0.14,0.16,0.13,0.12,0.14,0.12,0.13,0.1,0.13,0.14,0.12,0.1,0.12,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.12,0.13,0.11,0.09,0.11,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.1,0.06,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.05,0.0,0.0,0.0,0.04,0.0,0.14,0.14,0.13,1.26,0.66,0.0,1.0,0.37,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.86
10/05/2021,11.15,10.63,4.06,4.04,3.76,3.15,2.59,2.13,1.75,1.7,1.38,1.32,1.09,1.15,1.21,1.02,1.05,0.98,1.04,0.93,1.13,0.95,0.92,0.89,0.0,0.97,0.85,0.73,0.67,0.76,0.64,0.61,0.72,0.74,0.65,0.59,0.0,0.51,0.63,0.59,0.62,0.41,0.48,0.4,0.47,0.41,0.44,0.4,0.35,0.34,0.35,0.35,0.32,0.3,0.3,0.34,0.35,0.31,0.3,0.28,0.45,0.31,0.3,0.32,0.28,0.26,0.29,0.26,0.24,0.24,0.21,0.26,0.22,0.24,0.24,0.23,0.26,0.0,0.23,0.23,0.23,0.22,0.24,0.2,0.21,0.24,0.2,0.23,0.18,0.26,0.2,0.0,0.17,0.21,0.19,0.21,0.2,0.2,0.16,0.19,0.16,0.15,0.17,0.17,0.14,0.17,0.17,0.2,0.15,0.17,0.15,0.14,0.15,0.15,0.16,0.14,0.14,0.15,0.0,0.11,0.14,0.16,0.13,0.12,0.13,0.12,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.12,0.13,0.11,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.13,0.1,0.1,0.08,0.09,0.09,0.09,0.1,0.09,0.09,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.1,0.06,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.14,0.14,0.13,1.25,0.68,0.0,1.0,0.37,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.87
10/06/2021,11.14,10.8,4.06,4.09,3.82,3.12,2.57,2.1,1.74,1.68,1.37,1.33,1.09,1.16,1.2,1.02,1.03,1.0,1.04,0.93,1.12,1.02,0.91,0.89,0.0,0.95,0.85,0.72,0.66,0.76,0.65,0.6,0.71,0.74,0.66,0.59,0.0,0.51,0.62,0.59,0.62,0.4,0.5,0.4,0.46,0.4,0.45,0.4,0.36,0.34,0.35,0.35,0.32,0.29,0.3,0.34,0.35,0.31,0.29,0.28,0.45,0.31,0.3,0.3,0.28,0.25,0.29,0.26,0.25,0.23,0.21,0.26,0.21,0.24,0.24,0.23,0.25,0.0,0.22,0.23,0.23,0.22,0.24,0.2,0.21,0.23,0.2,0.23,0.18,0.26,0.2,0.0,0.17,0.21,0.2,0.21,0.2,0.2,0.17,0.19,0.16,0.15,0.17,0.17,0.14,0.17,0.17,0.2,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.15,0.0,0.11,0.14,0.15,0.13,0.12,0.13,0.12,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.11,0.13,0.11,0.09,0.11,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.1,0.06,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.04,0.05,0.0,0.0,0.0,0.04,0.0,0.14,0.13,0.13,1.28,0.59,0.0,0.99,0.37,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88
10/07/2021,11.04,10.75,3.93,4.07,3.8,3.2,2.49,2.12,1.75,1.7,1.34,1.33,1.1,1.15,1.2,1.04,1.03,1.02,1.05,0.95,1.13,1.06,0.9,0.89,0.0,0.96,0.85,0.72,0.66,0.77,0.68,0.61,0.73,0.72,0.66,0.58,0.0,0.51,0.61,0.58,0.62,0.4,0.5,0.4,0.47,0.41,0.44,0.4,0.36,0.35,0.35,0.35,0.32,0.28,0.31,0.35,0.33,0.3,0.3,0.29,0.45,0.31,0.3,0.29,0.28,0.25,0.29,0.26,0.24,0.23,0.21,0.27,0.22,0.25,0.25,0.24,0.25,0.0,0.23,0.22,0.23,0.22,0.23,0.2,0.21,0.23,0.21,0.22,0.19,0.26,0.2,0.0,0.17,0.21,0.2,0.21,0.2,0.2,0.17,0.19,0.16,0.15,0.17,0.17,0.14,0.17,0.17,0.2,0.16,0.16,0.15,0.14,0.15,0.15,0.16,0.14,0.13,0.15,0.0,0.11,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.1,0.13,0.13,0.12,0.1,0.12,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.11,0.13,0.11,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.13,0.1,0.1,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.1,0.06,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.04,0.05,0.0,0.0,0.0,0.05,0.0,0.14,0.13,0.13,1.32,0.58,0.0,0.99,0.38,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.87
10/08/2021,11.04,10.75,3.93,4.07,3.8,3.2,2.49,2.12,1.75,1.7,1.34,1.33,1.1,1.15,1.2,1.04,1.03,1.02,1.05,0.95,1.13,1.06,0.9,0.89,0.0,0.96,0.85,0.72,0.66,0.77,0.68,0.61,0.73,0.72,0.66,0.58,0.0,0.51,0.61,0.58,0.62,0.4,0.5,0.4,0.47,0.41,0.44,0.4,0.36,0.35,0.35,0.35,0.32,0.28,0.31,0.35,0.33,0.3,0.3,0.29,0.45,0.31,0.3,0.29,0.28,0.25,0.29,0.26,0.24,0.23,0.21,0.27,0.22,0.25,0.25,0.24,0.25,0.0,0.23,0.22,0.23,0.22,0.23,0.2,0.21,0.23,0.21,0.22,0.19,0.26,0.2,0.0,0.17,0.21,0.2,0.21,0.2,0.2,0.17,0.19,0.16,0.15,0.17,0.17,0.14,0.17,0.17,0.2,0.16,0.16,0.15,0.14,0.15,0.15,0.16,0.14,0.13,0.15,0.0,0.11,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.1,0.13,0.13,0.12,0.1,0.12,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.11,0.13,0.11,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.13,0.1,0.1,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.1,0.06,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.04,0.05,0.0,0.0,0.0,0.05,0.0,0.14,0.13,0.13,1.32,0.58,0.0,0.99,0.38,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.87
10/11/2021,11.09,10.95,3.95,4.12,3.84,3.15,2.56,2.09,1.75,1.7,1.35,1.33,1.09,1.13,1.17,1.04,1.03,1.01,1.06,0.95,1.12,1.02,0.9,0.89,0.0,0.95,0.84,0.72,0.65,0.76,0.69,0.59,0.72,0.72,0.65,0.57,0.0,0.51,0.62,0.59,0.62,0.39,0.49,0.39,0.47,0.42,0.44,0.39,0.36,0.36,0.35,0.34,0.31,0.29,0.32,0.35,0.34,0.3,0.3,0.29,0.44,0.3,0.3,0.28,0.28,0.25,0.29,0.26,0.24,0.23,0.21,0.27,0.22,0.25,0.25,0.24,0.25,0.0,0.23,0.23,0.24,0.22,0.23,0.19,0.21,0.23,0.21,0.22,0.18,0.26,0.2,0.0,0.17,0.21,0.2,0.21,0.2,0.19,0.17,0.19,0.17,0.15,0.17,0.17,0.14,0.17,0.17,0.2,0.15,0.16,0.15,0.13,0.15,0.15,0.16,0.14,0.13,0.15,0.0,0.11,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.1,0.12,0.14,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.11,0.13,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.13,0.1,0.1,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.12,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.07,0.1,0.06,0.06,0.07,0.06,0.06,0.07,0.06,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.05,0.0,0.0,0.0,0.04,0.0,0.14,0.13,0.13,1.27,0.53,0.0,1.0,0.37,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81
