,AAPL,MSFT,AMZN,FB,JNJ,JPM,GOOG,GOOGL,BRK.B,CMCSA,INTC,UNH,V,VZ,MA,BAC,PG,CSCO,QCOM,NVDA,PFE,PEP,ORCL,WMT,UNP,TGT,KO,T,DIS,HD,TXN,LLY,ACN,MS,MRK,AXP,CHTR,ABBV,LOW,ADBE,AVGO,XOM,CVX,LRCX,NKE,CAT,AMAT,IBM,WFC,TMO,COST,AMGN,GNRC,MSCI,CSX,C,MMM,UPS,DHR,MU,BBY,ANTM,HON,GS,SCHW,DE,COP,RTX,ODFL,GM,CVS,ABT,PYPL,CI,SPGI,NSC,TSLA,GILD,TROW,BMY,ALGN,NFLX,MCD,MDT,APTV,F,USB,FDX,AMP,ZTS,COF,TMUS,ZBRA,BKNG,MO,CRL,URI,TJX,HUM,IDXX,KR,INTU,TEL,SIVB,FCX,ADP,LMT,DFS,PNC,SHW,ETN,PPG,KLAC,HZNP,NUE,SYF,CPRT,WST,ALL,PH,ON,AON,DHI,SWKS,MRVL,LBRDK,JCI,ADI,SBUX,LIN,EMR,CNC,BLK,PAYC,EL,LPLA,CMI,CTAS,EBAY,ITW,TRV,RSG,CBRE,DOW,CTLT,ORLY,KEYS,WM,MOH,NDAQ,TT,DG,MPC,BLL,CB,BK,AVY,IQV,LYB,MCO,ALLY,TFC,BIIB,ENTG,ICE,DVA,TER,MMC,ALB,CARR,CDW,NOC,SEDG,QRVO,CDNS,FTNT,JBL,LUV,KSU,STLD,CMG,WSM,HBAN,DECK,LEN,PAYX,GPN,ROK,MTD,PGR,ATVI,XLNX,LH,LULU,FIS,WBA,MDLZ,MET,PCAR,GLW,ADM,MCHP,GD,SNPS,RMD,TSCO,SLB,DOV,PWR,A,HIG,PXD,MAR,KMX,COG,EOG,VLO,CTRA,ULTA,BLDR,CTSH,CAR,ANET,CRM,POOL,EPAM,AMD,TREX,DLTR,ENPH,DDS,NEE,MCK,CERN,STX,DVN,FITB,OXY,TSN,CSL,FLT,WMB,CCK,APD,RS,WHR,PKG,CL,JBHT,IT,PKI,REGN,SWK,GXO,HPQ,AN,OKE,AJG,CIEN,UHAL,DRI,GPC,OMC,FISV,KEY,STT,GWW,PRU,NTRS,LHX,AFL,PHM,ABC,CE,PM,MORN,TDY,HLT,FICO,ROST,HES,WBD,DAR,CTVA,SYY,NEM,BX,GIS,SUM
08/30/2021,4.68,3.96,2.39,1.06,1.04,1.04,0.89,0.86,0.76,0.71,0.69,0.71,0.68,0.58,0.57,0.53,0.51,0.52,0.43,0.47,0.41,0.41,0.39,0.4,0.39,0.38,0.37,0.36,0.36,0.35,0.36,0.36,0.37,0.35,0.35,0.33,0.33,0.32,0.33,0.32,0.29,0.28,0.28,0.29,0.28,0.27,0.28,0.26,0.26,0.27,0.27,0.26,0.26,0.24,0.23,0.23,0.23,0.23,0.23,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.22,0.19,0.2,0.21,0.21,0.2,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.220000000000006
08/31/2021,4.66,3.91,2.42,1.07,1.03,1.05,0.89,0.87,0.75,0.7,0.69,0.7,0.68,0.57,0.56,0.53,0.51,0.52,0.43,0.47,0.4,0.4,0.39,0.39,0.38,0.37,0.37,0.35,0.37,0.35,0.36,0.35,0.37,0.35,0.35,0.33,0.34,0.32,0.32,0.32,0.3,0.28,0.28,0.3,0.28,0.26,0.28,0.26,0.26,0.27,0.27,0.26,0.26,0.24,0.23,0.23,0.22,0.23,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.22,0.19,0.2,0.21,0.21,0.2,0.19,0.18,0.18,0.19,0.19,0.18,0.17,0.19,0.17,0.18,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.2,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.120000000000005
09/01/2021,4.66,3.91,2.42,1.07,1.03,1.05,0.89,0.87,0.75,0.7,0.69,0.7,0.68,0.57,0.56,0.53,0.51,0.52,0.43,0.47,0.4,0.4,0.39,0.39,0.38,0.37,0.37,0.35,0.37,0.35,0.36,0.35,0.37,0.35,0.35,0.33,0.34,0.32,0.32,0.32,0.3,0.28,0.28,0.3,0.28,0.26,0.28,0.26,0.26,0.27,0.27,0.26,0.26,0.24,0.23,0.23,0.22,0.23,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.22,0.19,0.2,0.21,0.21,0.2,0.19,0.18,0.18,0.19,0.19,0.18,0.17,0.19,0.17,0.18,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.2,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.120000000000005
09/02/2021,4.66,3.91,2.42,1.07,1.03,1.05,0.89,0.87,0.75,0.7,0.69,0.7,0.68,0.57,0.56,0.53,0.51,0.52,0.43,0.47,0.4,0.4,0.39,0.39,0.38,0.37,0.37,0.35,0.37,0.35,0.36,0.35,0.37,0.35,0.35,0.33,0.34,0.32,0.32,0.32,0.3,0.28,0.28,0.3,0.28,0.26,0.28,0.26,0.26,0.27,0.27,0.26,0.26,0.24,0.23,0.23,0.22,0.23,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.22,0.19,0.2,0.21,0.21,0.2,0.19,0.18,0.18,0.19,0.19,0.18,0.17,0.19,0.17,0.18,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.2,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.120000000000005
09/03/2021,4.8,3.96,2.47,1.09,1.03,1.03,0.9,0.87,0.75,0.7,0.69,0.7,0.67,0.57,0.56,0.52,0.51,0.52,0.43,0.47,0.4,0.41,0.39,0.39,0.38,0.37,0.37,0.36,0.37,0.35,0.36,0.35,0.37,0.34,0.35,0.33,0.34,0.32,0.32,0.33,0.3,0.28,0.28,0.3,0.28,0.26,0.28,0.26,0.25,0.27,0.27,0.26,0.26,0.24,0.23,0.22,0.23,0.23,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.22,0.19,0.21,0.21,0.22,0.2,0.19,0.18,0.19,0.19,0.19,0.18,0.17,0.19,0.17,0.18,0.16,0.16,0.16,0.16,0.17,0.17,0.15,0.15,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.2,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.35000000000001
09/06/2021,4.79,3.94,2.51,1.1,1.03,1.03,0.9,0.88,0.75,0.72,0.69,0.7,0.67,0.58,0.55,0.52,0.51,0.52,0.43,0.47,0.4,0.41,0.4,0.39,0.38,0.37,0.38,0.36,0.37,0.35,0.35,0.35,0.37,0.35,0.34,0.33,0.34,0.3,0.32,0.33,0.3,0.27,0.27,0.29,0.27,0.26,0.28,0.26,0.23,0.27,0.27,0.26,0.26,0.25,0.22,0.22,0.22,0.23,0.24,0.24,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.22,0.19,0.21,0.22,0.22,0.2,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.2,0.17,0.18,0.15,0.16,0.16,0.16,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.13,0.15,0.15,0.13,0.13,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.19,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.0,0.1,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3
09/07/2021,4.84,3.93,2.51,1.08,1.04,1.02,0.89,0.87,0.74,0.73,0.68,0.71,0.66,0.58,0.54,0.52,0.51,0.52,0.43,0.48,0.4,0.41,0.4,0.4,0.37,0.37,0.38,0.36,0.37,0.36,0.36,0.35,0.37,0.35,0.35,0.32,0.34,0.3,0.32,0.33,0.3,0.28,0.27,0.3,0.27,0.26,0.28,0.26,0.23,0.28,0.27,0.26,0.27,0.25,0.22,0.22,0.22,0.23,0.24,0.24,0.21,0.23,0.22,0.22,0.21,0.22,0.21,0.2,0.23,0.19,0.21,0.22,0.22,0.21,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.2,0.17,0.18,0.15,0.16,0.16,0.16,0.17,0.17,0.14,0.15,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.15,0.13,0.13,0.14,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.19,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.41
09/08/2021,4.84,3.93,2.51,1.08,1.04,1.02,0.89,0.87,0.74,0.73,0.68,0.71,0.66,0.58,0.54,0.52,0.51,0.52,0.43,0.48,0.4,0.41,0.4,0.4,0.37,0.37,0.38,0.36,0.37,0.36,0.36,0.35,0.37,0.35,0.35,0.32,0.34,0.3,0.32,0.33,0.3,0.28,0.27,0.3,0.27,0.26,0.28,0.26,0.23,0.28,0.27,0.26,0.27,0.25,0.22,0.22,0.22,0.23,0.24,0.24,0.21,0.23,0.22,0.22,0.21,0.22,0.21,0.2,0.23,0.19,0.21,0.22,0.22,0.21,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.2,0.17,0.18,0.15,0.16,0.16,0.16,0.17,0.17,0.14,0.15,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.15,0.13,0.13,0.14,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.19,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.41
09/09/2021,4.84,3.93,2.51,1.08,1.04,1.02,0.89,0.87,0.74,0.73,0.68,0.71,0.66,0.58,0.54,0.52,0.51,0.52,0.43,0.48,0.4,0.41,0.4,0.4,0.37,0.37,0.38,0.36,0.37,0.36,0.36,0.35,0.37,0.35,0.35,0.32,0.34,0.3,0.32,0.33,0.3,0.28,0.27,0.3,0.27,0.26,0.28,0.26,0.23,0.28,0.27,0.26,0.27,0.25,0.22,0.22,0.22,0.23,0.24,0.24,0.21,0.23,0.22,0.22,0.21,0.22,0.21,0.2,0.23,0.19,0.21,0.22,0.22,0.21,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.2,0.17,0.18,0.15,0.16,0.16,0.16,0.17,0.17,0.14,0.15,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.15,0.13,0.13,0.14,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.19,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.41
09/10/2021,4.95,3.94,2.55,1.11,1.03,1.03,0.9,0.88,0.74,0.72,0.69,0.71,0.66,0.58,0.55,0.52,0.51,0.52,0.43,0.47,0.4,0.4,0.39,0.39,0.37,0.37,0.37,0.36,0.38,0.36,0.36,0.34,0.37,0.35,0.35,0.32,0.34,0.29,0.33,0.33,0.3,0.28,0.28,0.29,0.27,0.26,0.29,0.26,0.23,0.28,0.28,0.26,0.27,0.25,0.22,0.22,0.22,0.23,0.24,0.24,0.21,0.23,0.21,0.22,0.21,0.21,0.21,0.2,0.23,0.19,0.21,0.22,0.22,0.21,0.19,0.17,0.2,0.19,0.18,0.18,0.18,0.21,0.17,0.18,0.15,0.16,0.16,0.16,0.17,0.17,0.14,0.15,0.17,0.17,0.17,0.18,0.15,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.14,0.15,0.13,0.15,0.15,0.14,0.13,0.15,0.15,0.13,0.13,0.14,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.19,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.56
