,MSFT,NVDA,ADBE,BRK.B,PG,HD,COST,V,CSCO,TSLA,BAC,UNH,PYPL,PEP,NFLX,TMUS,MA,ACN,XOM,NEE,INTC,DHR,PFE,MRK,ABBV,TXN,ABT,LLY,CVX,NOW,INTU,TMO,MCD,CHTR,C,QCOM,HON,LIN,AMD,MDT,AVGO,BMY,BKNG,ORCL,MS,UNP,AMGN,LOW,UPS,TGT,PNC,RTX,PM,IBM,SCHW,ADSK,USB,CAT,ATVI,ZBRA,BA,AMAT,AMT,MDLZ,GE,ISRG,ANET,CVS,VEEV,SPGI,ADP,CI,DE,GILD,ZTS,TFC,PLD,LMT,LRCX,EQIX,FIS,CB,SYK,AXP,CDNS,CME,OMC,MU,MO,CCI,LUMN,DG,DUK,VRTX,TJX,MET,GRMN,ICE,ANTM,CSX,PRU,NSC,ILMN,MCO,F,REGN,SO,MMC,STZ,FDX,JCI,APD,BIIB,BDX,EMR,DD,MNST,CL,SHW,IPG,ETN,FISV,D,BSX,EL,ADM,WM,COF,ADI,CMG,PSA,ECL,EW,ALXN,NOC,BK,INFO,ROP,TROW,SNPS,VRSN,EXC,TEL,DOW,COP,GPN,IAC,ITW,AIG,EXPE,VIAC,LHX,HUM,HCA,APTV,ROST,WBA,SLB,ALGN,MPC,CMI,ZM,FCX,TRV,AON,NEM,DISH,ALL,CTSH,PSX,FRC,EA,ORLY,SYY,MAR,HPQ,SIVB,APH,AEP,PAYX,AFL,FITB,SRE,LUV,YUM,DLR,EBAY,PPG,CBRE,AMP,HLT,STT,NWSA,KR,IQV,BAX,MCK,FTNT,KLAC,EOG,KMB,GD,TT,VRSK,AZN,DXCM,GE.,MSI,WFC,MTCH,MMM,FOXA,SPOT,ETSY,IT,FOX,MGM,AAL,NWS,LYV,NET,XLNX,SUM
09/22/2021,7.14,2.3,2.47,2.27,1.84,1.86,1.8,1.43,1.72,1.77,0.0,1.28,1.18,1.17,1.37,0.93,1.11,1.1,0.78,0.92,0.73,0.91,0.84,0.66,0.68,0.74,0.77,0.7,0.62,0.77,0.76,0.79,0.68,0.99,0.63,0.58,0.61,0.64,0.64,0.58,0.62,0.51,0.59,0.56,0.76,0.44,0.43,0.0,0.41,0.45,0.43,0.41,0.43,0.4,0.55,0.39,0.4,0.37,0.32,0.41,0.35,0.43,0.4,0.36,0.35,0.4,0.35,0.37,0.26,0.54,0.34,0.3,0.34,0.35,0.34,0.33,0.35,0.29,0.3,0.34,0.26,0.33,0.3,0.0,0.34,0.25,0.29,0.26,0.28,0.26,0.0,0.27,0.27,0.25,0.32,0.27,0.29,0.25,0.24,0.22,0.24,0.21,0.22,0.27,0.21,0.25,0.24,0.25,0.21,0.19,0.24,0.2,0.19,0.23,0.21,0.19,0.22,0.2,0.22,0.32,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.21,0.24,0.19,0.19,0.21,0.0,0.18,0.18,0.2,0.18,0.19,0.2,0.28,0.19,0.18,0.16,0.16,0.14,0.18,0.16,0.18,0.25,0.23,0.16,0.15,0.19,0.14,0.14,0.16,0.13,0.18,0.15,0.14,0.0,0.2,0.15,0.18,0.13,0.21,0.15,0.16,0.0,0.15,0.13,0.15,0.13,0.34,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.13,0.0,0.13,0.13,0.13,0.0,0.13,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.62,0.26,0.17,0.16,0.17,0.16,0.15,0.14,0.13,0.13,0.0,0.0,0.0,0.0,88.83999999999999
09/23/2021,7.14,2.3,2.47,2.27,1.84,1.86,1.8,1.43,1.72,1.77,0.0,1.28,1.18,1.17,1.37,0.93,1.11,1.1,0.78,0.92,0.73,0.91,0.84,0.66,0.68,0.74,0.77,0.7,0.62,0.77,0.76,0.79,0.68,0.99,0.63,0.58,0.61,0.64,0.64,0.58,0.62,0.51,0.59,0.56,0.76,0.44,0.43,0.0,0.41,0.45,0.43,0.41,0.43,0.4,0.55,0.39,0.4,0.37,0.32,0.41,0.35,0.43,0.4,0.36,0.35,0.4,0.35,0.37,0.26,0.54,0.34,0.3,0.34,0.35,0.34,0.33,0.35,0.29,0.3,0.34,0.26,0.33,0.3,0.0,0.34,0.25,0.29,0.26,0.28,0.26,0.0,0.27,0.27,0.25,0.32,0.27,0.29,0.25,0.24,0.22,0.24,0.21,0.22,0.27,0.21,0.25,0.24,0.25,0.21,0.19,0.24,0.2,0.19,0.23,0.21,0.19,0.22,0.2,0.22,0.32,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.21,0.24,0.19,0.19,0.21,0.0,0.18,0.18,0.2,0.18,0.19,0.2,0.28,0.19,0.18,0.16,0.16,0.14,0.18,0.16,0.18,0.25,0.23,0.16,0.15,0.19,0.14,0.14,0.16,0.13,0.18,0.15,0.14,0.0,0.2,0.15,0.18,0.13,0.21,0.15,0.16,0.0,0.15,0.13,0.15,0.13,0.34,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.13,0.0,0.13,0.13,0.13,0.0,0.13,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.62,0.26,0.17,0.16,0.17,0.16,0.15,0.14,0.13,0.13,0.0,0.0,0.0,0.0,88.83999999999999
09/24/2021,7.12,2.26,2.46,2.28,1.85,1.87,1.8,1.44,1.72,1.73,0.0,1.28,1.17,1.18,1.36,0.93,1.11,1.11,0.77,0.94,0.72,0.92,0.86,0.67,0.68,0.73,0.77,0.72,0.62,0.78,0.76,0.8,0.68,0.99,0.62,0.59,0.61,0.64,0.64,0.58,0.61,0.51,0.6,0.57,0.75,0.44,0.42,0.0,0.42,0.45,0.42,0.42,0.43,0.41,0.55,0.39,0.4,0.36,0.31,0.41,0.35,0.42,0.4,0.36,0.35,0.4,0.35,0.37,0.26,0.55,0.35,0.3,0.34,0.36,0.35,0.32,0.35,0.29,0.3,0.33,0.26,0.33,0.3,0.0,0.34,0.26,0.29,0.25,0.28,0.26,0.0,0.28,0.27,0.25,0.32,0.26,0.29,0.25,0.24,0.22,0.23,0.21,0.22,0.27,0.2,0.25,0.24,0.25,0.21,0.19,0.24,0.2,0.19,0.23,0.21,0.19,0.22,0.2,0.22,0.32,0.22,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.21,0.24,0.2,0.19,0.21,0.0,0.18,0.18,0.2,0.18,0.18,0.2,0.28,0.19,0.18,0.15,0.16,0.14,0.17,0.16,0.19,0.26,0.23,0.17,0.15,0.19,0.14,0.14,0.16,0.13,0.18,0.14,0.14,0.0,0.19,0.15,0.18,0.13,0.21,0.15,0.16,0.0,0.15,0.13,0.15,0.14,0.34,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.13,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.62,0.26,0.17,0.16,0.17,0.16,0.15,0.14,0.13,0.13,0.0,0.0,0.0,0.0,88.85
09/27/2021,7.16,2.33,2.38,2.26,1.84,1.88,1.79,1.45,1.7,1.76,0.0,1.25,1.17,1.17,1.39,0.94,1.12,1.11,0.78,0.93,0.72,0.91,0.85,0.67,0.67,0.74,0.76,0.7,0.63,0.79,0.77,0.81,0.68,0.98,0.62,0.58,0.61,0.64,0.65,0.58,0.61,0.51,0.61,0.58,0.76,0.44,0.42,0.0,0.41,0.44,0.43,0.42,0.42,0.4,0.56,0.39,0.41,0.36,0.3,0.4,0.36,0.43,0.4,0.36,0.34,0.4,0.35,0.37,0.25,0.55,0.35,0.3,0.34,0.35,0.35,0.33,0.35,0.29,0.3,0.33,0.26,0.33,0.3,0.0,0.34,0.26,0.29,0.26,0.28,0.26,0.0,0.27,0.27,0.25,0.32,0.26,0.29,0.25,0.24,0.22,0.23,0.21,0.22,0.27,0.2,0.25,0.24,0.25,0.21,0.17,0.24,0.2,0.18,0.23,0.21,0.19,0.22,0.2,0.22,0.33,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.21,0.25,0.19,0.2,0.21,0.0,0.18,0.18,0.2,0.18,0.18,0.2,0.27,0.19,0.18,0.15,0.17,0.14,0.17,0.16,0.19,0.26,0.23,0.17,0.15,0.19,0.14,0.14,0.16,0.13,0.18,0.15,0.14,0.0,0.19,0.15,0.19,0.13,0.21,0.15,0.16,0.0,0.14,0.13,0.16,0.14,0.34,0.16,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.13,0.13,0.0,0.14,0.13,0.13,0.0,0.13,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.64,0.26,0.17,0.16,0.16,0.16,0.16,0.14,0.13,0.13,0.0,0.0,0.0,0.0,88.86999999999999
09/28/2021,7.08,2.31,2.34,2.26,1.81,1.86,1.82,1.49,1.71,1.79,0.0,1.23,1.18,1.16,1.37,0.94,1.15,1.11,0.8,0.91,0.72,0.9,0.83,0.67,0.67,0.75,0.75,0.7,0.64,0.78,0.78,0.8,0.68,0.95,0.64,0.58,0.61,0.64,0.65,0.58,0.61,0.5,0.62,0.58,0.77,0.44,0.41,0.0,0.41,0.44,0.44,0.43,0.42,0.41,0.59,0.39,0.42,0.36,0.3,0.4,0.37,0.43,0.38,0.35,0.35,0.4,0.35,0.36,0.25,0.55,0.35,0.3,0.34,0.35,0.35,0.34,0.34,0.29,0.3,0.32,0.25,0.32,0.3,0.0,0.34,0.27,0.3,0.25,0.28,0.25,0.0,0.27,0.27,0.25,0.32,0.26,0.29,0.25,0.24,0.22,0.24,0.21,0.21,0.27,0.21,0.25,0.23,0.25,0.21,0.17,0.24,0.2,0.18,0.22,0.21,0.18,0.22,0.2,0.22,0.34,0.21,0.2,0.2,0.2,0.2,0.19,0.21,0.21,0.22,0.24,0.19,0.2,0.21,0.0,0.18,0.18,0.2,0.18,0.18,0.2,0.27,0.19,0.18,0.15,0.18,0.14,0.19,0.16,0.19,0.28,0.23,0.16,0.14,0.19,0.15,0.14,0.15,0.13,0.18,0.15,0.14,0.0,0.19,0.15,0.19,0.0,0.21,0.14,0.16,0.0,0.15,0.13,0.16,0.14,0.36,0.16,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.15,0.0,0.14,0.14,0.13,0.0,0.15,0.13,0.13,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.64,0.27,0.17,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.13,0.0,0.0,0.0,88.85
09/29/2021,7.08,2.31,2.34,2.26,1.81,1.86,1.82,1.49,1.71,1.79,0.0,1.23,1.18,1.16,1.37,0.94,1.15,1.11,0.8,0.91,0.72,0.9,0.83,0.67,0.67,0.75,0.75,0.7,0.64,0.78,0.78,0.8,0.68,0.95,0.64,0.58,0.61,0.64,0.65,0.58,0.61,0.5,0.62,0.58,0.77,0.44,0.41,0.0,0.41,0.44,0.44,0.43,0.42,0.41,0.59,0.39,0.42,0.36,0.3,0.4,0.37,0.43,0.38,0.35,0.35,0.4,0.35,0.36,0.25,0.55,0.35,0.3,0.34,0.35,0.35,0.34,0.34,0.29,0.3,0.32,0.25,0.32,0.3,0.0,0.34,0.27,0.3,0.25,0.28,0.25,0.0,0.27,0.27,0.25,0.32,0.26,0.29,0.25,0.24,0.22,0.24,0.21,0.21,0.27,0.21,0.25,0.23,0.25,0.21,0.17,0.24,0.2,0.18,0.22,0.21,0.18,0.22,0.2,0.22,0.34,0.21,0.2,0.2,0.2,0.2,0.19,0.21,0.21,0.22,0.24,0.19,0.2,0.21,0.0,0.18,0.18,0.2,0.18,0.18,0.2,0.27,0.19,0.18,0.15,0.18,0.14,0.19,0.16,0.19,0.28,0.23,0.16,0.14,0.19,0.15,0.14,0.15,0.13,0.18,0.15,0.14,0.0,0.19,0.15,0.19,0.0,0.21,0.14,0.16,0.0,0.15,0.13,0.16,0.14,0.36,0.16,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.15,0.0,0.14,0.14,0.13,0.0,0.15,0.13,0.13,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.64,0.27,0.17,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.13,0.0,0.0,0.0,88.85
09/30/2021,7.08,2.31,2.34,2.26,1.81,1.86,1.82,1.49,1.71,1.79,0.0,1.23,1.18,1.16,1.37,0.94,1.15,1.11,0.8,0.91,0.72,0.9,0.83,0.67,0.67,0.75,0.75,0.7,0.64,0.78,0.78,0.8,0.68,0.95,0.64,0.58,0.61,0.64,0.65,0.58,0.61,0.5,0.62,0.58,0.77,0.44,0.41,0.0,0.41,0.44,0.44,0.43,0.42,0.41,0.59,0.39,0.42,0.36,0.3,0.4,0.37,0.43,0.38,0.35,0.35,0.4,0.35,0.36,0.25,0.55,0.35,0.3,0.34,0.35,0.35,0.34,0.34,0.29,0.3,0.32,0.25,0.32,0.3,0.0,0.34,0.27,0.3,0.25,0.28,0.25,0.0,0.27,0.27,0.25,0.32,0.26,0.29,0.25,0.24,0.22,0.24,0.21,0.21,0.27,0.21,0.25,0.23,0.25,0.21,0.17,0.24,0.2,0.18,0.22,0.21,0.18,0.22,0.2,0.22,0.34,0.21,0.2,0.2,0.2,0.2,0.19,0.21,0.21,0.22,0.24,0.19,0.2,0.21,0.0,0.18,0.18,0.2,0.18,0.18,0.2,0.27,0.19,0.18,0.15,0.18,0.14,0.19,0.16,0.19,0.28,0.23,0.16,0.14,0.19,0.15,0.14,0.15,0.13,0.18,0.15,0.14,0.0,0.19,0.15,0.19,0.0,0.21,0.14,0.16,0.0,0.15,0.13,0.16,0.14,0.36,0.16,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.15,0.0,0.14,0.14,0.13,0.0,0.15,0.13,0.13,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.64,0.27,0.17,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.13,0.0,0.0,0.0,88.85
10/01/2021,6.99,2.27,2.28,2.29,1.8,1.89,1.8,1.48,1.7,1.84,0.0,1.23,1.17,1.15,1.38,0.93,1.15,1.1,0.83,0.89,0.73,0.88,0.83,0.67,0.68,0.75,0.73,0.69,0.66,0.77,0.77,0.79,0.69,0.95,0.65,0.58,0.61,0.64,0.66,0.57,0.61,0.5,0.62,0.59,0.78,0.45,0.41,0.0,0.41,0.43,0.45,0.43,0.43,0.41,0.61,0.39,0.43,0.37,0.3,0.4,0.37,0.44,0.37,0.35,0.36,0.39,0.35,0.37,0.25,0.54,0.35,0.3,0.35,0.35,0.34,0.35,0.34,0.3,0.31,0.31,0.26,0.33,0.3,0.0,0.33,0.27,0.3,0.26,0.28,0.24,0.0,0.27,0.26,0.25,0.32,0.27,0.28,0.25,0.24,0.22,0.25,0.21,0.21,0.26,0.22,0.24,0.23,0.25,0.21,0.17,0.23,0.2,0.18,0.22,0.21,0.19,0.21,0.2,0.21,0.34,0.21,0.2,0.2,0.2,0.2,0.19,0.21,0.21,0.22,0.24,0.18,0.19,0.2,0.0,0.18,0.19,0.2,0.18,0.18,0.2,0.27,0.19,0.18,0.16,0.18,0.14,0.18,0.16,0.2,0.28,0.24,0.16,0.15,0.19,0.15,0.14,0.16,0.14,0.18,0.16,0.14,0.0,0.2,0.15,0.18,0.0,0.22,0.14,0.16,0.0,0.15,0.13,0.16,0.14,0.36,0.16,0.17,0.15,0.13,0.13,0.13,0.15,0.0,0.13,0.14,0.13,0.15,0.0,0.14,0.14,0.14,0.13,0.15,0.13,0.0,0.0,0.13,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.64,0.27,0.17,0.17,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.0,0.0,0.0,88.84
10/04/2021,6.86,2.19,2.22,2.31,1.83,1.9,1.8,1.49,1.71,1.85,0.0,1.24,1.12,1.17,1.42,0.95,1.16,1.08,0.85,0.9,0.73,0.87,0.84,0.7,0.69,0.74,0.74,0.71,0.67,0.74,0.75,0.78,0.69,0.97,0.66,0.57,0.61,0.63,0.63,0.58,0.61,0.51,0.61,0.6,0.76,0.45,0.42,0.0,0.41,0.44,0.45,0.43,0.42,0.42,0.6,0.39,0.43,0.37,0.32,0.39,0.38,0.4,0.37,0.35,0.37,0.39,0.34,0.38,0.24,0.53,0.35,0.3,0.35,0.35,0.34,0.36,0.35,0.3,0.29,0.31,0.26,0.33,0.3,0.0,0.32,0.27,0.3,0.25,0.29,0.24,0.0,0.27,0.27,0.25,0.32,0.27,0.28,0.25,0.25,0.23,0.25,0.22,0.21,0.26,0.22,0.24,0.23,0.25,0.21,0.17,0.23,0.2,0.18,0.22,0.21,0.19,0.21,0.2,0.21,0.33,0.21,0.21,0.21,0.2,0.19,0.2,0.21,0.21,0.21,0.24,0.19,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.18,0.19,0.26,0.19,0.18,0.16,0.19,0.14,0.17,0.16,0.19,0.28,0.24,0.17,0.15,0.19,0.15,0.15,0.16,0.14,0.17,0.16,0.15,0.0,0.2,0.16,0.18,0.0,0.22,0.15,0.16,0.0,0.15,0.14,0.16,0.14,0.36,0.16,0.17,0.15,0.13,0.14,0.13,0.15,0.0,0.13,0.14,0.13,0.14,0.0,0.15,0.14,0.14,0.13,0.15,0.13,0.0,0.0,0.13,0.14,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.64,0.26,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.0,0.0,0.0,88.7
10/05/2021,6.99,2.22,2.22,2.29,1.8,1.86,1.79,1.51,1.7,1.83,0.0,1.21,1.15,1.16,1.45,0.94,1.18,1.09,0.87,0.91,0.73,0.86,0.83,0.76,0.7,0.74,0.72,0.71,0.68,0.76,0.75,0.77,0.69,0.97,0.65,0.57,0.61,0.63,0.64,0.58,0.6,0.5,0.63,0.59,0.75,0.45,0.42,0.0,0.4,0.42,0.45,0.44,0.41,0.43,0.59,0.39,0.44,0.36,0.32,0.38,0.38,0.4,0.37,0.35,0.37,0.39,0.35,0.37,0.25,0.53,0.36,0.3,0.34,0.34,0.35,0.36,0.35,0.3,0.29,0.31,0.26,0.33,0.3,0.0,0.33,0.27,0.3,0.25,0.27,0.24,0.0,0.26,0.27,0.25,0.31,0.27,0.27,0.24,0.24,0.23,0.25,0.22,0.2,0.26,0.22,0.23,0.23,0.25,0.21,0.17,0.23,0.2,0.18,0.22,0.21,0.19,0.21,0.2,0.22,0.34,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.23,0.19,0.19,0.2,0.0,0.18,0.19,0.19,0.17,0.18,0.19,0.27,0.19,0.18,0.16,0.19,0.14,0.18,0.16,0.19,0.28,0.24,0.17,0.14,0.19,0.15,0.14,0.15,0.14,0.17,0.16,0.14,0.0,0.2,0.15,0.18,0.13,0.22,0.14,0.16,0.0,0.15,0.14,0.15,0.14,0.37,0.16,0.17,0.15,0.13,0.14,0.13,0.15,0.0,0.14,0.14,0.13,0.14,0.0,0.15,0.14,0.14,0.13,0.15,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.14,0.0,0.0,0.64,0.27,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.14,0.13,0.0,0.0,0.0,88.74
10/06/2021,6.99,2.22,2.22,2.29,1.8,1.86,1.79,1.51,1.7,1.83,0.0,1.21,1.15,1.16,1.45,0.94,1.18,1.09,0.87,0.91,0.73,0.86,0.83,0.76,0.7,0.74,0.72,0.71,0.68,0.76,0.75,0.77,0.69,0.97,0.65,0.57,0.61,0.63,0.64,0.58,0.6,0.5,0.63,0.59,0.75,0.45,0.42,0.0,0.4,0.42,0.45,0.44,0.41,0.43,0.59,0.39,0.44,0.36,0.32,0.38,0.38,0.4,0.37,0.35,0.37,0.39,0.35,0.37,0.25,0.53,0.36,0.3,0.34,0.34,0.35,0.36,0.35,0.3,0.29,0.31,0.26,0.33,0.3,0.0,0.33,0.27,0.3,0.25,0.27,0.24,0.0,0.26,0.27,0.25,0.31,0.27,0.27,0.24,0.24,0.23,0.25,0.22,0.2,0.26,0.22,0.23,0.23,0.25,0.21,0.17,0.23,0.2,0.18,0.22,0.21,0.19,0.21,0.2,0.22,0.34,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.23,0.19,0.19,0.2,0.0,0.18,0.19,0.19,0.17,0.18,0.19,0.27,0.19,0.18,0.16,0.19,0.14,0.18,0.16,0.19,0.28,0.24,0.17,0.14,0.19,0.15,0.14,0.15,0.14,0.17,0.16,0.14,0.0,0.2,0.15,0.18,0.13,0.22,0.14,0.16,0.0,0.15,0.14,0.15,0.14,0.37,0.16,0.17,0.15,0.13,0.14,0.13,0.15,0.0,0.14,0.14,0.13,0.14,0.0,0.15,0.14,0.14,0.13,0.15,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.14,0.0,0.0,0.64,0.27,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.14,0.13,0.0,0.0,0.0,88.74
10/07/2021,6.99,2.22,2.22,2.29,1.8,1.86,1.79,1.51,1.7,1.83,0.0,1.21,1.15,1.16,1.45,0.94,1.18,1.09,0.87,0.91,0.73,0.86,0.83,0.76,0.7,0.74,0.72,0.71,0.68,0.76,0.75,0.77,0.69,0.97,0.65,0.57,0.61,0.63,0.64,0.58,0.6,0.5,0.63,0.59,0.75,0.45,0.42,0.0,0.4,0.42,0.45,0.44,0.41,0.43,0.59,0.39,0.44,0.36,0.32,0.38,0.38,0.4,0.37,0.35,0.37,0.39,0.35,0.37,0.25,0.53,0.36,0.3,0.34,0.34,0.35,0.36,0.35,0.3,0.29,0.31,0.26,0.33,0.3,0.0,0.33,0.27,0.3,0.25,0.27,0.24,0.0,0.26,0.27,0.25,0.31,0.27,0.27,0.24,0.24,0.23,0.25,0.22,0.2,0.26,0.22,0.23,0.23,0.25,0.21,0.17,0.23,0.2,0.18,0.22,0.21,0.19,0.21,0.2,0.22,0.34,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.23,0.19,0.19,0.2,0.0,0.18,0.19,0.19,0.17,0.18,0.19,0.27,0.19,0.18,0.16,0.19,0.14,0.18,0.16,0.19,0.28,0.24,0.17,0.14,0.19,0.15,0.14,0.15,0.14,0.17,0.16,0.14,0.0,0.2,0.15,0.18,0.13,0.22,0.14,0.16,0.0,0.15,0.14,0.15,0.14,0.37,0.16,0.17,0.15,0.13,0.14,0.13,0.15,0.0,0.14,0.14,0.13,0.14,0.0,0.15,0.14,0.14,0.13,0.15,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.14,0.0,0.0,0.64,0.27,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.14,0.13,0.0,0.0,0.0,88.74
10/08/2021,6.93,2.13,2.17,2.3,1.81,1.86,1.77,1.49,1.69,1.87,0.0,1.21,1.12,1.17,1.44,0.94,1.14,1.08,0.89,0.92,0.74,0.86,0.83,0.79,0.7,0.73,0.72,0.7,0.69,0.75,0.73,0.78,0.7,0.99,0.66,0.57,0.61,0.63,0.63,0.58,0.6,0.51,0.64,0.6,0.75,0.46,0.42,0.0,0.4,0.42,0.46,0.44,0.41,0.44,0.59,0.38,0.44,0.37,0.32,0.37,0.38,0.4,0.37,0.35,0.37,0.38,0.35,0.37,0.24,0.52,0.36,0.3,0.34,0.34,0.35,0.36,0.35,0.3,0.28,0.31,0.26,0.33,0.3,0.0,0.32,0.27,0.3,0.25,0.28,0.24,0.0,0.26,0.28,0.25,0.31,0.28,0.27,0.25,0.24,0.23,0.25,0.22,0.19,0.26,0.23,0.22,0.24,0.25,0.21,0.17,0.23,0.2,0.18,0.22,0.21,0.2,0.21,0.2,0.22,0.34,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.21,0.21,0.23,0.19,0.19,0.19,0.0,0.19,0.19,0.19,0.18,0.17,0.19,0.27,0.19,0.18,0.16,0.2,0.14,0.18,0.16,0.2,0.29,0.23,0.17,0.14,0.19,0.16,0.14,0.15,0.15,0.17,0.16,0.15,0.0,0.2,0.15,0.18,0.13,0.23,0.14,0.16,0.0,0.15,0.15,0.15,0.15,0.38,0.17,0.17,0.15,0.14,0.15,0.13,0.15,0.0,0.14,0.14,0.13,0.14,0.0,0.15,0.14,0.14,0.13,0.15,0.13,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.0,0.65,0.26,0.17,0.18,0.16,0.15,0.15,0.16,0.14,0.14,0.13,0.0,0.0,0.0,88.72999999999999
10/11/2021,7.07,2.21,2.18,2.33,1.82,1.86,1.79,1.48,1.66,1.85,0.0,1.22,1.14,1.19,1.51,0.92,1.14,1.09,0.86,0.93,0.73,0.85,0.81,0.75,0.7,0.74,0.72,0.7,0.68,0.75,0.73,0.77,0.7,0.98,0.66,0.57,0.61,0.62,0.65,0.57,0.6,0.5,0.62,0.6,0.75,0.47,0.41,0.0,0.4,0.42,0.46,0.45,0.41,0.43,0.6,0.38,0.44,0.36,0.32,0.37,0.38,0.39,0.37,0.36,0.36,0.39,0.35,0.36,0.24,0.53,0.36,0.3,0.34,0.34,0.34,0.36,0.35,0.3,0.28,0.3,0.26,0.33,0.3,0.0,0.32,0.27,0.3,0.24,0.27,0.24,0.0,0.26,0.28,0.25,0.29,0.28,0.27,0.26,0.23,0.24,0.25,0.23,0.2,0.26,0.22,0.22,0.23,0.25,0.21,0.17,0.23,0.2,0.18,0.22,0.21,0.19,0.21,0.2,0.22,0.33,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.23,0.19,0.19,0.19,0.0,0.19,0.2,0.19,0.18,0.17,0.19,0.27,0.19,0.18,0.16,0.2,0.14,0.18,0.16,0.2,0.28,0.23,0.17,0.14,0.18,0.16,0.13,0.15,0.14,0.17,0.16,0.15,0.0,0.19,0.16,0.18,0.13,0.22,0.14,0.16,0.0,0.15,0.13,0.16,0.14,0.37,0.16,0.17,0.15,0.14,0.15,0.13,0.15,0.13,0.14,0.14,0.0,0.15,0.0,0.15,0.14,0.14,0.13,0.14,0.13,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.14,0.0,0.0,0.65,0.27,0.17,0.18,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.0,0.0,0.0,88.75
