,SWBI,HIBB,BCC,ARCB,VSTO,LPX,MODV,XPEL,JYNT,ESGR,ANAT,AVID,GNRC,TTGT,AMCX,LSCC,MTZ,OMCL,UPWK,WK,GHC,SPT,VCEL,CELH,CMC,APPS,KFY,EME,EIG,JCOM,TBK,ZUMZ,VNDA,APOG,FIX,VIVO,NAVI,CTRN,GTN,LHCG,MYRG,APAM,MEI,NTCT,SUPN,CALX,HOPE,HZO,VSH,HVT,INVA,INSP,MTG,HTH,TPH,UVV,NTUS,BPOP,JOE,TSE,MTH,INT,IMKTA,HMST,BPMC,BHE,HALO,OFIX,RUSHA,STAA,WMK,CSWI,HTD.,ASTE,AMPH,BIG,OPI,MHO,PLXS,TNK,HWC,SITE,SPTN,MCY,NXGN,HSKA,LPG,DECK,LNN,NTGR,CMBM,IDI.,MED,RMR,AMN,HLI,RGR,ANGO,INGN,LL,OMI,SSTK,ATRC,DAR,ETH,QDEL,MC,NSIT,CDMO,BSIG,HE,SWAV,PZZA,SHYF,SNV,SYNA,RCII,PRDO,NVCR,NSA,FRPT,FIVN,EGRX,CXW,AMED,PLAB,TTEK,SAIA,SBRA,RVLV,EXPI,PRFT,DF3.,AMKR,CVLT,AVA,ACLS,RILY,EGBN,NTRA,PDM,RPT,SFNC,BLD,EBS,FLGT,BDN,BL,ANIK,XPER,WOR,SCHN,PHR,MATX,LMAT,GSHD,HI,THRM,CYRX,CROX,BJ,ATGE,AYI,STRL,SFBS,PACK,TTEC,UMBF,UMH,SAFT,IIPR,PCH,MLI,HMN,HSII,FR,COWN,PFSI,MSA,USNA,PINC,NVAX,NWBI,NIJ.,GBX,MRTN,ICUI,HP,GPI,COS.,ATKR,INSW,PRIM,USM,SMCI,STC,SMP,SFM,NEO,OSTK,AA,MGY,CORT,IDCC,NLS,CNO,NNI,ASB,HUBG,MANT,SPB,CSGS,CUTR,AGYS,RGEN,WIRE,CCS,WTS,AMBA,PACW,VRTV,JW.A,ETD,NHI,CNNE,WSBC,CRVL,ARGO,TMST,PBH,SIGI,WCC,KLIC,EXLS,STAR,BHLB,ADTN,TEX,DFIN,ASIX,HCI,MTW,ENTA,n/a,AMEH,MISXX,SNDR,WLL,ALKS,UNFI,BCEI,CEIX,ZD,FELE,MEDP,DEN,CRC,CIVI,DDS,EBIX,ADUS,SATS,ABM,R,HMHC,SAGE,KFRC,TGNA,IRWD,CRUS,RLGY,POR,HTLD,REZI,RDN,COLL,SKY,GEO,AUB,IRT,OTTR,CUBI,XRX,HLIO,APTS,ITGR,GIII,COHU,ADS,AOSL,GNK,ASAN,HCC,ANAB,SUM
08/23/2021,1.04,0.97,0.94,1.02,0.92,0.94,0.93,0.73,0.83,0.79,1.27,0.51,0.68,0.67,0.54,0.73,0.6,0.69,0.48,0.77,0.61,0.71,0.61,0.59,0.69,0.44,0.63,0.62,0.6,0.56,0.67,0.51,0.45,0.61,0.57,0.51,0.67,0.49,0.52,0.48,0.74,0.53,0.53,0.51,0.42,0.47,0.53,0.54,0.51,0.44,0.61,0.57,0.55,0.47,0.55,0.44,0.5,0.5,0.47,0.4,0.56,0.48,0.54,0.5,0.52,0.44,0.39,0.47,0.5,0.45,0.51,0.51,0.0,0.45,0.43,0.4,0.41,0.48,0.44,0.34,0.44,0.48,0.49,0.38,0.37,0.48,0.38,0.47,0.41,0.39,0.3,0.0,0.31,0.42,0.42,0.4,0.35,0.37,0.35,0.35,0.32,0.36,0.32,0.38,0.32,0.32,0.36,0.33,0.31,0.37,0.35,0.33,0.38,0.34,0.31,0.34,0.38,0.28,0.0,0.35,0.25,0.0,0.35,0.28,0.0,0.32,0.33,0.36,0.26,0.26,0.31,0.39,0.0,0.33,0.29,0.3,0.33,0.23,0.3,0.26,0.3,0.28,0.3,0.0,0.29,0.28,0.29,0.27,0.28,0.27,0.27,0.28,0.28,0.32,0.26,0.31,0.28,0.33,0.25,0.34,0.33,0.25,0.3,0.26,0.3,0.34,0.26,0.28,0.28,0.29,0.31,0.25,0.28,0.29,0.26,0.28,0.0,0.29,0.25,0.25,0.28,0.26,0.25,0.0,0.25,0.24,0.25,0.0,0.28,0.0,0.32,0.0,0.0,0.0,0.25,0.26,0.24,0.24,0.24,0.0,0.24,0.0,0.43,0.4,0.0,0.26,0.27,0.25,0.24,0.0,0.0,0.24,0.26,0.23,0.31,0.28,0.24,0.26,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.24000000000001
08/24/2021,1.04,0.99,0.94,1.04,0.92,0.95,0.95,0.7,0.87,0.79,1.25,0.51,0.69,0.67,0.54,0.72,0.59,0.69,0.49,0.76,0.61,0.72,0.61,0.58,0.68,0.44,0.63,0.62,0.6,0.56,0.67,0.51,0.46,0.61,0.57,0.51,0.67,0.5,0.53,0.48,0.73,0.53,0.53,0.51,0.42,0.47,0.54,0.54,0.51,0.43,0.59,0.58,0.55,0.47,0.55,0.43,0.5,0.5,0.48,0.39,0.56,0.47,0.55,0.5,0.52,0.44,0.4,0.48,0.49,0.41,0.51,0.51,0.0,0.45,0.43,0.4,0.41,0.49,0.44,0.33,0.44,0.48,0.51,0.38,0.37,0.48,0.38,0.47,0.41,0.39,0.3,0.0,0.31,0.41,0.42,0.41,0.35,0.37,0.35,0.35,0.32,0.36,0.33,0.36,0.32,0.32,0.37,0.33,0.32,0.36,0.35,0.33,0.36,0.35,0.31,0.34,0.38,0.28,0.0,0.34,0.25,0.0,0.35,0.28,0.0,0.32,0.33,0.37,0.25,0.26,0.32,0.4,0.0,0.34,0.29,0.3,0.33,0.24,0.3,0.27,0.29,0.28,0.3,0.0,0.3,0.29,0.28,0.27,0.28,0.27,0.27,0.27,0.28,0.32,0.26,0.3,0.27,0.33,0.26,0.34,0.35,0.26,0.3,0.26,0.29,0.35,0.27,0.28,0.28,0.28,0.31,0.24,0.28,0.29,0.26,0.27,0.0,0.29,0.25,0.25,0.27,0.27,0.25,0.0,0.25,0.25,0.25,0.0,0.27,0.0,0.32,0.0,0.0,0.0,0.25,0.26,0.25,0.24,0.24,0.0,0.24,0.0,0.42,0.39,0.0,0.26,0.27,0.25,0.25,0.0,0.0,0.24,0.26,0.24,0.31,0.28,0.24,0.26,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3
08/25/2021,1.04,0.99,0.94,1.04,0.92,0.95,0.95,0.7,0.87,0.79,1.25,0.51,0.69,0.67,0.54,0.72,0.59,0.69,0.49,0.76,0.61,0.72,0.61,0.58,0.68,0.44,0.63,0.62,0.6,0.56,0.67,0.51,0.46,0.61,0.57,0.51,0.67,0.5,0.53,0.48,0.73,0.53,0.53,0.51,0.42,0.47,0.54,0.54,0.51,0.43,0.59,0.58,0.55,0.47,0.55,0.43,0.5,0.5,0.48,0.39,0.56,0.47,0.55,0.5,0.52,0.44,0.4,0.48,0.49,0.41,0.51,0.51,0.0,0.45,0.43,0.4,0.41,0.49,0.44,0.33,0.44,0.48,0.51,0.38,0.37,0.48,0.38,0.47,0.41,0.39,0.3,0.0,0.31,0.41,0.42,0.41,0.35,0.37,0.35,0.35,0.32,0.36,0.33,0.36,0.0,0.32,0.37,0.33,0.32,0.36,0.35,0.33,0.36,0.35,0.31,0.34,0.38,0.28,0.0,0.34,0.25,0.0,0.35,0.28,0.0,0.32,0.33,0.37,0.25,0.26,0.32,0.4,0.0,0.34,0.29,0.3,0.33,0.24,0.3,0.27,0.29,0.28,0.3,0.0,0.3,0.29,0.28,0.27,0.28,0.27,0.27,0.27,0.28,0.32,0.26,0.3,0.27,0.33,0.26,0.34,0.35,0.26,0.3,0.26,0.29,0.35,0.27,0.28,0.28,0.28,0.31,0.24,0.28,0.29,0.26,0.27,0.0,0.29,0.25,0.25,0.27,0.27,0.25,0.0,0.25,0.25,0.25,0.0,0.27,0.0,0.32,0.0,0.0,0.0,0.25,0.26,0.25,0.24,0.24,0.0,0.24,0.0,0.42,0.39,0.0,0.26,0.27,0.25,0.25,0.0,0.0,0.24,0.26,0.24,0.31,0.28,0.24,0.26,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3
08/26/2021,1.03,0.93,0.94,1.06,0.88,0.82,0.96,0.61,0.74,0.76,0.0,0.45,0.64,0.56,0.54,0.68,0.59,0.65,0.48,0.7,0.61,0.76,0.56,0.51,0.68,0.0,0.59,0.67,0.64,0.56,0.54,0.51,0.46,0.61,0.57,0.46,0.94,0.52,0.52,0.48,0.89,0.26,0.53,0.51,0.43,0.48,0.53,0.53,0.5,0.42,0.58,0.57,0.55,0.47,0.54,0.43,0.5,0.5,0.47,0.0,0.55,0.48,0.59,0.23,0.52,0.43,0.37,0.48,0.49,0.42,0.5,0.52,0.0,0.0,0.43,0.4,0.4,0.48,0.44,0.34,0.44,0.35,0.49,0.38,0.37,0.48,0.38,0.27,0.41,0.38,0.31,0.0,0.26,0.4,0.73,0.41,0.35,0.57,0.34,0.34,0.25,0.37,0.29,0.25,0.0,0.0,0.37,0.32,0.55,0.36,0.34,0.47,0.36,0.26,0.0,0.32,0.0,0.28,0.24,0.63,0.0,0.0,0.35,0.28,0.0,0.31,0.0,0.33,0.25,0.26,0.31,0.69,0.0,0.33,0.35,0.3,0.34,0.25,0.34,0.27,0.29,0.28,0.3,0.0,0.29,0.0,0.28,0.0,0.28,0.27,0.27,0.52,0.28,0.32,0.26,0.0,0.27,0.28,0.27,0.52,0.33,0.26,0.35,0.26,0.58,0.34,0.27,0.27,0.53,0.28,0.0,0.24,0.28,0.28,0.32,0.27,0.0,0.0,0.0,0.24,0.27,0.0,0.24,0.0,0.26,0.24,0.24,0.0,0.27,0.0,0.37,0.0,0.0,0.0,0.25,0.26,0.24,0.0,0.0,0.0,0.49,0.0,0.44,0.4,0.0,0.26,0.26,0.25,0.24,0.0,0.0,0.0,0.26,0.24,0.27,0.28,0.0,0.55,0.0,0.24,0.46,0.0,0.32,0.55,0.54,0.53,0.44,0.43,0.34,0.33,0.3,0.29,0.29,0.29,0.27,0.27,0.26,0.26,0.26,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.08000000000001
08/27/2021,1.03,0.96,0.95,1.06,0.86,0.83,0.95,0.61,0.74,0.74,0.0,0.45,0.64,0.56,0.53,0.67,0.6,0.65,0.49,0.72,0.6,0.78,0.56,0.52,0.69,0.0,0.58,0.67,0.63,0.56,0.54,0.52,0.46,0.61,0.57,0.46,0.94,0.54,0.52,0.47,0.9,0.26,0.52,0.51,0.43,0.5,0.52,0.54,0.5,0.43,0.57,0.58,0.55,0.47,0.55,0.43,0.49,0.5,0.47,0.0,0.56,0.48,0.58,0.0,0.51,0.44,0.36,0.47,0.49,0.43,0.49,0.51,0.0,0.0,0.42,0.4,0.4,0.49,0.44,0.33,0.44,0.36,0.49,0.37,0.36,0.48,0.39,0.27,0.4,0.38,0.31,0.0,0.26,0.4,0.7,0.4,0.34,0.57,0.34,0.35,0.25,0.38,0.3,0.25,0.0,0.0,0.37,0.32,0.51,0.36,0.33,0.5,0.36,0.27,0.0,0.32,0.0,0.28,0.24,0.61,0.0,0.0,0.34,0.28,0.0,0.32,0.0,0.33,0.26,0.27,0.31,0.69,0.0,0.34,0.35,0.29,0.34,0.25,0.33,0.28,0.28,0.28,0.3,0.0,0.29,0.0,0.29,0.0,0.27,0.27,0.27,0.52,0.29,0.33,0.26,0.0,0.27,0.29,0.27,0.52,0.33,0.25,0.35,0.26,0.58,0.35,0.26,0.27,0.53,0.27,0.0,0.24,0.28,0.28,0.31,0.26,0.0,0.0,0.0,0.24,0.27,0.0,0.24,0.0,0.26,0.24,0.24,0.0,0.28,0.0,0.38,0.0,0.0,0.0,0.24,0.26,0.24,0.0,0.0,0.0,0.5,0.0,0.44,0.39,0.0,0.26,0.26,0.25,0.24,0.0,0.0,0.0,0.25,0.24,0.27,0.28,0.0,0.54,0.0,0.24,0.48,0.0,0.32,0.55,0.55,0.53,0.43,0.43,0.34,0.33,0.3,0.3,0.28,0.28,0.27,0.26,0.26,0.27,0.26,0.25,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.06
08/30/2021,1.05,1.04,0.97,1.04,0.88,0.87,0.95,0.64,0.75,0.74,0.0,0.43,0.65,0.57,0.51,0.69,0.6,0.65,0.48,0.71,0.6,0.79,0.56,0.52,0.67,0.0,0.59,0.67,0.63,0.57,0.53,0.5,0.48,0.61,0.56,0.46,0.96,0.54,0.52,0.47,0.91,0.26,0.52,0.51,0.43,0.51,0.52,0.53,0.5,0.43,0.53,0.58,0.55,0.47,0.55,0.43,0.49,0.5,0.47,0.0,0.55,0.48,0.59,0.0,0.5,0.43,0.36,0.47,0.48,0.43,0.48,0.5,0.0,0.0,0.42,0.38,0.4,0.48,0.44,0.34,0.44,0.36,0.49,0.37,0.35,0.47,0.39,0.26,0.41,0.38,0.3,0.0,0.26,0.45,0.71,0.4,0.34,0.56,0.32,0.34,0.25,0.39,0.28,0.25,0.0,0.0,0.37,0.33,0.51,0.37,0.33,0.51,0.36,0.26,0.0,0.32,0.0,0.28,0.0,0.63,0.0,0.0,0.33,0.27,0.0,0.33,0.0,0.31,0.26,0.25,0.3,0.72,0.0,0.35,0.36,0.29,0.37,0.24,0.33,0.28,0.28,0.28,0.29,0.0,0.29,0.0,0.29,0.0,0.27,0.27,0.26,0.49,0.28,0.32,0.25,0.0,0.28,0.29,0.26,0.52,0.34,0.26,0.35,0.26,0.58,0.33,0.26,0.27,0.53,0.27,0.0,0.25,0.27,0.28,0.31,0.26,0.0,0.0,0.0,0.24,0.26,0.0,0.24,0.0,0.26,0.24,0.24,0.0,0.27,0.0,0.38,0.0,0.0,0.0,0.24,0.27,0.24,0.0,0.0,0.0,0.49,0.0,0.44,0.39,0.0,0.26,0.26,0.25,0.24,0.0,0.0,0.0,0.25,0.25,0.27,0.27,0.24,0.55,0.0,0.24,0.5,0.0,0.31,0.55,0.54,0.53,0.43,0.41,0.33,0.32,0.29,0.3,0.29,0.28,0.27,0.25,0.27,0.27,0.25,0.25,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.04
08/31/2021,1.03,0.92,0.99,1.05,0.87,0.87,0.95,0.66,0.77,0.73,0.0,0.43,0.65,0.59,0.51,0.69,0.59,0.65,0.49,0.71,0.6,0.82,0.58,0.53,0.68,0.0,0.59,0.68,0.63,0.57,0.55,0.5,0.48,0.62,0.56,0.46,0.96,0.54,0.53,0.47,0.92,0.26,0.52,0.5,0.44,0.5,0.52,0.53,0.51,0.43,0.52,0.57,0.55,0.46,0.54,0.43,0.49,0.5,0.48,0.0,0.55,0.49,0.58,0.0,0.5,0.44,0.37,0.47,0.48,0.44,0.48,0.51,0.0,0.0,0.42,0.35,0.4,0.48,0.44,0.33,0.44,0.36,0.48,0.37,0.37,0.45,0.41,0.25,0.4,0.38,0.31,0.0,0.26,0.44,0.7,0.4,0.34,0.56,0.32,0.34,0.24,0.39,0.28,0.25,0.0,0.0,0.37,0.33,0.5,0.36,0.32,0.5,0.35,0.27,0.0,0.32,0.0,0.27,0.0,0.62,0.0,0.0,0.32,0.27,0.0,0.33,0.0,0.3,0.25,0.24,0.31,0.72,0.0,0.36,0.36,0.28,0.38,0.25,0.34,0.28,0.28,0.28,0.3,0.0,0.29,0.0,0.28,0.0,0.27,0.27,0.27,0.5,0.29,0.33,0.26,0.0,0.28,0.29,0.26,0.51,0.33,0.26,0.35,0.26,0.58,0.33,0.27,0.27,0.53,0.27,0.0,0.25,0.27,0.28,0.31,0.26,0.0,0.0,0.0,0.24,0.26,0.0,0.24,0.0,0.26,0.24,0.23,0.0,0.27,0.0,0.38,0.0,0.0,0.0,0.24,0.27,0.24,0.0,0.0,0.0,0.51,0.0,0.44,0.39,0.0,0.26,0.26,0.25,0.24,0.0,0.0,0.0,0.25,0.25,0.27,0.27,0.24,0.55,0.0,0.24,0.51,0.0,0.31,0.53,0.53,0.54,0.44,0.41,0.33,0.32,0.29,0.31,0.3,0.28,0.28,0.25,0.27,0.27,0.26,0.26,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.09
09/01/2021,1.03,0.92,0.99,1.05,0.87,0.87,0.95,0.66,0.77,0.73,0.0,0.43,0.65,0.59,0.51,0.69,0.59,0.65,0.49,0.71,0.6,0.82,0.58,0.53,0.68,0.0,0.59,0.68,0.63,0.57,0.55,0.5,0.48,0.62,0.56,0.46,0.96,0.54,0.53,0.47,0.92,0.26,0.52,0.5,0.44,0.5,0.52,0.53,0.51,0.43,0.52,0.57,0.55,0.46,0.54,0.43,0.49,0.5,0.48,0.0,0.55,0.49,0.58,0.0,0.5,0.44,0.37,0.47,0.48,0.44,0.48,0.51,0.0,0.0,0.42,0.35,0.4,0.48,0.44,0.33,0.44,0.36,0.48,0.37,0.37,0.45,0.41,0.25,0.4,0.38,0.31,0.0,0.26,0.44,0.7,0.4,0.34,0.56,0.32,0.34,0.24,0.39,0.28,0.25,0.0,0.0,0.37,0.33,0.5,0.36,0.32,0.5,0.35,0.27,0.0,0.32,0.0,0.27,0.0,0.62,0.0,0.0,0.32,0.27,0.0,0.33,0.0,0.3,0.25,0.24,0.31,0.72,0.0,0.36,0.36,0.28,0.38,0.25,0.34,0.28,0.28,0.28,0.3,0.0,0.29,0.0,0.28,0.0,0.27,0.27,0.27,0.5,0.29,0.33,0.26,0.0,0.28,0.29,0.26,0.51,0.33,0.26,0.35,0.26,0.58,0.33,0.27,0.27,0.53,0.27,0.0,0.25,0.27,0.28,0.31,0.26,0.0,0.0,0.0,0.24,0.26,0.0,0.24,0.0,0.26,0.24,0.23,0.0,0.27,0.0,0.38,0.0,0.0,0.0,0.24,0.27,0.24,0.0,0.0,0.0,0.51,0.0,0.44,0.39,0.0,0.26,0.26,0.25,0.24,0.0,0.0,0.0,0.25,0.25,0.27,0.27,0.24,0.55,0.0,0.24,0.51,0.0,0.31,0.53,0.53,0.54,0.44,0.41,0.33,0.32,0.29,0.31,0.3,0.28,0.28,0.25,0.27,0.27,0.26,0.26,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.09
09/02/2021,1.03,0.95,0.99,1.07,0.87,0.88,0.96,0.64,0.79,0.71,0.0,0.43,0.66,0.6,0.51,0.71,0.59,0.64,0.49,0.72,0.6,0.82,0.58,0.56,0.67,0.0,0.59,0.67,0.63,0.57,0.53,0.49,0.47,0.61,0.55,0.47,0.95,0.54,0.53,0.48,0.91,0.26,0.51,0.5,0.44,0.49,0.5,0.53,0.51,0.42,0.55,0.58,0.54,0.45,0.54,0.43,0.48,0.49,0.49,0.0,0.55,0.48,0.59,0.0,0.5,0.44,0.37,0.47,0.48,0.46,0.48,0.51,0.0,0.0,0.42,0.35,0.39,0.48,0.44,0.33,0.43,0.36,0.48,0.37,0.36,0.45,0.4,0.25,0.4,0.38,0.3,0.0,0.26,0.45,0.71,0.4,0.34,0.57,0.32,0.34,0.24,0.39,0.28,0.25,0.0,0.23,0.37,0.34,0.51,0.36,0.32,0.51,0.36,0.27,0.0,0.34,0.0,0.27,0.0,0.63,0.0,0.0,0.33,0.27,0.0,0.34,0.0,0.31,0.25,0.24,0.3,0.74,0.0,0.36,0.36,0.29,0.38,0.24,0.33,0.29,0.27,0.28,0.29,0.0,0.29,0.0,0.28,0.0,0.27,0.27,0.27,0.5,0.29,0.34,0.26,0.0,0.28,0.29,0.27,0.51,0.33,0.26,0.35,0.26,0.57,0.33,0.27,0.26,0.54,0.27,0.0,0.25,0.27,0.27,0.32,0.27,0.0,0.0,0.0,0.24,0.26,0.0,0.23,0.0,0.26,0.24,0.24,0.0,0.27,0.0,0.39,0.0,0.0,0.0,0.24,0.27,0.23,0.0,0.0,0.0,0.51,0.24,0.44,0.39,0.0,0.26,0.26,0.24,0.25,0.0,0.0,0.0,0.25,0.25,0.28,0.27,0.24,0.55,0.0,0.0,0.51,0.0,0.31,0.53,0.54,0.52,0.44,0.4,0.33,0.32,0.29,0.3,0.3,0.29,0.28,0.25,0.0,0.27,0.26,0.26,0.25,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.14
09/03/2021,1.02,0.98,0.97,1.03,0.86,0.85,0.96,0.64,0.8,0.71,0.0,0.42,0.65,0.61,0.51,0.71,0.58,0.64,0.5,0.7,0.6,0.81,0.56,0.58,0.65,0.0,0.59,0.66,0.63,0.57,0.54,0.47,0.47,0.61,0.56,0.47,0.97,0.55,0.53,0.49,0.91,0.26,0.51,0.49,0.46,0.48,0.51,0.52,0.49,0.42,0.55,0.59,0.54,0.46,0.54,0.43,0.49,0.49,0.49,0.0,0.55,0.49,0.6,0.0,0.5,0.44,0.37,0.48,0.48,0.47,0.49,0.5,0.0,0.0,0.43,0.33,0.39,0.48,0.44,0.34,0.44,0.36,0.49,0.37,0.36,0.46,0.4,0.25,0.39,0.38,0.3,0.0,0.26,0.46,0.73,0.4,0.33,0.56,0.32,0.35,0.24,0.39,0.28,0.25,0.0,0.23,0.36,0.34,0.51,0.36,0.32,0.51,0.36,0.27,0.0,0.34,0.0,0.27,0.0,0.63,0.0,0.0,0.36,0.28,0.0,0.35,0.0,0.31,0.25,0.25,0.31,0.74,0.0,0.36,0.36,0.29,0.37,0.24,0.33,0.28,0.27,0.28,0.29,0.0,0.28,0.0,0.28,0.0,0.27,0.27,0.26,0.49,0.29,0.33,0.26,0.0,0.28,0.28,0.27,0.5,0.33,0.26,0.35,0.26,0.58,0.33,0.26,0.27,0.54,0.27,0.0,0.24,0.27,0.27,0.31,0.26,0.0,0.0,0.0,0.24,0.26,0.0,0.24,0.0,0.26,0.0,0.24,0.0,0.27,0.0,0.39,0.0,0.0,0.0,0.25,0.26,0.0,0.0,0.0,0.0,0.52,0.24,0.44,0.39,0.0,0.26,0.27,0.24,0.25,0.0,0.0,0.0,0.26,0.25,0.28,0.27,0.24,0.55,0.0,0.24,0.51,0.0,0.31,0.54,0.54,0.52,0.44,0.4,0.32,0.32,0.29,0.3,0.3,0.29,0.28,0.26,0.0,0.26,0.26,0.26,0.25,0.0,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.16
