,BRK.B,JPM,JNJ,UNH,PG,BAC,DIS,CMCSA,XOM,VZ,INTC,CSCO,PFE,T,CVX,WMT,MRK,CRM,TMO,WFC,MDT,DHR,PM,BMY,NEE,MCD,C,RTX,BLK,BA,MS,IBM,HON,GS,GE,SCHW,CVS,GOOGL,ABT,GOOG,MMM,ANTM,PLD,FIS,MDLZ,TMUS,GILD,PNC,CI,COP,GM,MU,DUK,USB,CME,CSX,TFC,ATVI,CB,BDX,COF,TGT,NSC,TXN,ICE,SO,MMC,APD,BSX,KO,D,FISV,ETN,HUM,PGR,F,GPN,EMR,UNP,SYK,ADI,REGN,BIIB,WM,ROP,NOC,NEM,TWTR,JCI,GD,MRVL,TWLO,LHX,EXC,MET,SLB,INFO,SRE,CNC,LLY,AEP,EOG,DLR,DOW,AIG,DD,PRU,BK,ALL,AXP,BAX,ALXN,FDX,EA,MPC,NXPI,MO,ACN,TRV,FCX,OTIS,WELL,AFL,KMI,XEL,CTSH,IFF,PSX,MSI,STZ,GIS,ZBH,SWK,FRC,WBA,CMI,APTV,PEP,ADM,KKR,PH,CTVA,CL,WMB,YUM,SPGI,SBAC,WLTW,PCAR,DG,AVB,VLO,AME,TROW,SIVB,LUV,VRTX,PEG,ORLY,LEN,ARE,LH,NUE,ES,STT,KR,AJG,WEC,XTSLA,AWK,EQR,MCK,O,YUMC,WY,FITB,AZO,LBRDK,CBRE,KHC,CERN,LYB,PPG,RSG,IP,TDOC,NTRS,IQV,KDP,HPQ,AMGN,VIAC,ED,OKE,TDG,MLM,DTE,PPL,VTR,DOV,USD,TT,EIX,AON,HIG,QRVO,ANSGR.IS,FTV,DLTR,VMC,HES,WDC,MKC,BBY,AEE,KMB,CARR,INVH,VRSN,SYF,ESS,EQIX,GRMN,FE,NDAQ,ALB,MAA,SUI,GE.,HBAN,TRMB,TSN,ETR,COO,EXR,BLL,IR,KMX,CCL,DVN,OXY,RF,n/a,PKI,DRE,SUM
08/11/2021,2.62,2.32,2.23,1.78,1.69,1.48,1.49,1.31,1.2,1.12,1.07,1.15,1.23,0.98,0.97,1.02,0.94,0.92,0.94,0.99,0.85,0.9,0.76,0.75,0.77,0.71,0.72,0.65,0.63,0.61,0.68,0.63,0.61,0.61,0.0,0.55,0.52,0.56,0.52,0.53,0.48,0.46,0.47,0.41,0.42,0.41,0.42,0.4,0.35,0.37,0.37,0.39,0.4,0.37,0.37,0.36,0.37,0.31,0.38,0.34,0.36,0.35,0.31,0.33,0.33,0.34,0.33,0.31,0.31,0.32,0.3,0.3,0.32,0.26,0.28,0.26,0.25,0.3,0.26,0.26,0.26,0.27,0.25,0.26,0.25,0.24,0.24,0.23,0.25,0.25,0.24,0.21,0.23,0.23,0.22,0.19,0.22,0.2,0.19,0.23,0.22,0.18,0.22,0.21,0.21,0.2,0.2,0.21,0.19,0.2,0.18,0.0,0.19,0.19,0.18,0.2,0.19,0.2,0.19,0.19,0.19,0.17,0.18,0.16,0.18,0.19,0.18,0.16,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.16,0.18,0.18,0.16,0.18,0.16,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.13,0.16,0.16,0.13,0.15,0.16,0.16,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.15,0.13,0.13,0.12,0.13,0.13,0.14,0.14,0.15,0.12,0.12,0.0,0.0,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.74000000000001
08/13/2021,2.64,2.34,2.23,1.76,1.69,1.52,1.49,1.3,1.2,1.12,1.06,1.15,1.31,0.98,0.96,1.04,0.93,0.89,0.94,1.0,0.82,0.91,0.76,0.73,0.77,0.7,0.74,0.65,0.64,0.62,0.69,0.62,0.62,0.62,0.0,0.57,0.53,0.56,0.52,0.53,0.48,0.45,0.46,0.4,0.42,0.41,0.42,0.4,0.35,0.37,0.36,0.36,0.4,0.38,0.37,0.36,0.38,0.31,0.39,0.34,0.37,0.35,0.32,0.32,0.32,0.34,0.33,0.3,0.3,0.32,0.3,0.3,0.32,0.26,0.27,0.26,0.24,0.3,0.26,0.25,0.26,0.27,0.25,0.25,0.25,0.24,0.23,0.22,0.25,0.24,0.24,0.21,0.23,0.23,0.22,0.19,0.21,0.2,0.18,0.23,0.22,0.17,0.21,0.21,0.22,0.2,0.2,0.21,0.2,0.2,0.18,0.0,0.18,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.17,0.19,0.16,0.18,0.19,0.19,0.16,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.13,0.16,0.15,0.13,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.17,0.15,0.15,0.16,0.14,0.15,0.17,0.16,0.15,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.15,0.12,0.12,0.12,0.0,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.78999999999999
08/16/2021,2.64,2.36,2.24,1.72,1.69,1.54,1.5,1.3,1.18,1.12,1.05,1.15,1.28,0.97,0.96,1.04,0.93,0.9,0.94,1.03,0.83,0.91,0.75,0.73,0.79,0.7,0.74,0.65,0.64,0.62,0.7,0.62,0.61,0.63,0.0,0.57,0.54,0.56,0.52,0.53,0.48,0.44,0.47,0.4,0.42,0.41,0.43,0.4,0.35,0.37,0.36,0.33,0.39,0.38,0.36,0.38,0.38,0.32,0.39,0.34,0.38,0.35,0.33,0.32,0.32,0.34,0.33,0.3,0.3,0.31,0.3,0.3,0.32,0.25,0.27,0.26,0.24,0.3,0.27,0.25,0.26,0.26,0.25,0.26,0.24,0.24,0.23,0.22,0.25,0.24,0.23,0.21,0.23,0.23,0.23,0.19,0.22,0.2,0.18,0.23,0.22,0.17,0.21,0.22,0.22,0.2,0.21,0.21,0.2,0.19,0.18,0.0,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.17,0.19,0.16,0.18,0.19,0.19,0.16,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.15,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.14,0.16,0.15,0.13,0.15,0.16,0.17,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.18,0.15,0.15,0.15,0.14,0.15,0.17,0.16,0.15,0.13,0.13,0.0,0.13,0.13,0.14,0.14,0.15,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.13,0.0,0.0,0.56,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.85000000000001
08/17/2021,2.62,2.33,2.25,1.74,1.7,1.52,1.51,1.31,1.17,1.12,1.05,1.16,1.31,0.98,0.96,1.04,0.94,0.91,0.94,1.01,0.84,0.92,0.77,0.73,0.79,0.71,0.73,0.64,0.63,0.61,0.7,0.62,0.61,0.62,0.0,0.56,0.54,0.56,0.52,0.53,0.48,0.44,0.47,0.4,0.43,0.41,0.43,0.39,0.35,0.37,0.36,0.33,0.4,0.38,0.36,0.37,0.37,0.31,0.4,0.35,0.39,0.35,0.33,0.32,0.31,0.34,0.33,0.3,0.3,0.32,0.3,0.3,0.32,0.26,0.27,0.26,0.24,0.3,0.27,0.26,0.26,0.27,0.25,0.26,0.24,0.24,0.23,0.22,0.25,0.24,0.24,0.21,0.23,0.23,0.22,0.19,0.22,0.2,0.18,0.23,0.22,0.17,0.22,0.21,0.23,0.2,0.21,0.21,0.2,0.19,0.18,0.0,0.19,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.17,0.19,0.16,0.18,0.2,0.19,0.16,0.19,0.17,0.18,0.15,0.16,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.15,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.13,0.16,0.15,0.13,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.18,0.15,0.15,0.15,0.14,0.15,0.19,0.16,0.15,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.15,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.13,0.0,0.0,0.56,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.92999999999999
08/18/2021,2.62,2.33,2.25,1.74,1.7,1.52,1.51,1.31,1.17,1.12,1.05,1.16,1.31,0.98,0.96,1.04,0.94,0.91,0.94,1.01,0.84,0.92,0.77,0.73,0.79,0.71,0.73,0.64,0.63,0.61,0.7,0.62,0.61,0.62,0.0,0.56,0.54,0.56,0.52,0.53,0.48,0.44,0.47,0.4,0.43,0.41,0.43,0.39,0.35,0.37,0.36,0.33,0.4,0.38,0.36,0.37,0.37,0.31,0.4,0.35,0.39,0.35,0.33,0.32,0.31,0.34,0.33,0.3,0.3,0.32,0.3,0.3,0.32,0.26,0.27,0.26,0.24,0.3,0.27,0.26,0.26,0.27,0.25,0.26,0.24,0.24,0.23,0.22,0.25,0.24,0.24,0.21,0.23,0.23,0.22,0.19,0.22,0.2,0.18,0.23,0.22,0.17,0.22,0.21,0.23,0.2,0.21,0.21,0.2,0.19,0.18,0.0,0.19,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.17,0.19,0.16,0.18,0.2,0.19,0.16,0.19,0.17,0.18,0.15,0.16,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.15,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.13,0.16,0.15,0.13,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.18,0.15,0.15,0.15,0.14,0.15,0.19,0.16,0.15,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.15,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.56,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.92999999999999
08/19/2021,2.63,2.32,2.27,1.77,1.71,1.51,1.5,1.31,1.15,1.12,1.05,1.15,1.32,0.98,0.95,1.05,0.96,0.9,0.96,0.99,0.84,0.93,0.77,0.74,0.8,0.72,0.72,0.64,0.64,0.59,0.7,0.62,0.62,0.62,0.0,0.56,0.54,0.56,0.53,0.53,0.48,0.45,0.48,0.4,0.43,0.4,0.44,0.39,0.35,0.36,0.35,0.33,0.4,0.37,0.36,0.37,0.37,0.31,0.4,0.35,0.38,0.35,0.33,0.32,0.32,0.34,0.33,0.3,0.31,0.32,0.31,0.3,0.32,0.26,0.27,0.26,0.24,0.3,0.27,0.26,0.26,0.27,0.25,0.26,0.25,0.25,0.23,0.22,0.26,0.24,0.23,0.2,0.23,0.23,0.22,0.19,0.22,0.2,0.18,0.23,0.22,0.16,0.22,0.21,0.23,0.2,0.21,0.21,0.2,0.19,0.18,0.0,0.19,0.19,0.18,0.2,0.19,0.2,0.19,0.19,0.19,0.17,0.19,0.16,0.18,0.2,0.19,0.15,0.19,0.17,0.18,0.15,0.16,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.14,0.18,0.15,0.15,0.14,0.13,0.16,0.15,0.13,0.15,0.16,0.16,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.18,0.15,0.15,0.16,0.14,0.15,0.19,0.16,0.15,0.13,0.13,0.0,0.13,0.13,0.14,0.14,0.14,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.98
08/20/2021,2.64,2.3,2.3,1.8,1.72,1.51,1.48,1.32,1.15,1.13,1.04,1.15,1.37,0.98,0.95,1.05,0.97,0.9,0.97,0.98,0.85,0.94,0.78,0.75,0.8,0.72,0.72,0.64,0.63,0.58,0.7,0.62,0.61,0.62,0.0,0.55,0.55,0.56,0.53,0.53,0.48,0.45,0.48,0.41,0.44,0.4,0.45,0.39,0.35,0.36,0.34,0.33,0.4,0.37,0.36,0.37,0.37,0.31,0.4,0.36,0.38,0.34,0.32,0.32,0.32,0.34,0.34,0.3,0.31,0.32,0.31,0.31,0.32,0.26,0.27,0.25,0.24,0.3,0.27,0.26,0.25,0.28,0.26,0.26,0.25,0.25,0.23,0.21,0.25,0.24,0.23,0.2,0.23,0.23,0.22,0.19,0.22,0.21,0.18,0.24,0.22,0.16,0.22,0.21,0.23,0.2,0.2,0.21,0.2,0.19,0.19,0.0,0.19,0.2,0.18,0.19,0.19,0.2,0.19,0.18,0.19,0.17,0.19,0.16,0.18,0.2,0.19,0.15,0.19,0.17,0.18,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.15,0.16,0.15,0.14,0.18,0.15,0.16,0.13,0.13,0.15,0.15,0.13,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.15,0.17,0.15,0.15,0.17,0.14,0.15,0.0,0.16,0.15,0.13,0.13,0.0,0.12,0.13,0.14,0.14,0.14,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.11,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.54,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.96000000000001
08/23/2021,2.64,2.29,2.32,1.85,1.74,1.5,1.47,1.33,1.1,1.13,1.05,1.2,1.35,0.97,0.9,1.06,0.98,0.93,0.97,0.97,0.86,0.95,0.78,0.76,0.82,0.72,0.71,0.62,0.64,0.56,0.68,0.61,0.61,0.61,0.0,0.55,0.55,0.56,0.54,0.53,0.48,0.45,0.49,0.39,0.44,0.41,0.44,0.39,0.35,0.35,0.33,0.33,0.41,0.37,0.35,0.38,0.37,0.32,0.41,0.35,0.37,0.33,0.32,0.32,0.32,0.35,0.34,0.3,0.31,0.32,0.31,0.32,0.33,0.26,0.28,0.24,0.24,0.3,0.27,0.26,0.26,0.29,0.25,0.27,0.25,0.25,0.22,0.21,0.26,0.24,0.24,0.2,0.23,0.24,0.22,0.18,0.22,0.21,0.18,0.24,0.22,0.16,0.23,0.21,0.22,0.19,0.2,0.21,0.2,0.19,0.19,0.0,0.18,0.2,0.17,0.19,0.2,0.2,0.2,0.17,0.19,0.17,0.18,0.15,0.19,0.2,0.18,0.14,0.19,0.17,0.18,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.15,0.15,0.15,0.14,0.18,0.15,0.16,0.14,0.14,0.16,0.15,0.12,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.15,0.17,0.15,0.15,0.17,0.14,0.15,0.0,0.16,0.15,0.13,0.13,0.0,0.13,0.13,0.14,0.14,0.14,0.12,0.12,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.0,0.54,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.03
08/24/2021,2.63,2.28,2.32,1.85,1.73,1.49,1.48,1.33,1.1,1.13,1.03,1.21,1.34,0.97,0.9,1.07,0.98,0.94,0.97,0.96,0.86,0.95,0.78,0.76,0.83,0.72,0.71,0.63,0.64,0.56,0.69,0.61,0.61,0.61,0.0,0.55,0.55,0.56,0.54,0.54,0.47,0.45,0.49,0.4,0.44,0.41,0.45,0.39,0.35,0.35,0.33,0.33,0.41,0.37,0.35,0.38,0.37,0.31,0.41,0.35,0.37,0.34,0.32,0.32,0.32,0.35,0.34,0.29,0.31,0.32,0.32,0.32,0.33,0.26,0.28,0.24,0.23,0.3,0.27,0.26,0.26,0.29,0.25,0.27,0.25,0.25,0.22,0.21,0.26,0.24,0.24,0.2,0.23,0.24,0.22,0.18,0.22,0.21,0.18,0.24,0.22,0.16,0.22,0.21,0.23,0.19,0.2,0.21,0.2,0.19,0.19,0.0,0.18,0.2,0.18,0.19,0.2,0.2,0.2,0.17,0.19,0.17,0.19,0.15,0.19,0.2,0.18,0.14,0.2,0.17,0.18,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.15,0.15,0.15,0.14,0.18,0.15,0.16,0.14,0.13,0.16,0.15,0.12,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.15,0.17,0.16,0.15,0.17,0.14,0.15,0.0,0.16,0.15,0.13,0.13,0.0,0.13,0.13,0.14,0.14,0.14,0.12,0.12,0.0,0.11,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.13,0.0,0.11,0.0,0.12,0.0,0.0,0.12,0.14,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.11,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.07999999999998
08/25/2021,2.63,2.28,2.32,1.85,1.73,1.49,1.48,1.33,1.1,1.13,1.03,1.21,1.34,0.97,0.9,1.07,0.98,0.94,0.97,0.96,0.86,0.95,0.78,0.76,0.83,0.72,0.71,0.63,0.64,0.56,0.69,0.61,0.61,0.61,0.54,0.55,0.55,0.56,0.54,0.54,0.47,0.45,0.49,0.4,0.44,0.41,0.45,0.39,0.35,0.35,0.33,0.33,0.41,0.37,0.35,0.38,0.37,0.31,0.41,0.35,0.37,0.34,0.32,0.32,0.32,0.35,0.34,0.29,0.31,0.32,0.32,0.32,0.33,0.26,0.28,0.24,0.23,0.3,0.27,0.26,0.26,0.29,0.25,0.27,0.25,0.25,0.22,0.21,0.26,0.24,0.24,0.2,0.23,0.24,0.22,0.18,0.22,0.21,0.18,0.24,0.22,0.16,0.22,0.21,0.23,0.19,0.2,0.21,0.2,0.19,0.19,0.0,0.18,0.2,0.18,0.19,0.2,0.2,0.2,0.17,0.19,0.17,0.19,0.15,0.19,0.2,0.18,0.14,0.2,0.17,0.18,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.15,0.15,0.15,0.14,0.18,0.15,0.16,0.14,0.13,0.16,0.15,0.12,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.15,0.17,0.16,0.15,0.17,0.14,0.15,0.0,0.16,0.15,0.13,0.13,0.0,0.13,0.13,0.14,0.14,0.14,0.12,0.12,0.0,0.11,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.13,0.0,0.11,0.0,0.12,0.0,0.0,0.12,0.14,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.07999999999998
08/26/2021,2.61,2.3,2.28,1.82,1.71,1.51,1.49,1.33,1.13,1.12,1.05,1.21,1.36,0.96,0.91,1.05,0.97,0.95,0.96,0.96,0.84,0.93,0.77,0.75,0.81,0.72,0.72,0.63,0.65,0.57,0.69,0.61,0.61,0.61,0.54,0.55,0.54,0.57,0.53,0.54,0.47,0.45,0.48,0.39,0.43,0.41,0.44,0.39,0.35,0.36,0.32,0.34,0.4,0.37,0.35,0.37,0.37,0.31,0.41,0.35,0.37,0.34,0.32,0.32,0.32,0.34,0.34,0.29,0.3,0.31,0.31,0.32,0.33,0.26,0.28,0.24,0.24,0.3,0.27,0.26,0.26,0.29,0.25,0.26,0.25,0.24,0.23,0.22,0.26,0.24,0.24,0.2,0.23,0.23,0.22,0.19,0.22,0.2,0.18,0.23,0.22,0.17,0.22,0.21,0.23,0.19,0.2,0.21,0.2,0.19,0.18,0.0,0.18,0.2,0.18,0.2,0.2,0.2,0.2,0.17,0.19,0.17,0.19,0.15,0.18,0.2,0.18,0.15,0.19,0.17,0.18,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.15,0.15,0.15,0.15,0.18,0.15,0.16,0.14,0.13,0.16,0.15,0.12,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.17,0.15,0.15,0.17,0.14,0.15,0.11,0.16,0.15,0.13,0.13,0.0,0.13,0.13,0.14,0.14,0.14,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.15,0.12,0.11,0.13,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.87
08/27/2021,2.61,2.31,2.25,1.8,1.7,1.52,1.5,1.32,1.14,1.11,1.06,1.22,1.31,0.95,0.92,1.04,0.96,0.94,0.96,0.97,0.87,0.94,0.76,0.74,0.8,0.71,0.72,0.63,0.65,0.58,0.7,0.61,0.61,0.62,0.55,0.57,0.54,0.57,0.53,0.55,0.47,0.45,0.47,0.39,0.42,0.41,0.44,0.39,0.35,0.36,0.33,0.34,0.39,0.37,0.35,0.37,0.37,0.31,0.4,0.35,0.37,0.33,0.31,0.32,0.32,0.34,0.34,0.29,0.31,0.31,0.31,0.32,0.33,0.26,0.27,0.25,0.24,0.3,0.26,0.26,0.25,0.29,0.25,0.26,0.24,0.24,0.22,0.22,0.26,0.24,0.25,0.2,0.23,0.23,0.22,0.19,0.22,0.2,0.18,0.23,0.22,0.17,0.22,0.21,0.23,0.19,0.2,0.21,0.2,0.19,0.18,0.0,0.18,0.2,0.18,0.2,0.19,0.2,0.2,0.18,0.19,0.17,0.18,0.16,0.18,0.2,0.18,0.15,0.19,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.15,0.15,0.15,0.18,0.15,0.15,0.13,0.14,0.16,0.15,0.13,0.15,0.16,0.16,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.18,0.15,0.15,0.17,0.14,0.14,0.0,0.16,0.15,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.14,0.12,0.0,0.0,0.11,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.15,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.81
08/30/2021,2.61,2.37,2.23,1.78,1.69,1.55,1.48,1.31,1.13,1.1,1.05,1.22,1.29,0.94,0.92,1.03,0.95,0.98,0.96,0.99,0.87,0.93,0.77,0.73,0.8,0.71,0.73,0.63,0.65,0.57,0.7,0.61,0.61,0.63,0.55,0.56,0.53,0.58,0.53,0.55,0.47,0.44,0.47,0.39,0.42,0.4,0.44,0.4,0.35,0.36,0.33,0.34,0.39,0.38,0.35,0.37,0.37,0.31,0.4,0.35,0.37,0.33,0.32,0.32,0.32,0.34,0.34,0.29,0.31,0.31,0.31,0.32,0.33,0.25,0.27,0.25,0.23,0.3,0.26,0.26,0.26,0.29,0.25,0.27,0.24,0.25,0.22,0.21,0.26,0.24,0.25,0.2,0.23,0.23,0.22,0.19,0.22,0.2,0.18,0.23,0.22,0.17,0.22,0.22,0.23,0.19,0.2,0.22,0.2,0.19,0.18,0.0,0.18,0.2,0.19,0.21,0.2,0.2,0.2,0.17,0.19,0.17,0.18,0.15,0.18,0.2,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.17,0.15,0.15,0.13,0.14,0.15,0.15,0.13,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.17,0.15,0.16,0.16,0.14,0.15,0.0,0.16,0.15,0.13,0.13,0.0,0.13,0.13,0.13,0.14,0.14,0.12,0.0,0.0,0.11,0.13,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.13,0.0,0.11,0.12,0.0,0.11,0.0,0.12,0.15,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.81
