,MRVL,SNAP,UBER,TW,ZM,DOCU,CVNA,CRWD,AVTR,PINS,DOW,DELL,COIN,DT,TWLO,NET,GLW,CTVA,ABNB,YETI,FOUR,OTIS,CARR,J,ALXN,DBX,KDP,PPD,TXG,PLTR,MEDP,ALC.SW,HZNP,KEYS,LYFT,SPT,RBLX,MCFE,ELAN,BILL,DKNG,ZS,CHWY,RKT,APP,EXPE,BWA,EXK.,MRVI,RRC,KEY,BJ,BYND,FOCS,SONO,LEVI,LMND,Gates Industrial Corporation Plc,AGL,OSH,SMPL,NVST,SOFI,SFIX,TSP,EQH,SNV,WSC,PCOR,SLQT,DBRG,ASO,GOLF,ASAN,BMBL,KRTX,HQY,JLL,VRT,UPST,ACI,SAFE,REAL,ARNC,ACCD,CHX,ACA,SWAV,KTB,JCOM,BHVN,ATKR,PGNY,SWCH,OCDX,ZY,UTZ,VRNT,HCAT,US Dollar,CCCC,AZN,EXAS,GTES,n/a,HOOD,DOCN,DASH,GD,DDOG,PXD,PWSC,ZI,XM,WMG,BSY,ON,S,CFLT,ESTC,NLOK,EVRG,NTLA,ZIP,RYAN,BEAM,CERE,MGY,SKIN,GDYN,ZD,CCSI,VMW,SUM
11/05/2021,9.42,4.76,2.37,3.47,2.15,2.53,2.1,2.64,3.01,0.62,1.24,1.4,2.08,2.17,0.0,2.85,0.0,1.49,2.06,1.19,0.34,1.28,1.37,1.89,0.0,1.45,1.76,0.0,1.08,1.74,1.12,1.94,1.83,1.76,0.26,1.47,1.18,0.12,0.78,1.48,1.31,1.08,0.0,0.0,0.95,0.31,0.0,0.0,0.2,1.26,0.68,0.85,0.0,0.56,0.45,0.18,0.0,0.0,0.0,0.19,0.4,0.34,0.0,0.0,0.0,0.36,0.0,0.43,0.21,0.0,0.0,0.42,0.0,1.22,0.31,0.52,0.12,0.9,0.11,1.45,0.57,0.0,0.0,0.1,0.1,0.47,0.0,0.27,0.12,0.0,0.25,0.2,0.19,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.37,0.0,1.19,0.87,0.83,0.88,0.8,0.41,0.49,0.42,0.43,0.31,0.42,0.29,0.34,0.27,0.25,0.25,0.17,0.17,0.17,0.11,0.11,0.08,0.07,0.03,0.16,0.03,1.53,100.0
11/08/2021,9.52,4.71,2.47,3.5,2.14,2.52,2.07,2.71,2.9,0.6,1.2,1.39,2.1,2.25,0.0,2.94,0.0,1.63,2.1,1.23,0.33,1.28,1.37,1.89,0.0,1.47,1.74,0.0,1.21,1.76,1.11,1.93,1.71,1.75,0.28,1.49,1.21,0.12,0.79,1.45,1.21,1.08,0.0,0.0,0.94,0.3,0.0,0.0,0.2,1.21,0.67,0.86,0.0,0.56,0.44,0.18,0.0,0.0,0.0,0.19,0.39,0.35,0.0,0.0,0.0,0.37,0.0,0.43,0.22,0.0,0.0,0.44,0.0,1.24,0.32,0.56,0.12,0.91,0.11,1.34,0.62,0.0,0.0,0.1,0.1,0.46,0.0,0.29,0.13,0.0,0.25,0.2,0.18,0.65,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.01,0.0,1.35,0.89,0.8,0.88,0.77,0.41,0.5,0.38,0.43,0.32,0.44,0.31,0.33,0.27,0.25,0.25,0.17,0.17,0.16,0.11,0.11,0.08,0.07,0.03,0.16,0.03,1.43,100.03
11/09/2021,9.54,4.78,2.57,3.53,2.0,2.37,2.05,2.65,2.84,0.63,1.22,1.43,2.05,2.21,0.0,2.88,0.0,1.63,2.37,1.24,0.34,1.27,1.36,1.89,0.0,1.32,1.75,0.0,1.17,1.72,1.1,1.92,1.7,1.72,0.3,1.49,1.14,0.14,0.82,1.65,1.18,1.1,0.0,0.0,0.93,0.35,0.0,0.0,0.15,1.27,0.67,0.86,0.0,0.57,0.44,0.18,0.0,0.0,0.0,0.18,0.4,0.36,0.0,0.0,0.0,0.37,0.0,0.44,0.21,0.0,0.0,0.44,0.0,1.2,0.32,0.55,0.12,0.92,0.12,1.38,0.62,0.0,0.0,0.1,0.1,0.46,0.0,0.28,0.13,0.0,0.24,0.2,0.19,0.57,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.02,0.0,1.31,0.85,0.81,0.98,0.77,0.43,0.51,0.38,0.42,0.31,0.43,0.3,0.41,0.26,0.24,0.25,0.17,0.17,0.16,0.1,0.11,0.08,0.07,0.04,0.16,0.03,1.39,99.98
11/10/2021,9.54,4.78,2.57,3.53,2.0,2.37,2.05,2.65,2.84,0.63,1.22,1.43,2.05,2.21,0.0,2.88,0.0,1.63,2.37,1.24,0.34,1.27,1.36,1.89,0.0,1.32,1.75,0.0,1.17,1.72,1.1,1.92,1.7,1.72,0.3,1.49,1.14,0.14,0.82,1.65,1.18,1.1,0.0,0.0,0.93,0.35,0.0,0.0,0.15,1.27,0.67,0.86,0.0,0.57,0.44,0.18,0.0,0.0,0.0,0.18,0.4,0.36,0.0,0.0,0.0,0.37,0.0,0.44,0.21,0.0,0.0,0.44,0.0,1.2,0.32,0.55,0.12,0.92,0.12,1.38,0.62,0.0,0.0,0.1,0.1,0.46,0.0,0.28,0.13,0.0,0.24,0.2,0.19,0.57,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.01,0.0,1.31,0.85,0.81,0.98,0.77,0.43,0.51,0.38,0.42,0.31,0.43,0.3,0.41,0.26,0.24,0.25,0.17,0.17,0.16,0.1,0.11,0.08,0.07,0.04,0.16,0.03,1.39,99.97
11/11/2021,9.58,4.88,2.47,3.51,1.94,2.39,1.99,2.71,2.86,0.63,1.21,1.39,2.13,2.18,0.0,3.03,0.0,1.58,2.32,1.19,0.34,1.27,1.36,1.9,0.0,1.32,1.7,0.0,1.14,1.75,1.08,1.92,1.64,1.73,0.31,1.55,1.11,0.14,0.79,1.66,1.2,1.13,0.0,0.0,0.93,0.36,0.0,0.0,0.15,1.27,0.67,0.84,0.0,0.57,0.44,0.18,0.0,0.0,0.0,0.19,0.39,0.35,0.0,0.0,0.0,0.36,0.0,0.45,0.21,0.0,0.0,0.44,0.0,1.25,0.32,0.53,0.12,0.92,0.11,1.37,0.59,0.0,0.0,0.1,0.1,0.46,0.0,0.28,0.13,0.0,0.23,0.2,0.2,0.58,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.02,0.0,1.42,0.82,0.81,0.99,0.76,0.43,0.51,0.37,0.42,0.32,0.42,0.31,0.38,0.26,0.25,0.24,0.17,0.17,0.16,0.11,0.11,0.08,0.06,0.04,0.16,0.03,1.42,99.99
11/12/2021,9.52,4.85,2.43,3.51,1.92,2.39,2.0,2.79,2.86,0.63,1.21,1.4,2.14,2.16,0.0,2.93,0.0,1.61,2.25,1.2,0.32,1.28,1.39,1.89,0.0,1.33,1.69,0.0,1.09,1.58,1.07,1.93,1.62,1.71,0.31,1.66,1.58,0.14,0.78,1.66,1.14,1.13,0.0,0.0,0.97,0.35,0.0,0.0,0.15,1.26,0.66,0.86,0.0,0.57,0.44,0.18,0.0,0.0,0.0,0.15,0.39,0.35,0.0,0.0,0.0,0.36,0.0,0.45,0.21,0.0,0.0,0.44,0.0,1.31,0.31,0.52,0.12,0.91,0.11,1.28,0.59,0.0,0.0,0.1,0.1,0.46,0.0,0.25,0.13,0.0,0.2,0.2,0.19,0.58,0.08,0.0,0.0,0.05,0.11,0.0,0.18,0.0,0.0,0.0,0.01,0.0,1.46,0.81,0.8,1.02,0.76,0.42,0.51,0.37,0.41,0.31,0.42,0.33,0.39,0.28,0.24,0.24,0.17,0.17,0.16,0.11,0.1,0.08,0.06,0.04,0.16,0.03,1.42,99.95000000000002
11/15/2021,9.84,4.83,2.37,3.58,1.89,2.27,1.99,2.74,2.89,0.62,1.26,1.44,2.07,2.14,0.0,2.89,0.0,1.65,2.27,1.12,0.38,1.31,1.42,1.94,0.0,1.28,1.73,0.0,1.12,1.54,1.08,1.85,1.67,1.76,0.31,1.58,1.45,0.14,0.8,1.64,1.11,1.13,0.0,0.0,1.1,0.35,0.0,0.0,0.16,1.25,0.69,0.86,0.0,0.59,0.45,0.19,0.0,0.0,0.0,0.15,0.39,0.36,0.0,0.0,0.0,0.37,0.0,0.48,0.2,0.0,0.0,0.45,0.0,1.25,0.24,0.5,0.12,0.93,0.11,1.03,0.62,0.0,0.0,0.1,0.09,0.44,0.0,0.26,0.13,0.0,0.2,0.21,0.19,0.59,0.08,0.0,0.0,0.05,0.11,0.0,0.18,0.0,0.0,0.0,0.03,0.0,1.47,0.99,0.81,1.01,0.76,0.37,0.51,0.35,0.43,0.3,0.43,0.33,0.39,0.27,0.25,0.25,0.16,0.18,0.17,0.11,0.1,0.08,0.06,0.04,0.16,0.03,1.4,100.01
11/16/2021,9.69,4.79,2.44,3.56,1.92,2.33,2.01,2.73,2.81,0.62,1.24,1.41,2.07,2.13,0.0,2.97,0.0,1.66,2.41,1.12,0.38,1.32,1.44,1.92,0.0,1.27,1.7,0.0,1.09,1.5,1.07,1.81,1.67,1.74,0.3,1.61,1.56,0.14,0.79,1.64,1.09,1.13,0.0,0.0,1.06,0.34,0.0,0.0,0.16,1.21,0.68,0.86,0.0,0.58,0.43,0.19,0.0,0.0,0.0,0.16,0.38,0.35,0.0,0.0,0.0,0.36,0.0,0.48,0.2,0.0,0.0,0.45,0.0,1.32,0.23,0.48,0.12,0.9,0.11,1.09,0.62,0.0,0.0,0.1,0.09,0.42,0.0,0.26,0.13,0.0,0.2,0.2,0.18,0.59,0.08,0.0,0.0,0.05,0.1,0.0,0.17,0.0,0.0,0.0,0.03,0.0,1.57,1.05,0.8,1.01,0.75,0.37,0.52,0.34,0.42,0.3,0.43,0.34,0.4,0.28,0.25,0.25,0.16,0.18,0.18,0.1,0.1,0.08,0.06,0.04,0.16,0.03,1.39,100.0
11/17/2021,9.69,4.79,2.44,3.56,1.92,2.33,2.01,2.73,2.81,0.62,1.24,1.41,2.07,2.13,0.0,2.97,0.0,1.66,2.41,1.12,0.38,1.32,1.44,1.92,0.0,1.27,1.7,0.0,1.09,1.5,1.07,1.81,1.67,1.74,0.3,1.61,1.56,0.14,0.79,1.64,1.09,1.13,0.0,0.0,1.06,0.34,0.0,0.0,0.16,1.21,0.68,0.86,0.0,0.58,0.43,0.19,0.0,0.0,0.0,0.16,0.38,0.35,0.0,0.0,0.0,0.36,0.0,0.48,0.2,0.0,0.0,0.45,0.0,1.32,0.23,0.48,0.12,0.9,0.11,1.09,0.62,0.0,0.0,0.1,0.09,0.42,0.0,0.26,0.13,0.0,0.2,0.2,0.18,0.59,0.08,0.0,0.0,0.05,0.1,0.0,0.17,0.0,0.0,0.0,0.03,0.0,1.57,1.05,0.8,1.01,0.75,0.37,0.52,0.34,0.42,0.3,0.43,0.34,0.4,0.28,0.25,0.25,0.16,0.18,0.18,0.1,0.1,0.08,0.06,0.04,0.16,0.03,1.39,100.0
11/18/2021,9.7,5.0,2.37,3.61,2.0,2.34,2.06,2.46,2.87,0.66,1.25,1.44,2.1,2.05,0.0,3.02,0.0,1.66,2.44,1.18,0.4,1.31,1.44,1.93,0.0,1.26,1.72,0.0,1.04,1.55,1.07,1.84,1.68,1.77,0.29,1.52,1.58,0.14,0.78,1.61,1.07,1.13,0.0,0.0,0.98,0.34,0.0,0.0,0.16,1.22,0.68,0.87,0.0,0.59,0.44,0.19,0.0,0.0,0.0,0.16,0.39,0.35,0.0,0.0,0.0,0.37,0.0,0.48,0.19,0.0,0.0,0.46,0.0,1.28,0.24,0.48,0.12,0.92,0.11,0.97,0.62,0.0,0.0,0.1,0.09,0.42,0.0,0.25,0.13,0.0,0.2,0.21,0.19,0.61,0.08,0.0,0.0,0.05,0.11,0.0,0.17,0.0,0.0,0.0,0.03,0.0,1.52,1.05,0.81,1.01,0.76,0.37,0.53,0.33,0.4,0.31,0.43,0.32,0.35,0.28,0.25,0.25,0.17,0.18,0.17,0.1,0.1,0.08,0.06,0.04,0.16,0.03,1.39,100.04
11/19/2021,9.71,4.91,2.46,3.6,1.98,2.35,2.05,2.52,2.91,0.66,1.22,1.42,2.06,2.02,0.0,3.06,0.0,1.64,2.41,1.19,0.4,1.3,1.44,1.93,0.0,1.22,1.7,0.0,1.05,1.52,1.08,1.85,1.63,1.79,0.29,1.56,1.68,0.14,0.77,1.66,1.05,1.14,0.0,0.0,1.02,0.33,0.0,0.0,0.16,1.19,0.67,0.85,0.0,0.58,0.44,0.19,0.0,0.0,0.0,0.16,0.39,0.35,0.0,0.0,0.0,0.36,0.0,0.48,0.19,0.0,0.0,0.45,0.0,1.25,0.24,0.47,0.12,0.91,0.11,0.97,0.6,0.0,0.0,0.1,0.09,0.41,0.0,0.25,0.13,0.0,0.2,0.21,0.19,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.17,0.0,0.0,0.0,0.02,0.0,1.64,1.0,0.79,1.01,0.75,0.39,0.53,0.33,0.38,0.31,0.45,0.33,0.36,0.29,0.25,0.25,0.17,0.19,0.17,0.1,0.09,0.08,0.06,0.04,0.15,0.03,1.38,100.02
11/22/2021,9.71,4.91,2.46,3.6,1.98,2.35,2.05,2.52,2.91,0.66,1.22,1.42,2.06,2.02,0.0,3.06,0.0,1.64,2.41,1.19,0.4,1.3,1.44,1.93,0.0,1.22,1.7,0.0,1.05,1.52,1.08,1.85,1.63,1.79,0.29,1.56,1.68,0.14,0.77,1.66,1.05,1.14,0.0,0.0,1.02,0.33,0.0,0.0,0.16,1.19,0.67,0.85,0.0,0.58,0.44,0.19,0.0,0.0,0.0,0.16,0.39,0.35,0.0,0.0,0.0,0.36,0.0,0.48,0.19,0.0,0.0,0.45,0.0,1.25,0.24,0.47,0.12,0.91,0.11,0.97,0.6,0.0,0.0,0.1,0.09,0.41,0.0,0.25,0.13,0.0,0.2,0.21,0.19,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.17,0.0,0.0,0.0,0.02,0.0,1.64,1.0,0.79,1.01,0.75,0.39,0.53,0.33,0.38,0.31,0.45,0.33,0.36,0.29,0.25,0.25,0.17,0.19,0.17,0.1,0.09,0.08,0.06,0.04,0.15,0.03,1.38,100.02
11/23/2021,9.71,4.91,2.46,3.6,1.98,2.35,2.05,2.52,2.91,0.66,1.22,1.42,2.06,2.02,0.0,3.06,0.0,1.64,2.41,1.19,0.4,1.3,1.44,1.93,0.0,1.22,1.7,0.0,1.05,1.52,1.08,1.85,1.63,1.79,0.29,1.56,1.68,0.14,0.77,1.66,1.05,1.14,0.0,0.0,1.02,0.33,0.0,0.0,0.16,1.19,0.67,0.85,0.0,0.58,0.44,0.19,0.0,0.0,0.0,0.16,0.39,0.35,0.0,0.0,0.0,0.36,0.0,0.48,0.19,0.0,0.0,0.45,0.0,1.25,0.24,0.47,0.12,0.91,0.11,0.97,0.6,0.0,0.0,0.1,0.09,0.41,0.0,0.25,0.13,0.0,0.2,0.21,0.19,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.17,0.0,0.0,0.0,0.02,0.0,1.64,1.0,0.79,1.01,0.75,0.39,0.53,0.33,0.38,0.31,0.45,0.33,0.36,0.29,0.25,0.25,0.17,0.19,0.17,0.1,0.09,0.08,0.06,0.04,0.15,0.03,1.38,100.02
11/24/2021,10.0,4.66,2.43,3.69,1.92,2.35,2.03,2.52,2.98,0.62,1.21,1.41,2.04,1.96,0.0,3.11,0.0,1.65,2.33,1.2,0.33,1.36,1.49,1.96,0.0,1.2,1.71,0.0,1.0,1.43,1.11,1.87,1.66,1.84,0.27,1.55,1.99,0.14,0.78,1.58,0.99,1.21,0.0,0.0,0.95,0.34,0.0,0.0,0.17,1.1,0.67,0.98,0.0,0.59,0.41,0.19,0.0,0.0,0.0,0.15,0.38,0.35,0.0,0.0,0.0,0.35,0.0,0.49,0.2,0.0,0.0,0.48,0.0,1.3,0.23,0.47,0.11,0.9,0.11,0.87,0.61,0.0,0.0,0.1,0.08,0.38,0.0,0.24,0.13,0.0,0.19,0.22,0.18,0.67,0.08,0.0,0.0,0.05,0.1,0.0,0.16,0.0,0.0,0.0,0.04,0.0,1.65,0.93,0.8,1.02,0.74,0.38,0.54,0.32,0.38,0.29,0.47,0.32,0.36,0.28,0.25,0.26,0.16,0.18,0.18,0.1,0.09,0.08,0.07,0.04,0.15,0.03,1.36,100.03
11/25/2021,9.97,4.8,2.44,3.67,1.93,2.34,1.98,2.56,2.92,0.63,1.21,1.41,1.97,1.96,0.0,3.17,0.0,1.67,2.4,1.19,0.35,1.34,1.47,1.95,0.0,1.21,1.71,0.0,0.99,1.42,1.1,1.87,1.64,1.82,0.28,1.58,1.84,0.14,0.78,1.55,0.99,1.19,0.0,0.0,0.94,0.34,0.0,0.0,0.16,1.16,0.67,1.0,0.0,0.59,0.42,0.19,0.0,0.0,0.0,0.15,0.38,0.35,0.0,0.0,0.0,0.35,0.0,0.49,0.19,0.0,0.0,0.47,0.0,1.28,0.24,0.46,0.11,0.89,0.11,0.94,0.62,0.0,0.0,0.1,0.08,0.4,0.0,0.25,0.13,0.0,0.2,0.22,0.18,0.67,0.08,0.0,0.0,0.05,0.1,0.0,0.17,0.0,0.0,0.0,0.02,0.0,1.63,0.98,0.8,1.0,0.74,0.37,0.54,0.31,0.38,0.3,0.46,0.32,0.35,0.28,0.24,0.25,0.17,0.18,0.17,0.1,0.09,0.08,0.06,0.04,0.15,0.03,1.34,99.95
11/26/2021,10.3,4.83,2.46,3.83,1.66,2.27,2.06,2.37,3.08,0.61,1.31,1.47,2.05,1.95,0.0,2.85,0.0,1.74,2.22,1.17,0.33,1.38,1.5,2.02,0.0,1.23,1.83,0.0,1.03,1.45,1.1,1.9,1.7,1.94,0.28,1.37,1.78,0.15,0.82,1.54,1.0,1.16,0.0,0.0,0.93,0.36,0.0,0.0,0.17,1.2,0.72,1.02,0.0,0.62,0.44,0.2,0.0,0.0,0.0,0.14,0.41,0.36,0.0,0.0,0.0,0.38,0.0,0.52,0.18,0.0,0.0,0.49,0.0,1.01,0.23,0.49,0.12,0.95,0.11,0.87,0.67,0.0,0.0,0.11,0.07,0.4,0.0,0.24,0.14,0.0,0.19,0.23,0.18,0.69,0.09,0.0,0.0,0.06,0.1,0.0,0.17,0.0,0.0,0.0,0.02,0.0,1.34,0.84,0.86,1.0,0.82,0.34,0.5,0.31,0.39,0.29,0.48,0.28,0.35,0.25,0.26,0.27,0.15,0.18,0.19,0.1,0.09,0.08,0.07,0.04,0.15,0.03,1.38,100.06
11/29/2021,10.28,4.68,2.4,3.8,1.65,2.26,2.09,2.34,3.09,0.61,1.28,1.52,1.99,1.94,0.0,3.02,0.0,1.71,2.21,1.17,0.33,1.38,1.5,2.07,0.0,1.22,1.8,0.0,1.04,1.47,1.09,1.88,1.69,1.96,0.27,1.38,1.91,0.15,0.78,1.54,1.01,1.17,0.0,0.0,0.94,0.36,0.0,0.0,0.17,1.18,0.71,0.99,0.0,0.61,0.43,0.2,0.0,0.0,0.0,0.14,0.41,0.36,0.0,0.0,0.0,0.37,0.0,0.52,0.19,0.0,0.0,0.47,0.0,1.05,0.22,0.5,0.12,0.96,0.12,0.9,0.65,0.0,0.0,0.1,0.08,0.4,0.0,0.24,0.13,0.0,0.2,0.23,0.17,0.7,0.09,0.0,0.0,0.06,0.1,0.0,0.16,0.0,0.0,0.0,0.02,0.0,1.36,0.83,0.84,0.99,0.83,0.37,0.52,0.31,0.39,0.28,0.48,0.28,0.37,0.26,0.26,0.26,0.15,0.19,0.18,0.1,0.09,0.08,0.07,0.04,0.15,0.03,1.39,100.03
11/30/2021,10.15,4.75,2.34,3.8,1.77,2.34,2.13,2.39,3.13,0.62,1.28,1.51,1.96,1.93,0.0,3.1,0.0,1.7,2.17,1.18,0.32,1.38,1.51,2.05,0.0,1.22,1.79,0.0,1.04,1.48,1.08,1.86,1.7,1.9,0.26,1.4,1.91,0.15,0.77,1.57,1.03,1.16,0.0,0.0,0.91,0.33,0.0,0.0,0.19,1.19,0.69,0.98,0.0,0.6,0.44,0.2,0.0,0.0,0.0,0.13,0.39,0.35,0.0,0.0,0.0,0.36,0.0,0.51,0.19,0.0,0.0,0.47,0.0,1.05,0.22,0.48,0.11,0.9,0.11,0.92,0.68,0.0,0.0,0.1,0.07,0.37,0.0,0.23,0.13,0.0,0.2,0.22,0.16,0.7,0.08,0.0,0.0,0.06,0.1,0.0,0.16,0.0,0.0,0.0,0.03,0.0,1.36,0.86,0.83,1.01,0.8,0.37,0.52,0.31,0.4,0.28,0.47,0.28,0.38,0.25,0.26,0.26,0.15,0.18,0.19,0.09,0.08,0.08,0.07,0.04,0.15,0.03,1.44,99.98
12/01/2021,10.15,4.75,2.34,3.8,1.77,2.34,2.13,2.39,3.13,0.62,1.28,1.51,1.96,1.93,0.0,3.1,0.0,1.7,2.17,1.18,0.32,1.38,1.51,2.05,0.0,1.22,1.79,0.0,1.04,1.48,1.08,1.86,1.7,1.9,0.26,1.4,1.91,0.15,0.77,1.57,1.03,1.16,0.0,0.0,0.91,0.33,0.0,0.0,0.19,1.19,0.69,0.98,0.0,0.6,0.44,0.2,0.0,0.0,0.0,0.13,0.39,0.35,0.0,0.0,0.0,0.36,0.0,0.51,0.19,0.0,0.0,0.47,0.0,1.05,0.22,0.48,0.11,0.9,0.11,0.92,0.68,0.0,0.0,0.1,0.07,0.37,0.0,0.23,0.13,0.0,0.2,0.22,0.16,0.7,0.08,0.0,0.0,0.06,0.1,0.0,0.16,0.0,0.0,0.0,0.03,0.0,1.36,0.86,0.83,1.01,0.8,0.37,0.52,0.31,0.4,0.28,0.47,0.28,0.38,0.25,0.26,0.26,0.15,0.18,0.19,0.09,0.08,0.08,0.07,0.04,0.15,0.03,1.44,99.98
12/02/2021,10.5,4.63,2.28,3.83,1.75,2.35,2.12,2.29,3.12,0.58,1.25,1.54,2.05,1.97,0.0,2.94,0.0,1.68,2.23,1.16,0.31,1.37,1.52,2.04,0.0,1.25,1.78,0.0,1.0,1.47,1.07,1.86,1.65,1.96,0.25,1.43,2.0,0.15,0.77,1.55,1.0,1.22,0.0,0.0,0.9,0.34,0.0,0.0,0.2,1.15,0.68,0.97,0.0,0.58,0.44,0.19,0.0,0.0,0.0,0.13,0.39,0.34,0.0,0.0,0.0,0.36,0.0,0.51,0.2,0.0,0.0,0.46,0.0,1.08,0.23,0.46,0.11,0.9,0.11,0.93,0.67,0.0,0.0,0.1,0.07,0.38,0.0,0.23,0.13,0.0,0.2,0.22,0.16,0.71,0.08,0.0,0.0,0.06,0.1,0.0,0.16,0.0,0.0,0.0,0.02,0.0,1.4,0.83,0.83,1.02,0.8,0.37,0.51,0.31,0.39,0.28,0.49,0.28,0.39,0.26,0.26,0.27,0.15,0.18,0.19,0.09,0.08,0.08,0.07,0.04,0.14,0.03,1.42,100.03
12/06/2021,10.46,4.77,2.3,4.06,1.61,2.29,2.03,2.25,3.21,0.57,1.23,1.6,1.92,1.94,0.0,2.69,0.0,1.76,2.21,1.13,0.33,1.43,1.59,2.09,0.0,1.28,1.82,0.0,1.08,1.45,1.14,1.98,1.76,2.06,0.26,1.35,1.9,0.16,0.77,1.37,0.94,1.2,0.0,0.0,0.95,0.34,0.0,0.0,0.21,1.08,0.72,0.99,0.0,0.6,0.45,0.19,0.0,0.0,0.0,0.14,0.4,0.36,0.0,0.0,0.0,0.36,0.0,0.53,0.2,0.0,0.0,0.45,0.0,0.94,0.22,0.49,0.11,0.92,0.12,0.82,0.71,0.0,0.0,0.1,0.07,0.4,0.0,0.23,0.13,0.0,0.2,0.24,0.16,0.72,0.08,0.0,0.0,0.06,0.1,0.0,0.16,0.0,0.0,0.0,0.03,0.0,1.28,0.79,0.87,0.99,0.81,0.39,0.48,0.32,0.41,0.28,0.51,0.25,0.38,0.2,0.26,0.27,0.15,0.18,0.19,0.09,0.09,0.08,0.06,0.05,0.15,0.03,1.45,99.98
12/07/2021,10.46,4.77,2.3,4.06,1.61,2.29,2.03,2.25,3.21,0.57,1.23,1.6,1.92,1.94,0.0,2.69,0.0,1.76,2.21,1.13,0.33,1.43,1.59,2.09,0.0,1.28,1.82,0.0,1.08,1.45,1.14,1.98,1.76,2.06,0.26,1.35,1.9,0.16,0.77,1.37,0.94,1.2,0.0,0.0,0.95,0.34,0.0,0.0,0.21,1.08,0.72,0.99,0.0,0.6,0.45,0.19,0.0,0.0,0.0,0.14,0.4,0.36,0.0,0.0,0.0,0.36,0.0,0.53,0.2,0.0,0.0,0.45,0.0,0.94,0.22,0.49,0.11,0.92,0.12,0.82,0.71,0.0,0.0,0.1,0.07,0.4,0.0,0.23,0.13,0.0,0.2,0.24,0.16,0.72,0.08,0.0,0.0,0.06,0.1,0.0,0.16,0.0,0.0,0.0,0.03,0.0,1.28,0.79,0.87,0.99,0.81,0.39,0.48,0.32,0.41,0.28,0.51,0.25,0.38,0.2,0.26,0.27,0.15,0.18,0.19,0.09,0.09,0.08,0.06,0.05,0.15,0.03,1.45,99.98
12/08/2021,10.46,4.77,2.3,4.06,1.61,2.29,2.03,2.25,3.21,0.57,1.23,1.6,1.92,1.94,0.0,2.69,0.0,1.76,2.21,1.13,0.33,1.43,1.59,2.09,0.0,1.28,1.82,0.0,1.08,1.45,1.14,1.98,1.76,2.06,0.26,1.35,1.9,0.16,0.77,1.37,0.94,1.2,0.0,0.0,0.95,0.34,0.0,0.0,0.21,1.08,0.72,0.99,0.0,0.6,0.45,0.19,0.0,0.0,0.0,0.14,0.4,0.36,0.0,0.0,0.0,0.36,0.0,0.53,0.2,0.0,0.0,0.45,0.0,0.94,0.22,0.49,0.11,0.92,0.12,0.82,0.71,0.0,0.0,0.1,0.07,0.4,0.0,0.23,0.13,0.0,0.2,0.24,0.16,0.72,0.08,0.0,0.0,0.06,0.1,0.0,0.16,0.0,0.0,0.0,0.03,0.0,1.28,0.79,0.87,0.99,0.81,0.39,0.48,0.32,0.41,0.28,0.51,0.25,0.38,0.2,0.26,0.27,0.15,0.18,0.19,0.09,0.09,0.08,0.06,0.05,0.15,0.03,1.45,99.98
12/09/2021,10.46,4.77,2.3,4.06,1.61,2.29,2.03,2.25,3.21,0.57,1.23,1.6,1.92,1.94,0.0,2.69,0.0,1.76,2.21,1.13,0.33,1.43,1.59,2.09,0.0,1.28,1.82,0.0,1.08,1.45,1.14,1.98,1.76,2.06,0.26,1.35,1.9,0.16,0.77,1.37,0.94,1.2,0.0,0.0,0.95,0.34,0.0,0.0,0.21,1.08,0.72,0.99,0.0,0.6,0.45,0.19,0.0,0.0,0.0,0.14,0.4,0.36,0.0,0.0,0.0,0.36,0.0,0.53,0.2,0.0,0.0,0.45,0.0,0.94,0.22,0.49,0.11,0.92,0.12,0.82,0.71,0.0,0.0,0.1,0.07,0.4,0.0,0.23,0.13,0.0,0.2,0.24,0.16,0.72,0.08,0.0,0.0,0.06,0.1,0.0,0.16,0.0,0.0,0.0,0.03,0.0,1.28,0.79,0.87,0.99,0.81,0.39,0.48,0.32,0.41,0.28,0.51,0.25,0.38,0.2,0.26,0.27,0.15,0.18,0.19,0.09,0.09,0.08,0.06,0.05,0.15,0.03,1.45,99.98
