,LIN,SHW,APD,FCX,NEM,ECL,DOW,DD,PPG,IFF,CTVA,NUE,LYB,BLL,VMC,IP,MLM,ALB,CE,AVY,EMN,AMCR,WRK,FMC,PKG,CCK,STLD,MOS,RPM,CF,RS,ATR,CLF,BERY,SMG,SEE,RGLD,AA,LPX,OLN,AXTA,X,SON,VVV,HUN,CC,EXP,ASH,ESI,HL,AVNT,GPK,BCPC,WLK,GRA,ARNC,CMC,SLGN,SXT,FUL,CBT,NGVT,KWR,ATI,NEU,UFS,MTX,OI,SCL,LTHM,TROX,CDE,IOSP,CMP,CRS,WOR,AMRS,KALU,TSE,MP,MTRN,FOE,DNMR,GEF,SCHN,SWM,OEC,KRA,GCP,HCC,USCR,NP,ASIX,CCF,PACK,KOP,CENX,FRTA,MYE,PQG,PTVE,GLT,HWKN,MERC,SXC,MUX,TMST,AVD,CLW,RYAM,VRS,TG,GATO,KRO,VNTR,CHG.BK,RYI,FF,4338.SR,PQGEUR,ECVT,4340.SR,n/a,TR5.,SUM
09/21/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
09/22/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
09/23/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
09/24/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
09/27/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
09/28/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
09/29/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
09/30/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/01/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/04/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/05/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/06/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/07/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/08/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/11/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/12/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/13/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/14/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
10/15/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.0,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.13,100.01999999999998
10/18/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.0,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.13,100.01999999999998
10/19/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.0,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.13,100.01999999999998
10/20/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.0,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.13,100.01999999999998
10/21/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.0,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.13,100.01999999999998
