,AMGN,GILD,MRNA,ILMN,REGN,BIIB,VRTX,IQV,ALXN,BNTX,MTD,SGEN,WAT,ALNY,GMAB,CRL,INCY,TECH,BGNE,NVCR,NVAX,BMRN,TXG,ARGX,GH,ZLAB,RGEN,NTRA,CRSP,NBIX,NTLA,UTHR,MRTX,BRKR,FATE,BBIO,XLRN,NVTA,XTSLA,DNLI,HALO,PACB,ARWR,RARE,BHVN,EXEL,SRPT,TWST,ADPT,IONS,MEDP,BEAM,BPMC,ASND,CDNA,APLS,ARNA,ALKS,IMAB,ACAD,KOD,RETA,LEGN,IOVA,AGIO,TPTX,GLPG,GRFS,EDIT,NKTR,SWTX,INSM,ITCI,EBS,PTCT,ARVN,ALLK,BCRX,NSTG,SAGE,RCKT,VCYT,VIR,KRTX,DRNA,AMRS,MYGN,PRTA,FOLD,ALEC,BLI,RVNC,FGEN,BLUE,LGND,GBT,XNCR,IRWD,AXSM,RLAY,MOR,TBIO,QTRX,FLGT,PTGX,RVMD,ALLO,INO,ZNTL,MGNX,LMNX,OPK,ZYME,CSTL,SUPN,SGMO,CYTK,RGNX,DCPH,CDXS,MCRB,IGMS,ATRA,RCUS,CNST,MNKD,KURA,IMGN,ALXO,GBIO,YMAB,VNDA,KRYS,AMTI,MDGL,QURE,CERS,IBRX,OMER,TVTX,CHRS,ADCT,VIVO,REPL,RUBY,FMTX,AFMD,RPTX,CCXI,RIGL,CRTX,SRRK,ENTA,RDUS,MRSN,RYTM,ARQT,PSNL,ISEE,CRNX,ARDX,STOK,KDMN,CGEN,STRO,PLRX,MRNS,KPTI,ANAB,EPZM,RNA,VSTM,ITOS,TBPH,MESO,ARCT,MYOV,NRIX,XENE,GTHX,SNDX,DTIL,CLLS,TCRR,ZIOP,AKRO,NKTX,EGRX,ICPT,ORIC,AKBA,MGTX,NGM,RLMD,KROS,ESPR,IDYA,SPPI,CARA,CLVS,RAPT,PGEN,ANNX,USD,GERN,ANSGR.IS,KALV,CTMX,ADAP,IMVT,PRVB,KDNY,GOSS,KNSA,APLT,SPRO,PASG,FLDM,CVM,ALT,FULC,PSTX,SELB,KZR,ABUS,FIXX,n/a,URGN,FLXN,SIGA,SYNH,MRVI,ABCM,ROIV,ABCL,AUPH,CVAC,KYMR,RXRX,OLK,NUVB,CTKB,AVXL,SANA,CCCC,VERV,MORF,INBX,ERAS,MRUS,BCYC,TIL,ATAI,NUVL,MXCT.L,STVN,SEER,RXDX,CRBU,TNYA,PCVX,ACRS,PMVP,GRTS,CMPS,OMGA,ICVX,BNR,BCAB,ABSI,GLUE,BLU.TO,AVIR,CGEM,PRAX,FDMT,SUM
09/09/2021,6.83,6.38,10.07,4.8,4.85,3.54,3.62,3.53,0.0,4.18,2.55,1.93,1.84,1.62,1.65,1.57,1.17,1.39,1.27,0.87,1.31,1.09,0.99,0.92,0.84,0.68,1.05,0.71,0.54,0.63,0.75,0.65,0.6,0.66,0.46,0.38,0.49,0.44,0.06,0.32,0.42,0.42,0.46,0.46,0.55,0.43,0.43,0.35,0.39,0.37,0.4,0.36,0.4,0.45,0.27,0.28,0.26,0.33,0.28,0.19,0.28,0.23,0.26,0.25,0.2,0.25,0.2,0.2,0.33,0.2,0.19,0.22,0.18,0.22,0.21,0.23,0.23,0.19,0.19,0.17,0.15,0.24,0.24,0.18,0.1,0.15,0.19,0.22,0.21,0.11,0.12,0.13,0.07,0.08,0.16,0.13,0.14,0.14,0.06,0.12,0.1,0.17,0.11,0.12,0.13,0.12,0.13,0.12,0.17,0.09,0.0,0.1,0.1,0.12,0.1,0.08,0.17,0.09,0.09,0.12,0.0,0.07,0.09,0.1,0.0,0.08,0.08,0.08,0.1,0.07,0.08,0.06,0.07,0.05,0.06,0.08,0.08,0.05,0.07,0.09,0.08,0.08,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.09,0.07,0.07,0.04,0.06,0.04,0.05,0.06,0.06,0.05,0.0,0.0,0.06,0.04,0.05,0.0,0.03,0.03,0.05,0.0,0.05,0.0,0.06,0.03,0.04,0.08,0.07,0.07,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.03,0.05,0.0,0.03,0.04,0.03,0.0,0.0,0.05,0.03,0.04,0.03,0.05,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
09/10/2021,6.69,6.32,10.57,4.76,4.79,3.48,3.52,3.55,0.0,4.34,2.56,1.9,1.84,1.55,1.6,1.57,1.15,1.4,1.31,0.87,1.41,1.0,1.03,0.9,0.85,0.71,1.07,0.7,0.54,0.62,0.69,0.65,0.59,0.66,0.46,0.38,0.49,0.44,0.06,0.32,0.43,0.41,0.45,0.46,0.54,0.42,0.42,0.35,0.39,0.36,0.4,0.37,0.39,0.44,0.26,0.25,0.26,0.33,0.29,0.18,0.3,0.23,0.27,0.24,0.2,0.25,0.21,0.19,0.32,0.2,0.19,0.22,0.17,0.21,0.21,0.24,0.24,0.19,0.19,0.17,0.15,0.24,0.24,0.18,0.1,0.15,0.19,0.22,0.21,0.11,0.12,0.13,0.07,0.08,0.15,0.13,0.14,0.14,0.06,0.13,0.1,0.17,0.11,0.12,0.13,0.12,0.13,0.12,0.18,0.09,0.0,0.1,0.1,0.12,0.1,0.08,0.17,0.09,0.09,0.12,0.0,0.07,0.09,0.1,0.0,0.08,0.08,0.08,0.1,0.08,0.08,0.06,0.07,0.05,0.06,0.09,0.08,0.05,0.07,0.1,0.08,0.07,0.06,0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.09,0.07,0.07,0.04,0.06,0.04,0.05,0.06,0.06,0.05,0.0,0.0,0.06,0.04,0.05,0.03,0.03,0.03,0.05,0.04,0.06,0.0,0.06,0.04,0.04,0.09,0.07,0.07,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.05,0.0,0.03,0.04,0.03,0.0,0.0,0.05,0.03,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.05,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85
09/13/2021,6.57,6.32,11.14,4.77,4.66,3.22,3.47,3.54,0.0,4.44,2.59,1.92,1.85,1.57,1.54,1.57,1.13,1.39,1.29,0.88,1.36,1.04,1.0,0.88,0.84,0.65,1.07,0.69,0.55,0.63,0.69,0.66,0.58,0.66,0.44,0.38,0.5,0.45,0.08,0.32,0.41,0.41,0.45,0.46,0.53,0.43,0.44,0.36,0.38,0.35,0.4,0.35,0.39,0.43,0.25,0.25,0.25,0.34,0.3,0.19,0.3,0.23,0.26,0.24,0.2,0.25,0.21,0.2,0.31,0.2,0.18,0.22,0.18,0.2,0.21,0.25,0.24,0.19,0.19,0.16,0.15,0.23,0.25,0.18,0.11,0.15,0.18,0.23,0.21,0.09,0.12,0.13,0.07,0.09,0.15,0.13,0.14,0.14,0.06,0.12,0.09,0.17,0.1,0.12,0.12,0.12,0.13,0.12,0.18,0.1,0.0,0.11,0.1,0.12,0.1,0.08,0.16,0.09,0.09,0.12,0.03,0.07,0.09,0.1,0.0,0.08,0.09,0.08,0.1,0.08,0.08,0.06,0.07,0.05,0.06,0.09,0.07,0.05,0.07,0.1,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.09,0.07,0.07,0.04,0.06,0.04,0.05,0.06,0.06,0.05,0.0,0.04,0.11,0.04,0.05,0.0,0.03,0.03,0.05,0.04,0.07,0.0,0.06,0.04,0.04,0.09,0.06,0.08,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.05,0.0,0.03,0.04,0.03,0.0,0.0,0.05,0.03,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.0,0.0,0.04,0.03,0.0,0.0,0.03,0.04,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.80000000000004
09/14/2021,6.55,6.39,11.03,4.79,4.72,3.24,3.5,3.55,0.0,4.43,2.62,1.95,1.85,1.58,1.52,1.57,1.11,1.42,1.35,0.84,1.28,1.02,1.01,0.88,0.84,0.65,1.08,0.7,0.54,0.65,0.69,0.66,0.58,0.66,0.43,0.38,0.51,0.44,0.08,0.31,0.41,0.41,0.45,0.46,0.55,0.44,0.44,0.37,0.38,0.35,0.4,0.36,0.41,0.42,0.25,0.16,0.26,0.35,0.28,0.18,0.3,0.23,0.26,0.23,0.2,0.26,0.2,0.19,0.32,0.21,0.18,0.21,0.17,0.2,0.2,0.26,0.26,0.19,0.19,0.17,0.15,0.23,0.26,0.18,0.11,0.15,0.18,0.24,0.2,0.09,0.11,0.13,0.07,0.08,0.16,0.12,0.14,0.14,0.06,0.12,0.09,0.17,0.1,0.13,0.12,0.12,0.13,0.12,0.18,0.11,0.0,0.1,0.1,0.12,0.1,0.08,0.16,0.09,0.09,0.12,0.03,0.07,0.09,0.1,0.0,0.08,0.09,0.08,0.1,0.08,0.08,0.06,0.07,0.05,0.06,0.09,0.07,0.05,0.07,0.1,0.08,0.07,0.06,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.09,0.07,0.07,0.04,0.04,0.04,0.05,0.05,0.09,0.05,0.0,0.03,0.11,0.04,0.05,0.0,0.03,0.03,0.05,0.0,0.06,0.0,0.06,0.04,0.04,0.08,0.06,0.08,0.05,0.04,0.06,0.04,0.0,0.04,0.03,0.04,0.03,0.04,0.03,0.05,0.0,0.03,0.04,0.03,0.03,0.0,0.05,0.03,0.04,0.0,0.05,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.04,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.81
09/15/2021,6.55,6.39,11.03,4.79,4.72,3.24,3.5,3.55,0.0,4.43,2.62,1.95,1.85,1.58,1.52,1.57,1.11,1.42,1.35,0.84,1.28,1.02,1.01,0.88,0.84,0.65,1.08,0.7,0.54,0.65,0.69,0.66,0.58,0.66,0.43,0.38,0.51,0.44,0.08,0.31,0.41,0.41,0.45,0.46,0.55,0.44,0.44,0.37,0.38,0.35,0.4,0.36,0.41,0.42,0.25,0.16,0.26,0.35,0.28,0.18,0.3,0.23,0.26,0.23,0.2,0.26,0.2,0.19,0.32,0.21,0.18,0.21,0.17,0.2,0.2,0.26,0.26,0.19,0.19,0.17,0.15,0.23,0.26,0.18,0.11,0.15,0.18,0.24,0.2,0.09,0.11,0.13,0.07,0.08,0.16,0.12,0.14,0.14,0.06,0.12,0.09,0.17,0.1,0.13,0.12,0.12,0.13,0.12,0.18,0.11,0.0,0.1,0.1,0.12,0.1,0.08,0.16,0.09,0.09,0.12,0.03,0.07,0.09,0.1,0.0,0.08,0.09,0.08,0.1,0.08,0.08,0.06,0.07,0.05,0.06,0.09,0.07,0.05,0.07,0.1,0.08,0.07,0.06,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.09,0.07,0.07,0.04,0.04,0.04,0.05,0.05,0.09,0.05,0.0,0.03,0.11,0.04,0.05,0.0,0.03,0.03,0.05,0.0,0.06,0.0,0.06,0.04,0.04,0.08,0.06,0.08,0.05,0.04,0.06,0.04,0.0,0.04,0.03,0.04,0.03,0.04,0.03,0.05,0.0,0.03,0.04,0.03,0.03,0.0,0.05,0.03,0.04,0.0,0.05,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.04,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.81
09/16/2021,6.75,6.51,10.47,4.81,4.72,3.31,3.6,3.54,0.0,4.22,2.6,1.98,1.8,1.58,1.54,1.56,1.15,1.41,1.42,0.84,1.25,1.03,0.94,0.88,0.83,0.66,1.08,0.71,0.54,0.66,0.68,0.67,0.59,0.64,0.42,0.39,0.51,0.43,0.08,0.32,0.42,0.39,0.46,0.46,0.55,0.45,0.45,0.36,0.38,0.35,0.39,0.34,0.42,0.43,0.24,0.15,0.26,0.36,0.27,0.19,0.3,0.23,0.26,0.23,0.2,0.26,0.2,0.2,0.31,0.21,0.19,0.22,0.18,0.2,0.21,0.26,0.26,0.2,0.18,0.17,0.16,0.23,0.25,0.18,0.11,0.15,0.18,0.23,0.21,0.1,0.11,0.13,0.07,0.09,0.15,0.12,0.14,0.14,0.06,0.14,0.09,0.18,0.1,0.12,0.13,0.12,0.13,0.12,0.19,0.12,0.0,0.11,0.1,0.12,0.1,0.08,0.17,0.12,0.09,0.12,0.03,0.07,0.09,0.1,0.0,0.08,0.09,0.08,0.11,0.09,0.08,0.07,0.07,0.05,0.06,0.09,0.07,0.05,0.07,0.1,0.08,0.08,0.06,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.09,0.08,0.07,0.04,0.05,0.04,0.05,0.06,0.1,0.05,0.0,0.0,0.11,0.04,0.05,0.0,0.03,0.03,0.05,0.04,0.07,0.0,0.06,0.04,0.04,0.09,0.06,0.08,0.05,0.04,0.06,0.04,0.0,0.04,0.03,0.04,0.04,0.04,0.03,0.05,0.0,0.0,0.05,0.0,0.03,0.0,0.05,0.03,0.04,0.0,0.05,0.04,0.04,0.0,0.03,0.0,0.03,0.0,0.04,0.03,0.03,0.0,0.04,0.03,0.0,0.0,0.0,0.04,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.81
09/17/2021,6.75,6.47,10.71,4.78,4.77,3.26,3.56,3.58,0.0,4.33,2.62,1.98,1.84,1.6,1.54,1.58,1.15,1.43,1.45,0.82,1.26,1.01,0.86,0.88,0.84,0.65,1.1,0.71,0.53,0.65,0.68,0.67,0.57,0.64,0.42,0.37,0.51,0.43,0.08,0.32,0.42,0.39,0.44,0.44,0.56,0.45,0.45,0.36,0.37,0.36,0.38,0.33,0.42,0.42,0.24,0.15,0.25,0.36,0.27,0.18,0.3,0.23,0.26,0.22,0.2,0.26,0.2,0.2,0.3,0.21,0.19,0.22,0.17,0.2,0.2,0.26,0.27,0.2,0.18,0.16,0.15,0.23,0.25,0.18,0.11,0.15,0.17,0.24,0.21,0.1,0.11,0.13,0.07,0.08,0.15,0.12,0.14,0.14,0.06,0.14,0.09,0.18,0.1,0.12,0.12,0.12,0.13,0.11,0.19,0.12,0.0,0.1,0.1,0.12,0.1,0.08,0.18,0.12,0.09,0.11,0.03,0.07,0.09,0.1,0.0,0.08,0.09,0.08,0.11,0.08,0.08,0.06,0.07,0.05,0.06,0.09,0.07,0.05,0.07,0.1,0.08,0.07,0.06,0.07,0.06,0.07,0.05,0.05,0.06,0.05,0.09,0.08,0.08,0.04,0.04,0.04,0.05,0.05,0.1,0.05,0.0,0.0,0.11,0.04,0.05,0.03,0.03,0.03,0.05,0.03,0.07,0.0,0.06,0.0,0.04,0.08,0.06,0.08,0.05,0.0,0.06,0.04,0.0,0.04,0.0,0.04,0.04,0.05,0.03,0.05,0.03,0.0,0.05,0.0,0.0,0.0,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.0,0.03,0.0,0.03,0.0,0.04,0.03,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.04,0.03,0.04,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.87
09/20/2021,6.69,6.45,10.86,4.72,4.76,3.25,3.49,3.53,0.0,4.75,2.57,1.99,1.77,1.59,1.46,1.56,1.18,1.47,1.49,0.81,1.26,1.0,0.88,0.87,0.83,0.61,1.1,0.7,0.53,0.64,0.66,0.65,0.59,0.61,0.42,0.37,0.51,0.42,0.08,0.32,0.42,0.38,0.44,0.44,0.56,0.45,0.47,0.35,0.38,0.35,0.38,0.34,0.43,0.43,0.25,0.15,0.26,0.34,0.27,0.19,0.3,0.23,0.29,0.24,0.2,0.26,0.19,0.2,0.3,0.21,0.19,0.21,0.18,0.2,0.2,0.25,0.26,0.19,0.18,0.17,0.15,0.23,0.26,0.17,0.1,0.15,0.18,0.24,0.21,0.1,0.08,0.13,0.07,0.08,0.15,0.11,0.14,0.14,0.06,0.14,0.08,0.0,0.1,0.12,0.13,0.12,0.12,0.11,0.19,0.09,0.0,0.11,0.11,0.12,0.1,0.08,0.18,0.12,0.09,0.11,0.0,0.07,0.09,0.1,0.0,0.08,0.09,0.08,0.11,0.08,0.08,0.06,0.06,0.05,0.06,0.09,0.07,0.05,0.07,0.1,0.08,0.08,0.06,0.07,0.06,0.07,0.05,0.05,0.06,0.05,0.09,0.08,0.07,0.04,0.04,0.04,0.05,0.05,0.1,0.05,0.0,0.0,0.11,0.04,0.05,0.0,0.03,0.03,0.05,0.0,0.07,0.0,0.06,0.03,0.04,0.08,0.06,0.08,0.05,0.0,0.06,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.03,0.05,0.03,0.0,0.04,0.0,0.03,0.0,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.07,0.03,0.0,0.03,0.0,0.04,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.0,0.04,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.77
09/21/2021,7.75,6.52,9.08,3.89,4.84,3.24,3.53,3.53,0.0,4.39,2.56,2.04,1.76,1.63,1.44,1.59,1.21,1.5,1.51,0.85,1.27,1.03,0.96,0.86,0.91,0.62,1.14,0.77,0.6,0.65,0.76,0.64,0.6,0.61,0.46,0.4,0.53,0.49,0.1,0.32,0.43,0.41,0.46,0.45,0.56,0.46,0.48,0.39,0.4,0.38,0.39,0.36,0.45,0.42,0.25,0.17,0.27,0.35,0.3,0.19,0.34,0.24,0.32,0.25,0.2,0.24,0.19,0.2,0.31,0.22,0.17,0.22,0.18,0.2,0.21,0.28,0.27,0.2,0.19,0.17,0.15,0.26,0.27,0.18,0.11,0.17,0.19,0.25,0.21,0.11,0.1,0.14,0.07,0.09,0.17,0.12,0.15,0.14,0.06,0.15,0.08,0.0,0.12,0.13,0.05,0.13,0.13,0.12,0.2,0.09,0.0,0.12,0.12,0.12,0.1,0.08,0.19,0.12,0.09,0.12,0.04,0.08,0.1,0.11,0.0,0.08,0.09,0.08,0.11,0.08,0.08,0.07,0.07,0.05,0.07,0.09,0.08,0.05,0.07,0.1,0.09,0.08,0.06,0.07,0.07,0.07,0.05,0.05,0.06,0.05,0.09,0.08,0.08,0.04,0.05,0.04,0.05,0.06,0.12,0.05,0.0,0.04,0.11,0.04,0.05,0.0,0.03,0.0,0.05,0.04,0.07,0.04,0.06,0.03,0.04,0.09,0.07,0.11,0.05,0.04,0.06,0.05,0.0,0.0,0.03,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.04,0.0,0.0,0.0,0.06,0.03,0.04,0.04,0.06,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.04,0.04,0.04,0.08,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85
09/22/2021,7.75,6.52,9.08,3.89,4.84,3.24,3.53,3.53,0.0,4.39,2.56,2.04,1.76,1.63,1.44,1.59,1.21,1.5,1.51,0.85,1.27,1.03,0.96,0.86,0.91,0.62,1.14,0.77,0.6,0.65,0.76,0.64,0.6,0.61,0.46,0.4,0.53,0.49,0.1,0.32,0.43,0.41,0.46,0.45,0.56,0.46,0.48,0.39,0.4,0.38,0.39,0.36,0.45,0.42,0.25,0.17,0.27,0.35,0.3,0.19,0.34,0.24,0.32,0.25,0.2,0.24,0.19,0.2,0.31,0.22,0.17,0.22,0.18,0.2,0.21,0.28,0.27,0.2,0.19,0.17,0.15,0.26,0.27,0.18,0.11,0.17,0.19,0.25,0.21,0.11,0.1,0.14,0.07,0.09,0.17,0.12,0.15,0.14,0.06,0.15,0.08,0.0,0.12,0.13,0.05,0.13,0.13,0.12,0.2,0.09,0.0,0.12,0.12,0.12,0.1,0.08,0.19,0.12,0.09,0.12,0.04,0.08,0.1,0.11,0.0,0.08,0.09,0.08,0.11,0.08,0.08,0.07,0.07,0.05,0.07,0.09,0.08,0.05,0.07,0.1,0.09,0.08,0.06,0.07,0.07,0.07,0.05,0.05,0.06,0.05,0.09,0.08,0.08,0.04,0.05,0.04,0.05,0.06,0.12,0.05,0.0,0.04,0.11,0.04,0.05,0.0,0.03,0.0,0.05,0.04,0.07,0.04,0.06,0.03,0.04,0.09,0.07,0.11,0.05,0.04,0.06,0.05,0.0,0.0,0.03,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.04,0.0,0.0,0.0,0.06,0.03,0.04,0.04,0.06,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.04,0.04,0.04,0.08,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85
09/23/2021,7.77,6.6,9.15,3.89,4.87,3.29,3.56,3.57,0.0,4.23,2.58,2.13,1.79,1.6,1.47,1.6,1.23,1.52,1.53,0.84,1.24,1.05,0.97,0.83,0.91,0.61,1.16,0.75,0.58,0.65,0.73,0.65,0.63,0.62,0.45,0.39,0.55,0.49,0.1,0.3,0.43,0.4,0.45,0.45,0.56,0.45,0.48,0.37,0.39,0.38,0.39,0.34,0.45,0.42,0.24,0.17,0.27,0.35,0.29,0.2,0.34,0.24,0.33,0.24,0.2,0.25,0.19,0.21,0.29,0.22,0.17,0.22,0.19,0.2,0.21,0.27,0.27,0.2,0.18,0.17,0.15,0.25,0.25,0.18,0.11,0.17,0.19,0.25,0.21,0.11,0.09,0.14,0.07,0.09,0.16,0.12,0.15,0.15,0.06,0.15,0.09,0.0,0.11,0.13,0.04,0.13,0.13,0.12,0.19,0.09,0.0,0.12,0.11,0.12,0.1,0.08,0.19,0.12,0.09,0.12,0.0,0.08,0.1,0.11,0.0,0.08,0.09,0.08,0.11,0.09,0.08,0.07,0.07,0.05,0.06,0.1,0.08,0.05,0.07,0.1,0.09,0.08,0.06,0.07,0.06,0.07,0.05,0.04,0.07,0.05,0.09,0.07,0.08,0.04,0.04,0.04,0.04,0.06,0.12,0.04,0.0,0.0,0.11,0.04,0.05,0.0,0.03,0.03,0.05,0.04,0.07,0.04,0.06,0.03,0.04,0.08,0.07,0.1,0.05,0.04,0.06,0.04,0.0,0.0,0.03,0.04,0.04,0.04,0.0,0.05,0.0,0.0,0.04,0.0,0.03,0.03,0.06,0.03,0.05,0.04,0.06,0.04,0.04,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.03,0.0,0.04,0.08,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.87
