,ENB.TO,KMI,WMB,TRP.TO,EPD,OKE,TRGP,LNG,ET,PPL.TO,NI,ATO,IPL.TO,KEY.TO,ALA.TO,NFG,MMP,MPLX,OGS,NJR,SWX,SR,ETRN,AM,GEI.TO,SJI,PAA,CPK,NFE,WES,ENLC,NWN,DCP,AROC,CQP,PSXP,PAGP,SUN,NS,SHLX,CEQP,GEL,HEP,USAC,ENBL,GLP,BPMP,HESM,RTLR,ALTM,PBFX,DKL,CAPL,SRLP,Oasis Midstream Partners LP Common Units Representing LP Interest,AGPXX,Canadian Dollar,OMP,Invesco Shrt-Trm Inv Gov&Agcy Instl,SAR.AX,n/a,DTM,KEY,TRP,ENB,GEI,ALA,PPL,SUM
11/19/2021,7.07,7.37,7.79,7.2,5.74,6.33,4.67,4.33,3.67,4.02,3.8,3.68,0.0,2.44,2.54,2.51,1.83,1.94,1.68,1.72,1.91,1.5,1.93,1.56,1.25,1.26,0.82,1.07,0.51,0.73,0.86,0.65,0.46,0.5,0.35,0.38,0.38,0.36,0.27,0.27,0.29,0.24,0.14,0.13,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.16,0.0,0.06,0.0,0.0,0.04,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/22/2021,7.07,7.37,7.79,7.2,5.74,6.33,4.67,4.33,3.67,4.02,3.8,3.68,0.0,2.44,2.54,2.51,1.83,1.94,1.68,1.72,1.91,1.5,1.93,1.56,1.25,1.26,0.82,1.07,0.51,0.73,0.86,0.65,0.46,0.5,0.35,0.38,0.38,0.36,0.27,0.27,0.29,0.24,0.14,0.13,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.16,0.0,0.06,0.0,0.0,0.04,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/23/2021,7.07,7.37,7.79,7.2,5.74,6.33,4.67,4.33,3.67,4.02,3.8,3.68,0.0,2.44,2.54,2.51,1.83,1.94,1.68,1.72,1.91,1.5,1.93,1.56,1.25,1.26,0.82,1.07,0.51,0.73,0.86,0.65,0.46,0.5,0.35,0.38,0.38,0.36,0.27,0.27,0.29,0.24,0.14,0.13,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.16,0.0,0.06,0.0,0.0,0.04,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/24/2021,7.15,7.28,7.7,7.13,5.6,6.32,4.67,4.5,3.59,4.12,3.91,3.78,0.0,2.45,2.57,2.52,1.76,1.92,1.7,1.73,1.94,1.49,1.95,1.55,1.28,1.28,0.8,1.09,0.5,0.72,0.83,0.65,0.44,0.48,0.35,0.35,0.36,0.38,0.28,0.26,0.29,0.24,0.14,0.13,0.12,0.11,0.11,0.1,0.08,0.09,0.05,0.07,0.06,0.02,0.0,0.2,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/25/2021,7.15,7.28,7.7,7.13,5.6,6.32,4.67,4.5,3.59,4.12,3.91,3.78,0.0,2.45,2.57,2.52,1.76,1.92,1.7,1.73,1.94,1.49,1.95,1.55,1.28,1.28,0.8,1.09,0.5,0.72,0.83,0.65,0.44,0.48,0.35,0.35,0.36,0.38,0.28,0.26,0.29,0.24,0.14,0.13,0.12,0.11,0.11,0.1,0.08,0.09,0.05,0.07,0.06,0.02,0.0,0.2,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/26/2021,7.15,7.28,7.7,7.13,5.6,6.32,4.67,4.5,3.59,4.12,3.91,3.78,0.0,2.45,2.57,2.52,1.76,1.92,1.7,1.73,1.94,1.49,1.95,1.55,1.28,1.28,0.8,1.09,0.5,0.72,0.83,0.65,0.44,0.48,0.35,0.35,0.36,0.38,0.28,0.26,0.29,0.24,0.14,0.13,0.12,0.11,0.11,0.1,0.08,0.09,0.05,0.07,0.06,0.02,0.0,0.2,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/29/2021,7.01,7.26,7.82,7.11,5.6,6.51,4.82,4.58,3.64,3.82,3.85,3.69,0.0,2.36,2.58,2.58,1.78,1.96,1.68,1.73,1.9,1.48,1.99,1.55,1.27,1.27,0.79,1.08,0.5,0.7,0.87,0.64,0.45,0.49,0.36,0.37,0.37,0.38,0.26,0.26,0.28,0.22,0.14,0.13,0.12,0.11,0.11,0.1,0.08,0.1,0.05,0.07,0.06,0.02,0.0,0.2,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/30/2021,7.01,7.26,7.82,7.11,5.6,6.51,4.82,4.58,3.64,3.82,3.85,3.69,0.0,2.36,2.58,2.58,1.78,1.96,1.68,1.73,1.9,1.48,1.99,1.55,1.27,1.27,0.79,1.08,0.5,0.7,0.87,0.64,0.45,0.49,0.36,0.37,0.37,0.38,0.26,0.26,0.28,0.22,0.14,0.13,0.12,0.11,0.11,0.1,0.08,0.1,0.05,0.07,0.06,0.02,0.0,0.2,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/01/2021,7.01,7.31,7.91,7.2,5.67,6.42,4.74,4.61,3.64,3.79,3.87,3.71,0.0,2.34,2.55,2.57,1.81,1.97,1.65,1.69,1.91,1.49,1.96,1.56,1.26,1.28,0.79,1.07,0.49,0.7,0.86,0.63,0.45,0.48,0.37,0.35,0.37,0.38,0.26,0.25,0.28,0.22,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.1,0.05,0.07,0.06,0.02,0.0,0.2,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/02/2021,7.01,7.31,7.91,7.2,5.67,6.42,4.74,4.61,3.64,3.79,3.87,3.71,0.0,2.34,2.55,2.57,1.81,1.97,1.65,1.69,1.91,1.49,1.96,1.56,1.26,1.28,0.79,1.07,0.49,0.7,0.86,0.63,0.45,0.48,0.37,0.35,0.37,0.38,0.26,0.25,0.28,0.22,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.1,0.05,0.07,0.06,0.02,0.0,0.2,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/06/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/07/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/08/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/09/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/10/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/13/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/14/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/15/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/16/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/17/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/20/2021,6.93,7.29,7.87,7.09,5.66,6.43,4.7,4.66,3.53,3.84,3.96,3.71,0.0,2.33,2.57,2.65,1.82,1.95,1.71,1.77,1.88,1.51,1.9,1.52,1.24,1.28,0.77,1.11,0.49,0.68,0.85,0.65,0.42,0.48,0.37,0.37,0.36,0.37,0.26,0.26,0.27,0.22,0.14,0.14,0.11,0.11,0.11,0.11,0.08,0.1,0.05,0.07,0.07,0.02,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/21/2021,6.85,7.33,7.48,6.99,5.55,6.29,4.56,4.49,3.65,3.81,4.23,4.03,0.0,2.32,2.72,2.77,1.77,1.88,1.91,1.87,1.97,1.58,1.88,1.47,1.22,1.36,0.75,1.15,0.44,0.69,0.79,0.7,0.41,0.48,0.35,0.37,0.34,0.36,0.25,0.25,0.27,0.2,0.13,0.14,0.0,0.11,0.11,0.11,0.08,0.09,0.05,0.07,0.06,0.01,0.0,0.37,0.0,0.06,0.0,0.0,0.03,0.78,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/22/2021,6.88,7.3,7.5,7.02,5.56,6.14,4.49,4.45,3.69,3.79,4.27,4.08,0.0,2.33,2.8,2.72,1.76,1.9,1.93,1.84,1.97,1.57,1.94,1.47,1.2,1.36,0.75,1.18,0.45,0.71,0.78,0.71,0.41,0.47,0.36,0.37,0.35,0.37,0.26,0.25,0.27,0.21,0.14,0.13,0.0,0.12,0.11,0.11,0.08,0.09,0.05,0.07,0.07,0.01,0.0,0.36,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.04
12/23/2021,6.88,7.3,7.5,7.02,5.56,6.14,4.49,4.45,3.69,3.79,4.27,4.08,0.0,2.33,2.8,2.72,1.76,1.9,1.93,1.84,1.97,1.57,1.94,1.47,1.2,1.36,0.75,1.18,0.45,0.71,0.78,0.71,0.41,0.47,0.36,0.37,0.35,0.37,0.26,0.25,0.27,0.21,0.14,0.13,0.0,0.12,0.11,0.11,0.08,0.09,0.05,0.07,0.07,0.01,0.0,0.36,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.04
12/24/2021,7.4,7.08,7.07,7.54,5.89,6.01,3.79,3.94,3.98,4.0,4.31,4.33,0.0,2.22,2.7,2.65,1.77,1.99,1.89,1.82,2.03,1.55,1.88,1.41,1.17,1.33,0.76,1.16,0.43,0.73,0.74,0.69,0.42,0.45,0.36,0.39,0.35,0.39,0.25,0.25,0.26,0.2,0.14,0.14,0.0,0.11,0.13,0.16,0.08,0.1,0.05,0.07,0.06,0.02,0.0,0.37,0.0,0.06,0.0,0.0,0.09,0.84,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/27/2021,7.42,7.12,7.05,7.6,5.97,6.04,3.88,3.98,3.9,4.01,4.22,4.38,0.0,2.23,2.7,2.64,1.74,1.99,1.84,1.79,1.98,1.52,1.88,1.42,1.19,1.33,0.77,1.14,0.47,0.74,0.77,0.68,0.43,0.46,0.36,0.39,0.35,0.39,0.26,0.25,0.27,0.21,0.14,0.14,0.0,0.11,0.14,0.16,0.08,0.1,0.05,0.07,0.06,0.01,0.0,0.3,0.0,0.06,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/28/2021,7.42,7.12,7.05,7.6,5.97,6.04,3.88,3.98,3.9,4.01,4.22,4.38,0.0,2.23,2.7,2.64,1.74,1.99,1.84,1.79,1.98,1.52,1.88,1.42,1.19,1.33,0.77,1.14,0.47,0.74,0.77,0.68,0.43,0.46,0.36,0.39,0.35,0.39,0.26,0.25,0.27,0.21,0.14,0.14,0.0,0.11,0.14,0.16,0.08,0.1,0.05,0.07,0.06,0.01,0.0,0.3,0.0,0.06,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/29/2021,7.46,7.11,7.06,7.63,5.96,6.03,3.85,3.97,3.88,4.01,4.19,4.38,0.0,2.22,2.72,2.63,1.74,2.0,1.85,1.78,1.97,1.52,1.89,1.42,1.18,1.32,0.77,1.14,0.48,0.75,0.77,0.68,0.43,0.46,0.37,0.39,0.35,0.4,0.26,0.24,0.27,0.21,0.14,0.14,0.0,0.11,0.14,0.16,0.08,0.09,0.05,0.07,0.06,0.01,0.0,0.3,0.0,0.06,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/30/2021,7.45,7.1,7.08,7.61,5.92,6.1,3.93,3.9,3.87,3.96,4.17,4.38,0.0,2.2,2.67,2.63,1.75,2.01,1.84,1.78,1.91,1.5,1.9,1.44,1.18,1.31,0.78,1.13,0.47,0.76,0.79,0.67,0.45,0.46,0.37,0.39,0.36,0.4,0.26,0.25,0.28,0.22,0.13,0.14,0.0,0.12,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.01,0.0,0.41,0.0,0.06,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/31/2021,7.43,7.13,7.07,7.61,5.94,6.11,3.92,3.92,3.86,3.96,4.22,4.36,0.0,2.2,2.67,2.64,1.74,1.99,1.83,1.77,1.9,1.51,1.87,1.43,1.18,1.3,0.77,1.13,0.46,0.76,0.79,0.67,0.46,0.46,0.37,0.4,0.36,0.4,0.26,0.25,0.28,0.21,0.13,0.15,0.0,0.11,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.01,0.0,0.41,0.0,0.06,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,99.95
01/03/2022,7.45,7.12,7.03,7.57,5.95,6.05,3.89,3.9,3.81,3.97,4.27,4.42,0.0,2.24,2.69,2.66,1.74,2.0,1.86,1.79,1.9,1.51,1.86,1.41,1.18,1.31,0.77,1.14,0.45,0.76,0.79,0.68,0.45,0.45,0.37,0.39,0.36,0.4,0.27,0.25,0.28,0.21,0.13,0.15,0.0,0.12,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.01,0.0,0.43,0.0,0.06,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/03/2022,7.52,7.12,7.02,7.42,5.97,6.03,3.86,3.83,3.82,3.96,4.25,4.41,0.0,2.22,2.7,2.63,1.75,2.0,1.87,1.78,1.9,1.51,1.85,1.42,1.17,1.34,0.79,1.16,0.46,0.77,0.8,0.68,0.45,0.45,0.37,0.4,0.36,0.41,0.27,0.25,0.29,0.21,0.14,0.15,0.0,0.12,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.01,0.0,0.44,0.0,0.06,0.0,0.0,0.1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/03/2022,7.52,7.12,7.02,7.42,5.97,6.03,3.86,3.83,3.82,3.96,4.25,4.41,0.0,2.22,2.7,2.63,1.75,2.0,1.87,1.78,1.9,1.51,1.85,1.42,1.17,1.34,0.79,1.16,0.46,0.77,0.8,0.68,0.45,0.45,0.37,0.4,0.36,0.41,0.27,0.25,0.29,0.21,0.14,0.15,0.0,0.12,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.01,0.0,0.44,0.0,0.06,0.0,0.0,0.1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/04/2022,7.52,7.12,7.02,7.42,5.97,6.03,3.86,3.83,3.82,3.96,4.25,4.41,0.0,2.22,2.7,2.63,1.75,2.0,1.87,1.78,1.9,1.51,1.85,1.42,1.17,1.34,0.79,1.16,0.46,0.77,0.8,0.68,0.45,0.45,0.37,0.4,0.36,0.41,0.27,0.25,0.29,0.21,0.14,0.15,0.0,0.12,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.01,0.0,0.44,0.0,0.06,0.0,0.0,0.1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/05/2022,7.52,7.12,7.02,7.42,5.97,6.03,3.86,3.83,3.82,3.96,4.25,4.41,0.0,2.22,2.7,2.63,1.75,2.0,1.87,1.78,1.9,1.51,1.85,1.42,1.17,1.34,0.79,1.16,0.46,0.77,0.8,0.68,0.45,0.45,0.37,0.4,0.36,0.41,0.27,0.25,0.29,0.21,0.14,0.15,0.0,0.12,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.01,0.0,0.44,0.0,0.06,0.0,0.0,0.1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/06/2022,7.52,7.12,7.02,7.42,5.97,6.03,3.86,3.83,3.82,3.96,4.25,4.41,0.0,2.22,2.7,2.63,1.75,2.0,1.87,1.78,1.9,1.51,1.85,1.42,1.17,1.34,0.79,1.16,0.46,0.77,0.8,0.68,0.45,0.45,0.37,0.4,0.36,0.41,0.27,0.25,0.29,0.21,0.14,0.15,0.0,0.12,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.01,0.0,0.44,0.0,0.06,0.0,0.0,0.1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/07/2022,7.39,7.28,7.05,7.36,6.16,6.17,3.98,3.86,4.07,3.91,4.16,4.37,0.0,2.19,2.61,2.61,1.8,2.05,1.83,1.72,1.83,1.48,1.83,1.44,1.17,1.32,0.82,1.11,0.47,0.8,0.83,0.67,0.47,0.47,0.38,0.42,0.37,0.41,0.29,0.27,0.29,0.23,0.15,0.15,0.0,0.12,0.14,0.16,0.09,0.09,0.05,0.06,0.06,0.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/10/2022,7.5,7.39,7.16,7.38,6.17,6.12,4.02,3.99,4.09,3.92,4.11,4.3,0.0,2.15,2.53,2.54,1.77,2.04,1.84,1.66,1.78,1.48,1.83,1.46,1.18,1.27,0.82,1.08,0.44,0.81,0.81,0.67,0.47,0.48,0.38,0.42,0.37,0.41,0.29,0.26,0.29,0.23,0.15,0.15,0.0,0.12,0.14,0.16,0.09,0.09,0.05,0.06,0.06,0.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,99.96
01/11/2022,7.5,7.39,7.16,7.38,6.17,6.12,4.02,3.99,4.09,3.92,4.11,4.3,0.0,2.15,2.53,2.54,1.77,2.04,1.84,1.66,1.78,1.48,1.83,1.46,1.18,1.27,0.82,1.08,0.44,0.81,0.81,0.67,0.47,0.48,0.38,0.42,0.37,0.41,0.29,0.26,0.29,0.23,0.15,0.15,0.0,0.12,0.14,0.16,0.09,0.09,0.05,0.06,0.06,0.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,99.96
01/12/2022,7.53,7.43,7.23,7.48,6.15,6.14,4.0,3.91,4.12,3.93,4.11,4.24,0.0,2.17,2.51,2.55,1.76,2.03,1.82,1.66,1.77,1.48,1.81,1.44,1.17,1.28,0.82,1.07,0.43,0.8,0.83,0.67,0.47,0.48,0.38,0.43,0.37,0.41,0.28,0.27,0.29,0.23,0.15,0.15,0.0,0.12,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/13/2022,7.58,7.52,7.24,7.57,6.21,6.0,3.92,3.9,4.08,3.91,4.1,4.25,0.0,2.18,2.56,2.47,1.77,2.02,1.83,1.65,1.77,1.48,1.84,1.44,1.15,1.27,0.83,1.06,0.42,0.8,0.84,0.66,0.46,0.48,0.39,0.44,0.37,0.41,0.28,0.27,0.29,0.23,0.15,0.15,0.0,0.12,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/14/2022,7.58,7.52,7.24,7.57,6.21,6.0,3.92,3.9,4.08,3.91,4.1,4.25,0.0,2.18,2.56,2.47,1.77,2.02,1.83,1.65,1.77,1.48,1.84,1.44,1.15,1.27,0.83,1.06,0.42,0.8,0.84,0.66,0.46,0.48,0.39,0.44,0.37,0.41,0.28,0.27,0.29,0.23,0.15,0.15,0.0,0.12,0.14,0.16,0.08,0.09,0.05,0.06,0.06,0.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/17/2022,7.62,7.43,7.34,7.67,6.15,5.96,4.02,3.99,4.14,3.97,4.1,4.2,0.0,2.15,2.59,2.42,1.77,2.02,1.8,1.58,1.68,1.44,1.84,1.46,1.18,1.23,0.85,1.02,0.42,0.79,0.85,0.64,0.46,0.48,0.39,0.45,0.38,0.42,0.27,0.27,0.29,0.22,0.14,0.15,0.0,0.12,0.15,0.16,0.08,0.09,0.05,0.06,0.07,0.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/18/2022,7.62,7.43,7.34,7.67,6.15,5.96,4.02,3.99,4.14,3.97,4.1,4.2,0.0,2.15,2.59,2.42,1.77,2.02,1.8,1.58,1.68,1.44,1.84,1.46,1.18,1.23,0.85,1.02,0.42,0.79,0.85,0.64,0.46,0.48,0.39,0.45,0.38,0.42,0.27,0.27,0.29,0.22,0.14,0.15,0.0,0.12,0.15,0.16,0.08,0.09,0.05,0.06,0.07,0.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/19/2022,7.62,7.43,7.34,7.67,6.15,5.96,4.02,3.99,4.14,3.97,4.1,4.2,0.0,2.15,2.59,2.42,1.77,2.02,1.8,1.58,1.68,1.44,1.84,1.46,1.18,1.23,0.85,1.02,0.42,0.79,0.85,0.64,0.46,0.48,0.39,0.45,0.38,0.42,0.27,0.27,0.29,0.22,0.14,0.15,0.0,0.12,0.15,0.16,0.08,0.09,0.05,0.06,0.07,0.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/20/2022,7.62,7.43,7.34,7.67,6.15,5.96,4.02,3.99,4.14,3.97,4.1,4.2,0.0,2.15,2.59,2.42,1.77,2.02,1.8,1.58,1.68,1.44,1.84,1.46,1.18,1.23,0.85,1.02,0.42,0.79,0.85,0.64,0.46,0.48,0.39,0.45,0.38,0.42,0.27,0.27,0.29,0.22,0.14,0.15,0.0,0.12,0.15,0.16,0.08,0.09,0.05,0.06,0.07,0.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/21/2022,7.54,7.5,7.38,7.48,6.15,6.0,4.03,3.97,4.17,3.95,4.07,4.17,0.0,2.11,2.54,2.45,1.79,2.01,1.81,1.59,1.67,1.44,1.9,1.47,1.17,1.24,0.87,1.02,0.42,0.81,0.85,0.65,0.45,0.49,0.39,0.45,0.39,0.41,0.28,0.27,0.29,0.21,0.14,0.15,0.0,0.12,0.15,0.17,0.08,0.09,0.05,0.06,0.07,0.02,0.0,0.13,0.0,0.06,0.0,0.0,0.02,0.84,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/24/2022,7.71,7.39,7.39,7.69,6.25,5.84,3.97,3.85,4.22,3.98,4.06,4.18,0.0,2.17,2.56,2.37,1.77,2.03,1.81,1.58,1.66,1.44,1.86,1.45,1.19,1.22,0.86,1.0,0.41,0.8,0.88,0.64,0.45,0.49,0.38,0.45,0.39,0.41,0.28,0.28,0.29,0.21,0.14,0.15,0.0,0.12,0.15,0.16,0.09,0.09,0.06,0.06,0.07,0.02,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,100.0
