,MSFT,AAPL,JNJ,FB,V,UNH,MA,NVDA,GOOG,ADBE,LLY,WMT,ACN,MRK,GOOGL,INTC,CSCO,TXN,PYPL,TGT,JPM,BRK.B,VZ,COST,T,BAC,REGN,AMGN,AMZN,PEP,TMUS,ADP,KR,PG,PAYX,INTU,LMT,NEE,CMCSA,PSA,GILD,HSY,WM,BLK,HD,ORCL,PFE,C,DIS,AMAT,MDT,DHR,MMM,WFC,ZTS,MCD,NEM,RSG,EA,PGR,AON,VRTX,WCN.TO,DUK,XOM,ATVI,TYL,SO,APH,MSI,LRCX,ALL,ISRG,XEL,CVX,MMC,ANTM,ED,KEYS,SBUX,ODFL,CVS,HRL,TTWO,GNRC,IBM,FISV,CTSH,ITW,BIIB,EXPD,DG,CME,CHRW,GM,AJG,JKHY,IDXX,ICE,MDLZ,CCI,CTXS,FIS,SHW,STATE STREET INSTITUTIONAL LIQ STATE STR,CLX,GS,EBAY,HON,NKE,EW,WEC,EMR,CHTR,ILMN,AKAM,ZM,AZO,BMY,MCO,ABT,BAX,TROW,AVGO,ADSK,KLAC,GRMN,CHD,AEP,BR,F,MS,BKI,D,COO,LBRDK,AFL,ALGN,CI,RTX,WU,VEEV,EPAM,MRNA,FTNT,BRO,MU,LULU,DE,EXR,PM,ALXN,NWSA,A,K,PNC,UPS,CL,TFC,BDX,ORLY,HZNP,CMI,USB,ROK,BIO,WST,APD,AMT,MNST,CDNS,TRV,DHI,KMB,MCK,ABBV,BBY,NFLX,COF,INCY,PTON,XLNX,LIN,SWKS,KO,MPC,VRSN,CB,CTAS,RMD,AMP,TMO,GE,HUM,ANET,FAST,DLTR,SAM,VRSK,COP,CBOE,State Street Instl Liquid Reserves Prem,SIVB,ES,ZS,CPRT,NET,MO,GEN.,UHAL,GE.,MET,n/a,LOW,SSIXX,WBA,EXC,AIG,SUM
08/13/2021,3.12,2.95,2.3,2.25,1.91,1.82,1.65,1.61,1.77,1.64,1.51,1.39,1.34,1.22,1.33,1.13,1.23,1.07,0.99,0.95,0.87,0.87,0.81,0.83,0.71,0.72,0.74,0.64,0.57,0.63,0.59,0.61,0.64,0.59,0.58,0.57,0.51,0.57,0.54,0.54,0.54,0.53,0.53,0.52,0.53,0.54,0.61,0.52,0.49,0.49,0.47,0.52,0.47,0.52,0.46,0.45,0.41,0.46,0.42,0.43,0.48,0.42,0.44,0.45,0.39,0.35,0.39,0.4,0.39,0.37,0.35,0.36,0.36,0.35,0.32,0.33,0.3,0.32,0.33,0.3,0.32,0.31,0.28,0.27,0.28,0.29,0.29,0.29,0.28,0.26,0.26,0.29,0.26,0.25,0.24,0.26,0.27,0.26,0.26,0.25,0.24,0.21,0.22,0.26,0.0,0.21,0.26,0.22,0.23,0.24,0.23,0.23,0.23,0.23,0.23,0.21,0.19,0.22,0.21,0.21,0.21,0.18,0.21,0.2,0.22,0.21,0.22,0.19,0.2,0.2,0.18,0.21,0.18,0.19,0.18,0.19,0.19,0.2,0.15,0.17,0.17,0.17,0.19,0.33,0.2,0.17,0.15,0.17,0.17,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.14,0.16,0.14,0.15,0.16,0.14,0.15,0.16,0.17,0.17,0.14,0.14,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.0,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.09
08/16/2021,3.15,3.0,2.31,2.26,1.85,1.79,1.62,1.6,1.76,1.67,1.47,1.39,1.34,1.23,1.33,1.12,1.24,1.05,0.98,0.94,0.88,0.87,0.81,0.84,0.71,0.73,0.73,0.63,0.57,0.63,0.59,0.6,0.64,0.59,0.58,0.57,0.5,0.59,0.54,0.54,0.55,0.53,0.54,0.52,0.53,0.54,0.6,0.53,0.5,0.45,0.48,0.53,0.47,0.54,0.46,0.46,0.41,0.47,0.43,0.43,0.5,0.41,0.45,0.45,0.39,0.36,0.38,0.4,0.39,0.37,0.33,0.36,0.36,0.35,0.32,0.33,0.29,0.32,0.32,0.3,0.33,0.31,0.28,0.27,0.28,0.29,0.29,0.31,0.28,0.26,0.26,0.29,0.26,0.26,0.25,0.26,0.27,0.26,0.25,0.25,0.24,0.22,0.22,0.26,0.0,0.22,0.26,0.23,0.23,0.24,0.23,0.23,0.24,0.23,0.23,0.21,0.19,0.22,0.2,0.21,0.21,0.18,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.2,0.18,0.21,0.18,0.19,0.2,0.19,0.19,0.2,0.15,0.17,0.16,0.17,0.19,0.28,0.2,0.17,0.14,0.18,0.17,0.16,0.16,0.0,0.14,0.16,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.17,0.17,0.14,0.14,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.15,0.0,0.12,0.13,0.13,0.12,0.13,0.13,0.0,0.14,0.13,0.14,0.13,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,86.1
08/17/2021,3.17,3.0,2.32,2.25,1.85,1.8,1.62,1.62,1.76,1.67,1.47,1.39,1.34,1.24,1.33,1.12,1.24,1.06,0.98,0.94,0.87,0.86,0.81,0.84,0.71,0.72,0.74,0.64,0.56,0.63,0.59,0.6,0.64,0.59,0.58,0.57,0.5,0.59,0.54,0.54,0.55,0.53,0.54,0.52,0.52,0.54,0.61,0.52,0.5,0.46,0.48,0.53,0.47,0.53,0.47,0.46,0.41,0.47,0.42,0.42,0.5,0.41,0.45,0.45,0.38,0.36,0.38,0.4,0.39,0.37,0.33,0.36,0.36,0.35,0.32,0.34,0.29,0.32,0.33,0.3,0.33,0.31,0.28,0.27,0.28,0.29,0.29,0.31,0.28,0.26,0.26,0.29,0.26,0.26,0.24,0.26,0.27,0.26,0.25,0.25,0.24,0.22,0.22,0.27,0.0,0.22,0.26,0.24,0.23,0.24,0.23,0.23,0.23,0.23,0.23,0.21,0.18,0.22,0.21,0.21,0.21,0.18,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.2,0.17,0.21,0.18,0.19,0.19,0.19,0.19,0.2,0.15,0.17,0.16,0.17,0.19,0.28,0.2,0.17,0.14,0.17,0.17,0.16,0.16,0.0,0.14,0.16,0.16,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.17,0.17,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.15,0.0,0.0,0.13,0.13,0.12,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.11,0.0,0.11,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,86.11999999999999
08/18/2021,3.17,3.0,2.32,2.25,1.85,1.8,1.62,1.62,1.76,1.67,1.47,1.39,1.34,1.24,1.33,1.12,1.24,1.06,0.98,0.94,0.87,0.86,0.81,0.84,0.71,0.72,0.74,0.64,0.56,0.63,0.59,0.6,0.64,0.59,0.58,0.57,0.5,0.59,0.54,0.54,0.55,0.53,0.54,0.52,0.52,0.54,0.61,0.52,0.5,0.46,0.48,0.53,0.47,0.53,0.47,0.46,0.41,0.47,0.42,0.42,0.5,0.41,0.45,0.45,0.38,0.36,0.38,0.4,0.39,0.37,0.33,0.36,0.36,0.35,0.32,0.34,0.29,0.32,0.33,0.3,0.33,0.31,0.28,0.27,0.28,0.29,0.29,0.31,0.28,0.26,0.26,0.29,0.26,0.26,0.24,0.26,0.27,0.26,0.25,0.25,0.24,0.22,0.22,0.27,0.0,0.22,0.26,0.24,0.23,0.24,0.23,0.23,0.23,0.23,0.23,0.21,0.18,0.22,0.21,0.21,0.21,0.18,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.2,0.17,0.21,0.18,0.19,0.19,0.19,0.19,0.2,0.15,0.17,0.16,0.17,0.19,0.28,0.2,0.17,0.14,0.17,0.17,0.16,0.16,0.0,0.14,0.16,0.16,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.17,0.17,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.15,0.0,0.0,0.13,0.13,0.12,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.11,0.0,0.11,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,86.11999999999999
08/19/2021,3.18,3.02,2.33,2.26,1.86,1.83,1.61,1.59,1.76,1.66,1.49,1.4,1.36,1.25,1.33,1.11,1.23,1.06,0.99,0.94,0.86,0.86,0.81,0.84,0.71,0.71,0.74,0.64,0.56,0.64,0.57,0.6,0.64,0.59,0.58,0.57,0.5,0.59,0.54,0.54,0.55,0.53,0.54,0.52,0.53,0.54,0.61,0.51,0.49,0.46,0.48,0.53,0.47,0.51,0.47,0.46,0.41,0.47,0.43,0.43,0.5,0.4,0.44,0.45,0.38,0.35,0.38,0.4,0.39,0.37,0.33,0.36,0.37,0.35,0.31,0.34,0.3,0.32,0.32,0.3,0.33,0.31,0.28,0.27,0.27,0.29,0.29,0.31,0.29,0.26,0.26,0.29,0.26,0.26,0.24,0.26,0.27,0.26,0.25,0.25,0.24,0.22,0.22,0.27,0.0,0.22,0.25,0.25,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.21,0.18,0.22,0.21,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.19,0.19,0.2,0.15,0.17,0.16,0.16,0.2,0.27,0.2,0.17,0.14,0.17,0.17,0.16,0.16,0.0,0.14,0.16,0.16,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.17,0.17,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.15,0.0,0.0,0.12,0.13,0.12,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,86.15
08/20/2021,3.18,3.02,2.36,2.22,1.86,1.86,1.62,1.56,1.74,1.67,1.52,1.4,1.37,1.27,1.32,1.1,1.23,1.04,0.97,0.91,0.86,0.86,0.81,0.85,0.71,0.71,0.77,0.64,0.56,0.64,0.57,0.6,0.68,0.59,0.58,0.57,0.51,0.59,0.55,0.55,0.56,0.54,0.55,0.51,0.51,0.54,0.63,0.51,0.49,0.45,0.49,0.54,0.47,0.51,0.48,0.46,0.41,0.47,0.43,0.42,0.51,0.42,0.45,0.45,0.37,0.35,0.38,0.4,0.39,0.37,0.33,0.36,0.37,0.35,0.31,0.34,0.3,0.32,0.32,0.3,0.33,0.32,0.29,0.27,0.26,0.29,0.29,0.31,0.28,0.27,0.26,0.28,0.26,0.26,0.23,0.26,0.28,0.26,0.25,0.26,0.24,0.22,0.22,0.27,0.0,0.22,0.25,0.24,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.21,0.18,0.22,0.21,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.19,0.19,0.19,0.15,0.17,0.16,0.17,0.2,0.29,0.2,0.17,0.14,0.17,0.17,0.16,0.16,0.0,0.14,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.16,0.17,0.17,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.12,0.14,0.11,0.12,0.12,0.13,0.12,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,86.28
08/23/2021,3.24,2.97,2.37,2.22,1.86,1.9,1.61,1.6,1.75,1.69,1.51,1.41,1.37,1.28,1.32,1.1,1.27,1.04,0.97,0.89,0.85,0.86,0.81,0.86,0.7,0.7,0.79,0.63,0.55,0.65,0.58,0.59,0.69,0.6,0.58,0.58,0.5,0.6,0.55,0.56,0.56,0.54,0.55,0.51,0.51,0.53,0.62,0.5,0.48,0.46,0.48,0.54,0.46,0.5,0.48,0.46,0.4,0.48,0.43,0.43,0.5,0.42,0.45,0.45,0.36,0.36,0.38,0.41,0.4,0.38,0.33,0.36,0.39,0.36,0.29,0.34,0.3,0.32,0.33,0.3,0.33,0.31,0.29,0.27,0.26,0.28,0.3,0.31,0.28,0.26,0.26,0.28,0.25,0.25,0.22,0.26,0.28,0.26,0.25,0.26,0.25,0.22,0.21,0.27,0.0,0.22,0.25,0.24,0.23,0.23,0.25,0.24,0.23,0.23,0.21,0.2,0.17,0.22,0.21,0.2,0.21,0.19,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.2,0.16,0.21,0.17,0.19,0.2,0.19,0.19,0.19,0.15,0.17,0.16,0.17,0.2,0.27,0.2,0.18,0.14,0.17,0.16,0.16,0.16,0.0,0.13,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.17,0.17,0.13,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.11,0.0,0.13,0.14,0.12,0.13,0.11,0.11,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,86.33000000000001
08/24/2021,3.3,2.98,2.36,2.23,1.84,1.89,1.58,1.67,1.76,1.7,1.51,1.41,1.38,1.27,1.33,1.08,1.28,1.04,0.97,0.91,0.84,0.85,0.8,0.86,0.69,0.7,0.79,0.62,0.55,0.64,0.58,0.59,0.7,0.59,0.57,0.58,0.5,0.61,0.55,0.56,0.56,0.53,0.55,0.52,0.52,0.53,0.61,0.5,0.49,0.45,0.48,0.54,0.45,0.5,0.48,0.46,0.39,0.48,0.43,0.43,0.5,0.42,0.45,0.45,0.36,0.35,0.38,0.41,0.39,0.38,0.32,0.36,0.38,0.36,0.29,0.34,0.3,0.32,0.33,0.3,0.33,0.31,0.28,0.27,0.27,0.28,0.3,0.31,0.28,0.26,0.26,0.28,0.25,0.25,0.22,0.26,0.27,0.26,0.25,0.25,0.25,0.22,0.21,0.27,0.0,0.22,0.25,0.24,0.23,0.23,0.25,0.24,0.23,0.23,0.22,0.2,0.17,0.22,0.21,0.2,0.21,0.18,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.2,0.16,0.21,0.17,0.2,0.2,0.19,0.19,0.19,0.15,0.17,0.16,0.17,0.2,0.27,0.2,0.18,0.14,0.17,0.16,0.16,0.16,0.0,0.13,0.17,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.17,0.17,0.13,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.11,0.0,0.13,0.14,0.12,0.13,0.11,0.0,0.14,0.13,0.14,0.13,0.13,0.0,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,86.32
08/25/2021,3.3,2.98,2.36,2.23,1.84,1.89,1.58,1.67,1.76,1.7,1.51,1.41,1.38,1.27,1.33,1.08,1.28,1.04,0.97,0.91,0.84,0.85,0.8,0.86,0.69,0.7,0.79,0.62,0.55,0.64,0.58,0.59,0.7,0.59,0.57,0.58,0.5,0.61,0.55,0.56,0.56,0.53,0.55,0.52,0.52,0.53,0.61,0.5,0.49,0.45,0.48,0.54,0.45,0.5,0.48,0.46,0.39,0.48,0.43,0.43,0.5,0.42,0.45,0.45,0.36,0.35,0.38,0.41,0.39,0.38,0.32,0.36,0.38,0.36,0.29,0.34,0.3,0.32,0.33,0.3,0.33,0.31,0.28,0.27,0.27,0.28,0.3,0.31,0.28,0.26,0.26,0.28,0.25,0.25,0.22,0.26,0.27,0.26,0.25,0.25,0.25,0.22,0.21,0.27,0.0,0.22,0.25,0.24,0.23,0.23,0.25,0.24,0.23,0.23,0.22,0.2,0.17,0.22,0.21,0.2,0.21,0.18,0.21,0.2,0.22,0.2,0.22,0.19,0.2,0.2,0.16,0.21,0.17,0.2,0.2,0.19,0.19,0.19,0.15,0.17,0.16,0.17,0.2,0.27,0.2,0.18,0.14,0.17,0.16,0.16,0.16,0.0,0.13,0.17,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.17,0.17,0.13,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.11,0.0,0.13,0.14,0.12,0.13,0.11,0.0,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,86.32
08/26/2021,3.04,2.85,2.24,2.23,1.93,1.82,1.69,1.67,1.65,1.59,1.32,1.36,1.27,1.3,1.22,1.21,1.21,1.12,1.08,0.9,0.88,0.86,0.84,0.77,0.75,0.74,0.69,0.7,0.61,0.62,0.61,0.57,0.59,0.57,0.55,0.54,0.55,0.53,0.54,0.53,0.55,0.53,0.52,0.51,0.52,0.48,0.51,0.52,0.5,0.52,0.48,0.46,0.48,0.49,0.45,0.46,0.46,0.44,0.45,0.45,0.45,0.44,0.43,0.43,0.44,0.42,0.38,0.38,0.38,0.36,0.38,0.36,0.34,0.35,0.34,0.32,0.31,0.31,0.31,0.3,0.31,0.31,0.3,0.31,0.28,0.31,0.29,0.29,0.28,0.28,0.27,0.27,0.28,0.27,0.27,0.26,0.26,0.25,0.26,0.26,0.25,0.26,0.24,0.24,0.0,0.24,0.24,0.24,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.19,0.2,0.2,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,85.56
08/27/2021,3.26,2.99,2.29,2.26,1.85,1.85,1.6,1.74,1.8,1.72,1.45,1.38,1.37,1.25,1.36,1.12,1.3,1.05,0.99,0.89,0.85,0.85,0.79,0.84,0.69,0.71,0.79,0.62,0.56,0.63,0.58,0.58,0.68,0.58,0.57,0.59,0.5,0.59,0.54,0.54,0.55,0.52,0.55,0.52,0.51,0.53,0.6,0.51,0.49,0.46,0.49,0.53,0.45,0.5,0.47,0.46,0.4,0.48,0.43,0.42,0.5,0.42,0.44,0.44,0.37,0.35,0.38,0.4,0.4,0.38,0.33,0.36,0.38,0.34,0.3,0.34,0.3,0.31,0.34,0.3,0.33,0.3,0.28,0.27,0.28,0.28,0.31,0.31,0.28,0.27,0.26,0.28,0.25,0.25,0.22,0.26,0.27,0.26,0.25,0.25,0.24,0.22,0.21,0.26,0.0,0.21,0.25,0.24,0.23,0.23,0.24,0.23,0.23,0.23,0.21,0.2,0.18,0.22,0.21,0.2,0.21,0.18,0.21,0.2,0.23,0.2,0.23,0.18,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.19,0.19,0.2,0.15,0.17,0.16,0.17,0.2,0.28,0.2,0.18,0.14,0.17,0.16,0.16,0.16,0.0,0.13,0.17,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.14,0.15,0.16,0.17,0.17,0.13,0.14,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.11,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,86.21000000000001
08/30/2021,3.24,2.96,2.28,2.26,1.83,1.83,1.57,1.77,1.8,1.71,1.45,1.37,1.38,1.23,1.36,1.11,1.3,1.05,0.98,0.89,0.88,0.85,0.79,0.84,0.68,0.73,0.79,0.61,0.57,0.62,0.56,0.58,0.67,0.58,0.56,0.59,0.51,0.59,0.54,0.54,0.55,0.52,0.55,0.53,0.51,0.53,0.6,0.52,0.49,0.46,0.5,0.53,0.46,0.51,0.47,0.46,0.4,0.48,0.43,0.42,0.51,0.42,0.45,0.44,0.37,0.34,0.38,0.4,0.4,0.39,0.33,0.36,0.38,0.35,0.3,0.34,0.29,0.31,0.34,0.3,0.33,0.3,0.27,0.27,0.28,0.28,0.31,0.31,0.28,0.26,0.26,0.27,0.25,0.25,0.22,0.26,0.27,0.26,0.25,0.25,0.24,0.21,0.21,0.26,0.0,0.21,0.26,0.25,0.23,0.23,0.24,0.23,0.24,0.23,0.21,0.2,0.18,0.21,0.2,0.2,0.21,0.18,0.21,0.2,0.21,0.21,0.23,0.18,0.2,0.19,0.17,0.21,0.17,0.19,0.2,0.19,0.19,0.2,0.15,0.17,0.16,0.17,0.2,0.29,0.2,0.18,0.14,0.17,0.17,0.17,0.16,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.17,0.17,0.13,0.14,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.11,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.13,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,86.16999999999999
08/31/2021,3.22,2.96,2.26,2.29,1.84,1.83,1.58,1.81,1.83,1.72,1.43,1.35,1.38,1.22,1.38,1.11,1.29,1.06,0.99,0.89,0.88,0.85,0.79,0.84,0.68,0.73,0.78,0.61,0.57,0.62,0.56,0.58,0.67,0.58,0.57,0.6,0.5,0.58,0.54,0.54,0.54,0.51,0.55,0.53,0.51,0.53,0.58,0.52,0.49,0.47,0.49,0.53,0.45,0.52,0.47,0.45,0.4,0.48,0.43,0.42,0.51,0.42,0.45,0.44,0.37,0.35,0.38,0.4,0.4,0.38,0.34,0.36,0.37,0.35,0.3,0.34,0.29,0.31,0.34,0.3,0.34,0.3,0.27,0.26,0.29,0.28,0.3,0.31,0.28,0.26,0.26,0.27,0.25,0.25,0.22,0.26,0.27,0.25,0.25,0.25,0.23,0.21,0.21,0.26,0.0,0.21,0.26,0.25,0.23,0.23,0.24,0.23,0.23,0.24,0.21,0.2,0.18,0.21,0.2,0.21,0.21,0.18,0.22,0.21,0.21,0.21,0.23,0.18,0.2,0.2,0.17,0.22,0.17,0.19,0.2,0.19,0.19,0.2,0.15,0.17,0.16,0.17,0.2,0.27,0.21,0.18,0.14,0.17,0.17,0.17,0.16,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.17,0.17,0.13,0.14,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.11,0.0,0.13,0.13,0.12,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.13,0.0,0.12,0.11,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,86.19
09/01/2021,3.23,2.97,2.26,2.3,1.84,1.83,1.58,1.81,1.83,1.72,1.43,1.35,1.38,1.23,1.38,1.12,1.29,1.06,0.99,0.89,0.88,0.85,0.79,0.84,0.68,0.73,0.79,0.62,0.57,0.62,0.56,0.58,0.67,0.58,0.57,0.6,0.5,0.58,0.54,0.54,0.54,0.51,0.55,0.53,0.51,0.53,0.58,0.52,0.49,0.48,0.49,0.53,0.45,0.52,0.47,0.45,0.4,0.48,0.43,0.43,0.51,0.42,0.45,0.44,0.37,0.35,0.38,0.4,0.4,0.38,0.34,0.36,0.37,0.35,0.3,0.34,0.29,0.31,0.34,0.3,0.34,0.3,0.27,0.27,0.29,0.28,0.3,0.31,0.28,0.26,0.26,0.27,0.25,0.25,0.22,0.26,0.27,0.25,0.25,0.25,0.23,0.21,0.21,0.26,0.0,0.21,0.26,0.25,0.23,0.23,0.24,0.23,0.23,0.24,0.21,0.2,0.18,0.21,0.2,0.21,0.21,0.18,0.22,0.21,0.21,0.21,0.23,0.18,0.2,0.2,0.17,0.22,0.17,0.19,0.2,0.19,0.19,0.2,0.15,0.17,0.16,0.17,0.2,0.27,0.21,0.18,0.14,0.17,0.17,0.17,0.16,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.17,0.17,0.13,0.14,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.11,0.0,0.14,0.13,0.12,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.13,0.0,0.12,0.11,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,86.3
