,6969.HK,EQT.ST,1024.HK,ALE.WA,1821.HK,6186.HK,FDJ.PA,1876.HK,THG.L,TMV.DE,352820.KS,INPST.AS,9926.HK,4478.T,ROO.L,JDEP.AS,AG1.DE,3759,ALLFG.AS,RDOR3.SA,DOCS.L,326030.KS,6110.HK,6078.HK,SAVE.ST,3347,9922.HK,SWON.SW,909.HK,873.HK,SBICARD.NS,SCGP.BK,2500.HK,9969.HK,VTWR.DE,1209.HK,GLAND.NS,6618.HK,VRLA.PA,CMIN3.SA,1691.HK,MRDIY.KL,8TRA.DE,SUSE.DE,FIXP.L,9992.HK,SYAB.DE,CTPNV.AS,STGT.BK,9995.HK,AAF.L,CXSE3.SA,AWC.BK,6993.HK,9666.HK,6049.HK,NEOE3.SA,Cash/Other,361610.KS,6127,9959.HK,2160.HK,9989,2160,n/a,361610.KQ,6127.HK,9989.HK,EQT,6969,ALE,THG,1821,6186,FDJ,1876,TMV,INPST,A352820,ROO,SAVE,ALLFG,SWON,JDEP,RDOR3,AG1,DOCS,SBICARD,4478,SCGP,VTWR,A326030,9926,GLAND,6110,9922,VRLA,909,MRDIY,1209,873,9969,6078,FIXP,CMIN3,8TRA,1691,CTPNV,SUSE,SYAB,2500,AAF,9992,STGT,1024,9995,AWC,6049,CXSE3,A361610,NEOE3,6993,9666,6618,9959,9434.T,3690.HK,6862.HK,NEXI.MI,KBX.DE,ADE.OL,LSPD.TO,3692.HK,1801.HK,OR.BK,SIGN.SW,2359,ANA.MC,NVEI.TO,WISE.L,BUKA.JK,CRC.BK,6666.HK,1516.HK,1772,SHUR.BR,6185,YOU.DE,MONDE.PM,DARK.L,BPT.L,1787,PCO.WA,1877,CNVRG.PM,6806,SUM
11/15/2021,1.62,3.43,4.13,0.84,1.26,0.82,0.92,0.93,0.57,0.51,0.0,0.69,0.54,0.54,0.49,0.52,0.7,0.56,0.94,0.0,0.53,0.0,0.45,0.43,0.74,0.44,0.31,0.49,0.4,0.25,0.0,0.48,0.0,0.31,0.48,0.64,0.0,1.48,0.41,0.0,0.25,0.0,2.74,0.34,0.33,0.7,0.28,0.27,0.17,0.21,1.35,0.0,0.21,0.16,0.16,0.17,0.0,0.0,0.0,0.09,0.08,0.0,0.04,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.12,12.04,3.22,3.78,3.65,3.77,1.98,2.8,2.91,2.04,1.92,1.62,2.06,1.39,1.04,1.11,1.37,1.26,1.39,1.09,1.14,0.57,0.74,0.43,0.31,0.4,0.35,0.27,0.25,0.24,0.14,100.05
11/16/2021,1.62,3.43,4.13,0.84,1.26,0.82,0.92,0.93,0.57,0.51,0.0,0.69,0.54,0.54,0.49,0.52,0.7,0.56,0.94,0.0,0.53,0.0,0.45,0.43,0.74,0.44,0.31,0.49,0.4,0.25,0.0,0.48,0.0,0.31,0.48,0.64,0.0,1.48,0.41,0.0,0.25,0.0,2.74,0.34,0.33,0.7,0.28,0.27,0.17,0.21,1.35,0.0,0.21,0.16,0.16,0.17,0.0,0.0,0.0,0.09,0.08,0.0,0.04,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.12,12.04,3.22,3.78,3.65,3.77,1.98,2.8,2.91,2.04,1.92,1.62,2.06,1.39,1.04,1.11,1.37,1.26,1.39,1.09,1.14,0.57,0.74,0.43,0.31,0.4,0.35,0.27,0.25,0.24,0.14,100.05
11/17/2021,1.84,3.49,4.12,0.8,1.24,0.82,0.9,0.94,0.55,0.5,0.0,0.68,0.56,0.56,0.51,0.54,0.68,0.56,0.9,0.0,0.54,0.0,0.44,0.43,0.76,0.43,0.3,0.49,0.41,0.25,0.0,0.48,0.0,0.31,0.48,0.63,0.0,1.46,0.41,0.0,0.26,0.0,2.77,0.32,0.31,0.68,0.28,0.27,0.18,0.21,1.4,0.0,0.21,0.16,0.16,0.17,0.0,0.0,0.0,0.09,0.07,0.0,0.04,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21,12.28,2.91,3.82,3.48,3.59,2.05,2.87,2.89,2.01,1.94,1.6,2.05,1.39,1.0,1.1,1.38,1.24,1.36,1.09,1.17,0.56,0.84,0.44,0.29,0.39,0.35,0.26,0.25,0.24,0.13,100.01
11/18/2021,1.9,3.51,4.08,0.81,1.25,0.81,0.9,0.95,0.56,0.5,0.0,0.69,0.59,0.53,0.51,0.52,0.72,0.56,0.87,0.0,0.55,0.0,0.45,0.46,0.75,0.42,0.3,0.48,0.4,0.24,0.0,0.48,0.0,0.32,0.47,0.61,0.0,1.44,0.4,0.0,0.26,0.0,2.78,0.31,0.31,0.73,0.28,0.26,0.18,0.22,1.41,0.0,0.21,0.16,0.15,0.17,0.0,0.0,0.0,0.09,0.07,0.0,0.04,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23,12.27,2.88,3.77,3.53,3.66,2.04,2.84,2.92,2.02,1.93,1.63,2.06,1.43,1.0,1.09,1.38,1.25,1.14,1.06,1.16,0.58,0.87,0.45,0.29,0.39,0.35,0.26,0.26,0.24,0.13,100.01
11/19/2021,1.88,3.46,4.15,0.84,1.24,0.81,0.87,0.95,0.51,0.51,0.0,0.68,0.61,0.51,0.5,0.51,0.69,0.58,0.86,0.0,0.55,0.0,0.45,0.48,0.74,0.46,0.31,0.47,0.4,0.24,0.0,0.48,0.0,0.33,0.48,0.63,0.0,1.43,0.4,0.0,0.29,0.0,2.77,0.32,0.3,0.71,0.29,0.26,0.18,0.22,1.4,0.0,0.21,0.16,0.15,0.2,0.0,0.0,0.0,0.1,0.08,0.0,0.04,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15,12.47,3.02,3.67,3.43,3.58,2.0,2.89,3.01,2.0,1.89,1.68,2.04,1.45,0.94,1.02,1.37,1.28,1.18,1.06,1.15,0.6,0.87,0.45,0.27,0.4,0.35,0.26,0.26,0.24,0.13,100.04
11/22/2021,1.92,3.49,4.15,0.82,1.24,0.82,0.87,0.96,0.52,0.5,0.0,0.59,0.63,0.51,0.5,0.51,0.71,0.59,0.86,0.0,0.55,0.0,0.45,0.47,0.74,0.47,0.31,0.46,0.39,0.24,0.0,0.48,0.0,0.34,0.47,0.61,0.0,1.47,0.4,0.0,0.29,0.0,2.75,0.33,0.3,0.69,0.3,0.26,0.17,0.23,1.41,0.0,0.21,0.17,0.14,0.2,0.0,0.0,0.0,0.11,0.08,0.0,0.04,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,12.33,2.94,3.53,3.52,3.56,1.97,2.9,3.06,1.99,1.91,1.7,2.03,1.42,0.93,1.05,1.38,1.26,1.14,1.12,1.13,0.59,0.91,0.46,0.28,0.37,0.35,0.26,0.26,0.23,0.13,100.02
11/23/2021,1.92,3.49,4.15,0.82,1.24,0.82,0.87,0.96,0.52,0.5,0.0,0.59,0.63,0.51,0.5,0.51,0.71,0.59,0.86,0.0,0.55,0.0,0.45,0.47,0.74,0.47,0.31,0.46,0.39,0.24,0.0,0.48,0.0,0.34,0.47,0.61,0.0,1.47,0.4,0.0,0.29,0.0,2.75,0.33,0.3,0.69,0.3,0.26,0.17,0.23,1.41,0.0,0.21,0.17,0.14,0.2,0.0,0.0,0.0,0.11,0.08,0.0,0.04,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,12.33,2.94,3.53,3.52,3.56,1.97,2.9,3.06,1.99,1.91,1.7,2.03,1.42,0.93,1.05,1.38,1.26,1.14,1.12,1.13,0.59,0.91,0.46,0.28,0.37,0.35,0.26,0.26,0.23,0.13,100.02
11/24/2021,1.87,3.57,4.02,0.88,1.31,0.84,0.89,0.94,0.56,0.49,0.0,0.55,0.66,0.49,0.53,0.51,0.68,0.57,0.87,0.0,0.55,0.0,0.46,0.46,0.75,0.44,0.31,0.47,0.38,0.23,0.0,0.49,0.0,0.35,0.5,0.63,0.0,1.47,0.39,0.0,0.3,0.0,2.73,0.34,0.3,0.68,0.31,0.27,0.17,0.23,1.36,0.0,0.21,0.17,0.14,0.2,0.0,0.0,0.0,0.11,0.07,0.0,0.04,0.0,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.69,12.07,2.88,3.54,3.51,3.61,1.73,2.78,3.13,2.05,1.95,1.65,2.04,1.32,0.96,1.08,1.38,1.26,1.15,1.14,1.19,0.58,0.99,0.47,0.27,0.39,0.35,0.26,0.27,0.21,0.13,99.98
11/25/2021,1.97,3.63,3.98,0.85,1.34,0.83,0.89,0.96,0.54,0.45,0.0,0.55,0.68,0.53,0.53,0.52,0.65,0.57,0.85,0.0,0.56,0.0,0.46,0.44,0.75,0.44,0.32,0.46,0.38,0.23,0.0,0.5,0.0,0.36,0.5,0.62,0.0,1.4,0.39,0.0,0.31,0.0,2.77,0.34,0.29,0.68,0.33,0.27,0.17,0.24,1.39,0.0,0.21,0.17,0.14,0.2,0.0,0.0,0.0,0.11,0.07,0.0,0.04,0.0,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.82,11.99,2.73,3.44,3.52,3.63,1.75,2.82,3.02,2.06,1.99,1.65,2.09,1.29,0.94,1.04,1.4,1.28,1.12,1.21,1.19,0.58,0.98,0.49,0.26,0.41,0.35,0.27,0.28,0.21,0.14,100.0
11/26/2021,2.27,3.39,4.07,0.86,1.35,0.81,0.9,0.96,0.56,0.46,0.0,0.55,0.67,0.53,0.54,0.52,0.61,0.57,0.83,0.0,0.55,0.0,0.46,0.44,0.73,0.45,0.32,0.45,0.37,0.23,0.0,0.5,0.0,0.35,0.5,0.63,0.0,1.41,0.4,0.0,0.31,0.0,2.75,0.32,0.29,0.7,0.29,0.28,0.18,0.23,1.4,0.0,0.21,0.17,0.14,0.21,0.0,0.0,0.0,0.11,0.07,0.0,0.04,0.0,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91,11.73,2.86,3.53,3.62,3.56,1.64,2.86,2.93,2.05,1.91,1.66,2.1,1.25,0.93,1.04,1.4,1.4,1.15,1.17,1.21,0.57,1.0,0.51,0.26,0.41,0.35,0.27,0.3,0.22,0.14,100.06000000000002
11/29/2021,2.32,3.42,4.28,0.8,1.36,0.82,0.89,0.97,0.54,0.46,0.0,0.52,0.67,0.49,0.54,0.51,0.58,0.59,0.82,0.0,0.55,0.0,0.44,0.45,0.69,0.44,0.31,0.45,0.37,0.22,0.0,0.5,0.0,0.35,0.5,0.62,0.0,1.38,0.4,0.0,0.28,0.0,2.73,0.32,0.29,0.69,0.28,0.28,0.18,0.24,1.39,0.0,0.21,0.17,0.14,0.2,0.0,0.0,0.0,0.11,0.06,0.0,0.04,0.0,-0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,12.07,2.78,3.5,3.56,3.52,1.7,2.83,2.96,2.03,1.87,1.71,2.11,1.3,0.94,1.03,1.43,1.33,1.12,1.18,1.24,0.56,0.95,0.48,0.26,0.39,0.34,0.27,0.28,0.22,0.14,99.98
11/30/2021,2.32,3.42,4.28,0.8,1.36,0.82,0.89,0.97,0.54,0.46,0.0,0.52,0.67,0.49,0.54,0.51,0.58,0.59,0.82,0.0,0.55,0.0,0.44,0.45,0.69,0.44,0.31,0.45,0.37,0.22,0.0,0.5,0.0,0.35,0.5,0.62,0.0,1.38,0.4,0.0,0.28,0.0,2.73,0.32,0.29,0.69,0.28,0.28,0.18,0.24,1.39,0.0,0.21,0.17,0.14,0.2,0.0,0.0,0.0,0.11,0.06,0.0,0.04,0.0,-0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,12.07,2.78,3.5,3.56,3.52,1.7,2.83,2.96,2.03,1.87,1.71,2.11,1.3,0.94,1.03,1.43,1.33,1.12,1.18,1.24,0.56,0.95,0.48,0.26,0.39,0.34,0.27,0.28,0.22,0.14,99.98
12/01/2021,2.43,3.45,3.94,0.86,1.33,0.77,0.9,0.96,0.57,0.49,0.0,0.52,0.66,0.51,0.57,0.52,0.57,0.61,0.8,0.0,0.59,0.0,0.44,0.46,0.68,0.45,0.3,0.46,0.37,0.21,0.0,0.49,0.0,0.35,0.51,0.64,0.0,1.41,0.41,0.0,0.28,0.0,2.61,0.32,0.29,0.65,0.3,0.29,0.19,0.24,1.34,0.0,0.2,0.17,0.13,0.2,0.0,0.0,0.0,0.11,0.07,0.0,0.04,0.0,-0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,11.89,2.77,3.55,3.64,3.28,1.7,2.82,3.01,2.0,1.98,1.83,2.16,1.28,0.98,0.92,1.34,1.32,1.14,1.2,1.22,0.57,1.05,0.48,0.25,0.39,0.35,0.26,0.28,0.22,0.14,100.04
12/02/2021,2.49,3.66,3.79,0.85,1.35,0.79,0.91,0.97,0.56,0.49,0.0,0.52,0.69,0.49,0.57,0.52,0.59,0.61,0.83,0.0,0.59,0.0,0.46,0.45,0.69,0.44,0.29,0.48,0.36,0.21,0.0,0.49,0.0,0.35,0.51,0.64,0.0,1.43,0.4,0.0,0.29,0.0,2.62,0.33,0.3,0.7,0.31,0.29,0.21,0.24,1.41,0.0,0.2,0.18,0.14,0.21,0.0,0.0,0.0,0.11,0.06,0.0,0.04,0.0,-0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,11.18,2.73,3.59,3.65,3.33,1.69,2.72,2.95,2.0,2.0,1.91,2.17,1.35,1.01,0.91,1.31,1.27,1.14,1.2,1.23,0.61,1.05,0.47,0.25,0.4,0.35,0.27,0.3,0.23,0.14,99.96999999999998
