,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,CSCO,INTC,PFE,ABT,KO,PEP,T,CVX,NKE,MRK,ABBV,TMO,AVGO,ACN,LLY,WMT,COST,WFC,DHR,TXN,MCD,MDT,UPS,QCOM,PM,HON,ORCL,LIN,BMY,UNP,NEE,INTU,C,LOW,AMGN,MS,SBUX,RTX,BA,IBM,AMAT,GS,BLK,AMT,TGT,CAT,ISRG,AMD,NOW,MMM,GE,AXP,DE,CVS,SCHW,CHTR,BKNG,SPGI,FIS,ANTM,LMT,ZTS,SYK,TMUS,COP,MO,MDLZ,CCI,LRCX,PLD,MU,ADP,GILD,PNC,CI,TJX,USB,DUK,CME,CSX,TFC,BDX,ATVI,FDX,CASH,MMC,EL,GM,ILMN,CB,EQIX,CL,EW,ICE,ADSK,NSC,COF,ITW,ADI,D,FISV,BSX,SO,APD,SHW,MCO,HUM,PGR,HCA,VRTX,NXPI,F,REGN,ETN,GPN,DG,ECL,BIIB,EMR,TWTR,NOC,AON,IDXX,WM,NEM,FCX,EOG,JCI,PSA,A,CMG,TT,CNC,MSCI,EXC,SLB,KLAC,KMB,ROP,IQV,LHX,DOW,TROW,PPG,CARR,EBAY,SNPS,MCHP,DD,ROST,PH,APTV,INFO,TEL,SPG,ALGN,DXCM,HPQ,ORLY,BAX,APH,TRV,EA,SBAC,PRU,SYY,SRE,GD,AEP,ALL,DLR,AIG,ALXN,MPC,MET,CDNS,AFL,CMI,DFS,TDG,BK,SIVB,ROK,OTIS,XEL,GIS,IFF,AVB,MRNA,ZBH,Cash,HLT,MAR,YUM,RMD,CTSH,GENERAL ELECTRIC CO,GEN.,FTNT,n/a,NUE,GE.,WELL,MTCH,WST,PXD,XLNX,VRSK,ETSY,O,CTAS,FRC,MSI,AZO,PAYX,STZ,MTD,MCK,EPAM,ODFL,STT,PSX,ADM,SUM
08/10/2021,6.26,5.93,3.95,2.36,2.22,2.13,1.43,1.38,1.48,1.25,1.23,1.1,1.05,0.89,0.95,0.94,0.88,0.86,0.79,0.8,0.72,0.65,0.62,0.61,0.62,0.63,0.58,0.67,0.58,0.59,0.57,0.53,0.52,0.59,0.51,0.54,0.58,0.52,0.54,0.56,0.54,0.52,0.53,0.52,0.49,0.47,0.46,0.37,0.44,0.41,0.42,0.43,0.42,0.42,0.4,0.43,0.39,0.4,0.35,0.37,0.4,0.38,0.36,0.35,0.34,0.36,0.35,0.35,0.35,0.36,0.3,0.33,0.37,0.31,0.31,0.31,0.3,0.31,0.29,0.28,0.28,0.26,0.29,0.21,0.25,0.24,0.26,0.22,0.22,0.19,0.24,0.24,0.24,0.25,0.26,0.25,0.25,0.23,0.21,0.2,0.22,0.19,0.21,0.19,0.19,0.21,0.19,0.17,0.18,0.0,0.21,0.21,0.19,0.21,0.21,0.19,0.18,0.2,0.19,0.21,0.17,0.2,0.17,0.18,0.18,0.18,0.17,0.19,0.18,0.19,0.18,0.14,0.16,0.19,0.13,0.17,0.15,0.16,0.18,0.14,0.16,0.15,0.14,0.16,0.15,0.15,0.17,0.16,0.15,0.14,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.11,0.14,0.13,0.11,0.15,0.13,0.13,0.14,0.12,0.13,0.14,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.0,0.12,0.12,0.13,0.13,0.14,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.0,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.00999999999999
08/11/2021,6.22,5.92,3.91,2.36,2.21,2.12,1.46,1.36,1.45,1.28,1.23,1.1,1.06,0.88,0.94,0.93,0.88,0.86,0.81,0.8,0.72,0.65,0.62,0.61,0.62,0.62,0.58,0.67,0.58,0.59,0.57,0.53,0.52,0.59,0.51,0.54,0.58,0.52,0.54,0.56,0.53,0.52,0.55,0.52,0.49,0.47,0.46,0.37,0.44,0.41,0.42,0.43,0.42,0.42,0.4,0.43,0.39,0.41,0.35,0.37,0.41,0.38,0.36,0.35,0.33,0.36,0.36,0.35,0.35,0.36,0.3,0.33,0.36,0.31,0.31,0.31,0.31,0.31,0.29,0.29,0.28,0.26,0.29,0.21,0.25,0.24,0.26,0.22,0.22,0.2,0.24,0.24,0.24,0.25,0.26,0.25,0.25,0.23,0.21,0.2,0.23,0.2,0.21,0.19,0.19,0.21,0.19,0.17,0.18,0.0,0.21,0.21,0.19,0.2,0.21,0.19,0.18,0.2,0.19,0.21,0.17,0.2,0.17,0.18,0.18,0.18,0.16,0.19,0.18,0.19,0.18,0.14,0.16,0.19,0.13,0.17,0.15,0.16,0.18,0.15,0.16,0.15,0.14,0.16,0.14,0.15,0.17,0.16,0.15,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.11,0.14,0.13,0.12,0.15,0.13,0.13,0.14,0.12,0.13,0.14,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.13,0.13,0.14,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.95
08/13/2021,6.19,5.85,3.88,2.34,2.22,2.14,1.47,1.33,1.47,1.3,1.23,1.09,1.05,0.87,0.94,0.94,0.87,0.86,0.84,0.79,0.72,0.66,0.61,0.61,0.6,0.62,0.58,0.72,0.58,0.59,0.57,0.53,0.52,0.58,0.51,0.54,0.58,0.52,0.54,0.57,0.55,0.52,0.56,0.52,0.48,0.47,0.45,0.37,0.43,0.41,0.42,0.43,0.41,0.41,0.4,0.43,0.39,0.42,0.35,0.36,0.42,0.37,0.36,0.36,0.33,0.35,0.37,0.36,0.34,0.36,0.3,0.32,0.35,0.3,0.32,0.32,0.3,0.32,0.3,0.3,0.28,0.26,0.28,0.21,0.25,0.24,0.26,0.21,0.22,0.19,0.24,0.24,0.23,0.24,0.26,0.23,0.25,0.23,0.21,0.21,0.23,0.2,0.21,0.19,0.19,0.22,0.19,0.17,0.18,0.0,0.21,0.21,0.19,0.21,0.21,0.18,0.18,0.2,0.19,0.21,0.17,0.21,0.17,0.18,0.18,0.18,0.16,0.19,0.17,0.19,0.17,0.14,0.16,0.18,0.12,0.17,0.15,0.16,0.18,0.14,0.16,0.15,0.14,0.16,0.14,0.15,0.17,0.15,0.15,0.13,0.15,0.11,0.14,0.13,0.13,0.12,0.13,0.11,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.11,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.37,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.78
08/16/2021,6.32,5.91,3.86,2.35,2.22,2.14,1.48,1.33,1.49,1.31,1.24,1.06,1.03,0.87,0.95,0.94,0.85,0.87,0.85,0.8,0.72,0.65,0.6,0.61,0.61,0.63,0.58,0.7,0.58,0.59,0.57,0.53,0.53,0.58,0.51,0.54,0.58,0.52,0.54,0.56,0.55,0.52,0.58,0.53,0.48,0.47,0.45,0.37,0.44,0.41,0.42,0.43,0.42,0.41,0.41,0.44,0.39,0.42,0.35,0.36,0.43,0.37,0.36,0.36,0.34,0.33,0.38,0.36,0.35,0.36,0.31,0.32,0.35,0.31,0.32,0.32,0.3,0.33,0.3,0.31,0.29,0.26,0.28,0.21,0.24,0.23,0.26,0.22,0.22,0.2,0.24,0.24,0.23,0.23,0.26,0.21,0.25,0.24,0.21,0.2,0.23,0.2,0.21,0.19,0.2,0.22,0.19,0.18,0.18,0.0,0.21,0.21,0.19,0.21,0.22,0.18,0.18,0.19,0.19,0.21,0.18,0.21,0.17,0.18,0.18,0.18,0.16,0.19,0.17,0.2,0.17,0.14,0.16,0.18,0.12,0.17,0.15,0.16,0.18,0.14,0.16,0.15,0.14,0.16,0.14,0.15,0.17,0.15,0.15,0.13,0.15,0.11,0.14,0.13,0.13,0.11,0.13,0.11,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.14,0.14,0.0,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.14,0.12,0.14,0.0,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.31,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.07
08/17/2021,6.33,5.92,3.86,2.35,2.23,2.14,1.48,1.33,1.49,1.32,1.24,1.06,1.03,0.87,0.95,0.94,0.85,0.87,0.85,0.8,0.72,0.65,0.6,0.61,0.61,0.63,0.58,0.7,0.58,0.59,0.57,0.53,0.53,0.58,0.51,0.54,0.58,0.52,0.54,0.56,0.55,0.52,0.58,0.53,0.48,0.47,0.45,0.37,0.44,0.41,0.42,0.43,0.42,0.41,0.41,0.44,0.39,0.42,0.35,0.36,0.43,0.37,0.36,0.36,0.34,0.33,0.38,0.36,0.35,0.36,0.31,0.32,0.35,0.31,0.32,0.0,0.3,0.33,0.3,0.31,0.29,0.26,0.28,0.21,0.24,0.24,0.26,0.22,0.22,0.2,0.24,0.24,0.23,0.23,0.26,0.21,0.25,0.24,0.21,0.2,0.23,0.2,0.21,0.19,0.2,0.22,0.19,0.18,0.18,0.0,0.21,0.21,0.19,0.21,0.22,0.18,0.18,0.19,0.19,0.21,0.18,0.21,0.17,0.18,0.18,0.18,0.16,0.19,0.17,0.2,0.17,0.14,0.16,0.18,0.12,0.17,0.15,0.16,0.18,0.14,0.16,0.15,0.14,0.16,0.14,0.15,0.17,0.15,0.15,0.13,0.15,0.11,0.14,0.13,0.13,0.11,0.13,0.11,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.14,0.13,0.14,0.11,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.11,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.14
08/18/2021,6.33,5.97,3.85,2.35,2.23,2.14,1.47,1.35,1.48,1.3,1.25,1.06,1.04,0.87,0.94,0.94,0.85,0.88,0.84,0.81,0.73,0.64,0.61,0.62,0.62,0.63,0.57,0.72,0.58,0.59,0.57,0.53,0.52,0.58,0.52,0.55,0.58,0.52,0.54,0.56,0.55,0.53,0.57,0.53,0.48,0.48,0.46,0.37,0.44,0.42,0.42,0.44,0.42,0.41,0.41,0.45,0.39,0.42,0.35,0.36,0.43,0.37,0.36,0.36,0.34,0.33,0.37,0.36,0.35,0.36,0.31,0.32,0.37,0.31,0.32,0.31,0.3,0.33,0.3,0.3,0.28,0.27,0.29,0.21,0.24,0.23,0.26,0.22,0.22,0.19,0.25,0.24,0.24,0.23,0.26,0.22,0.25,0.24,0.21,0.2,0.23,0.2,0.21,0.19,0.2,0.22,0.19,0.18,0.18,0.0,0.21,0.21,0.18,0.21,0.22,0.18,0.18,0.2,0.19,0.21,0.18,0.21,0.17,0.18,0.18,0.18,0.16,0.19,0.17,0.2,0.17,0.14,0.16,0.18,0.12,0.17,0.15,0.16,0.18,0.14,0.16,0.15,0.14,0.16,0.14,0.15,0.17,0.15,0.15,0.13,0.15,0.11,0.14,0.13,0.13,0.11,0.13,0.11,0.14,0.14,0.12,0.13,0.13,0.12,0.14,0.12,0.14,0.14,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.14,0.12,0.14,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.31,0.0,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.30999999999999
08/19/2021,6.41,6.01,3.85,2.37,2.24,2.15,1.47,1.33,1.42,1.29,1.26,1.07,1.06,0.88,0.95,0.95,0.86,0.87,0.83,0.81,0.72,0.63,0.61,0.62,0.61,0.63,0.57,0.73,0.59,0.59,0.58,0.53,0.52,0.58,0.52,0.56,0.59,0.52,0.55,0.57,0.55,0.53,0.56,0.54,0.48,0.48,0.46,0.38,0.44,0.42,0.43,0.44,0.43,0.42,0.41,0.45,0.4,0.41,0.36,0.37,0.43,0.38,0.36,0.35,0.34,0.33,0.37,0.36,0.35,0.36,0.31,0.33,0.35,0.31,0.32,0.31,0.29,0.33,0.3,0.3,0.29,0.26,0.29,0.21,0.25,0.23,0.26,0.22,0.21,0.19,0.24,0.24,0.24,0.23,0.27,0.22,0.25,0.24,0.21,0.21,0.23,0.2,0.21,0.19,0.2,0.21,0.2,0.18,0.18,0.0,0.22,0.21,0.18,0.21,0.22,0.19,0.18,0.2,0.19,0.21,0.18,0.21,0.17,0.18,0.18,0.18,0.16,0.19,0.18,0.2,0.17,0.14,0.16,0.18,0.12,0.17,0.15,0.16,0.18,0.14,0.16,0.15,0.14,0.16,0.14,0.15,0.18,0.15,0.15,0.13,0.14,0.11,0.15,0.13,0.13,0.0,0.13,0.11,0.14,0.14,0.0,0.14,0.13,0.12,0.14,0.12,0.13,0.14,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.14,0.12,0.14,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.11,0.12,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.3,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.53999999999999
08/20/2021,6.38,5.97,3.79,2.32,2.22,2.13,1.47,1.3,1.37,1.28,1.27,1.07,1.07,0.86,0.91,0.95,0.86,0.85,0.83,0.8,0.73,0.63,0.61,0.62,0.61,0.63,0.57,0.75,0.6,0.59,0.58,0.53,0.51,0.58,0.53,0.56,0.59,0.51,0.55,0.58,0.55,0.53,0.55,0.54,0.47,0.48,0.47,0.38,0.43,0.42,0.42,0.44,0.43,0.42,0.41,0.45,0.39,0.41,0.34,0.37,0.42,0.37,0.36,0.34,0.33,0.32,0.37,0.36,0.36,0.35,0.3,0.34,0.36,0.31,0.32,0.3,0.29,0.32,0.31,0.29,0.29,0.26,0.29,0.21,0.25,0.24,0.27,0.22,0.21,0.19,0.25,0.24,0.24,0.23,0.27,0.21,0.25,0.25,0.21,0.21,0.22,0.2,0.21,0.19,0.2,0.21,0.2,0.18,0.18,0.0,0.22,0.2,0.17,0.21,0.22,0.19,0.18,0.2,0.19,0.2,0.18,0.21,0.17,0.17,0.18,0.18,0.17,0.19,0.18,0.2,0.17,0.14,0.15,0.18,0.13,0.17,0.14,0.17,0.18,0.14,0.15,0.15,0.15,0.16,0.13,0.15,0.18,0.15,0.15,0.13,0.14,0.11,0.14,0.13,0.13,0.11,0.13,0.11,0.14,0.14,0.11,0.13,0.14,0.12,0.14,0.12,0.13,0.14,0.11,0.13,0.13,0.12,0.12,0.11,0.12,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.11,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.03
08/23/2021,6.23,6.06,3.73,2.3,2.2,2.12,1.45,1.32,1.39,1.25,1.26,1.06,1.09,0.86,0.92,0.95,0.84,0.84,0.81,0.81,0.72,0.6,0.64,0.61,0.62,0.64,0.56,0.73,0.6,0.59,0.58,0.52,0.48,0.56,0.53,0.56,0.59,0.51,0.55,0.57,0.55,0.53,0.53,0.54,0.47,0.47,0.46,0.37,0.42,0.42,0.42,0.43,0.43,0.42,0.41,0.45,0.4,0.4,0.37,0.36,0.41,0.37,0.34,0.32,0.32,0.33,0.36,0.36,0.36,0.34,0.29,0.34,0.34,0.31,0.31,0.3,0.28,0.3,0.3,0.29,0.29,0.26,0.28,0.21,0.25,0.23,0.26,0.22,0.21,0.18,0.24,0.24,0.24,0.23,0.26,0.21,0.25,0.24,0.2,0.2,0.24,0.19,0.21,0.18,0.19,0.21,0.2,0.17,0.18,0.0,0.22,0.21,0.17,0.19,0.22,0.19,0.18,0.2,0.19,0.21,0.18,0.2,0.17,0.17,0.18,0.19,0.16,0.19,0.17,0.2,0.17,0.14,0.16,0.18,0.12,0.16,0.14,0.17,0.18,0.14,0.15,0.15,0.14,0.16,0.13,0.15,0.17,0.15,0.15,0.12,0.13,0.11,0.14,0.13,0.14,0.11,0.13,0.11,0.14,0.14,0.11,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.11,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.33
08/24/2021,6.23,6.06,3.73,2.3,2.2,2.12,1.45,1.32,1.39,1.25,1.26,1.06,1.09,0.86,0.92,0.95,0.84,0.84,0.81,0.81,0.72,0.6,0.64,0.61,0.62,0.64,0.56,0.73,0.6,0.59,0.58,0.52,0.48,0.56,0.53,0.56,0.59,0.51,0.55,0.57,0.55,0.53,0.53,0.54,0.47,0.47,0.46,0.37,0.42,0.42,0.42,0.43,0.43,0.42,0.41,0.45,0.4,0.4,0.37,0.36,0.41,0.37,0.34,0.32,0.32,0.33,0.36,0.36,0.36,0.34,0.29,0.34,0.34,0.31,0.31,0.3,0.28,0.3,0.3,0.29,0.29,0.26,0.28,0.21,0.25,0.23,0.26,0.22,0.21,0.18,0.24,0.24,0.24,0.23,0.26,0.21,0.25,0.24,0.2,0.2,0.24,0.19,0.21,0.18,0.19,0.21,0.2,0.17,0.18,0.0,0.22,0.21,0.17,0.19,0.22,0.19,0.18,0.2,0.19,0.21,0.18,0.2,0.17,0.17,0.18,0.19,0.16,0.19,0.17,0.2,0.17,0.14,0.16,0.18,0.12,0.16,0.14,0.17,0.18,0.14,0.15,0.15,0.14,0.16,0.13,0.15,0.17,0.15,0.15,0.12,0.13,0.11,0.14,0.13,0.14,0.11,0.13,0.11,0.14,0.14,0.11,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.11,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.33
08/25/2021,6.29,6.21,3.75,2.32,2.23,2.15,1.45,1.39,1.4,1.26,1.26,1.06,1.1,0.86,0.94,0.95,0.84,0.85,0.81,0.82,0.73,0.6,0.65,0.61,0.63,0.65,0.56,0.73,0.6,0.59,0.58,0.52,0.48,0.57,0.53,0.56,0.59,0.51,0.56,0.58,0.55,0.54,0.54,0.54,0.47,0.48,0.46,0.37,0.42,0.42,0.42,0.43,0.43,0.42,0.41,0.46,0.4,0.4,0.38,0.36,0.41,0.37,0.35,0.32,0.33,0.32,0.36,0.36,0.36,0.35,0.29,0.34,0.35,0.32,0.31,0.3,0.28,0.3,0.3,0.29,0.29,0.26,0.28,0.21,0.25,0.23,0.27,0.22,0.22,0.18,0.24,0.24,0.24,0.22,0.27,0.21,0.25,0.25,0.21,0.2,0.24,0.19,0.21,0.18,0.2,0.21,0.2,0.17,0.17,0.0,0.22,0.21,0.17,0.2,0.22,0.19,0.18,0.21,0.19,0.21,0.18,0.2,0.17,0.17,0.18,0.19,0.16,0.2,0.17,0.2,0.17,0.14,0.16,0.19,0.12,0.16,0.14,0.17,0.18,0.14,0.15,0.15,0.14,0.16,0.13,0.15,0.18,0.15,0.15,0.12,0.13,0.11,0.15,0.13,0.14,0.11,0.13,0.11,0.14,0.14,0.11,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.11,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.06
08/26/2021,6.31,6.16,3.76,2.34,2.26,2.16,1.45,1.46,1.45,1.27,1.25,1.06,1.08,0.87,0.93,0.95,0.85,0.86,0.82,0.83,0.73,0.62,0.65,0.61,0.68,0.65,0.57,0.74,0.59,0.58,0.58,0.52,0.49,0.57,0.53,0.56,0.59,0.51,0.55,0.57,0.55,0.53,0.53,0.53,0.47,0.48,0.46,0.37,0.43,0.41,0.42,0.43,0.43,0.42,0.4,0.45,0.4,0.39,0.38,0.35,0.41,0.37,0.35,0.33,0.33,0.33,0.36,0.35,0.36,0.34,0.3,0.34,0.36,0.33,0.31,0.3,0.28,0.31,0.3,0.29,0.29,0.24,0.28,0.21,0.24,0.23,0.26,0.22,0.22,0.19,0.24,0.24,0.23,0.23,0.26,0.22,0.25,0.24,0.21,0.19,0.24,0.19,0.21,0.19,0.2,0.21,0.2,0.17,0.17,0.0,0.22,0.21,0.16,0.19,0.22,0.19,0.18,0.2,0.18,0.2,0.18,0.2,0.17,0.17,0.17,0.19,0.16,0.19,0.17,0.2,0.17,0.14,0.16,0.18,0.12,0.16,0.14,0.17,0.18,0.14,0.15,0.15,0.14,0.16,0.14,0.15,0.17,0.15,0.15,0.13,0.13,0.11,0.15,0.13,0.14,0.14,0.13,0.11,0.14,0.13,0.11,0.13,0.12,0.12,0.14,0.12,0.13,0.14,0.11,0.13,0.13,0.13,0.11,0.11,0.12,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.22999999999999
