,XOM,CVX,ENB.TO,COP,FCX,NEM,EOG,TRP.TO,SLB,CNQ.TO,ABX.TO,MPC,PXD,PSX,KMI,SU.TO,WMB,VLO,FNV.TO,BLL,OXY,OKE,IP,HES,VMC,MLM,LNG,WPM.TO,HAL,AMCR,PPL.TO,AVY,DVN,FANG,BKR,AEM.TO,CCK,WRK,PKG,TPL,CVE.TO,KL.TO,MRO,TECK,TRGP,ATR,SEE,BERY,K.TO,OVV,APA,RGLD,CCO.TO,XEC,AA,COG,SON,PAAS.TO,EXP,EQT,LPX,NOV,WFG.TO,GPK,HFC,PDCE,CHX,BTO.TO,YRI.TO,RRC,HL,AR,MTDR,FTI,DEN,SSRM,ETRN,SWN,HP,SLGN,MUR,ARNC,AGI.TO,FR.TO,AM,REGI,CNX,UFS,OI,MP,CLR,CDE,XTSLA,CMP,NG,INT,NFE,EQX,TRQ.TO,GEF,LBRT,CAD,PTVE,CVI,SGAFT,RTYU1,IXPU1,USD,RTYZ1,IXPZ1,CTRA,SLVM,IXDZ1,SUM
10/21/2021,9.58,9.88,4.43,4.43,2.9,2.31,2.68,2.7,2.45,2.58,1.74,2.18,2.21,1.82,1.85,1.77,1.83,1.64,1.38,1.51,1.5,1.49,1.06,1.26,1.23,1.2,1.35,0.94,1.19,0.94,0.96,0.89,1.31,0.95,1.15,0.71,0.69,0.65,0.65,0.39,0.75,0.62,0.66,0.72,0.66,0.43,0.44,0.44,0.39,0.53,0.52,0.33,0.54,0.0,0.55,0.0,0.31,0.27,0.31,0.31,0.32,0.3,0.46,0.3,0.28,0.26,0.27,0.21,0.21,0.32,0.15,0.29,0.25,0.17,0.2,0.17,0.24,0.17,0.19,0.17,0.21,0.18,0.16,0.14,0.19,0.14,0.15,0.14,0.12,0.13,0.16,0.08,0.12,0.13,0.09,0.11,0.07,0.11,0.07,0.09,0.08,0.03,0.03,0.03,0.01,0.0,0.0,0.03,0.0,0.0,0.85,0.05,0.0,99.99
10/22/2021,9.65,10.01,4.43,4.45,2.91,2.32,2.68,2.72,2.46,2.58,1.75,2.17,2.21,1.85,1.83,1.76,1.8,1.67,1.37,1.51,1.49,1.48,1.04,1.27,1.22,1.18,1.3,0.95,1.18,0.94,0.95,0.89,1.29,0.96,1.13,0.71,0.69,0.66,0.64,0.4,0.75,0.62,0.66,0.69,0.66,0.43,0.44,0.45,0.39,0.52,0.52,0.33,0.54,0.0,0.51,0.0,0.31,0.27,0.3,0.31,0.31,0.31,0.44,0.29,0.29,0.25,0.27,0.22,0.21,0.32,0.15,0.3,0.24,0.17,0.19,0.17,0.23,0.17,0.19,0.17,0.21,0.17,0.16,0.14,0.19,0.14,0.15,0.14,0.12,0.13,0.15,0.08,0.12,0.13,0.09,0.1,0.07,0.11,0.07,0.09,0.08,0.03,0.03,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.86,0.05,0.0,99.96
10/25/2021,9.58,10.06,4.41,4.43,2.89,2.34,2.72,2.74,2.46,2.57,1.77,2.19,2.19,1.86,1.75,1.73,1.78,1.72,1.4,1.56,1.49,1.47,1.06,1.24,1.25,1.22,1.28,0.96,1.16,0.95,0.95,0.92,1.28,0.95,1.03,0.71,0.7,0.66,0.66,0.39,0.76,0.62,0.65,0.67,0.65,0.44,0.46,0.46,0.41,0.51,0.52,0.33,0.53,0.0,0.48,0.0,0.3,0.28,0.31,0.32,0.32,0.3,0.43,0.3,0.28,0.26,0.26,0.23,0.21,0.31,0.16,0.29,0.24,0.16,0.2,0.17,0.23,0.17,0.19,0.17,0.21,0.17,0.16,0.15,0.19,0.14,0.16,0.14,0.12,0.14,0.15,0.09,0.12,0.12,0.1,0.1,0.07,0.11,0.07,0.09,0.08,0.03,0.03,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.87,0.05,0.0,99.99
10/26/2021,9.58,10.09,4.41,4.47,2.82,2.34,2.74,2.74,2.41,2.58,1.76,2.19,2.21,1.85,1.75,1.74,1.77,1.69,1.4,1.53,1.53,1.47,1.06,1.24,1.25,1.21,1.26,0.95,1.17,0.95,0.94,0.92,1.3,0.95,1.04,0.71,0.7,0.66,0.65,0.4,0.76,0.62,0.67,0.66,0.65,0.43,0.45,0.46,0.41,0.52,0.53,0.33,0.53,0.0,0.47,0.0,0.3,0.28,0.3,0.33,0.31,0.3,0.43,0.3,0.28,0.26,0.26,0.23,0.21,0.33,0.16,0.29,0.24,0.17,0.2,0.18,0.23,0.17,0.19,0.17,0.21,0.17,0.16,0.15,0.19,0.15,0.16,0.14,0.11,0.14,0.15,0.09,0.12,0.12,0.09,0.1,0.07,0.11,0.07,0.09,0.08,0.04,0.03,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.88,0.05,0.0,99.98
10/27/2021,9.58,10.09,4.41,4.47,2.82,2.34,2.74,2.74,2.41,2.58,1.76,2.19,2.21,1.85,1.75,1.74,1.77,1.69,1.4,1.53,1.53,1.47,1.06,1.24,1.25,1.21,1.26,0.95,1.17,0.95,0.94,0.92,1.3,0.95,1.04,0.71,0.7,0.66,0.65,0.4,0.76,0.62,0.67,0.66,0.65,0.43,0.45,0.46,0.41,0.52,0.53,0.33,0.53,0.0,0.47,0.0,0.3,0.28,0.3,0.33,0.31,0.3,0.43,0.3,0.28,0.26,0.26,0.23,0.21,0.33,0.16,0.29,0.24,0.17,0.2,0.18,0.23,0.17,0.19,0.17,0.21,0.17,0.16,0.15,0.19,0.15,0.16,0.14,0.11,0.14,0.15,0.09,0.12,0.12,0.09,0.1,0.07,0.11,0.07,0.09,0.08,0.04,0.03,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.88,0.05,0.0,99.98
10/28/2021,9.66,10.07,4.35,4.46,2.91,2.33,2.76,2.7,2.42,2.55,1.75,2.19,2.2,1.85,1.75,1.76,1.76,1.7,1.39,1.44,1.57,1.48,1.04,1.23,1.27,1.24,1.28,0.94,1.17,0.94,0.94,0.91,1.29,0.94,1.05,0.71,0.67,0.65,0.64,0.4,0.76,0.61,0.67,0.67,0.65,0.42,0.45,0.46,0.41,0.51,0.54,0.33,0.53,0.0,0.48,0.0,0.29,0.28,0.31,0.34,0.32,0.29,0.42,0.29,0.28,0.27,0.26,0.23,0.21,0.34,0.17,0.31,0.25,0.17,0.21,0.18,0.23,0.18,0.18,0.17,0.21,0.16,0.16,0.15,0.19,0.15,0.17,0.14,0.11,0.14,0.15,0.09,0.12,0.12,0.1,0.11,0.07,0.11,0.07,0.09,0.08,0.03,0.03,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.92,0.05,0.0,100.02
10/29/2021,9.88,10.09,4.34,4.49,2.87,2.32,2.79,2.68,2.41,2.53,1.74,2.2,2.19,1.81,1.73,1.78,1.75,1.68,1.38,1.46,1.58,1.48,1.04,1.24,1.26,1.23,1.27,0.93,1.17,0.93,0.93,0.88,1.31,0.96,1.07,0.7,0.67,0.66,0.65,0.41,0.76,0.61,0.67,0.66,0.65,0.42,0.44,0.46,0.41,0.52,0.54,0.33,0.54,0.0,0.47,0.0,0.29,0.28,0.3,0.34,0.3,0.29,0.41,0.29,0.27,0.27,0.26,0.24,0.21,0.34,0.17,0.3,0.25,0.17,0.21,0.18,0.22,0.18,0.18,0.17,0.21,0.16,0.16,0.15,0.18,0.15,0.16,0.14,0.11,0.13,0.15,0.09,0.14,0.12,0.09,0.1,0.06,0.11,0.07,0.09,0.08,0.03,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.92,0.05,0.0,100.02000000000002
11/01/2021,9.79,10.15,4.37,4.44,2.85,2.24,2.8,2.73,2.38,2.6,1.72,2.17,2.2,1.72,1.73,1.97,1.76,1.64,1.42,1.53,1.53,1.49,0.99,1.18,1.28,1.25,1.26,0.94,1.16,0.96,0.94,0.91,1.3,0.95,1.07,0.69,0.7,0.67,0.67,0.4,0.77,0.6,0.66,0.69,0.64,0.42,0.45,0.47,0.4,0.51,0.52,0.34,0.52,0.0,0.44,0.0,0.29,0.28,0.32,0.32,0.3,0.29,0.42,0.29,0.26,0.26,0.27,0.23,0.21,0.32,0.17,0.3,0.24,0.16,0.2,0.18,0.22,0.18,0.18,0.17,0.21,0.17,0.16,0.15,0.18,0.16,0.17,0.14,0.1,0.13,0.15,0.08,0.18,0.11,0.09,0.1,0.06,0.11,0.07,0.09,0.07,0.03,0.03,0.03,0.01,0.0,0.0,-0.01,0.0,0.0,0.91,0.05,0.0,99.98
11/02/2021,9.92,10.38,4.37,4.45,2.86,2.23,2.79,2.73,2.33,2.6,1.69,2.17,2.19,1.69,1.68,2.02,1.76,1.63,1.41,1.54,1.53,1.46,1.0,1.17,1.3,1.26,1.26,0.94,1.15,0.96,0.94,0.93,1.3,0.94,1.07,0.67,0.7,0.66,0.67,0.41,0.79,0.58,0.66,0.67,0.65,0.41,0.46,0.46,0.39,0.51,0.51,0.34,0.5,0.0,0.44,0.0,0.29,0.28,0.32,0.31,0.29,0.28,0.41,0.29,0.26,0.27,0.27,0.22,0.2,0.31,0.16,0.29,0.24,0.16,0.22,0.17,0.22,0.17,0.17,0.17,0.21,0.17,0.15,0.14,0.18,0.17,0.16,0.14,0.11,0.13,0.15,0.08,0.19,0.12,0.09,0.1,0.06,0.1,0.06,0.09,0.07,0.03,0.03,0.03,0.01,0.0,0.0,-0.07,0.0,0.0,0.89,0.05,0.0,99.96000000000002
11/03/2021,9.92,10.38,4.37,4.45,2.86,2.23,2.79,2.73,2.33,2.6,1.69,2.17,2.19,1.69,1.68,2.02,1.76,1.63,1.41,1.54,1.53,1.46,1.0,1.17,1.3,1.26,1.26,0.94,1.15,0.96,0.94,0.93,1.3,0.94,1.07,0.67,0.7,0.66,0.67,0.41,0.79,0.58,0.66,0.67,0.65,0.41,0.46,0.46,0.39,0.51,0.51,0.34,0.5,0.0,0.44,0.0,0.29,0.28,0.32,0.31,0.29,0.28,0.41,0.29,0.26,0.27,0.27,0.22,0.2,0.31,0.16,0.29,0.24,0.16,0.22,0.17,0.22,0.17,0.17,0.17,0.21,0.17,0.15,0.14,0.18,0.17,0.16,0.14,0.11,0.13,0.15,0.08,0.19,0.12,0.09,0.1,0.06,0.1,0.06,0.09,0.07,0.03,0.03,0.03,0.01,0.0,0.0,-0.07,0.0,0.0,0.89,0.05,0.0,99.96000000000002
11/04/2021,9.96,10.24,4.37,4.4,2.86,2.21,2.78,2.72,2.37,2.61,1.67,2.18,2.19,1.74,1.69,2.03,1.76,1.62,1.39,1.54,1.57,1.45,0.98,1.19,1.27,1.24,1.26,0.91,1.16,0.94,0.94,0.92,1.35,0.97,1.09,0.66,0.7,0.65,0.66,0.42,0.79,0.57,0.68,0.68,0.65,0.42,0.45,0.46,0.38,0.51,0.52,0.34,0.51,0.0,0.44,0.0,0.29,0.28,0.32,0.32,0.29,0.29,0.4,0.29,0.26,0.27,0.28,0.22,0.19,0.31,0.16,0.3,0.24,0.17,0.22,0.17,0.21,0.17,0.18,0.17,0.21,0.17,0.15,0.14,0.18,0.17,0.17,0.14,0.1,0.13,0.15,0.09,0.19,0.12,0.09,0.09,0.07,0.1,0.06,0.09,0.07,0.03,0.03,0.03,0.01,0.0,0.0,-0.05,0.0,0.0,0.89,0.05,0.0,99.95000000000002
11/05/2021,9.89,10.24,4.37,4.33,2.9,2.24,2.77,2.72,2.38,2.6,1.68,2.11,2.2,1.74,1.69,1.97,1.77,1.59,1.39,1.56,1.56,1.46,0.98,1.16,1.32,1.3,1.27,0.91,1.16,0.95,0.94,0.92,1.35,1.0,1.1,0.65,0.71,0.64,0.65,0.41,0.78,0.57,0.68,0.67,0.65,0.43,0.47,0.47,0.39,0.51,0.53,0.34,0.51,0.0,0.45,0.0,0.29,0.27,0.33,0.32,0.31,0.29,0.41,0.29,0.26,0.27,0.28,0.22,0.2,0.31,0.16,0.31,0.24,0.16,0.23,0.17,0.22,0.17,0.18,0.18,0.21,0.18,0.15,0.14,0.18,0.17,0.17,0.14,0.1,0.13,0.15,0.09,0.11,0.12,0.09,0.09,0.07,0.1,0.06,0.09,0.07,0.0,0.03,0.03,0.01,0.0,0.0,0.06,0.0,0.0,0.89,0.05,0.0,100.0
11/08/2021,9.88,10.26,4.37,4.37,2.8,2.26,2.73,2.7,2.39,2.58,1.72,2.09,2.17,1.73,1.68,1.99,1.77,1.61,1.39,1.54,1.54,1.45,0.98,1.16,1.32,1.33,1.28,0.93,1.12,0.96,0.92,0.93,1.37,0.99,1.06,0.66,0.72,0.66,0.66,0.4,0.8,0.57,0.67,0.66,0.66,0.44,0.48,0.47,0.39,0.48,0.57,0.35,0.56,0.0,0.45,0.0,0.3,0.27,0.33,0.32,0.33,0.3,0.42,0.29,0.25,0.28,0.28,0.23,0.2,0.31,0.16,0.3,0.24,0.16,0.22,0.19,0.21,0.17,0.19,0.18,0.21,0.17,0.15,0.14,0.18,0.15,0.16,0.14,0.1,0.14,0.13,0.09,0.1,0.12,0.09,0.09,0.06,0.11,0.05,0.09,0.07,0.0,0.03,0.03,0.01,0.0,0.0,0.06,0.0,0.0,0.91,0.05,0.0,100.0
11/09/2021,9.82,10.22,4.45,4.43,2.76,2.28,2.81,2.55,2.38,2.62,1.77,2.13,2.13,1.73,1.67,2.0,1.76,1.61,1.39,1.5,1.5,1.46,0.97,1.15,1.32,1.3,1.29,0.94,1.11,0.95,0.94,0.95,1.39,0.98,1.04,0.66,0.71,0.66,0.65,0.43,0.81,0.57,0.68,0.64,0.66,0.44,0.48,0.47,0.4,0.49,0.57,0.35,0.54,0.0,0.45,0.0,0.3,0.28,0.33,0.32,0.32,0.29,0.42,0.29,0.25,0.29,0.27,0.23,0.2,0.32,0.16,0.3,0.24,0.16,0.23,0.19,0.21,0.17,0.19,0.17,0.21,0.18,0.16,0.15,0.18,0.15,0.16,0.14,0.1,0.14,0.14,0.09,0.04,0.13,0.1,0.09,0.06,0.11,0.05,0.09,0.06,0.0,0.03,0.03,0.01,0.0,0.0,0.13,0.0,0.0,0.89,0.05,0.0,99.98
11/10/2021,9.82,10.22,4.45,4.43,2.76,2.28,2.81,2.55,2.38,2.62,1.77,2.13,2.13,1.73,1.67,2.0,1.76,1.61,1.39,1.5,1.5,1.46,0.97,1.15,1.32,1.3,1.29,0.94,1.11,0.95,0.94,0.95,1.39,0.98,1.04,0.66,0.71,0.66,0.65,0.43,0.81,0.57,0.68,0.64,0.66,0.44,0.48,0.47,0.4,0.49,0.57,0.35,0.54,0.0,0.45,0.0,0.3,0.28,0.33,0.32,0.32,0.29,0.42,0.29,0.25,0.29,0.27,0.23,0.2,0.32,0.16,0.3,0.24,0.16,0.23,0.19,0.21,0.17,0.19,0.17,0.21,0.18,0.16,0.15,0.18,0.15,0.16,0.14,0.1,0.14,0.14,0.09,0.04,0.13,0.1,0.09,0.06,0.11,0.05,0.09,0.06,0.0,0.03,0.03,0.01,0.0,0.0,0.13,0.0,0.0,0.89,0.05,0.0,99.98
11/11/2021,9.85,10.17,4.31,4.42,2.91,2.26,2.85,2.49,2.41,2.6,1.74,2.11,2.13,1.72,1.65,1.98,1.74,1.6,1.38,1.49,1.53,1.45,0.97,1.2,1.37,1.33,1.28,0.94,1.12,0.95,0.95,0.94,1.4,0.99,1.04,0.66,0.7,0.66,0.64,0.43,0.83,0.56,0.68,0.65,0.67,0.43,0.48,0.46,0.4,0.49,0.58,0.34,0.56,0.0,0.46,0.0,0.3,0.28,0.34,0.32,0.31,0.29,0.42,0.29,0.25,0.29,0.28,0.23,0.2,0.32,0.16,0.3,0.25,0.16,0.22,0.19,0.21,0.17,0.19,0.17,0.22,0.18,0.16,0.15,0.18,0.15,0.16,0.14,0.1,0.16,0.14,0.09,0.07,0.12,0.09,0.09,0.06,0.11,0.05,0.09,0.06,0.0,0.03,0.03,0.01,0.0,0.0,0.1,0.0,0.0,0.88,0.05,0.0,99.99000000000002
