,SM,LNG,KMI,WMB,CVX,CDEV,MRO,COP,PDCE,OKE,PXD,XOM,EOG,COG,ETRN,AM,AR,EQT,MTDR,HES,VLO,CRK,TRGP,RIG,PSX,CPE,OXY,MGY,FANG,NBR,OVV,RRC,HP,XEC,DVN,MUR,SWN,TELL,KOS,SLB,APA,HFC,HAL,CNX,BKR,MPC,US Dollar,CHX,DK,NOV,PBF,Us Dollars,n/a,CTRA,CHV.,SUM
12/22/2021,9.9,8.02,6.7,7.3,4.1,7.96,2.13,3.81,2.23,3.85,0.33,2.13,0.74,0.0,3.68,3.36,2.42,0.42,0.36,0.49,0.29,1.78,3.96,0.74,0.28,0.37,0.31,3.61,0.37,0.28,0.33,0.35,0.25,0.0,1.86,0.33,0.28,0.26,0.39,0.29,0.87,0.28,0.31,2.0,1.63,2.97,0.0,0.25,0.25,0.28,0.31,0.0,0.27,4.32,0.0,100.0
12/23/2021,3.9,4.01,5.99,6.96,6.85,2.13,4.39,4.06,2.47,3.92,1.15,1.84,2.92,0.0,4.01,1.67,0.83,0.93,1.37,0.81,0.88,0.87,4.88,0.78,0.86,0.72,0.78,3.09,0.79,0.84,0.76,0.78,0.87,0.0,3.59,0.78,0.83,0.74,1.27,0.85,3.14,1.29,0.86,0.85,0.84,2.85,0.0,0.84,0.8,0.92,0.79,0.0,0.27,1.39,0.0,100.00999999999998
12/24/2021,3.99,4.02,5.91,6.78,6.69,2.17,4.48,4.02,2.53,3.86,1.14,1.81,2.9,0.0,3.92,1.64,0.84,0.89,1.4,0.82,0.87,0.88,4.85,0.83,0.86,0.75,0.79,3.1,0.81,0.89,0.75,0.78,0.91,0.0,3.72,0.79,0.82,0.77,1.3,0.84,3.2,1.27,0.86,0.83,0.84,2.85,0.0,0.84,0.8,0.92,0.82,0.0,0.26,1.35,0.0,99.96
12/27/2021,3.98,3.95,5.89,6.81,6.73,2.18,4.54,4.05,2.53,3.86,1.15,1.83,2.92,0.0,3.94,1.64,0.84,0.93,1.42,0.81,0.88,0.86,4.86,0.83,0.85,0.79,0.8,3.11,0.81,0.87,0.76,0.77,0.9,0.0,3.78,0.79,0.85,0.76,1.3,0.84,3.29,1.26,0.86,0.84,0.85,2.83,0.0,0.83,0.77,0.93,0.81,0.0,0.0,1.33,0.0,100.01
12/28/2021,3.98,3.95,5.89,6.81,6.73,2.18,4.54,4.05,2.53,3.86,1.15,1.83,2.92,0.0,3.94,1.64,0.84,0.93,1.42,0.81,0.88,0.86,4.86,0.83,0.85,0.79,0.8,3.11,0.81,0.87,0.76,0.77,0.9,0.0,3.78,0.79,0.85,0.76,1.3,0.84,3.29,1.26,0.86,0.84,0.85,2.83,0.0,0.83,0.77,0.93,0.81,0.0,0.0,1.33,0.0,100.01
12/29/2021,3.98,3.95,5.89,6.81,6.73,2.18,4.54,4.05,2.53,3.86,1.15,1.83,2.92,0.0,3.94,1.64,0.84,0.93,1.42,0.81,0.88,0.86,4.86,0.83,0.85,0.79,0.8,3.11,0.81,0.87,0.76,0.77,0.9,0.0,3.78,0.79,0.85,0.76,1.3,0.84,3.29,1.26,0.86,0.84,0.85,2.83,0.0,0.83,0.77,0.93,0.81,0.0,0.0,1.33,0.0,100.01
12/30/2021,3.98,3.95,5.89,6.81,6.73,2.18,4.54,4.05,2.53,3.86,1.15,1.83,2.92,0.0,3.94,1.64,0.84,0.93,1.42,0.81,0.88,0.86,4.86,0.83,0.85,0.79,0.8,3.11,0.81,0.87,0.76,0.77,0.9,0.0,3.78,0.79,0.85,0.76,1.3,0.84,3.29,1.26,0.86,0.84,0.85,2.83,0.0,0.83,0.77,0.93,0.81,0.0,0.0,1.33,0.0,100.01
12/31/2021,4.07,3.85,5.83,6.72,6.68,2.16,4.55,4.05,2.56,3.85,1.14,1.8,2.95,0.0,3.85,1.63,0.85,0.94,1.42,0.81,0.89,0.86,4.88,0.8,0.85,0.82,0.79,3.13,0.82,0.84,0.78,0.78,0.88,0.0,3.9,0.8,0.88,0.76,1.28,0.84,3.43,1.26,0.85,0.84,0.84,2.81,0.0,0.81,0.78,0.91,0.83,0.0,0.01,1.33,0.0,99.99
01/03/2022,4.04,3.82,5.91,6.78,6.74,2.12,4.6,4.08,2.53,3.87,1.15,1.81,2.97,0.0,3.88,1.63,0.82,0.92,1.39,0.81,0.9,0.83,4.89,0.76,0.85,0.76,0.79,3.12,0.82,0.82,0.78,0.76,0.87,0.0,3.9,0.79,0.87,0.75,1.29,0.84,3.39,1.27,0.86,0.84,0.83,2.82,0.0,0.8,0.78,0.92,0.84,0.0,0.05,1.33,0.0,99.99
01/03/2022,4.02,3.82,5.93,6.8,0.0,2.09,4.62,4.07,2.52,3.88,1.15,1.81,2.95,0.0,3.98,1.64,0.81,0.91,1.39,0.81,0.91,0.81,4.96,0.74,0.85,0.75,0.79,3.11,0.82,0.81,0.79,0.74,0.86,0.0,3.93,0.8,0.84,0.77,1.28,0.85,3.36,1.28,0.86,0.82,0.84,2.85,0.0,0.8,0.78,0.92,0.84,0.0,0.04,1.29,6.73,100.02
01/03/2022,4.02,3.82,5.93,6.8,0.0,2.09,4.62,4.07,2.52,3.88,1.15,1.81,2.95,0.0,3.98,1.64,0.81,0.91,1.39,0.81,0.91,0.81,4.96,0.74,0.85,0.75,0.79,3.11,0.82,0.81,0.79,0.74,0.86,0.0,3.93,0.8,0.84,0.77,1.28,0.85,3.36,1.28,0.86,0.82,0.84,2.85,0.0,0.8,0.78,0.92,0.84,0.0,0.04,1.29,6.73,100.02
01/04/2022,4.02,3.82,5.93,6.8,0.0,2.09,4.62,4.07,2.52,3.88,1.15,1.81,2.95,0.0,3.98,1.64,0.81,0.91,1.39,0.81,0.91,0.81,4.96,0.74,0.85,0.75,0.79,3.11,0.82,0.81,0.79,0.74,0.86,0.0,3.93,0.8,0.84,0.77,1.28,0.85,3.36,1.28,0.86,0.82,0.84,2.85,0.0,0.8,0.78,0.92,0.84,0.0,0.04,1.29,6.73,100.02
01/05/2022,4.02,3.82,5.93,6.8,0.0,2.09,4.62,4.07,2.52,3.88,1.15,1.81,2.95,0.0,3.98,1.64,0.81,0.91,1.39,0.81,0.91,0.81,4.96,0.74,0.85,0.75,0.79,3.11,0.82,0.81,0.79,0.74,0.86,0.0,3.93,0.8,0.84,0.77,1.28,0.85,3.36,1.28,0.86,0.82,0.84,2.85,0.0,0.8,0.78,0.92,0.84,0.0,0.04,1.29,6.73,100.02
01/06/2022,4.16,3.73,5.9,6.68,0.0,2.18,4.58,4.01,2.6,3.82,1.14,1.82,2.92,0.0,3.84,1.62,0.79,0.88,1.42,0.81,0.9,0.82,4.88,0.81,0.86,0.8,0.82,3.15,0.82,0.88,0.79,0.74,0.88,0.0,3.92,0.82,0.82,0.81,1.36,0.87,3.39,1.27,0.87,0.8,0.84,2.82,0.0,0.83,0.81,0.95,0.88,0.0,0.01,1.28,6.6,100.0
01/07/2022,4.33,3.68,5.77,6.51,6.48,2.32,4.61,4.04,2.66,3.78,1.13,1.82,2.95,0.0,3.67,1.58,0.78,0.87,1.52,0.82,0.89,0.82,4.8,0.82,0.86,0.83,0.85,3.23,0.84,0.9,0.81,0.72,0.9,0.0,3.96,0.85,0.81,0.79,1.39,0.88,3.43,1.21,0.89,0.81,0.83,2.81,0.0,0.83,0.79,0.94,0.86,0.0,0.02,1.32,0.0,100.01
01/10/2022,4.32,3.8,5.85,6.59,6.5,2.28,4.66,4.07,2.56,3.74,1.15,1.86,2.92,0.0,3.67,1.59,0.78,0.84,1.46,0.85,0.89,0.78,4.85,0.81,0.87,0.79,0.83,3.06,0.87,0.89,0.82,0.71,0.92,0.0,3.97,0.86,0.74,0.72,1.45,0.89,3.4,1.21,0.89,0.8,0.83,2.87,0.0,0.83,0.81,0.93,0.92,0.0,0.02,1.28,0.0,100.0
01/11/2022,4.08,3.74,5.9,6.7,6.56,2.23,4.69,4.16,2.49,3.77,1.15,1.87,2.98,0.0,3.64,1.59,0.78,0.87,1.42,0.86,0.9,0.79,4.85,0.81,0.88,0.76,0.83,2.99,0.85,0.86,0.81,0.71,0.92,0.0,3.99,0.86,0.74,0.68,1.47,0.91,3.39,1.2,0.89,0.8,0.83,2.89,0.0,0.83,0.81,0.94,0.97,0.0,0.02,1.34,0.0,100.0
01/12/2022,4.08,3.74,5.9,6.7,6.56,2.23,4.69,4.16,2.49,3.77,1.15,1.87,2.98,0.0,3.64,1.59,0.78,0.87,1.42,0.86,0.9,0.79,4.85,0.81,0.88,0.76,0.83,2.99,0.85,0.86,0.81,0.71,0.92,0.0,3.99,0.86,0.74,0.68,1.47,0.91,3.39,1.2,0.89,0.8,0.83,2.89,0.0,0.83,0.81,0.94,0.97,0.0,0.02,1.34,0.0,100.0
01/13/2022,3.99,3.74,5.99,6.71,6.59,2.19,4.58,4.2,2.49,3.69,1.16,1.87,2.99,0.0,3.7,1.58,0.82,0.88,1.41,0.85,0.9,0.79,4.76,0.82,0.9,0.72,0.81,2.98,0.85,0.89,0.82,0.75,0.93,0.0,3.98,0.83,0.77,0.71,1.48,0.91,3.38,1.22,0.89,0.83,0.83,2.88,0.0,0.83,0.8,0.95,0.98,0.0,0.02,1.33,0.0,99.97
01/14/2022,3.99,3.74,5.99,6.71,6.59,2.19,4.58,4.2,2.49,3.69,1.16,1.87,2.99,0.0,3.7,1.58,0.82,0.88,1.41,0.85,0.9,0.79,4.76,0.82,0.9,0.72,0.81,2.98,0.85,0.89,0.82,0.75,0.93,0.0,3.98,0.83,0.77,0.71,1.48,0.91,3.38,1.22,0.89,0.83,0.83,2.88,0.0,0.83,0.8,0.95,0.98,0.0,0.02,1.33,0.0,99.97
01/17/2022,4.19,3.76,5.81,6.69,6.43,2.25,4.62,4.17,2.52,3.6,1.16,1.85,3.0,0.0,3.65,1.58,0.82,0.87,1.43,0.87,0.89,0.79,4.79,0.81,0.9,0.75,0.83,3.07,0.84,0.9,0.8,0.78,0.92,0.0,3.92,0.83,0.77,0.68,1.47,0.91,3.55,1.21,0.93,0.8,0.81,2.88,0.0,0.82,0.8,0.98,0.98,0.0,0.0,1.31,0.0,99.99
01/18/2022,4.29,3.66,5.74,6.58,6.35,2.28,4.7,4.2,2.51,3.55,1.17,1.83,3.01,0.0,3.68,1.56,0.8,0.85,1.47,0.86,0.89,0.77,4.71,0.81,0.89,0.78,0.84,3.14,0.84,0.99,0.83,0.78,0.94,0.0,3.86,0.84,0.77,0.68,1.46,0.92,3.57,1.26,0.93,0.81,0.82,2.86,0.0,0.84,0.82,0.97,1.01,0.0,0.0,1.3,0.0,100.02
01/19/2022,4.29,3.66,5.74,6.58,6.35,2.28,4.7,4.2,2.51,3.55,1.17,1.83,3.01,0.0,3.68,1.56,0.8,0.85,1.47,0.86,0.89,0.77,4.71,0.81,0.89,0.78,0.84,3.14,0.84,0.99,0.83,0.78,0.94,0.0,3.86,0.84,0.77,0.68,1.46,0.92,3.57,1.26,0.93,0.81,0.82,2.86,0.0,0.84,0.82,0.97,1.01,0.0,0.0,1.3,0.0,100.02
01/20/2022,4.29,3.66,5.74,6.58,6.35,2.28,4.7,4.2,2.51,3.55,1.17,1.83,3.01,0.0,3.68,1.56,0.8,0.85,1.47,0.86,0.89,0.77,4.71,0.81,0.89,0.78,0.84,3.14,0.84,0.99,0.83,0.78,0.94,0.0,3.86,0.84,0.77,0.68,1.46,0.92,3.57,1.26,0.93,0.81,0.82,2.86,0.0,0.84,0.82,0.97,1.01,0.0,0.0,1.3,0.0,100.02
01/21/2022,4.29,3.66,5.74,6.58,6.35,2.28,4.7,4.2,2.51,3.55,1.17,1.83,3.01,0.0,3.68,1.56,0.8,0.85,1.47,0.86,0.89,0.77,4.71,0.81,0.89,0.78,0.84,3.14,0.84,0.99,0.83,0.78,0.94,0.0,3.86,0.84,0.77,0.68,1.46,0.92,3.57,1.26,0.93,0.81,0.82,2.86,0.0,0.84,0.82,0.97,1.01,0.0,0.0,1.3,0.0,100.02
01/24/2022,4.04,3.61,5.86,6.76,6.63,2.28,4.73,4.34,2.6,3.53,1.22,1.96,3.09,0.0,3.65,1.54,0.73,0.79,1.45,0.87,0.89,0.71,4.74,0.81,0.9,0.73,0.86,3.03,0.83,0.93,0.8,0.69,0.9,0.0,3.9,0.84,0.69,0.63,1.46,0.94,3.51,1.24,0.95,0.82,0.84,2.88,0.0,0.83,0.76,0.98,0.96,0.0,0.01,1.22,0.0,99.96
01/25/2022,3.94,3.64,5.99,6.93,6.71,2.34,4.7,4.3,2.57,3.57,1.21,1.98,3.08,0.0,3.67,1.56,0.72,0.79,1.4,0.88,0.89,0.7,4.85,0.77,0.9,0.7,0.85,3.01,0.83,0.91,0.79,0.67,0.9,0.0,3.8,0.83,0.67,0.61,1.45,0.95,3.47,1.22,0.96,0.8,0.87,2.9,0.0,0.82,0.74,0.97,0.93,0.0,0.01,1.21,0.0,99.96
01/26/2022,3.94,3.64,5.99,6.93,6.71,2.34,4.7,4.3,2.57,3.57,1.21,1.98,3.08,0.0,3.67,1.56,0.72,0.79,1.4,0.88,0.89,0.7,4.85,0.77,0.9,0.7,0.85,3.01,0.83,0.91,0.79,0.67,0.9,0.0,3.8,0.83,0.67,0.61,1.45,0.95,3.47,1.22,0.96,0.8,0.87,2.9,0.0,0.82,0.74,0.97,0.93,0.0,0.01,1.21,0.0,99.96
01/27/2022,4.05,3.61,5.9,6.74,6.65,2.4,4.69,4.27,2.64,3.53,1.19,1.97,3.1,0.0,3.64,1.54,0.74,0.79,1.44,0.88,0.87,0.72,4.81,0.78,0.89,0.72,0.85,3.09,0.83,0.94,0.8,0.69,0.93,0.0,3.93,0.84,0.69,0.61,1.43,0.94,3.48,1.2,0.98,0.81,0.86,2.85,0.0,0.82,0.74,0.97,0.94,0.0,0.01,1.21,0.0,100.0
01/28/2022,4.11,3.66,5.78,6.69,6.71,2.54,4.84,4.33,2.61,3.48,1.19,1.96,3.14,0.0,2.92,1.43,0.74,0.74,1.49,0.88,0.87,0.66,4.77,0.81,0.89,0.75,0.89,3.16,0.85,0.96,0.8,0.67,0.93,0.0,4.04,0.86,0.67,0.58,1.55,0.97,3.65,1.19,1.02,0.79,0.86,2.81,0.0,0.83,0.75,1.0,0.97,0.0,0.01,1.22,0.0,100.02
01/31/2022,3.97,3.67,5.78,6.79,6.86,2.45,4.93,4.47,2.69,3.51,1.2,1.97,3.22,0.0,2.74,1.44,0.76,0.75,1.47,0.86,0.88,0.65,4.84,0.78,0.89,0.69,0.9,3.17,0.87,0.92,0.78,0.67,0.89,0.0,4.08,0.84,0.67,0.5,1.42,0.97,3.64,1.2,1.03,0.77,0.84,2.83,0.0,0.82,0.72,1.0,0.93,0.0,0.01,1.26,0.0,99.99
02/01/2022,4.04,3.75,5.67,6.83,6.6,2.46,4.92,4.43,2.7,3.45,1.2,1.97,3.21,0.0,2.77,1.44,0.8,0.78,1.5,0.87,0.87,0.7,4.85,0.77,0.87,0.71,0.91,3.15,0.86,0.94,0.79,0.71,0.91,0.0,4.05,0.85,0.69,0.51,1.41,0.99,3.65,1.2,1.04,0.79,0.83,2.81,0.0,0.8,0.71,1.01,0.92,0.0,0.01,1.3,0.0,100.0
02/02/2022,4.04,3.75,5.67,6.83,6.6,2.46,4.92,4.43,2.7,3.45,1.2,1.97,3.21,0.0,2.77,1.44,0.8,0.78,1.5,0.87,0.87,0.7,4.85,0.77,0.87,0.71,0.91,3.15,0.86,0.94,0.79,0.71,0.91,0.0,4.05,0.85,0.69,0.51,1.41,0.99,3.65,1.2,1.04,0.79,0.83,2.81,0.0,0.8,0.71,1.01,0.92,0.0,0.01,1.3,0.0,100.0
02/03/2022,4.04,3.75,5.67,6.83,6.6,2.46,4.92,4.43,2.7,3.45,1.2,1.97,3.21,0.0,2.77,1.44,0.8,0.78,1.5,0.87,0.87,0.7,4.85,0.77,0.87,0.71,0.91,3.15,0.86,0.94,0.79,0.71,0.91,0.0,4.05,0.85,0.69,0.51,1.41,0.99,3.65,1.2,1.04,0.79,0.83,2.81,0.0,0.8,0.71,1.01,0.92,0.0,0.01,1.3,0.0,100.0
02/04/2022,4.05,3.68,5.53,6.77,6.56,2.48,4.93,4.38,2.74,3.47,1.2,2.04,3.19,0.0,2.63,1.45,0.79,0.77,1.47,0.87,0.89,0.7,4.89,0.81,0.87,0.69,0.91,3.16,0.84,0.97,0.81,0.72,0.93,0.0,3.98,0.85,0.71,0.54,1.48,0.95,3.68,1.22,1.0,0.78,0.81,2.8,0.0,0.8,0.75,1.0,0.96,0.0,0.19,1.28,0.0,99.97
02/07/2022,4.08,3.71,5.52,6.78,6.58,2.43,5.01,4.38,2.7,3.51,1.21,2.02,3.18,0.0,2.35,1.48,0.83,0.76,1.47,0.86,0.88,0.7,4.9,0.8,0.88,0.75,0.94,3.21,0.84,0.94,0.82,0.73,0.94,0.0,4.05,0.86,0.71,0.48,1.5,0.93,3.69,1.2,1.0,0.78,0.78,2.93,0.0,0.79,0.77,1.03,0.97,0.0,0.03,1.33,0.0,100.02
02/08/2022,4.19,3.64,5.48,6.76,6.59,2.4,5.11,4.38,2.68,3.51,1.22,2.04,3.19,0.0,2.38,1.49,0.82,0.76,1.47,0.88,0.89,0.68,4.9,0.86,0.88,0.74,0.94,3.05,0.85,1.0,0.81,0.72,0.99,0.0,3.99,0.87,0.72,0.5,1.48,0.92,3.65,1.2,1.02,0.76,0.78,2.94,0.0,0.8,0.77,0.93,1.0,0.0,-0.02,1.35,0.0,99.96
02/09/2022,4.19,3.64,5.48,6.76,6.59,2.4,5.11,4.38,2.68,3.51,1.22,2.04,3.19,0.0,2.38,1.49,0.82,0.76,1.47,0.88,0.89,0.68,4.9,0.86,0.88,0.74,0.94,3.05,0.85,1.0,0.81,0.72,0.99,0.0,3.99,0.87,0.72,0.5,1.48,0.92,3.65,1.2,1.02,0.76,0.78,2.94,0.0,0.8,0.77,0.93,1.0,0.0,-0.02,1.35,0.0,99.96
02/10/2022,4.03,3.71,5.52,6.78,6.72,2.28,5.14,4.43,2.62,3.53,1.21,2.07,3.22,0.0,2.34,1.47,0.8,0.75,1.42,0.88,0.92,0.67,4.93,0.84,0.9,0.7,0.95,3.05,0.84,0.97,0.8,0.7,0.99,0.0,3.97,0.86,0.7,0.51,1.47,0.96,3.6,1.22,1.03,0.78,0.81,3.0,0.0,0.8,0.79,0.92,1.06,0.0,0.01,1.33,0.0,100.0
02/11/2022,3.94,3.74,5.59,6.88,6.77,2.26,5.14,4.45,2.55,3.58,1.21,2.06,3.21,0.0,2.39,1.5,0.79,0.77,1.37,0.88,0.93,0.64,5.05,0.8,0.9,0.68,0.93,2.94,0.82,0.97,0.79,0.68,1.02,0.0,3.95,0.83,0.69,0.51,1.42,0.95,3.55,1.23,1.03,0.76,0.82,3.05,0.0,0.82,0.8,0.93,1.09,0.0,0.01,1.32,0.0,99.99
02/14/2022,4.09,3.73,5.49,6.73,6.67,2.36,5.15,4.43,2.67,3.56,1.2,1.98,3.2,0.0,2.36,1.45,0.77,0.77,1.38,0.86,0.93,0.63,5.04,0.83,0.9,0.71,0.95,2.95,0.85,1.04,0.82,0.72,1.01,0.0,3.98,0.83,0.73,0.53,1.36,0.95,3.57,1.2,1.04,0.78,0.82,3.03,0.0,0.77,0.79,0.95,1.04,0.0,0.05,1.33,0.0,99.98
