,AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,JPM,V,UNH,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,WMT,ACN,LLY,DHR,TXN,MCD,MDT,QCOM,UPS,ORCL,LIN,UNP,BMY,NEE,C,AMGN,LOW,INTU,SBUX,MS,BLK,GS,AMAT,AMT,TGT,CAT,AMD,GE,AXP,DE,CVS,SCHW,CHTR,SPGI,ANTM,BKNG,PLD,MU,LRCX,MDLZ,GILD,TJX,COP,CI,PNC,CSX,CME,EQIX,GM,MMC,ATVI,CB,COF,BDX,FDX,CL,NSC,ILMN,EW,ICE,ITW,ADSK,APD,ADI,BSX,REGN,MCO,ETN,HUM,EMR,PGR,F,IDXX,WM,BIIB,FCX,ECL,VRTX,NEM,ROP,JCI,KLAC,LHX,DOW,TEL,TROW,EBAY,TT,A,MET,EXC,SLB,MSCI,SPG,APTV,DLR,INFO,APH,ALXN,BAX,PH,PPG,EA,SRE,BK,ALL,PRU,STZ,MPC,SYY,HPQ,TRV,PXD,MSI,MAR,IFF,TDG,GIS,DFS,KMI,YUM,CTAS,HLT,WELL,CMI,WBA,MTD,AFL,SWK,CTVA,ADM,ROK,WMB,MCK,AME,GLW,PEG,FAST,ZBRA,PCAR,AVB,VRSK,AWK,ANSS,KR,CBRE,STT,ES,KEYS,AMP,AJG,EQR,DAL,BLL,FITB,WST,LH,SYF,VFC,LYB,O,KHC,OXY,HSY,WY,ETSY,ED,OKE,BBY,WAT,RSG,4970.T,STATE STREET ESG LIQUID RESERV ESG LIQUID RESERVES F STIF USD,URI,GEN.,FTV,n/a,ALB,NTRS,XYL,HIG,ANET,DLTR,EXR,MLM,TSN,EIX,DVN,HAL,HES,ABC,ESS,VTR,GWW,STX,DRE,AKAM,KMX,PFG,TRMB,CAG,ETR,IEX,RCL,CAH,EMN,BXP,SJM,FMC,BIO,LVS,INCY,PHM,KEY,HRL,LNC,CBOE,HWM,RHI,LDOS,SNA,HAS,JNPR,HSIC,BWA,TAP,NWL,GL,NWSA,DVA,DXC,NLSN,VNO,DISCA,UAA,NWS,SUM
08/20/2021,8.28,7.75,4.91,2.89,2.75,1.7,1.8,1.67,1.4,1.4,1.2,1.25,1.12,1.12,1.09,1.06,0.96,0.82,0.82,0.83,0.75,0.83,0.99,0.78,0.78,0.71,0.77,0.74,0.76,0.77,0.68,0.7,0.73,0.74,0.76,0.71,0.6,0.63,0.62,0.57,0.5,0.58,0.57,0.53,0.54,0.58,0.52,0.46,0.45,0.52,0.48,0.54,0.45,0.48,0.42,0.46,0.44,0.41,0.46,0.39,0.38,0.41,0.4,0.38,0.38,0.38,0.33,0.33,0.35,0.28,0.29,0.32,0.32,0.29,0.26,0.26,0.28,0.27,0.26,0.26,0.23,0.28,0.23,0.29,0.28,0.26,0.24,0.24,0.24,0.27,0.26,0.23,0.24,0.25,0.22,0.22,0.22,0.24,0.22,0.24,0.19,0.22,0.2,0.18,0.2,0.21,0.19,0.18,0.19,0.18,0.16,0.18,0.18,0.18,0.17,0.16,0.18,0.17,0.17,0.16,0.17,0.16,0.17,0.13,0.18,0.15,0.15,0.16,0.16,0.16,0.0,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.12,0.13,0.12,0.13,0.14,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.09,0.11,0.1,0.1,0.09,0.09,0.1,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.98
08/23/2021,8.17,7.93,4.87,2.89,2.77,1.75,1.84,1.66,1.39,1.43,1.22,1.27,1.11,1.11,1.08,1.08,0.96,0.79,0.81,0.86,0.76,0.86,0.97,0.79,0.78,0.7,0.78,0.74,0.75,0.77,0.64,0.7,0.73,0.74,0.76,0.71,0.6,0.63,0.62,0.56,0.49,0.57,0.58,0.53,0.54,0.59,0.52,0.46,0.51,0.53,0.48,0.53,0.45,0.47,0.42,0.47,0.43,0.4,0.44,0.39,0.37,0.4,0.39,0.38,0.39,0.37,0.33,0.32,0.35,0.28,0.29,0.32,0.32,0.31,0.25,0.25,0.28,0.27,0.25,0.26,0.22,0.28,0.23,0.29,0.28,0.26,0.23,0.24,0.24,0.24,0.26,0.23,0.24,0.25,0.21,0.22,0.22,0.25,0.22,0.24,0.19,0.22,0.2,0.18,0.2,0.21,0.19,0.17,0.19,0.17,0.16,0.18,0.19,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.13,0.18,0.15,0.15,0.16,0.16,0.16,0.0,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.12,0.14,0.12,0.14,0.11,0.14,0.12,0.13,0.12,0.13,0.14,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.14,0.13,0.11,0.11,0.12,0.13,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.11,0.09,0.12,0.1,0.1,0.0,0.09,0.1,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.98
08/25/2021,8.18,8.06,4.85,2.91,2.77,1.82,1.84,1.65,1.38,1.43,1.23,1.26,1.09,1.12,1.08,1.08,0.96,0.78,0.81,0.87,0.74,0.86,0.96,0.79,0.77,0.69,0.77,0.74,0.75,0.77,0.64,0.7,0.73,0.74,0.76,0.71,0.6,0.63,0.62,0.57,0.49,0.57,0.58,0.52,0.55,0.59,0.51,0.45,0.52,0.53,0.47,0.53,0.46,0.47,0.41,0.46,0.44,0.39,0.44,0.39,0.37,0.38,0.39,0.38,0.39,0.37,0.33,0.32,0.35,0.28,0.28,0.32,0.32,0.31,0.25,0.25,0.28,0.27,0.25,0.26,0.22,0.28,0.22,0.29,0.27,0.25,0.23,0.24,0.23,0.25,0.26,0.23,0.24,0.25,0.21,0.22,0.22,0.25,0.22,0.24,0.19,0.22,0.2,0.17,0.2,0.21,0.19,0.17,0.19,0.17,0.16,0.18,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.13,0.18,0.15,0.15,0.16,0.16,0.16,0.0,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.12,0.14,0.12,0.14,0.11,0.14,0.12,0.13,0.12,0.13,0.14,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.13,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.11,0.09,0.12,0.11,0.09,0.0,0.09,0.1,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.98
08/26/2021,8.19,8.0,4.91,2.93,2.8,1.9,1.89,1.66,1.38,1.4,1.22,1.24,1.1,1.12,1.08,1.09,0.95,0.81,0.8,0.87,0.75,0.86,0.97,0.78,0.76,0.68,0.76,0.74,0.75,0.76,0.65,0.69,0.72,0.74,0.74,0.7,0.6,0.62,0.6,0.57,0.48,0.56,0.57,0.52,0.54,0.58,0.51,0.45,0.51,0.53,0.47,0.53,0.46,0.47,0.42,0.46,0.43,0.4,0.46,0.39,0.37,0.39,0.39,0.38,0.38,0.37,0.33,0.33,0.34,0.28,0.29,0.31,0.32,0.32,0.26,0.25,0.28,0.27,0.25,0.26,0.21,0.28,0.22,0.29,0.27,0.25,0.23,0.23,0.23,0.24,0.25,0.23,0.23,0.25,0.21,0.22,0.22,0.25,0.22,0.24,0.19,0.22,0.2,0.17,0.2,0.2,0.19,0.17,0.19,0.17,0.16,0.18,0.19,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.13,0.18,0.15,0.15,0.16,0.16,0.16,0.0,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.14,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.11,0.09,0.12,0.1,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.18,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96999999999998
08/27/2021,8.17,7.93,4.96,2.96,2.82,1.89,1.9,1.66,1.38,1.39,1.2,1.23,1.1,1.13,1.09,1.09,0.95,0.81,0.79,0.87,0.76,0.87,0.94,0.77,0.76,0.68,0.75,0.74,0.75,0.75,0.66,0.68,0.71,0.73,0.73,0.7,0.6,0.62,0.62,0.57,0.48,0.56,0.57,0.51,0.53,0.57,0.52,0.45,0.5,0.53,0.47,0.54,0.46,0.48,0.42,0.45,0.43,0.41,0.45,0.39,0.37,0.4,0.38,0.39,0.38,0.37,0.33,0.35,0.34,0.28,0.29,0.31,0.32,0.32,0.26,0.26,0.28,0.27,0.25,0.25,0.22,0.28,0.22,0.29,0.27,0.25,0.23,0.23,0.23,0.24,0.26,0.23,0.23,0.26,0.21,0.22,0.22,0.25,0.22,0.24,0.19,0.22,0.2,0.18,0.2,0.2,0.19,0.18,0.19,0.18,0.16,0.18,0.19,0.18,0.17,0.16,0.18,0.17,0.16,0.17,0.18,0.16,0.17,0.14,0.18,0.15,0.15,0.16,0.16,0.16,0.0,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.12,0.14,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.11,0.09,0.12,0.1,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.18,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
09/01/2021,8.08,7.82,4.98,3.0,2.85,1.95,1.9,1.71,1.37,1.37,1.19,1.21,1.08,1.13,1.12,1.08,0.94,0.82,0.78,0.89,0.76,0.86,0.9,0.76,0.75,0.67,0.74,0.73,0.74,0.75,0.66,0.67,0.7,0.74,0.72,0.7,0.61,0.61,0.62,0.57,0.48,0.56,0.57,0.51,0.52,0.57,0.53,0.44,0.51,0.54,0.47,0.55,0.47,0.49,0.43,0.45,0.43,0.4,0.47,0.4,0.38,0.41,0.38,0.39,0.39,0.37,0.32,0.33,0.34,0.29,0.3,0.3,0.31,0.31,0.27,0.25,0.29,0.27,0.25,0.25,0.22,0.28,0.22,0.29,0.28,0.25,0.22,0.23,0.23,0.23,0.25,0.23,0.23,0.24,0.2,0.31,0.22,0.24,0.22,0.24,0.18,0.22,0.2,0.18,0.19,0.21,0.19,0.19,0.19,0.17,0.16,0.18,0.19,0.19,0.17,0.17,0.18,0.17,0.17,0.17,0.18,0.16,0.17,0.14,0.18,0.15,0.15,0.15,0.15,0.16,0.0,0.13,0.14,0.14,0.14,0.14,0.16,0.14,0.14,0.12,0.13,0.14,0.12,0.14,0.12,0.14,0.13,0.13,0.12,0.12,0.14,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.14,0.13,0.11,0.11,0.12,0.13,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.11,0.1,0.12,0.1,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.19,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.97
09/02/2021,8.29,7.89,5.06,3.0,2.85,1.94,1.94,1.68,1.35,1.36,1.2,1.21,1.06,1.13,1.09,1.09,0.94,0.8,0.78,0.88,0.76,0.86,0.9,0.77,0.75,0.67,0.75,0.74,0.74,0.76,0.65,0.67,0.7,0.74,0.72,0.71,0.61,0.61,0.62,0.57,0.48,0.56,0.57,0.5,0.52,0.57,0.51,0.44,0.5,0.54,0.47,0.54,0.46,0.48,0.43,0.46,0.42,0.4,0.46,0.4,0.37,0.41,0.38,0.38,0.39,0.37,0.32,0.32,0.34,0.28,0.3,0.3,0.31,0.3,0.26,0.25,0.28,0.26,0.25,0.25,0.22,0.28,0.22,0.28,0.26,0.25,0.22,0.23,0.23,0.23,0.25,0.23,0.23,0.23,0.2,0.31,0.22,0.25,0.22,0.24,0.18,0.22,0.19,0.18,0.2,0.21,0.19,0.18,0.19,0.17,0.16,0.18,0.19,0.18,0.17,0.16,0.18,0.17,0.17,0.17,0.18,0.16,0.17,0.14,0.18,0.15,0.14,0.16,0.16,0.16,0.0,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.12,0.13,0.14,0.13,0.14,0.12,0.14,0.12,0.13,0.11,0.12,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.11,0.11,0.13,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.11,0.09,0.12,0.1,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.1,0.0,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.01
09/03/2021,8.23,7.85,5.14,3.0,2.85,1.92,1.96,1.67,1.34,1.36,1.2,1.21,1.05,1.13,1.09,1.09,0.96,0.8,0.79,0.88,0.76,0.86,0.89,0.77,0.75,0.67,0.75,0.74,0.72,0.75,0.64,0.67,0.7,0.74,0.71,0.7,0.61,0.61,0.62,0.57,0.48,0.56,0.57,0.5,0.52,0.57,0.52,0.45,0.5,0.54,0.48,0.54,0.46,0.48,0.43,0.46,0.42,0.4,0.46,0.4,0.38,0.4,0.39,0.38,0.39,0.37,0.32,0.33,0.34,0.28,0.3,0.3,0.32,0.3,0.26,0.25,0.28,0.26,0.25,0.26,0.22,0.28,0.22,0.28,0.27,0.25,0.22,0.23,0.22,0.23,0.25,0.23,0.23,0.23,0.2,0.3,0.22,0.25,0.22,0.24,0.18,0.22,0.19,0.18,0.2,0.21,0.18,0.18,0.19,0.17,0.16,0.18,0.19,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.14,0.18,0.15,0.14,0.16,0.16,0.16,0.0,0.13,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.12,0.13,0.14,0.13,0.14,0.12,0.14,0.12,0.13,0.12,0.12,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.12,0.1,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.1,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.97
09/06/2021,8.3,7.81,5.12,2.97,2.82,1.92,1.94,1.67,1.31,1.38,1.2,1.22,1.03,1.14,1.07,1.09,0.97,0.8,0.79,0.87,0.75,0.86,0.9,0.78,0.76,0.68,0.75,0.68,0.72,0.76,0.65,0.67,0.7,0.75,0.71,0.72,0.6,0.62,0.62,0.57,0.49,0.56,0.57,0.5,0.51,0.58,0.51,0.45,0.5,0.53,0.48,0.54,0.46,0.48,0.43,0.47,0.42,0.4,0.45,0.4,0.37,0.41,0.39,0.38,0.39,0.38,0.33,0.33,0.35,0.28,0.3,0.3,0.31,0.3,0.26,0.26,0.28,0.26,0.24,0.26,0.21,0.28,0.22,0.28,0.26,0.26,0.22,0.23,0.22,0.24,0.26,0.23,0.23,0.21,0.2,0.3,0.22,0.25,0.22,0.24,0.19,0.22,0.19,0.18,0.2,0.21,0.18,0.18,0.19,0.17,0.16,0.18,0.19,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.14,0.18,0.16,0.14,0.16,0.16,0.16,0.0,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.12,0.13,0.14,0.13,0.14,0.12,0.14,0.12,0.13,0.12,0.12,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.11,0.09,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.18,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9
09/08/2021,8.34,7.81,5.14,2.98,2.83,1.96,1.94,1.66,1.32,1.38,1.21,1.22,1.02,1.13,1.07,1.09,0.97,0.8,0.79,0.88,0.75,0.86,0.9,0.79,0.76,0.68,0.75,0.68,0.71,0.77,0.65,0.67,0.71,0.75,0.71,0.72,0.6,0.61,0.62,0.56,0.49,0.56,0.56,0.49,0.51,0.58,0.51,0.45,0.5,0.53,0.48,0.54,0.46,0.48,0.43,0.47,0.42,0.4,0.46,0.39,0.36,0.42,0.4,0.37,0.39,0.38,0.32,0.33,0.35,0.28,0.3,0.3,0.31,0.29,0.26,0.26,0.28,0.25,0.24,0.27,0.21,0.28,0.21,0.28,0.25,0.26,0.22,0.23,0.22,0.23,0.26,0.23,0.23,0.22,0.2,0.3,0.22,0.25,0.22,0.23,0.19,0.22,0.19,0.17,0.2,0.21,0.18,0.18,0.19,0.17,0.16,0.18,0.19,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.14,0.18,0.16,0.14,0.16,0.16,0.16,0.0,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.12,0.13,0.14,0.13,0.14,0.12,0.14,0.12,0.13,0.11,0.12,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.13,0.14,0.12,0.11,0.12,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.11,0.09,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.92
09/09/2021,8.34,7.81,5.14,2.98,2.83,1.96,1.94,1.66,1.32,1.38,1.21,1.22,1.02,1.13,1.07,1.09,0.97,0.8,0.79,0.88,0.75,0.86,0.9,0.79,0.76,0.68,0.75,0.68,0.71,0.77,0.65,0.67,0.71,0.75,0.71,0.72,0.6,0.61,0.62,0.56,0.49,0.56,0.56,0.49,0.51,0.58,0.51,0.45,0.5,0.53,0.48,0.54,0.46,0.48,0.43,0.47,0.42,0.4,0.46,0.39,0.36,0.42,0.4,0.37,0.39,0.38,0.32,0.33,0.35,0.28,0.3,0.3,0.31,0.29,0.26,0.26,0.28,0.25,0.24,0.27,0.21,0.28,0.21,0.28,0.25,0.26,0.22,0.23,0.22,0.23,0.26,0.23,0.23,0.22,0.2,0.3,0.22,0.25,0.22,0.23,0.19,0.22,0.19,0.17,0.2,0.21,0.18,0.18,0.19,0.17,0.16,0.18,0.19,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.14,0.18,0.16,0.14,0.16,0.16,0.16,0.0,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.12,0.13,0.14,0.13,0.14,0.12,0.14,0.12,0.13,0.11,0.12,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.13,0.14,0.12,0.11,0.12,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.11,0.09,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.92
