,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,BRK.B,TSLA,JPM,NVDA,JNJ,V,UNH,HD,PG,BAC,DIS,MA,PYPL,ADBE,CMCSA,PFE,CSCO,LLY,KO,VZ,INTC,NFLX,PEP,CRM,ABT,TMO,NKE,XOM,WMT,ABBV,ACN,COST,AVGO,ORCL,MRK,DHR,MCD,T,WFC,CVX,TXN,MDT,QCOM,HON,NEE,LIN,UNP,MS,LOW,C,AMD,INTU,UPS,PM,SBUX,BMY,AMGN,GS,TGT,BA,RTX,MRNA,CAT,BLK,AMAT,ISRG,DE,AXP,CHTR,CVS,NOW,IBM,MMM,SPGI,SCHW,GE.,ZTS,SQ,ADP,ANTM,LMT,MDLZ,SYK,TJX,FIS,BKNG,ZM,PNC,LRCX,COF,USB,MU,CSX,MMC,CB,TFC,SHW,EL,ILMN,ITW,MO,AON,DUK,GILD,ADSK,CI,EW,CME,COP,NSC,FDX,SO,BX,HCA,BDX,ETN,ATVI,MCO,CL,GM,ICE,WM,TMUS,FISV,EMR,ADI,APD,BSX,IDXX,DG,NOC,PGR,NXPI,ECL,EBAY,HUM,D,JCI,BIIB,MSCI,KLAC,ALGN,FCX,CMG,TEL,GPN,LHX,REGN,A,ROP,VRTX,IFF,TROW,SNAP,DXCM,CARR,MRVL,TT,KMB,GD,ROST,F,AEP,NEM,HPQ,APH,ORLY,LULU,MET,DOW,VEEV,CDNS,SNPS,BK,TWTR,FTNT,AIG,ALL,APTV,DFS,CRWD,TEAM,YUM,PPG,TRV,EA,EXC,RMD,WDAY,PRU,MSI,AZO,SRE,IQV,MNST,CTSH,GE,PANW,PH,MCHP,MTD,BAX,MAR,EOG,SYY,HLT,MPC,XLNX,SLB,MTCH,EPAM,PAYX,TTD,ROK,CNC,GIS,AFL,AMP,ADM,PXD,MCK,XEL,PSX,CTAS,GLW,KR,SUM
10/05/2021,6.06,5.1,3.55,2.02,2.0,2.0,1.31,1.42,1.24,1.23,1.03,0.95,0.91,0.87,0.85,0.82,0.78,0.78,0.75,0.69,0.63,0.58,0.57,0.5,0.53,0.55,0.56,0.66,0.53,0.59,0.5,0.56,0.45,0.55,0.48,0.47,0.5,0.5,0.48,0.47,0.5,0.44,0.44,0.42,0.4,0.43,0.43,0.42,0.36,0.37,0.38,0.38,0.34,0.35,0.38,0.34,0.33,0.35,0.32,0.32,0.32,0.29,0.31,0.3,0.28,0.3,0.3,0.26,0.26,0.27,0.29,0.29,0.25,0.29,0.26,0.27,0.29,0.26,0.23,0.25,0.25,0.0,0.23,0.21,0.21,0.23,0.21,0.2,0.22,0.2,0.19,0.23,0.15,0.21,0.2,0.18,0.2,0.2,0.17,0.19,0.18,0.19,0.17,0.17,0.14,0.16,0.17,0.19,0.17,0.17,0.15,0.17,0.17,0.16,0.21,0.15,0.14,0.16,0.17,0.16,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.13,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.09,0.1,0.1,0.0,0.0,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.28000000000002
10/06/2021,6.06,5.1,3.55,2.02,2.0,2.0,1.31,1.42,1.24,1.23,1.03,0.95,0.91,0.87,0.85,0.82,0.78,0.78,0.75,0.69,0.63,0.58,0.57,0.5,0.53,0.55,0.56,0.66,0.53,0.59,0.5,0.56,0.45,0.55,0.48,0.47,0.5,0.5,0.48,0.47,0.5,0.44,0.44,0.42,0.4,0.43,0.43,0.42,0.36,0.37,0.38,0.38,0.34,0.35,0.38,0.34,0.33,0.35,0.32,0.32,0.32,0.29,0.31,0.3,0.28,0.3,0.3,0.26,0.26,0.27,0.29,0.29,0.25,0.29,0.26,0.27,0.29,0.26,0.23,0.25,0.25,0.0,0.23,0.21,0.21,0.23,0.21,0.2,0.22,0.2,0.19,0.23,0.15,0.21,0.2,0.18,0.2,0.2,0.17,0.19,0.18,0.19,0.17,0.17,0.14,0.16,0.17,0.19,0.17,0.17,0.15,0.17,0.17,0.16,0.21,0.15,0.14,0.16,0.17,0.16,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.13,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.09,0.1,0.1,0.0,0.0,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.28000000000002
10/07/2021,6.0,5.06,3.49,1.95,1.99,1.99,1.32,1.45,1.26,1.18,1.04,0.94,0.91,0.87,0.86,0.84,0.78,0.76,0.73,0.67,0.64,0.58,0.57,0.5,0.54,0.56,0.56,0.66,0.53,0.59,0.5,0.56,0.46,0.57,0.48,0.47,0.5,0.49,0.48,0.47,0.52,0.44,0.45,0.43,0.4,0.44,0.43,0.42,0.36,0.37,0.39,0.38,0.35,0.35,0.38,0.34,0.33,0.34,0.32,0.33,0.32,0.3,0.31,0.3,0.28,0.3,0.31,0.25,0.26,0.26,0.28,0.28,0.25,0.29,0.26,0.27,0.29,0.27,0.23,0.25,0.25,0.0,0.23,0.2,0.21,0.23,0.21,0.21,0.22,0.2,0.19,0.23,0.15,0.21,0.19,0.19,0.2,0.2,0.17,0.19,0.18,0.19,0.17,0.17,0.14,0.16,0.18,0.19,0.17,0.17,0.15,0.17,0.17,0.16,0.22,0.16,0.13,0.16,0.16,0.16,0.16,0.14,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14000000000001
10/08/2021,6.0,5.06,3.49,1.95,1.99,1.99,1.32,1.45,1.26,1.18,1.04,0.94,0.91,0.87,0.86,0.84,0.78,0.76,0.73,0.67,0.64,0.58,0.57,0.5,0.54,0.56,0.56,0.66,0.53,0.59,0.5,0.56,0.46,0.57,0.48,0.47,0.5,0.49,0.48,0.47,0.52,0.44,0.45,0.43,0.4,0.44,0.43,0.42,0.36,0.37,0.39,0.38,0.35,0.35,0.38,0.34,0.33,0.34,0.32,0.33,0.32,0.3,0.31,0.3,0.28,0.3,0.31,0.25,0.26,0.26,0.28,0.28,0.25,0.29,0.26,0.27,0.29,0.27,0.23,0.25,0.25,0.0,0.23,0.2,0.21,0.23,0.21,0.21,0.22,0.2,0.19,0.23,0.15,0.21,0.19,0.19,0.2,0.2,0.17,0.19,0.18,0.19,0.17,0.17,0.14,0.16,0.18,0.19,0.17,0.17,0.15,0.17,0.17,0.16,0.22,0.16,0.13,0.16,0.16,0.16,0.16,0.14,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14000000000001
10/11/2021,6.03,5.17,3.52,1.96,2.01,2.02,1.33,1.43,1.26,1.22,1.03,0.93,0.92,0.87,0.86,0.84,0.78,0.76,0.74,0.68,0.63,0.57,0.56,0.5,0.54,0.55,0.56,0.69,0.54,0.59,0.5,0.56,0.45,0.55,0.48,0.47,0.5,0.5,0.48,0.48,0.5,0.43,0.45,0.42,0.4,0.44,0.44,0.41,0.35,0.37,0.39,0.38,0.35,0.35,0.38,0.35,0.34,0.34,0.31,0.32,0.32,0.29,0.3,0.31,0.28,0.3,0.31,0.23,0.26,0.26,0.28,0.29,0.25,0.29,0.26,0.26,0.29,0.26,0.23,0.25,0.25,0.0,0.23,0.21,0.22,0.23,0.21,0.21,0.22,0.19,0.18,0.23,0.14,0.21,0.19,0.18,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.14,0.17,0.18,0.19,0.17,0.17,0.15,0.17,0.17,0.16,0.21,0.16,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.13,0.15,0.14,0.22,0.14,0.14,0.13,0.13,0.15,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.1,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.13,0.11,0.12,0.1,0.11,0.11,0.0,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.23,0.11,0.0,0.0,0.0,0.1,0.11,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3
10/12/2021,6.03,5.16,3.53,1.93,2.04,2.03,1.34,1.43,1.26,1.22,1.03,0.94,0.94,0.88,0.86,0.84,0.78,0.77,0.73,0.68,0.6,0.57,0.56,0.51,0.54,0.53,0.56,0.68,0.54,0.58,0.5,0.56,0.46,0.56,0.48,0.48,0.5,0.5,0.48,0.49,0.49,0.43,0.45,0.41,0.4,0.45,0.43,0.41,0.35,0.37,0.38,0.38,0.36,0.35,0.38,0.34,0.34,0.33,0.32,0.32,0.32,0.28,0.3,0.31,0.28,0.3,0.31,0.23,0.26,0.26,0.28,0.28,0.25,0.29,0.25,0.27,0.28,0.26,0.23,0.25,0.25,0.0,0.23,0.21,0.22,0.24,0.21,0.21,0.22,0.19,0.18,0.23,0.14,0.21,0.19,0.18,0.2,0.19,0.18,0.19,0.18,0.19,0.17,0.17,0.15,0.17,0.18,0.19,0.17,0.17,0.15,0.17,0.17,0.16,0.22,0.16,0.13,0.16,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.17,0.17,0.16,0.13,0.15,0.14,0.22,0.14,0.14,0.13,0.13,0.15,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.1,0.11,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.31
10/13/2021,6.03,5.16,3.53,1.93,2.04,2.03,1.34,1.43,1.26,1.22,1.03,0.94,0.94,0.88,0.86,0.84,0.78,0.77,0.73,0.68,0.6,0.57,0.56,0.51,0.54,0.53,0.56,0.68,0.54,0.58,0.5,0.56,0.46,0.56,0.48,0.48,0.5,0.5,0.48,0.49,0.49,0.43,0.45,0.41,0.4,0.45,0.43,0.41,0.35,0.37,0.38,0.38,0.36,0.35,0.38,0.34,0.34,0.33,0.32,0.32,0.32,0.28,0.3,0.31,0.28,0.3,0.31,0.23,0.26,0.26,0.28,0.28,0.25,0.29,0.25,0.27,0.28,0.26,0.23,0.25,0.25,0.0,0.23,0.21,0.22,0.24,0.21,0.21,0.22,0.19,0.18,0.23,0.14,0.21,0.19,0.18,0.2,0.19,0.18,0.19,0.18,0.19,0.17,0.17,0.15,0.17,0.18,0.19,0.17,0.17,0.15,0.17,0.17,0.16,0.22,0.16,0.13,0.16,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.17,0.17,0.16,0.13,0.15,0.14,0.22,0.14,0.14,0.13,0.13,0.15,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.1,0.11,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.31
10/14/2021,6.03,5.16,3.53,1.93,2.04,2.03,1.34,1.43,1.26,1.22,1.03,0.94,0.94,0.88,0.86,0.84,0.78,0.77,0.73,0.68,0.6,0.57,0.56,0.51,0.54,0.53,0.56,0.68,0.54,0.58,0.5,0.56,0.46,0.56,0.48,0.48,0.5,0.5,0.48,0.49,0.49,0.43,0.45,0.41,0.4,0.45,0.43,0.41,0.35,0.37,0.38,0.38,0.36,0.35,0.38,0.34,0.34,0.33,0.32,0.32,0.32,0.28,0.3,0.31,0.28,0.3,0.31,0.23,0.26,0.26,0.28,0.28,0.25,0.29,0.25,0.27,0.28,0.26,0.23,0.25,0.25,0.0,0.23,0.21,0.22,0.24,0.21,0.21,0.22,0.19,0.18,0.23,0.14,0.21,0.19,0.18,0.2,0.19,0.18,0.19,0.18,0.19,0.17,0.17,0.15,0.17,0.18,0.19,0.17,0.17,0.15,0.17,0.17,0.16,0.22,0.16,0.13,0.16,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.17,0.17,0.16,0.13,0.15,0.14,0.22,0.14,0.14,0.13,0.13,0.15,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.1,0.11,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.31
10/15/2021,6.06,5.18,3.5,1.91,2.03,2.03,1.33,1.5,1.24,1.22,1.03,0.92,0.94,0.89,0.86,0.83,0.77,0.75,0.72,0.68,0.58,0.57,0.57,0.51,0.54,0.53,0.56,0.68,0.55,0.59,0.5,0.56,0.46,0.56,0.48,0.47,0.5,0.5,0.49,0.5,0.49,0.43,0.45,0.4,0.4,0.45,0.43,0.41,0.35,0.37,0.37,0.38,0.36,0.35,0.39,0.34,0.34,0.33,0.32,0.32,0.32,0.28,0.3,0.3,0.28,0.3,0.31,0.23,0.26,0.27,0.29,0.28,0.24,0.29,0.24,0.27,0.28,0.26,0.23,0.25,0.25,0.0,0.23,0.2,0.22,0.24,0.22,0.21,0.21,0.19,0.18,0.23,0.14,0.21,0.19,0.18,0.2,0.19,0.18,0.19,0.19,0.19,0.17,0.17,0.14,0.17,0.18,0.19,0.17,0.17,0.15,0.17,0.17,0.16,0.22,0.17,0.13,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.17,0.17,0.16,0.13,0.14,0.14,0.22,0.15,0.14,0.13,0.13,0.15,0.13,0.12,0.13,0.14,0.14,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.1,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.28000000000002
10/18/2021,5.97,5.21,3.54,1.9,2.01,2.01,1.31,1.53,1.19,1.23,1.02,0.91,0.94,0.89,0.86,0.82,0.76,0.74,0.72,0.7,0.58,0.56,0.56,0.51,0.54,0.52,0.54,0.68,0.55,0.61,0.5,0.55,0.48,0.55,0.48,0.47,0.51,0.49,0.48,0.5,0.49,0.43,0.44,0.39,0.39,0.45,0.42,0.4,0.35,0.37,0.38,0.39,0.36,0.35,0.39,0.33,0.35,0.34,0.32,0.33,0.32,0.28,0.29,0.3,0.29,0.29,0.31,0.24,0.25,0.27,0.29,0.28,0.24,0.28,0.24,0.26,0.3,0.26,0.23,0.26,0.25,0.0,0.23,0.21,0.22,0.23,0.22,0.21,0.21,0.19,0.18,0.23,0.15,0.21,0.19,0.18,0.2,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.14,0.17,0.18,0.2,0.17,0.17,0.15,0.17,0.17,0.17,0.22,0.16,0.14,0.16,0.17,0.16,0.16,0.15,0.14,0.15,0.15,0.17,0.17,0.16,0.13,0.14,0.14,0.22,0.15,0.14,0.14,0.13,0.15,0.13,0.12,0.13,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.13,0.1,0.12,0.1,0.11,0.11,0.0,0.12,0.1,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.16000000000001
10/19/2021,5.99,5.23,3.59,1.86,2.02,2.02,1.31,1.55,1.21,1.26,1.01,0.92,0.97,0.9,0.86,0.86,0.76,0.75,0.74,0.71,0.58,0.55,0.56,0.51,0.53,0.51,0.55,0.66,0.54,0.61,0.49,0.55,0.47,0.55,0.48,0.46,0.51,0.49,0.48,0.48,0.47,0.42,0.43,0.39,0.4,0.44,0.42,0.41,0.35,0.37,0.38,0.39,0.37,0.35,0.39,0.34,0.35,0.34,0.33,0.32,0.31,0.28,0.29,0.31,0.29,0.28,0.3,0.24,0.26,0.28,0.29,0.28,0.24,0.28,0.24,0.27,0.3,0.26,0.23,0.26,0.26,0.0,0.23,0.21,0.22,0.24,0.22,0.21,0.21,0.19,0.19,0.23,0.14,0.2,0.19,0.18,0.19,0.18,0.19,0.2,0.18,0.19,0.17,0.17,0.14,0.17,0.18,0.2,0.17,0.17,0.15,0.17,0.17,0.17,0.21,0.17,0.14,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.16,0.17,0.16,0.12,0.15,0.14,0.22,0.15,0.14,0.13,0.13,0.15,0.13,0.12,0.13,0.14,0.14,0.12,0.13,0.1,0.12,0.13,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.0,0.0,0.1,0.0,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.28000000000002
10/20/2021,5.99,5.23,3.59,1.86,2.02,2.02,1.31,1.55,1.21,1.26,1.01,0.92,0.97,0.9,0.86,0.86,0.76,0.75,0.74,0.71,0.58,0.55,0.56,0.51,0.53,0.51,0.55,0.66,0.54,0.61,0.49,0.55,0.47,0.55,0.48,0.46,0.51,0.49,0.48,0.48,0.47,0.42,0.43,0.39,0.4,0.44,0.42,0.41,0.35,0.37,0.38,0.39,0.37,0.35,0.39,0.34,0.35,0.34,0.33,0.32,0.31,0.28,0.29,0.31,0.29,0.28,0.3,0.24,0.26,0.28,0.29,0.28,0.24,0.28,0.24,0.27,0.3,0.26,0.23,0.26,0.26,0.0,0.23,0.21,0.22,0.24,0.22,0.21,0.21,0.19,0.19,0.23,0.14,0.2,0.19,0.18,0.19,0.18,0.19,0.2,0.18,0.19,0.17,0.17,0.14,0.17,0.18,0.2,0.17,0.17,0.15,0.17,0.17,0.17,0.21,0.17,0.14,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.16,0.17,0.16,0.12,0.15,0.14,0.22,0.15,0.14,0.13,0.13,0.15,0.13,0.12,0.13,0.14,0.14,0.12,0.13,0.1,0.12,0.13,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.0,0.0,0.1,0.0,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.28000000000002
10/21/2021,6.04,5.26,3.61,1.91,2.03,2.03,1.3,1.6,1.2,1.27,1.0,0.92,0.96,0.91,0.84,0.85,0.73,0.76,0.74,0.72,0.57,0.55,0.55,0.51,0.52,0.51,0.55,0.67,0.54,0.61,0.49,0.55,0.47,0.55,0.48,0.45,0.51,0.5,0.48,0.49,0.46,0.43,0.43,0.38,0.4,0.44,0.42,0.39,0.35,0.37,0.38,0.38,0.37,0.35,0.4,0.33,0.37,0.35,0.33,0.32,0.32,0.27,0.28,0.32,0.3,0.28,0.3,0.25,0.26,0.28,0.29,0.28,0.24,0.28,0.24,0.26,0.3,0.26,0.23,0.26,0.26,0.0,0.23,0.21,0.22,0.23,0.22,0.2,0.21,0.19,0.18,0.22,0.15,0.2,0.19,0.18,0.19,0.18,0.18,0.19,0.18,0.19,0.17,0.17,0.14,0.17,0.18,0.19,0.17,0.16,0.15,0.17,0.17,0.17,0.21,0.17,0.13,0.15,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.16,0.17,0.16,0.12,0.15,0.14,0.22,0.15,0.14,0.13,0.13,0.15,0.13,0.12,0.13,0.14,0.14,0.12,0.13,0.1,0.12,0.12,0.1,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.1,0.1,0.12,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.09,0.0,0.09,0.23,0.12,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.30000000000001
