,MSFT,JPM,JNJ,V,WMT,UNH,HD,PG,CMCSA,XOM,ORCL,VZ,KO,PFE,ABT,T,PEP,NKE,CVX,MRK,ACN,AVGO,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,BMY,UNP,NEE,LOW,SBUX,BLK,RTX,IBM,TGT,CAT,MMM,LMT,SPGI,SYK,MO,ADP,USB,PNC,DUK,CME,CSX,ATVI,TFC,SHW,MMC,BDX,CB,ITW,CL,MCO,SO,APD,ADI,WM,ECL,ETN,NOC,EMR,EPD,GD,ROP,KLAC,TROW,KMB,LHX,TEL,TT,BK,DLR,AEP,WBA,SRE,CTAS,PPG,MCHP,PRU,ALL,PAYX,SYY,TRV,HPQ,IFF,AFL,XEL,DFS,RSG,CMI,GLW,ADM,SWK,ROK,VFC,VLO,FAST,MCK,AWK,AJG,AMP,WEC,STT,KR,ES,NUE,BBY,ARE,WST,FITB,HRL,HSY,O,OKE,ED,ABC,IP,GWW,BF.B,EXR,CLX,MKC,EIX,DTE,DOV,PPL,K,TSCO,EXPD,CHD,HBAN,ESS,MAA,ALB,KEY,BR,CINF,POOL,GPC,STE,RJF,MKTX,CMS,JBHT,AVY,CE,PFG,IEX,CAH,BIP,BEN,EMN,BRO,UDR,EVRG,LNT,SJM,ELS,WHR,WPC,WRB,HAS,LII,GGG,FDS,PKG,ATO,NDSN,CBOE,CHRW,IRM,JKHY,WSM,SNA,TTC,LNC,WTRG,RPM,WLK,AGPXX,MMP,MORN,LAD,AFG,SMG,HUBB,CSL,RHI,GL,UGI,CMA,CUBE,RS,AOS,AIZ,SCI,HRC,FRT,CHDN,ERIE,RRX,PEP.,CHV.,4I1.,DUT.,A4S.,AWC.,ALS.,PG4.,FRTEUR,FISI,FLIC,ORI,SEIC,CBSH,MA,CSCO,INTU,AMGN,GS,ANTM,AON,HUM,APH,MSI,LYB,PEG,TSN,DGX,XYL,FNF,NI,SUM
07/23/2021,4.46,3.02,2.95,2.73,2.66,2.6,2.31,2.28,1.74,1.58,1.7,1.53,1.6,1.53,1.41,1.33,1.44,1.36,1.24,1.29,1.32,1.28,1.15,1.22,1.16,1.12,1.05,0.98,1.02,1.06,0.99,0.95,1.01,0.91,0.92,0.89,0.85,0.83,0.84,0.76,0.77,0.7,0.67,0.64,0.58,0.57,0.56,0.51,0.53,0.5,0.47,0.47,0.48,0.5,0.48,0.48,0.5,0.48,0.47,0.47,0.44,0.42,0.39,0.41,0.41,0.41,0.39,0.39,0.35,0.36,0.34,0.31,0.31,0.31,0.31,0.3,0.31,0.29,0.29,0.29,0.27,0.27,0.27,0.25,0.25,0.26,0.25,0.27,0.25,0.25,0.23,0.24,0.24,0.24,0.25,0.24,0.23,0.23,0.22,0.22,0.23,0.2,0.17,0.21,0.2,0.2,0.19,0.19,0.2,0.19,0.2,0.2,0.18,0.18,0.19,0.18,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.0,0.06,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.17000000000002
07/26/2021,4.55,3.03,2.96,2.74,2.63,2.6,2.3,2.23,1.76,1.6,1.73,1.54,1.61,1.54,1.39,1.33,1.42,1.38,1.26,1.29,1.32,1.29,1.12,1.22,1.18,1.13,1.06,1.0,1.02,1.07,1.0,0.96,0.99,0.92,0.95,0.87,0.86,0.83,0.84,0.76,0.76,0.7,0.67,0.64,0.57,0.57,0.55,0.51,0.52,0.5,0.49,0.46,0.48,0.49,0.49,0.48,0.5,0.48,0.46,0.47,0.44,0.42,0.39,0.4,0.41,0.41,0.38,0.39,0.34,0.36,0.34,0.32,0.31,0.3,0.31,0.3,0.31,0.29,0.29,0.28,0.27,0.26,0.27,0.25,0.25,0.26,0.25,0.26,0.24,0.25,0.23,0.24,0.24,0.24,0.25,0.24,0.23,0.23,0.21,0.22,0.23,0.21,0.17,0.2,0.21,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.13
07/27/2021,4.56,2.99,2.97,2.77,2.63,2.59,2.32,2.25,1.76,1.59,1.66,1.52,1.62,1.53,1.41,1.32,1.43,1.39,1.25,1.29,1.33,1.3,1.13,1.23,1.19,1.14,1.07,1.0,1.0,1.04,1.0,0.96,0.99,0.93,0.97,0.87,0.85,0.83,0.85,0.75,0.76,0.69,0.66,0.65,0.58,0.57,0.54,0.51,0.53,0.5,0.49,0.47,0.48,0.5,0.49,0.48,0.49,0.47,0.46,0.47,0.44,0.42,0.4,0.41,0.41,0.41,0.38,0.39,0.34,0.36,0.34,0.32,0.31,0.3,0.31,0.3,0.32,0.29,0.29,0.28,0.26,0.26,0.27,0.25,0.25,0.26,0.25,0.27,0.24,0.24,0.23,0.24,0.24,0.24,0.25,0.24,0.23,0.23,0.21,0.22,0.23,0.21,0.17,0.21,0.21,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.0,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.0,0.07,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.24
07/28/2021,4.56,2.99,2.97,2.77,2.63,2.59,2.32,2.25,1.76,1.59,1.66,1.52,1.62,1.53,1.41,1.32,1.43,1.39,1.25,1.29,1.33,1.3,1.13,1.23,1.19,1.13,1.07,1.0,1.0,1.04,1.0,0.96,0.99,0.93,0.97,0.87,0.85,0.83,0.85,0.75,0.76,0.69,0.66,0.65,0.58,0.57,0.54,0.51,0.53,0.5,0.49,0.47,0.48,0.5,0.49,0.48,0.49,0.47,0.46,0.47,0.44,0.42,0.4,0.4,0.41,0.41,0.38,0.39,0.34,0.36,0.34,0.32,0.31,0.3,0.31,0.3,0.32,0.29,0.29,0.28,0.26,0.26,0.27,0.25,0.25,0.26,0.25,0.26,0.24,0.24,0.23,0.24,0.24,0.24,0.25,0.24,0.23,0.23,0.21,0.22,0.23,0.21,0.17,0.21,0.21,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.19,0.18,0.16,0.17,0.17,0.17,0.15,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.0,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.14
07/29/2021,4.55,3.01,2.97,2.78,2.63,2.56,2.31,2.25,1.77,1.63,1.66,1.52,1.62,1.54,1.39,1.32,1.43,1.38,1.28,1.28,1.33,1.29,1.14,1.23,1.19,1.13,1.06,1.01,0.99,1.04,0.99,0.96,0.99,0.91,0.97,0.87,0.85,0.83,0.84,0.76,0.76,0.67,0.65,0.65,0.58,0.57,0.55,0.51,0.53,0.49,0.49,0.46,0.48,0.5,0.49,0.47,0.49,0.47,0.47,0.47,0.44,0.42,0.4,0.41,0.41,0.41,0.38,0.39,0.34,0.35,0.34,0.32,0.31,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.27,0.26,0.27,0.26,0.25,0.26,0.26,0.27,0.25,0.24,0.23,0.24,0.24,0.24,0.25,0.24,0.23,0.23,0.21,0.22,0.23,0.21,0.18,0.2,0.21,0.2,0.19,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.14
07/30/2021,4.51,3.01,2.98,2.79,2.63,2.57,2.28,2.26,1.76,1.61,1.66,1.53,1.62,1.55,1.4,1.32,1.43,1.38,1.27,1.3,1.33,1.28,1.12,1.23,1.2,1.15,1.04,1.02,0.92,1.05,0.99,0.95,1.0,0.9,0.97,0.86,0.88,0.84,0.84,0.75,0.76,0.68,0.65,0.66,0.58,0.58,0.55,0.51,0.54,0.5,0.48,0.43,0.48,0.5,0.49,0.48,0.5,0.47,0.47,0.47,0.45,0.42,0.39,0.41,0.41,0.41,0.38,0.39,0.34,0.36,0.34,0.31,0.3,0.3,0.31,0.3,0.31,0.29,0.29,0.29,0.26,0.26,0.27,0.26,0.24,0.26,0.26,0.27,0.25,0.25,0.23,0.24,0.24,0.24,0.25,0.24,0.22,0.23,0.22,0.21,0.22,0.21,0.18,0.2,0.21,0.2,0.19,0.19,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.15,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.0,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.06
08/02/2021,4.49,3.03,2.96,2.74,2.62,2.54,2.28,2.23,1.74,1.63,1.65,1.52,1.61,1.57,1.41,1.32,1.42,1.39,1.29,1.28,1.32,1.29,1.14,1.23,1.19,1.15,1.11,1.02,0.91,1.06,0.99,0.94,1.0,0.89,0.94,0.87,0.87,0.83,0.84,0.76,0.75,0.68,0.67,0.66,0.59,0.58,0.55,0.51,0.53,0.5,0.48,0.42,0.49,0.5,0.49,0.48,0.49,0.47,0.46,0.46,0.45,0.42,0.4,0.4,0.41,0.41,0.38,0.39,0.33,0.37,0.34,0.32,0.3,0.3,0.31,0.31,0.32,0.29,0.28,0.29,0.27,0.26,0.27,0.25,0.25,0.26,0.26,0.27,0.25,0.24,0.23,0.24,0.25,0.24,0.25,0.24,0.22,0.23,0.22,0.21,0.23,0.22,0.18,0.21,0.21,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.07
08/03/2021,4.48,3.01,2.97,2.73,2.63,2.55,2.29,2.28,1.77,1.6,1.65,1.51,1.61,1.57,1.41,1.31,1.42,1.4,1.29,1.28,1.32,1.3,1.15,1.24,1.18,1.16,1.1,1.02,0.91,1.06,0.99,0.95,1.0,0.89,0.94,0.87,0.86,0.82,0.84,0.74,0.75,0.68,0.68,0.67,0.58,0.58,0.54,0.51,0.53,0.5,0.48,0.43,0.48,0.51,0.49,0.49,0.5,0.47,0.44,0.46,0.44,0.42,0.4,0.41,0.41,0.41,0.38,0.4,0.32,0.36,0.34,0.35,0.3,0.3,0.3,0.32,0.32,0.29,0.28,0.29,0.27,0.26,0.27,0.25,0.26,0.26,0.25,0.27,0.25,0.25,0.24,0.25,0.24,0.24,0.25,0.25,0.22,0.23,0.22,0.21,0.23,0.21,0.18,0.21,0.21,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.2,0.18,0.19,0.2,0.17,0.16,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.17
08/04/2021,4.48,3.01,2.97,2.73,2.63,2.55,2.29,2.28,1.77,1.6,1.65,1.51,1.61,1.57,1.41,1.31,1.42,1.4,1.29,1.28,1.32,1.3,1.15,1.24,1.18,1.16,1.1,1.02,0.91,1.06,0.99,0.95,1.0,0.89,0.94,0.87,0.86,0.82,0.84,0.74,0.75,0.68,0.68,0.67,0.58,0.58,0.54,0.51,0.53,0.5,0.48,0.43,0.48,0.51,0.49,0.49,0.5,0.47,0.44,0.46,0.44,0.42,0.4,0.41,0.41,0.41,0.38,0.4,0.32,0.36,0.34,0.35,0.3,0.3,0.3,0.32,0.32,0.29,0.28,0.29,0.27,0.26,0.27,0.25,0.26,0.26,0.25,0.27,0.25,0.25,0.24,0.25,0.24,0.24,0.25,0.25,0.22,0.23,0.22,0.21,0.23,0.21,0.18,0.21,0.21,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.2,0.18,0.19,0.2,0.17,0.16,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.17
08/05/2021,4.48,3.0,2.97,2.66,2.62,2.57,2.28,2.28,1.76,1.6,1.66,1.52,1.61,1.62,1.41,1.32,1.42,1.41,1.29,1.27,1.31,1.3,1.15,1.24,1.17,1.16,1.1,1.02,0.91,1.06,0.99,0.95,1.01,0.88,0.93,0.87,0.86,0.83,0.83,0.74,0.75,0.67,0.69,0.67,0.58,0.58,0.54,0.51,0.53,0.5,0.48,0.42,0.48,0.51,0.49,0.49,0.5,0.47,0.44,0.47,0.44,0.42,0.4,0.41,0.41,0.41,0.38,0.39,0.32,0.36,0.34,0.35,0.31,0.3,0.3,0.32,0.32,0.29,0.29,0.29,0.27,0.26,0.27,0.25,0.26,0.26,0.25,0.27,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.25,0.22,0.23,0.22,0.21,0.23,0.21,0.18,0.21,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.18,0.2,0.2,0.17,0.17,0.17,0.17,0.15,0.17,0.17,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.13,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.24
08/09/2021,4.53,3.02,2.98,2.65,2.67,2.53,2.31,2.28,1.75,1.58,1.68,1.5,1.59,1.65,1.42,1.3,1.39,1.45,1.28,1.25,1.33,1.3,1.17,1.28,1.15,1.13,1.08,1.02,0.9,1.04,1.0,0.95,1.03,0.88,0.92,0.88,0.86,0.84,0.85,0.74,0.75,0.65,0.69,0.65,0.57,0.59,0.54,0.52,0.54,0.49,0.48,0.41,0.49,0.51,0.5,0.46,0.51,0.47,0.43,0.47,0.45,0.42,0.41,0.41,0.41,0.42,0.38,0.4,0.31,0.36,0.34,0.35,0.31,0.29,0.31,0.32,0.3,0.3,0.29,0.29,0.26,0.26,0.27,0.25,0.27,0.26,0.25,0.27,0.25,0.25,0.24,0.24,0.25,0.24,0.25,0.25,0.22,0.23,0.21,0.21,0.24,0.21,0.18,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.21,0.17,0.16,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.17,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.0,0.06,0.06,0.07,0.06,0.06,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.25
08/10/2021,4.51,3.1,2.96,2.65,2.66,2.55,2.28,2.25,1.75,1.59,1.68,1.49,1.59,1.64,1.41,1.3,1.39,1.43,1.28,1.24,1.33,1.29,1.16,1.27,1.15,1.13,1.08,1.01,0.9,1.04,0.99,0.96,1.03,0.88,0.92,0.89,0.87,0.84,0.84,0.75,0.75,0.65,0.69,0.64,0.57,0.59,0.55,0.52,0.53,0.49,0.48,0.42,0.49,0.51,0.49,0.45,0.51,0.47,0.43,0.47,0.44,0.42,0.41,0.4,0.41,0.42,0.38,0.39,0.32,0.36,0.33,0.35,0.32,0.29,0.31,0.32,0.31,0.3,0.29,0.29,0.26,0.26,0.27,0.25,0.27,0.27,0.25,0.27,0.25,0.25,0.24,0.24,0.25,0.24,0.26,0.24,0.22,0.23,0.22,0.21,0.24,0.21,0.18,0.21,0.21,0.21,0.18,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.17,0.16,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.14,0.15,0.13,0.13,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.17,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.12
08/11/2021,4.51,3.1,2.96,2.65,2.66,2.55,2.28,2.25,1.75,1.59,1.68,1.49,1.59,1.64,1.41,1.3,1.39,1.43,1.28,1.24,1.33,1.29,1.16,1.27,1.15,1.13,1.08,1.01,0.9,1.04,0.99,0.96,1.03,0.88,0.92,0.89,0.87,0.84,0.84,0.75,0.75,0.65,0.69,0.64,0.57,0.59,0.55,0.52,0.53,0.49,0.48,0.42,0.49,0.51,0.49,0.45,0.51,0.47,0.43,0.47,0.44,0.42,0.41,0.4,0.41,0.42,0.38,0.39,0.32,0.36,0.33,0.35,0.32,0.29,0.31,0.32,0.31,0.3,0.29,0.29,0.26,0.26,0.27,0.25,0.27,0.27,0.25,0.27,0.25,0.25,0.24,0.24,0.25,0.24,0.26,0.24,0.22,0.23,0.22,0.21,0.24,0.21,0.18,0.21,0.21,0.21,0.18,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.17,0.16,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.14,0.15,0.13,0.13,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.17,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.12
