,SHOP,ZM,ZS,TWLO,DBX,COUP,PAYC,FSLY,PCTY,CRM,NFLX,AKAM,EVBG,WDAY,DLR,PLAN,PFPT,WK,XRO.AX,BOX,QLYS,SPSC,MIME,CSOD,TWOU,MSFT,AMZN,VNET,GOOGL,BABA,CONE,COR,QTS,BNFT,IBM,3888.HK,CASH,Benefitfocus Inc,Cash,4165.T,n/a,FRGXX,KD WI,KD,FIVN,WIX,VMEO,FRSH,PUBM,KC,SUM
01/07/2022,3.91,3.14,4.18,3.95,3.91,3.3,3.77,3.13,0.0,3.97,4.36,5.26,2.02,4.3,4.54,3.41,0.0,3.74,0.0,3.28,4.14,4.02,4.34,0.0,1.22,2.41,2.39,0.96,1.92,0.72,1.09,0.0,0.0,0.37,0.42,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.41,3.87,2.13,0.57,0.51,0.24,100.0
01/10/2022,3.92,3.22,4.05,3.93,3.94,3.12,3.6,3.01,0.0,3.84,4.27,5.27,2.0,4.46,4.52,3.55,0.0,3.72,0.0,3.32,4.28,3.91,4.54,0.0,1.22,2.4,2.43,1.01,1.92,0.8,1.13,0.0,0.0,0.37,0.43,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.54,3.81,2.09,0.55,0.48,0.23,99.98
01/11/2022,3.92,3.22,4.05,3.93,3.94,3.12,3.6,3.01,0.0,3.84,4.27,5.27,2.0,4.46,4.52,3.55,0.0,3.72,0.0,3.32,4.28,3.91,4.54,0.0,1.22,2.4,2.43,1.01,1.92,0.8,1.13,0.0,0.0,0.37,0.43,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.54,3.81,2.09,0.55,0.48,0.23,99.98
01/12/2022,3.87,3.16,4.1,3.82,3.96,3.05,3.61,3.15,0.0,3.85,4.21,5.24,1.99,4.48,4.56,3.53,0.0,3.77,0.0,3.38,4.26,3.74,4.57,0.0,1.24,2.42,2.44,1.06,1.92,0.83,1.14,0.0,0.0,0.37,0.43,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.55,3.82,2.11,0.57,0.47,0.25,100.02
01/13/2022,3.77,3.14,4.26,3.73,3.93,3.23,3.65,3.15,0.0,3.83,4.15,5.28,1.97,4.46,4.45,3.63,0.0,3.82,0.0,3.37,4.29,3.79,4.51,0.0,1.17,2.39,2.39,1.1,1.92,0.81,1.13,0.0,0.0,0.36,0.43,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.6,3.83,2.09,0.58,0.47,0.25,100.03
01/14/2022,3.79,3.14,4.22,3.77,3.96,3.29,3.62,3.18,0.0,3.85,4.08,5.22,1.97,4.44,4.37,3.64,0.0,3.89,0.0,3.35,4.29,3.79,4.45,0.0,1.18,2.36,2.41,1.08,1.9,0.82,1.11,0.0,0.0,0.37,0.42,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.56,3.95,2.13,0.59,0.48,0.25,100.02
01/17/2022,3.66,3.04,4.0,3.67,4.11,3.19,3.54,3.06,0.0,3.93,4.11,5.45,1.89,4.55,4.55,3.69,0.0,3.92,0.0,3.41,4.28,3.79,4.74,0.0,1.1,2.4,2.46,1.11,1.98,0.86,1.16,0.0,0.0,0.38,0.44,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.33,3.73,2.08,0.57,0.47,0.24,99.98999999999998
01/18/2022,3.66,3.04,4.0,3.67,4.11,3.19,3.54,3.06,0.0,3.93,4.11,5.46,1.89,4.55,4.55,3.69,0.0,3.92,0.0,3.41,4.28,3.79,4.74,0.0,1.1,2.4,2.46,1.11,1.98,0.86,1.16,0.0,0.0,0.38,0.44,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,4.33,3.73,2.08,0.57,0.47,0.24,99.99
01/19/2022,3.78,2.98,4.05,3.62,4.09,3.11,3.44,3.03,0.0,3.96,4.15,5.42,1.83,4.62,4.48,3.78,0.0,3.9,0.0,3.46,4.34,3.79,4.71,0.0,1.1,2.43,2.47,1.14,1.98,0.85,1.16,0.0,0.0,0.37,0.44,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.42,3.7,2.01,0.59,0.46,0.23,99.99
01/20/2022,3.78,2.98,4.05,3.62,4.09,3.11,3.44,3.03,0.0,3.96,4.15,5.42,1.83,4.62,4.48,3.78,0.0,3.9,0.0,3.46,4.34,3.79,4.71,0.0,1.1,2.43,2.47,1.14,1.98,0.85,1.16,0.0,0.0,0.37,0.44,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.42,3.7,2.01,0.59,0.46,0.23,99.99
01/21/2022,3.7,3.01,4.22,3.57,4.23,3.05,3.4,2.97,0.0,3.96,4.12,5.52,1.81,4.57,4.58,3.76,0.0,3.84,0.0,3.54,4.4,3.68,4.79,0.0,1.07,2.42,2.47,1.16,1.97,0.85,1.18,0.0,0.0,0.37,0.44,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.41,3.6,1.96,0.59,0.45,0.23,99.99
01/24/2022,3.6,2.98,4.08,3.48,4.24,3.04,3.46,2.95,0.0,3.91,4.11,5.59,1.79,4.69,4.57,3.82,0.0,3.95,0.0,3.46,4.41,3.83,4.78,0.0,1.03,2.42,2.36,1.2,1.93,0.87,1.18,0.0,0.0,0.38,0.44,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.41,3.66,2.04,0.58,0.44,0.22,100.0
01/25/2022,3.6,2.98,4.08,3.48,4.24,3.04,3.46,2.95,0.0,3.91,4.11,5.59,1.79,4.69,4.57,3.82,0.0,3.95,0.0,3.46,4.41,3.83,4.78,0.0,1.03,2.42,2.36,1.2,1.93,0.87,1.18,0.0,0.0,0.38,0.44,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.41,3.66,2.04,0.58,0.44,0.22,100.0
01/26/2022,3.23,2.94,4.11,3.45,4.27,3.06,3.41,2.91,0.0,4.0,3.35,5.79,1.81,4.77,4.75,3.84,0.0,3.96,0.0,3.54,4.56,3.93,5.0,0.0,1.02,2.47,2.31,1.14,1.96,0.85,1.23,0.0,0.0,0.39,0.45,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,4.48,3.67,2.02,0.56,0.44,0.21,100.0
