,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,TMO,ABBV,NKE,PEP,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,COST,TXN,DHR,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,NEE,UNP,BMY,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,AMT,AMAT,GS,BLK,IBM,TGT,CAT,AMD,MMM,GE,DE,NOW,AXP,ISRG,CVS,SCHW,CHTR,XTSLA,SPGI,SQ,ANTM,LMT,ZTS,FIS,LRCX,MU,BKNG,PLD,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,ZM,PNC,TJX,CI,COP,DUK,USB,TFC,FDX,CB,MMC,BDX,CSX,GM,ATVI,EQIX,EL,CME,UBER,MELI,MRNA,COF,CL,ILMN,ADSK,APD,TWLO,FISV,SNAP,ITW,SO,EW,ICE,NSC,BX,SHW,ETN,MCO,REGN,D,BSX,ADI,IDXX,WM,NXPI,TWTR,DOCU,EMR,HCA,F,GPN,PGR,HUM,BIIB,NEM,DG,VRTX,AON,ECL,CRWD,NOC,FCX,IQV,KLAC,MRVL,EOG,JCI,ROP,ROKU,VEEV,ALGN,MTCH,PINS,MET,EXC,LULU,CMG,TT,SLB,EBAY,KMB,DOW,TROW,PSA,TEL,MSCI,A,ROST,WDAY,LHX,ALXN,PH,CARR,ALL,PRU,MCHP,BK,AIG,PPG,ORLY,BAX,DLR,DXCM,GD,INFO,DD,EA,CNC,AEP,TRV,SRE,SNPS,SPG,APH,CDNS,PANW,APTV,RMD,GE.,YUM,FTNT,SYY,DFS,CTSH,MSI,SBAC,USD,SNOW,ABNB,PLTR,MPC,PXD,MAR,NET,KKR,XLNX,DDOG,TTD,HPQ,AZO,PAYX,SUM
08/11/2021,5.5,5.23,3.44,2.09,1.96,1.87,1.3,1.22,1.29,1.14,1.09,0.98,0.94,0.79,0.84,0.83,0.79,0.77,0.73,0.72,0.65,0.59,0.55,0.55,0.58,0.52,0.56,0.61,0.52,0.53,0.48,0.51,0.49,0.53,0.51,0.47,0.46,0.49,0.48,0.48,0.5,0.48,0.47,0.43,0.47,0.42,0.42,0.4,0.37,0.33,0.38,0.39,0.38,0.38,0.35,0.37,0.35,0.32,0.32,0.35,0.34,0.36,0.32,0.31,0.31,0.31,0.32,0.3,0.31,0.31,0.27,0.32,0.28,0.0,0.28,0.28,0.27,0.29,0.26,0.26,0.26,0.18,0.26,0.26,0.22,0.21,0.23,0.2,0.22,0.22,0.22,0.23,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.19,0.2,0.17,0.18,0.2,0.19,0.18,0.16,0.19,0.18,0.17,0.18,0.17,0.15,0.18,0.18,0.18,0.16,0.19,0.3,0.18,0.16,0.17,0.18,0.16,0.15,0.16,0.17,0.16,0.16,0.17,0.16,0.15,0.19,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.16,0.13,0.12,0.14,0.13,0.12,0.11,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.1,0.0,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.28,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.42
08/13/2021,5.48,5.18,3.42,2.08,1.97,1.89,1.31,1.19,1.31,1.16,1.1,0.97,0.93,0.77,0.85,0.84,0.77,0.77,0.75,0.71,0.64,0.59,0.55,0.55,0.56,0.52,0.56,0.65,0.52,0.53,0.48,0.51,0.49,0.53,0.51,0.47,0.46,0.49,0.47,0.49,0.51,0.49,0.47,0.42,0.47,0.42,0.4,0.39,0.37,0.33,0.39,0.39,0.38,0.38,0.35,0.36,0.36,0.31,0.32,0.35,0.33,0.36,0.32,0.31,0.3,0.3,0.33,0.31,0.3,0.31,0.28,0.31,0.28,0.0,0.28,0.27,0.26,0.28,0.26,0.27,0.25,0.19,0.25,0.26,0.22,0.21,0.23,0.2,0.21,0.2,0.22,0.23,0.21,0.2,0.21,0.2,0.2,0.21,0.22,0.19,0.2,0.21,0.17,0.18,0.2,0.19,0.19,0.16,0.19,0.18,0.17,0.18,0.17,0.16,0.17,0.18,0.18,0.15,0.21,0.34,0.19,0.16,0.18,0.18,0.15,0.14,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.19,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.1,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.1,0.0,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.11,0.1,0.28,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.31
08/16/2021,5.58,5.21,3.38,2.07,1.97,1.88,1.31,1.18,1.33,1.17,1.1,0.94,0.91,0.77,0.85,0.84,0.76,0.78,0.76,0.72,0.65,0.58,0.54,0.55,0.57,0.52,0.57,0.63,0.52,0.53,0.48,0.51,0.49,0.52,0.51,0.47,0.46,0.49,0.47,0.49,0.5,0.5,0.47,0.41,0.48,0.42,0.41,0.4,0.37,0.33,0.38,0.39,0.38,0.39,0.36,0.36,0.37,0.31,0.32,0.35,0.33,0.37,0.32,0.31,0.3,0.28,0.34,0.31,0.31,0.31,0.29,0.31,0.28,0.0,0.29,0.27,0.26,0.28,0.27,0.27,0.26,0.2,0.25,0.25,0.22,0.21,0.23,0.2,0.2,0.19,0.22,0.23,0.21,0.2,0.21,0.2,0.2,0.21,0.22,0.19,0.2,0.21,0.17,0.18,0.19,0.19,0.19,0.16,0.2,0.18,0.17,0.19,0.17,0.16,0.17,0.18,0.18,0.15,0.2,0.29,0.19,0.16,0.18,0.18,0.15,0.14,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.19,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.14,0.13,0.12,0.11,0.13,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.28,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.38000000000001
08/17/2021,5.58,5.26,3.37,2.08,1.98,1.88,1.3,1.2,1.32,1.15,1.11,0.94,0.92,0.77,0.84,0.84,0.76,0.78,0.75,0.73,0.65,0.57,0.55,0.55,0.58,0.52,0.57,0.65,0.52,0.53,0.48,0.51,0.49,0.52,0.52,0.47,0.46,0.49,0.47,0.49,0.5,0.5,0.47,0.42,0.48,0.42,0.41,0.4,0.38,0.33,0.38,0.39,0.38,0.39,0.36,0.36,0.36,0.31,0.32,0.35,0.33,0.37,0.32,0.31,0.31,0.28,0.33,0.31,0.31,0.31,0.29,0.32,0.28,0.0,0.29,0.28,0.26,0.28,0.27,0.27,0.25,0.2,0.25,0.25,0.21,0.21,0.23,0.2,0.2,0.19,0.22,0.23,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.18,0.19,0.2,0.17,0.18,0.19,0.19,0.18,0.16,0.2,0.18,0.17,0.18,0.16,0.16,0.17,0.18,0.18,0.15,0.2,0.28,0.19,0.16,0.18,0.18,0.15,0.14,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.19,0.18,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.27,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.41
08/18/2021,5.58,5.26,3.37,2.08,1.98,1.88,1.3,1.2,1.32,1.15,1.11,0.94,0.92,0.77,0.84,0.84,0.76,0.78,0.75,0.73,0.65,0.57,0.55,0.55,0.58,0.52,0.57,0.65,0.52,0.53,0.48,0.51,0.49,0.52,0.52,0.47,0.46,0.49,0.47,0.49,0.5,0.5,0.47,0.42,0.48,0.42,0.41,0.4,0.38,0.33,0.38,0.39,0.38,0.39,0.36,0.36,0.36,0.31,0.32,0.35,0.33,0.37,0.32,0.31,0.31,0.28,0.33,0.31,0.31,0.31,0.29,0.32,0.28,0.0,0.29,0.28,0.26,0.28,0.27,0.27,0.25,0.2,0.25,0.25,0.21,0.21,0.23,0.2,0.2,0.19,0.22,0.23,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.18,0.19,0.2,0.17,0.18,0.19,0.19,0.18,0.16,0.2,0.18,0.17,0.18,0.16,0.16,0.17,0.18,0.18,0.15,0.2,0.28,0.19,0.16,0.18,0.18,0.15,0.14,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.19,0.18,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.11,0.0,0.27,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.41
08/19/2021,5.64,5.28,3.37,2.09,1.98,1.88,1.31,1.18,1.26,1.15,1.12,0.95,0.94,0.78,0.85,0.84,0.76,0.77,0.74,0.72,0.65,0.56,0.55,0.55,0.57,0.51,0.56,0.65,0.53,0.53,0.48,0.52,0.5,0.52,0.52,0.46,0.47,0.5,0.47,0.49,0.51,0.49,0.48,0.42,0.48,0.43,0.42,0.4,0.38,0.34,0.39,0.39,0.39,0.39,0.36,0.37,0.35,0.32,0.33,0.35,0.33,0.37,0.31,0.3,0.31,0.29,0.33,0.31,0.31,0.31,0.28,0.31,0.28,0.0,0.28,0.27,0.26,0.29,0.27,0.26,0.26,0.22,0.26,0.25,0.22,0.21,0.23,0.2,0.2,0.19,0.21,0.24,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.18,0.19,0.2,0.17,0.18,0.2,0.19,0.18,0.16,0.2,0.19,0.17,0.18,0.16,0.16,0.18,0.18,0.18,0.15,0.2,0.27,0.19,0.16,0.18,0.17,0.15,0.13,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.19,0.18,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.15,0.15,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.15,0.13,0.11,0.13,0.13,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.27,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.55
08/20/2021,5.65,5.29,3.33,2.06,1.97,1.88,1.31,1.16,1.23,1.14,1.13,0.95,0.95,0.76,0.82,0.85,0.76,0.77,0.74,0.73,0.65,0.56,0.55,0.56,0.57,0.51,0.57,0.68,0.54,0.53,0.48,0.52,0.51,0.52,0.52,0.47,0.48,0.5,0.47,0.5,0.52,0.48,0.48,0.41,0.49,0.43,0.42,0.39,0.38,0.34,0.39,0.4,0.39,0.39,0.36,0.37,0.36,0.32,0.31,0.35,0.33,0.37,0.31,0.29,0.31,0.28,0.33,0.31,0.31,0.3,0.28,0.31,0.28,0.0,0.28,0.28,0.26,0.29,0.27,0.26,0.26,0.22,0.26,0.25,0.22,0.21,0.24,0.2,0.2,0.19,0.21,0.24,0.22,0.21,0.22,0.2,0.2,0.22,0.22,0.18,0.19,0.2,0.17,0.18,0.2,0.19,0.18,0.16,0.2,0.19,0.18,0.18,0.15,0.16,0.18,0.18,0.18,0.15,0.2,0.29,0.19,0.16,0.18,0.17,0.15,0.13,0.16,0.16,0.16,0.17,0.18,0.16,0.16,0.19,0.18,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.15,0.16,0.12,0.12,0.13,0.13,0.13,0.11,0.13,0.12,0.15,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.0,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.27,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.53
08/23/2021,5.57,5.41,3.31,2.06,1.98,1.89,1.31,1.19,1.26,1.13,1.14,0.95,0.98,0.77,0.83,0.86,0.76,0.76,0.73,0.74,0.65,0.54,0.58,0.56,0.59,0.51,0.58,0.66,0.54,0.53,0.48,0.53,0.5,0.51,0.53,0.44,0.48,0.51,0.47,0.5,0.52,0.47,0.49,0.41,0.49,0.43,0.42,0.38,0.38,0.34,0.38,0.39,0.39,0.4,0.36,0.37,0.35,0.31,0.35,0.36,0.33,0.36,0.31,0.28,0.32,0.29,0.32,0.31,0.3,0.29,0.27,0.31,0.27,0.0,0.27,0.28,0.25,0.3,0.27,0.26,0.26,0.22,0.25,0.24,0.22,0.21,0.24,0.19,0.2,0.19,0.21,0.24,0.22,0.21,0.22,0.21,0.2,0.22,0.22,0.17,0.19,0.22,0.17,0.17,0.2,0.18,0.18,0.16,0.2,0.19,0.18,0.19,0.15,0.16,0.18,0.18,0.17,0.14,0.2,0.28,0.18,0.16,0.17,0.18,0.15,0.13,0.17,0.16,0.16,0.17,0.18,0.16,0.16,0.18,0.18,0.16,0.15,0.17,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.15,0.16,0.12,0.12,0.14,0.13,0.12,0.11,0.13,0.12,0.15,0.13,0.11,0.13,0.11,0.12,0.12,0.12,0.0,0.13,0.12,0.1,0.11,0.12,0.0,0.0,0.11,0.12,0.11,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.26,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.60000000000001
08/24/2021,5.58,5.5,3.29,2.07,1.98,1.89,1.3,1.25,1.26,1.12,1.13,0.94,0.97,0.77,0.84,0.85,0.75,0.76,0.73,0.74,0.65,0.54,0.58,0.55,0.59,0.5,0.59,0.65,0.54,0.53,0.47,0.52,0.5,0.51,0.53,0.44,0.48,0.51,0.47,0.5,0.52,0.47,0.49,0.41,0.49,0.43,0.42,0.38,0.38,0.34,0.38,0.39,0.39,0.41,0.36,0.37,0.35,0.31,0.35,0.36,0.32,0.36,0.31,0.28,0.32,0.28,0.32,0.31,0.3,0.3,0.27,0.31,0.27,0.0,0.26,0.28,0.25,0.3,0.27,0.26,0.26,0.22,0.25,0.25,0.22,0.21,0.24,0.19,0.19,0.19,0.21,0.24,0.21,0.21,0.22,0.21,0.2,0.22,0.22,0.17,0.19,0.21,0.17,0.17,0.2,0.18,0.18,0.16,0.2,0.19,0.17,0.18,0.15,0.15,0.18,0.18,0.17,0.14,0.2,0.28,0.18,0.16,0.17,0.18,0.14,0.13,0.17,0.16,0.16,0.17,0.18,0.16,0.16,0.19,0.18,0.16,0.15,0.17,0.16,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.15,0.16,0.12,0.12,0.14,0.13,0.12,0.11,0.13,0.12,0.15,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.11,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.26,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.61000000000001
08/25/2021,5.58,5.5,3.29,2.07,1.98,1.89,1.3,1.25,1.26,1.12,1.13,0.94,0.97,0.77,0.84,0.85,0.75,0.76,0.73,0.74,0.65,0.54,0.58,0.55,0.59,0.5,0.59,0.65,0.54,0.53,0.47,0.52,0.5,0.51,0.53,0.44,0.48,0.51,0.47,0.5,0.52,0.47,0.49,0.41,0.49,0.43,0.42,0.38,0.38,0.34,0.38,0.39,0.39,0.41,0.36,0.37,0.35,0.31,0.35,0.36,0.32,0.36,0.31,0.28,0.32,0.28,0.32,0.31,0.3,0.3,0.27,0.31,0.27,0.26,0.26,0.28,0.25,0.3,0.27,0.26,0.26,0.22,0.25,0.25,0.22,0.21,0.24,0.19,0.19,0.19,0.21,0.24,0.21,0.21,0.22,0.21,0.2,0.22,0.22,0.17,0.19,0.21,0.17,0.17,0.2,0.18,0.18,0.16,0.2,0.19,0.17,0.18,0.15,0.15,0.18,0.18,0.17,0.14,0.2,0.28,0.18,0.16,0.17,0.18,0.14,0.13,0.17,0.16,0.16,0.17,0.18,0.16,0.16,0.19,0.18,0.16,0.15,0.17,0.16,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.15,0.16,0.12,0.12,0.14,0.13,0.12,0.11,0.13,0.12,0.15,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.11,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.61000000000001
08/26/2021,5.59,5.46,3.33,2.07,2.0,1.91,1.29,1.3,1.3,1.13,1.11,0.94,0.96,0.77,0.83,0.84,0.75,0.77,0.73,0.75,0.65,0.55,0.58,0.55,0.6,0.51,0.59,0.67,0.53,0.52,0.47,0.52,0.5,0.51,0.52,0.44,0.47,0.5,0.47,0.49,0.51,0.47,0.48,0.41,0.48,0.43,0.41,0.39,0.37,0.33,0.38,0.39,0.39,0.39,0.35,0.37,0.35,0.31,0.35,0.36,0.32,0.36,0.31,0.29,0.31,0.29,0.33,0.31,0.3,0.3,0.27,0.31,0.27,0.26,0.27,0.29,0.25,0.29,0.27,0.26,0.26,0.22,0.25,0.25,0.22,0.21,0.23,0.19,0.2,0.19,0.21,0.24,0.21,0.21,0.21,0.2,0.2,0.22,0.21,0.17,0.19,0.22,0.17,0.18,0.19,0.18,0.18,0.16,0.2,0.19,0.17,0.18,0.15,0.15,0.18,0.19,0.17,0.14,0.2,0.3,0.18,0.16,0.17,0.18,0.14,0.14,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.19,0.17,0.16,0.15,0.17,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.15,0.16,0.12,0.12,0.14,0.13,0.12,0.11,0.13,0.12,0.15,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.1,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.66000000000001
08/27/2021,5.57,5.41,3.36,2.08,2.02,1.93,1.29,1.29,1.3,1.13,1.1,0.94,0.95,0.78,0.82,0.83,0.75,0.77,0.74,0.75,0.65,0.56,0.58,0.54,0.6,0.52,0.59,0.64,0.53,0.52,0.47,0.51,0.5,0.51,0.51,0.45,0.47,0.5,0.47,0.49,0.5,0.47,0.47,0.41,0.48,0.42,0.42,0.39,0.37,0.33,0.38,0.38,0.39,0.39,0.35,0.36,0.35,0.31,0.34,0.36,0.32,0.36,0.31,0.29,0.31,0.29,0.33,0.31,0.3,0.29,0.28,0.31,0.27,0.27,0.27,0.29,0.25,0.29,0.26,0.26,0.26,0.22,0.25,0.25,0.22,0.21,0.23,0.19,0.2,0.19,0.22,0.23,0.21,0.21,0.21,0.2,0.2,0.22,0.21,0.17,0.19,0.22,0.17,0.18,0.19,0.18,0.18,0.16,0.2,0.19,0.17,0.18,0.15,0.15,0.17,0.19,0.17,0.14,0.2,0.29,0.18,0.16,0.17,0.18,0.14,0.14,0.17,0.17,0.16,0.17,0.17,0.16,0.15,0.19,0.17,0.16,0.14,0.17,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.14,0.15,0.16,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.1,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.1,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.52000000000001
08/30/2021,5.51,5.36,3.39,2.08,2.03,1.93,1.29,1.31,1.29,1.17,1.09,0.93,0.94,0.77,0.81,0.83,0.74,0.76,0.75,0.74,0.64,0.55,0.58,0.54,0.62,0.51,0.59,0.63,0.53,0.51,0.46,0.52,0.51,0.51,0.51,0.45,0.46,0.5,0.47,0.48,0.5,0.48,0.47,0.41,0.48,0.42,0.43,0.38,0.38,0.33,0.38,0.38,0.39,0.39,0.35,0.36,0.36,0.3,0.35,0.36,0.32,0.37,0.31,0.28,0.31,0.29,0.33,0.32,0.3,0.29,0.28,0.31,0.27,0.27,0.28,0.29,0.26,0.29,0.26,0.26,0.26,0.23,0.25,0.25,0.22,0.21,0.23,0.19,0.2,0.19,0.22,0.23,0.21,0.21,0.22,0.2,0.19,0.21,0.21,0.17,0.19,0.21,0.17,0.18,0.19,0.19,0.18,0.16,0.2,0.19,0.17,0.18,0.15,0.15,0.18,0.19,0.17,0.14,0.2,0.29,0.19,0.16,0.16,0.16,0.14,0.14,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.2,0.17,0.16,0.14,0.17,0.15,0.15,0.21,0.14,0.14,0.15,0.12,0.14,0.15,0.16,0.12,0.11,0.13,0.12,0.12,0.11,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.1,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.13,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.1,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.54
