,700.HK,3690.HK,BIDU,2382.HK,BILI,GDS,TME,268.HK,1024.HK,601012 C1,772.HK,ATHM,YY,WB,KC,1347.HK,909.HK,000725 C2,MOMO,603501 C1,696.HK,DADA,300782 C2,002371 C2,600703 C1,002230 C2,OCFT,002027 C2,900926 CH,603986 C1,002129 C2,600588 C1,002049 C2,600570 C1,300408 C2,3396.HK,600584 C1,688008 C1,002600 C2,300316 C2,300496 C2,002414 C2,300033 C2,600183 C1,300661 C2,688002 C1,300751 C2,200725 CH,002185 C2,000066 C2,600845 C1,300223 C2,000977 C2,603019 C1,300454 C2,300253 C2,002153 C2,600392 C1,300001 C2,002156 C2,000050 C2,300724 C2,000938 C2,002008 C2,002938 C2,600536 C1,002841 C2,000021 C2,AGPXX,002463 C2,300115 C2,002065 C2,002456 C2,300458 C2,002028 C2,002056 C2,300383 C2,002212 C2,300296 C2,603160 C1,002916 C2,300376 C2,000997 C2,603000 C1,002273 C2,000062 C2,002373 C2,300212 C2,002268 C2,300017 C2,300188 C2,601231 C1,600446 C1,300166 C2,002368 C2,300085 C2,300369 C2,002635 C2,300002 C2,300113 C2,603228 C1,002195 C2,300078 C2,603927 C1,300010 C2,-China Yua,-HongKong,Cash/Receivables/Payables,n/a,700 HK,2382 HK,3690 HK,268 HK,772 HK,1024 HK,1347 HK,909 HK,696 HK,3396 HK,688111 C1,688012 C1,600460 C1,603185 C1,603290 C1,688126 C1,688188 C1,ZH,TUYA,SUM
09/30/2021,10.26,9.32,8.28,3.81,6.48,3.98,2.52,4.03,5.42,2.92,1.88,1.56,1.81,1.57,1.7,1.57,1.05,1.16,1.03,0.99,1.05,0.79,0.68,1.22,0.98,0.81,0.31,0.73,0.87,0.63,0.94,0.72,0.81,0.52,0.44,0.6,0.37,0.43,0.31,0.57,0.3,0.37,0.44,0.33,0.49,0.25,0.42,0.24,0.22,0.26,0.3,0.31,0.28,0.26,0.22,0.21,0.27,0.25,0.18,0.16,0.21,0.28,0.22,0.2,0.17,0.16,0.13,0.15,0.01,0.14,0.12,0.16,0.15,0.13,0.2,0.14,0.13,0.12,0.17,0.13,0.11,0.12,0.11,0.1,0.13,0.09,0.1,0.13,0.24,0.1,0.09,0.08,0.08,0.08,0.1,0.07,0.09,0.06,0.07,0.06,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.63,0.5,0.44,0.37,0.32,0.26,0.29,0.25,100.02
10/01/2021,10.35,9.41,8.17,3.9,6.07,3.9,2.49,4.23,5.72,2.88,1.84,1.62,1.77,1.56,1.64,1.59,1.14,1.15,1.02,0.97,1.09,0.76,0.69,1.22,0.99,0.8,0.3,0.71,0.87,0.66,0.92,0.71,0.83,0.53,0.44,0.61,0.37,0.44,0.31,0.56,0.3,0.37,0.46,0.33,0.5,0.26,0.41,0.24,0.22,0.25,0.3,0.32,0.28,0.26,0.22,0.2,0.26,0.24,0.18,0.16,0.21,0.27,0.21,0.2,0.18,0.16,0.13,0.15,0.01,0.14,0.12,0.16,0.15,0.13,0.21,0.14,0.13,0.12,0.16,0.13,0.11,0.13,0.11,0.1,0.13,0.09,0.1,0.13,0.24,0.1,0.09,0.08,0.08,0.07,0.09,0.07,0.09,0.06,0.07,0.06,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.64,0.49,0.43,0.37,0.32,0.26,0.29,0.25,100.09
10/05/2021,10.23,9.24,8.18,3.87,6.02,3.89,2.55,4.29,5.56,2.95,1.86,1.77,1.74,1.58,1.58,1.55,1.18,1.14,1.01,0.97,1.1,0.78,0.7,1.19,0.94,0.81,0.31,0.71,0.89,0.64,0.93,0.72,0.84,0.56,0.45,0.61,0.38,0.45,0.3,0.55,0.31,0.37,0.43,0.33,0.52,0.26,0.42,0.24,0.22,0.26,0.3,0.32,0.28,0.26,0.23,0.21,0.26,0.23,0.18,0.17,0.21,0.28,0.22,0.19,0.18,0.16,0.12,0.15,0.04,0.14,0.12,0.16,0.15,0.14,0.2,0.14,0.13,0.13,0.18,0.13,0.11,0.13,0.11,0.1,0.13,0.09,0.1,0.13,0.23,0.09,0.09,0.08,0.08,0.07,0.09,0.07,0.09,0.06,0.08,0.06,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.62,0.5,0.46,0.39,0.32,0.27,0.31,0.24,100.1
10/06/2021,10.23,9.24,8.18,3.87,6.02,3.89,2.55,4.29,5.56,2.95,1.86,1.77,1.74,1.58,1.58,1.55,1.18,1.14,1.01,0.97,1.1,0.78,0.7,1.19,0.94,0.81,0.31,0.71,0.89,0.64,0.93,0.72,0.84,0.56,0.45,0.61,0.38,0.45,0.3,0.55,0.31,0.37,0.43,0.33,0.52,0.26,0.42,0.24,0.22,0.26,0.3,0.32,0.28,0.26,0.23,0.21,0.26,0.23,0.18,0.17,0.21,0.28,0.22,0.19,0.18,0.16,0.12,0.15,0.04,0.14,0.12,0.16,0.15,0.14,0.2,0.14,0.13,0.13,0.18,0.13,0.11,0.13,0.11,0.1,0.13,0.09,0.1,0.13,0.23,0.09,0.09,0.08,0.08,0.07,0.09,0.07,0.09,0.06,0.08,0.06,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.62,0.5,0.46,0.39,0.32,0.27,0.31,0.24,100.1
10/07/2021,10.44,9.2,8.0,3.75,5.83,3.82,2.48,4.46,5.59,3.01,1.8,1.7,1.72,1.57,1.53,1.55,1.22,1.15,0.99,0.99,1.11,0.73,0.71,1.22,0.96,0.82,0.28,0.72,0.9,0.65,0.94,0.73,0.85,0.56,0.45,0.65,0.39,0.45,0.31,0.56,0.32,0.37,0.43,0.33,0.53,0.26,0.42,0.25,0.22,0.26,0.3,0.33,0.28,0.26,0.23,0.21,0.26,0.24,0.18,0.17,0.21,0.29,0.22,0.19,0.19,0.17,0.13,0.15,0.04,0.14,0.12,0.16,0.15,0.14,0.2,0.14,0.13,0.13,0.18,0.13,0.11,0.13,0.11,0.1,0.14,0.09,0.1,0.13,0.24,0.1,0.09,0.08,0.08,0.07,0.09,0.07,0.09,0.06,0.08,0.06,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.63,0.51,0.47,0.39,0.33,0.27,0.29,0.24,100.03
10/08/2021,10.26,9.05,8.17,3.81,6.05,3.89,2.56,4.37,5.46,3.0,1.78,1.74,1.76,1.57,1.52,1.55,1.16,1.15,0.99,0.99,1.12,0.75,0.71,1.22,0.95,0.82,0.28,0.72,0.9,0.65,0.94,0.73,0.84,0.56,0.45,0.66,0.38,0.45,0.31,0.56,0.32,0.37,0.43,0.33,0.53,0.26,0.42,0.25,0.22,0.26,0.3,0.33,0.28,0.26,0.23,0.21,0.26,0.24,0.18,0.17,0.21,0.29,0.22,0.19,0.19,0.16,0.13,0.15,0.04,0.14,0.12,0.16,0.15,0.14,0.2,0.14,0.13,0.13,0.18,0.13,0.11,0.13,0.11,0.1,0.14,0.09,0.1,0.13,0.24,0.1,0.09,0.08,0.08,0.07,0.09,0.07,0.09,0.06,0.08,0.06,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.63,0.5,0.46,0.39,0.33,0.27,0.3,0.24,100.05
10/11/2021,10.35,9.36,8.22,3.67,6.36,4.19,2.58,4.3,5.71,2.89,1.75,1.78,1.74,1.59,1.57,1.49,1.17,1.11,1.03,0.95,1.04,0.78,0.68,1.18,0.92,0.79,0.28,0.7,0.87,0.62,0.9,0.7,0.81,0.54,0.44,0.65,0.37,0.44,0.3,0.54,0.31,0.36,0.42,0.32,0.51,0.25,0.41,0.24,0.21,0.25,0.29,0.32,0.27,0.25,0.22,0.2,0.25,0.23,0.17,0.16,0.2,0.28,0.21,0.19,0.18,0.16,0.12,0.14,0.04,0.14,0.11,0.15,0.15,0.13,0.2,0.14,0.13,0.12,0.17,0.13,0.11,0.13,0.1,0.09,0.13,0.09,0.1,0.13,0.23,0.09,0.09,0.08,0.08,0.07,0.09,0.07,0.09,0.06,0.07,0.06,0.06,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.6,0.49,0.45,0.38,0.32,0.26,0.33,0.24,100.11
10/12/2021,10.5,9.48,8.44,3.68,6.36,4.07,2.65,4.19,5.5,2.77,1.73,1.83,1.75,1.6,1.56,1.47,1.17,1.16,1.04,0.92,1.04,0.78,0.69,1.13,0.98,0.81,0.28,0.72,0.87,0.64,0.9,0.72,0.75,0.55,0.43,0.62,0.37,0.44,0.3,0.52,0.31,0.36,0.42,0.33,0.49,0.26,0.38,0.25,0.22,0.26,0.3,0.31,0.27,0.26,0.22,0.2,0.26,0.22,0.18,0.17,0.21,0.26,0.21,0.19,0.18,0.16,0.12,0.15,0.3,0.14,0.11,0.16,0.15,0.13,0.19,0.14,0.13,0.12,0.17,0.13,0.11,0.13,0.1,0.1,0.13,0.09,0.1,0.13,0.22,0.09,0.09,0.08,0.08,0.07,0.1,0.07,0.09,0.06,0.08,0.06,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.61,0.48,0.41,0.34,0.32,0.25,0.34,0.23,100.11
10/13/2021,10.5,9.48,8.44,3.68,6.36,4.07,2.65,4.19,5.5,2.77,1.73,1.83,1.75,1.6,1.56,1.47,1.17,1.16,1.04,0.92,1.04,0.78,0.69,1.13,0.98,0.81,0.28,0.72,0.87,0.64,0.9,0.72,0.75,0.55,0.43,0.62,0.37,0.44,0.3,0.52,0.31,0.36,0.42,0.33,0.49,0.26,0.38,0.25,0.22,0.26,0.3,0.31,0.27,0.26,0.22,0.2,0.26,0.22,0.18,0.17,0.21,0.26,0.21,0.19,0.18,0.16,0.12,0.15,0.3,0.14,0.11,0.16,0.15,0.13,0.19,0.14,0.13,0.12,0.17,0.13,0.11,0.13,0.1,0.1,0.13,0.09,0.1,0.13,0.22,0.09,0.09,0.08,0.08,0.07,0.1,0.07,0.09,0.06,0.08,0.06,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.61,0.48,0.41,0.34,0.32,0.25,0.34,0.23,100.11
10/14/2021,10.66,10.13,8.32,3.65,6.23,3.87,2.6,4.23,5.71,2.7,1.75,1.79,1.75,1.56,1.52,1.45,1.18,1.12,1.09,0.9,1.04,0.75,0.6,1.07,0.97,0.8,0.27,0.7,0.85,0.62,0.89,0.71,0.77,0.53,0.44,0.54,0.37,0.44,0.3,0.51,0.31,0.36,0.41,0.33,0.5,0.25,0.39,0.24,0.21,0.25,0.29,0.3,0.27,0.26,0.22,0.2,0.25,0.22,0.17,0.16,0.2,0.25,0.21,0.19,0.17,0.16,0.12,0.15,0.3,0.14,0.11,0.15,0.15,0.12,0.18,0.14,0.13,0.13,0.17,0.13,0.11,0.12,0.1,0.1,0.13,0.09,0.1,0.13,0.22,0.09,0.09,0.08,0.08,0.07,0.11,0.07,0.08,0.06,0.07,0.06,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.59,0.46,0.43,0.35,0.31,0.25,0.31,0.23,100.08
10/15/2021,10.58,10.01,8.35,3.57,6.21,3.87,2.68,4.18,5.47,2.73,1.73,1.82,1.8,1.61,1.52,1.42,1.22,1.14,1.13,0.89,1.08,0.77,0.58,1.06,0.95,0.8,0.27,0.72,0.88,0.61,0.87,0.71,0.76,0.54,0.44,0.54,0.37,0.43,0.3,0.51,0.3,0.35,0.41,0.32,0.47,0.26,0.4,0.24,0.22,0.25,0.29,0.3,0.27,0.26,0.22,0.19,0.24,0.21,0.17,0.17,0.2,0.25,0.21,0.18,0.17,0.15,0.12,0.15,0.67,0.14,0.11,0.15,0.14,0.12,0.18,0.14,0.13,0.13,0.16,0.13,0.11,0.12,0.1,0.1,0.13,0.09,0.1,0.13,0.21,0.09,0.09,0.08,0.08,0.07,0.1,0.07,0.08,0.06,0.08,0.06,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.57,0.45,0.44,0.35,0.3,0.25,0.33,0.23,100.09
10/18/2021,10.52,9.96,8.46,3.54,6.22,3.96,2.6,4.15,5.43,2.86,1.72,1.8,1.78,1.6,1.57,1.41,1.21,1.13,1.14,0.97,1.07,0.78,0.59,1.08,0.95,0.8,0.26,0.75,0.88,0.63,0.96,0.7,0.76,0.54,0.45,0.54,0.37,0.43,0.29,0.59,0.32,0.35,0.41,0.33,0.49,0.26,0.45,0.24,0.22,0.26,0.3,0.3,0.27,0.26,0.22,0.19,0.25,0.22,0.18,0.17,0.2,0.28,0.23,0.19,0.17,0.15,0.12,0.15,0.04,0.14,0.12,0.15,0.13,0.12,0.18,0.14,0.13,0.14,0.16,0.12,0.11,0.12,0.1,0.1,0.13,0.09,0.09,0.13,0.21,0.09,0.09,0.08,0.08,0.07,0.1,0.07,0.08,0.06,0.07,0.06,0.06,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.58,0.47,0.52,0.35,0.31,0.25,0.33,0.23,100.07
10/20/2021,10.58,10.19,8.34,3.59,6.15,3.86,2.57,4.24,5.46,2.91,1.69,1.74,1.78,1.55,1.53,1.42,1.18,1.1,1.13,0.96,1.14,0.81,0.59,1.11,0.96,0.8,0.25,0.73,0.87,0.65,0.95,0.7,0.79,0.54,0.45,0.54,0.37,0.42,0.28,0.59,0.31,0.36,0.4,0.32,0.51,0.25,0.44,0.24,0.22,0.25,0.3,0.3,0.27,0.26,0.22,0.19,0.24,0.21,0.17,0.17,0.2,0.28,0.22,0.19,0.17,0.15,0.12,0.15,0.04,0.13,0.11,0.15,0.13,0.12,0.18,0.14,0.13,0.14,0.16,0.12,0.1,0.12,0.1,0.09,0.12,0.09,0.09,0.13,0.22,0.09,0.09,0.07,0.08,0.07,0.1,0.07,0.08,0.06,0.08,0.05,0.06,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.6,0.51,0.51,0.37,0.31,0.26,0.32,0.22,100.08
10/21/2021,10.53,10.1,8.66,3.61,6.53,3.89,2.59,4.25,5.25,2.92,1.74,1.75,1.74,1.58,1.53,1.45,1.19,1.08,1.13,0.91,1.13,0.82,0.56,1.12,0.91,0.78,0.25,0.71,0.86,0.62,0.95,0.67,0.77,0.52,0.45,0.54,0.36,0.42,0.27,0.61,0.28,0.35,0.39,0.31,0.48,0.24,0.45,0.24,0.22,0.25,0.3,0.28,0.27,0.25,0.21,0.18,0.23,0.22,0.17,0.17,0.19,0.27,0.22,0.19,0.16,0.15,0.11,0.14,0.0,0.13,0.11,0.15,0.13,0.12,0.19,0.14,0.13,0.13,0.14,0.12,0.1,0.12,0.1,0.09,0.12,0.09,0.09,0.12,0.22,0.09,0.08,0.07,0.08,0.07,0.1,0.07,0.08,0.05,0.07,0.05,0.06,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.58,0.51,0.51,0.4,0.3,0.25,0.32,0.21,100.02
10/22/2021,10.22,9.94,8.75,3.63,6.79,4.03,2.72,4.19,5.56,2.8,1.69,1.72,1.71,1.52,1.61,1.41,1.16,1.05,1.12,0.91,1.06,0.81,0.56,1.04,0.87,0.76,0.26,0.69,0.84,0.6,0.92,0.65,0.78,0.53,0.43,0.53,0.35,0.4,0.26,0.6,0.29,0.34,0.39,0.32,0.46,0.23,0.42,0.23,0.21,0.24,0.3,0.28,0.27,0.25,0.2,0.18,0.23,0.21,0.17,0.16,0.18,0.26,0.22,0.19,0.16,0.14,0.11,0.14,0.58,0.12,0.11,0.14,0.12,0.11,0.18,0.14,0.13,0.13,0.14,0.12,0.1,0.12,0.1,0.09,0.12,0.09,0.09,0.13,0.23,0.09,0.08,0.07,0.08,0.07,0.1,0.06,0.08,0.05,0.07,0.05,0.05,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.57,0.5,0.51,0.39,0.29,0.24,0.31,0.21,100.03
10/25/2021,10.36,10.05,8.84,3.54,6.96,4.0,2.69,4.29,5.98,2.78,1.68,1.73,1.71,1.57,1.6,1.41,1.18,1.03,1.17,0.91,1.02,0.83,0.56,1.04,0.83,0.73,0.26,0.67,0.86,0.59,0.92,0.65,0.75,0.51,0.44,0.54,0.34,0.38,0.25,0.59,0.28,0.33,0.38,0.32,0.46,0.21,0.43,0.23,0.21,0.25,0.3,0.27,0.27,0.24,0.19,0.17,0.22,0.22,0.16,0.16,0.18,0.27,0.22,0.18,0.16,0.15,0.11,0.14,0.03,0.12,0.11,0.15,0.12,0.11,0.18,0.13,0.12,0.13,0.14,0.12,0.1,0.12,0.1,0.09,0.12,0.09,0.09,0.12,0.23,0.08,0.08,0.07,0.08,0.06,0.1,0.06,0.08,0.05,0.07,0.05,0.06,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.56,0.48,0.45,0.35,0.28,0.23,0.31,0.21,100.01999999999998
10/26/2021,10.39,10.03,8.65,3.59,6.88,3.98,2.74,4.31,6.29,2.78,1.67,1.62,1.62,1.55,1.56,1.42,1.24,1.02,1.15,0.93,1.03,0.81,0.6,1.11,0.86,0.75,0.25,0.67,0.86,0.62,0.91,0.65,0.74,0.52,0.44,0.53,0.34,0.39,0.26,0.57,0.28,0.33,0.38,0.32,0.46,0.21,0.42,0.23,0.21,0.25,0.3,0.3,0.27,0.25,0.19,0.17,0.22,0.21,0.16,0.16,0.18,0.26,0.22,0.18,0.17,0.16,0.11,0.14,0.0,0.12,0.11,0.15,0.12,0.11,0.18,0.13,0.12,0.13,0.14,0.12,0.1,0.12,0.1,0.09,0.12,0.09,0.09,0.12,0.23,0.08,0.08,0.07,0.08,0.06,0.1,0.06,0.08,0.05,0.07,0.06,0.05,0.04,0.0,0.03,0.0,0.02,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.59,0.48,0.42,0.35,0.29,0.23,0.3,0.19,100.06
10/27/2021,10.39,10.03,8.65,3.59,6.88,3.98,2.74,4.31,6.29,2.78,1.67,1.62,1.62,1.55,1.56,1.42,1.24,1.02,1.15,0.93,1.03,0.81,0.6,1.11,0.86,0.75,0.25,0.67,0.86,0.62,0.91,0.65,0.74,0.52,0.44,0.53,0.34,0.39,0.26,0.57,0.28,0.33,0.38,0.32,0.46,0.21,0.42,0.23,0.21,0.25,0.3,0.3,0.27,0.25,0.19,0.17,0.22,0.21,0.16,0.16,0.18,0.26,0.22,0.18,0.17,0.16,0.11,0.14,0.0,0.12,0.11,0.15,0.12,0.11,0.18,0.13,0.12,0.13,0.14,0.12,0.1,0.12,0.1,0.09,0.12,0.09,0.09,0.12,0.23,0.08,0.08,0.07,0.08,0.06,0.1,0.06,0.08,0.05,0.07,0.06,0.05,0.04,0.0,0.03,0.0,0.02,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.59,0.48,0.42,0.35,0.29,0.23,0.3,0.19,100.06
10/28/2021,10.31,9.95,8.55,3.61,6.79,3.96,2.69,4.29,6.65,2.9,1.67,1.59,1.57,1.55,1.47,1.4,1.19,1.02,1.16,0.92,1.02,0.82,0.59,1.13,0.87,0.74,0.25,0.66,0.85,0.62,0.94,0.65,0.77,0.53,0.43,0.52,0.34,0.39,0.25,0.59,0.29,0.32,0.39,0.31,0.46,0.21,0.44,0.23,0.21,0.25,0.3,0.31,0.27,0.25,0.19,0.17,0.21,0.22,0.17,0.16,0.18,0.27,0.22,0.19,0.16,0.16,0.11,0.14,0.0,0.12,0.11,0.15,0.12,0.11,0.2,0.14,0.12,0.13,0.15,0.12,0.09,0.13,0.1,0.09,0.13,0.09,0.09,0.13,0.24,0.08,0.08,0.07,0.08,0.06,0.1,0.06,0.08,0.05,0.07,0.06,0.05,0.04,0.0,0.03,0.0,0.02,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.59,0.5,0.43,0.36,0.29,0.23,0.29,0.2,100.07
10/29/2021,10.44,10.01,8.38,3.63,6.51,3.87,2.63,4.26,6.79,2.9,1.69,1.49,1.5,1.5,1.36,1.44,1.18,1.04,1.16,0.97,1.05,0.78,0.59,1.16,0.9,0.8,0.24,0.68,0.86,0.65,0.93,0.64,0.74,0.55,0.46,0.53,0.36,0.41,0.28,0.59,0.3,0.34,0.4,0.33,0.46,0.21,0.44,0.23,0.22,0.25,0.3,0.32,0.28,0.25,0.19,0.17,0.22,0.23,0.17,0.17,0.18,0.27,0.22,0.2,0.17,0.16,0.11,0.14,0.0,0.12,0.12,0.15,0.13,0.11,0.2,0.14,0.13,0.13,0.15,0.12,0.1,0.13,0.1,0.09,0.14,0.09,0.09,0.12,0.24,0.09,0.08,0.07,0.08,0.06,0.1,0.06,0.08,0.06,0.07,0.06,0.06,0.04,0.0,0.03,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.59,0.51,0.45,0.37,0.29,0.24,0.27,0.19,100.05
11/01/2021,10.35,9.81,8.54,3.74,6.66,4.07,2.74,4.12,6.64,3.04,1.62,1.41,1.56,1.47,1.31,1.4,1.11,1.04,1.18,1.01,1.0,0.8,0.58,1.18,0.91,0.82,0.23,0.65,0.88,0.69,0.95,0.63,0.76,0.56,0.45,0.52,0.34,0.42,0.29,0.61,0.31,0.31,0.38,0.33,0.47,0.21,0.43,0.23,0.21,0.24,0.3,0.31,0.28,0.25,0.19,0.17,0.22,0.22,0.18,0.16,0.18,0.25,0.22,0.21,0.17,0.16,0.11,0.14,0.0,0.12,0.1,0.14,0.12,0.11,0.2,0.14,0.13,0.13,0.14,0.12,0.1,0.13,0.1,0.09,0.13,0.09,0.09,0.12,0.26,0.08,0.08,0.07,0.07,0.06,0.1,0.06,0.07,0.06,0.07,0.06,0.06,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.56,0.5,0.45,0.37,0.3,0.23,0.28,0.19,100.04
11/02/2021,10.25,9.77,8.26,3.78,6.42,3.95,2.65,4.07,6.65,3.35,1.61,1.39,1.54,1.45,1.23,1.43,1.07,1.05,1.13,1.02,1.01,0.75,0.58,1.17,0.95,0.82,0.22,0.69,0.9,0.71,1.01,0.66,0.78,0.58,0.46,0.53,0.35,0.47,0.3,0.62,0.33,0.32,0.39,0.32,0.48,0.2,0.5,0.23,0.22,0.25,0.3,0.33,0.29,0.25,0.19,0.17,0.23,0.23,0.17,0.17,0.18,0.23,0.23,0.21,0.18,0.16,0.12,0.15,0.0,0.12,0.11,0.14,0.13,0.11,0.2,0.15,0.13,0.14,0.15,0.12,0.1,0.14,0.1,0.09,0.14,0.09,0.09,0.12,0.28,0.09,0.08,0.07,0.08,0.07,0.1,0.06,0.07,0.06,0.07,0.06,0.06,0.04,0.0,0.03,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.61,0.51,0.47,0.36,0.31,0.22,0.26,0.17,100.01
11/03/2021,10.25,9.77,8.26,3.78,6.42,3.95,2.65,4.07,6.65,3.35,1.61,1.39,1.54,1.45,1.23,1.43,1.07,1.05,1.13,1.02,1.01,0.75,0.58,1.17,0.95,0.82,0.22,0.69,0.9,0.71,1.01,0.66,0.78,0.58,0.46,0.53,0.35,0.47,0.3,0.62,0.33,0.32,0.39,0.32,0.48,0.2,0.5,0.23,0.22,0.25,0.3,0.33,0.29,0.25,0.19,0.17,0.23,0.23,0.17,0.17,0.18,0.23,0.23,0.21,0.18,0.16,0.12,0.15,0.0,0.12,0.11,0.14,0.13,0.11,0.2,0.15,0.13,0.14,0.15,0.12,0.1,0.14,0.1,0.09,0.14,0.09,0.09,0.12,0.28,0.09,0.08,0.07,0.08,0.07,0.1,0.06,0.07,0.06,0.07,0.06,0.06,0.04,0.0,0.03,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.61,0.51,0.47,0.36,0.31,0.22,0.26,0.17,100.01
11/04/2021,10.25,9.77,8.26,3.78,6.42,3.95,2.65,4.07,6.65,3.35,1.61,1.39,1.54,1.45,1.23,1.43,1.07,1.05,1.13,1.02,1.01,0.75,0.58,1.17,0.95,0.82,0.22,0.69,0.9,0.71,1.01,0.66,0.78,0.58,0.46,0.53,0.35,0.47,0.3,0.62,0.33,0.32,0.39,0.32,0.48,0.2,0.5,0.23,0.22,0.25,0.3,0.33,0.29,0.25,0.19,0.17,0.23,0.23,0.17,0.17,0.18,0.23,0.23,0.21,0.18,0.16,0.12,0.15,0.0,0.12,0.11,0.14,0.13,0.11,0.2,0.15,0.13,0.14,0.15,0.12,0.1,0.14,0.1,0.09,0.14,0.09,0.09,0.12,0.28,0.09,0.08,0.07,0.08,0.07,0.1,0.06,0.07,0.06,0.07,0.06,0.06,0.04,0.0,0.03,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.61,0.51,0.47,0.36,0.31,0.22,0.26,0.17,100.01
11/05/2021,9.86,9.79,8.24,3.8,6.81,3.89,2.71,3.98,6.41,3.42,1.57,1.41,1.48,1.41,1.22,1.48,1.03,1.04,1.16,1.09,0.99,0.77,0.59,1.25,0.97,0.81,0.22,0.69,0.92,0.72,0.9,0.65,0.85,0.58,0.48,0.5,0.36,0.52,0.29,0.62,0.33,0.34,0.39,0.34,0.5,0.2,0.48,0.23,0.23,0.25,0.31,0.35,0.28,0.25,0.19,0.18,0.22,0.21,0.19,0.17,0.18,0.22,0.23,0.21,0.21,0.16,0.12,0.15,0.06,0.14,0.11,0.14,0.13,0.12,0.2,0.14,0.13,0.14,0.15,0.12,0.12,0.13,0.1,0.09,0.14,0.1,0.09,0.12,0.27,0.09,0.08,0.07,0.08,0.06,0.1,0.06,0.07,0.06,0.07,0.07,0.07,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.61,0.52,0.39,0.4,0.31,0.21,0.28,0.17,100.04
