,WSM,RH,DECK,TPL,RS,NTLA,LAD,CIEN,AMED,UTHR,PWR,JBL,EHC,CHE,YETI,XTSLA,LSCC,CROX,CNXC,AMG,JEF,NVST,FAF,DLB,OMCL,DKS,LHCG,GMED,JCOM,AYI,THC,LPX,JHG,EVR,APPS,FL,UNM,SAIA,SYNA,STAA,MMS,RBC,AN,SNX,MEDP,CRUS,QRTEA,QDEL,OMF,CRNC,MTG,AMN,ENSG,PDCE,SEM,SSD,AL,UFPI,CDNA,PINC,HLI,VNT,SONO,MSM,RDN,SIG,XRX,MTDR,CNMD,R,AVT,TGNA,AR,DEN,STMP,CMC,KFY,DIOD,NAVI,MTH,NSIT,KLIC,NUVA,FN,MUSA,TRTN,LXP,APAM,ABG,KBH,HAE,EQC,MC,MMSI,MED,ATKR,FHI,PRG,AGO,SFM,BMI,MDRX,OMI,YELP,CNX,VSH,EBS,NUS,ANF,MDC,FORM,KTB,REGI,JW.A,CALX,RCII,EVTC,WERN,FIX,PRFT,ACA,SNBR,BRC,PDCO,AEL,INOV,MTX,PBH,GPI,DOOR,AMKR,RPAI,ODP,SANM,SCL,IRBT,PLXS,SPWR,TPH,SSTK,MYGN,VSTO,BOOT,PCRX,TROX,SBH,FWRD,EXPI,CORT,HRI,PDM,THRM,HCSG,RVLV,HTH,PIPR,DY,HUBG,BIG,BCC,TDS,GHC,VCEL,VCYT,MGLN,ROIC,NTCT,UCTT,HSKA,RLGY,MLI,SYKE,MODV,PRGS,WOR,OAS,PHR,UNFI,CENTA,NMRK,MGRC,TTEC,CCS,TTGT,INT,MCY,CSWI,MEI,RUSHA,HNI,EVH,KN,GMS,DLX,LNTH,LZB,HOPE,SWBI,ICFI,OSIS,ILPT,LMNX,CYH,TSE,OXM,CLDX,MHO,MBUU,XPEL,SITM,CWH,WIRE,ARCB,CDMO,PJT,MYRG,USD,ACLS,BSIG,ASO,HIBB,CRC,CRVL,STC,BISXX,n/a,RRX,ZD,-,CIVI,VRTV,SMCI,ECPG,DDS,SUPN,CUBI,CSGS,MRO,JLL,HRC,OVV,AA,OGN,BC,OLN,SPSC,TDC,CHK,RRC,EXLS,MUR,ALKS,ADS,PAG,SM,ITGR,AMEH,CVLT,WLL,WGO,BDN,WWE,CXP,WHD,VCRA,GNW,IRWD,LGF.B,JOE,FLGT,GDYN,SUM
08/25/2021,1.2,1.11,1.23,0.83,0.96,0.91,0.87,0.86,0.58,0.91,0.9,0.86,0.78,0.75,0.82,0.66,0.78,0.93,0.73,0.69,0.74,0.66,0.76,0.65,0.66,0.73,0.53,0.6,0.57,0.66,0.66,0.63,0.65,0.56,0.42,0.55,0.52,0.66,0.6,0.49,0.53,0.6,0.61,0.55,0.51,0.47,0.41,0.46,0.45,0.41,0.51,0.51,0.43,0.36,0.35,0.46,0.44,0.45,0.36,0.46,0.46,0.45,0.45,0.39,0.45,0.37,0.38,0.3,0.37,0.4,0.4,0.36,0.32,0.31,0.6,0.39,0.36,0.4,0.41,0.41,0.34,0.4,0.3,0.39,0.41,0.35,0.38,0.32,0.36,0.35,0.3,0.32,0.35,0.35,0.25,0.4,0.32,0.3,0.32,0.3,0.31,0.25,0.26,0.28,0.23,0.29,0.3,0.26,0.24,0.29,0.27,0.26,0.21,0.26,0.24,0.33,0.28,0.29,0.27,0.35,0.24,0.24,0.25,0.26,0.28,0.31,0.26,0.29,0.27,0.27,0.27,0.27,0.24,0.24,0.24,0.23,0.25,0.18,0.28,0.24,0.26,0.24,0.24,0.24,0.21,0.2,0.24,0.26,0.23,0.25,0.23,0.28,0.19,0.19,0.22,0.26,0.22,0.23,0.2,0.21,0.19,0.21,0.2,0.2,0.21,0.2,0.2,0.17,0.24,0.2,0.23,0.21,0.24,0.2,0.2,0.0,0.21,0.19,0.17,0.21,0.17,0.2,0.2,0.19,0.19,0.0,0.2,0.18,0.19,0.0,0.21,0.18,0.19,0.17,0.0,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.25,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.79000000000002
08/26/2021,1.18,1.1,1.21,0.84,0.95,0.96,0.88,0.86,0.58,0.91,0.9,0.85,0.76,0.74,0.8,0.65,0.79,0.93,0.72,0.69,0.75,0.65,0.76,0.65,0.65,0.73,0.53,0.6,0.57,0.66,0.65,0.63,0.64,0.57,0.43,0.55,0.52,0.66,0.6,0.49,0.53,0.6,0.6,0.55,0.51,0.47,0.41,0.46,0.45,0.42,0.5,0.51,0.42,0.38,0.35,0.45,0.43,0.45,0.36,0.46,0.46,0.45,0.46,0.39,0.45,0.37,0.38,0.31,0.37,0.4,0.39,0.36,0.33,0.34,0.59,0.39,0.37,0.41,0.41,0.41,0.33,0.4,0.3,0.36,0.4,0.35,0.37,0.32,0.36,0.34,0.31,0.32,0.36,0.35,0.25,0.4,0.32,0.3,0.32,0.29,0.31,0.25,0.26,0.28,0.23,0.29,0.3,0.26,0.24,0.28,0.28,0.26,0.22,0.26,0.25,0.32,0.28,0.29,0.27,0.35,0.24,0.24,0.25,0.26,0.27,0.31,0.26,0.29,0.28,0.27,0.27,0.26,0.24,0.24,0.24,0.22,0.25,0.18,0.28,0.25,0.26,0.24,0.25,0.24,0.22,0.2,0.24,0.27,0.23,0.26,0.23,0.27,0.19,0.2,0.22,0.26,0.24,0.23,0.2,0.21,0.19,0.21,0.2,0.21,0.2,0.2,0.2,0.17,0.24,0.19,0.23,0.21,0.24,0.2,0.2,0.17,0.21,0.19,0.0,0.21,0.17,0.2,0.2,0.19,0.19,0.0,0.2,0.0,0.19,0.0,0.2,0.18,0.19,0.17,0.17,0.0,0.0,0.0,0.18,0.17,0.18,0.0,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.24,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.71000000000001
08/27/2021,1.22,1.1,1.21,0.85,0.95,0.97,0.89,0.86,0.59,0.9,0.91,0.84,0.76,0.73,0.81,0.65,0.78,0.93,0.71,0.69,0.75,0.66,0.75,0.64,0.65,0.74,0.53,0.59,0.57,0.66,0.64,0.63,0.64,0.56,0.44,0.55,0.53,0.66,0.6,0.5,0.51,0.6,0.6,0.54,0.51,0.46,0.42,0.46,0.45,0.43,0.5,0.5,0.42,0.39,0.34,0.45,0.44,0.45,0.37,0.46,0.46,0.45,0.47,0.39,0.45,0.38,0.38,0.32,0.38,0.41,0.39,0.36,0.33,0.34,0.58,0.4,0.37,0.4,0.41,0.41,0.33,0.4,0.3,0.36,0.39,0.35,0.36,0.33,0.36,0.34,0.31,0.31,0.35,0.35,0.25,0.41,0.32,0.3,0.31,0.28,0.31,0.25,0.26,0.28,0.23,0.29,0.3,0.26,0.25,0.29,0.28,0.26,0.22,0.26,0.26,0.33,0.28,0.28,0.27,0.35,0.24,0.24,0.25,0.25,0.27,0.31,0.26,0.28,0.28,0.27,0.28,0.26,0.24,0.24,0.24,0.23,0.25,0.18,0.28,0.26,0.26,0.23,0.25,0.24,0.23,0.21,0.24,0.28,0.23,0.25,0.22,0.28,0.19,0.2,0.22,0.26,0.24,0.22,0.2,0.21,0.19,0.21,0.2,0.21,0.2,0.2,0.2,0.17,0.24,0.2,0.23,0.21,0.24,0.2,0.2,0.17,0.21,0.19,0.17,0.21,0.17,0.19,0.2,0.19,0.19,0.0,0.19,0.0,0.19,0.0,0.2,0.18,0.19,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.24,0.0,0.18,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.75999999999999
08/30/2021,1.35,1.12,1.18,0.85,0.94,0.93,0.87,0.87,0.57,0.9,0.93,0.85,0.76,0.73,0.83,0.68,0.79,0.92,0.73,0.71,0.77,0.65,0.76,0.64,0.66,0.88,0.52,0.61,0.58,0.66,0.66,0.66,0.64,0.56,0.43,0.54,0.53,0.61,0.61,0.5,0.51,0.61,0.58,0.55,0.51,0.47,0.41,0.47,0.45,0.39,0.51,0.5,0.41,0.39,0.36,0.44,0.42,0.46,0.37,0.45,0.45,0.46,0.48,0.39,0.44,0.39,0.37,0.31,0.38,0.42,0.4,0.36,0.34,0.34,0.59,0.39,0.37,0.41,0.41,0.41,0.34,0.41,0.3,0.36,0.39,0.36,0.36,0.32,0.35,0.35,0.3,0.31,0.35,0.34,0.25,0.4,0.31,0.3,0.31,0.29,0.3,0.24,0.25,0.28,0.23,0.29,0.3,0.26,0.22,0.29,0.29,0.27,0.22,0.25,0.26,0.32,0.28,0.28,0.26,0.37,0.24,0.24,0.25,0.25,0.27,0.31,0.26,0.28,0.27,0.27,0.28,0.27,0.24,0.24,0.24,0.23,0.25,0.18,0.28,0.26,0.25,0.24,0.25,0.24,0.24,0.21,0.23,0.27,0.23,0.25,0.22,0.27,0.19,0.19,0.22,0.26,0.24,0.22,0.19,0.22,0.19,0.21,0.2,0.23,0.2,0.2,0.2,0.17,0.23,0.2,0.22,0.21,0.24,0.2,0.19,0.17,0.21,0.19,0.0,0.2,0.0,0.19,0.2,0.19,0.19,0.0,0.19,0.17,0.18,0.16,0.2,0.18,0.19,0.0,0.16,0.0,0.17,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.2,0.18,0.0,0.0,0.24,0.0,0.17,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94999999999999
08/31/2021,1.3,1.09,1.15,0.85,0.94,0.94,0.85,0.86,0.56,0.91,0.93,0.86,0.74,0.73,0.81,0.7,0.8,0.92,0.73,0.72,0.77,0.66,0.75,0.63,0.66,0.88,0.53,0.61,0.58,0.65,0.65,0.67,0.64,0.57,0.43,0.52,0.53,0.61,0.61,0.52,0.51,0.6,0.57,0.55,0.5,0.48,0.42,0.47,0.46,0.41,0.51,0.5,0.41,0.4,0.36,0.45,0.42,0.46,0.37,0.43,0.45,0.46,0.47,0.39,0.44,0.41,0.37,0.32,0.38,0.42,0.4,0.36,0.36,0.34,0.58,0.39,0.37,0.42,0.42,0.41,0.34,0.42,0.3,0.36,0.39,0.36,0.36,0.33,0.36,0.35,0.3,0.31,0.35,0.35,0.25,0.41,0.31,0.31,0.31,0.28,0.3,0.24,0.25,0.28,0.23,0.29,0.3,0.25,0.22,0.29,0.29,0.27,0.22,0.25,0.26,0.32,0.27,0.28,0.27,0.37,0.24,0.24,0.25,0.25,0.26,0.3,0.26,0.27,0.28,0.28,0.29,0.27,0.24,0.25,0.24,0.23,0.25,0.18,0.28,0.27,0.26,0.23,0.25,0.24,0.24,0.21,0.24,0.27,0.23,0.26,0.22,0.28,0.19,0.18,0.22,0.26,0.24,0.23,0.18,0.22,0.19,0.21,0.21,0.24,0.2,0.21,0.2,0.18,0.23,0.2,0.22,0.0,0.24,0.2,0.19,0.17,0.22,0.19,0.0,0.21,0.0,0.19,0.2,0.2,0.2,0.0,0.2,0.17,0.19,0.0,0.2,0.18,0.19,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.24,0.0,0.17,0.17,0.0,0.17,0.17,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.09
09/01/2021,1.3,1.09,1.15,0.85,0.94,0.94,0.85,0.86,0.56,0.91,0.93,0.86,0.74,0.73,0.81,0.7,0.8,0.92,0.73,0.72,0.77,0.66,0.75,0.63,0.66,0.88,0.53,0.61,0.58,0.65,0.65,0.67,0.64,0.57,0.43,0.52,0.53,0.61,0.61,0.52,0.51,0.6,0.57,0.55,0.5,0.48,0.42,0.47,0.46,0.41,0.51,0.5,0.41,0.4,0.36,0.45,0.42,0.46,0.37,0.43,0.45,0.46,0.47,0.39,0.44,0.41,0.37,0.32,0.38,0.42,0.4,0.36,0.36,0.34,0.58,0.39,0.37,0.42,0.42,0.41,0.34,0.42,0.3,0.36,0.39,0.36,0.36,0.33,0.36,0.35,0.3,0.31,0.35,0.35,0.25,0.41,0.31,0.31,0.31,0.28,0.3,0.24,0.25,0.28,0.23,0.29,0.3,0.25,0.22,0.29,0.29,0.27,0.22,0.25,0.26,0.32,0.27,0.28,0.27,0.37,0.24,0.24,0.25,0.25,0.26,0.3,0.26,0.27,0.28,0.28,0.29,0.27,0.24,0.25,0.24,0.23,0.25,0.18,0.28,0.27,0.26,0.23,0.25,0.24,0.24,0.21,0.24,0.27,0.23,0.26,0.22,0.28,0.19,0.18,0.22,0.26,0.24,0.23,0.18,0.22,0.19,0.21,0.21,0.24,0.2,0.21,0.2,0.18,0.23,0.2,0.22,0.0,0.24,0.2,0.19,0.17,0.22,0.19,0.0,0.21,0.0,0.19,0.2,0.2,0.2,0.0,0.2,0.17,0.19,0.0,0.2,0.18,0.19,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.24,0.0,0.17,0.17,0.0,0.17,0.17,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.09
09/02/2021,1.32,1.11,1.15,0.85,0.94,0.91,0.84,0.86,0.56,0.91,0.93,0.87,0.76,0.73,0.81,0.69,0.83,0.93,0.74,0.71,0.76,0.66,0.76,0.63,0.65,0.9,0.53,0.62,0.58,0.65,0.66,0.67,0.63,0.57,0.42,0.51,0.52,0.63,0.64,0.54,0.51,0.6,0.57,0.55,0.51,0.48,0.42,0.48,0.45,0.41,0.5,0.51,0.41,0.39,0.36,0.45,0.42,0.46,0.38,0.43,0.45,0.46,0.46,0.38,0.44,0.41,0.37,0.32,0.37,0.42,0.39,0.36,0.36,0.34,0.58,0.39,0.37,0.42,0.41,0.41,0.35,0.42,0.3,0.37,0.39,0.36,0.36,0.33,0.35,0.35,0.3,0.31,0.35,0.35,0.25,0.42,0.31,0.31,0.3,0.28,0.3,0.24,0.25,0.27,0.23,0.29,0.3,0.25,0.22,0.28,0.3,0.26,0.21,0.25,0.26,0.33,0.27,0.29,0.27,0.38,0.24,0.24,0.25,0.25,0.26,0.3,0.26,0.28,0.27,0.28,0.3,0.27,0.24,0.25,0.23,0.23,0.26,0.18,0.28,0.27,0.26,0.23,0.25,0.24,0.23,0.2,0.24,0.27,0.23,0.27,0.21,0.28,0.19,0.18,0.21,0.25,0.24,0.23,0.18,0.22,0.19,0.21,0.21,0.24,0.2,0.21,0.2,0.19,0.23,0.2,0.22,0.0,0.24,0.2,0.19,0.0,0.21,0.2,0.17,0.21,0.0,0.2,0.21,0.2,0.19,0.0,0.19,0.17,0.18,0.0,0.2,0.18,0.19,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.16,0.0,0.2,0.18,0.0,0.0,0.25,0.0,0.17,0.17,0.0,0.0,0.17,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11
09/03/2021,1.33,1.09,1.15,0.82,0.93,0.95,0.85,0.86,0.59,0.93,0.92,0.86,0.76,0.74,0.8,0.71,0.82,0.91,0.74,0.7,0.76,0.67,0.75,0.63,0.65,0.9,0.55,0.61,0.58,0.65,0.66,0.66,0.63,0.57,0.48,0.52,0.53,0.61,0.64,0.56,0.52,0.59,0.57,0.54,0.51,0.47,0.42,0.48,0.45,0.4,0.5,0.52,0.41,0.41,0.36,0.45,0.42,0.45,0.34,0.44,0.45,0.46,0.46,0.38,0.44,0.4,0.37,0.33,0.37,0.42,0.39,0.36,0.36,0.34,0.58,0.38,0.37,0.42,0.42,0.41,0.35,0.42,0.31,0.37,0.39,0.36,0.37,0.33,0.35,0.35,0.31,0.31,0.35,0.35,0.25,0.42,0.31,0.31,0.31,0.29,0.3,0.24,0.25,0.28,0.24,0.28,0.29,0.25,0.22,0.28,0.29,0.26,0.21,0.25,0.25,0.32,0.27,0.28,0.27,0.38,0.24,0.23,0.25,0.26,0.26,0.31,0.26,0.28,0.28,0.27,0.29,0.28,0.25,0.25,0.24,0.22,0.26,0.18,0.28,0.26,0.26,0.23,0.25,0.24,0.23,0.2,0.24,0.28,0.23,0.26,0.21,0.27,0.19,0.19,0.21,0.25,0.23,0.23,0.17,0.22,0.19,0.21,0.21,0.24,0.2,0.21,0.2,0.18,0.23,0.2,0.22,0.0,0.24,0.2,0.19,0.0,0.22,0.2,0.0,0.21,0.0,0.19,0.2,0.21,0.2,0.16,0.19,0.17,0.18,0.16,0.2,0.18,0.18,0.0,0.17,0.16,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.16,0.0,0.2,0.18,0.0,0.0,0.25,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.12
09/06/2021,1.29,1.03,1.1,0.79,0.92,1.02,0.83,0.88,0.59,0.91,1.02,0.85,0.77,0.75,0.8,0.79,0.82,0.87,0.76,0.69,0.75,0.68,0.74,0.62,0.66,0.9,0.54,0.62,0.58,0.62,0.66,0.65,0.62,0.56,0.52,0.52,0.52,0.63,0.64,0.57,0.52,0.59,0.55,0.54,0.53,0.47,0.41,0.52,0.45,0.41,0.5,0.52,0.42,0.42,0.37,0.45,0.42,0.44,0.36,0.44,0.45,0.46,0.47,0.38,0.43,0.43,0.38,0.33,0.37,0.42,0.38,0.36,0.4,0.36,0.58,0.37,0.38,0.42,0.41,0.4,0.34,0.44,0.3,0.37,0.39,0.36,0.37,0.33,0.34,0.35,0.32,0.31,0.35,0.35,0.25,0.42,0.3,0.31,0.29,0.28,0.3,0.23,0.26,0.27,0.25,0.28,0.29,0.25,0.21,0.29,0.3,0.25,0.2,0.24,0.25,0.32,0.27,0.28,0.27,0.38,0.24,0.22,0.25,0.27,0.27,0.3,0.25,0.28,0.27,0.27,0.3,0.28,0.24,0.25,0.24,0.23,0.25,0.18,0.28,0.26,0.26,0.23,0.24,0.24,0.22,0.2,0.24,0.3,0.23,0.26,0.22,0.28,0.19,0.2,0.21,0.25,0.22,0.23,0.0,0.22,0.19,0.2,0.22,0.26,0.2,0.21,0.19,0.18,0.24,0.21,0.22,0.0,0.26,0.2,0.18,0.17,0.19,0.2,0.0,0.2,0.17,0.2,0.21,0.21,0.2,0.16,0.19,0.16,0.18,0.16,0.21,0.18,0.19,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.21,0.19,0.0,0.0,0.25,0.0,0.17,0.17,0.0,0.0,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.31
09/07/2021,1.27,1.05,1.12,0.78,0.92,1.04,0.83,0.85,0.58,0.91,1.05,0.86,0.77,0.74,0.81,0.7,0.83,0.88,0.74,0.69,0.75,0.67,0.73,0.61,0.66,0.92,0.53,0.63,0.57,0.62,0.66,0.66,0.62,0.56,0.53,0.52,0.52,0.64,0.64,0.56,0.52,0.59,0.55,0.54,0.54,0.47,0.4,0.53,0.44,0.41,0.5,0.53,0.42,0.42,0.37,0.44,0.43,0.44,0.35,0.44,0.45,0.47,0.47,0.37,0.43,0.42,0.37,0.32,0.36,0.41,0.38,0.35,0.43,0.35,0.58,0.37,0.38,0.42,0.42,0.39,0.34,0.44,0.3,0.37,0.39,0.36,0.38,0.33,0.34,0.35,0.32,0.31,0.35,0.35,0.26,0.41,0.3,0.31,0.29,0.28,0.3,0.23,0.26,0.27,0.25,0.27,0.29,0.25,0.21,0.28,0.3,0.26,0.2,0.25,0.25,0.32,0.27,0.28,0.27,0.39,0.24,0.23,0.24,0.26,0.27,0.3,0.25,0.28,0.27,0.27,0.3,0.28,0.24,0.25,0.24,0.23,0.25,0.18,0.27,0.26,0.26,0.23,0.24,0.23,0.22,0.19,0.24,0.3,0.23,0.26,0.21,0.27,0.19,0.19,0.21,0.25,0.22,0.23,0.0,0.22,0.19,0.2,0.21,0.26,0.2,0.21,0.19,0.18,0.23,0.21,0.22,0.0,0.25,0.2,0.18,0.17,0.2,0.2,0.16,0.2,0.17,0.2,0.21,0.22,0.2,0.16,0.19,0.0,0.18,0.0,0.22,0.18,0.19,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.21,0.19,0.0,0.0,0.26,0.0,0.17,0.17,0.0,0.0,0.18,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.17
09/08/2021,1.27,1.05,1.12,0.78,0.92,1.04,0.83,0.85,0.58,0.91,1.05,0.86,0.77,0.74,0.81,0.7,0.83,0.88,0.74,0.69,0.75,0.67,0.73,0.61,0.66,0.92,0.53,0.63,0.57,0.62,0.66,0.66,0.62,0.56,0.53,0.52,0.52,0.64,0.64,0.56,0.52,0.59,0.55,0.54,0.54,0.47,0.4,0.53,0.44,0.41,0.5,0.53,0.42,0.42,0.37,0.44,0.43,0.44,0.35,0.44,0.45,0.47,0.47,0.37,0.43,0.42,0.37,0.32,0.36,0.41,0.38,0.35,0.43,0.35,0.58,0.37,0.38,0.42,0.42,0.39,0.34,0.44,0.3,0.37,0.39,0.36,0.38,0.33,0.34,0.35,0.32,0.31,0.35,0.35,0.26,0.41,0.3,0.31,0.29,0.28,0.3,0.23,0.26,0.27,0.25,0.27,0.29,0.25,0.21,0.28,0.3,0.26,0.2,0.25,0.25,0.32,0.27,0.28,0.27,0.39,0.24,0.23,0.24,0.26,0.27,0.3,0.25,0.28,0.27,0.27,0.3,0.28,0.24,0.25,0.24,0.23,0.25,0.18,0.27,0.26,0.26,0.23,0.24,0.23,0.22,0.19,0.24,0.3,0.23,0.26,0.21,0.27,0.19,0.19,0.21,0.25,0.22,0.23,0.0,0.22,0.19,0.2,0.21,0.26,0.2,0.21,0.19,0.18,0.23,0.21,0.22,0.0,0.25,0.2,0.18,0.17,0.2,0.2,0.16,0.2,0.17,0.2,0.21,0.22,0.2,0.16,0.19,0.0,0.18,0.0,0.22,0.18,0.19,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.21,0.19,0.0,0.0,0.26,0.0,0.17,0.17,0.0,0.0,0.18,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.17
