,SAVA,ZTS,LLY,CTLT,ELAN,JNJ,BMY,JAZZ,PFE,PRGO,RPRX,MRK,VTRS,ZOM,RETA,PCRX,ARVN,AXSM,NKTR,ITCI,OCUL,ENDP,SUPN,ACRS,PBH,CARA,ZGNX,CORT,RVNC,OMER,TXMD,AERI,PRVB,AMRX,INVA,COLL,NUVB,NGM,OGN,TBPH,MRNS,PHAT,BDSI,ATRS,AMPH,PAHC,RLMD,DURECT Corporation,STATE STREET INSTITUTIONAL LIQ STATE STR,U.S. Dollar,SDA.AX,DRRX,002810.KS,GVMXX,SSIXX,603121.SS,n/a,FULC,AVIR,HRMY,ESPR,ATHA,ANIP,SUM
01/17/2022,4.77,3.99,4.55,4.09,4.36,4.45,4.99,5.13,4.66,4.79,4.69,4.85,5.18,0.0,1.64,2.28,2.51,2.57,1.49,1.76,0.63,2.23,1.03,0.52,1.0,0.85,0.77,1.03,1.08,0.49,0.0,0.69,0.19,0.43,1.08,0.51,0.28,0.5,4.92,0.43,0.19,0.0,0.0,0.22,0.31,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.98,4.13,1.2,0.69,0.32,0.23,99.99
01/18/2022,4.6,3.94,4.42,3.91,4.27,4.48,5.09,5.2,4.6,4.81,4.64,4.95,5.3,0.0,1.68,2.44,2.58,2.39,1.5,1.95,0.63,2.1,1.07,0.51,1.02,0.86,0.81,1.03,1.15,0.48,0.0,0.66,0.19,0.43,1.08,0.51,0.27,0.5,5.05,0.45,0.2,0.0,0.0,0.22,0.32,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.92,4.01,1.23,0.69,0.3,0.23,99.99
01/19/2022,4.6,3.94,4.42,3.91,4.27,4.48,5.09,5.2,4.6,4.81,4.64,4.95,5.3,0.0,1.68,2.44,2.58,2.39,1.5,1.95,0.63,2.1,1.07,0.51,1.02,0.86,0.81,1.03,1.15,0.48,0.0,0.66,0.19,0.43,1.08,0.51,0.27,0.5,5.05,0.45,0.2,0.0,0.0,0.22,0.32,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.92,4.01,1.23,0.69,0.3,0.23,99.99
01/20/2022,4.6,3.94,4.42,3.91,4.27,4.48,5.09,5.2,4.6,4.81,4.64,4.95,5.3,0.0,1.68,2.44,2.58,2.39,1.5,1.95,0.63,2.1,1.07,0.51,1.02,0.86,0.81,1.03,1.15,0.48,0.0,0.66,0.19,0.43,1.08,0.51,0.27,0.5,5.05,0.45,0.2,0.0,0.0,0.22,0.32,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.92,4.01,1.23,0.69,0.3,0.23,99.99
01/24/2022,4.22,3.92,4.54,3.79,4.26,4.55,5.19,5.18,4.58,4.92,4.78,5.06,5.24,0.0,1.66,2.5,2.52,2.43,1.54,1.79,0.61,2.19,1.05,0.49,1.03,0.88,1.35,1.02,1.07,0.43,0.0,0.64,0.18,0.42,1.08,0.51,0.25,0.48,5.07,0.42,0.2,0.0,0.0,0.22,0.32,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.86,3.87,1.21,0.67,0.28,0.23,100.0
01/25/2022,3.82,4.01,4.61,3.87,4.43,4.62,5.22,5.16,4.63,4.93,4.8,5.1,5.3,0.0,1.6,2.53,2.69,2.07,1.42,2.02,0.59,2.16,1.1,0.48,1.04,0.91,1.38,1.0,1.06,0.46,0.0,0.61,0.16,0.43,1.09,0.52,0.27,0.48,4.99,0.4,0.19,0.0,0.0,0.21,0.32,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.9,3.71,1.19,0.69,0.28,0.23,99.98
01/26/2022,3.82,4.01,4.61,3.87,4.43,4.62,5.22,5.16,4.63,4.93,4.8,5.1,5.3,0.0,1.6,2.53,2.69,2.07,1.42,2.02,0.59,2.16,1.1,0.48,1.04,0.91,1.38,1.0,1.06,0.46,0.0,0.61,0.16,0.43,1.09,0.52,0.27,0.48,4.99,0.4,0.19,0.0,0.0,0.21,0.32,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.9,3.71,1.19,0.69,0.28,0.23,99.98
01/28/2022,4.19,3.9,4.53,3.79,4.34,4.68,5.12,4.93,4.6,4.88,4.78,5.05,5.34,0.0,1.63,2.46,2.68,2.32,1.41,2.2,0.6,2.13,1.09,0.52,1.01,0.89,1.38,1.01,1.03,0.46,0.0,0.65,0.16,0.43,1.04,0.53,0.28,0.49,4.93,0.42,0.19,0.0,0.0,0.22,0.33,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.86,3.74,1.2,0.74,0.31,0.23,99.99
01/31/2022,4.01,3.81,4.56,3.72,4.19,4.85,5.33,5.17,4.75,4.88,4.81,5.22,5.4,0.0,1.5,2.49,2.65,2.16,1.36,2.19,0.57,2.06,1.09,0.51,1.03,0.85,1.4,0.98,0.99,0.47,0.0,0.63,0.14,0.42,1.09,0.52,0.27,0.52,5.02,0.4,0.18,0.0,0.0,0.21,0.33,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.81,3.76,1.19,0.68,0.29,0.23,99.98
02/01/2022,4.14,3.88,4.62,3.75,4.19,4.77,5.29,5.1,4.73,4.77,4.8,5.12,5.3,0.0,1.51,2.43,2.62,2.28,1.37,2.15,0.57,2.05,1.13,0.51,1.03,0.83,1.37,1.02,0.98,0.48,0.0,0.63,0.17,0.42,1.08,0.5,0.28,0.5,5.03,0.42,0.18,0.0,0.0,0.21,0.34,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.83,3.89,1.19,0.74,0.28,0.22,99.99000000000001
