,NVDA,IT,TGT,BIIB,ADBE,ANET,DHR,SEE,UPS,BLK,FB,GOOGL,AMT,LLY,ORCL,AMZN,COF,COST,CRM,TMO,PYPL,NTAP,AXP,ACN,AKAM,KMI,MSFT,UNH,STX,PRGO,F,CHTR,AIZ,AAPL,FDX,HSIC,ALL,HD,TYL,PM,IPG,SLB,DVA,PEP,NKE,BR,LOW,SPG,FRT,JKHY,LMT,MS,PFE,RTX,BRK.B,UHS,WFC,TXN,DISH,GS,V,MDLZ,QRVO,EA,TAP,IBM,EMR,CVS,CL,BMY,UNP,BK,SLG,QCOM,MDT,MCD,LDOS,GILD,LEG,GD,DUK,COP,CSCO,BAC,MMM,JNPR,PG,WMT,USB,JNJ,KO,PNW,ABBV,SBUX,KHC,GPS,FTI,HON,OMC,NWL,NFLX,XOM,EXC,AMGN,CF,MRK,PVH,VZ,JPM,UNM,SO,MET,NEE,GM,ABT,DD,CMCSA,XRAY,AIG,DOW,FLS,LYV,MA,WDC,GE,T,CVX,IPGP,TSLA,NWS,RL,FFIV,LUMN,MO,CAT,C,NCLH,BKNG,BA,WU,XRX,UAA,HPE,DIS,HBI,INTC,WBA,CTXS,FOXA,US Dollar,DISCA,OGN,Morgan Stanley Instl Lqudty Trs Instl,GE.,n/a,688101.SS,688617.SS,MISXX,SUM
09/17/2021,0.72,0.7,0.62,0.59,0.69,0.63,0.7,0.66,0.67,0.68,0.69,0.71,0.69,0.59,0.65,0.69,0.65,0.7,0.69,0.69,0.68,0.75,0.63,0.71,0.66,0.62,0.69,0.65,0.62,0.62,0.64,0.68,0.71,0.67,0.63,0.66,0.68,0.67,0.63,0.68,0.69,0.67,0.62,0.67,0.62,0.65,0.72,0.67,0.7,0.64,0.63,0.72,0.65,0.65,0.66,0.64,0.65,0.67,0.71,0.71,0.63,0.65,0.62,0.69,0.64,0.64,0.65,0.69,0.65,0.61,0.63,0.67,0.64,0.64,0.67,0.68,0.68,0.68,0.66,0.68,0.64,0.69,0.69,0.71,0.62,0.65,0.68,0.67,0.68,0.63,0.66,0.64,0.62,0.67,0.66,0.59,0.66,0.64,0.67,0.66,0.76,0.64,0.72,0.63,0.68,0.64,0.69,0.65,0.7,0.7,0.69,0.72,0.71,0.64,0.69,0.63,0.69,0.64,0.77,0.66,0.56,0.74,0.63,0.59,0.68,0.66,0.65,0.64,0.69,0.61,0.6,0.63,0.73,0.71,0.66,0.68,0.75,0.73,0.63,0.65,0.59,0.61,0.65,0.71,0.69,0.68,0.7,0.71,0.69,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.22,100.01000000000002
09/20/2021,0.73,0.71,0.63,0.59,0.71,0.64,0.7,0.66,0.67,0.66,0.69,0.71,0.7,0.58,0.64,0.69,0.66,0.71,0.71,0.69,0.68,0.76,0.64,0.72,0.66,0.63,0.71,0.66,0.63,0.61,0.66,0.66,0.7,0.67,0.62,0.67,0.67,0.68,0.64,0.69,0.69,0.69,0.6,0.67,0.61,0.64,0.73,0.68,0.7,0.65,0.63,0.71,0.65,0.65,0.66,0.63,0.66,0.68,0.69,0.69,0.63,0.65,0.62,0.65,0.64,0.64,0.65,0.7,0.65,0.59,0.62,0.66,0.65,0.62,0.67,0.69,0.64,0.68,0.64,0.66,0.64,0.71,0.68,0.7,0.61,0.65,0.67,0.67,0.69,0.63,0.66,0.63,0.62,0.65,0.66,0.59,0.69,0.64,0.68,0.66,0.76,0.65,0.72,0.63,0.72,0.63,0.69,0.65,0.69,0.69,0.69,0.72,0.71,0.65,0.69,0.63,0.66,0.65,0.77,0.65,0.55,0.72,0.63,0.59,0.66,0.66,0.65,0.64,0.71,0.63,0.6,0.65,0.74,0.69,0.66,0.68,0.75,0.74,0.63,0.64,0.59,0.6,0.62,0.71,0.7,0.68,0.71,0.73,0.72,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.26,100.05
09/21/2021,0.72,0.71,0.63,0.6,0.7,0.64,0.71,0.65,0.66,0.66,0.68,0.71,0.69,0.58,0.64,0.69,0.66,0.71,0.72,0.74,0.67,0.74,0.65,0.71,0.65,0.62,0.7,0.67,0.63,0.61,0.67,0.66,0.69,0.66,0.62,0.67,0.68,0.68,0.64,0.69,0.7,0.68,0.61,0.67,0.61,0.64,0.73,0.68,0.7,0.65,0.63,0.71,0.65,0.65,0.66,0.63,0.67,0.68,0.69,0.69,0.63,0.66,0.6,0.64,0.63,0.63,0.64,0.7,0.65,0.6,0.62,0.66,0.65,0.6,0.67,0.69,0.64,0.69,0.64,0.67,0.63,0.71,0.68,0.71,0.62,0.65,0.68,0.68,0.69,0.63,0.65,0.64,0.62,0.64,0.66,0.6,0.69,0.64,0.68,0.66,0.77,0.65,0.72,0.64,0.73,0.63,0.69,0.66,0.69,0.65,0.68,0.72,0.69,0.65,0.7,0.62,0.66,0.64,0.76,0.63,0.55,0.73,0.62,0.59,0.66,0.66,0.65,0.62,0.72,0.62,0.61,0.64,0.76,0.69,0.65,0.68,0.77,0.74,0.63,0.63,0.6,0.59,0.62,0.71,0.69,0.67,0.71,0.74,0.73,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.27,99.98000000000002
09/22/2021,0.72,0.71,0.63,0.6,0.7,0.64,0.71,0.65,0.66,0.66,0.68,0.71,0.69,0.58,0.64,0.69,0.66,0.71,0.72,0.74,0.67,0.74,0.65,0.71,0.65,0.62,0.7,0.67,0.63,0.61,0.67,0.66,0.69,0.66,0.62,0.67,0.68,0.68,0.64,0.69,0.7,0.68,0.61,0.67,0.61,0.64,0.73,0.68,0.7,0.65,0.63,0.71,0.65,0.65,0.66,0.63,0.67,0.68,0.69,0.69,0.63,0.66,0.6,0.64,0.63,0.63,0.64,0.7,0.65,0.6,0.62,0.66,0.65,0.6,0.67,0.69,0.64,0.69,0.64,0.67,0.63,0.71,0.68,0.71,0.62,0.65,0.68,0.68,0.69,0.63,0.65,0.64,0.62,0.64,0.66,0.6,0.69,0.64,0.68,0.66,0.77,0.65,0.72,0.64,0.73,0.63,0.69,0.66,0.69,0.65,0.68,0.72,0.69,0.65,0.7,0.62,0.66,0.64,0.76,0.63,0.55,0.73,0.62,0.59,0.66,0.66,0.65,0.62,0.72,0.62,0.61,0.64,0.76,0.69,0.65,0.68,0.77,0.74,0.63,0.63,0.6,0.59,0.62,0.71,0.69,0.67,0.71,0.74,0.73,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.27,99.98000000000002
09/23/2021,0.71,0.72,0.63,0.6,0.7,0.64,0.72,0.66,0.67,0.65,0.67,0.7,0.7,0.59,0.65,0.68,0.65,0.71,0.72,0.74,0.67,0.74,0.65,0.71,0.65,0.62,0.7,0.66,0.63,0.61,0.65,0.67,0.69,0.66,0.61,0.67,0.68,0.68,0.64,0.69,0.69,0.67,0.61,0.68,0.61,0.64,0.73,0.68,0.7,0.66,0.63,0.69,0.66,0.66,0.67,0.63,0.67,0.68,0.69,0.68,0.63,0.66,0.59,0.63,0.63,0.64,0.64,0.7,0.66,0.6,0.62,0.65,0.65,0.61,0.68,0.69,0.66,0.69,0.64,0.67,0.64,0.7,0.68,0.69,0.62,0.65,0.68,0.68,0.68,0.64,0.66,0.65,0.63,0.64,0.67,0.59,0.66,0.64,0.68,0.65,0.76,0.64,0.73,0.64,0.72,0.65,0.68,0.67,0.68,0.65,0.69,0.7,0.7,0.64,0.7,0.62,0.66,0.63,0.77,0.62,0.55,0.74,0.63,0.59,0.67,0.66,0.64,0.61,0.7,0.62,0.61,0.64,0.76,0.7,0.63,0.67,0.76,0.75,0.63,0.63,0.6,0.58,0.62,0.7,0.69,0.67,0.71,0.74,0.73,0.0,0.62,0.0,0.0,0.0,0.42,0.0,0.0,0.0,100.01000000000002
09/24/2021,0.72,0.71,0.63,0.6,0.71,0.63,0.72,0.66,0.68,0.65,0.68,0.71,0.7,0.59,0.66,0.68,0.66,0.71,0.72,0.76,0.67,0.74,0.66,0.71,0.65,0.63,0.7,0.67,0.62,0.61,0.65,0.66,0.7,0.67,0.62,0.67,0.68,0.69,0.65,0.69,0.69,0.66,0.61,0.68,0.62,0.64,0.74,0.69,0.69,0.66,0.63,0.7,0.66,0.66,0.67,0.64,0.67,0.68,0.69,0.68,0.64,0.66,0.6,0.62,0.63,0.64,0.64,0.7,0.67,0.6,0.62,0.65,0.66,0.61,0.68,0.7,0.65,0.71,0.64,0.67,0.64,0.73,0.68,0.7,0.62,0.65,0.68,0.68,0.71,0.65,0.66,0.65,0.63,0.65,0.67,0.58,0.66,0.64,0.67,0.65,0.76,0.64,0.72,0.65,0.74,0.65,0.67,0.67,0.69,0.64,0.69,0.7,0.71,0.64,0.7,0.62,0.66,0.63,0.77,0.62,0.55,0.73,0.63,0.58,0.65,0.66,0.65,0.61,0.71,0.63,0.6,0.63,0.76,0.7,0.63,0.67,0.76,0.75,0.63,0.61,0.59,0.59,0.61,0.68,0.68,0.67,0.7,0.73,0.73,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.28,100.05
09/27/2021,0.74,0.74,0.62,0.58,0.68,0.63,0.71,0.66,0.65,0.66,0.64,0.71,0.68,0.58,0.66,0.68,0.68,0.7,0.76,0.75,0.68,0.76,0.69,0.72,0.64,0.64,0.7,0.65,0.63,0.59,0.68,0.64,0.68,0.66,0.55,0.67,0.67,0.68,0.66,0.68,0.72,0.69,0.61,0.67,0.62,0.64,0.73,0.7,0.69,0.65,0.63,0.72,0.65,0.67,0.66,0.62,0.69,0.69,0.69,0.69,0.64,0.65,0.6,0.61,0.64,0.64,0.64,0.69,0.65,0.59,0.62,0.66,0.68,0.6,0.68,0.69,0.65,0.69,0.64,0.67,0.62,0.77,0.68,0.72,0.61,0.65,0.67,0.67,0.71,0.63,0.64,0.63,0.62,0.64,0.66,0.59,0.69,0.64,0.69,0.64,0.77,0.67,0.71,0.63,0.79,0.64,0.7,0.66,0.71,0.64,0.67,0.71,0.68,0.66,0.69,0.61,0.65,0.62,0.77,0.63,0.55,0.76,0.64,0.58,0.67,0.65,0.67,0.6,0.71,0.68,0.62,0.63,0.75,0.69,0.64,0.69,0.81,0.78,0.65,0.61,0.59,0.6,0.61,0.68,0.67,0.67,0.69,0.73,0.74,0.0,0.6,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.0
09/28/2021,0.72,0.73,0.61,0.57,0.66,0.63,0.7,0.65,0.65,0.65,0.65,0.71,0.66,0.58,0.66,0.68,0.68,0.72,0.78,0.75,0.67,0.76,0.69,0.71,0.65,0.64,0.69,0.64,0.64,0.59,0.68,0.64,0.69,0.66,0.54,0.67,0.67,0.68,0.65,0.68,0.72,0.69,0.6,0.66,0.58,0.64,0.72,0.69,0.69,0.65,0.64,0.71,0.64,0.67,0.66,0.62,0.68,0.69,0.7,0.68,0.65,0.65,0.59,0.62,0.64,0.64,0.63,0.69,0.65,0.58,0.62,0.66,0.69,0.6,0.67,0.7,0.66,0.68,0.64,0.67,0.62,0.78,0.67,0.73,0.61,0.66,0.67,0.66,0.72,0.63,0.64,0.62,0.61,0.64,0.65,0.58,0.7,0.63,0.69,0.63,0.76,0.67,0.7,0.62,0.8,0.64,0.69,0.65,0.71,0.64,0.66,0.71,0.68,0.66,0.68,0.61,0.64,0.62,0.77,0.61,0.55,0.77,0.65,0.59,0.67,0.65,0.67,0.61,0.72,0.68,0.62,0.64,0.75,0.69,0.63,0.69,0.83,0.78,0.65,0.6,0.58,0.6,0.61,0.68,0.67,0.67,0.69,0.72,0.75,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.45,100.04999999999998
09/29/2021,0.72,0.73,0.61,0.57,0.66,0.63,0.7,0.65,0.65,0.65,0.65,0.71,0.66,0.58,0.66,0.68,0.68,0.72,0.78,0.75,0.67,0.76,0.69,0.71,0.65,0.64,0.69,0.64,0.64,0.59,0.68,0.64,0.69,0.66,0.54,0.67,0.67,0.68,0.65,0.68,0.72,0.69,0.6,0.66,0.58,0.64,0.72,0.69,0.69,0.65,0.64,0.71,0.64,0.67,0.66,0.62,0.68,0.69,0.7,0.68,0.65,0.65,0.59,0.62,0.64,0.64,0.63,0.69,0.65,0.58,0.62,0.66,0.69,0.6,0.67,0.7,0.66,0.68,0.64,0.67,0.62,0.78,0.67,0.73,0.61,0.66,0.67,0.66,0.72,0.63,0.64,0.62,0.61,0.64,0.65,0.58,0.7,0.63,0.69,0.63,0.76,0.67,0.7,0.62,0.8,0.64,0.69,0.65,0.71,0.64,0.66,0.71,0.68,0.66,0.68,0.61,0.64,0.62,0.77,0.61,0.55,0.77,0.65,0.59,0.67,0.65,0.67,0.61,0.72,0.68,0.62,0.64,0.75,0.69,0.63,0.69,0.83,0.78,0.65,0.6,0.58,0.6,0.61,0.68,0.67,0.67,0.69,0.72,0.75,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.45,100.04999999999998
09/30/2021,0.7,0.71,0.6,0.56,0.64,0.62,0.68,0.65,0.64,0.65,0.65,0.7,0.64,0.56,0.67,0.67,0.69,0.7,0.76,0.73,0.66,0.76,0.69,0.7,0.64,0.65,0.68,0.63,0.64,0.59,0.69,0.63,0.68,0.65,0.54,0.67,0.66,0.68,0.63,0.68,0.72,0.72,0.59,0.65,0.57,0.64,0.73,0.68,0.68,0.65,0.64,0.72,0.63,0.67,0.66,0.61,0.67,0.68,0.72,0.69,0.64,0.63,0.6,0.62,0.66,0.64,0.63,0.69,0.64,0.57,0.62,0.68,0.7,0.59,0.66,0.7,0.67,0.67,0.64,0.67,0.61,0.8,0.67,0.74,0.61,0.66,0.65,0.66,0.73,0.62,0.63,0.62,0.62,0.64,0.66,0.59,0.73,0.62,0.7,0.64,0.76,0.69,0.69,0.62,0.82,0.64,0.7,0.65,0.72,0.67,0.65,0.73,0.66,0.67,0.65,0.62,0.64,0.63,0.8,0.64,0.56,0.77,0.64,0.59,0.68,0.65,0.68,0.6,0.74,0.68,0.62,0.63,0.76,0.69,0.64,0.69,0.84,0.77,0.65,0.61,0.6,0.59,0.63,0.68,0.67,0.67,0.69,0.71,0.76,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.44,100.0
10/01/2021,0.68,0.69,0.6,0.57,0.62,0.61,0.66,0.65,0.65,0.65,0.63,0.68,0.63,0.56,0.67,0.66,0.69,0.69,0.75,0.72,0.64,0.75,0.69,0.68,0.63,0.66,0.66,0.63,0.63,0.6,0.71,0.63,0.68,0.64,0.54,0.67,0.66,0.68,0.62,0.66,0.71,0.74,0.61,0.66,0.57,0.64,0.72,0.69,0.69,0.63,0.65,0.71,0.63,0.68,0.66,0.62,0.66,0.67,0.71,0.69,0.64,0.63,0.59,0.64,0.65,0.64,0.64,0.7,0.65,0.58,0.62,0.68,0.69,0.59,0.65,0.69,0.68,0.67,0.64,0.67,0.61,0.82,0.67,0.75,0.61,0.66,0.66,0.66,0.73,0.62,0.63,0.62,0.62,0.63,0.66,0.6,0.73,0.62,0.69,0.64,0.76,0.7,0.69,0.62,0.84,0.65,0.7,0.65,0.73,0.66,0.65,0.73,0.65,0.67,0.65,0.62,0.63,0.62,0.79,0.65,0.57,0.77,0.64,0.59,0.69,0.65,0.69,0.6,0.73,0.68,0.64,0.63,0.77,0.69,0.65,0.69,0.84,0.77,0.65,0.63,0.6,0.6,0.65,0.68,0.69,0.67,0.69,0.71,0.77,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.45,99.97
10/04/2021,0.69,0.7,0.6,0.57,0.63,0.62,0.68,0.64,0.64,0.64,0.64,0.68,0.64,0.59,0.66,0.67,0.68,0.71,0.76,0.72,0.64,0.75,0.68,0.69,0.63,0.66,0.67,0.63,0.63,0.67,0.72,0.64,0.69,0.65,0.54,0.67,0.67,0.68,0.64,0.65,0.7,0.72,0.59,0.66,0.58,0.65,0.72,0.68,0.7,0.64,0.65,0.69,0.64,0.68,0.66,0.6,0.68,0.68,0.72,0.68,0.64,0.64,0.58,0.69,0.65,0.66,0.64,0.71,0.66,0.59,0.61,0.68,0.68,0.59,0.66,0.7,0.68,0.68,0.63,0.68,0.63,0.83,0.66,0.75,0.6,0.65,0.66,0.66,0.73,0.63,0.64,0.64,0.64,0.64,0.68,0.56,0.75,0.63,0.69,0.6,0.81,0.7,0.71,0.63,0.84,0.67,0.65,0.66,0.73,0.68,0.66,0.73,0.67,0.68,0.66,0.62,0.66,0.62,0.79,0.64,0.55,0.77,0.64,0.58,0.69,0.66,0.69,0.6,0.74,0.68,0.61,0.63,0.74,0.66,0.63,0.69,0.81,0.77,0.66,0.62,0.58,0.58,0.66,0.67,0.63,0.67,0.69,0.72,0.79,0.0,0.61,0.0,0.0,0.0,0.16,0.0,0.0,0.0,99.99
10/05/2021,0.69,0.7,0.59,0.57,0.62,0.62,0.66,0.64,0.63,0.63,0.64,0.69,0.63,0.58,0.67,0.66,0.69,0.69,0.76,0.71,0.65,0.74,0.69,0.69,0.63,0.66,0.68,0.62,0.63,0.68,0.7,0.64,0.68,0.65,0.54,0.68,0.66,0.67,0.64,0.65,0.71,0.73,0.59,0.66,0.57,0.64,0.72,0.69,0.71,0.64,0.64,0.69,0.63,0.68,0.66,0.6,0.68,0.67,0.73,0.67,0.65,0.63,0.58,0.69,0.65,0.67,0.63,0.69,0.65,0.58,0.62,0.68,0.69,0.58,0.66,0.69,0.68,0.66,0.63,0.68,0.62,0.85,0.66,0.75,0.6,0.65,0.65,0.64,0.74,0.62,0.63,0.62,0.63,0.64,0.67,0.58,0.76,0.63,0.69,0.6,0.8,0.72,0.69,0.63,0.91,0.72,0.67,0.66,0.74,0.69,0.65,0.73,0.67,0.68,0.64,0.62,0.66,0.62,0.79,0.64,0.56,0.83,0.66,0.58,0.7,0.65,0.7,0.6,0.73,0.68,0.62,0.63,0.75,0.66,0.63,0.69,0.85,0.78,0.67,0.62,0.6,0.59,0.67,0.68,0.64,0.67,0.67,0.72,0.79,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.05,99.98999999999998
10/06/2021,0.69,0.7,0.59,0.57,0.62,0.62,0.66,0.64,0.63,0.63,0.64,0.69,0.63,0.58,0.67,0.66,0.69,0.69,0.76,0.71,0.65,0.74,0.69,0.69,0.63,0.66,0.68,0.62,0.63,0.68,0.7,0.64,0.68,0.65,0.54,0.68,0.66,0.67,0.64,0.65,0.71,0.73,0.59,0.66,0.57,0.64,0.72,0.69,0.71,0.64,0.64,0.69,0.63,0.68,0.66,0.6,0.68,0.67,0.73,0.67,0.65,0.63,0.58,0.69,0.65,0.67,0.63,0.69,0.65,0.58,0.62,0.68,0.69,0.58,0.66,0.69,0.68,0.66,0.63,0.68,0.62,0.85,0.66,0.75,0.6,0.65,0.65,0.64,0.74,0.62,0.63,0.62,0.63,0.64,0.67,0.58,0.76,0.63,0.69,0.6,0.8,0.72,0.69,0.63,0.91,0.72,0.67,0.66,0.74,0.69,0.65,0.73,0.67,0.68,0.64,0.62,0.66,0.62,0.79,0.64,0.56,0.83,0.66,0.58,0.7,0.65,0.7,0.6,0.73,0.68,0.62,0.63,0.75,0.66,0.63,0.69,0.85,0.78,0.67,0.62,0.6,0.59,0.67,0.68,0.64,0.67,0.67,0.72,0.79,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.05,99.98999999999998
10/07/2021,0.66,0.7,0.58,0.56,0.61,0.61,0.66,0.65,0.63,0.63,0.61,0.67,0.63,0.57,0.67,0.64,0.69,0.69,0.75,0.71,0.63,0.74,0.69,0.68,0.61,0.67,0.67,0.62,0.63,0.68,0.72,0.65,0.68,0.64,0.53,0.68,0.66,0.67,0.63,0.65,0.71,0.75,0.58,0.66,0.58,0.63,0.72,0.69,0.72,0.63,0.64,0.68,0.63,0.69,0.66,0.59,0.68,0.66,0.74,0.66,0.64,0.63,0.57,0.69,0.66,0.68,0.63,0.69,0.65,0.58,0.63,0.69,0.69,0.58,0.65,0.7,0.69,0.66,0.64,0.68,0.64,0.87,0.66,0.76,0.6,0.65,0.65,0.64,0.74,0.62,0.64,0.64,0.64,0.64,0.67,0.59,0.78,0.63,0.69,0.6,0.79,0.73,0.7,0.62,0.91,0.74,0.68,0.66,0.74,0.7,0.66,0.73,0.68,0.69,0.64,0.63,0.66,0.61,0.8,0.64,0.56,0.82,0.63,0.59,0.69,0.66,0.71,0.57,0.74,0.67,0.64,0.62,0.77,0.67,0.63,0.7,0.83,0.79,0.67,0.62,0.6,0.59,0.68,0.68,0.64,0.67,0.68,0.71,0.81,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.05,100.03999999999999
