,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,XOM,CMCSA,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,CVX,PEP,ABBV,TMO,NKE,MRK,WMT,AVGO,ACN,WFC,LLY,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,LIN,UPS,UNP,BMY,C,ORCL,NEE,AMGN,LOW,MS,INTU,SBUX,BA,IBM,RTX,GS,AMAT,BLK,TGT,AMT,CAT,GE,MMM,AMD,DE,SCHW,ISRG,AXP,CVS,NOW,CHTR,SPGI,ANTM,LMT,BKNG,LRCX,ZTS,MU,FIS,MO,PLD,MDLZ,GILD,SYK,ADP,COP,TMUS,CI,CCI,TJX,PNC,USB,CME,DUK,TFC,GM,CSX,FDX,CB,ATVI,MMC,COF,EL,BDX,EQIX,CL,ILMN,NSC,SHW,ICE,EW,SO,ADSK,ITW,FISV,APD,ADI,BSX,REGN,ETN,D,MCO,F,EMR,PGR,HUM,NOC,GPN,HCA,NXPI,WM,IDXX,FCX,TWTR,AON,DG,BIIB,VRTX,ECL,NEM,ROP,EOG,4338.SR,KLAC,DOW,SLB,PSA,IQV,JCI,TROW,MET,TEL,KMB,EBAY,A,ALGN,LHX,ROST,TT,MSCI,CMG,EXC,GD,SPG,SNPS,APTV,CNC,BK,DD,AEP,INFO,DLR,APH,AIG,BAX,PRU,DXCM,EA,ALXN,CARR,SRE,PPG,PH,ALL,ORLY,STZ,MPC,MCHP,SYY,PXD,CDNS,TRV,HPQ,DFS,ELPE.AT,MSI,WELL,GIS,RMD,MRNA,MAR,FTNT,YUM,CTSH,GE.,IFF,BEZQ.TA,SBAC,BIDI11.SA,n/a,HLT,PAYX,XLNX,AZO,SUM
09/01/2021,6.1,5.9,3.75,2.34,2.26,2.16,1.43,1.44,1.48,1.29,1.19,1.03,1.03,0.91,0.85,0.91,0.81,0.85,0.84,0.82,0.62,0.71,0.65,0.59,0.57,0.65,0.64,0.68,0.56,0.51,0.58,0.5,0.56,0.55,0.56,0.56,0.5,0.53,0.53,0.56,0.54,0.54,0.46,0.52,0.46,0.53,0.47,0.43,0.42,0.42,0.43,0.36,0.39,0.39,0.4,0.43,0.43,0.34,0.38,0.41,0.4,0.35,0.32,0.33,0.34,0.38,0.33,0.35,0.33,0.33,0.3,0.3,0.29,0.35,0.31,0.3,0.32,0.29,0.29,0.32,0.3,0.28,0.24,0.23,0.25,0.23,0.25,0.22,0.21,0.24,0.25,0.23,0.23,0.23,0.23,0.2,0.21,0.19,0.21,0.23,0.22,0.21,0.19,0.21,0.2,0.16,0.2,0.17,0.22,0.17,0.21,0.21,0.2,0.19,0.19,0.17,0.18,0.17,0.19,0.17,0.19,0.18,0.18,0.17,0.18,0.16,0.23,0.17,0.18,0.18,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.15,0.14,0.13,0.17,0.14,0.14,0.14,0.15,0.12,0.13,0.11,0.0,0.14,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.13,0.0,0.0,0.1,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.19,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,83.65
09/02/2021,6.1,5.9,3.75,2.34,2.26,2.16,1.43,1.44,1.48,1.29,1.19,1.03,1.03,0.91,0.85,0.91,0.81,0.85,0.84,0.82,0.62,0.71,0.65,0.59,0.57,0.65,0.64,0.68,0.56,0.51,0.58,0.5,0.56,0.55,0.56,0.56,0.5,0.53,0.53,0.56,0.54,0.54,0.46,0.52,0.46,0.53,0.47,0.43,0.42,0.42,0.43,0.36,0.39,0.39,0.4,0.43,0.43,0.34,0.38,0.41,0.4,0.35,0.32,0.33,0.34,0.38,0.33,0.35,0.33,0.33,0.3,0.3,0.29,0.35,0.31,0.3,0.32,0.29,0.29,0.32,0.3,0.28,0.24,0.23,0.25,0.23,0.25,0.22,0.21,0.24,0.25,0.23,0.23,0.23,0.23,0.2,0.21,0.19,0.21,0.23,0.22,0.21,0.19,0.21,0.2,0.16,0.2,0.17,0.22,0.17,0.21,0.21,0.2,0.19,0.19,0.17,0.18,0.17,0.19,0.17,0.19,0.18,0.18,0.17,0.18,0.16,0.23,0.17,0.18,0.18,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.15,0.14,0.13,0.17,0.14,0.14,0.14,0.15,0.12,0.13,0.11,0.0,0.14,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.13,0.0,0.0,0.1,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.19,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,83.65
09/03/2021,6.26,5.95,3.82,2.38,2.26,2.16,1.42,1.47,1.48,1.27,1.19,1.02,1.03,0.92,0.88,0.91,0.8,0.85,0.82,0.83,0.61,0.71,0.65,0.59,0.57,0.65,0.63,0.68,0.57,0.5,0.58,0.5,0.56,0.55,0.57,0.56,0.5,0.53,0.53,0.56,0.52,0.54,0.46,0.52,0.46,0.54,0.47,0.43,0.42,0.42,0.43,0.36,0.38,0.39,0.39,0.43,0.43,0.34,0.38,0.41,0.4,0.35,0.31,0.32,0.34,0.37,0.32,0.35,0.32,0.34,0.3,0.3,0.3,0.35,0.31,0.29,0.32,0.28,0.29,0.33,0.3,0.28,0.24,0.23,0.24,0.23,0.25,0.21,0.21,0.24,0.26,0.23,0.24,0.23,0.23,0.2,0.21,0.19,0.21,0.23,0.21,0.2,0.19,0.21,0.2,0.16,0.2,0.17,0.22,0.16,0.21,0.2,0.2,0.19,0.19,0.17,0.17,0.17,0.19,0.17,0.19,0.18,0.18,0.17,0.18,0.16,0.23,0.17,0.19,0.18,0.16,0.16,0.13,0.16,0.15,0.14,0.15,0.12,0.17,0.16,0.16,0.15,0.14,0.13,0.17,0.14,0.14,0.14,0.15,0.12,0.13,0.1,0.0,0.14,0.12,0.1,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.13,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.18,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,83.76
09/06/2021,6.24,5.92,3.89,2.39,2.27,2.17,1.42,1.48,1.46,1.26,1.19,1.02,1.03,0.91,0.87,0.92,0.8,0.87,0.82,0.83,0.59,0.73,0.67,0.59,0.57,0.65,0.64,0.67,0.57,0.5,0.59,0.48,0.57,0.52,0.58,0.54,0.5,0.53,0.52,0.56,0.47,0.53,0.45,0.53,0.46,0.54,0.47,0.43,0.42,0.42,0.43,0.37,0.38,0.38,0.39,0.43,0.44,0.34,0.38,0.41,0.4,0.36,0.31,0.32,0.33,0.37,0.32,0.35,0.32,0.34,0.3,0.3,0.29,0.34,0.31,0.29,0.33,0.28,0.29,0.33,0.3,0.28,0.23,0.23,0.24,0.22,0.26,0.21,0.21,0.24,0.27,0.23,0.23,0.24,0.23,0.19,0.21,0.19,0.22,0.23,0.21,0.2,0.19,0.21,0.2,0.16,0.19,0.17,0.21,0.17,0.21,0.19,0.2,0.19,0.2,0.17,0.18,0.17,0.19,0.18,0.19,0.18,0.17,0.17,0.18,0.16,0.23,0.17,0.19,0.17,0.17,0.16,0.13,0.16,0.15,0.14,0.15,0.12,0.17,0.15,0.16,0.15,0.14,0.14,0.17,0.14,0.13,0.13,0.15,0.12,0.13,0.0,0.0,0.13,0.12,0.1,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.14,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.12,0.13,0.11,0.0,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.14,0.11,0.0,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.19,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.1,0.16,0.0,0.0,0.0,0.0,0.0,83.75000000000001
09/07/2021,6.27,5.89,3.86,2.34,2.24,2.14,1.41,1.47,1.45,1.26,1.19,0.99,1.04,0.92,0.87,0.92,0.78,0.86,0.81,0.83,0.61,0.73,0.68,0.59,0.57,0.65,0.63,0.68,0.57,0.51,0.59,0.49,0.56,0.51,0.58,0.54,0.51,0.53,0.52,0.56,0.48,0.54,0.45,0.53,0.46,0.54,0.47,0.43,0.43,0.42,0.43,0.37,0.38,0.38,0.39,0.43,0.44,0.34,0.38,0.41,0.4,0.36,0.32,0.32,0.33,0.37,0.32,0.35,0.32,0.35,0.3,0.3,0.29,0.34,0.31,0.28,0.33,0.27,0.3,0.34,0.3,0.28,0.24,0.23,0.25,0.22,0.26,0.21,0.2,0.25,0.27,0.23,0.24,0.24,0.23,0.2,0.21,0.2,0.22,0.22,0.21,0.2,0.18,0.21,0.2,0.16,0.19,0.17,0.21,0.16,0.21,0.19,0.2,0.19,0.2,0.17,0.18,0.17,0.19,0.18,0.2,0.18,0.16,0.17,0.18,0.16,0.23,0.17,0.19,0.17,0.16,0.16,0.13,0.16,0.15,0.14,0.15,0.12,0.17,0.15,0.16,0.15,0.14,0.13,0.17,0.14,0.13,0.14,0.15,0.12,0.13,0.1,0.0,0.13,0.12,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.14,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.12,0.14,0.11,0.0,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.13,0.11,0.0,0.13,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.19,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,83.63999999999999
09/08/2021,6.27,5.89,3.86,2.34,2.24,2.14,1.41,1.47,1.45,1.26,1.19,0.99,1.04,0.92,0.87,0.92,0.78,0.86,0.81,0.83,0.61,0.73,0.68,0.59,0.57,0.65,0.63,0.68,0.57,0.51,0.59,0.49,0.56,0.51,0.58,0.54,0.51,0.53,0.52,0.56,0.48,0.54,0.45,0.53,0.46,0.54,0.47,0.43,0.43,0.42,0.43,0.37,0.38,0.38,0.39,0.43,0.44,0.34,0.38,0.41,0.4,0.36,0.32,0.32,0.33,0.37,0.32,0.35,0.32,0.35,0.3,0.3,0.29,0.34,0.31,0.28,0.33,0.27,0.3,0.34,0.3,0.28,0.24,0.23,0.25,0.22,0.26,0.21,0.2,0.25,0.27,0.23,0.24,0.24,0.23,0.2,0.21,0.2,0.22,0.22,0.21,0.2,0.18,0.21,0.2,0.16,0.19,0.17,0.21,0.16,0.21,0.19,0.2,0.19,0.2,0.17,0.18,0.17,0.19,0.18,0.2,0.18,0.16,0.17,0.18,0.16,0.23,0.17,0.19,0.17,0.16,0.16,0.13,0.16,0.15,0.14,0.15,0.12,0.17,0.15,0.16,0.15,0.14,0.13,0.17,0.14,0.13,0.14,0.15,0.12,0.13,0.1,0.0,0.13,0.12,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.14,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.12,0.14,0.11,0.0,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.13,0.11,0.0,0.13,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.19,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,83.63999999999999
09/09/2021,6.3,5.9,3.87,2.35,2.24,2.15,1.4,1.47,1.48,1.26,1.19,0.99,1.04,0.92,0.88,0.92,0.77,0.85,0.81,0.83,0.6,0.73,0.68,0.6,0.56,0.65,0.64,0.68,0.57,0.51,0.59,0.49,0.56,0.51,0.58,0.54,0.51,0.54,0.53,0.56,0.47,0.54,0.45,0.53,0.46,0.55,0.47,0.43,0.43,0.41,0.43,0.37,0.37,0.38,0.39,0.43,0.44,0.34,0.38,0.41,0.4,0.36,0.31,0.32,0.33,0.37,0.32,0.35,0.32,0.35,0.3,0.3,0.29,0.34,0.32,0.28,0.33,0.27,0.3,0.35,0.3,0.28,0.24,0.23,0.25,0.23,0.26,0.21,0.2,0.25,0.27,0.23,0.23,0.23,0.23,0.2,0.21,0.2,0.22,0.22,0.21,0.2,0.18,0.21,0.2,0.16,0.19,0.17,0.21,0.16,0.21,0.19,0.2,0.19,0.2,0.17,0.18,0.16,0.19,0.18,0.2,0.18,0.17,0.17,0.18,0.16,0.23,0.17,0.19,0.17,0.16,0.16,0.13,0.16,0.15,0.14,0.15,0.12,0.17,0.15,0.16,0.15,0.14,0.13,0.17,0.14,0.13,0.13,0.15,0.12,0.13,0.1,0.0,0.14,0.12,0.1,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.14,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.12,0.14,0.11,0.0,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.14,0.11,0.0,0.12,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.2,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,83.72
09/10/2021,6.42,5.9,3.92,2.39,2.26,2.17,1.39,1.52,1.48,1.26,1.18,1.0,1.04,0.92,0.89,0.92,0.79,0.87,0.82,0.82,0.6,0.72,0.7,0.59,0.57,0.65,0.63,0.68,0.56,0.51,0.59,0.49,0.56,0.5,0.58,0.54,0.5,0.53,0.53,0.56,0.48,0.53,0.45,0.53,0.46,0.54,0.47,0.43,0.43,0.4,0.43,0.37,0.37,0.38,0.38,0.43,0.43,0.33,0.38,0.41,0.4,0.35,0.31,0.32,0.33,0.37,0.33,0.34,0.32,0.35,0.3,0.29,0.28,0.34,0.3,0.28,0.33,0.27,0.3,0.34,0.3,0.28,0.24,0.22,0.25,0.22,0.26,0.21,0.2,0.25,0.27,0.22,0.23,0.24,0.23,0.2,0.2,0.2,0.22,0.22,0.21,0.2,0.18,0.21,0.2,0.16,0.19,0.17,0.21,0.16,0.21,0.19,0.2,0.2,0.2,0.17,0.17,0.16,0.19,0.17,0.2,0.18,0.16,0.17,0.18,0.16,0.23,0.17,0.19,0.17,0.16,0.16,0.13,0.16,0.14,0.14,0.14,0.12,0.17,0.15,0.16,0.15,0.14,0.13,0.17,0.14,0.13,0.13,0.15,0.12,0.13,0.1,0.0,0.14,0.12,0.1,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.14,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.12,0.14,0.11,0.0,0.11,0.0,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.14,0.11,0.0,0.12,0.1,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.21,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,83.83999999999999
09/13/2021,6.35,5.88,3.92,2.38,2.26,2.17,1.39,1.53,1.45,1.27,1.16,1.01,1.03,0.94,0.88,0.93,0.81,0.89,0.82,0.83,0.6,0.71,0.69,0.59,0.57,0.65,0.63,0.67,0.57,0.51,0.59,0.49,0.56,0.5,0.59,0.54,0.49,0.53,0.53,0.57,0.48,0.5,0.45,0.54,0.47,0.55,0.47,0.42,0.42,0.41,0.43,0.36,0.37,0.37,0.39,0.44,0.44,0.33,0.38,0.41,0.41,0.37,0.31,0.32,0.33,0.36,0.32,0.34,0.32,0.35,0.29,0.3,0.28,0.33,0.3,0.28,0.33,0.27,0.29,0.33,0.29,0.29,0.24,0.23,0.25,0.22,0.26,0.21,0.21,0.25,0.26,0.22,0.23,0.24,0.23,0.2,0.2,0.2,0.22,0.22,0.21,0.2,0.18,0.21,0.2,0.16,0.19,0.17,0.21,0.16,0.21,0.19,0.2,0.2,0.2,0.17,0.18,0.16,0.19,0.18,0.2,0.19,0.17,0.17,0.18,0.16,0.24,0.17,0.18,0.17,0.17,0.16,0.13,0.16,0.14,0.14,0.14,0.13,0.18,0.15,0.16,0.15,0.13,0.13,0.17,0.14,0.12,0.13,0.15,0.12,0.13,0.1,0.0,0.14,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.14,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.11,0.14,0.11,0.0,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.14,0.11,0.0,0.12,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.22,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,83.79
09/14/2021,6.35,5.88,3.92,2.38,2.26,2.17,1.39,1.53,1.45,1.27,1.16,1.01,1.03,0.94,0.88,0.93,0.81,0.89,0.82,0.83,0.6,0.71,0.69,0.59,0.57,0.65,0.63,0.67,0.57,0.51,0.59,0.49,0.56,0.5,0.59,0.54,0.49,0.53,0.53,0.57,0.48,0.5,0.45,0.54,0.47,0.55,0.47,0.42,0.42,0.41,0.43,0.36,0.37,0.37,0.39,0.44,0.44,0.33,0.38,0.41,0.41,0.37,0.31,0.32,0.33,0.36,0.32,0.34,0.32,0.35,0.29,0.3,0.28,0.33,0.3,0.28,0.33,0.27,0.29,0.33,0.29,0.29,0.24,0.23,0.25,0.22,0.26,0.21,0.21,0.25,0.26,0.22,0.23,0.24,0.23,0.2,0.2,0.2,0.22,0.22,0.21,0.2,0.18,0.21,0.2,0.16,0.19,0.17,0.21,0.16,0.21,0.19,0.2,0.2,0.2,0.17,0.18,0.16,0.19,0.18,0.2,0.19,0.17,0.17,0.18,0.16,0.24,0.17,0.18,0.17,0.17,0.16,0.13,0.16,0.14,0.14,0.14,0.13,0.18,0.15,0.16,0.15,0.13,0.13,0.17,0.14,0.12,0.13,0.15,0.12,0.13,0.1,0.0,0.14,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.14,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.11,0.14,0.11,0.0,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.14,0.11,0.0,0.12,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.22,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,83.79
09/15/2021,6.19,5.89,3.93,2.4,2.24,2.14,1.4,1.5,1.49,1.26,1.16,1.01,1.01,0.94,0.88,0.94,0.8,0.88,0.81,0.83,0.61,0.72,0.7,0.59,0.58,0.65,0.62,0.67,0.57,0.51,0.6,0.49,0.57,0.5,0.6,0.55,0.49,0.53,0.54,0.57,0.48,0.5,0.46,0.54,0.47,0.55,0.47,0.43,0.43,0.41,0.43,0.37,0.37,0.37,0.38,0.44,0.44,0.33,0.38,0.41,0.41,0.37,0.31,0.32,0.33,0.37,0.33,0.34,0.32,0.34,0.3,0.3,0.28,0.33,0.3,0.28,0.32,0.27,0.29,0.34,0.29,0.29,0.23,0.22,0.25,0.23,0.26,0.22,0.2,0.25,0.26,0.22,0.24,0.24,0.23,0.2,0.2,0.19,0.21,0.22,0.21,0.2,0.18,0.21,0.2,0.17,0.19,0.17,0.21,0.16,0.22,0.19,0.2,0.2,0.2,0.17,0.18,0.16,0.19,0.18,0.2,0.18,0.17,0.17,0.17,0.16,0.24,0.17,0.18,0.17,0.16,0.16,0.13,0.16,0.14,0.14,0.14,0.13,0.18,0.16,0.16,0.15,0.14,0.13,0.17,0.14,0.12,0.13,0.15,0.12,0.13,0.1,0.0,0.14,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.14,0.13,0.11,0.12,0.14,0.14,0.13,0.12,0.11,0.14,0.1,0.0,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.14,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.22,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.19,0.0,0.0,0.0,0.0,83.76
09/16/2021,6.19,5.89,3.93,2.4,2.24,2.14,1.4,1.5,1.49,1.26,1.16,1.01,1.01,0.94,0.88,0.94,0.8,0.88,0.81,0.83,0.61,0.72,0.7,0.59,0.58,0.65,0.62,0.67,0.57,0.51,0.6,0.49,0.57,0.5,0.6,0.55,0.49,0.53,0.54,0.57,0.48,0.5,0.46,0.54,0.47,0.55,0.47,0.43,0.43,0.41,0.43,0.37,0.37,0.37,0.38,0.44,0.44,0.33,0.38,0.41,0.41,0.37,0.31,0.32,0.33,0.37,0.33,0.34,0.32,0.34,0.3,0.3,0.28,0.33,0.3,0.28,0.32,0.27,0.29,0.34,0.29,0.29,0.23,0.22,0.25,0.23,0.26,0.22,0.2,0.25,0.26,0.22,0.24,0.24,0.23,0.2,0.2,0.19,0.21,0.22,0.21,0.2,0.18,0.21,0.2,0.17,0.19,0.17,0.21,0.16,0.22,0.19,0.2,0.2,0.2,0.17,0.18,0.16,0.19,0.18,0.2,0.18,0.17,0.17,0.17,0.16,0.24,0.17,0.18,0.17,0.16,0.16,0.13,0.16,0.14,0.14,0.14,0.13,0.18,0.16,0.16,0.15,0.14,0.13,0.17,0.14,0.12,0.13,0.15,0.12,0.13,0.1,0.0,0.14,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.14,0.13,0.11,0.12,0.14,0.14,0.13,0.12,0.11,0.14,0.1,0.0,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.14,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.22,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.19,0.0,0.0,0.0,0.0,83.76
09/17/2021,6.2,5.9,3.91,2.39,2.25,2.16,1.41,1.51,1.46,1.28,1.15,1.0,1.03,0.95,0.87,0.94,0.8,0.89,0.82,0.81,0.62,0.72,0.69,0.6,0.59,0.65,0.61,0.65,0.57,0.52,0.59,0.5,0.57,0.5,0.58,0.53,0.49,0.53,0.54,0.57,0.5,0.5,0.47,0.54,0.47,0.54,0.46,0.43,0.42,0.41,0.43,0.37,0.36,0.37,0.39,0.43,0.44,0.33,0.39,0.41,0.4,0.37,0.31,0.33,0.33,0.37,0.34,0.34,0.32,0.34,0.3,0.3,0.28,0.33,0.3,0.28,0.32,0.28,0.29,0.33,0.3,0.29,0.24,0.22,0.25,0.23,0.26,0.22,0.2,0.25,0.26,0.23,0.24,0.23,0.23,0.21,0.2,0.19,0.21,0.22,0.22,0.2,0.18,0.21,0.2,0.17,0.19,0.17,0.22,0.16,0.21,0.19,0.2,0.2,0.19,0.17,0.17,0.16,0.19,0.18,0.2,0.18,0.16,0.17,0.17,0.16,0.24,0.17,0.18,0.17,0.16,0.16,0.13,0.16,0.15,0.14,0.14,0.13,0.18,0.16,0.16,0.15,0.14,0.12,0.17,0.14,0.12,0.13,0.15,0.12,0.13,0.11,0.0,0.14,0.12,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.14,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.11,0.14,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.12,0.13,0.11,0.11,0.14,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.21,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,83.78999999999999
09/20/2021,6.16,6.04,3.92,2.36,2.28,2.18,1.39,1.54,1.47,1.26,1.14,1.0,1.04,0.94,0.87,0.94,0.79,0.88,0.8,0.83,0.63,0.68,0.68,0.59,0.59,0.64,0.62,0.66,0.57,0.52,0.59,0.5,0.57,0.5,0.58,0.53,0.48,0.53,0.55,0.57,0.51,0.49,0.48,0.54,0.47,0.54,0.47,0.41,0.43,0.4,0.43,0.37,0.36,0.36,0.39,0.43,0.44,0.33,0.38,0.41,0.41,0.35,0.31,0.32,0.34,0.36,0.34,0.34,0.32,0.35,0.29,0.29,0.28,0.33,0.3,0.28,0.32,0.28,0.29,0.34,0.28,0.29,0.24,0.22,0.26,0.23,0.25,0.22,0.2,0.24,0.26,0.22,0.24,0.24,0.23,0.21,0.19,0.19,0.21,0.22,0.21,0.21,0.18,0.21,0.2,0.17,0.19,0.16,0.22,0.16,0.21,0.19,0.19,0.2,0.19,0.17,0.17,0.16,0.19,0.18,0.2,0.18,0.17,0.17,0.17,0.16,0.25,0.17,0.18,0.17,0.16,0.16,0.14,0.16,0.14,0.14,0.14,0.13,0.18,0.15,0.16,0.15,0.14,0.13,0.17,0.14,0.12,0.13,0.15,0.12,0.13,0.12,0.0,0.15,0.12,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.14,0.12,0.11,0.12,0.14,0.14,0.13,0.12,0.11,0.14,0.11,0.0,0.11,0.0,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.14,0.1,0.0,0.12,0.11,0.0,0.0,0.1,0.11,0.0,0.1,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.21,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,83.77
