,NIO,ENPH,TSLA,ALB,PLUG,XPEV,SEDG,RUN,CREE,ON,BEP.UN.TO,OLED,FSLR,AYI,LFUS,NEP,BLDP.TO,SPWR,POWI,HASI,ITRI,NOVA,AY,AEIS,ENS,DQ,ORA,BE,VICR,REGI,LTHM,FCEL,CSIQ,SQM,AMRC,CWEN,JKS,ARRY,TPIC,WKHS,BLNK,NIU,AZRE,MAXN,AMSC,CBAT,GPV.V,SOL,US Dollar,IEA,OIIM,LYTS,OESX,FLUX,018000.KQ,Flux Power Holdings Inc,n/a,688101.SS,688001.SS,ALGM,CHPT,MP,SHLS,STEM,LEV,FTCI,RMO,ADN,SUNW,WOLF,GPV.NE,SUM
11/16/2021,7.04,7.89,9.48,7.45,5.46,3.67,4.05,2.86,0.0,5.86,2.53,1.9,2.89,1.89,0.0,1.56,1.28,1.33,1.46,1.18,0.78,1.2,1.07,0.86,0.83,0.99,1.09,1.18,1.23,0.67,1.18,0.98,0.59,0.98,0.77,0.73,0.58,0.67,0.21,0.21,0.36,0.31,0.26,0.24,0.11,0.05,0.0,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.48,1.88,1.81,0.81,0.81,0.58,0.18,0.14,0.12,0.04,3.82,0.07,99.96999999999998
11/17/2021,7.07,7.87,9.15,7.51,5.39,3.72,4.07,2.87,0.0,5.86,2.53,1.93,2.8,1.88,0.0,1.56,1.29,1.32,1.48,1.2,0.78,1.14,1.08,0.83,0.81,1.0,1.09,1.18,1.22,0.63,1.2,0.98,0.56,0.98,0.77,0.73,0.58,0.8,0.21,0.21,0.4,0.31,0.28,0.24,0.11,0.05,0.0,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.48,1.95,1.96,0.87,0.77,0.58,0.21,0.14,0.11,0.04,3.84,0.07,100.01
11/18/2021,6.82,7.77,9.11,7.49,5.31,3.7,4.2,2.88,0.0,6.01,2.54,1.91,2.88,1.9,0.0,1.61,1.28,1.31,1.54,1.19,0.79,1.13,1.09,0.84,0.85,1.0,1.07,1.07,1.24,0.63,1.17,0.95,0.57,0.98,0.75,0.75,0.57,0.83,0.21,0.21,0.48,0.3,0.27,0.23,0.11,0.05,0.0,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.51,1.99,1.86,0.92,0.79,0.56,0.22,0.14,0.12,0.04,3.84,0.07,99.96999999999998
11/19/2021,6.82,7.77,9.11,7.49,5.31,3.7,4.2,2.88,0.0,6.01,2.54,1.91,2.88,1.9,0.0,1.61,1.28,1.31,1.54,1.19,0.79,1.13,1.09,0.84,0.85,1.0,1.07,1.07,1.24,0.63,1.17,0.95,0.57,0.98,0.75,0.75,0.57,0.83,0.21,0.21,0.48,0.3,0.27,0.23,0.11,0.05,0.07,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.51,1.99,1.86,0.92,0.79,0.56,0.22,0.14,0.12,0.04,3.84,0.0,99.96999999999998
11/22/2021,6.77,7.91,9.39,7.44,5.41,3.85,4.07,2.75,0.0,6.25,2.51,1.89,2.65,1.87,0.0,1.59,1.27,1.29,1.57,1.17,0.77,1.09,1.05,0.83,0.81,0.96,1.07,1.08,1.23,0.62,1.15,0.93,0.57,0.95,0.76,0.74,0.61,0.81,0.2,0.24,0.45,0.31,0.27,0.22,0.1,0.05,0.08,0.09,0.0,0.14,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.52,2.01,1.86,0.89,0.77,0.53,0.22,0.17,0.12,0.04,3.93,0.0,100.01
11/23/2021,6.77,7.91,9.39,7.44,5.41,3.85,4.07,2.75,0.0,6.25,2.51,1.89,2.65,1.87,0.0,1.59,1.27,1.29,1.57,1.17,0.77,1.09,1.05,0.83,0.81,0.96,1.07,1.08,1.23,0.62,1.15,0.93,0.57,0.95,0.76,0.74,0.61,0.81,0.2,0.24,0.45,0.31,0.27,0.22,0.1,0.05,0.08,0.09,0.0,0.14,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.52,2.01,1.86,0.89,0.77,0.53,0.22,0.17,0.12,0.04,3.93,0.0,100.01
11/24/2021,6.45,8.43,10.14,7.7,5.61,3.62,4.13,2.7,0.0,6.38,2.48,1.74,2.76,1.84,0.0,1.6,1.16,1.26,1.54,1.18,0.72,1.1,1.07,0.82,0.81,0.93,1.08,1.04,1.21,0.58,1.17,0.86,0.59,0.93,0.75,0.76,0.61,0.75,0.19,0.21,0.43,0.28,0.26,0.21,0.1,0.05,0.0,0.09,0.0,0.13,0.04,0.05,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.49,1.97,1.82,0.82,0.7,0.51,0.19,0.14,0.1,0.03,3.58,0.07,99.99
11/25/2021,6.97,8.28,10.38,7.82,5.42,3.68,4.03,2.64,0.0,6.26,2.48,1.71,2.77,1.85,0.0,1.61,1.15,1.25,1.53,1.16,0.72,1.08,1.06,0.83,0.82,0.89,1.1,1.01,1.17,0.61,1.2,0.83,0.59,1.01,0.75,0.77,0.58,0.74,0.19,0.21,0.39,0.24,0.26,0.21,0.09,0.04,0.07,0.08,0.0,0.13,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.45,2.01,1.77,0.8,0.71,0.5,0.18,0.14,0.09,0.03,3.54,0.0,100.0
11/26/2021,7.17,8.06,10.1,7.69,5.43,4.04,4.05,2.55,0.0,6.33,2.45,1.71,2.78,1.88,0.0,1.63,1.14,1.25,1.55,1.17,0.74,1.06,1.06,0.85,0.82,0.88,1.11,1.02,1.19,0.62,1.19,0.84,0.57,1.01,0.75,0.78,0.57,0.71,0.18,0.21,0.4,0.25,0.26,0.21,0.09,0.04,0.07,0.08,0.0,0.12,0.04,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.44,1.93,1.81,0.76,0.78,0.5,0.18,0.14,0.09,0.03,3.51,0.0,99.94
11/29/2021,7.01,8.16,10.1,7.63,5.48,4.26,4.0,2.47,0.0,6.38,2.43,1.69,2.8,1.86,0.0,1.63,1.15,1.26,1.54,1.15,0.73,1.04,1.06,0.85,0.8,0.85,1.09,1.0,1.17,0.6,1.21,0.85,0.57,0.99,0.75,0.78,0.55,0.73,0.18,0.21,0.4,0.25,0.25,0.22,0.09,0.04,0.07,0.08,0.0,0.12,0.04,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.46,1.95,1.9,0.76,0.77,0.51,0.18,0.14,0.09,0.03,3.56,0.0,99.99
11/30/2021,7.0,8.18,10.12,7.67,5.32,4.14,4.05,2.45,0.0,6.38,2.48,1.71,2.83,1.88,0.0,1.65,1.15,1.24,1.55,1.13,0.72,1.03,1.08,0.85,0.79,0.86,1.08,1.0,1.19,0.6,1.19,0.82,0.58,1.01,0.75,0.78,0.53,0.72,0.18,0.2,0.4,0.25,0.25,0.21,0.09,0.04,0.07,0.08,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.47,1.99,1.9,0.77,0.77,0.53,0.19,0.14,0.09,0.03,3.61,0.0,100.04
12/01/2021,7.0,8.18,10.12,7.67,5.32,4.14,4.05,2.45,0.0,6.38,2.48,1.71,2.83,1.88,0.0,1.65,1.15,1.24,1.55,1.13,0.72,1.03,1.08,0.85,0.79,0.86,1.08,1.0,1.19,0.6,1.19,0.82,0.58,1.01,0.75,0.78,0.53,0.72,0.18,0.2,0.4,0.25,0.25,0.21,0.09,0.04,0.07,0.08,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.47,1.99,1.9,0.77,0.77,0.53,0.19,0.14,0.09,0.03,3.61,0.0,100.04
12/02/2021,7.0,8.18,10.12,7.67,5.32,4.14,4.05,2.45,0.0,6.38,2.48,1.71,2.83,1.88,0.0,1.65,1.15,1.24,1.55,1.13,0.72,1.03,1.08,0.85,0.79,0.86,1.08,1.0,1.19,0.6,1.19,0.82,0.58,1.01,0.75,0.78,0.53,0.72,0.18,0.2,0.4,0.25,0.25,0.21,0.09,0.04,0.07,0.08,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.47,1.99,1.9,0.77,0.77,0.53,0.19,0.14,0.09,0.03,3.61,0.0,100.04
12/06/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/07/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/08/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/09/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/10/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/13/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/14/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/15/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/16/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/17/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/20/2021,6.6,8.09,10.57,7.82,5.01,4.07,3.94,2.28,0.0,6.89,2.51,1.8,2.84,1.86,0.0,1.71,1.09,1.22,1.56,1.17,0.74,1.02,1.1,0.87,0.83,0.73,1.16,1.0,1.18,0.62,1.22,0.78,0.55,0.98,0.77,0.8,0.51,0.59,0.16,0.19,0.4,0.26,0.25,0.2,0.09,0.04,0.07,0.07,0.0,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.58,1.86,2.04,0.76,0.74,0.49,0.18,0.13,0.1,0.03,3.61,0.0,100.0
12/21/2021,7.13,7.04,7.58,7.73,3.47,3.53,4.1,2.19,0.0,7.67,3.02,2.24,3.06,2.2,0.0,2.2,1.18,1.15,1.63,1.36,0.92,0.97,1.26,1.01,0.97,0.74,1.32,0.99,1.2,0.69,1.18,0.71,0.63,1.12,0.8,0.89,0.57,0.69,0.19,0.26,0.37,0.24,0.27,0.21,0.1,0.05,0.07,0.09,0.0,0.13,0.05,0.06,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.94,1.91,2.33,0.82,0.84,0.55,0.2,0.17,0.13,0.03,3.83,0.0,100.03
12/22/2021,7.13,7.04,7.58,7.73,3.47,3.53,4.1,2.19,0.0,7.67,3.02,2.24,3.06,2.2,0.0,2.2,1.18,1.15,1.63,1.36,0.92,0.97,1.26,1.01,0.97,0.74,1.32,0.99,1.2,0.69,1.18,0.71,0.63,1.12,0.8,0.89,0.57,0.69,0.19,0.26,0.37,0.24,0.27,0.21,0.1,0.05,0.07,0.09,0.0,0.13,0.05,0.06,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.94,1.91,2.33,0.82,0.84,0.55,0.2,0.17,0.13,0.03,3.83,0.0,100.03
12/23/2021,7.03,6.98,7.68,7.7,3.35,3.5,3.85,2.11,0.0,7.92,3.09,2.3,2.96,2.25,0.0,2.26,1.17,1.11,1.68,1.4,0.89,0.92,1.29,1.03,1.01,0.72,1.34,0.96,1.19,0.68,1.16,0.72,0.62,1.0,0.82,0.91,0.55,0.67,0.18,0.24,0.36,0.24,0.28,0.21,0.1,0.05,0.08,0.09,0.0,0.14,0.05,0.06,0.0,0.0,0.0,0.0,0.05,0.0,0.0,2.02,1.9,2.43,0.82,0.85,0.56,0.19,0.17,0.13,0.03,3.94,0.0,99.99
12/24/2021,7.17,7.03,7.63,7.53,3.38,3.7,3.99,2.23,0.0,8.02,2.98,2.29,2.93,2.27,0.0,2.16,1.15,1.11,1.63,1.37,0.9,0.94,1.24,1.01,0.98,0.74,1.3,0.99,1.18,0.67,1.19,0.73,0.63,0.99,0.82,0.89,0.55,0.68,0.19,0.24,0.36,0.25,0.28,0.21,0.1,0.05,0.08,0.09,0.0,0.14,0.05,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.98,1.88,2.4,0.83,0.86,0.56,0.2,0.17,0.12,0.03,3.89,0.0,100.02
12/27/2021,7.1,6.86,8.49,7.5,3.36,3.82,3.94,2.17,0.0,8.09,2.95,2.27,2.81,2.21,0.0,2.1,1.14,1.08,1.63,1.36,0.91,0.91,1.21,1.01,0.98,0.69,1.25,0.98,1.2,0.63,1.22,0.72,0.6,0.98,0.79,0.89,0.52,0.67,0.18,0.24,0.36,0.24,0.27,0.2,0.1,0.05,0.06,0.09,0.0,0.13,0.05,0.05,0.0,0.0,0.0,0.0,0.08,0.0,0.0,1.98,1.87,2.32,0.82,0.86,0.56,0.19,0.17,0.11,0.03,3.9,0.0,99.95
12/28/2021,7.1,6.86,8.49,7.5,3.36,3.82,3.94,2.17,0.0,8.09,2.95,2.27,2.81,2.21,0.0,2.1,1.14,1.08,1.63,1.36,0.91,0.91,1.21,1.01,0.98,0.69,1.25,0.98,1.2,0.63,1.22,0.72,0.6,0.98,0.79,0.89,0.52,0.67,0.18,0.24,0.36,0.24,0.27,0.2,0.1,0.05,0.06,0.09,0.0,0.13,0.05,0.05,0.0,0.0,0.0,0.0,0.08,0.0,0.0,1.98,1.87,2.32,0.82,0.86,0.56,0.19,0.17,0.11,0.03,3.9,0.0,99.95
12/29/2021,7.11,6.86,8.5,7.51,3.36,3.82,3.94,2.17,0.0,8.1,2.96,2.27,2.81,2.21,0.0,2.1,1.14,1.09,1.63,1.36,0.91,0.91,1.21,1.02,0.98,0.69,1.25,0.98,1.2,0.64,1.22,0.72,0.6,0.99,0.79,0.89,0.52,0.67,0.18,0.24,0.36,0.24,0.27,0.2,0.1,0.05,0.06,0.09,0.0,0.13,0.05,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.98,1.87,2.32,0.82,0.87,0.56,0.19,0.17,0.11,0.03,3.9,0.0,99.98
12/30/2021,6.89,6.8,8.61,7.58,3.34,3.77,3.92,2.11,0.0,8.36,2.91,2.27,2.79,2.25,0.0,2.09,1.12,1.08,1.7,1.34,0.91,0.88,1.18,1.02,0.98,0.66,1.25,0.97,1.23,0.64,1.25,0.69,0.59,1.0,0.81,0.88,0.5,0.67,0.17,0.23,0.36,0.24,0.24,0.2,0.1,0.04,0.06,0.08,0.0,0.13,0.04,0.06,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.03,1.87,2.47,0.79,0.85,0.54,0.19,0.15,0.11,0.03,3.93,0.0,99.99000000000002
