,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,NESN.SW,HD,PG,MA,PYPL,DIS,BAC,ASML.AS,ADBE,ROG.SW,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,KO,WMT,PFE,MC.PA,ABT,T,ABBV,PEP,NKE,NOVN.SW,TMO,CVX,MRK,AVGO,LLY,ACN,COST,WFC,DHR,TXN,MCD,SHOP,MDT,QCOM,AZN.L,ULVR.L,ORCL,PM,UPS,HON,1299.HK,LIN,BMY,NOVO B.CO,RY.TO,NEE,SAP.DE,UNP,LOW,C,AMGN,INTU,SBUX,BLK,GS,CBA.AX,RTX,BA,TD.TO,MS,IBM,AMAT,TGT,AMT,SIE.DE,TTE.PA,MMM,DGE.L,GE,AMD,SAN.PA,AXP,CAT,HSBA.L,ISRG,NOW,BHP.AX,OR.PA,SCHW,ALV.DE,DE,CVS,SPGI,CHTR,GSK.L,PLD,ZTS,RIO.L,SYK,MU,BKNG,SQ,LMT,ANTM,CSL.AX,TMUS,BP.L,FIS,XTSLA,MDLZ,SU.PA,LRCX,CCI,ADP,MO,GILD,BATS.L,RDSA.AS,PNC,USB,ENB.TO,TJX,AI.PA,ZM,CI,COP,CSX,EQIX,CME,TFC,GM,MRNA,DUK,ENEL.MI,BNS.TO,AIR.PA,RYDBF,NSC,ITW,DPW.DE,WBC.AX,388.HK,COF,SHW,ILMN,MELI,IBE.MC,DTE.DE,BAS.DE,ADS.DE,MMC,ATVI,BDX,CNR.TO,CB,FDX,EL,DAI.DE,BAM.A.TO,BHP.L,MCO,APD,RKT.L,TWLO,KER.PA,SAN.MC,BMO.TO,ADI,NAB.AX,CL,SO,ICE,BNP.PA,EW,BX,FISV,SNAP,ADSK,ETN,BAYN.DE,NOC,PGR,HUM,WM,HCA,REGN,ABBN.SW,ZURN.SW,ANZ.AX,BSX,UBER,EMR,D,RITN.,GPN,IDXX,USD,ANSGR.IS,UBSG.SW,AON,AAL.L,LONN.SW,GE.,NXPI,GIVN.SW,ADYEN.AS,CAD,RMS.PA,DG,PRX.AS,BAM,PRU.L,SNOW,DG.PA,CFR.SW,IFX.DE,INGA.AS,DXCM,REL.L,EL.PA,CMG,KLAC,DSV.CO,LULU,MSCI,CS.PA,F,MRVL,ECL,n/a,PSA,FCX,CP.TO,VRTX,CM.TO,CNQ.TO,EOG,LLOY.L,GD,NG.L,AIG,SLB,JCI,TRP.TO,MET,EXC,SHEL.L,GLEN.L,PANW,NEM,MBG.DE,NTR.TO,SUM
12/17/2021,4.79,4.16,2.77,1.31,1.47,1.53,1.42,1.62,0.85,0.73,0.59,0.74,0.65,0.64,0.76,0.63,0.5,0.37,0.47,0.6,0.57,0.57,0.49,0.42,0.46,0.48,0.37,0.45,0.35,0.42,0.39,0.37,0.52,0.38,0.4,0.29,0.36,0.39,0.39,0.31,0.44,0.39,0.33,0.4,0.36,0.41,0.41,0.36,0.36,0.32,0.33,0.29,0.25,0.35,0.3,0.23,0.27,0.24,0.26,0.25,0.23,0.3,0.22,0.32,0.25,0.31,0.24,0.28,0.31,0.23,0.2,0.32,0.23,0.25,0.23,0.21,0.22,0.2,0.24,0.24,0.19,0.24,0.21,0.21,0.22,0.21,0.18,0.21,0.19,0.33,0.19,0.19,0.19,0.21,0.21,0.22,0.15,0.2,0.21,0.16,0.18,0.21,0.2,0.15,0.18,0.2,0.19,0.12,0.15,0.17,0.16,0.14,0.15,0.17,0.17,0.12,0.16,0.12,0.0,0.15,0.18,0.17,0.14,0.18,0.14,0.16,0.13,0.16,0.15,0.14,0.13,0.15,0.14,0.0,0.12,0.17,0.14,0.13,0.14,0.14,0.14,0.18,0.14,0.11,0.14,0.12,0.0,0.12,0.13,0.11,0.0,0.12,0.11,0.15,0.0,0.0,0.11,0.11,0.11,0.0,0.15,0.0,0.12,0.16,0.14,0.11,0.14,0.15,0.0,0.11,0.12,0.11,0.1,0.0,0.11,0.0,0.12,0.17,0.11,0.11,0.12,0.13,0.13,0.12,0.17,0.11,0.0,0.1,0.12,0.0,0.0,0.1,0.0,0.12,0.11,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.0,0.13,0.11,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.1,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.15000000000002
12/20/2021,4.79,4.16,2.77,1.31,1.47,1.53,1.42,1.62,0.85,0.73,0.59,0.74,0.65,0.64,0.76,0.63,0.5,0.37,0.47,0.6,0.57,0.57,0.49,0.42,0.46,0.48,0.37,0.45,0.35,0.42,0.39,0.37,0.52,0.38,0.4,0.29,0.36,0.39,0.39,0.31,0.44,0.39,0.33,0.4,0.36,0.41,0.41,0.36,0.36,0.32,0.33,0.29,0.25,0.35,0.3,0.23,0.27,0.24,0.26,0.25,0.23,0.3,0.22,0.32,0.25,0.31,0.24,0.28,0.31,0.23,0.2,0.32,0.23,0.25,0.23,0.21,0.22,0.2,0.24,0.24,0.19,0.24,0.21,0.21,0.22,0.21,0.18,0.21,0.19,0.33,0.19,0.19,0.19,0.21,0.21,0.22,0.15,0.2,0.21,0.16,0.18,0.21,0.2,0.15,0.18,0.2,0.19,0.12,0.15,0.17,0.16,0.14,0.15,0.17,0.17,0.12,0.16,0.12,0.0,0.15,0.18,0.17,0.14,0.18,0.14,0.16,0.13,0.16,0.15,0.14,0.13,0.15,0.14,0.0,0.12,0.17,0.14,0.13,0.14,0.14,0.14,0.18,0.14,0.11,0.14,0.12,0.0,0.12,0.13,0.11,0.0,0.12,0.11,0.15,0.0,0.0,0.11,0.11,0.11,0.0,0.15,0.0,0.12,0.16,0.14,0.11,0.14,0.15,0.0,0.11,0.12,0.11,0.1,0.0,0.11,0.0,0.12,0.17,0.11,0.11,0.12,0.13,0.13,0.12,0.17,0.11,0.0,0.1,0.12,0.0,0.0,0.1,0.0,0.12,0.11,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.0,0.13,0.11,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.1,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.15000000000002
12/21/2021,4.98,4.07,2.73,1.4,1.45,1.5,1.22,1.38,0.82,0.78,0.63,0.81,0.68,0.69,0.72,0.67,0.54,0.36,0.47,0.58,0.54,0.47,0.51,0.4,0.45,0.46,0.39,0.43,0.36,0.45,0.41,0.38,0.58,0.39,0.43,0.3,0.4,0.41,0.36,0.34,0.45,0.38,0.34,0.46,0.38,0.44,0.43,0.34,0.36,0.3,0.34,0.26,0.24,0.35,0.31,0.24,0.29,0.26,0.27,0.25,0.22,0.3,0.24,0.34,0.26,0.31,0.25,0.28,0.3,0.21,0.22,0.3,0.22,0.24,0.23,0.22,0.22,0.19,0.23,0.23,0.2,0.23,0.19,0.22,0.22,0.22,0.18,0.21,0.18,0.29,0.2,0.19,0.19,0.21,0.21,0.21,0.15,0.21,0.21,0.16,0.18,0.23,0.2,0.15,0.19,0.21,0.2,0.13,0.15,0.17,0.16,0.12,0.15,0.19,0.15,0.13,0.16,0.12,0.0,0.16,0.18,0.17,0.15,0.17,0.16,0.16,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.0,0.13,0.16,0.14,0.13,0.14,0.13,0.13,0.18,0.14,0.11,0.15,0.12,0.0,0.12,0.13,0.1,0.0,0.12,0.11,0.15,0.0,0.0,0.11,0.1,0.11,0.0,0.15,0.0,0.13,0.16,0.15,0.11,0.14,0.12,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.0,0.12,0.16,0.12,0.11,0.13,0.13,0.12,0.14,0.15,0.11,0.0,0.11,0.12,0.0,0.0,0.1,0.1,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.0,0.13,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.12,0.1,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.24000000000001
12/22/2021,4.98,4.07,2.73,1.4,1.45,1.5,1.22,1.38,0.82,0.78,0.63,0.81,0.68,0.69,0.72,0.67,0.54,0.36,0.47,0.58,0.54,0.47,0.51,0.4,0.45,0.46,0.39,0.43,0.36,0.45,0.41,0.38,0.58,0.39,0.43,0.3,0.4,0.41,0.36,0.34,0.45,0.38,0.34,0.46,0.38,0.44,0.43,0.34,0.36,0.3,0.34,0.26,0.24,0.35,0.31,0.24,0.29,0.26,0.27,0.25,0.22,0.3,0.24,0.34,0.26,0.31,0.25,0.28,0.3,0.21,0.22,0.3,0.22,0.24,0.23,0.22,0.22,0.19,0.23,0.23,0.2,0.23,0.19,0.22,0.22,0.22,0.18,0.21,0.18,0.29,0.2,0.19,0.19,0.21,0.21,0.21,0.15,0.21,0.21,0.16,0.18,0.23,0.2,0.15,0.19,0.21,0.2,0.13,0.15,0.17,0.16,0.12,0.15,0.19,0.15,0.13,0.16,0.12,0.0,0.16,0.18,0.17,0.15,0.17,0.16,0.16,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.0,0.13,0.16,0.14,0.13,0.14,0.13,0.13,0.18,0.14,0.11,0.15,0.12,0.0,0.12,0.13,0.1,0.0,0.12,0.11,0.15,0.0,0.0,0.11,0.1,0.11,0.0,0.15,0.0,0.13,0.16,0.15,0.11,0.14,0.12,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.0,0.12,0.16,0.12,0.11,0.13,0.13,0.12,0.14,0.15,0.11,0.0,0.11,0.12,0.0,0.0,0.1,0.1,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.0,0.13,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.12,0.1,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.24000000000001
12/23/2021,4.99,4.07,2.71,1.38,1.46,1.52,1.23,1.35,0.82,0.79,0.63,0.81,0.68,0.7,0.73,0.68,0.53,0.36,0.47,0.58,0.55,0.47,0.51,0.4,0.45,0.47,0.39,0.43,0.36,0.45,0.42,0.38,0.6,0.39,0.43,0.31,0.41,0.42,0.36,0.34,0.45,0.39,0.34,0.47,0.38,0.44,0.43,0.34,0.36,0.3,0.35,0.26,0.24,0.36,0.31,0.24,0.28,0.26,0.26,0.24,0.21,0.3,0.25,0.31,0.25,0.31,0.25,0.28,0.3,0.21,0.22,0.29,0.23,0.24,0.22,0.22,0.22,0.19,0.23,0.23,0.2,0.23,0.19,0.22,0.22,0.22,0.18,0.22,0.17,0.29,0.2,0.19,0.19,0.21,0.21,0.21,0.15,0.21,0.21,0.16,0.18,0.24,0.2,0.15,0.19,0.21,0.2,0.13,0.15,0.17,0.16,0.11,0.15,0.19,0.16,0.13,0.15,0.11,0.0,0.16,0.18,0.17,0.15,0.17,0.16,0.16,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.0,0.13,0.16,0.14,0.13,0.14,0.13,0.13,0.17,0.14,0.11,0.15,0.12,0.0,0.12,0.13,0.1,0.0,0.12,0.11,0.15,0.0,0.0,0.11,0.1,0.11,0.0,0.15,0.0,0.13,0.15,0.15,0.11,0.14,0.11,0.0,0.1,0.11,0.12,0.11,0.0,0.0,0.0,0.12,0.16,0.12,0.11,0.13,0.13,0.13,0.13,0.15,0.1,0.0,0.11,0.12,0.0,0.0,0.1,0.1,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.0,0.13,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.12,0.1,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.26000000000002
12/24/2021,5.0,4.09,2.72,1.39,1.45,1.51,1.27,1.38,0.82,0.77,0.63,0.81,0.68,0.68,0.72,0.67,0.54,0.37,0.48,0.59,0.56,0.47,0.5,0.39,0.45,0.47,0.38,0.43,0.36,0.45,0.41,0.38,0.57,0.39,0.42,0.31,0.4,0.41,0.37,0.33,0.44,0.39,0.33,0.46,0.38,0.44,0.42,0.34,0.36,0.3,0.34,0.27,0.24,0.36,0.31,0.23,0.27,0.26,0.26,0.24,0.21,0.3,0.24,0.31,0.25,0.31,0.25,0.28,0.3,0.21,0.22,0.3,0.23,0.24,0.22,0.22,0.22,0.2,0.23,0.24,0.2,0.24,0.19,0.22,0.22,0.22,0.18,0.22,0.18,0.31,0.2,0.19,0.19,0.21,0.22,0.22,0.15,0.21,0.21,0.16,0.18,0.23,0.2,0.15,0.19,0.21,0.2,0.13,0.15,0.18,0.17,0.12,0.15,0.19,0.16,0.13,0.15,0.12,0.1,0.16,0.18,0.17,0.15,0.17,0.16,0.16,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.0,0.13,0.17,0.14,0.13,0.14,0.13,0.12,0.16,0.14,0.11,0.15,0.13,0.0,0.12,0.13,0.1,0.0,0.12,0.11,0.15,0.0,0.0,0.11,0.1,0.11,0.0,0.15,0.0,0.13,0.15,0.14,0.11,0.14,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.0,0.12,0.16,0.12,0.11,0.12,0.13,0.13,0.14,0.15,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.1,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.13,0.0,0.13,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.29
12/27/2021,5.01,4.11,2.68,1.37,1.46,1.52,1.27,1.54,0.81,0.76,0.63,0.8,0.67,0.67,0.72,0.67,0.55,0.37,0.48,0.58,0.57,0.47,0.49,0.4,0.44,0.47,0.37,0.43,0.36,0.45,0.41,0.37,0.56,0.39,0.42,0.31,0.4,0.4,0.36,0.33,0.44,0.39,0.33,0.47,0.38,0.44,0.42,0.34,0.36,0.3,0.34,0.28,0.24,0.36,0.31,0.23,0.26,0.25,0.27,0.24,0.21,0.3,0.24,0.31,0.25,0.31,0.25,0.28,0.3,0.21,0.22,0.3,0.23,0.24,0.22,0.22,0.22,0.2,0.23,0.23,0.2,0.24,0.19,0.22,0.22,0.22,0.18,0.22,0.18,0.3,0.2,0.19,0.19,0.21,0.22,0.22,0.15,0.21,0.21,0.16,0.18,0.23,0.2,0.14,0.19,0.2,0.2,0.13,0.15,0.18,0.17,0.12,0.15,0.19,0.16,0.13,0.16,0.11,0.11,0.15,0.18,0.17,0.15,0.18,0.15,0.16,0.13,0.15,0.15,0.14,0.13,0.15,0.14,0.0,0.13,0.16,0.14,0.13,0.14,0.13,0.13,0.15,0.13,0.11,0.15,0.13,0.0,0.12,0.13,0.1,0.0,0.12,0.11,0.14,0.0,0.0,0.11,0.0,0.11,0.0,0.15,0.0,0.12,0.14,0.14,0.11,0.15,0.12,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.0,0.12,0.16,0.12,0.11,0.12,0.13,0.13,0.14,0.16,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.1,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.0,0.13,0.0,0.13,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28000000000002
12/28/2021,5.01,4.11,2.68,1.37,1.46,1.52,1.27,1.54,0.81,0.76,0.63,0.8,0.67,0.67,0.72,0.67,0.55,0.37,0.48,0.58,0.57,0.47,0.49,0.4,0.44,0.47,0.37,0.43,0.36,0.45,0.41,0.37,0.56,0.39,0.42,0.31,0.4,0.4,0.36,0.33,0.44,0.39,0.33,0.47,0.38,0.44,0.42,0.34,0.36,0.3,0.34,0.28,0.24,0.36,0.31,0.23,0.26,0.25,0.27,0.24,0.21,0.3,0.24,0.31,0.25,0.31,0.25,0.28,0.3,0.21,0.22,0.3,0.23,0.24,0.22,0.22,0.22,0.2,0.23,0.23,0.2,0.24,0.19,0.22,0.22,0.22,0.18,0.22,0.18,0.3,0.2,0.19,0.19,0.21,0.22,0.22,0.15,0.21,0.21,0.16,0.18,0.23,0.2,0.14,0.19,0.2,0.2,0.13,0.15,0.18,0.17,0.12,0.15,0.19,0.16,0.13,0.16,0.11,0.11,0.15,0.18,0.17,0.15,0.18,0.15,0.16,0.13,0.15,0.15,0.14,0.13,0.15,0.14,0.0,0.13,0.16,0.14,0.13,0.14,0.13,0.13,0.15,0.13,0.11,0.15,0.13,0.0,0.12,0.13,0.1,0.0,0.12,0.11,0.14,0.0,0.0,0.11,0.0,0.11,0.0,0.15,0.0,0.12,0.14,0.14,0.11,0.15,0.12,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.0,0.12,0.16,0.12,0.11,0.12,0.13,0.13,0.14,0.16,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.1,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.0,0.13,0.0,0.13,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28000000000002
12/29/2021,5.01,4.11,2.68,1.37,1.46,1.52,1.27,1.54,0.81,0.76,0.63,0.8,0.67,0.67,0.72,0.67,0.55,0.37,0.48,0.58,0.57,0.47,0.49,0.4,0.44,0.47,0.37,0.43,0.36,0.45,0.41,0.37,0.56,0.39,0.42,0.31,0.4,0.4,0.36,0.33,0.44,0.39,0.33,0.47,0.38,0.44,0.42,0.34,0.36,0.3,0.34,0.28,0.24,0.36,0.31,0.23,0.26,0.25,0.27,0.24,0.21,0.3,0.24,0.31,0.25,0.31,0.25,0.28,0.3,0.21,0.22,0.3,0.23,0.24,0.22,0.22,0.22,0.2,0.23,0.23,0.2,0.24,0.19,0.22,0.22,0.22,0.18,0.22,0.18,0.3,0.2,0.19,0.19,0.21,0.22,0.22,0.15,0.21,0.21,0.16,0.18,0.23,0.2,0.14,0.19,0.2,0.2,0.13,0.15,0.18,0.17,0.12,0.15,0.19,0.16,0.13,0.16,0.11,0.11,0.15,0.18,0.17,0.15,0.18,0.15,0.16,0.13,0.15,0.15,0.14,0.13,0.15,0.14,0.0,0.13,0.16,0.14,0.13,0.14,0.13,0.13,0.15,0.13,0.11,0.15,0.13,0.0,0.12,0.13,0.1,0.0,0.12,0.11,0.14,0.0,0.0,0.11,0.0,0.11,0.0,0.15,0.0,0.12,0.14,0.14,0.11,0.15,0.12,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.0,0.12,0.16,0.12,0.11,0.12,0.13,0.13,0.14,0.16,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.1,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.0,0.13,0.0,0.13,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28000000000002
12/30/2021,5.07,4.16,2.63,1.4,1.45,1.51,1.32,1.56,0.8,0.76,0.62,0.8,0.67,0.67,0.73,0.67,0.54,0.36,0.47,0.57,0.57,0.47,0.49,0.4,0.44,0.46,0.37,0.43,0.36,0.46,0.41,0.37,0.56,0.39,0.43,0.3,0.4,0.4,0.36,0.33,0.44,0.39,0.33,0.47,0.39,0.45,0.43,0.34,0.36,0.3,0.34,0.27,0.24,0.36,0.3,0.23,0.26,0.25,0.27,0.24,0.21,0.3,0.24,0.32,0.25,0.3,0.25,0.28,0.3,0.21,0.22,0.3,0.23,0.24,0.22,0.22,0.22,0.19,0.23,0.23,0.2,0.25,0.19,0.22,0.22,0.22,0.18,0.21,0.18,0.32,0.2,0.19,0.19,0.21,0.22,0.22,0.15,0.2,0.21,0.16,0.18,0.23,0.2,0.14,0.18,0.21,0.2,0.13,0.15,0.18,0.17,0.12,0.15,0.19,0.16,0.13,0.15,0.11,0.11,0.15,0.18,0.17,0.15,0.18,0.15,0.16,0.13,0.15,0.15,0.13,0.13,0.15,0.14,0.0,0.13,0.17,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.11,0.15,0.13,0.0,0.12,0.13,0.1,0.0,0.12,0.11,0.15,0.0,0.0,0.11,0.0,0.11,0.0,0.15,0.0,0.12,0.14,0.15,0.11,0.14,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.12,0.16,0.12,0.11,0.12,0.13,0.13,0.14,0.16,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.1,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.13,0.0,0.13,0.11,0.0,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.32000000000001
12/31/2021,5.04,4.14,2.65,1.4,1.44,1.5,1.29,1.56,0.81,0.76,0.62,0.81,0.67,0.68,0.73,0.67,0.54,0.36,0.48,0.58,0.57,0.46,0.5,0.4,0.44,0.46,0.37,0.42,0.36,0.46,0.41,0.37,0.55,0.39,0.42,0.3,0.4,0.4,0.36,0.33,0.44,0.39,0.33,0.47,0.38,0.45,0.43,0.34,0.36,0.3,0.34,0.27,0.24,0.36,0.3,0.23,0.25,0.25,0.27,0.24,0.21,0.3,0.24,0.32,0.25,0.31,0.25,0.28,0.3,0.21,0.22,0.3,0.23,0.24,0.22,0.22,0.22,0.2,0.23,0.23,0.2,0.24,0.19,0.22,0.22,0.22,0.18,0.21,0.18,0.32,0.2,0.19,0.19,0.21,0.22,0.22,0.15,0.2,0.21,0.16,0.17,0.23,0.2,0.14,0.18,0.21,0.2,0.13,0.15,0.18,0.17,0.11,0.15,0.19,0.16,0.13,0.15,0.11,0.11,0.16,0.18,0.17,0.15,0.18,0.15,0.16,0.13,0.15,0.15,0.14,0.13,0.16,0.14,0.0,0.14,0.17,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.11,0.15,0.13,0.0,0.12,0.13,0.11,0.0,0.12,0.11,0.15,0.0,0.0,0.11,0.1,0.11,0.0,0.15,0.0,0.12,0.14,0.15,0.11,0.14,0.11,0.0,0.1,0.11,0.12,0.0,0.0,0.0,0.0,0.12,0.16,0.12,0.11,0.12,0.13,0.13,0.14,0.15,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.1,0.12,0.11,0.11,0.11,0.12,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.0,0.13,0.11,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.29
