,MSFT,GOOG,GOOGL,NVDA,TSLA,JNJ,V,HD,MA,PG,DIS,ADBE,VZ,CRM,INTC,CSCO,KO,PEP,TMO,NKE,MRK,ACN,LLY,TXN,MCD,UPS,LIN,UNP,BMY,LOW,AMGN,INTU,BLK,SBUX,MS,AMAT,IBM,TGT,AMT,CAT,AXP,MMM,DE,SCHW,SPGI,ZTS,BKNG,PLD,LRCX,GILD,CCI,ADP,CI,TJX,USB,PNC,CME,CSX,EL,TFC,EQIX,ATVI,CB,MMC,ITW,MELI,SHW,ILMN,NSC,EW,ICE,CL,ADSK,MCO,WM,ETN,HUM,HCA,PGR,IDXX,ECL,AON,BIIB,VRTX,NEM,ROP,JCI,EBAY,TROW,LULU,KMB,A,ALGN,TT,SLB,INFO,CNC,DXCM,APTV,SRE,WDAY,BK,EA,DD,AIG,PRU,BAX,PPG,ALL,CDNS,MPC,TRV,HPQ,PSX,MSI,GIS,IFF,RMD,DFS,WELL,HLT,AFL,CMI,MTD,ROK,FRC,SWK,WMB,ANSS,VLO,SIVB,PCAR,FAST,OKTA,WLTW,AWK,STT,KEYS,ZBRA,CBRE,AMP,CPRT,ES,Cash & Cash Equivalents,WST,VFC,LYB,EQR,BLL,GNRC,KR,LH,AJG,BBY,WY,OKE,KSU,ED,CERN,KDP,WAT,XYL,TSCO,MKC,FTV,DOV,HIG,GRMN,CLX,TDOC,TRMB,URI,NTRS,IP,LNG,KMX,STE,BURL,GWW,HBAN,EXPD,EIX,KEY,HZNP,RF,HPE,TTWO,PEAK,NVR,ALLY,TDY,ABC,CTLT,DRI,NDAQ,GPC,MTB,TFX,PODD,CFG,POOL,BXP,DPZ,IEX,DGX,HOLX,PFG,BON.PA,n/a,MKTX,TECH,AMCR,042660.KS,688185.SS,BKR,RJF,VMW,ACGL,WTW,CAG,SUM
10/01/2021,10.33,4.05,4.16,2.63,3.24,2.19,1.94,1.81,1.58,1.75,1.61,1.41,1.15,1.35,1.11,1.19,1.09,1.06,1.15,0.94,0.95,1.05,0.92,0.92,0.93,0.69,0.8,0.68,0.68,0.74,0.62,0.76,0.67,0.67,0.73,0.62,0.63,0.59,0.62,0.56,0.61,0.53,0.54,0.56,0.52,0.47,0.51,0.47,0.43,0.45,0.38,0.43,0.36,0.43,0.43,0.43,0.36,0.36,0.36,0.4,0.37,0.3,0.4,0.4,0.34,0.38,0.36,0.3,0.32,0.36,0.34,0.31,0.33,0.31,0.32,0.31,0.26,0.34,0.27,0.27,0.28,0.33,0.22,0.24,0.22,0.24,0.26,0.25,0.23,0.26,0.23,0.25,0.26,0.21,0.22,0.22,0.19,0.26,0.21,0.2,0.24,0.23,0.2,0.19,0.24,0.21,0.2,0.18,0.2,0.21,0.21,0.2,0.18,0.16,0.2,0.19,0.17,0.2,0.2,0.18,0.19,0.18,0.17,0.16,0.18,0.17,0.15,0.16,0.15,0.15,0.18,0.14,0.15,0.15,0.15,0.16,0.16,0.16,0.14,0.17,0.16,0.16,0.14,0.0,0.16,0.12,0.13,0.14,0.15,0.13,0.15,0.14,0.16,0.12,0.14,0.13,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.11,0.13,0.13,0.1,0.0,0.11,0.13,0.11,0.11,0.12,0.12,0.11,0.1,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.09,0.0,0.0,0.0,0.1,0.11,0.09,0.11,0.1,0.11,0.0,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.15,0.0,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,95.24
10/04/2021,10.4,4.01,4.14,2.66,3.27,2.19,1.93,1.8,1.59,1.76,1.58,1.42,1.16,1.36,1.11,1.18,1.1,1.07,1.16,0.96,0.98,1.05,0.97,0.92,0.93,0.68,0.79,0.67,0.68,0.74,0.63,0.76,0.66,0.67,0.7,0.61,0.64,0.58,0.62,0.54,0.59,0.53,0.52,0.54,0.53,0.48,0.5,0.48,0.42,0.45,0.38,0.44,0.36,0.41,0.43,0.43,0.36,0.35,0.36,0.41,0.37,0.31,0.4,0.4,0.34,0.39,0.37,0.3,0.31,0.37,0.33,0.32,0.33,0.31,0.33,0.31,0.26,0.34,0.28,0.28,0.28,0.33,0.22,0.24,0.22,0.24,0.25,0.25,0.23,0.26,0.23,0.25,0.26,0.21,0.21,0.23,0.19,0.27,0.21,0.21,0.24,0.22,0.21,0.19,0.24,0.22,0.21,0.17,0.2,0.21,0.21,0.2,0.18,0.16,0.2,0.19,0.17,0.2,0.19,0.18,0.19,0.18,0.17,0.16,0.18,0.17,0.14,0.16,0.16,0.15,0.18,0.14,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.17,0.16,0.15,0.15,0.0,0.16,0.12,0.13,0.15,0.15,0.13,0.15,0.14,0.16,0.12,0.14,0.13,0.12,0.13,0.11,0.13,0.11,0.11,0.12,0.11,0.12,0.11,0.13,0.13,0.1,0.0,0.11,0.13,0.11,0.11,0.12,0.11,0.11,0.1,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.09,0.0,0.0,0.0,0.1,0.11,0.09,0.12,0.1,0.12,0.0,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.15,0.0,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,95.37
10/07/2021,10.43,4.03,4.14,2.53,3.3,2.16,1.96,1.79,1.57,1.75,1.62,1.38,1.17,1.36,1.11,1.18,1.12,1.06,1.15,0.97,1.09,1.05,0.94,0.91,0.94,0.66,0.79,0.7,0.68,0.74,0.62,0.74,0.65,0.68,0.7,0.59,0.67,0.57,0.62,0.54,0.61,0.53,0.52,0.55,0.52,0.48,0.52,0.48,0.41,0.44,0.38,0.44,0.36,0.41,0.44,0.43,0.36,0.36,0.36,0.42,0.36,0.31,0.4,0.4,0.34,0.37,0.38,0.28,0.32,0.34,0.33,0.31,0.31,0.3,0.32,0.31,0.26,0.34,0.27,0.27,0.28,0.33,0.21,0.24,0.23,0.24,0.25,0.24,0.23,0.25,0.23,0.24,0.25,0.21,0.22,0.22,0.19,0.26,0.22,0.21,0.24,0.23,0.21,0.19,0.24,0.22,0.21,0.17,0.2,0.21,0.21,0.2,0.18,0.17,0.2,0.19,0.18,0.19,0.2,0.18,0.2,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.15,0.16,0.19,0.14,0.15,0.15,0.16,0.16,0.17,0.15,0.14,0.17,0.16,0.15,0.15,0.0,0.15,0.12,0.13,0.15,0.15,0.13,0.14,0.13,0.16,0.12,0.14,0.14,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.13,0.13,0.1,0.0,0.11,0.13,0.11,0.1,0.13,0.1,0.11,0.1,0.0,0.12,0.1,0.11,0.11,0.13,0.11,0.1,0.0,0.09,0.0,0.1,0.11,0.09,0.11,0.1,0.11,0.0,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.12,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,95.27
10/08/2021,10.53,4.06,4.17,2.6,3.26,2.14,1.94,1.79,1.55,1.73,1.61,1.38,1.15,1.35,1.11,1.17,1.11,1.06,1.15,0.97,1.06,1.06,0.96,0.91,0.94,0.66,0.79,0.71,0.67,0.73,0.62,0.74,0.65,0.67,0.71,0.6,0.65,0.57,0.61,0.54,0.61,0.53,0.52,0.56,0.52,0.48,0.51,0.48,0.41,0.43,0.38,0.44,0.35,0.4,0.44,0.43,0.36,0.37,0.37,0.42,0.35,0.3,0.4,0.4,0.34,0.36,0.38,0.29,0.33,0.35,0.34,0.31,0.31,0.31,0.32,0.31,0.26,0.33,0.27,0.27,0.28,0.34,0.21,0.24,0.22,0.24,0.25,0.24,0.23,0.25,0.23,0.24,0.25,0.22,0.22,0.23,0.19,0.27,0.22,0.21,0.24,0.23,0.21,0.19,0.25,0.22,0.21,0.18,0.2,0.21,0.21,0.2,0.18,0.17,0.2,0.19,0.17,0.19,0.2,0.18,0.2,0.18,0.18,0.16,0.18,0.18,0.14,0.17,0.15,0.16,0.19,0.15,0.15,0.15,0.16,0.16,0.17,0.15,0.14,0.17,0.16,0.15,0.15,0.0,0.15,0.11,0.13,0.15,0.15,0.13,0.14,0.13,0.16,0.12,0.14,0.14,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.1,0.12,0.11,0.13,0.13,0.1,0.0,0.11,0.13,0.11,0.1,0.12,0.11,0.11,0.1,0.0,0.12,0.1,0.11,0.11,0.13,0.11,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.12,0.0,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.12,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,95.32
10/11/2021,10.6,4.09,4.2,2.64,3.27,2.14,1.96,1.81,1.57,1.75,1.62,1.39,1.12,1.34,1.1,1.16,1.11,1.08,1.15,0.97,1.05,1.05,0.96,0.91,0.93,0.66,0.78,0.71,0.66,0.74,0.6,0.74,0.64,0.67,0.69,0.59,0.64,0.57,0.61,0.54,0.6,0.52,0.52,0.56,0.52,0.48,0.51,0.48,0.4,0.43,0.37,0.44,0.36,0.4,0.44,0.43,0.37,0.37,0.37,0.41,0.35,0.3,0.4,0.4,0.34,0.35,0.38,0.29,0.33,0.35,0.36,0.31,0.32,0.31,0.33,0.31,0.26,0.33,0.27,0.27,0.28,0.33,0.22,0.24,0.22,0.24,0.25,0.25,0.22,0.25,0.23,0.24,0.25,0.21,0.22,0.23,0.19,0.26,0.22,0.2,0.25,0.23,0.2,0.19,0.24,0.22,0.2,0.18,0.19,0.21,0.21,0.2,0.18,0.17,0.2,0.19,0.17,0.19,0.2,0.18,0.2,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.16,0.16,0.19,0.15,0.15,0.15,0.15,0.16,0.17,0.15,0.13,0.17,0.16,0.15,0.15,0.0,0.15,0.11,0.13,0.15,0.15,0.13,0.15,0.13,0.16,0.12,0.14,0.14,0.13,0.13,0.11,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.13,0.12,0.1,0.0,0.11,0.13,0.11,0.1,0.12,0.11,0.11,0.09,0.09,0.12,0.1,0.11,0.11,0.13,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.12,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.13,0.0,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,95.34
10/12/2021,10.59,4.08,4.2,2.64,3.26,2.14,1.96,1.81,1.57,1.75,1.62,1.39,1.12,1.34,1.1,1.16,1.11,1.08,1.15,0.97,1.05,1.04,0.95,0.91,0.93,0.66,0.78,0.71,0.66,0.74,0.6,0.74,0.64,0.67,0.69,0.59,0.64,0.57,0.61,0.54,0.6,0.52,0.52,0.56,0.52,0.48,0.51,0.48,0.4,0.43,0.37,0.44,0.36,0.39,0.44,0.43,0.37,0.37,0.37,0.41,0.35,0.3,0.4,0.4,0.34,0.35,0.38,0.29,0.33,0.35,0.36,0.31,0.32,0.31,0.33,0.31,0.26,0.33,0.27,0.27,0.28,0.33,0.21,0.24,0.22,0.24,0.25,0.25,0.22,0.25,0.23,0.24,0.25,0.21,0.22,0.23,0.19,0.26,0.22,0.2,0.25,0.23,0.2,0.19,0.24,0.22,0.2,0.18,0.19,0.21,0.21,0.2,0.18,0.17,0.2,0.19,0.17,0.19,0.2,0.18,0.2,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.16,0.16,0.19,0.15,0.15,0.15,0.15,0.16,0.17,0.15,0.13,0.17,0.16,0.15,0.15,0.0,0.15,0.11,0.13,0.15,0.15,0.13,0.14,0.13,0.16,0.12,0.14,0.14,0.13,0.13,0.11,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.13,0.12,0.1,0.0,0.11,0.13,0.11,0.1,0.12,0.11,0.11,0.09,0.09,0.12,0.1,0.11,0.11,0.13,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.12,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.12,0.0,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,95.25
10/13/2021,10.61,4.12,4.22,2.61,3.24,2.13,1.96,1.79,1.58,1.74,1.61,1.39,1.11,1.33,1.09,1.17,1.12,1.08,1.15,0.98,1.03,1.04,0.96,0.91,0.93,0.67,0.78,0.72,0.64,0.73,0.6,0.73,0.65,0.66,0.7,0.59,0.65,0.57,0.6,0.54,0.61,0.52,0.52,0.56,0.52,0.48,0.51,0.48,0.4,0.43,0.37,0.44,0.36,0.39,0.44,0.43,0.37,0.38,0.36,0.42,0.34,0.3,0.41,0.4,0.34,0.34,0.37,0.3,0.34,0.34,0.36,0.31,0.31,0.31,0.33,0.31,0.27,0.32,0.27,0.27,0.28,0.34,0.21,0.23,0.22,0.24,0.25,0.26,0.22,0.25,0.23,0.23,0.24,0.21,0.22,0.23,0.19,0.26,0.22,0.2,0.24,0.24,0.2,0.19,0.24,0.22,0.2,0.18,0.19,0.21,0.21,0.2,0.18,0.18,0.2,0.19,0.17,0.19,0.2,0.17,0.2,0.18,0.18,0.16,0.18,0.18,0.14,0.17,0.15,0.16,0.19,0.15,0.15,0.14,0.16,0.16,0.17,0.15,0.13,0.16,0.16,0.15,0.15,0.0,0.15,0.11,0.13,0.15,0.15,0.13,0.15,0.13,0.16,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.13,0.12,0.1,0.0,0.11,0.13,0.12,0.1,0.12,0.11,0.11,0.09,0.09,0.12,0.1,0.11,0.11,0.13,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.12,0.0,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,95.21
10/14/2021,10.65,4.11,4.22,2.61,3.28,2.14,1.93,1.82,1.56,1.76,1.59,1.39,1.1,1.35,1.09,1.17,1.13,1.09,1.15,0.97,1.03,1.05,0.96,0.9,0.93,0.66,0.78,0.72,0.65,0.75,0.6,0.73,0.65,0.66,0.69,0.59,0.65,0.58,0.6,0.53,0.6,0.52,0.5,0.56,0.52,0.48,0.51,0.48,0.4,0.43,0.37,0.44,0.36,0.39,0.44,0.43,0.37,0.38,0.36,0.41,0.34,0.3,0.41,0.41,0.34,0.33,0.37,0.3,0.34,0.34,0.36,0.31,0.31,0.31,0.33,0.31,0.27,0.32,0.27,0.27,0.28,0.34,0.21,0.24,0.22,0.24,0.25,0.26,0.22,0.24,0.23,0.23,0.24,0.21,0.23,0.23,0.19,0.26,0.22,0.2,0.24,0.24,0.2,0.19,0.25,0.22,0.2,0.18,0.19,0.21,0.21,0.2,0.18,0.18,0.2,0.19,0.18,0.19,0.2,0.18,0.2,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.15,0.16,0.19,0.15,0.15,0.14,0.16,0.16,0.17,0.15,0.13,0.17,0.16,0.15,0.15,0.0,0.15,0.12,0.13,0.15,0.15,0.13,0.15,0.13,0.16,0.12,0.14,0.14,0.13,0.13,0.11,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.13,0.12,0.1,0.0,0.11,0.13,0.12,0.1,0.12,0.11,0.11,0.0,0.0,0.12,0.1,0.11,0.11,0.13,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.09,0.11,0.1,0.12,0.09,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.13,0.0,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,95.34
10/15/2021,10.62,4.05,4.16,2.61,3.34,2.11,1.92,1.82,1.55,1.76,1.59,1.41,1.08,1.38,1.07,1.16,1.13,1.09,1.15,0.99,1.03,1.06,0.96,0.88,0.93,0.67,0.78,0.72,0.64,0.75,0.59,0.73,0.64,0.67,0.69,0.59,0.64,0.58,0.61,0.53,0.61,0.52,0.5,0.57,0.53,0.48,0.51,0.5,0.4,0.43,0.37,0.44,0.35,0.39,0.44,0.44,0.37,0.37,0.36,0.41,0.35,0.3,0.41,0.41,0.34,0.33,0.38,0.3,0.33,0.35,0.36,0.31,0.31,0.31,0.33,0.31,0.28,0.32,0.27,0.27,0.28,0.34,0.21,0.24,0.22,0.24,0.25,0.26,0.22,0.24,0.23,0.23,0.24,0.21,0.23,0.23,0.19,0.26,0.22,0.2,0.25,0.24,0.2,0.19,0.25,0.22,0.2,0.18,0.19,0.21,0.21,0.2,0.17,0.18,0.21,0.19,0.18,0.19,0.2,0.18,0.2,0.18,0.17,0.16,0.18,0.18,0.14,0.18,0.15,0.16,0.19,0.15,0.16,0.15,0.16,0.16,0.17,0.15,0.13,0.17,0.16,0.15,0.15,0.0,0.15,0.12,0.13,0.15,0.15,0.13,0.15,0.13,0.17,0.12,0.14,0.14,0.13,0.13,0.11,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.13,0.12,0.1,0.0,0.11,0.13,0.12,0.1,0.13,0.11,0.11,0.09,0.09,0.12,0.1,0.11,0.11,0.13,0.11,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.12,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.13,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,95.35
10/18/2021,10.73,4.09,4.2,2.68,3.32,2.09,1.89,1.82,1.51,1.74,1.57,1.44,1.07,1.4,1.08,1.16,1.11,1.09,1.12,0.99,0.99,1.07,0.96,0.88,0.91,0.68,0.8,0.73,0.64,0.76,0.59,0.74,0.67,0.66,0.7,0.6,0.64,0.6,0.6,0.53,0.58,0.52,0.49,0.56,0.53,0.47,0.51,0.5,0.4,0.43,0.36,0.44,0.35,0.39,0.42,0.43,0.37,0.38,0.37,0.41,0.34,0.29,0.41,0.41,0.35,0.34,0.37,0.29,0.34,0.35,0.36,0.31,0.32,0.31,0.33,0.32,0.28,0.32,0.26,0.27,0.28,0.35,0.21,0.23,0.23,0.24,0.25,0.25,0.22,0.25,0.22,0.23,0.22,0.21,0.23,0.23,0.18,0.27,0.22,0.2,0.25,0.24,0.19,0.19,0.24,0.22,0.2,0.19,0.19,0.21,0.22,0.19,0.17,0.18,0.21,0.19,0.18,0.18,0.19,0.17,0.2,0.18,0.18,0.16,0.18,0.18,0.14,0.17,0.16,0.16,0.19,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.13,0.17,0.16,0.16,0.15,0.0,0.15,0.12,0.13,0.15,0.15,0.13,0.14,0.13,0.17,0.12,0.14,0.14,0.13,0.13,0.11,0.13,0.1,0.11,0.11,0.1,0.11,0.11,0.13,0.12,0.1,0.09,0.11,0.13,0.12,0.1,0.13,0.11,0.11,0.0,0.09,0.12,0.1,0.11,0.11,0.12,0.1,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.11,0.09,0.12,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.13,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,95.35
10/19/2021,10.72,4.08,4.18,2.68,3.4,2.09,1.93,1.84,1.55,1.74,1.58,1.44,1.07,1.4,1.08,1.15,1.1,1.08,1.13,0.99,0.98,1.07,0.95,0.88,0.89,0.69,0.79,0.74,0.64,0.76,0.59,0.74,0.68,0.65,0.7,0.6,0.64,0.6,0.6,0.54,0.59,0.52,0.49,0.58,0.53,0.48,0.51,0.5,0.4,0.42,0.36,0.45,0.35,0.38,0.42,0.42,0.38,0.39,0.36,0.41,0.35,0.29,0.4,0.41,0.35,0.34,0.37,0.29,0.34,0.35,0.36,0.3,0.32,0.31,0.33,0.32,0.28,0.33,0.27,0.27,0.28,0.35,0.21,0.23,0.22,0.24,0.25,0.25,0.22,0.25,0.22,0.23,0.22,0.2,0.23,0.23,0.19,0.26,0.22,0.2,0.25,0.24,0.19,0.19,0.24,0.22,0.2,0.19,0.19,0.21,0.21,0.19,0.17,0.18,0.2,0.19,0.18,0.18,0.2,0.17,0.2,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.16,0.16,0.19,0.15,0.16,0.16,0.15,0.15,0.17,0.15,0.13,0.17,0.16,0.15,0.15,0.0,0.14,0.12,0.13,0.15,0.15,0.14,0.14,0.13,0.17,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.1,0.11,0.11,0.1,0.11,0.11,0.13,0.12,0.1,0.0,0.11,0.12,0.12,0.1,0.13,0.11,0.11,0.0,0.09,0.12,0.1,0.11,0.11,0.12,0.1,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.11,0.09,0.12,0.09,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.12,0.0,0.1,0.09,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,95.39
10/20/2021,10.7,4.07,4.18,2.68,3.4,2.09,1.92,1.84,1.55,1.73,1.57,1.44,1.07,1.4,1.08,1.14,1.1,1.07,1.13,0.99,0.98,1.07,0.95,0.88,0.89,0.69,0.79,0.74,0.64,0.76,0.59,0.74,0.68,0.65,0.7,0.6,0.64,0.6,0.6,0.54,0.59,0.52,0.49,0.58,0.53,0.48,0.51,0.5,0.4,0.42,0.36,0.45,0.35,0.38,0.42,0.41,0.38,0.39,0.36,0.41,0.34,0.29,0.4,0.41,0.35,0.34,0.37,0.29,0.34,0.35,0.36,0.3,0.32,0.31,0.33,0.32,0.28,0.33,0.27,0.27,0.28,0.35,0.21,0.23,0.22,0.24,0.25,0.25,0.22,0.25,0.22,0.23,0.22,0.2,0.23,0.23,0.19,0.26,0.22,0.2,0.25,0.24,0.19,0.19,0.24,0.22,0.2,0.19,0.19,0.21,0.21,0.19,0.17,0.18,0.2,0.19,0.18,0.18,0.2,0.17,0.2,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.16,0.16,0.19,0.15,0.16,0.16,0.15,0.15,0.17,0.15,0.13,0.17,0.16,0.15,0.15,0.0,0.14,0.12,0.13,0.15,0.15,0.14,0.14,0.13,0.17,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.1,0.11,0.11,0.1,0.11,0.11,0.13,0.12,0.1,0.0,0.11,0.12,0.12,0.1,0.13,0.11,0.11,0.0,0.09,0.12,0.1,0.11,0.11,0.12,0.1,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.11,0.09,0.12,0.09,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.12,0.0,0.1,0.09,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,95.29000000000002
10/21/2021,10.78,4.1,4.21,2.71,3.49,2.07,1.92,1.85,1.56,1.7,1.52,1.46,1.06,1.39,1.08,1.14,1.09,1.07,1.13,1.0,0.96,1.07,0.96,0.88,0.89,0.68,0.79,0.74,0.62,0.77,0.57,0.76,0.67,0.66,0.7,0.6,0.63,0.62,0.6,0.53,0.6,0.52,0.49,0.57,0.53,0.47,0.5,0.51,0.4,0.41,0.35,0.44,0.35,0.38,0.42,0.42,0.38,0.38,0.36,0.41,0.34,0.29,0.39,0.41,0.34,0.35,0.37,0.29,0.34,0.34,0.36,0.3,0.32,0.31,0.33,0.32,0.28,0.32,0.26,0.27,0.28,0.34,0.2,0.23,0.22,0.24,0.25,0.25,0.22,0.25,0.22,0.23,0.22,0.21,0.23,0.23,0.18,0.26,0.22,0.2,0.25,0.24,0.19,0.19,0.24,0.22,0.19,0.18,0.19,0.21,0.21,0.19,0.18,0.17,0.2,0.19,0.18,0.18,0.2,0.17,0.2,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.16,0.16,0.19,0.15,0.16,0.16,0.15,0.15,0.17,0.16,0.14,0.17,0.16,0.16,0.15,0.0,0.14,0.12,0.13,0.15,0.15,0.14,0.14,0.13,0.16,0.13,0.14,0.14,0.13,0.12,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.13,0.12,0.1,0.0,0.11,0.12,0.12,0.1,0.13,0.11,0.11,0.09,0.09,0.12,0.1,0.11,0.11,0.12,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.09,0.12,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.12,0.0,0.1,0.09,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,95.34
10/22/2021,10.74,4.09,4.19,2.7,3.45,2.1,1.93,1.86,1.56,1.67,1.51,1.48,1.06,1.39,1.08,1.14,1.08,1.07,1.13,0.98,0.98,1.09,0.96,0.89,0.88,0.68,0.79,0.73,0.63,0.77,0.58,0.76,0.67,0.65,0.69,0.6,0.62,0.61,0.6,0.54,0.59,0.52,0.5,0.58,0.53,0.48,0.49,0.5,0.4,0.41,0.36,0.44,0.35,0.38,0.42,0.43,0.38,0.38,0.35,0.41,0.34,0.29,0.4,0.41,0.34,0.35,0.37,0.29,0.34,0.35,0.36,0.3,0.32,0.31,0.33,0.31,0.28,0.32,0.27,0.27,0.28,0.34,0.19,0.24,0.22,0.24,0.25,0.25,0.23,0.25,0.22,0.23,0.22,0.2,0.24,0.23,0.18,0.26,0.22,0.2,0.26,0.24,0.19,0.19,0.24,0.22,0.19,0.18,0.18,0.21,0.21,0.19,0.18,0.18,0.2,0.18,0.18,0.19,0.2,0.17,0.19,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.16,0.16,0.19,0.15,0.16,0.16,0.15,0.15,0.18,0.16,0.14,0.17,0.16,0.16,0.15,0.0,0.15,0.12,0.13,0.15,0.15,0.14,0.14,0.13,0.16,0.12,0.14,0.14,0.13,0.12,0.11,0.12,0.1,0.11,0.11,0.1,0.12,0.11,0.13,0.12,0.09,0.09,0.11,0.13,0.12,0.09,0.13,0.11,0.11,0.0,0.09,0.12,0.1,0.11,0.11,0.12,0.11,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.11,0.0,0.12,0.09,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.12,0.0,0.1,0.09,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,95.3
