,COSCO SHIPPING Holdings Company Limited (Class H),Yanzhou Coal Mining Company Limited (Class H),Jiangxi Copper Company Ltd. (Class H),688.HK,392.HK,"Chongqing Changan Automobile Co., Ltd. (Class B)",1114.HK,836.HK,1585.HK,"China Molybdenum Co., Ltd. (Class H)","Zijin Mining Group Co., Ltd.",1378.HK,"Xinjiang Goldwind Science & Technology Co., Ltd. (Class H)",2328.HK,2269.HK,992.HK,COSCO SHIPPING Energy Transportation Company Limited (Class H),"Flat Glass Group Co., Ltd. (Class H)",2777.HK,489.HK,1813.HK,Great Wall Motor Company Limited (Class H),2020.HK,2357.HK,US Dollar,1313.HK,285.HK,China Railway Group Ltd. (Class H),968.HK,China Petroleum & Chemical Corporation (Sinopec) (Class H),China Shenhua Energy Company Limited (Class H),1801.HK,China Coal Energy Company Limited,3383.HK,China National Building Material Company Ltd. (Class H),Aluminum Corporation of China Limited (Class H),"Huaxin Cement Co., Ltd. (Class B)","Zoomlion Heavy Industry Science and Technology Co., Ltd. (Class H)",2331.HK,2382.HK,Huadian Power International Corp. Ltd. (Class H),2013.HK,BYD Company Limited (Class H),3888.HK,586.HK,Anhui Conch Cement Company Limited (Class H),1919.HK,1171.HK,D7N.,358.HK,200625.SZ,2899.HK,6865.HK,2208.HK,1138.HK,2333.HK,390.HK,SNPMF,1088.HK,1898.HK,3323.HK,2600.HK,1157.HK,900933.SZ,SHX.,BY6.,AQE.,Hong Kong Dollar,Us Dollars,347.HK,1548.HK,598.HK,3759.HK,1918.HK,ACRE,956.HK,2196.HK,867.HK,3808.HK,1268.HK,2359.HK,135.HK,788.HK,916.HK,3998.HK,857.HK,3380.HK,881.HK,1109.HK,148.HK,3988.HK,1359.HK,3328.HK,6098.HK,Angang Steel Company Limited (Class H),Sinotrans Limited (Class H),6078.HK,"Pharmaron Beijing Co., Ltd. (Class H)","Shanghai Fosun Pharmaceutical (Group) Co, Ltd. (Class H)",China Suntien Green Energy Corporation Limited (Class H),Sinotruk (Hong Kong) Limited,"WuXi AppTec Co., Ltd. (Class H)",Bosideng International Holdings Limited,PetroChina Company Limited (Class H),Bank of China Ltd.,"Bank of Communications Co., Ltd. (Class H)",n/a,8174.T,688101.SS,FTOXX,688001.SS,SUM
11/09/2021,0.0,0.0,0.0,3.37,0.0,0.0,2.27,5.43,0.0,0.0,0.0,1.5,0.0,2.22,1.59,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.99,1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3.36,0.0,2.75,0.82,0.0,2.99,1.98,1.43,0.0,0.0,0.0,0.97,0.0,3.47,1.55,3.53,0.0,3.24,0.0,2.67,0.76,2.83,3.31,0.0,0.0,2.66,2.58,2.13,2.14,1.5,0.0,3.61,1.27,1.35,1.31,1.31,1.22,1.36,1.37,1.94,1.52,1.32,0.9,0.76,0.7,0.56,0.71,0.62,0.65,0.47,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,100.0
11/10/2021,0.0,0.0,0.0,3.37,0.0,0.0,2.27,5.43,0.0,0.0,0.0,1.5,0.0,2.22,1.59,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.99,1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3.36,0.0,2.75,0.82,0.0,2.99,1.98,1.43,0.0,0.0,0.0,0.97,0.0,3.47,1.55,3.53,0.0,3.24,0.0,2.67,0.76,2.83,3.31,0.0,0.0,2.66,2.58,2.13,2.14,1.5,0.0,3.61,1.27,1.35,1.31,1.31,1.22,1.36,1.37,1.94,1.52,1.32,0.9,0.76,0.7,0.56,0.71,0.62,0.65,0.47,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,100.0
11/11/2021,0.0,0.0,0.0,3.44,0.0,0.0,2.32,5.32,0.0,0.0,0.0,1.49,0.0,2.26,1.46,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,3.01,1.44,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,3.37,0.0,2.79,0.86,0.0,3.05,2.01,1.51,0.0,0.0,0.0,0.94,0.0,3.51,1.59,3.59,0.0,3.27,0.0,2.63,0.75,2.77,3.34,0.0,0.0,2.74,2.48,2.11,2.07,1.52,0.0,3.39,1.25,1.37,1.38,1.31,1.19,1.39,1.38,1.82,1.47,1.35,0.91,0.76,0.71,0.57,0.72,0.63,0.67,0.46,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,99.97999999999998
11/12/2021,0.0,0.0,0.0,3.44,0.0,0.0,2.23,5.37,0.0,0.0,0.0,1.51,0.0,2.24,1.61,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,3.02,1.49,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3.37,0.0,2.79,0.84,0.0,3.1,2.0,1.49,0.0,0.0,0.0,0.95,0.0,3.51,1.55,3.54,0.0,3.27,0.0,2.62,0.76,2.83,3.32,0.0,0.0,2.73,2.52,2.16,2.25,1.51,0.0,3.44,1.29,1.39,1.4,1.31,1.24,1.4,1.38,1.86,1.51,1.35,0.9,0.77,0.71,0.57,0.72,0.62,0.67,0.47,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,100.04000000000002
11/15/2021,0.0,0.0,0.0,3.78,0.0,0.0,2.36,4.96,0.0,0.0,0.0,1.52,0.0,2.18,1.62,0.0,0.0,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0,3.08,1.55,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,3.32,0.0,2.75,0.83,0.0,3.05,1.98,1.48,0.0,0.0,0.0,0.94,0.0,3.47,1.55,3.43,0.0,3.26,0.0,2.74,0.71,2.69,3.36,0.0,0.0,2.84,2.69,2.14,2.17,1.84,0.0,3.14,1.31,1.38,1.44,1.27,1.23,1.38,1.35,1.69,1.46,1.33,1.04,0.73,0.8,0.57,0.7,0.62,0.65,0.5,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,100.0
11/16/2021,0.0,0.0,0.0,3.84,0.0,0.0,0.0,5.11,0.0,0.0,0.0,1.59,0.0,2.21,1.65,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,3.11,1.74,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,3.41,0.0,2.78,0.84,0.0,3.11,2.05,1.52,0.0,0.0,0.0,0.96,0.0,3.52,1.57,3.38,0.0,3.3,0.0,2.8,0.71,2.74,3.4,0.0,0.0,2.84,2.78,2.18,2.24,1.87,0.0,3.32,1.35,1.4,1.48,1.28,1.26,1.4,1.38,1.79,1.52,1.37,1.0,0.74,0.84,0.59,0.72,0.64,0.67,0.53,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,100.01000000000002
11/17/2021,0.0,0.0,0.0,3.84,0.0,0.0,0.0,5.11,0.0,0.0,0.0,1.59,0.0,2.21,1.65,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,3.11,1.74,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,3.41,0.0,2.78,0.84,0.0,3.11,2.05,1.52,0.0,0.0,0.0,0.96,0.0,3.52,1.57,3.38,0.0,3.3,0.0,2.8,0.71,2.74,3.4,0.0,0.0,2.84,2.78,2.18,2.24,1.87,0.0,3.32,1.35,1.4,1.48,1.28,1.26,1.4,1.38,1.79,1.52,1.37,1.0,0.74,0.84,0.59,0.72,0.64,0.67,0.53,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,100.01000000000002
11/24/2021,0.0,0.0,0.0,3.71,0.0,0.0,0.0,4.94,0.0,0.0,0.0,1.54,0.0,2.18,1.68,0.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,2.92,1.65,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,3.32,0.0,2.7,0.8,0.0,3.0,1.85,1.49,0.0,0.0,0.0,0.95,0.0,3.37,1.53,3.2,0.0,3.12,0.0,2.75,0.69,2.66,3.25,0.0,0.0,2.61,3.12,2.17,2.19,1.64,0.0,3.24,1.41,1.35,1.49,1.24,1.24,1.39,1.35,1.66,1.51,1.32,0.99,0.75,0.83,0.62,0.71,0.61,0.66,0.44,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,99.99
11/25/2021,0.0,0.0,0.0,3.71,0.0,0.0,0.0,4.94,0.0,0.0,0.0,1.54,0.0,2.18,1.68,0.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,2.92,1.65,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,3.32,0.0,2.7,0.8,0.0,3.0,1.85,1.49,0.0,0.0,0.0,0.95,0.0,3.37,1.53,3.2,0.0,3.12,0.0,2.75,0.69,2.66,3.25,0.0,0.0,2.61,3.12,2.17,2.19,1.64,0.0,3.24,1.41,1.35,1.49,1.24,1.24,1.39,1.35,1.66,1.51,1.32,0.99,0.75,0.83,0.62,0.71,0.61,0.66,0.44,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,99.99
11/26/2021,0.0,0.0,0.0,3.76,0.0,0.0,0.0,4.68,0.0,0.0,0.0,1.61,0.0,2.19,1.55,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,2.91,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,3.35,0.0,2.77,0.85,0.0,3.03,1.86,1.49,0.0,0.0,0.0,1.0,0.0,3.31,1.55,3.22,0.0,3.07,0.0,2.8,0.68,2.82,3.26,0.0,0.0,2.73,3.03,2.18,2.12,1.61,0.0,3.02,1.34,1.32,1.56,1.25,1.22,1.45,1.36,1.61,1.44,1.32,1.02,0.72,0.85,0.66,0.71,0.62,0.65,0.43,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,99.99
11/29/2021,0.0,0.0,0.0,3.76,0.0,0.0,0.0,5.03,0.0,0.0,0.0,1.55,0.0,2.13,1.58,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,2.93,1.77,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3.33,0.0,2.74,0.88,0.0,2.97,1.82,1.43,0.0,0.0,0.0,1.01,0.0,3.34,1.58,3.25,0.0,3.05,0.0,2.78,0.69,2.77,3.24,0.0,0.0,2.67,3.08,2.16,2.17,1.53,0.0,3.22,1.32,1.33,1.53,1.24,1.25,1.44,1.33,1.67,1.43,1.33,1.0,0.71,0.84,0.65,0.7,0.61,0.64,0.4,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,99.96
12/01/2021,0.0,0.0,0.0,3.76,0.0,0.0,0.0,5.24,0.0,0.0,0.0,1.53,0.0,2.15,1.53,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,2.89,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3.34,0.0,2.75,0.81,0.0,2.95,1.84,1.4,0.0,0.0,0.0,0.97,0.0,3.24,1.56,3.15,0.0,2.97,0.0,2.8,0.68,2.82,3.2,0.0,0.0,2.66,3.37,2.14,2.23,1.5,0.0,3.22,1.33,1.39,1.49,1.29,1.32,1.46,1.36,1.69,1.43,1.28,1.0,0.73,0.81,0.68,0.7,0.61,0.64,0.38,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,99.99
