,MRNA,AMGN,GILD,ILMN,REGN,BIIB,VRTX,BNTX,SGEN,HZNP,ALNY,AZN,NVAX,INCY,RPRX,BGNE,BMRN,SNY,NTLA,GH,CRSP,ZLAB,SYNH,UTHR,JAZZ,ARGX,FATE,NBIX,BBIO,XLRN,MRTX,BEAM,SRPT,DNLI,ASND,RARE,ARWR,MEDP,PACB,HALO,EXEL,BPMC,IONS,VIR,TWST,ALKS,ADPT,APLS,KOD,ARVN,EDIT,IBRX,ALLK,SWTX,IOVA,RETA,TPTX,KRTX,CRTX,RLAY,ARNA,ALLO,BCRX,ACAD,VCYT,TBIO,PTCT,FOLD,INSM,AGIO,NKTR,CYTK,ALXO,PRTA,MYGN,PCRX,SAGE,NSTG,ITCI,IMAB,GMAB,HCM,IRWD,ALEC,RUBY,AMRN,PTGX,ZNTL,INO,IGMS,AUP.TO,RCKT,RVNC,XNCR,NGM,GBT,LGND,RVMD,GRFS,CSTL,DCPH,DRNA,CDXS,SGMO,MGNX,REPL,MDGL,NRIX,SRRK,PCVX,QURE,RGNX,SUPN,YMAB,ARCT,BLUE,ALVR,PGEN,RPTX,NKTX,GBIO,KRYS,AMTI,FGEN,IMGN,KURA,FMTX,INVA,ARQT,ATRA,CHRS,LEGN,MNKD,CCXI,ISEE,ENDP,TBPH,OMER,STOK,ENTA,RAPT,AMPH,AXSM,TVTX,VNDA,KDMN,ITOS,PSNL,MRSN,IDYA,STRO,OCUL,KROS,IMVT,SMMT,SNDX,PETQ,ANNX,ZGNX,CRNX,RNA,PLRX,AFMD,FULC,XENE,RYTM,RIGL,ORIC,AERI,DTIL,GOSS,CARA,AKRO,RDUS,ANAB,COLL,MGTX,PASG,GTHX,MCRB,EGRX,KDNY,CGEN,PSTX,EPZM,TCRR,ADAP,CLVS,ICPT,PAHC,SELB,ACIU,VSTM,XBIT,KALV,AVDL,SIGA,MRNS,ALT,SPRO,FRTT,GLPG,BPFH,APLT,AUPH,AKBA,PLLDA.AX,GERN,RDHL,KPTI,RLMD,KZR,FIXX,n/a,AGPXX,AKUS,ANIP,EH3A.,FLXN,JNCE,KNSA,MGTA,TSVTV,CTMX,ABUS,PRVB,VTRS,NVCR,CVAC,MRVI,ABCL,SANA,RXRX,KYMR,HRMY,TIL,LYEL,VERV,ERAS,MORF,INBX,CCCC,AVXL,SEER,MRUS,ATAI,RXDX,BCYC,DAWN,PMVP,MXCT.L,NUVL,ICVX,CRBU,GRTS,IPSC,DSGN,HUMA,ME,ABSI,GLUE,ACRS,JANX,TNYA,KRON,BVS,OMIC,PRAX,IMGO,EWTX,KNTE,QSI,AVIR,TSVT,ACET,TCDA,BCAB,CGEM,NAUT,OMGA,SUM
11/01/2021,7.93,7.89,7.32,5.61,5.7,3.36,3.9,2.03,2.82,2.32,1.68,1.69,0.98,1.26,1.42,1.62,1.25,1.01,0.87,1.04,0.63,0.64,0.82,0.75,0.71,0.68,0.47,0.84,0.66,0.92,0.84,0.55,0.55,0.52,0.68,0.5,0.6,0.69,0.46,0.48,0.6,0.58,0.39,0.44,0.52,0.41,0.43,0.24,0.53,0.37,0.23,0.28,0.5,0.29,0.34,0.27,0.19,0.36,0.0,0.31,0.31,0.21,0.24,0.25,0.3,0.0,0.22,0.25,0.3,0.25,0.26,0.26,0.2,0.22,0.22,0.2,0.21,0.2,0.32,0.22,0.19,0.14,0.18,0.16,0.11,0.0,0.14,0.31,0.13,0.11,0.0,0.17,0.09,0.2,0.13,0.2,0.21,0.19,0.14,0.14,0.18,0.15,0.2,0.11,0.11,0.12,0.11,0.13,0.08,0.11,0.12,0.14,0.14,0.1,0.11,0.14,0.14,0.09,0.08,0.05,0.11,0.1,0.08,0.09,0.11,0.1,0.08,0.11,0.1,0.12,0.11,0.14,0.11,0.21,0.16,0.09,0.05,0.0,0.08,0.15,0.09,0.08,0.13,0.14,0.09,0.14,0.08,0.08,0.06,0.08,0.08,0.05,0.09,0.08,0.05,0.08,0.06,0.06,0.07,0.08,0.09,0.05,0.07,0.08,0.13,0.05,0.05,0.05,0.04,0.05,0.08,0.07,0.07,0.09,0.08,0.06,0.09,0.04,0.05,0.05,0.06,0.04,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.04,0.0,0.05,0.04,0.04,0.04,0.05,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.0,0.34,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6
11/02/2021,7.9,7.91,7.08,5.65,5.85,3.39,3.98,2.0,2.8,2.37,1.66,1.7,0.97,1.29,1.47,1.59,1.27,1.02,0.85,1.03,0.61,0.64,0.85,0.75,0.71,0.73,0.45,0.87,0.65,0.93,0.85,0.52,0.55,0.52,0.69,0.5,0.58,0.71,0.46,0.48,0.59,0.58,0.39,0.43,0.51,0.43,0.41,0.23,0.53,0.37,0.22,0.27,0.48,0.29,0.33,0.27,0.18,0.36,0.0,0.31,0.31,0.22,0.23,0.25,0.3,0.0,0.23,0.25,0.31,0.24,0.24,0.26,0.2,0.22,0.21,0.2,0.21,0.19,0.31,0.23,0.19,0.14,0.18,0.15,0.11,0.0,0.13,0.32,0.13,0.11,0.0,0.17,0.09,0.2,0.13,0.2,0.21,0.19,0.13,0.14,0.17,0.14,0.2,0.1,0.11,0.12,0.11,0.13,0.08,0.11,0.12,0.13,0.14,0.09,0.1,0.14,0.14,0.09,0.08,0.05,0.11,0.1,0.08,0.09,0.11,0.1,0.08,0.11,0.09,0.12,0.11,0.15,0.1,0.21,0.16,0.09,0.05,0.0,0.07,0.15,0.08,0.08,0.13,0.15,0.08,0.14,0.08,0.08,0.05,0.07,0.08,0.05,0.09,0.08,0.04,0.08,0.06,0.06,0.08,0.09,0.09,0.05,0.07,0.08,0.14,0.05,0.05,0.05,0.04,0.05,0.08,0.07,0.07,0.09,0.08,0.06,0.08,0.04,0.05,0.05,0.06,0.04,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.04,0.0,0.05,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.0,0.04,0.0,0.0,0.37,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.52
11/03/2021,7.9,7.91,7.08,5.65,5.85,3.39,3.98,2.0,2.8,2.37,1.66,1.7,0.97,1.29,1.47,1.59,1.27,1.02,0.85,1.03,0.61,0.64,0.85,0.75,0.71,0.73,0.45,0.87,0.65,0.93,0.85,0.52,0.55,0.52,0.69,0.5,0.58,0.71,0.46,0.48,0.59,0.58,0.39,0.43,0.51,0.43,0.41,0.23,0.53,0.37,0.22,0.27,0.48,0.29,0.33,0.27,0.18,0.36,0.0,0.31,0.31,0.22,0.23,0.25,0.3,0.0,0.23,0.25,0.31,0.24,0.24,0.26,0.2,0.22,0.21,0.2,0.21,0.19,0.31,0.23,0.19,0.14,0.18,0.15,0.11,0.0,0.13,0.32,0.13,0.11,0.0,0.17,0.09,0.2,0.13,0.2,0.21,0.19,0.13,0.14,0.17,0.14,0.2,0.1,0.11,0.12,0.11,0.13,0.08,0.11,0.12,0.13,0.14,0.09,0.1,0.14,0.14,0.09,0.08,0.05,0.11,0.1,0.08,0.09,0.11,0.1,0.08,0.11,0.09,0.12,0.11,0.15,0.1,0.21,0.16,0.09,0.05,0.0,0.07,0.15,0.08,0.08,0.13,0.15,0.08,0.14,0.08,0.08,0.05,0.07,0.08,0.05,0.09,0.08,0.04,0.08,0.06,0.06,0.08,0.09,0.09,0.05,0.07,0.08,0.14,0.05,0.05,0.05,0.04,0.05,0.08,0.07,0.07,0.09,0.08,0.06,0.08,0.04,0.05,0.05,0.06,0.04,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.04,0.0,0.05,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.0,0.04,0.0,0.0,0.37,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.52
11/04/2021,7.9,7.91,7.08,5.65,5.85,3.39,3.98,2.0,2.8,2.37,1.66,1.7,0.97,1.29,1.47,1.59,1.27,1.02,0.85,1.03,0.61,0.64,0.85,0.75,0.71,0.73,0.45,0.87,0.65,0.93,0.85,0.52,0.55,0.52,0.69,0.5,0.58,0.71,0.46,0.48,0.59,0.58,0.39,0.43,0.51,0.43,0.41,0.23,0.53,0.37,0.22,0.27,0.48,0.29,0.33,0.27,0.18,0.36,0.0,0.31,0.31,0.22,0.23,0.25,0.3,0.0,0.23,0.25,0.31,0.24,0.24,0.26,0.2,0.22,0.21,0.2,0.21,0.19,0.31,0.23,0.19,0.14,0.18,0.15,0.11,0.0,0.13,0.32,0.13,0.11,0.0,0.17,0.09,0.2,0.13,0.2,0.21,0.19,0.13,0.14,0.17,0.14,0.2,0.1,0.11,0.12,0.11,0.13,0.08,0.11,0.12,0.13,0.14,0.09,0.1,0.14,0.14,0.09,0.08,0.05,0.11,0.1,0.08,0.09,0.11,0.1,0.08,0.11,0.09,0.12,0.11,0.15,0.1,0.21,0.16,0.09,0.05,0.0,0.07,0.15,0.08,0.08,0.13,0.15,0.08,0.14,0.08,0.08,0.05,0.07,0.08,0.05,0.09,0.08,0.04,0.08,0.06,0.06,0.08,0.09,0.09,0.05,0.07,0.08,0.14,0.05,0.05,0.05,0.04,0.05,0.08,0.07,0.07,0.09,0.08,0.06,0.08,0.04,0.05,0.05,0.06,0.04,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.04,0.0,0.05,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.0,0.04,0.0,0.0,0.37,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.52
11/05/2021,7.79,7.99,7.02,5.54,5.7,3.38,3.81,2.03,2.8,2.26,1.7,1.69,1.24,1.2,1.39,1.56,1.3,1.03,0.85,1.01,0.63,0.61,0.83,0.74,0.7,0.76,0.47,0.77,0.65,0.9,0.73,0.55,0.56,0.53,0.73,0.49,0.68,0.7,0.48,0.48,0.59,0.56,0.4,0.41,0.54,0.41,0.42,0.25,0.55,0.39,0.22,0.29,0.45,0.29,0.33,0.26,0.19,0.37,0.04,0.32,0.33,0.24,0.23,0.26,0.32,0.0,0.24,0.27,0.32,0.25,0.26,0.25,0.2,0.23,0.21,0.2,0.22,0.18,0.33,0.23,0.19,0.14,0.18,0.16,0.12,0.0,0.13,0.31,0.13,0.11,0.0,0.18,0.09,0.21,0.13,0.21,0.23,0.2,0.13,0.14,0.17,0.14,0.19,0.11,0.11,0.13,0.12,0.13,0.08,0.11,0.14,0.13,0.14,0.1,0.11,0.14,0.13,0.09,0.08,0.05,0.11,0.1,0.08,0.1,0.12,0.1,0.08,0.11,0.1,0.13,0.11,0.14,0.11,0.22,0.18,0.1,0.05,0.0,0.08,0.15,0.09,0.08,0.13,0.16,0.1,0.14,0.09,0.08,0.06,0.07,0.09,0.05,0.09,0.08,0.05,0.08,0.06,0.05,0.07,0.1,0.09,0.05,0.07,0.07,0.14,0.06,0.05,0.05,0.05,0.05,0.08,0.08,0.07,0.09,0.07,0.06,0.08,0.04,0.06,0.05,0.06,0.04,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.0,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.0,0.0,0.05,0.0,0.04,0.0,0.0,0.35,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5
11/08/2021,6.35,8.02,7.08,5.61,5.78,3.48,4.08,1.92,2.94,2.14,1.88,1.7,1.14,1.27,1.44,1.6,1.3,1.03,0.84,0.99,0.61,0.61,0.91,0.77,0.7,0.78,0.49,0.75,0.66,0.9,0.73,0.53,0.59,0.55,0.71,0.5,0.73,0.7,0.51,0.49,0.51,0.56,0.42,0.41,0.57,0.42,0.44,0.26,0.56,0.4,0.22,0.29,0.44,0.31,0.33,0.27,0.19,0.4,0.04,0.34,0.33,0.24,0.18,0.28,0.32,0.0,0.25,0.28,0.33,0.23,0.26,0.28,0.18,0.22,0.2,0.21,0.23,0.19,0.32,0.22,0.19,0.14,0.18,0.17,0.12,0.14,0.14,0.32,0.13,0.12,0.0,0.2,0.09,0.21,0.13,0.21,0.22,0.21,0.12,0.13,0.18,0.15,0.19,0.14,0.11,0.13,0.13,0.13,0.08,0.11,0.14,0.14,0.14,0.09,0.1,0.15,0.14,0.09,0.09,0.05,0.11,0.1,0.08,0.1,0.12,0.1,0.08,0.11,0.09,0.14,0.12,0.13,0.1,0.23,0.18,0.1,0.05,0.04,0.08,0.15,0.1,0.08,0.13,0.16,0.09,0.14,0.09,0.08,0.06,0.08,0.09,0.05,0.11,0.09,0.05,0.07,0.06,0.05,0.08,0.11,0.1,0.05,0.07,0.07,0.15,0.06,0.05,0.05,0.05,0.05,0.09,0.08,0.08,0.09,0.08,0.06,0.08,0.04,0.06,0.06,0.06,0.05,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.0,0.0,0.05,0.04,0.04,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.04,0.0,0.0,0.35,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.34000000000002
11/09/2021,5.44,8.2,7.26,5.57,5.61,3.56,4.16,1.56,3.04,2.19,1.95,1.73,1.04,1.31,1.48,1.63,1.35,1.05,0.87,0.98,0.6,0.54,0.91,0.8,0.72,0.78,0.51,0.78,0.7,0.92,0.74,0.52,0.62,0.59,0.74,0.5,0.74,0.71,0.51,0.51,0.54,0.59,0.42,0.36,0.59,0.43,0.46,0.26,0.55,0.4,0.23,0.29,0.44,0.32,0.34,0.29,0.19,0.4,0.04,0.34,0.33,0.25,0.2,0.28,0.31,0.0,0.26,0.28,0.34,0.24,0.22,0.3,0.18,0.23,0.21,0.23,0.23,0.2,0.32,0.23,0.2,0.14,0.18,0.18,0.12,0.14,0.14,0.33,0.12,0.14,0.0,0.2,0.09,0.21,0.15,0.19,0.22,0.22,0.12,0.13,0.04,0.15,0.23,0.14,0.12,0.14,0.14,0.13,0.09,0.12,0.14,0.15,0.15,0.08,0.09,0.08,0.14,0.09,0.09,0.05,0.11,0.1,0.08,0.11,0.12,0.11,0.08,0.11,0.1,0.14,0.12,0.14,0.11,0.25,0.19,0.13,0.06,0.04,0.08,0.17,0.1,0.08,0.13,0.16,0.09,0.14,0.09,0.08,0.06,0.08,0.1,0.05,0.11,0.09,0.05,0.08,0.06,0.05,0.08,0.11,0.1,0.06,0.07,0.07,0.15,0.06,0.05,0.06,0.05,0.05,0.09,0.08,0.08,0.09,0.09,0.06,0.08,0.05,0.06,0.06,0.06,0.06,0.05,0.0,0.04,0.0,0.07,0.05,0.06,0.0,0.0,0.05,0.04,0.04,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.04,0.0,0.0,0.36,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.04,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.36
11/10/2021,5.44,8.2,7.26,5.57,5.61,3.56,4.16,1.56,3.04,2.19,1.95,1.73,1.04,1.31,1.48,1.63,1.35,1.05,0.87,0.98,0.6,0.54,0.91,0.8,0.72,0.78,0.51,0.78,0.7,0.92,0.74,0.52,0.62,0.59,0.74,0.5,0.74,0.71,0.51,0.51,0.54,0.59,0.42,0.36,0.59,0.43,0.46,0.26,0.55,0.4,0.23,0.29,0.44,0.32,0.34,0.29,0.19,0.4,0.04,0.34,0.33,0.25,0.2,0.28,0.31,0.0,0.26,0.28,0.34,0.24,0.22,0.3,0.18,0.23,0.21,0.23,0.23,0.2,0.32,0.23,0.2,0.14,0.18,0.18,0.12,0.14,0.14,0.33,0.12,0.14,0.0,0.2,0.09,0.21,0.15,0.19,0.22,0.22,0.12,0.13,0.04,0.15,0.23,0.14,0.12,0.14,0.14,0.13,0.09,0.12,0.14,0.15,0.15,0.08,0.09,0.08,0.14,0.09,0.09,0.05,0.11,0.1,0.08,0.11,0.12,0.11,0.08,0.11,0.1,0.14,0.12,0.14,0.11,0.25,0.19,0.13,0.06,0.04,0.08,0.17,0.1,0.08,0.13,0.16,0.09,0.14,0.09,0.08,0.06,0.08,0.1,0.05,0.11,0.09,0.05,0.08,0.06,0.05,0.08,0.11,0.1,0.06,0.07,0.07,0.15,0.06,0.05,0.06,0.05,0.05,0.09,0.08,0.08,0.09,0.09,0.06,0.08,0.05,0.06,0.06,0.06,0.06,0.05,0.0,0.04,0.0,0.07,0.05,0.06,0.0,0.0,0.05,0.04,0.04,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.04,0.0,0.0,0.36,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.04,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.36
11/11/2021,5.63,8.12,7.23,5.51,5.72,3.49,4.16,1.75,3.05,2.14,1.97,1.72,1.13,1.29,1.49,1.56,1.34,1.05,0.87,0.98,0.63,0.53,0.93,0.8,0.71,0.79,0.51,0.78,0.68,0.93,0.72,0.58,0.63,0.58,0.74,0.49,0.76,0.71,0.52,0.49,0.52,0.58,0.43,0.37,0.57,0.42,0.45,0.26,0.55,0.4,0.24,0.29,0.44,0.33,0.34,0.3,0.19,0.39,0.04,0.34,0.33,0.25,0.19,0.28,0.32,0.0,0.26,0.28,0.33,0.23,0.24,0.3,0.19,0.23,0.22,0.23,0.23,0.2,0.32,0.22,0.2,0.14,0.19,0.18,0.12,0.0,0.15,0.31,0.13,0.14,0.0,0.2,0.09,0.21,0.14,0.19,0.22,0.21,0.13,0.14,0.05,0.15,0.24,0.14,0.11,0.14,0.13,0.13,0.09,0.12,0.14,0.14,0.16,0.09,0.09,0.06,0.14,0.09,0.09,0.05,0.11,0.1,0.08,0.1,0.11,0.11,0.08,0.11,0.1,0.13,0.12,0.14,0.11,0.24,0.18,0.13,0.06,0.04,0.09,0.17,0.1,0.08,0.14,0.16,0.09,0.0,0.09,0.08,0.06,0.08,0.09,0.05,0.12,0.09,0.05,0.08,0.06,0.06,0.08,0.11,0.1,0.06,0.07,0.07,0.15,0.06,0.05,0.06,0.05,0.05,0.09,0.08,0.08,0.08,0.09,0.06,0.08,0.04,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.07,0.05,0.06,0.0,0.0,0.05,0.04,0.04,0.0,0.06,0.05,0.04,0.0,0.05,0.0,0.05,0.0,0.0,0.35,0.04,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.14,0.04,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5
11/12/2021,5.51,8.22,7.33,5.47,5.72,3.48,4.18,1.65,3.01,2.15,1.94,1.73,1.12,1.3,1.5,1.67,1.34,1.06,0.9,0.97,0.62,0.53,0.93,0.79,0.71,0.8,0.52,0.77,0.68,0.94,0.76,0.58,0.62,0.57,0.74,0.49,0.75,0.71,0.51,0.49,0.52,0.6,0.43,0.38,0.56,0.36,0.43,0.29,0.53,0.4,0.25,0.28,0.43,0.33,0.34,0.31,0.19,0.39,0.04,0.34,0.33,0.24,0.21,0.31,0.32,0.0,0.25,0.27,0.33,0.23,0.23,0.31,0.15,0.23,0.22,0.23,0.23,0.19,0.32,0.21,0.19,0.15,0.18,0.18,0.12,0.0,0.15,0.31,0.13,0.14,0.0,0.2,0.09,0.2,0.14,0.19,0.22,0.21,0.13,0.12,0.05,0.15,0.23,0.14,0.12,0.14,0.14,0.13,0.09,0.12,0.14,0.15,0.16,0.09,0.09,0.07,0.14,0.09,0.1,0.05,0.11,0.09,0.08,0.1,0.1,0.11,0.08,0.12,0.1,0.14,0.13,0.14,0.11,0.24,0.18,0.14,0.06,0.0,0.09,0.17,0.1,0.09,0.14,0.16,0.09,0.0,0.09,0.08,0.06,0.08,0.09,0.05,0.12,0.09,0.05,0.08,0.06,0.06,0.08,0.12,0.1,0.06,0.07,0.07,0.16,0.06,0.05,0.06,0.05,0.05,0.09,0.08,0.08,0.08,0.09,0.06,0.08,0.04,0.06,0.06,0.06,0.06,0.05,0.0,0.04,0.0,0.07,0.05,0.06,0.0,0.0,0.05,0.04,0.04,0.0,0.06,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.34,0.04,0.0,0.05,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.04,0.04,0.04,0.0,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.52
11/15/2021,5.33,8.34,7.59,5.41,5.91,3.49,4.13,1.75,2.91,2.2,1.86,1.77,1.14,1.29,1.54,1.69,1.34,1.09,0.86,0.96,0.6,0.53,0.96,0.81,0.74,0.78,0.49,0.76,0.65,0.95,0.67,0.56,0.62,0.56,0.73,0.5,0.71,0.71,0.48,0.5,0.51,0.61,0.43,0.39,0.52,0.36,0.43,0.31,0.52,0.38,0.24,0.28,0.41,0.31,0.33,0.29,0.19,0.37,0.0,0.35,0.33,0.25,0.2,0.3,0.3,0.0,0.25,0.28,0.33,0.23,0.23,0.3,0.16,0.23,0.22,0.23,0.23,0.2,0.31,0.23,0.19,0.15,0.18,0.17,0.12,0.0,0.16,0.32,0.14,0.14,0.0,0.2,0.1,0.21,0.14,0.18,0.24,0.21,0.13,0.12,0.05,0.16,0.22,0.13,0.11,0.14,0.14,0.13,0.11,0.12,0.14,0.15,0.16,0.09,0.09,0.07,0.14,0.08,0.1,0.06,0.11,0.1,0.08,0.1,0.1,0.11,0.08,0.11,0.1,0.13,0.13,0.14,0.11,0.24,0.18,0.14,0.06,0.05,0.09,0.17,0.1,0.09,0.14,0.17,0.09,0.0,0.09,0.08,0.06,0.08,0.09,0.05,0.13,0.09,0.05,0.08,0.06,0.06,0.08,0.11,0.11,0.05,0.06,0.07,0.14,0.06,0.05,0.06,0.05,0.06,0.09,0.07,0.08,0.08,0.08,0.06,0.08,0.04,0.06,0.06,0.06,0.07,0.05,0.0,0.04,0.0,0.06,0.04,0.06,0.04,0.0,0.04,0.05,0.04,0.0,0.06,0.05,0.04,0.0,0.05,0.0,0.05,0.0,0.0,0.34,0.05,0.0,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.04,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53
