,MSFT,AAPL,JNJ,VZ,PG,PFE,JPM,HD,MRK,CSCO,AVGO,PEP,INTC,BAC,UNH,CMCSA,BMY,AMGN,MCD,TXN,C,ABT,MMM,MDT,NEE,QCOM,UPS,WMT,RTX,DUK,UNP,LLY,LMT,HON,ACN,BLK,ORCL,TFC,V,SBUX,LIN,USB,MS,CAT,PNC,LOW,MDLZ,NKE,GS,KMB,ADP,MA,CL,AEP,COST,EXC,TGT,CB,SRE,MET,APD,ITW,ETN,CME,EMR,AXP,ANTM,GD,SCHW,TROW,ADI,PEG,EIX,ED,ALL,FIS,BDX,BK,MMC,NOC,XEL,WM,SYK,CSX,LHX,TRV,WEC,ES,ICE,SPGI,AFL,IFF,IP,XTSLA,CMI,LRCX,ETR,ADM,INTU,GLW,STT,APH,DTE,TEL,VFC,FAST,BBY,DHR,YUM,OMC,NTRS,TT,HPE,CLX,K,CAH,KLAC,KR,RF,AEE,SHW,CMS,TSN,AMP,STZ,DFS,ROK,EL,ZTS,MSI,ECL,GPC,HIG,EVRG,HSY,BAX,PPG,SYF,SWK,AON,AWK,PCAR,DG,MCO,NUE,OTIS,AES,NTAP,XLNX,MCHP,SJM,RSG,SWKS,LNT,FNF,AJG,HUM,CINF,PNW,ATVI,WU,HAS,DGX,MKC,NI,EMN,USD,WHR,ATO,MSCI,BR,HRL,LNC,GWW,CTAS,DOV,CE,RMD,RE,CDW,MAS,SNA,ROP,TSCO,CHD,ABC,CHRW,ALLY,UGI,DHI,MCK,A,NDAQ,WTRG,HUBB,VMC,STLD,RJF,SON,ALB,BAH,FAF,SNV,WSM,RPM,LEG,600340.SS,XYL,EXPD,ZION,DPZ,AVY,RHI,n/a,RGA,DTM,PB,HII,CFR,KO,COP,NSC,SYY,HPQ,FITB,KEY,PFG,MTB,PH,IPG,WLTW,CTRA,CMA,BEN,FHN,BLL,WSO,ORI,SUM
08/11/2021,3.31,3.24,2.86,2.63,2.75,3.02,2.64,2.34,2.05,1.97,1.88,1.83,1.64,1.59,1.5,1.46,1.4,1.2,1.2,1.19,1.19,1.09,1.03,1.0,1.03,1.0,0.86,0.98,0.94,0.96,0.87,0.97,0.74,0.8,0.78,0.74,0.77,0.72,0.69,0.69,0.72,0.68,0.69,0.61,0.6,0.54,0.53,0.56,0.55,0.49,0.52,0.49,0.45,0.48,0.5,0.47,0.47,0.45,0.4,0.42,0.4,0.4,0.41,0.39,0.39,0.36,0.33,0.35,0.33,0.33,0.32,0.33,0.3,0.32,0.3,0.27,0.29,0.32,0.32,0.29,0.3,0.29,0.26,0.26,0.27,0.26,0.27,0.27,0.25,0.26,0.26,0.24,0.23,0.24,0.22,0.23,0.23,0.22,0.23,0.22,0.24,0.23,0.22,0.22,0.2,0.21,0.2,0.21,0.21,0.16,0.17,0.19,0.18,0.16,0.18,0.15,0.19,0.18,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.15,0.14,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.12,0.15,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.11,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.1,0.12,0.1,0.1,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.79
08/13/2021,3.26,3.21,2.86,2.63,2.76,3.21,2.66,2.34,2.04,1.96,1.86,1.82,1.63,1.63,1.48,1.45,1.38,1.18,1.18,1.16,1.21,1.09,1.03,0.97,1.02,0.99,0.85,0.99,0.93,0.95,0.88,0.98,0.73,0.8,0.77,0.75,0.77,0.73,0.68,0.68,0.7,0.68,0.71,0.63,0.6,0.53,0.53,0.56,0.56,0.49,0.53,0.48,0.44,0.47,0.5,0.47,0.47,0.46,0.4,0.42,0.38,0.4,0.42,0.38,0.39,0.35,0.33,0.35,0.34,0.34,0.32,0.32,0.3,0.32,0.3,0.27,0.29,0.33,0.32,0.29,0.3,0.29,0.25,0.26,0.27,0.26,0.27,0.27,0.24,0.26,0.26,0.25,0.23,0.26,0.22,0.22,0.24,0.23,0.22,0.22,0.24,0.23,0.22,0.22,0.2,0.2,0.2,0.21,0.21,0.16,0.17,0.18,0.18,0.16,0.18,0.15,0.18,0.19,0.17,0.17,0.17,0.16,0.16,0.17,0.14,0.18,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.16,0.15,0.14,0.15,0.15,0.13,0.15,0.15,0.12,0.15,0.14,0.16,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.78000000000002
08/16/2021,3.28,3.26,2.87,2.62,2.76,3.13,2.69,2.34,2.05,1.98,1.86,1.82,1.61,1.65,1.45,1.46,1.36,1.18,1.19,1.15,1.23,1.09,1.03,0.98,1.05,0.99,0.86,0.99,0.93,0.94,0.89,0.96,0.72,0.8,0.77,0.75,0.77,0.74,0.66,0.67,0.71,0.69,0.72,0.64,0.6,0.54,0.53,0.55,0.57,0.49,0.52,0.47,0.44,0.47,0.5,0.47,0.47,0.46,0.4,0.42,0.38,0.4,0.42,0.38,0.39,0.35,0.32,0.35,0.34,0.33,0.31,0.33,0.31,0.32,0.3,0.27,0.3,0.33,0.32,0.29,0.3,0.29,0.26,0.27,0.27,0.26,0.27,0.27,0.24,0.26,0.26,0.25,0.23,0.26,0.23,0.21,0.23,0.23,0.23,0.21,0.24,0.23,0.22,0.23,0.2,0.21,0.2,0.21,0.21,0.17,0.18,0.18,0.18,0.16,0.18,0.15,0.18,0.19,0.17,0.17,0.18,0.16,0.17,0.17,0.14,0.18,0.17,0.16,0.16,0.16,0.15,0.14,0.16,0.16,0.15,0.13,0.15,0.15,0.13,0.16,0.15,0.13,0.14,0.14,0.17,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.11,0.13,0.13,0.12,0.1,0.12,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.0,0.11,0.1,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.88
08/17/2021,3.31,3.26,2.88,2.63,2.76,3.21,2.65,2.32,2.06,1.98,1.87,1.83,1.6,1.63,1.46,1.46,1.37,1.18,1.2,1.15,1.21,1.09,1.03,0.99,1.05,1.0,0.86,0.99,0.92,0.94,0.89,0.96,0.72,0.8,0.78,0.75,0.77,0.72,0.66,0.67,0.71,0.68,0.71,0.63,0.59,0.53,0.54,0.55,0.56,0.49,0.52,0.47,0.44,0.47,0.5,0.47,0.46,0.46,0.4,0.42,0.38,0.4,0.42,0.38,0.39,0.34,0.32,0.35,0.33,0.33,0.32,0.33,0.3,0.33,0.3,0.27,0.3,0.32,0.32,0.29,0.3,0.29,0.26,0.27,0.27,0.26,0.27,0.27,0.24,0.26,0.26,0.25,0.23,0.28,0.22,0.21,0.24,0.23,0.23,0.21,0.24,0.23,0.22,0.23,0.2,0.2,0.19,0.21,0.21,0.17,0.17,0.18,0.18,0.16,0.18,0.15,0.18,0.19,0.17,0.18,0.18,0.16,0.17,0.17,0.14,0.18,0.17,0.16,0.16,0.16,0.15,0.14,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.16,0.15,0.12,0.14,0.14,0.17,0.13,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.0,0.11,0.1,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.9
08/18/2021,3.31,3.26,2.88,2.63,2.76,3.21,2.65,2.32,2.06,1.98,1.87,1.83,1.6,1.63,1.46,1.46,1.37,1.18,1.2,1.15,1.21,1.09,1.03,0.99,1.05,1.0,0.86,0.99,0.92,0.94,0.89,0.96,0.72,0.8,0.78,0.75,0.77,0.72,0.66,0.67,0.71,0.68,0.71,0.63,0.59,0.53,0.54,0.55,0.56,0.49,0.52,0.47,0.44,0.47,0.5,0.47,0.46,0.46,0.4,0.42,0.38,0.4,0.42,0.38,0.39,0.34,0.32,0.35,0.33,0.33,0.32,0.33,0.3,0.33,0.3,0.27,0.3,0.32,0.32,0.29,0.3,0.29,0.26,0.27,0.27,0.26,0.27,0.27,0.24,0.26,0.26,0.25,0.23,0.28,0.22,0.21,0.24,0.23,0.23,0.21,0.24,0.23,0.22,0.23,0.2,0.2,0.19,0.21,0.21,0.17,0.17,0.18,0.18,0.16,0.18,0.15,0.18,0.19,0.17,0.18,0.18,0.16,0.17,0.17,0.14,0.18,0.17,0.16,0.16,0.16,0.15,0.14,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.16,0.15,0.12,0.14,0.14,0.17,0.13,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.0,0.11,0.1,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.9
08/19/2021,3.31,3.29,2.89,2.62,2.77,3.22,2.62,2.33,2.09,1.96,1.86,1.84,1.6,1.61,1.48,1.45,1.39,1.18,1.21,1.15,1.18,1.1,1.03,0.99,1.05,0.99,0.87,1.0,0.92,0.95,0.89,0.97,0.72,0.8,0.78,0.75,0.77,0.71,0.66,0.67,0.72,0.67,0.71,0.63,0.58,0.54,0.54,0.55,0.55,0.5,0.52,0.47,0.44,0.47,0.5,0.47,0.47,0.47,0.4,0.42,0.38,0.4,0.42,0.37,0.39,0.34,0.33,0.35,0.33,0.33,0.32,0.33,0.3,0.33,0.3,0.27,0.3,0.32,0.32,0.29,0.3,0.29,0.26,0.27,0.27,0.26,0.27,0.27,0.24,0.26,0.26,0.24,0.23,0.15,0.22,0.21,0.24,0.23,0.23,0.21,0.24,0.23,0.22,0.23,0.19,0.21,0.2,0.21,0.21,0.16,0.17,0.18,0.18,0.16,0.18,0.15,0.18,0.19,0.17,0.18,0.18,0.16,0.17,0.17,0.14,0.18,0.17,0.16,0.17,0.16,0.15,0.14,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.16,0.15,0.12,0.14,0.14,0.17,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.12,0.11,0.1,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.88
08/20/2021,3.31,3.28,2.93,2.64,2.79,3.33,2.6,2.24,2.12,1.96,1.83,1.84,1.58,1.61,1.5,1.46,1.4,1.19,1.21,1.13,1.18,1.11,1.02,1.0,1.06,0.97,0.87,1.0,0.91,0.95,0.88,0.99,0.72,0.8,0.79,0.74,0.77,0.71,0.66,0.67,0.72,0.67,0.71,0.62,0.58,0.51,0.54,0.55,0.55,0.5,0.52,0.47,0.45,0.48,0.5,0.47,0.45,0.47,0.4,0.41,0.38,0.4,0.42,0.37,0.38,0.34,0.33,0.35,0.32,0.33,0.31,0.33,0.31,0.32,0.3,0.27,0.3,0.32,0.32,0.29,0.3,0.29,0.26,0.27,0.27,0.27,0.27,0.28,0.24,0.26,0.26,0.24,0.23,0.15,0.22,0.21,0.24,0.23,0.22,0.21,0.23,0.23,0.22,0.22,0.19,0.2,0.19,0.22,0.21,0.16,0.17,0.18,0.18,0.16,0.19,0.16,0.17,0.2,0.16,0.18,0.18,0.16,0.17,0.16,0.14,0.17,0.17,0.16,0.17,0.16,0.15,0.14,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.16,0.15,0.12,0.14,0.14,0.16,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.13,0.1,0.1,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.83
08/23/2021,3.38,3.24,2.94,2.63,2.82,3.26,2.58,2.28,2.13,2.02,1.83,1.88,1.59,1.59,1.54,1.46,1.41,1.16,1.2,1.14,1.16,1.12,1.01,1.0,1.08,0.95,0.87,1.01,0.89,0.96,0.88,0.99,0.72,0.79,0.79,0.74,0.76,0.7,0.66,0.66,0.73,0.66,0.69,0.6,0.58,0.57,0.55,0.54,0.54,0.51,0.52,0.46,0.45,0.48,0.51,0.48,0.44,0.48,0.4,0.41,0.37,0.4,0.42,0.36,0.38,0.33,0.33,0.34,0.32,0.33,0.31,0.33,0.31,0.32,0.3,0.26,0.3,0.32,0.32,0.29,0.3,0.3,0.26,0.27,0.27,0.27,0.27,0.28,0.24,0.26,0.26,0.24,0.23,0.15,0.22,0.21,0.24,0.22,0.23,0.22,0.23,0.23,0.22,0.22,0.19,0.21,0.19,0.22,0.21,0.16,0.17,0.18,0.18,0.17,0.18,0.15,0.17,0.2,0.16,0.18,0.18,0.16,0.17,0.16,0.14,0.17,0.17,0.16,0.17,0.17,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.15,0.12,0.14,0.14,0.16,0.13,0.11,0.13,0.13,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.89
08/24/2021,3.45,3.25,2.94,2.62,2.8,3.23,2.57,2.31,2.12,2.04,1.83,1.86,1.56,1.58,1.54,1.47,1.41,1.15,1.2,1.13,1.16,1.12,1.0,1.0,1.09,0.96,0.86,1.01,0.89,0.95,0.88,0.98,0.72,0.78,0.8,0.75,0.76,0.7,0.66,0.66,0.73,0.66,0.69,0.6,0.58,0.58,0.54,0.54,0.54,0.5,0.52,0.46,0.44,0.48,0.51,0.48,0.45,0.47,0.4,0.41,0.36,0.4,0.42,0.36,0.38,0.33,0.33,0.34,0.32,0.33,0.31,0.33,0.32,0.32,0.3,0.26,0.3,0.32,0.32,0.29,0.3,0.3,0.26,0.27,0.27,0.27,0.27,0.28,0.24,0.26,0.26,0.24,0.23,0.15,0.22,0.2,0.25,0.22,0.23,0.21,0.23,0.23,0.22,0.22,0.19,0.21,0.19,0.22,0.21,0.16,0.17,0.18,0.18,0.16,0.18,0.15,0.17,0.2,0.17,0.18,0.18,0.17,0.16,0.16,0.14,0.17,0.17,0.16,0.17,0.17,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.16,0.12,0.14,0.14,0.16,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.16,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.84
08/25/2021,3.45,3.25,2.94,2.62,2.8,3.23,2.57,2.31,2.12,2.04,1.83,1.86,1.56,1.58,1.54,1.47,1.41,1.15,1.2,1.13,1.16,1.12,1.0,1.0,1.09,0.96,0.86,1.01,0.89,0.95,0.88,0.98,0.72,0.78,0.8,0.75,0.76,0.7,0.66,0.66,0.73,0.66,0.69,0.6,0.58,0.58,0.54,0.54,0.54,0.5,0.52,0.46,0.44,0.48,0.51,0.48,0.45,0.47,0.4,0.41,0.36,0.4,0.42,0.36,0.38,0.33,0.33,0.34,0.32,0.33,0.31,0.33,0.32,0.32,0.3,0.26,0.3,0.32,0.32,0.29,0.3,0.3,0.26,0.27,0.27,0.27,0.27,0.28,0.24,0.26,0.26,0.24,0.23,0.15,0.22,0.2,0.25,0.22,0.23,0.21,0.23,0.23,0.22,0.22,0.19,0.21,0.19,0.22,0.21,0.16,0.17,0.18,0.18,0.16,0.18,0.15,0.17,0.2,0.17,0.18,0.18,0.17,0.16,0.16,0.14,0.17,0.17,0.16,0.17,0.17,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.16,0.12,0.14,0.14,0.16,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.16,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.84
08/26/2021,3.44,3.27,2.9,2.6,2.78,3.3,2.59,2.29,2.11,2.05,1.85,1.84,1.6,1.6,1.52,1.47,1.4,1.16,1.21,1.14,1.17,1.11,1.0,0.99,1.06,0.97,0.85,1.0,0.9,0.94,0.88,0.97,0.72,0.79,0.8,0.76,0.76,0.7,0.66,0.66,0.72,0.66,0.7,0.61,0.58,0.57,0.54,0.55,0.55,0.5,0.52,0.46,0.44,0.47,0.51,0.48,0.45,0.47,0.4,0.41,0.37,0.39,0.42,0.37,0.38,0.33,0.33,0.34,0.32,0.33,0.31,0.33,0.32,0.32,0.31,0.26,0.3,0.32,0.32,0.29,0.3,0.29,0.26,0.27,0.27,0.27,0.27,0.28,0.24,0.26,0.26,0.24,0.23,0.15,0.22,0.21,0.24,0.22,0.23,0.21,0.23,0.23,0.22,0.22,0.19,0.21,0.19,0.21,0.21,0.16,0.17,0.18,0.18,0.16,0.18,0.15,0.18,0.2,0.17,0.17,0.18,0.16,0.16,0.16,0.14,0.17,0.17,0.17,0.17,0.17,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.15,0.12,0.14,0.14,0.16,0.13,0.12,0.13,0.14,0.13,0.11,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.17,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.89
08/27/2021,3.42,3.28,2.87,2.59,2.76,3.2,2.61,2.28,2.09,2.08,1.85,1.82,1.62,1.62,1.51,1.47,1.39,1.15,1.2,1.15,1.19,1.11,1.0,1.02,1.06,0.97,0.86,0.99,0.9,0.93,0.87,0.95,0.72,0.79,0.79,0.76,0.75,0.71,0.66,0.66,0.72,0.67,0.71,0.62,0.58,0.57,0.53,0.55,0.56,0.49,0.51,0.47,0.44,0.47,0.5,0.48,0.45,0.47,0.39,0.42,0.37,0.4,0.42,0.36,0.39,0.33,0.33,0.35,0.33,0.33,0.31,0.33,0.32,0.31,0.31,0.26,0.3,0.33,0.32,0.29,0.29,0.3,0.27,0.26,0.27,0.27,0.26,0.28,0.24,0.26,0.26,0.24,0.23,0.15,0.22,0.21,0.24,0.22,0.23,0.21,0.24,0.23,0.22,0.22,0.19,0.2,0.21,0.22,0.21,0.16,0.17,0.18,0.18,0.16,0.18,0.15,0.18,0.2,0.17,0.17,0.18,0.16,0.16,0.16,0.14,0.17,0.17,0.17,0.17,0.17,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.16,0.15,0.13,0.14,0.13,0.17,0.13,0.12,0.13,0.14,0.13,0.11,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.17,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.79
08/30/2021,3.4,3.24,2.84,2.58,2.75,3.15,2.69,2.26,2.07,2.08,1.87,1.82,1.6,1.65,1.49,1.46,1.37,1.14,1.2,1.15,1.2,1.12,1.0,1.03,1.06,0.96,0.85,0.98,0.9,0.93,0.87,0.95,0.73,0.8,0.8,0.77,0.76,0.72,0.66,0.66,0.72,0.67,0.72,0.62,0.59,0.58,0.53,0.54,0.56,0.49,0.51,0.46,0.43,0.47,0.5,0.48,0.44,0.47,0.4,0.42,0.36,0.4,0.43,0.36,0.39,0.34,0.32,0.35,0.33,0.34,0.31,0.33,0.31,0.32,0.31,0.26,0.3,0.33,0.32,0.29,0.29,0.3,0.27,0.26,0.28,0.27,0.26,0.28,0.24,0.26,0.26,0.24,0.23,0.16,0.22,0.21,0.25,0.22,0.23,0.21,0.24,0.23,0.22,0.22,0.19,0.21,0.2,0.21,0.2,0.16,0.18,0.19,0.18,0.16,0.18,0.15,0.18,0.2,0.17,0.17,0.18,0.16,0.16,0.17,0.14,0.17,0.17,0.17,0.17,0.17,0.15,0.14,0.16,0.16,0.14,0.13,0.14,0.15,0.13,0.16,0.15,0.13,0.14,0.13,0.16,0.13,0.12,0.14,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.1,0.12,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.18,0.1,0.09,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.77
