,LLY,EW,NOVOB.CO,REGN,AZN,RO SW,BSX,ABBV,BMY,SYK,MDT,JNJ,BIIB,AMGN,4519.T,DXCM,WELL,ALC.SW,ZBH,068270.KS,4503.T,4543.T,BGNE,SGEN,GMAB.CO,STMN.SW,SOON.SW,3692.HK,FME.DE,VTR,EXAS,UCB.BR,TFX,SN.L,NVCR,PODD,INCY,853.HK,ABMD,DEMANT.CO,DVA,GN.CO,COH.AX,AMP.MI,ALEC,DNLI,NBIX,AMED,OHI,ORP.PA,UTHR,FGEN,HALO,LHCG,1302.HK,INGN,MNKD,1789.HK,ACAD,BKD,1858.HK,AED.BR,EXEL,ANGO,CSH.UN.TO,AGIO,2186.HK,BLUE,EKTA B.ST,MMSI,8086.T,ARNA,LIVN,ITGR,KORI.PA,SBRA,NUVA,BPMC,GKOS,TCMD,SILK,2500.HK,PNTG,ENSG,NHC,4547.T,RYM.NZ,EPZM,DHC,ATEC,NHI,RDUS,LTC,HRTX,OMER,AERI,PHM.MC,AMRN,TBPH,CASH,n/a,RO.SW,NOVO B.CO,TSVTV,SUM
10/11/2021,3.77,3.88,4.19,3.42,3.6,3.56,3.32,3.08,2.81,3.14,3.09,2.91,2.52,2.5,2.56,3.0,1.99,2.27,1.78,1.42,1.86,1.92,1.9,1.7,1.65,1.67,1.4,0.82,1.18,1.17,0.93,1.26,1.0,0.85,0.66,1.12,0.84,0.56,0.88,0.65,0.72,0.54,0.6,0.62,0.37,0.36,0.55,0.28,0.4,0.4,0.51,0.16,0.32,0.26,0.3,0.23,0.35,0.28,0.24,0.26,0.26,0.3,0.38,0.32,0.27,0.24,0.25,0.19,0.24,0.35,0.26,0.26,0.3,0.29,0.26,0.23,0.26,0.33,0.16,0.23,0.33,0.18,0.17,0.22,0.26,0.29,0.29,0.17,0.21,0.21,0.2,0.19,0.21,0.18,0.12,0.18,0.21,0.24,0.11,0.0,0.09,0.0,0.0,0.0,100.02
10/12/2021,3.77,3.88,4.19,3.42,3.6,3.56,3.32,3.08,2.81,3.14,3.09,2.91,2.52,2.5,2.56,3.0,1.99,2.27,1.78,1.42,1.86,1.92,1.9,1.7,1.65,1.67,1.4,0.82,1.18,1.17,0.93,1.26,1.0,0.85,0.66,1.12,0.84,0.56,0.88,0.65,0.72,0.54,0.6,0.62,0.37,0.36,0.55,0.28,0.4,0.4,0.51,0.16,0.32,0.26,0.3,0.23,0.35,0.28,0.24,0.26,0.26,0.3,0.38,0.32,0.27,0.24,0.25,0.19,0.24,0.35,0.26,0.26,0.3,0.29,0.26,0.23,0.26,0.33,0.16,0.23,0.33,0.18,0.17,0.22,0.26,0.29,0.29,0.17,0.21,0.21,0.2,0.19,0.21,0.18,0.12,0.18,0.21,0.24,0.11,0.0,0.09,0.0,0.0,0.0,100.02
10/13/2021,3.79,3.82,4.2,3.42,3.63,3.62,3.3,3.1,2.74,3.12,3.07,2.92,2.51,2.51,2.57,2.96,2.0,2.27,1.77,1.5,1.87,1.97,1.92,1.7,1.64,1.67,1.37,0.86,1.19,1.18,0.92,1.28,0.98,0.86,0.65,1.12,0.84,0.53,0.88,0.63,0.71,0.53,0.61,0.62,0.36,0.35,0.56,0.28,0.4,0.39,0.51,0.16,0.31,0.26,0.3,0.24,0.34,0.27,0.24,0.28,0.27,0.3,0.38,0.31,0.27,0.24,0.25,0.19,0.24,0.35,0.26,0.27,0.29,0.28,0.26,0.23,0.25,0.33,0.15,0.22,0.33,0.18,0.16,0.23,0.26,0.29,0.29,0.17,0.21,0.2,0.2,0.2,0.21,0.17,0.11,0.19,0.2,0.24,0.11,0.0,0.09,0.0,0.0,0.0,99.98
10/14/2021,3.8,3.83,4.23,3.41,3.65,3.62,3.23,3.09,2.75,3.07,3.03,2.92,2.51,2.49,2.57,2.96,2.0,2.29,1.74,1.5,1.87,1.97,1.93,1.71,1.62,1.68,1.39,0.91,1.21,1.18,0.92,1.29,0.96,0.86,0.66,1.13,0.83,0.56,0.87,0.63,0.7,0.53,0.59,0.61,0.37,0.32,0.56,0.27,0.4,0.39,0.5,0.16,0.31,0.24,0.3,0.23,0.35,0.28,0.24,0.29,0.28,0.31,0.39,0.31,0.28,0.24,0.26,0.2,0.24,0.35,0.26,0.27,0.29,0.28,0.26,0.23,0.25,0.33,0.15,0.21,0.32,0.19,0.15,0.22,0.26,0.29,0.29,0.17,0.21,0.2,0.2,0.22,0.22,0.18,0.12,0.2,0.2,0.25,0.11,0.0,0.09,0.0,0.0,0.0,99.99
10/15/2021,3.8,3.85,4.19,3.41,3.63,3.62,3.24,3.05,2.74,3.08,3.03,2.88,2.52,2.44,2.57,3.03,2.02,2.27,1.74,1.44,1.87,1.94,1.91,1.74,1.62,1.69,1.41,0.9,1.2,1.19,0.95,1.29,0.95,0.85,0.65,1.15,0.83,0.56,0.88,0.63,0.7,0.53,0.59,0.61,0.37,0.31,0.57,0.28,0.41,0.39,0.5,0.16,0.3,0.25,0.3,0.23,0.35,0.27,0.25,0.29,0.27,0.31,0.38,0.31,0.28,0.25,0.26,0.21,0.24,0.35,0.26,0.27,0.3,0.28,0.26,0.24,0.25,0.33,0.16,0.21,0.32,0.18,0.16,0.23,0.27,0.29,0.29,0.18,0.22,0.2,0.21,0.22,0.22,0.18,0.12,0.2,0.2,0.25,0.11,0.0,0.08,0.0,0.0,0.0,99.97
10/18/2021,3.8,3.88,4.26,3.42,3.53,3.57,3.27,3.01,2.73,3.09,3.02,2.88,2.48,2.46,2.55,3.07,2.01,2.25,1.74,1.48,1.84,1.96,1.86,1.77,1.64,1.77,1.43,0.89,1.2,1.19,0.95,1.26,0.97,0.87,0.66,1.16,0.83,0.55,0.89,0.61,0.69,0.52,0.59,0.62,0.37,0.31,0.55,0.3,0.41,0.39,0.48,0.18,0.31,0.25,0.3,0.23,0.35,0.27,0.25,0.27,0.27,0.32,0.38,0.31,0.28,0.25,0.25,0.2,0.24,0.34,0.25,0.28,0.3,0.28,0.25,0.23,0.25,0.33,0.16,0.2,0.31,0.18,0.16,0.22,0.27,0.29,0.29,0.17,0.22,0.2,0.21,0.22,0.22,0.18,0.13,0.2,0.2,0.25,0.11,0.0,0.12,0.0,0.0,0.0,99.96
10/19/2021,3.8,3.88,4.26,3.42,3.53,3.57,3.27,3.01,2.73,3.09,3.02,2.88,2.48,2.46,2.55,3.07,2.01,2.25,1.74,1.48,1.84,1.96,1.86,1.77,1.64,1.77,1.43,0.89,1.2,1.19,0.95,1.26,0.97,0.87,0.66,1.16,0.83,0.55,0.89,0.61,0.69,0.52,0.59,0.62,0.37,0.31,0.55,0.3,0.41,0.39,0.48,0.18,0.31,0.25,0.3,0.23,0.35,0.27,0.25,0.27,0.27,0.32,0.38,0.31,0.28,0.25,0.25,0.2,0.24,0.34,0.25,0.28,0.3,0.28,0.25,0.23,0.25,0.33,0.16,0.2,0.31,0.18,0.16,0.22,0.27,0.29,0.29,0.17,0.22,0.2,0.21,0.22,0.22,0.18,0.13,0.2,0.2,0.25,0.11,0.0,0.12,0.0,0.0,0.0,99.96
10/21/2021,3.86,3.89,4.43,3.37,3.54,3.65,3.26,2.99,2.71,3.09,2.95,2.9,2.36,2.43,2.54,3.02,2.01,2.25,1.75,1.45,1.86,1.97,1.9,1.8,1.69,1.81,1.45,0.87,1.19,1.2,0.94,1.29,0.97,0.87,0.64,1.12,0.82,0.56,0.91,0.62,0.7,0.52,0.6,0.63,0.36,0.31,0.56,0.31,0.43,0.38,0.48,0.16,0.3,0.26,0.3,0.23,0.28,0.25,0.25,0.27,0.28,0.32,0.38,0.33,0.29,0.24,0.25,0.21,0.24,0.33,0.26,0.27,0.3,0.28,0.25,0.24,0.24,0.33,0.15,0.19,0.32,0.18,0.17,0.23,0.27,0.29,0.3,0.15,0.22,0.2,0.22,0.23,0.23,0.17,0.09,0.2,0.2,0.24,0.1,0.0,0.11,0.0,0.0,0.0,100.01
10/22/2021,3.86,3.97,4.41,3.37,3.54,3.55,3.31,2.94,2.7,3.15,2.94,2.92,2.31,2.44,2.54,3.02,1.99,2.3,1.77,1.45,1.8,1.95,1.95,1.8,1.7,1.84,1.45,0.86,1.19,1.18,0.93,1.28,0.97,0.87,0.68,1.13,0.82,0.55,0.9,0.62,0.7,0.52,0.61,0.62,0.34,0.3,0.55,0.31,0.42,0.38,0.48,0.16,0.31,0.27,0.29,0.23,0.27,0.25,0.24,0.28,0.29,0.32,0.38,0.33,0.29,0.25,0.25,0.21,0.24,0.33,0.26,0.26,0.3,0.28,0.25,0.23,0.25,0.34,0.15,0.2,0.33,0.18,0.16,0.23,0.26,0.29,0.29,0.15,0.22,0.2,0.21,0.22,0.22,0.17,0.1,0.2,0.2,0.24,0.1,0.0,0.11,0.0,0.0,0.0,99.96999999999998
10/25/2021,3.82,3.97,4.36,3.46,3.57,3.56,3.34,2.96,2.7,3.19,2.91,2.89,2.32,2.45,2.46,3.1,1.96,2.31,1.78,1.44,1.8,1.9,1.94,1.78,1.71,1.82,1.49,0.84,1.2,1.18,0.92,1.3,0.99,0.87,0.7,1.14,0.82,0.52,0.89,0.64,0.71,0.52,0.61,0.64,0.36,0.31,0.55,0.32,0.41,0.38,0.49,0.16,0.31,0.26,0.29,0.22,0.29,0.24,0.25,0.27,0.29,0.32,0.37,0.34,0.29,0.26,0.25,0.2,0.24,0.33,0.25,0.26,0.29,0.28,0.25,0.23,0.25,0.33,0.15,0.18,0.33,0.17,0.15,0.22,0.26,0.28,0.29,0.16,0.22,0.2,0.21,0.28,0.22,0.17,0.1,0.17,0.2,0.24,0.1,0.0,0.11,0.0,0.0,0.0,100.03
10/26/2021,3.82,3.97,4.36,3.46,3.57,3.56,3.34,2.96,2.7,3.19,2.91,2.89,2.32,2.45,2.46,3.1,1.96,2.31,1.78,1.44,1.8,1.9,1.94,1.78,1.71,1.82,1.49,0.84,1.2,1.18,0.92,1.3,0.99,0.87,0.7,1.14,0.82,0.52,0.89,0.64,0.71,0.52,0.61,0.64,0.36,0.31,0.55,0.32,0.41,0.38,0.49,0.16,0.31,0.26,0.29,0.22,0.29,0.24,0.25,0.27,0.29,0.32,0.37,0.34,0.29,0.26,0.25,0.2,0.24,0.33,0.25,0.26,0.29,0.28,0.25,0.23,0.25,0.33,0.15,0.18,0.33,0.17,0.15,0.22,0.26,0.28,0.29,0.16,0.22,0.2,0.21,0.28,0.22,0.17,0.1,0.17,0.2,0.24,0.1,0.0,0.11,0.0,0.0,0.0,100.03
11/01/2021,3.99,3.98,0.0,3.78,3.61,3.56,3.21,2.97,2.65,3.09,2.88,2.87,2.26,2.42,2.69,3.1,1.94,2.33,1.71,1.43,1.8,1.9,1.87,1.81,1.65,1.93,1.53,0.76,1.15,1.16,0.92,1.31,0.91,0.87,0.58,1.16,0.82,0.48,0.87,0.67,0.7,0.53,0.63,0.65,0.33,0.33,0.53,0.32,0.4,0.38,0.49,0.17,0.3,0.23,0.26,0.21,0.31,0.22,0.25,0.27,0.27,0.32,0.38,0.33,0.28,0.26,0.23,0.22,0.24,0.32,0.26,0.25,0.28,0.28,0.25,0.23,0.23,0.37,0.15,0.18,0.34,0.15,0.16,0.23,0.25,0.27,0.29,0.15,0.22,0.19,0.21,0.32,0.22,0.18,0.1,0.15,0.2,0.22,0.1,0.0,0.1,0.0,4.5,0.0,100.01
11/02/2021,3.99,3.98,0.0,3.78,3.61,3.56,3.21,2.97,2.65,3.09,2.88,2.87,2.26,2.42,2.69,3.1,1.94,2.33,1.71,1.43,1.8,1.9,1.87,1.81,1.65,1.93,1.53,0.76,1.15,1.16,0.92,1.31,0.91,0.87,0.58,1.16,0.82,0.48,0.87,0.67,0.7,0.53,0.63,0.65,0.33,0.33,0.53,0.32,0.4,0.38,0.49,0.17,0.3,0.23,0.26,0.21,0.31,0.22,0.25,0.27,0.27,0.32,0.38,0.33,0.28,0.26,0.23,0.22,0.24,0.32,0.26,0.25,0.28,0.28,0.25,0.23,0.23,0.37,0.15,0.18,0.34,0.15,0.16,0.23,0.25,0.27,0.29,0.15,0.22,0.19,0.21,0.32,0.22,0.18,0.1,0.15,0.2,0.22,0.1,0.0,0.1,0.0,4.5,0.0,100.01
11/03/2021,4.02,4.1,0.0,3.87,3.63,3.55,3.2,3.11,2.71,3.07,2.85,2.88,2.28,2.42,2.68,3.39,1.89,2.33,1.68,1.33,1.76,1.89,1.84,1.8,1.66,1.87,1.5,0.74,1.1,1.12,0.91,1.31,0.94,0.84,0.58,1.16,0.83,0.47,0.84,0.65,0.63,0.48,0.61,0.64,0.32,0.32,0.55,0.32,0.39,0.38,0.48,0.17,0.3,0.23,0.27,0.21,0.31,0.21,0.24,0.26,0.27,0.31,0.37,0.33,0.28,0.25,0.23,0.23,0.24,0.32,0.25,0.24,0.27,0.28,0.25,0.22,0.23,0.36,0.15,0.19,0.33,0.15,0.16,0.24,0.26,0.26,0.28,0.14,0.21,0.19,0.2,0.31,0.2,0.18,0.1,0.16,0.19,0.22,0.1,0.0,0.1,0.0,4.56,0.0,99.93
11/04/2021,3.9,3.92,0.0,3.84,3.61,0.0,3.15,3.09,2.71,3.07,2.84,2.85,2.31,2.43,2.7,3.38,1.92,2.37,1.7,1.35,1.79,1.9,1.82,1.81,1.64,1.92,1.52,0.7,1.12,1.14,0.92,1.3,0.93,0.85,0.61,1.14,0.86,0.45,0.88,0.66,0.64,0.51,0.62,0.65,0.33,0.33,0.55,0.33,0.4,0.38,0.49,0.17,0.31,0.24,0.25,0.21,0.32,0.21,0.28,0.28,0.26,0.31,0.37,0.34,0.28,0.26,0.23,0.23,0.25,0.3,0.26,0.25,0.28,0.27,0.25,0.23,0.23,0.36,0.15,0.19,0.35,0.14,0.17,0.24,0.26,0.27,0.28,0.15,0.22,0.2,0.2,0.3,0.21,0.18,0.11,0.16,0.17,0.22,0.1,0.0,0.09,3.56,4.52,0.0,100.0
11/05/2021,4.0,3.94,0.0,3.81,3.65,0.0,3.17,3.12,2.69,3.1,2.85,2.88,2.3,2.47,2.69,3.43,1.9,2.36,1.69,1.35,1.75,1.87,1.82,1.82,1.65,1.92,1.51,0.71,1.13,1.13,0.9,1.31,0.96,0.83,0.61,1.15,0.78,0.44,0.88,0.68,0.63,0.52,0.61,0.64,0.35,0.34,0.49,0.32,0.39,0.38,0.48,0.18,0.31,0.23,0.26,0.2,0.32,0.19,0.26,0.26,0.26,0.31,0.37,0.34,0.28,0.26,0.22,0.24,0.24,0.3,0.25,0.26,0.28,0.27,0.25,0.22,0.24,0.35,0.15,0.19,0.34,0.14,0.13,0.23,0.26,0.27,0.28,0.15,0.22,0.2,0.2,0.3,0.21,0.18,0.11,0.17,0.17,0.22,0.1,0.0,0.09,3.65,4.56,0.0,100.07
11/08/2021,4.18,3.92,0.0,3.83,3.63,3.71,3.08,3.1,2.69,3.04,2.81,2.84,2.34,2.45,2.67,3.34,1.84,2.36,1.58,1.34,1.79,1.9,1.85,1.89,1.7,2.0,1.55,0.68,1.11,1.08,0.92,1.32,0.89,0.85,0.6,1.1,0.82,0.44,0.9,0.67,0.62,0.5,0.61,0.64,0.36,0.34,0.47,0.32,0.37,0.39,0.5,0.19,0.31,0.23,0.26,0.2,0.31,0.19,0.27,0.26,0.25,0.31,0.32,0.35,0.27,0.24,0.22,0.24,0.24,0.31,0.26,0.26,0.31,0.27,0.25,0.21,0.23,0.36,0.18,0.19,0.33,0.14,0.14,0.23,0.26,0.27,0.27,0.16,0.19,0.2,0.19,0.3,0.2,0.18,0.12,0.17,0.17,0.19,0.11,0.0,0.1,0.0,4.69,0.0,100.03
