,ADBE,ADSK,IDXX,AMD,FTNT,ALGN,GOOG,AMZN,TGT,LOW,AAPL,FB,CCI,NVDA,VRTX,REGN,CMG,WST,NKE,TXN,LULU,QCOM,EBAY,NOW,PYPL,ODFL,MXIM,EPAM,BAH,ILMN,CDNS,VEEV,ZM,LRCX,PKI,ULTA,DOCU,MOH,BBY,AMAT,NBIX,KLAC,TXRH,MKTX,CRWD,HUBS,WEN,PAYC,LPLA,TW,TER,PHM,WM,MPWR,PTC,TTD,OLED,DAR,CSGP,TPX,MSFT,SAM,BC,AN,AZPN,AMED,WSM,MNST,EXEL,LSCC,UPST,MSCI,INTU,APPS,Ssc Government Mm Gvmxx,RGEN,ENTG,SPGI,IT,SNPS,QRVO,FICO,LHCG,RSG,SITE,CLX,OVV,GNRC,XPO,MTD,BX,LLY,DECK,DXCM,DDOG,DPZ,XEC,JBHT,MTCH,JCOM,FMC,SCHW,TEAM,MCO,DG,PCTY,NWSA,SBUX,ORLY,RH,APTV,AVTR,BJ,NVR,HRC,EL,BRKR,ALXN,PEN,TSCO,ZTS,EOG,ORCL,FIVE,SKX,TROW,CTXS,G,SBAC,YUMC,CTAS,AMT,FDS,HCA,HD,KIM,LAMR,CERN,AXP,NFLX,DVA,FND,CACI,ICLR,UPS,TREX,ABT,HSY,V,MMM,DHI,WMB,TTEK,CABO,XYL,COST,SYK,CHE,TPR,PG,IQV,VMW,MAN,AGCO,CBRE,MA,PANW,BSX,FDX,PFPT,YUM,GWW,IPGP,TJX,NUE,SF,RPM,MAS,WDAY,OSK,GLOB,JLL,CMI,OC,EHC,WHR,ON,NVCR,STX,DLTR,KSU,RS,TTWO,Y,ATUS,AON,MKSI,CE,GLW,VMC,SNA,RGLD,Stericycle Inc,TPL,SRCL,GXO WI,Oshkosh Corp,n/a,CHTR,ROST,VFC,TSLA,SQ,SHOP,ETSY,PINS,NRG,WY,HOLX,ENPH,SWKS,MKL,VNT,YETI,STAA,KR,SCCO,RJF,RE,LPX,EQIX,CHGG,FL,CROX,HTA,XP,A,ISRG,CTVA,TNDM,BF.B,KO,AVY,ECL,LII,TXT,WRB,ALV,RL,ACGL,NTAP,DGX,HSIC,EW,HALO,CDW,XLNX,LH,CL,SEE,CHH,TTC,DRI,PFE,SWK,LEN,CRSP,AAP,ADI,ANET,BLDR,CHDN,ZI,POWI,DKS,PSTG,CTRA,HZNP,GTLS,HPQ,SYNA,INCY,KEYS,DHR,AZO,AVGO,POOL,DLB,CTSH,CG,AMP,REG,MU,OMCL,MAT,LMT,MAR,NXST,PXD,WH,IVZ,COIN,SUM
11/01/2021,1.37,2.72,1.94,1.18,1.75,2.12,1.44,2.35,0.09,1.37,1.41,1.04,1.96,2.77,0.95,0.0,1.5,1.94,0.24,1.06,1.83,1.12,0.09,1.75,0.14,1.62,0.0,1.72,0.09,0.14,0.92,1.24,1.13,0.67,0.78,0.24,1.21,0.1,0.69,0.7,0.55,0.72,0.48,0.21,1.35,1.14,0.0,1.07,0.67,0.16,0.55,0.0,0.23,1.16,0.16,0.71,0.21,0.69,0.17,0.54,0.09,0.13,0.31,0.19,0.33,0.0,0.38,0.34,0.28,0.49,0.61,0.26,0.29,0.0,0.0,0.65,0.29,0.27,1.12,0.25,0.22,0.22,0.12,0.0,0.19,0.0,0.0,0.19,0.0,0.15,0.19,0.08,0.08,0.0,0.19,0.0,0.0,0.18,0.1,0.0,0.0,0.18,0.19,0.26,0.0,0.24,0.0,0.16,0.36,0.23,0.18,1.53,0.0,0.08,0.0,0.0,0.14,0.0,0.16,0.09,0.0,0.34,0.1,0.13,0.0,0.15,0.0,0.0,0.16,0.08,0.0,0.16,0.1,0.0,0.1,0.0,0.0,0.08,0.17,0.2,0.07,0.82,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.08,0.31,0.0,0.16,0.09,0.0,0.08,0.0,0.15,0.18,0.0,0.0,0.0,0.08,0.09,0.0,1.73,0.08,0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.09,0.0,0.07,0.08,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.13,2.05,1.53,1.28,1.9,1.23,1.14,1.29,0.86,0.84,0.9,0.82,0.93,0.64,0.68,0.5,0.38,0.28,0.3,0.25,0.27,0.26,0.17,0.17,0.12,0.14,0.19,0.18,0.11,0.15,0.16,0.16,0.19,0.16,0.16,0.15,0.16,0.15,0.16,0.17,0.17,0.17,0.16,0.09,0.09,0.09,0.09,0.08,0.08,0.1,0.08,0.09,0.08,0.1,0.08,0.08,0.08,0.08,0.08,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/02/2021,1.36,2.74,1.97,1.14,1.79,2.14,1.42,2.28,0.09,1.35,1.38,1.05,1.94,2.83,0.95,0.0,1.47,1.93,0.24,1.03,1.92,1.11,0.09,1.79,0.13,1.67,0.0,1.73,0.09,0.14,0.94,1.23,1.11,0.66,0.77,0.23,1.19,0.1,0.69,0.71,0.56,0.77,0.47,0.21,1.33,1.13,0.0,1.08,0.62,0.16,0.61,0.0,0.23,1.13,0.15,0.72,0.22,0.72,0.16,0.5,0.09,0.13,0.31,0.19,0.34,0.0,0.38,0.33,0.28,0.49,0.61,0.26,0.29,0.0,0.0,0.68,0.3,0.27,1.13,0.25,0.22,0.21,0.12,0.0,0.19,0.0,0.0,0.19,0.0,0.15,0.18,0.08,0.08,0.0,0.2,0.0,0.0,0.18,0.1,0.0,0.0,0.18,0.21,0.26,0.0,0.24,0.0,0.15,0.34,0.23,0.18,1.63,0.0,0.08,0.0,0.0,0.15,0.0,0.16,0.1,0.0,0.33,0.09,0.13,0.0,0.16,0.0,0.0,0.16,0.08,0.0,0.16,0.1,0.0,0.1,0.0,0.0,0.08,0.17,0.2,0.07,0.82,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.31,0.0,0.16,0.08,0.0,0.08,0.0,0.15,0.18,0.0,0.0,0.0,0.08,0.09,0.0,1.72,0.08,0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.09,0.0,0.07,0.08,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.13,1.89,1.53,1.29,2.0,1.21,1.2,1.29,0.83,0.8,0.88,0.82,0.97,0.63,0.67,0.49,0.39,0.28,0.29,0.24,0.26,0.24,0.16,0.17,0.12,0.14,0.19,0.18,0.11,0.14,0.17,0.16,0.2,0.16,0.16,0.15,0.16,0.14,0.16,0.17,0.17,0.17,0.16,0.09,0.08,0.09,0.09,0.08,0.08,0.1,0.08,0.08,0.08,0.1,0.07,0.08,0.08,0.08,0.08,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
11/03/2021,1.36,2.74,1.97,1.14,1.79,2.14,1.42,2.28,0.09,1.35,1.38,1.05,1.94,2.83,0.95,0.0,1.47,1.93,0.24,1.03,1.92,1.11,0.09,1.79,0.13,1.67,0.0,1.73,0.09,0.14,0.94,1.23,1.11,0.66,0.77,0.23,1.19,0.1,0.69,0.71,0.56,0.77,0.47,0.21,1.33,1.13,0.0,1.08,0.62,0.16,0.61,0.0,0.23,1.13,0.15,0.72,0.22,0.72,0.16,0.5,0.09,0.13,0.31,0.19,0.34,0.0,0.38,0.33,0.28,0.49,0.61,0.26,0.29,0.0,0.0,0.68,0.3,0.27,1.13,0.25,0.22,0.21,0.12,0.0,0.19,0.0,0.0,0.19,0.0,0.15,0.18,0.08,0.08,0.0,0.2,0.0,0.0,0.18,0.1,0.0,0.0,0.18,0.21,0.26,0.0,0.24,0.0,0.15,0.34,0.23,0.18,1.63,0.0,0.08,0.0,0.0,0.15,0.0,0.16,0.1,0.0,0.33,0.09,0.13,0.0,0.16,0.0,0.0,0.16,0.08,0.0,0.16,0.1,0.0,0.1,0.0,0.0,0.08,0.17,0.2,0.07,0.82,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.31,0.0,0.16,0.08,0.0,0.08,0.0,0.15,0.18,0.0,0.0,0.0,0.08,0.09,0.0,1.72,0.08,0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.09,0.0,0.07,0.08,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.13,1.89,1.53,1.29,2.0,1.21,1.2,1.29,0.83,0.8,0.88,0.82,0.97,0.63,0.67,0.49,0.39,0.28,0.29,0.24,0.26,0.24,0.16,0.17,0.12,0.14,0.19,0.18,0.11,0.14,0.17,0.16,0.2,0.16,0.16,0.15,0.16,0.14,0.16,0.17,0.17,0.17,0.16,0.09,0.08,0.09,0.09,0.08,0.08,0.1,0.08,0.08,0.08,0.1,0.07,0.08,0.08,0.08,0.08,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
11/04/2021,1.36,2.74,1.97,1.14,1.79,2.14,1.42,2.28,0.09,1.35,1.38,1.05,1.94,2.83,0.95,0.0,1.47,1.93,0.24,1.03,1.92,1.11,0.09,1.79,0.13,1.67,0.0,1.73,0.09,0.14,0.94,1.23,1.11,0.66,0.77,0.23,1.19,0.1,0.69,0.71,0.56,0.77,0.47,0.21,1.33,1.13,0.0,1.08,0.62,0.16,0.61,0.0,0.23,1.13,0.15,0.72,0.22,0.72,0.16,0.5,0.09,0.13,0.31,0.19,0.34,0.0,0.38,0.33,0.28,0.49,0.61,0.26,0.29,0.0,0.0,0.68,0.3,0.27,1.13,0.25,0.22,0.21,0.12,0.0,0.19,0.0,0.0,0.19,0.0,0.15,0.18,0.08,0.08,0.0,0.2,0.0,0.0,0.18,0.1,0.0,0.0,0.18,0.21,0.26,0.0,0.24,0.0,0.15,0.34,0.23,0.18,1.63,0.0,0.08,0.0,0.0,0.15,0.0,0.16,0.1,0.0,0.33,0.09,0.13,0.0,0.16,0.0,0.0,0.16,0.08,0.0,0.16,0.1,0.0,0.1,0.0,0.0,0.08,0.17,0.2,0.07,0.82,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.31,0.0,0.16,0.08,0.0,0.08,0.0,0.15,0.18,0.0,0.0,0.0,0.08,0.09,0.0,1.72,0.08,0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.09,0.0,0.07,0.08,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.13,1.89,1.53,1.29,2.0,1.21,1.2,1.29,0.83,0.8,0.88,0.82,0.97,0.63,0.67,0.49,0.39,0.28,0.29,0.24,0.26,0.24,0.16,0.17,0.12,0.14,0.19,0.18,0.11,0.14,0.17,0.16,0.2,0.16,0.16,0.15,0.16,0.14,0.16,0.17,0.17,0.17,0.16,0.09,0.08,0.09,0.09,0.08,0.08,0.1,0.08,0.08,0.08,0.1,0.07,0.08,0.08,0.08,0.08,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
11/05/2021,1.36,2.74,1.97,1.14,1.79,2.14,1.42,2.28,0.09,1.35,1.38,1.05,1.94,2.83,0.95,0.0,1.47,1.93,0.24,1.03,1.92,1.11,0.09,1.79,0.13,1.67,0.0,1.73,0.09,0.14,0.94,1.23,1.11,0.66,0.77,0.23,1.19,0.1,0.69,0.71,0.56,0.77,0.47,0.21,1.33,1.13,0.0,1.08,0.62,0.16,0.61,0.0,0.23,1.13,0.15,0.72,0.22,0.72,0.16,0.5,0.09,0.13,0.31,0.19,0.34,0.0,0.38,0.33,0.28,0.49,0.61,0.26,0.29,0.0,0.0,0.68,0.3,0.27,1.13,0.25,0.22,0.21,0.12,0.0,0.19,0.0,0.0,0.19,0.0,0.15,0.18,0.08,0.08,0.0,0.2,0.0,0.0,0.18,0.1,0.0,0.0,0.18,0.21,0.26,0.0,0.24,0.0,0.15,0.34,0.23,0.18,1.63,0.0,0.08,0.0,0.0,0.15,0.0,0.16,0.1,0.0,0.33,0.09,0.13,0.0,0.16,0.0,0.0,0.16,0.08,0.0,0.16,0.1,0.0,0.1,0.0,0.0,0.08,0.17,0.2,0.07,0.82,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.31,0.0,0.16,0.08,0.0,0.08,0.0,0.15,0.18,0.0,0.0,0.0,0.08,0.09,0.0,1.72,0.08,0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.09,0.0,0.07,0.08,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.13,1.89,1.53,1.29,2.0,1.21,1.2,1.29,0.83,0.8,0.88,0.82,0.97,0.63,0.67,0.49,0.39,0.28,0.29,0.24,0.26,0.24,0.16,0.17,0.12,0.14,0.19,0.18,0.11,0.14,0.17,0.16,0.2,0.16,0.16,0.15,0.16,0.14,0.16,0.17,0.17,0.17,0.16,0.09,0.08,0.09,0.09,0.08,0.08,0.1,0.08,0.08,0.08,0.1,0.07,0.08,0.08,0.08,0.08,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
11/08/2021,1.37,2.68,1.84,1.27,1.76,2.27,1.39,2.3,0.09,1.34,1.36,1.06,1.9,3.22,0.98,0.0,1.46,1.9,0.25,1.03,1.9,1.27,0.09,1.76,0.13,1.7,0.0,1.8,0.09,0.13,0.95,1.21,1.11,0.69,0.73,0.23,1.18,0.1,0.71,0.76,0.48,0.83,0.47,0.2,1.29,1.11,0.0,0.99,0.63,0.17,0.62,0.0,0.23,1.13,0.14,0.67,0.21,0.69,0.16,0.49,0.09,0.13,0.32,0.18,0.34,0.0,0.41,0.33,0.24,0.56,0.59,0.25,0.28,0.0,0.0,0.63,0.31,0.25,1.1,0.25,0.2,0.2,0.12,0.0,0.2,0.0,0.0,0.16,0.0,0.15,0.19,0.09,0.08,0.0,0.19,0.0,0.0,0.17,0.1,0.0,0.0,0.17,0.2,0.25,0.0,0.23,0.0,0.15,0.34,0.22,0.18,1.54,0.0,0.08,0.0,0.0,0.15,0.0,0.17,0.09,0.0,0.32,0.09,0.14,0.0,0.16,0.0,0.0,0.15,0.08,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.08,0.16,0.19,0.07,0.84,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.33,0.0,0.15,0.07,0.0,0.07,0.0,0.15,0.17,0.0,0.0,0.0,0.08,0.09,0.0,1.78,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.07,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.12,1.87,1.55,1.26,2.15,1.15,1.23,1.36,0.79,0.7,0.91,0.78,0.99,0.63,0.65,0.46,0.41,0.27,0.31,0.23,0.26,0.24,0.18,0.16,0.06,0.15,0.21,0.17,0.1,0.14,0.16,0.17,0.19,0.16,0.16,0.15,0.16,0.14,0.16,0.16,0.17,0.16,0.16,0.09,0.08,0.09,0.08,0.08,0.08,0.11,0.08,0.08,0.08,0.1,0.07,0.08,0.08,0.08,0.08,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
11/09/2021,1.35,2.74,1.84,1.26,1.78,2.31,1.4,2.33,0.09,1.33,1.37,1.09,1.9,3.22,0.97,0.0,1.45,1.78,0.25,1.04,1.88,1.33,0.09,1.74,0.13,1.67,0.0,1.77,0.09,0.13,0.95,1.21,1.04,0.7,0.72,0.24,1.12,0.1,0.72,0.78,0.49,0.85,0.5,0.2,1.26,1.1,0.0,0.97,0.62,0.17,0.62,0.0,0.23,1.15,0.15,0.64,0.2,0.7,0.15,0.5,0.09,0.13,0.32,0.19,0.34,0.0,0.41,0.35,0.25,0.56,0.61,0.25,0.28,0.0,0.0,0.61,0.3,0.25,1.1,0.25,0.2,0.2,0.13,0.0,0.19,0.0,0.0,0.16,0.0,0.15,0.19,0.08,0.08,0.0,0.21,0.0,0.0,0.17,0.1,0.0,0.0,0.17,0.19,0.25,0.0,0.22,0.0,0.16,0.34,0.22,0.17,1.51,0.0,0.08,0.0,0.0,0.15,0.0,0.17,0.1,0.0,0.33,0.09,0.14,0.0,0.16,0.0,0.0,0.15,0.08,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.08,0.17,0.18,0.07,0.79,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.33,0.0,0.15,0.07,0.0,0.08,0.0,0.15,0.17,0.0,0.0,0.0,0.08,0.09,0.0,1.83,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.07,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.09,1.89,1.59,1.28,2.14,1.11,1.23,1.31,0.84,0.71,0.92,0.75,0.97,0.61,0.66,0.48,0.42,0.27,0.3,0.23,0.26,0.24,0.18,0.15,0.06,0.15,0.21,0.18,0.11,0.14,0.16,0.17,0.18,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.17,0.17,0.16,0.09,0.08,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.09,0.11,0.08,0.09,0.09,0.08,0.08,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
11/10/2021,1.35,2.74,1.84,1.26,1.78,2.31,1.4,2.33,0.09,1.33,1.37,1.09,1.9,3.22,0.97,0.0,1.45,1.78,0.25,1.04,1.88,1.33,0.09,1.74,0.13,1.67,0.0,1.77,0.09,0.13,0.95,1.21,1.04,0.7,0.72,0.24,1.12,0.1,0.72,0.78,0.49,0.85,0.5,0.2,1.26,1.1,0.0,0.97,0.62,0.17,0.62,0.0,0.23,1.15,0.15,0.64,0.2,0.7,0.15,0.5,0.09,0.13,0.32,0.19,0.34,0.0,0.41,0.35,0.25,0.56,0.61,0.25,0.28,0.0,0.0,0.61,0.3,0.25,1.1,0.25,0.2,0.2,0.13,0.0,0.19,0.0,0.0,0.16,0.0,0.15,0.19,0.08,0.08,0.0,0.21,0.0,0.0,0.17,0.1,0.0,0.0,0.17,0.19,0.25,0.0,0.22,0.0,0.16,0.34,0.22,0.17,1.51,0.0,0.08,0.0,0.0,0.15,0.0,0.17,0.1,0.0,0.33,0.09,0.14,0.0,0.16,0.0,0.0,0.15,0.08,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.08,0.17,0.18,0.07,0.79,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.33,0.0,0.15,0.07,0.0,0.08,0.0,0.15,0.17,0.0,0.0,0.0,0.08,0.09,0.0,1.83,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.07,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.09,1.89,1.59,1.28,2.14,1.11,1.23,1.31,0.84,0.71,0.92,0.75,0.97,0.61,0.66,0.48,0.42,0.27,0.3,0.23,0.26,0.24,0.18,0.15,0.06,0.15,0.21,0.18,0.11,0.14,0.16,0.17,0.18,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.17,0.17,0.16,0.09,0.08,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.09,0.11,0.08,0.09,0.09,0.08,0.08,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
11/11/2021,1.35,2.75,1.82,1.38,1.82,2.37,1.39,2.29,0.08,1.32,1.35,1.07,1.88,3.31,0.96,0.0,1.45,1.8,0.24,1.03,1.86,1.34,0.08,1.72,0.13,1.67,0.0,1.79,0.09,0.13,0.95,1.2,1.02,0.69,0.74,0.24,1.13,0.1,0.72,0.77,0.48,0.83,0.48,0.2,1.3,1.1,0.0,0.98,0.61,0.17,0.61,0.0,0.23,1.15,0.15,0.82,0.2,0.69,0.15,0.49,0.09,0.13,0.32,0.18,0.34,0.0,0.4,0.34,0.24,0.57,0.61,0.25,0.28,0.0,0.0,0.62,0.3,0.25,1.1,0.25,0.2,0.21,0.13,0.0,0.19,0.0,0.0,0.16,0.0,0.15,0.18,0.08,0.08,0.0,0.22,0.0,0.0,0.17,0.1,0.0,0.0,0.17,0.19,0.25,0.0,0.21,0.0,0.15,0.34,0.22,0.17,1.53,0.0,0.08,0.0,0.0,0.15,0.0,0.16,0.1,0.0,0.34,0.09,0.14,0.0,0.16,0.0,0.0,0.15,0.08,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.08,0.17,0.18,0.07,0.79,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.33,0.0,0.15,0.07,0.0,0.08,0.0,0.15,0.18,0.0,0.0,0.0,0.08,0.09,0.0,1.78,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.07,0.08,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.15,1.89,1.56,1.28,2.02,1.1,1.22,1.31,0.84,0.7,0.9,0.77,0.98,0.62,0.65,0.47,0.41,0.27,0.3,0.24,0.26,0.24,0.17,0.15,0.06,0.15,0.21,0.17,0.11,0.14,0.16,0.16,0.19,0.16,0.16,0.16,0.16,0.14,0.16,0.17,0.17,0.17,0.16,0.09,0.08,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.09,0.11,0.08,0.09,0.09,0.08,0.08,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/12/2021,1.35,2.75,1.82,1.38,1.82,2.37,1.39,2.29,0.08,1.32,1.35,1.07,1.88,3.31,0.96,0.0,1.45,1.8,0.24,1.03,1.86,1.34,0.08,1.72,0.13,1.67,0.0,1.79,0.09,0.13,0.95,1.2,1.02,0.69,0.74,0.24,1.13,0.1,0.72,0.77,0.48,0.83,0.48,0.2,1.3,1.1,0.0,0.98,0.61,0.17,0.61,0.0,0.23,1.15,0.15,0.82,0.2,0.69,0.15,0.49,0.09,0.13,0.32,0.18,0.34,0.0,0.4,0.34,0.24,0.57,0.61,0.25,0.28,0.0,0.0,0.62,0.3,0.25,1.1,0.25,0.2,0.21,0.13,0.0,0.19,0.0,0.0,0.16,0.0,0.15,0.18,0.08,0.08,0.0,0.22,0.0,0.0,0.17,0.1,0.0,0.0,0.17,0.19,0.25,0.0,0.21,0.0,0.15,0.34,0.22,0.17,1.53,0.0,0.08,0.0,0.0,0.15,0.0,0.16,0.1,0.0,0.34,0.09,0.14,0.0,0.16,0.0,0.0,0.15,0.08,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.08,0.17,0.18,0.07,0.79,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.33,0.0,0.15,0.07,0.0,0.08,0.0,0.15,0.18,0.0,0.0,0.0,0.08,0.09,0.0,1.78,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.07,0.08,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.15,1.89,1.56,1.28,2.02,1.1,1.22,1.31,0.84,0.7,0.9,0.77,0.98,0.62,0.65,0.47,0.41,0.27,0.3,0.24,0.26,0.24,0.17,0.15,0.06,0.15,0.21,0.17,0.11,0.14,0.16,0.16,0.19,0.16,0.16,0.16,0.16,0.14,0.16,0.17,0.17,0.17,0.16,0.09,0.08,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.09,0.11,0.08,0.09,0.09,0.08,0.08,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
