,VGR,BGS,KTB,RCII,CMP,SJI,CMC,GEF,MED,AVA,MCY,CBT,BIG,PDCO,NAVI,BKE,TRN,TDS,JW.A,UVV,AROC,DLX,NUS,HCSG,RGR,NSA,CWT,OTTR,MATX,MWA,ISBC,NWN,FUL,MC,KRO,HNI,GCMG,ANAT,VSH,CVA,MGEE,SWM,MANT,KALU,PZZA,SSTK,FRG,BDN,MLHR,ABM,PRGS,ASB,MGRC,WMK,CPK,IDCC,PBI,KW,CSGS,ILPT,BRC,CATY,FHI,STRA,WMG,RILY,FCPT,UNIT,FFBC,WRI,JACK,OPI,EPRT,HEES,SBGI,MLI,BKU,GBX,SCL,PDM,BGFV,CXP,SCS,NWBI,MNRO,SFNC,CVBF,WSBC,EPC,SNDR,FULT,GES,ONB,GTY,KFY,FIX,PFS,GVA,LZB,ETH,HVT,WWW,CTRE,SFBS,FSS,BMI,COLB,MATW,HOPE,WRE,SCHN,NHC,PGRE,CORE,AUB,SJW,PSMT,B,GHC,SHEN,SWCH,IBOC,RUSHA,WAFD,HLNE,WD,GIC,BXS,SAFT,LTC,ANDE,BCC,ALX,CAI,WWE,SPTN,SASR,MOG.A,EBF,DEA,AIN,PRK,NP,NPO,FWRD,MNR,GPI,PATK,LNN,APOG,SXC,UTL,UCBI,SMP,WABC,SCHL,IOSP,NVEC,AAT,CFFN,BANR,TOWN,KFRC,HTH,LMNX,INT,TRMK,BHE,FIBK,FRME,ACCO,PETS,WHD,PLOW,TR,EVTC,ADTN,IBTX,INDB,FBP,XPER,CAL,CHCO,GOOD,RNST,GFF,MEI,IRT,SWBI,NXRT,STC,BFS,BUSE,MYE,BPYU,CWH,FCF,KAI,ABCB,SSP,MSEX,AZZ,VRS,IMKTA,CSR,GLT,LKFN,SITC,RGP,WGO,DCOM,PIPR,HWKN,CADE,ETD,AMSWA,FCFS,ARCB,VBTX,FLMN,MLKN,SYBT,HLIO,COKE,SBSI,NBTB,SUM
08/12/2021,1.72,1.48,1.48,1.31,1.32,1.1,1.14,1.09,0.92,1.0,0.84,0.83,0.69,0.76,0.84,0.64,0.76,0.61,0.7,0.63,0.65,0.62,0.67,0.53,0.61,0.64,0.64,0.61,0.6,0.55,0.52,0.52,0.52,0.53,0.47,0.44,0.46,0.54,0.48,0.53,0.49,0.45,0.44,0.44,0.51,0.45,0.43,0.43,0.4,0.47,0.42,0.43,0.38,0.44,0.47,0.4,0.39,0.42,0.4,0.43,0.39,0.4,0.37,0.38,0.37,0.33,0.38,0.47,0.37,0.0,0.34,0.35,0.4,0.37,0.34,0.36,0.35,0.36,0.33,0.34,0.3,0.3,0.31,0.32,0.3,0.32,0.31,0.3,0.32,0.3,0.31,0.26,0.29,0.31,0.29,0.3,0.3,0.29,0.27,0.26,0.25,0.31,0.28,0.32,0.28,0.29,0.27,0.27,0.28,0.29,0.29,0.3,0.25,0.26,0.28,0.29,0.26,0.26,0.27,0.0,0.3,0.26,0.28,0.27,0.25,0.25,0.27,0.25,0.26,0.23,0.23,0.23,0.25,0.24,0.21,0.25,0.24,0.22,0.22,0.25,0.2,0.25,0.22,0.21,0.23,0.24,0.24,0.27,0.24,0.23,0.23,0.22,0.22,0.24,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.2,0.0,0.23,0.21,0.2,0.22,0.21,0.21,0.18,0.18,0.2,0.2,0.2,0.24,0.19,0.19,0.2,0.19,0.0,0.19,0.19,0.0,0.0,0.18,0.2,0.0,0.2,0.19,0.2,0.17,0.18,0.0,0.19,0.0,0.2,0.17,0.0,0.22,0.0,0.19,0.18,0.2,0.18,0.2,0.18,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.66
08/13/2021,1.73,1.53,1.45,1.33,1.32,1.09,1.18,1.09,0.87,1.0,0.85,0.83,0.69,0.76,0.84,0.64,0.76,0.64,0.69,0.63,0.63,0.61,0.66,0.54,0.63,0.65,0.64,0.61,0.59,0.54,0.51,0.52,0.52,0.53,0.47,0.44,0.48,0.59,0.48,0.53,0.49,0.44,0.44,0.44,0.5,0.46,0.42,0.44,0.4,0.47,0.42,0.43,0.38,0.45,0.46,0.42,0.4,0.43,0.4,0.43,0.39,0.4,0.37,0.38,0.36,0.34,0.38,0.47,0.37,0.0,0.33,0.34,0.4,0.36,0.34,0.35,0.34,0.36,0.33,0.34,0.3,0.3,0.31,0.32,0.28,0.32,0.31,0.3,0.32,0.3,0.31,0.26,0.29,0.31,0.29,0.3,0.3,0.28,0.27,0.26,0.26,0.31,0.28,0.32,0.28,0.29,0.27,0.27,0.28,0.28,0.29,0.3,0.24,0.26,0.28,0.29,0.26,0.26,0.26,0.0,0.31,0.26,0.27,0.26,0.26,0.25,0.28,0.25,0.26,0.23,0.23,0.23,0.25,0.24,0.21,0.25,0.24,0.21,0.22,0.25,0.2,0.24,0.23,0.21,0.22,0.24,0.24,0.26,0.24,0.23,0.23,0.22,0.22,0.23,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.2,0.19,0.0,0.23,0.21,0.2,0.22,0.21,0.21,0.19,0.18,0.2,0.2,0.21,0.24,0.19,0.19,0.2,0.19,0.0,0.19,0.19,0.17,0.0,0.18,0.2,0.0,0.2,0.19,0.2,0.17,0.19,0.0,0.18,0.0,0.19,0.17,0.0,0.22,0.0,0.19,0.18,0.2,0.19,0.21,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.66
08/16/2021,1.75,1.53,1.46,1.35,1.32,1.09,1.25,1.1,0.83,0.97,0.84,0.84,0.74,0.75,0.84,0.66,0.79,0.64,0.68,0.61,0.64,0.62,0.64,0.53,0.62,0.64,0.62,0.6,0.61,0.54,0.53,0.51,0.52,0.54,0.46,0.45,0.49,0.59,0.48,0.52,0.48,0.44,0.42,0.47,0.51,0.45,0.42,0.43,0.4,0.47,0.41,0.44,0.37,0.46,0.46,0.42,0.4,0.43,0.4,0.42,0.38,0.4,0.38,0.37,0.36,0.33,0.36,0.46,0.37,0.0,0.33,0.33,0.39,0.38,0.33,0.36,0.35,0.37,0.32,0.34,0.32,0.31,0.31,0.32,0.28,0.32,0.31,0.3,0.32,0.3,0.31,0.27,0.29,0.3,0.29,0.3,0.3,0.3,0.28,0.28,0.26,0.32,0.27,0.31,0.28,0.29,0.28,0.27,0.28,0.28,0.31,0.29,0.24,0.26,0.28,0.28,0.25,0.26,0.26,0.0,0.3,0.26,0.28,0.27,0.25,0.25,0.28,0.25,0.26,0.23,0.24,0.24,0.25,0.24,0.21,0.25,0.24,0.22,0.22,0.24,0.2,0.25,0.23,0.21,0.23,0.23,0.25,0.27,0.24,0.24,0.24,0.21,0.22,0.24,0.22,0.21,0.23,0.21,0.22,0.21,0.22,0.22,0.2,0.19,0.0,0.23,0.21,0.19,0.22,0.21,0.21,0.18,0.19,0.2,0.2,0.2,0.23,0.19,0.19,0.2,0.18,0.0,0.19,0.18,0.0,0.0,0.18,0.19,0.0,0.19,0.19,0.2,0.17,0.18,0.0,0.18,0.0,0.2,0.17,0.0,0.21,0.0,0.19,0.19,0.2,0.18,0.2,0.17,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.75
08/17/2021,1.74,1.52,1.48,1.42,1.31,1.1,1.27,1.1,0.83,0.97,0.82,0.84,0.73,0.76,0.85,0.66,0.79,0.64,0.7,0.6,0.63,0.62,0.64,0.54,0.61,0.65,0.63,0.6,0.61,0.54,0.52,0.51,0.53,0.55,0.46,0.45,0.52,0.59,0.48,0.52,0.49,0.44,0.42,0.46,0.53,0.47,0.42,0.43,0.4,0.47,0.41,0.44,0.36,0.46,0.47,0.42,0.38,0.43,0.41,0.43,0.39,0.4,0.38,0.38,0.36,0.32,0.36,0.46,0.37,0.0,0.34,0.33,0.41,0.38,0.33,0.37,0.34,0.37,0.32,0.33,0.29,0.31,0.31,0.32,0.28,0.32,0.31,0.3,0.32,0.31,0.31,0.27,0.29,0.3,0.29,0.29,0.29,0.3,0.29,0.28,0.26,0.32,0.27,0.31,0.28,0.3,0.28,0.27,0.28,0.29,0.31,0.29,0.24,0.27,0.28,0.29,0.24,0.26,0.26,0.0,0.29,0.26,0.27,0.27,0.25,0.25,0.27,0.25,0.26,0.23,0.24,0.24,0.25,0.24,0.21,0.25,0.24,0.22,0.22,0.24,0.2,0.25,0.23,0.21,0.23,0.23,0.25,0.27,0.24,0.24,0.23,0.21,0.22,0.23,0.23,0.2,0.23,0.21,0.22,0.21,0.22,0.22,0.2,0.19,0.0,0.23,0.21,0.19,0.22,0.21,0.22,0.18,0.18,0.19,0.2,0.2,0.23,0.19,0.19,0.2,0.18,0.0,0.19,0.18,0.17,0.0,0.18,0.2,0.0,0.19,0.19,0.2,0.0,0.19,0.0,0.17,0.0,0.2,0.17,0.0,0.22,0.0,0.19,0.18,0.2,0.18,0.2,0.17,0.18,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.92
08/18/2021,1.74,1.52,1.48,1.42,1.31,1.1,1.27,1.1,0.83,0.97,0.82,0.84,0.73,0.76,0.85,0.66,0.79,0.64,0.7,0.6,0.63,0.62,0.64,0.54,0.61,0.65,0.63,0.6,0.61,0.54,0.52,0.51,0.53,0.55,0.46,0.45,0.52,0.59,0.48,0.52,0.49,0.44,0.42,0.46,0.53,0.47,0.42,0.43,0.4,0.47,0.41,0.44,0.36,0.46,0.47,0.42,0.38,0.43,0.41,0.43,0.39,0.4,0.38,0.38,0.36,0.32,0.36,0.46,0.37,0.0,0.34,0.33,0.41,0.38,0.33,0.37,0.34,0.37,0.32,0.33,0.29,0.31,0.31,0.32,0.28,0.32,0.31,0.3,0.32,0.31,0.31,0.27,0.29,0.3,0.29,0.29,0.29,0.3,0.29,0.28,0.26,0.32,0.27,0.31,0.28,0.3,0.28,0.27,0.28,0.29,0.31,0.29,0.24,0.27,0.28,0.29,0.24,0.26,0.26,0.0,0.29,0.26,0.27,0.27,0.25,0.25,0.27,0.25,0.26,0.23,0.24,0.24,0.25,0.24,0.21,0.25,0.24,0.22,0.22,0.24,0.2,0.25,0.23,0.21,0.23,0.23,0.25,0.27,0.24,0.24,0.23,0.21,0.22,0.23,0.23,0.2,0.23,0.21,0.22,0.21,0.22,0.22,0.2,0.19,0.0,0.23,0.21,0.19,0.22,0.21,0.22,0.18,0.18,0.19,0.2,0.2,0.23,0.19,0.19,0.2,0.18,0.0,0.19,0.18,0.17,0.0,0.18,0.2,0.0,0.19,0.19,0.2,0.0,0.19,0.0,0.17,0.0,0.2,0.17,0.0,0.22,0.0,0.19,0.18,0.2,0.18,0.2,0.17,0.18,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.92
08/19/2021,1.74,1.52,1.48,1.42,1.31,1.1,1.27,1.1,0.83,0.97,0.82,0.84,0.73,0.76,0.85,0.66,0.79,0.64,0.7,0.6,0.63,0.62,0.64,0.54,0.61,0.65,0.63,0.6,0.61,0.54,0.52,0.51,0.53,0.55,0.46,0.45,0.52,0.59,0.48,0.52,0.49,0.44,0.42,0.46,0.53,0.47,0.42,0.43,0.4,0.47,0.41,0.44,0.36,0.46,0.47,0.42,0.38,0.43,0.41,0.43,0.39,0.4,0.38,0.38,0.36,0.32,0.36,0.46,0.37,0.0,0.34,0.33,0.41,0.38,0.33,0.37,0.34,0.37,0.32,0.33,0.29,0.31,0.31,0.32,0.28,0.32,0.31,0.3,0.32,0.31,0.31,0.27,0.29,0.3,0.29,0.29,0.29,0.3,0.29,0.28,0.26,0.32,0.27,0.31,0.28,0.3,0.28,0.27,0.28,0.29,0.31,0.29,0.24,0.27,0.28,0.29,0.24,0.26,0.26,0.0,0.29,0.26,0.27,0.27,0.25,0.25,0.27,0.25,0.26,0.23,0.24,0.24,0.25,0.24,0.21,0.25,0.24,0.22,0.22,0.24,0.2,0.25,0.23,0.21,0.23,0.23,0.25,0.27,0.24,0.24,0.23,0.21,0.22,0.23,0.23,0.2,0.23,0.21,0.22,0.21,0.22,0.22,0.2,0.19,0.0,0.23,0.21,0.19,0.22,0.21,0.22,0.18,0.18,0.19,0.2,0.2,0.23,0.19,0.19,0.2,0.18,0.0,0.19,0.18,0.17,0.0,0.18,0.2,0.0,0.19,0.19,0.2,0.0,0.19,0.0,0.17,0.0,0.2,0.17,0.0,0.22,0.0,0.19,0.18,0.2,0.18,0.2,0.17,0.18,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.92
08/20/2021,1.73,1.51,1.48,1.43,1.31,1.09,1.23,1.11,0.82,0.98,0.83,0.85,0.73,0.77,0.86,0.66,0.79,0.62,0.71,0.61,0.61,0.62,0.63,0.53,0.61,0.66,0.64,0.61,0.62,0.55,0.51,0.51,0.53,0.55,0.45,0.45,0.52,0.59,0.48,0.52,0.49,0.43,0.43,0.44,0.54,0.46,0.42,0.43,0.4,0.47,0.41,0.44,0.36,0.46,0.47,0.41,0.37,0.43,0.41,0.43,0.39,0.4,0.38,0.37,0.36,0.32,0.36,0.46,0.37,0.0,0.34,0.33,0.41,0.39,0.32,0.37,0.34,0.36,0.32,0.33,0.28,0.31,0.31,0.32,0.28,0.32,0.31,0.3,0.32,0.31,0.31,0.27,0.29,0.3,0.29,0.29,0.29,0.3,0.29,0.27,0.26,0.32,0.27,0.31,0.28,0.3,0.28,0.27,0.28,0.29,0.3,0.29,0.24,0.27,0.28,0.29,0.24,0.26,0.26,0.0,0.29,0.26,0.27,0.27,0.25,0.24,0.27,0.26,0.26,0.23,0.23,0.23,0.25,0.24,0.21,0.26,0.24,0.22,0.22,0.24,0.2,0.24,0.23,0.21,0.23,0.23,0.25,0.27,0.24,0.24,0.23,0.21,0.22,0.23,0.22,0.21,0.23,0.21,0.22,0.21,0.22,0.22,0.2,0.19,0.0,0.22,0.21,0.19,0.22,0.21,0.22,0.18,0.17,0.19,0.2,0.2,0.24,0.19,0.2,0.2,0.18,0.0,0.19,0.18,0.0,0.18,0.18,0.2,0.0,0.19,0.19,0.2,0.17,0.19,0.0,0.18,0.0,0.2,0.17,0.0,0.22,0.0,0.19,0.18,0.2,0.18,0.2,0.0,0.18,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.81
08/23/2021,1.76,1.54,1.49,1.38,1.28,1.09,1.22,1.11,0.8,0.99,0.84,0.86,0.71,0.78,0.88,0.65,0.77,0.63,0.7,0.61,0.6,0.61,0.63,0.51,0.61,0.66,0.64,0.61,0.64,0.56,0.51,0.51,0.52,0.54,0.46,0.45,0.52,0.6,0.47,0.53,0.5,0.44,0.43,0.45,0.56,0.45,0.41,0.43,0.39,0.47,0.41,0.44,0.36,0.47,0.47,0.41,0.37,0.43,0.41,0.44,0.38,0.4,0.38,0.37,0.38,0.31,0.37,0.47,0.37,0.0,0.35,0.33,0.41,0.38,0.33,0.37,0.34,0.36,0.33,0.34,0.28,0.32,0.31,0.32,0.28,0.32,0.32,0.3,0.32,0.31,0.31,0.26,0.29,0.31,0.29,0.29,0.29,0.29,0.27,0.26,0.25,0.32,0.27,0.31,0.28,0.3,0.27,0.27,0.28,0.29,0.3,0.29,0.23,0.27,0.28,0.29,0.24,0.25,0.25,0.0,0.29,0.26,0.27,0.27,0.25,0.24,0.27,0.26,0.27,0.23,0.26,0.23,0.25,0.25,0.2,0.27,0.24,0.22,0.22,0.24,0.2,0.24,0.23,0.21,0.23,0.24,0.24,0.26,0.23,0.23,0.22,0.21,0.22,0.23,0.22,0.21,0.23,0.21,0.22,0.21,0.22,0.22,0.2,0.19,0.0,0.21,0.21,0.19,0.22,0.21,0.21,0.18,0.17,0.19,0.2,0.21,0.24,0.19,0.2,0.2,0.19,0.0,0.19,0.19,0.0,0.18,0.18,0.2,0.0,0.2,0.19,0.2,0.17,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.22,0.0,0.19,0.19,0.21,0.19,0.19,0.0,0.18,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.83
08/24/2021,1.74,1.55,1.38,1.44,1.27,1.08,1.16,1.1,0.8,1.01,0.83,0.82,0.72,0.78,0.88,0.63,0.78,0.63,0.7,0.61,0.59,0.61,0.63,0.52,0.6,0.66,0.64,0.62,0.62,0.56,0.5,0.51,0.52,0.54,0.46,0.44,0.52,0.6,0.47,0.53,0.51,0.43,0.42,0.44,0.53,0.46,0.41,0.43,0.4,0.48,0.41,0.44,0.36,0.48,0.47,0.41,0.36,0.44,0.42,0.44,0.38,0.4,0.38,0.39,0.38,0.31,0.37,0.46,0.38,0.0,0.35,0.33,0.41,0.37,0.32,0.37,0.34,0.35,0.32,0.33,0.29,0.33,0.31,0.32,0.28,0.32,0.32,0.3,0.33,0.32,0.31,0.28,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.27,0.25,0.32,0.26,0.31,0.29,0.3,0.28,0.28,0.28,0.3,0.28,0.29,0.24,0.27,0.29,0.3,0.24,0.25,0.25,0.0,0.3,0.26,0.27,0.27,0.25,0.25,0.27,0.26,0.27,0.22,0.25,0.23,0.25,0.24,0.21,0.28,0.24,0.22,0.22,0.24,0.21,0.25,0.23,0.21,0.22,0.24,0.23,0.26,0.23,0.24,0.21,0.22,0.22,0.24,0.22,0.21,0.22,0.21,0.22,0.22,0.23,0.22,0.2,0.2,0.0,0.2,0.21,0.19,0.22,0.21,0.21,0.0,0.17,0.18,0.19,0.21,0.23,0.19,0.2,0.2,0.19,0.0,0.2,0.18,0.0,0.18,0.18,0.21,0.0,0.2,0.19,0.2,0.17,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.0,0.18,0.19,0.21,0.18,0.19,0.17,0.19,0.0,0.17,0.17,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.71000000000001
08/25/2021,1.74,1.55,1.38,1.44,1.27,1.08,1.16,1.1,0.8,1.01,0.83,0.82,0.72,0.78,0.88,0.63,0.78,0.63,0.7,0.61,0.59,0.61,0.63,0.52,0.6,0.66,0.64,0.62,0.62,0.56,0.5,0.51,0.52,0.54,0.46,0.44,0.52,0.6,0.47,0.53,0.51,0.43,0.42,0.44,0.53,0.46,0.41,0.43,0.4,0.48,0.41,0.44,0.36,0.48,0.47,0.41,0.36,0.44,0.42,0.44,0.38,0.4,0.38,0.39,0.38,0.31,0.37,0.46,0.38,0.0,0.35,0.33,0.41,0.37,0.32,0.37,0.34,0.35,0.32,0.33,0.29,0.33,0.31,0.32,0.28,0.32,0.32,0.3,0.33,0.32,0.31,0.28,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.0,0.25,0.32,0.26,0.31,0.29,0.3,0.28,0.28,0.28,0.3,0.28,0.29,0.24,0.27,0.29,0.3,0.24,0.25,0.25,0.0,0.3,0.26,0.27,0.27,0.25,0.25,0.27,0.26,0.27,0.22,0.25,0.23,0.25,0.24,0.21,0.28,0.24,0.22,0.22,0.24,0.21,0.25,0.23,0.21,0.22,0.24,0.23,0.26,0.23,0.24,0.21,0.22,0.22,0.24,0.22,0.21,0.22,0.21,0.22,0.22,0.23,0.22,0.2,0.2,0.0,0.2,0.21,0.19,0.22,0.21,0.21,0.0,0.17,0.18,0.19,0.21,0.23,0.19,0.2,0.2,0.19,0.0,0.2,0.18,0.0,0.18,0.18,0.21,0.0,0.2,0.19,0.2,0.17,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.0,0.18,0.19,0.21,0.18,0.19,0.17,0.19,0.0,0.17,0.17,0.18,0.17,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.71000000000001
08/26/2021,1.74,1.55,1.38,1.44,1.27,1.08,1.16,1.1,0.8,1.01,0.83,0.82,0.72,0.78,0.88,0.63,0.78,0.63,0.7,0.61,0.59,0.61,0.63,0.52,0.6,0.66,0.64,0.62,0.62,0.56,0.5,0.51,0.52,0.54,0.46,0.44,0.52,0.6,0.47,0.53,0.51,0.43,0.42,0.44,0.53,0.46,0.41,0.43,0.4,0.48,0.41,0.44,0.36,0.48,0.47,0.41,0.36,0.44,0.42,0.44,0.38,0.4,0.38,0.39,0.38,0.31,0.37,0.46,0.38,0.0,0.35,0.33,0.41,0.37,0.32,0.37,0.34,0.35,0.32,0.33,0.29,0.33,0.31,0.32,0.28,0.32,0.32,0.3,0.33,0.32,0.31,0.28,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.0,0.25,0.32,0.26,0.31,0.29,0.3,0.28,0.28,0.28,0.3,0.28,0.29,0.24,0.27,0.29,0.3,0.24,0.25,0.25,0.0,0.3,0.26,0.27,0.27,0.25,0.25,0.27,0.26,0.27,0.22,0.25,0.23,0.25,0.24,0.21,0.28,0.24,0.22,0.22,0.24,0.21,0.25,0.23,0.21,0.22,0.24,0.23,0.26,0.23,0.24,0.21,0.22,0.22,0.24,0.22,0.21,0.22,0.21,0.22,0.22,0.23,0.22,0.2,0.2,0.0,0.2,0.21,0.19,0.22,0.21,0.21,0.0,0.17,0.18,0.19,0.21,0.23,0.19,0.2,0.2,0.19,0.0,0.2,0.18,0.0,0.18,0.18,0.21,0.0,0.2,0.19,0.2,0.17,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.0,0.18,0.19,0.21,0.18,0.19,0.17,0.19,0.0,0.17,0.17,0.18,0.17,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.71000000000001
08/27/2021,1.74,1.46,1.39,1.44,1.29,1.08,1.18,1.09,0.81,0.99,0.84,0.83,0.72,0.78,0.87,0.61,0.79,0.64,0.71,0.61,0.6,0.6,0.63,0.52,0.6,0.66,0.63,0.61,0.63,0.57,0.5,0.51,0.53,0.55,0.47,0.44,0.54,0.59,0.47,0.53,0.5,0.43,0.41,0.44,0.53,0.47,0.42,0.44,0.4,0.48,0.42,0.44,0.37,0.47,0.47,0.42,0.37,0.43,0.42,0.43,0.38,0.4,0.38,0.39,0.38,0.32,0.37,0.46,0.38,0.0,0.34,0.33,0.41,0.37,0.33,0.37,0.34,0.35,0.33,0.34,0.29,0.32,0.31,0.32,0.28,0.32,0.32,0.3,0.32,0.31,0.31,0.28,0.29,0.3,0.3,0.29,0.29,0.29,0.28,0.0,0.25,0.32,0.26,0.31,0.28,0.31,0.28,0.28,0.28,0.29,0.28,0.29,0.24,0.27,0.28,0.29,0.25,0.25,0.25,0.0,0.3,0.25,0.27,0.27,0.25,0.25,0.27,0.25,0.26,0.22,0.26,0.23,0.25,0.24,0.21,0.27,0.24,0.22,0.22,0.24,0.21,0.24,0.23,0.21,0.23,0.24,0.24,0.26,0.23,0.24,0.22,0.21,0.22,0.23,0.22,0.21,0.22,0.22,0.22,0.21,0.23,0.22,0.2,0.2,0.0,0.21,0.21,0.19,0.22,0.21,0.21,0.17,0.18,0.19,0.19,0.21,0.24,0.19,0.2,0.2,0.19,0.0,0.19,0.18,0.0,0.18,0.17,0.2,0.0,0.2,0.19,0.2,0.17,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.22,0.0,0.18,0.19,0.2,0.18,0.19,0.17,0.19,0.0,0.17,0.17,0.17,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.66
08/30/2021,1.74,1.5,1.48,1.46,1.28,1.07,1.18,1.11,0.78,0.97,0.83,0.84,0.73,0.77,0.89,0.61,0.8,0.63,0.71,0.61,0.62,0.6,0.63,0.52,0.59,0.65,0.62,0.6,0.65,0.57,0.52,0.5,0.53,0.55,0.48,0.44,0.54,0.59,0.47,0.52,0.49,0.43,0.4,0.44,0.53,0.5,0.42,0.44,0.41,0.48,0.42,0.44,0.36,0.46,0.46,0.41,0.37,0.43,0.41,0.43,0.38,0.4,0.39,0.39,0.39,0.32,0.37,0.45,0.38,0.0,0.34,0.33,0.41,0.38,0.34,0.37,0.34,0.36,0.33,0.33,0.32,0.32,0.32,0.31,0.28,0.32,0.31,0.3,0.31,0.31,0.31,0.29,0.29,0.3,0.3,0.29,0.29,0.3,0.28,0.0,0.25,0.33,0.26,0.31,0.29,0.3,0.27,0.28,0.28,0.29,0.28,0.29,0.24,0.27,0.28,0.29,0.25,0.25,0.25,0.0,0.3,0.26,0.27,0.27,0.25,0.25,0.27,0.25,0.26,0.22,0.26,0.24,0.25,0.24,0.21,0.27,0.24,0.22,0.21,0.24,0.21,0.24,0.23,0.21,0.22,0.23,0.24,0.27,0.23,0.24,0.22,0.21,0.21,0.23,0.22,0.21,0.23,0.21,0.22,0.21,0.23,0.22,0.19,0.2,0.0,0.21,0.23,0.19,0.22,0.2,0.21,0.18,0.19,0.19,0.19,0.2,0.24,0.19,0.2,0.2,0.19,0.0,0.19,0.18,0.0,0.18,0.17,0.2,0.0,0.2,0.19,0.19,0.17,0.19,0.0,0.18,0.0,0.2,0.0,0.0,0.22,0.0,0.18,0.19,0.2,0.18,0.19,0.17,0.18,0.17,0.0,0.18,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.83
08/31/2021,1.78,1.47,1.43,1.45,1.28,1.04,1.18,1.09,0.81,0.96,0.83,0.84,0.65,0.78,0.9,0.59,0.81,0.62,0.7,0.61,0.62,0.59,0.62,0.52,0.59,0.66,0.61,0.61,0.65,0.59,0.52,0.49,0.53,0.55,0.48,0.44,0.53,0.59,0.47,0.52,0.48,0.43,0.4,0.45,0.53,0.51,0.42,0.44,0.4,0.49,0.43,0.44,0.36,0.46,0.46,0.41,0.36,0.44,0.41,0.43,0.38,0.4,0.38,0.38,0.39,0.33,0.37,0.45,0.38,0.0,0.35,0.33,0.42,0.38,0.33,0.37,0.35,0.37,0.33,0.32,0.31,0.33,0.32,0.31,0.27,0.32,0.31,0.31,0.3,0.32,0.31,0.29,0.29,0.3,0.3,0.29,0.29,0.3,0.28,0.0,0.25,0.32,0.26,0.31,0.28,0.3,0.27,0.28,0.28,0.29,0.27,0.29,0.24,0.28,0.28,0.29,0.25,0.25,0.25,0.0,0.3,0.26,0.27,0.27,0.25,0.25,0.27,0.26,0.26,0.22,0.25,0.25,0.25,0.24,0.21,0.27,0.24,0.22,0.22,0.23,0.21,0.24,0.23,0.21,0.22,0.23,0.24,0.27,0.23,0.25,0.22,0.21,0.22,0.23,0.22,0.21,0.23,0.21,0.22,0.21,0.23,0.22,0.2,0.2,0.0,0.21,0.22,0.2,0.22,0.21,0.22,0.18,0.2,0.2,0.18,0.2,0.24,0.19,0.2,0.2,0.19,0.0,0.19,0.18,0.0,0.18,0.17,0.2,0.0,0.2,0.2,0.19,0.17,0.19,0.0,0.18,0.0,0.2,0.0,0.0,0.21,0.0,0.18,0.18,0.21,0.18,0.19,0.18,0.18,0.0,0.0,0.0,0.18,0.17,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.73
