,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,ABBV,PEP,T,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BA,RTX,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,ADP,GILD,TMUS,CCI,MO,TJX,COP,CI,PNC,DUK,USB,TFC,FDX,CB,MMC,BDX,GM,EQIX,CSX,ATVI,EL,CME,CL,ILMN,COF,XTSLA,NSC,ICE,EW,SHW,SO,ADSK,FISV,D,REGN,APD,BSX,ADI,ITW,MCO,HUM,EMR,PGR,GPN,ETN,NXPI,AON,NOC,WM,TWTR,IDXX,HCA,F,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,KLAC,PSA,DOW,IQV,EOG,JCI,SLB,AEP,DXCM,APTV,SNPS,GD,CNC,INFO,DLR,MET,ALGN,EXC,ROST,CMG,MSCI,LHX,KMB,TEL,A,EBAY,TT,TROW,PPG,CARR,PRU,PH,ALL,AIG,MCHP,BK,ORLY,ALXN,DD,BAX,APH,SPG,SRE,EA,DFS,TDG,XLNX,XEL,PSX,HPQ,SBAC,YUM,WELL,SYY,GIS,HLT,CMI,KMI,PAYX,TRV,IFF,CDNS,STZ,MSI,RMD,FTNT,MAR,MRNA,CTSH,USD,OTIS,MNST,MPC,GE.,ROK,AFL,MTD,WBA,CTAS,PXD,MTCH,SIVB,AZO,n/a,SUM
08/11/2021,6.09,5.79,3.81,2.31,2.17,2.07,1.44,1.35,1.43,1.27,1.21,1.08,1.04,0.87,0.93,0.92,0.87,0.86,0.8,0.8,0.72,0.65,0.61,0.61,0.64,0.58,0.62,0.67,0.58,0.58,0.54,0.57,0.53,0.59,0.56,0.52,0.51,0.54,0.53,0.53,0.56,0.54,0.52,0.47,0.52,0.47,0.46,0.44,0.41,0.37,0.42,0.43,0.42,0.41,0.39,0.42,0.39,0.35,0.36,0.39,0.37,0.39,0.34,0.35,0.34,0.36,0.35,0.34,0.34,0.34,0.3,0.36,0.31,0.0,0.32,0.31,0.3,0.3,0.28,0.29,0.28,0.28,0.25,0.24,0.26,0.24,0.24,0.26,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.22,0.23,0.22,0.2,0.19,0.21,0.22,0.21,0.2,0.18,0.21,0.2,0.19,0.19,0.2,0.19,0.17,0.2,0.2,0.18,0.19,0.2,0.1,0.17,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.14,0.16,0.15,0.14,0.17,0.16,0.16,0.14,0.15,0.14,0.16,0.17,0.14,0.14,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.12,0.12,0.13,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.13,0.12,0.11,0.13,0.13,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.11,0.0,0.34,0.0,0.0,0.1,0.0,0.1,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.60000000000001
08/13/2021,6.07,5.73,3.78,2.3,2.19,2.09,1.46,1.32,1.45,1.28,1.22,1.07,1.03,0.86,0.94,0.93,0.86,0.85,0.83,0.79,0.71,0.65,0.61,0.61,0.62,0.58,0.62,0.72,0.58,0.59,0.54,0.57,0.53,0.58,0.56,0.52,0.51,0.54,0.52,0.54,0.57,0.55,0.52,0.47,0.52,0.46,0.45,0.44,0.41,0.37,0.43,0.43,0.42,0.4,0.39,0.42,0.4,0.35,0.36,0.38,0.36,0.4,0.34,0.35,0.34,0.37,0.34,0.33,0.34,0.35,0.31,0.34,0.31,0.0,0.31,0.3,0.29,0.31,0.29,0.3,0.28,0.28,0.25,0.24,0.25,0.24,0.23,0.25,0.22,0.23,0.23,0.22,0.24,0.23,0.22,0.22,0.24,0.23,0.2,0.19,0.22,0.22,0.21,0.21,0.18,0.21,0.2,0.19,0.18,0.19,0.2,0.17,0.2,0.2,0.18,0.2,0.2,0.0,0.17,0.18,0.18,0.19,0.18,0.19,0.18,0.16,0.17,0.16,0.16,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.18,0.16,0.16,0.14,0.15,0.14,0.15,0.17,0.14,0.15,0.15,0.13,0.14,0.15,0.12,0.13,0.14,0.13,0.13,0.13,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.37,0.0,0.0,0.1,0.0,0.0,0.31,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.60000000000001
08/16/2021,6.17,5.77,3.74,2.3,2.18,2.08,1.45,1.31,1.47,1.29,1.22,1.04,1.01,0.85,0.94,0.92,0.84,0.86,0.84,0.8,0.71,0.64,0.6,0.61,0.63,0.57,0.63,0.7,0.58,0.58,0.54,0.57,0.53,0.57,0.56,0.52,0.51,0.54,0.52,0.54,0.55,0.56,0.53,0.46,0.52,0.47,0.45,0.44,0.41,0.37,0.43,0.43,0.42,0.4,0.4,0.43,0.4,0.35,0.36,0.39,0.36,0.41,0.35,0.35,0.34,0.37,0.31,0.34,0.34,0.34,0.32,0.34,0.31,0.0,0.31,0.3,0.29,0.32,0.3,0.3,0.28,0.28,0.24,0.23,0.25,0.24,0.21,0.25,0.22,0.22,0.23,0.23,0.24,0.23,0.22,0.22,0.24,0.23,0.2,0.19,0.22,0.22,0.21,0.21,0.18,0.22,0.2,0.19,0.18,0.19,0.2,0.18,0.2,0.2,0.18,0.2,0.21,0.11,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.16,0.17,0.16,0.17,0.16,0.18,0.16,0.14,0.17,0.15,0.13,0.18,0.16,0.16,0.14,0.15,0.14,0.15,0.17,0.14,0.15,0.15,0.14,0.13,0.15,0.12,0.13,0.13,0.13,0.13,0.12,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.32,0.11,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.57
08/17/2021,6.17,5.82,3.73,2.3,2.18,2.08,1.44,1.33,1.46,1.28,1.22,1.04,1.02,0.85,0.93,0.93,0.84,0.87,0.83,0.8,0.72,0.63,0.6,0.61,0.64,0.57,0.63,0.72,0.58,0.59,0.54,0.57,0.53,0.58,0.56,0.52,0.51,0.54,0.52,0.54,0.55,0.55,0.53,0.46,0.52,0.47,0.46,0.44,0.42,0.37,0.42,0.43,0.42,0.4,0.4,0.43,0.4,0.35,0.36,0.39,0.36,0.41,0.34,0.35,0.34,0.37,0.31,0.34,0.34,0.34,0.32,0.35,0.31,0.0,0.31,0.31,0.28,0.32,0.29,0.29,0.28,0.28,0.24,0.23,0.25,0.24,0.21,0.26,0.22,0.22,0.23,0.23,0.24,0.23,0.22,0.22,0.24,0.22,0.2,0.19,0.21,0.22,0.21,0.2,0.18,0.22,0.2,0.19,0.18,0.19,0.2,0.17,0.2,0.2,0.18,0.2,0.21,0.12,0.18,0.17,0.19,0.19,0.18,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.18,0.16,0.14,0.16,0.15,0.13,0.18,0.16,0.17,0.14,0.15,0.14,0.15,0.17,0.14,0.15,0.15,0.14,0.13,0.15,0.12,0.13,0.13,0.13,0.13,0.13,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.12,0.14,0.14,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.31,0.11,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.64
08/18/2021,6.17,5.82,3.73,2.3,2.18,2.08,1.44,1.33,1.46,1.28,1.22,1.04,1.02,0.85,0.93,0.93,0.84,0.87,0.83,0.8,0.72,0.63,0.6,0.61,0.64,0.57,0.63,0.72,0.58,0.59,0.54,0.57,0.53,0.58,0.56,0.52,0.51,0.54,0.52,0.54,0.55,0.55,0.53,0.46,0.52,0.47,0.46,0.44,0.42,0.37,0.42,0.43,0.42,0.4,0.4,0.43,0.4,0.35,0.36,0.39,0.36,0.41,0.34,0.35,0.34,0.37,0.31,0.34,0.34,0.34,0.32,0.35,0.31,0.0,0.31,0.31,0.28,0.32,0.29,0.29,0.28,0.28,0.24,0.23,0.25,0.24,0.21,0.26,0.22,0.22,0.23,0.23,0.24,0.23,0.22,0.22,0.24,0.22,0.2,0.19,0.21,0.22,0.21,0.2,0.18,0.22,0.2,0.19,0.18,0.19,0.2,0.17,0.2,0.2,0.18,0.2,0.21,0.12,0.18,0.17,0.19,0.19,0.18,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.18,0.16,0.14,0.16,0.15,0.13,0.18,0.16,0.17,0.14,0.15,0.14,0.15,0.17,0.14,0.15,0.15,0.14,0.13,0.15,0.12,0.13,0.13,0.13,0.13,0.13,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.12,0.14,0.14,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.31,0.11,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.64
08/19/2021,6.24,5.84,3.72,2.31,2.19,2.08,1.44,1.31,1.39,1.27,1.23,1.05,1.04,0.86,0.94,0.93,0.84,0.86,0.82,0.8,0.71,0.62,0.6,0.61,0.63,0.57,0.62,0.72,0.58,0.59,0.55,0.57,0.53,0.58,0.57,0.51,0.52,0.55,0.52,0.54,0.57,0.54,0.53,0.46,0.53,0.47,0.46,0.44,0.42,0.37,0.43,0.43,0.43,0.4,0.4,0.43,0.39,0.35,0.36,0.39,0.36,0.41,0.33,0.35,0.34,0.37,0.32,0.34,0.34,0.34,0.31,0.34,0.31,0.0,0.32,0.3,0.28,0.31,0.3,0.29,0.28,0.28,0.24,0.23,0.26,0.23,0.21,0.26,0.22,0.22,0.24,0.23,0.24,0.24,0.22,0.22,0.24,0.22,0.19,0.19,0.21,0.22,0.21,0.2,0.18,0.22,0.21,0.19,0.18,0.19,0.2,0.17,0.2,0.2,0.18,0.2,0.21,0.11,0.18,0.17,0.19,0.19,0.18,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.18,0.16,0.14,0.16,0.15,0.13,0.18,0.15,0.17,0.15,0.15,0.13,0.15,0.17,0.14,0.14,0.15,0.14,0.13,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.3,0.11,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.66
08/20/2021,6.24,5.85,3.68,2.28,2.18,2.07,1.45,1.28,1.36,1.26,1.25,1.05,1.05,0.84,0.9,0.94,0.84,0.85,0.82,0.8,0.72,0.62,0.61,0.62,0.63,0.56,0.63,0.75,0.59,0.59,0.56,0.58,0.53,0.58,0.58,0.52,0.53,0.55,0.52,0.55,0.58,0.53,0.54,0.46,0.53,0.47,0.47,0.43,0.42,0.38,0.43,0.44,0.43,0.41,0.4,0.44,0.39,0.35,0.34,0.39,0.36,0.41,0.32,0.35,0.34,0.36,0.31,0.35,0.34,0.33,0.31,0.35,0.31,0.0,0.32,0.3,0.28,0.31,0.3,0.29,0.29,0.28,0.25,0.23,0.26,0.23,0.21,0.26,0.22,0.22,0.24,0.23,0.24,0.24,0.22,0.23,0.24,0.22,0.19,0.19,0.21,0.22,0.2,0.2,0.18,0.22,0.21,0.2,0.17,0.2,0.2,0.17,0.2,0.2,0.18,0.2,0.21,0.14,0.18,0.18,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.17,0.16,0.18,0.16,0.14,0.16,0.15,0.13,0.18,0.15,0.17,0.15,0.16,0.13,0.15,0.17,0.14,0.13,0.15,0.14,0.14,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.32,0.11,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.73
08/23/2021,6.15,5.98,3.65,2.28,2.18,2.08,1.44,1.32,1.39,1.25,1.26,1.05,1.08,0.85,0.92,0.95,0.84,0.84,0.81,0.81,0.72,0.6,0.64,0.61,0.65,0.57,0.65,0.73,0.6,0.59,0.56,0.59,0.53,0.56,0.58,0.49,0.53,0.56,0.52,0.55,0.58,0.52,0.54,0.46,0.54,0.47,0.46,0.42,0.42,0.38,0.42,0.43,0.43,0.41,0.4,0.44,0.39,0.34,0.38,0.4,0.36,0.4,0.31,0.34,0.34,0.36,0.32,0.35,0.33,0.32,0.3,0.34,0.3,0.0,0.33,0.31,0.28,0.3,0.3,0.28,0.29,0.28,0.25,0.23,0.26,0.23,0.21,0.26,0.21,0.22,0.24,0.23,0.24,0.24,0.22,0.23,0.24,0.24,0.19,0.19,0.21,0.22,0.2,0.2,0.17,0.22,0.21,0.19,0.17,0.2,0.2,0.17,0.2,0.19,0.18,0.18,0.2,0.13,0.17,0.18,0.2,0.19,0.19,0.19,0.19,0.17,0.18,0.16,0.17,0.16,0.18,0.16,0.14,0.16,0.15,0.13,0.18,0.15,0.17,0.14,0.16,0.13,0.16,0.17,0.13,0.13,0.15,0.14,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.0,0.14,0.1,0.12,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.11,0.11,0.0,0.31,0.11,0.0,0.0,0.1,0.0,0.29,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.71000000000001
08/24/2021,6.17,6.08,3.64,2.28,2.19,2.09,1.43,1.38,1.39,1.24,1.25,1.04,1.08,0.85,0.93,0.94,0.82,0.84,0.81,0.82,0.72,0.59,0.64,0.61,0.66,0.56,0.65,0.72,0.6,0.58,0.56,0.58,0.52,0.57,0.58,0.48,0.53,0.56,0.51,0.55,0.57,0.52,0.54,0.45,0.54,0.47,0.46,0.43,0.42,0.37,0.42,0.43,0.43,0.41,0.39,0.45,0.39,0.34,0.39,0.4,0.36,0.4,0.31,0.34,0.34,0.36,0.31,0.35,0.33,0.33,0.3,0.34,0.3,0.0,0.33,0.31,0.28,0.29,0.3,0.29,0.29,0.28,0.25,0.23,0.26,0.23,0.21,0.26,0.21,0.21,0.24,0.23,0.24,0.24,0.22,0.23,0.24,0.24,0.19,0.19,0.21,0.22,0.2,0.2,0.17,0.22,0.21,0.19,0.17,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.2,0.14,0.17,0.18,0.2,0.19,0.19,0.2,0.18,0.17,0.18,0.16,0.17,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.18,0.15,0.17,0.14,0.16,0.13,0.15,0.17,0.13,0.13,0.15,0.14,0.13,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.0,0.14,0.1,0.12,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.11,0.11,0.0,0.31,0.11,0.0,0.0,0.1,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75
08/25/2021,6.17,6.08,3.64,2.28,2.19,2.09,1.43,1.38,1.39,1.24,1.25,1.04,1.08,0.85,0.93,0.94,0.82,0.84,0.81,0.82,0.72,0.59,0.64,0.61,0.66,0.56,0.65,0.72,0.6,0.58,0.56,0.58,0.52,0.57,0.58,0.48,0.53,0.56,0.51,0.55,0.57,0.52,0.54,0.45,0.54,0.47,0.46,0.43,0.42,0.37,0.42,0.43,0.43,0.41,0.39,0.45,0.39,0.34,0.39,0.4,0.36,0.4,0.31,0.34,0.34,0.36,0.31,0.35,0.33,0.33,0.3,0.34,0.3,0.29,0.33,0.31,0.28,0.29,0.3,0.29,0.29,0.28,0.25,0.23,0.26,0.23,0.21,0.26,0.21,0.21,0.24,0.23,0.24,0.24,0.22,0.23,0.24,0.24,0.19,0.19,0.21,0.22,0.2,0.2,0.17,0.22,0.21,0.19,0.17,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.2,0.14,0.17,0.18,0.2,0.19,0.19,0.2,0.18,0.17,0.18,0.16,0.17,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.18,0.15,0.17,0.14,0.16,0.13,0.15,0.17,0.13,0.13,0.15,0.14,0.13,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.0,0.14,0.1,0.12,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.11,0.11,0.0,0.31,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75
08/26/2021,6.18,6.03,3.68,2.29,2.21,2.11,1.42,1.44,1.43,1.25,1.23,1.04,1.06,0.86,0.92,0.93,0.83,0.85,0.81,0.82,0.72,0.61,0.65,0.6,0.66,0.57,0.65,0.73,0.59,0.58,0.55,0.57,0.52,0.57,0.57,0.49,0.52,0.56,0.52,0.54,0.56,0.52,0.53,0.46,0.53,0.47,0.46,0.43,0.41,0.37,0.42,0.43,0.43,0.41,0.39,0.44,0.39,0.34,0.38,0.4,0.36,0.4,0.32,0.34,0.35,0.36,0.32,0.34,0.33,0.33,0.3,0.35,0.3,0.29,0.33,0.32,0.27,0.3,0.29,0.29,0.29,0.28,0.24,0.23,0.26,0.23,0.21,0.26,0.21,0.22,0.23,0.23,0.24,0.24,0.22,0.22,0.24,0.24,0.19,0.19,0.21,0.21,0.2,0.2,0.17,0.22,0.21,0.19,0.16,0.2,0.2,0.17,0.21,0.19,0.17,0.18,0.2,0.14,0.17,0.17,0.19,0.19,0.19,0.2,0.19,0.17,0.18,0.16,0.16,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.18,0.15,0.17,0.14,0.15,0.14,0.15,0.17,0.13,0.13,0.15,0.14,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.0,0.14,0.0,0.12,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.12,0.0,0.11,0.11,0.11,0.0,0.33,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.81
08/27/2021,6.16,5.99,3.72,2.3,2.23,2.13,1.42,1.43,1.43,1.25,1.21,1.04,1.05,0.86,0.91,0.92,0.83,0.85,0.82,0.82,0.72,0.62,0.64,0.6,0.66,0.57,0.66,0.71,0.59,0.57,0.55,0.57,0.51,0.57,0.57,0.5,0.52,0.55,0.52,0.54,0.55,0.52,0.53,0.46,0.53,0.47,0.47,0.43,0.41,0.37,0.42,0.42,0.43,0.4,0.39,0.43,0.39,0.34,0.38,0.4,0.36,0.4,0.32,0.34,0.35,0.36,0.32,0.34,0.33,0.33,0.31,0.34,0.3,0.3,0.33,0.32,0.28,0.3,0.29,0.29,0.29,0.28,0.24,0.23,0.26,0.24,0.21,0.25,0.21,0.22,0.23,0.23,0.23,0.24,0.22,0.22,0.23,0.24,0.2,0.19,0.21,0.21,0.2,0.2,0.17,0.22,0.21,0.19,0.17,0.19,0.2,0.17,0.21,0.19,0.17,0.18,0.2,0.14,0.17,0.17,0.19,0.19,0.18,0.2,0.19,0.17,0.18,0.16,0.17,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.18,0.16,0.17,0.14,0.15,0.13,0.15,0.17,0.13,0.14,0.15,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.11,0.14,0.0,0.12,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.32,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.76
08/30/2021,6.1,5.94,3.75,2.3,2.24,2.13,1.42,1.45,1.42,1.29,1.2,1.03,1.04,0.85,0.9,0.92,0.81,0.85,0.84,0.82,0.71,0.61,0.64,0.6,0.68,0.57,0.66,0.7,0.59,0.57,0.56,0.56,0.51,0.56,0.57,0.5,0.51,0.56,0.52,0.53,0.55,0.53,0.53,0.46,0.52,0.47,0.47,0.42,0.42,0.37,0.42,0.42,0.43,0.4,0.39,0.43,0.39,0.34,0.38,0.4,0.35,0.41,0.31,0.34,0.35,0.37,0.32,0.34,0.33,0.32,0.3,0.34,0.3,0.3,0.33,0.32,0.28,0.31,0.29,0.29,0.29,0.28,0.24,0.23,0.26,0.25,0.22,0.26,0.21,0.22,0.23,0.23,0.23,0.24,0.21,0.22,0.24,0.23,0.2,0.19,0.21,0.21,0.2,0.2,0.17,0.22,0.21,0.19,0.16,0.19,0.2,0.17,0.21,0.19,0.17,0.18,0.2,0.14,0.17,0.17,0.19,0.19,0.18,0.18,0.19,0.17,0.18,0.16,0.17,0.24,0.17,0.16,0.14,0.17,0.15,0.13,0.18,0.16,0.17,0.14,0.16,0.13,0.15,0.17,0.13,0.13,0.15,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.0,0.12,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.11,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.1,0.12,0.1,0.11,0.11,0.11,0.0,0.32,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75000000000001
