,VACN.SW,LOGN.SW,ABBN.SW,KNIN.SW,SIGN.SW,SCMN.SW,SPSN.SW,DUFN.SW,Sika AG (Registered),SFSN.SW,BKW.SW,BAER.SW,BUCN.SW,UBSG.SW,Holcim Ltd.,BANB.SW,PGHN.SW,ROG.SW,CSGN.SW,SLHN.SW,Helvetia Holding AG,VONN.SW,PSPN.SW,Compagnie Financiere Richemont S.A.,SWON.SW,NESN.SW,TECN.SW,EMMN.SW,SREN.SW,CLN.SW,ZURN.SW,BALN.SW,STMN.SW,FI-N.SW,LONN.SW,Chocoladefabriken Lindt & Spruengli AG (Participation Certificates),BARN.SW,NOVN.SW,Vifor Pharma AG,BCVN.SW,US Dollar,SIKA.SW,HOLN.SW,HELN.SW,RITN.,LISP.SW,VIFN.SW,Us Dollars,SUN.SW,GEBN.SW,SOON.SW,DAE.SW,UHR.SW,GIVN.SW,018000.KQ,n/a,CFR.SW,MEDX.SW,ADEN.SW,BEAN.SW,ALC.SW,EMSN.SW,SUM
01/17/2022,3.81,2.46,2.51,0.0,0.0,3.38,3.32,0.0,0.0,4.51,3.27,1.75,1.74,3.66,0.0,1.32,0.77,1.6,0.91,3.64,0.0,0.89,4.14,0.0,0.0,0.8,1.36,2.65,1.79,4.35,1.83,2.73,2.94,0.0,0.0,0.0,0.0,2.59,0.0,0.9,0.0,3.79,4.69,3.65,0.0,2.27,0.0,0.0,0.0,0.0,0.77,4.03,1.71,0.77,0.0,-0.1,4.05,0.0,3.51,2.22,2.21,0.81,100.0
01/18/2022,3.68,2.54,2.48,0.0,0.0,3.43,3.37,0.0,0.0,4.53,3.18,1.75,1.74,3.69,0.0,1.3,0.77,1.64,0.92,3.69,0.0,0.89,4.19,0.0,0.0,0.81,1.34,2.65,1.8,4.37,1.85,2.76,2.9,0.0,0.0,0.0,0.0,2.62,0.0,0.9,0.0,3.7,4.75,3.68,0.0,2.28,0.0,0.0,0.0,0.0,0.76,3.86,1.74,0.76,0.0,-0.11,4.07,0.0,3.57,2.13,2.25,0.8,100.03000000000002
01/19/2022,3.68,2.54,2.48,0.0,0.0,3.43,3.37,0.0,0.0,4.53,3.18,1.75,1.74,3.69,0.0,1.3,0.77,1.64,0.92,3.69,0.0,0.89,4.19,0.0,0.0,0.81,1.34,2.65,1.8,4.37,1.85,2.76,2.9,0.0,0.0,0.0,0.0,2.62,0.0,0.9,0.0,3.7,4.75,3.68,0.0,2.28,0.0,0.0,0.0,0.0,0.76,3.86,1.74,0.76,0.0,-0.11,4.07,0.0,3.57,2.13,2.25,0.8,100.03000000000002
01/20/2022,3.68,2.54,2.48,0.0,0.0,3.43,3.37,0.0,0.0,4.53,3.18,1.75,1.74,3.69,0.0,1.3,0.77,1.64,0.92,3.69,0.0,0.89,4.19,0.0,0.0,0.81,1.34,2.65,1.8,4.37,1.85,2.76,2.9,0.0,0.0,0.0,0.0,2.62,0.0,0.9,0.0,3.7,4.75,3.68,0.0,2.28,0.0,0.0,0.0,0.0,0.76,3.86,1.74,0.76,0.0,-0.11,4.07,0.0,3.57,2.13,2.25,0.8,100.03000000000002
01/24/2022,3.54,2.46,2.5,0.0,0.0,3.46,3.34,0.0,0.0,4.7,3.21,1.78,1.8,3.66,0.0,1.31,0.75,1.64,0.87,3.56,0.0,0.86,4.11,0.0,0.0,0.81,1.39,2.61,1.83,4.54,1.87,2.72,2.79,0.0,0.0,0.0,0.0,2.59,0.0,0.92,0.0,3.73,4.65,3.63,0.0,2.12,0.0,0.0,0.0,0.0,0.78,3.83,1.81,0.75,0.0,-0.18,4.34,0.0,3.61,2.21,2.28,0.81,99.99
01/25/2022,3.54,2.37,2.5,0.0,0.0,3.52,3.41,0.0,0.0,4.68,3.24,1.77,1.81,3.69,0.0,1.31,0.74,1.65,0.87,3.57,0.0,0.86,4.16,0.0,0.0,0.83,1.4,2.61,1.86,4.52,1.88,2.75,2.75,0.0,0.0,0.0,0.0,2.6,0.0,0.92,0.0,3.71,4.68,3.63,0.0,2.13,0.0,0.0,0.0,0.0,0.78,3.82,1.8,0.75,0.0,-0.18,4.22,0.0,3.57,2.22,2.29,0.8,100.03
01/26/2022,3.54,2.37,2.5,0.0,0.0,3.52,3.41,0.0,0.0,4.68,3.24,1.77,1.81,3.69,0.0,1.31,0.74,1.65,0.87,3.57,0.0,0.86,4.16,0.0,0.0,0.83,1.4,2.61,1.86,4.52,1.88,2.75,2.75,0.0,0.0,0.0,0.0,2.6,0.0,0.92,0.0,3.71,4.68,3.63,0.0,2.13,0.0,0.0,0.0,0.0,0.78,3.82,1.8,0.75,0.0,-0.18,4.22,0.0,3.57,2.22,2.29,0.8,100.03
01/27/2022,3.54,2.37,2.5,0.0,0.0,3.52,3.41,0.0,0.0,4.68,3.24,1.77,1.81,3.69,0.0,1.31,0.74,1.65,0.87,3.57,0.0,0.86,4.16,0.0,0.0,0.83,1.4,2.61,1.86,4.52,1.88,2.75,2.75,0.0,0.0,0.0,0.0,2.6,0.0,0.92,0.0,3.71,4.68,3.63,0.0,2.13,0.0,0.0,0.0,0.0,0.78,3.82,1.8,0.75,0.0,-0.18,4.22,0.0,3.57,2.22,2.29,0.8,100.03
01/28/2022,3.49,2.44,2.46,0.0,0.0,3.65,3.48,0.0,0.0,4.64,3.28,1.73,1.81,3.67,0.0,1.3,0.74,1.62,0.82,3.65,0.0,0.83,4.16,0.0,0.0,0.82,1.38,2.68,1.95,4.44,1.92,2.79,2.68,0.0,0.0,0.0,0.0,2.57,0.0,0.95,0.0,3.6,4.64,3.71,0.0,2.13,0.0,0.0,0.0,0.0,0.76,3.85,1.78,0.75,0.0,-0.18,4.16,0.0,3.52,2.26,2.25,0.79,99.97
01/31/2022,3.44,2.55,2.43,0.0,0.0,3.61,3.57,0.0,0.0,4.59,3.23,1.74,1.66,3.67,0.0,1.3,0.71,1.64,0.85,3.71,0.0,0.83,4.3,0.0,0.0,0.81,1.37,2.49,1.97,4.53,1.95,2.84,2.69,0.0,0.0,0.0,0.0,2.6,0.0,0.94,0.0,3.6,4.67,3.8,0.0,2.15,0.0,0.0,0.0,0.0,0.78,3.84,1.77,0.75,0.0,-0.19,4.22,0.0,3.3,2.22,2.26,0.79,99.98
02/01/2022,3.49,2.62,2.37,0.0,0.0,3.62,3.54,0.0,0.0,4.58,3.22,1.73,1.63,3.64,0.0,1.32,0.72,1.65,0.85,3.73,0.0,0.82,4.28,0.0,0.0,0.81,1.41,2.5,1.97,4.5,1.94,2.86,2.71,0.0,0.0,0.0,0.0,2.61,0.0,0.93,0.0,3.61,4.69,3.78,0.0,2.2,0.0,0.0,0.0,0.0,0.79,3.88,1.7,0.7,0.0,-0.18,4.19,0.0,3.26,2.25,2.27,0.79,99.98
02/02/2022,3.49,2.62,2.37,0.0,0.0,3.62,3.54,0.0,0.0,4.58,3.22,1.73,1.63,3.64,0.0,1.32,0.72,1.65,0.85,3.73,0.0,0.82,4.28,0.0,0.0,0.81,1.41,2.5,1.97,4.5,1.94,2.86,2.71,0.0,0.0,0.0,0.0,2.61,0.0,0.93,0.0,3.61,4.69,3.78,0.0,2.2,0.0,0.0,0.0,0.0,0.79,3.88,1.7,0.7,0.0,-0.18,4.19,0.0,3.26,2.25,2.27,0.79,99.98
02/03/2022,3.49,2.62,2.37,0.0,0.0,3.62,3.54,0.0,0.0,4.58,3.22,1.73,1.63,3.64,0.0,1.32,0.72,1.65,0.85,3.73,0.0,0.82,4.28,0.0,0.0,0.81,1.41,2.5,1.97,4.5,1.94,2.86,2.71,0.0,0.0,0.0,0.0,2.61,0.0,0.93,0.0,3.61,4.69,3.78,0.0,2.2,0.0,0.0,0.0,0.0,0.79,3.88,1.7,0.7,0.0,-0.18,4.19,0.0,3.26,2.25,2.27,0.79,99.98
02/07/2022,3.43,2.48,2.36,0.0,0.0,3.63,3.46,0.0,0.0,4.63,3.21,1.59,1.62,3.98,0.0,1.33,0.74,1.59,0.87,3.72,0.0,0.84,4.18,0.0,0.0,0.82,1.4,2.5,1.95,4.51,1.92,2.83,2.62,0.0,0.0,0.0,0.0,2.59,0.0,0.92,0.0,3.6,4.71,3.8,0.0,2.22,0.0,0.0,0.0,0.0,0.79,3.83,1.64,0.68,0.0,0.07,4.22,0.0,3.33,2.3,2.29,0.79,99.98999999999998
02/08/2022,3.42,2.5,2.37,0.0,0.0,3.66,3.44,0.0,0.0,4.66,3.22,1.61,1.61,4.0,0.0,1.33,0.74,1.59,0.87,3.73,0.0,0.83,4.15,0.0,0.0,0.82,1.37,2.48,1.93,4.53,1.92,2.82,2.64,0.0,0.0,0.0,0.0,2.61,0.0,0.93,0.0,3.6,4.72,3.79,0.0,2.22,0.0,0.0,0.0,0.0,0.79,3.82,1.67,0.68,0.0,0.0,4.19,0.0,3.36,2.24,2.31,0.8,99.97
02/09/2022,3.42,2.5,2.37,0.0,0.0,3.66,3.44,0.0,0.0,4.66,3.22,1.61,1.61,4.0,0.0,1.33,0.74,1.59,0.87,3.73,0.0,0.83,4.15,0.0,0.0,0.82,1.37,2.48,1.93,4.53,1.92,2.82,2.64,0.0,0.0,0.0,0.0,2.61,0.0,0.93,0.0,3.6,4.72,3.79,0.0,2.22,0.0,0.0,0.0,0.0,0.79,3.82,1.67,0.68,0.0,0.0,4.19,0.0,3.36,2.24,2.31,0.8,99.97
02/10/2022,3.37,2.47,2.41,0.0,0.0,3.67,3.45,0.0,0.0,4.66,3.2,1.63,1.6,4.04,0.0,1.33,0.74,1.59,0.88,3.77,0.0,0.83,4.13,0.0,0.0,0.82,1.35,2.49,1.93,4.6,1.94,2.86,2.58,0.0,0.0,0.0,0.0,2.62,0.0,0.93,0.0,3.58,4.74,3.8,0.0,2.14,0.0,0.0,0.0,0.0,0.79,3.8,1.64,0.67,0.0,0.0,4.15,0.0,3.41,2.3,2.3,0.8,100.01
02/11/2022,3.32,2.49,2.44,0.0,0.0,3.71,3.42,0.0,0.0,4.62,3.15,1.67,1.59,4.14,0.0,1.3,0.73,1.6,0.9,3.84,0.0,0.84,4.08,0.0,0.0,0.81,1.31,2.47,1.95,4.55,1.96,2.86,2.52,0.0,0.0,0.0,0.0,2.63,0.0,0.93,0.0,3.51,4.79,3.89,0.0,2.11,0.0,0.0,0.0,0.0,0.78,3.74,1.65,0.66,0.0,0.0,4.2,0.0,3.49,2.23,2.32,0.78,99.98
02/14/2022,3.38,2.52,2.43,0.0,0.0,3.67,3.45,0.0,0.0,4.64,3.13,1.72,1.62,4.15,0.0,1.29,0.73,1.62,0.83,3.79,0.0,0.9,4.12,0.0,0.0,0.8,1.3,2.46,1.92,4.54,1.92,2.85,2.59,0.0,0.0,0.0,0.0,2.58,0.0,0.92,0.0,3.5,4.76,3.91,0.0,2.11,0.0,0.0,0.0,0.0,0.78,3.7,1.68,0.66,0.0,0.0,4.19,0.0,3.5,2.25,2.31,0.79,100.01
