,AAPL,MSFT,GOOG,AMZN,FB,TSLA,NVDA,BRK.B,JPM,JNJ,UNH,V,PG,HD,PYPL,DIS,MA,ADBE,BAC,CMCSA,PFE,CSCO,NFLX,CRM,XOM,VZ,ABT,INTC,KO,NKE,TMO,PEP,ABBV,ACN,LLY,WMT,DHR,WFC,COST,AVGO,T,CVX,MDT,TXN,NEE,QCOM,LIN,ORCL,HON,MS,INTU,C,UNP,LOW,UPS,GS,BLK,AMD,RTX,AMGN,IBM,TGT,ISRG,AMAT,CAT,DE,GE,MMM,SCHW,CVS,CHTR,SPGI,AXP,ZTS,PLD,ANTM,BKNG,TJX,MO,SYK,ADP,LMT,MDLZ,LRCX,TMUS,CB,DUK,MU,FIS,PNC,MMC,EL,USB,COF,TFC,CSX,ADSK,COP,EW,CI,SHW,BDX,CME,FISV,REGN,ILMN,SO,ETN,ITW,ICE,CL,HCA,FDX,NSC,BSX,ATVI,GM,D,AON,EMR,ADI,MCO,APD,WM,NXPI,IDXX,PGR,ECL,DG,NOC,CMG,JCI,HUM,BIIB,A,VRTX,FCX,ALGN,F,TWTR,ROP,KLAC,TEL,SNPS,GPN,TROW,IQV,PSA,EXC,LHX,DOW,EBAY,TT,AIG,CARR,NEM,MET,GD,APH,AEP,INFO,ROST,CDNS,BK,APTV,ORLY,PRU,SRE,CTSH,RMD,ALL,EA,TRV,FTNT,MCHP,SYY,EOG,DD,SLB,DFS,PPG,PH,MPC,BAX,CNC,IFF,XLNX,NUE,XEL,ROK,PAYX,STZ,OTIS,AFL,MNST,GIS,MTD,WELL,KR,FRC,HPQ,n/a,WBA,CTAS,PXD,ADM,MRK,PM,BMY,MRNA,GILD,SPG,MSI,YUM,SIVB,AGPXX,PSX,KMI,STT,AMP,ENPH,ETSY,FAST,KEYS,DHI,DXCM,AZO,O,VRSK,MCK,PEP.,CHV.,4I1.,TRVC.,GE.,DUT.,PEO.,RME.,WST,ALS.,A4S.,WMB,CMI,AME,DVN,BLL,PEG,CTVA,AVB,OXY,VLO,DLTR,CCI,KMB,DLR,SUM
10/15/2021,6.56,6.7,4.84,0.0,2.35,1.83,1.56,1.63,1.53,1.26,1.15,1.15,1.03,1.07,0.0,0.93,0.9,0.84,1.02,0.73,0.7,0.7,0.0,0.82,0.79,0.64,0.62,0.64,0.63,0.61,0.66,0.65,0.63,0.62,0.57,0.58,0.56,0.61,0.58,0.6,0.55,0.63,0.49,0.53,0.45,0.43,0.47,0.52,0.47,0.44,0.43,0.45,0.43,0.45,0.4,0.41,0.37,0.0,0.42,0.36,0.38,0.35,0.34,0.36,0.32,0.32,0.35,0.32,0.36,0.33,0.29,0.31,0.36,0.28,0.29,0.28,0.3,0.24,0.26,0.25,0.27,0.27,0.26,0.24,0.21,0.25,0.23,0.23,0.21,0.26,0.24,0.22,0.26,0.25,0.25,0.23,0.0,0.3,0.2,0.21,0.22,0.2,0.23,0.19,0.17,0.18,0.19,0.19,0.2,0.22,0.19,0.19,0.17,0.2,0.18,0.18,0.23,0.18,0.2,0.17,0.27,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.15,0.18,0.15,0.15,0.16,0.14,0.13,0.15,0.16,0.13,0.19,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.15,0.13,0.13,0.15,0.14,0.14,0.12,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.13,0.16,0.12,0.15,0.13,0.12,0.11,0.13,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.62,0.45,0.4,0.26,0.26,0.14,0.12,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71000000000001
10/18/2021,6.53,6.78,4.91,0.0,2.34,1.82,1.61,1.62,1.48,1.26,1.18,1.13,1.03,1.07,0.0,0.92,0.88,0.86,1.03,0.74,0.68,0.7,0.0,0.84,0.78,0.64,0.61,0.65,0.63,0.61,0.65,0.65,0.62,0.63,0.57,0.57,0.55,0.58,0.58,0.61,0.54,0.63,0.49,0.53,0.46,0.44,0.48,0.51,0.46,0.45,0.44,0.45,0.44,0.45,0.41,0.4,0.38,0.0,0.41,0.36,0.38,0.36,0.34,0.36,0.32,0.31,0.34,0.32,0.35,0.33,0.29,0.31,0.35,0.28,0.29,0.29,0.3,0.24,0.26,0.25,0.27,0.27,0.26,0.25,0.21,0.25,0.23,0.23,0.22,0.25,0.24,0.22,0.25,0.24,0.25,0.23,0.0,0.3,0.2,0.2,0.21,0.2,0.23,0.19,0.17,0.17,0.19,0.19,0.2,0.21,0.19,0.19,0.17,0.2,0.18,0.18,0.22,0.18,0.21,0.17,0.27,0.18,0.19,0.18,0.16,0.16,0.16,0.16,0.15,0.18,0.15,0.15,0.16,0.13,0.13,0.15,0.17,0.12,0.18,0.16,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.15,0.13,0.14,0.15,0.14,0.14,0.12,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.13,0.16,0.12,0.15,0.12,0.12,0.12,0.13,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.14,0.0,0.59,0.45,0.39,0.27,0.26,0.14,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71000000000001
10/19/2021,6.53,6.77,4.88,0.0,2.3,1.86,1.6,1.62,1.49,1.26,1.19,1.15,1.02,1.08,0.0,0.92,0.9,0.86,1.05,0.73,0.68,0.69,0.0,0.84,0.79,0.64,0.6,0.65,0.62,0.61,0.65,0.64,0.62,0.63,0.56,0.57,0.55,0.61,0.57,0.61,0.54,0.62,0.5,0.53,0.46,0.44,0.48,0.51,0.47,0.45,0.44,0.45,0.44,0.45,0.41,0.41,0.39,0.0,0.41,0.36,0.38,0.36,0.34,0.36,0.33,0.31,0.35,0.32,0.36,0.33,0.29,0.31,0.35,0.28,0.29,0.29,0.3,0.24,0.26,0.25,0.27,0.27,0.25,0.25,0.21,0.24,0.23,0.23,0.22,0.25,0.24,0.22,0.25,0.24,0.25,0.23,0.0,0.3,0.2,0.21,0.21,0.2,0.23,0.19,0.17,0.17,0.19,0.19,0.2,0.21,0.19,0.19,0.17,0.21,0.18,0.18,0.22,0.17,0.2,0.17,0.27,0.17,0.19,0.18,0.16,0.16,0.16,0.16,0.15,0.18,0.15,0.15,0.16,0.13,0.13,0.14,0.18,0.12,0.18,0.15,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.13,0.15,0.13,0.15,0.13,0.14,0.15,0.14,0.14,0.12,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.13,0.12,0.13,0.15,0.12,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.13,0.0,0.59,0.45,0.39,0.26,0.25,0.14,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.67
10/20/2021,6.53,6.77,4.88,0.0,2.3,1.86,1.6,1.62,1.49,1.26,1.19,1.15,1.02,1.08,0.0,0.92,0.9,0.86,1.05,0.73,0.68,0.69,0.0,0.84,0.79,0.64,0.6,0.65,0.62,0.61,0.65,0.64,0.62,0.63,0.56,0.57,0.55,0.61,0.57,0.61,0.54,0.62,0.5,0.53,0.46,0.44,0.48,0.51,0.47,0.45,0.44,0.45,0.44,0.45,0.41,0.41,0.39,0.0,0.41,0.36,0.38,0.36,0.34,0.36,0.33,0.31,0.35,0.32,0.36,0.33,0.29,0.31,0.35,0.28,0.29,0.29,0.3,0.24,0.26,0.25,0.27,0.27,0.25,0.25,0.21,0.24,0.23,0.23,0.22,0.25,0.24,0.22,0.25,0.24,0.25,0.23,0.0,0.3,0.2,0.21,0.21,0.2,0.23,0.19,0.17,0.17,0.19,0.19,0.2,0.21,0.19,0.19,0.17,0.21,0.18,0.18,0.22,0.17,0.2,0.17,0.27,0.17,0.19,0.18,0.16,0.16,0.16,0.16,0.15,0.18,0.15,0.15,0.16,0.13,0.13,0.14,0.18,0.12,0.18,0.15,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.13,0.15,0.13,0.15,0.13,0.14,0.15,0.14,0.14,0.12,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.13,0.12,0.13,0.15,0.12,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.13,0.0,0.59,0.45,0.39,0.26,0.25,0.14,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.67
10/21/2021,6.59,6.82,4.91,0.0,2.37,1.92,1.63,1.61,1.49,1.24,1.18,1.14,1.01,1.09,0.0,0.89,0.91,0.87,1.05,0.72,0.67,0.69,0.0,0.83,0.78,0.63,0.6,0.65,0.61,0.61,0.66,0.64,0.61,0.63,0.57,0.57,0.56,0.62,0.59,0.61,0.53,0.62,0.47,0.53,0.45,0.44,0.47,0.51,0.46,0.45,0.45,0.45,0.44,0.46,0.41,0.42,0.38,0.0,0.41,0.35,0.38,0.37,0.34,0.36,0.32,0.31,0.34,0.32,0.36,0.33,0.29,0.31,0.35,0.28,0.3,0.28,0.3,0.24,0.26,0.25,0.27,0.27,0.25,0.25,0.21,0.24,0.22,0.23,0.22,0.25,0.24,0.22,0.25,0.24,0.25,0.23,0.0,0.3,0.19,0.2,0.21,0.2,0.23,0.19,0.17,0.17,0.19,0.19,0.2,0.21,0.19,0.19,0.17,0.21,0.18,0.18,0.21,0.17,0.2,0.17,0.27,0.18,0.19,0.18,0.16,0.16,0.16,0.16,0.15,0.18,0.15,0.15,0.16,0.13,0.14,0.14,0.18,0.12,0.18,0.16,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.13,0.15,0.13,0.15,0.13,0.13,0.15,0.14,0.14,0.12,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.13,0.12,0.13,0.15,0.12,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.58,0.44,0.38,0.27,0.25,0.14,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.81
10/22/2021,6.64,6.79,4.9,0.0,2.38,1.89,1.62,1.61,1.5,1.26,1.17,1.15,0.99,1.09,0.0,0.89,0.91,0.88,1.04,0.73,0.68,0.69,0.0,0.83,0.79,0.63,0.6,0.65,0.61,0.6,0.66,0.64,0.6,0.64,0.57,0.58,0.56,0.63,0.59,0.61,0.53,0.63,0.47,0.54,0.45,0.45,0.47,0.51,0.46,0.44,0.45,0.44,0.44,0.46,0.41,0.42,0.38,0.0,0.41,0.35,0.37,0.36,0.34,0.36,0.33,0.32,0.34,0.32,0.36,0.33,0.29,0.31,0.35,0.28,0.29,0.28,0.29,0.23,0.25,0.26,0.27,0.27,0.25,0.25,0.21,0.24,0.23,0.23,0.22,0.26,0.24,0.21,0.25,0.24,0.25,0.23,0.0,0.3,0.2,0.2,0.21,0.2,0.24,0.19,0.17,0.17,0.19,0.19,0.2,0.21,0.18,0.19,0.17,0.2,0.18,0.18,0.21,0.18,0.2,0.17,0.28,0.18,0.19,0.18,0.16,0.16,0.16,0.16,0.15,0.18,0.15,0.15,0.16,0.12,0.14,0.15,0.18,0.12,0.18,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.13,0.15,0.13,0.15,0.13,0.13,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.11,0.13,0.12,0.13,0.15,0.12,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.59,0.43,0.39,0.26,0.25,0.14,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.83
10/25/2021,6.62,6.79,4.83,0.0,2.37,1.94,1.64,1.6,1.49,1.25,1.21,1.12,0.97,1.1,0.0,0.88,0.89,0.88,1.04,0.72,0.69,0.68,0.0,0.82,0.77,0.64,0.63,0.66,0.61,0.61,0.67,0.63,0.61,0.63,0.56,0.58,0.56,0.63,0.6,0.61,0.53,0.63,0.47,0.54,0.46,0.45,0.47,0.5,0.47,0.43,0.46,0.43,0.45,0.46,0.42,0.41,0.38,0.0,0.41,0.35,0.34,0.36,0.34,0.36,0.33,0.32,0.34,0.32,0.36,0.33,0.3,0.31,0.35,0.28,0.3,0.31,0.28,0.23,0.25,0.26,0.27,0.27,0.25,0.24,0.2,0.24,0.23,0.23,0.22,0.26,0.24,0.22,0.25,0.23,0.25,0.24,0.0,0.29,0.2,0.21,0.22,0.2,0.23,0.19,0.17,0.17,0.19,0.19,0.2,0.21,0.18,0.2,0.17,0.21,0.18,0.18,0.22,0.18,0.21,0.17,0.28,0.17,0.19,0.18,0.17,0.16,0.16,0.16,0.15,0.18,0.15,0.15,0.17,0.12,0.14,0.15,0.17,0.12,0.19,0.16,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.15,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.12,0.13,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.15,0.12,0.15,0.12,0.12,0.12,0.13,0.0,0.12,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.6,0.43,0.38,0.27,0.25,0.14,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.84
10/26/2021,6.58,6.75,4.69,0.0,2.25,1.97,1.64,1.62,1.51,1.25,1.23,1.13,0.98,1.1,0.0,0.87,0.89,0.89,1.06,0.72,0.69,0.67,0.0,0.82,0.78,0.63,0.64,0.58,0.61,0.62,0.67,0.64,0.61,0.64,0.57,0.59,0.56,0.63,0.6,0.61,0.52,0.63,0.47,0.54,0.46,0.44,0.48,0.51,0.45,0.44,0.46,0.44,0.46,0.47,0.43,0.42,0.38,0.0,0.41,0.35,0.33,0.37,0.34,0.36,0.32,0.31,0.34,0.31,0.37,0.33,0.3,0.31,0.37,0.28,0.3,0.31,0.28,0.23,0.25,0.26,0.27,0.27,0.25,0.24,0.2,0.25,0.23,0.22,0.22,0.26,0.25,0.22,0.25,0.23,0.26,0.24,0.0,0.3,0.2,0.21,0.22,0.2,0.23,0.19,0.17,0.17,0.19,0.19,0.2,0.21,0.18,0.19,0.17,0.21,0.18,0.18,0.21,0.18,0.21,0.17,0.28,0.18,0.19,0.19,0.16,0.16,0.16,0.16,0.15,0.18,0.15,0.15,0.17,0.12,0.14,0.14,0.17,0.12,0.18,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.13,0.16,0.13,0.15,0.13,0.13,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.16,0.12,0.14,0.12,0.12,0.11,0.13,0.0,0.12,0.0,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.6,0.43,0.38,0.26,0.25,0.14,0.12,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.62
10/27/2021,6.58,6.75,4.69,0.0,2.25,1.97,1.64,1.62,1.51,1.25,1.23,1.13,0.98,1.1,0.0,0.87,0.89,0.89,1.06,0.72,0.69,0.67,0.0,0.82,0.78,0.63,0.64,0.58,0.61,0.62,0.67,0.64,0.61,0.64,0.57,0.59,0.56,0.63,0.6,0.61,0.52,0.63,0.47,0.54,0.46,0.44,0.48,0.51,0.45,0.44,0.46,0.44,0.46,0.47,0.43,0.42,0.38,0.0,0.41,0.35,0.33,0.37,0.34,0.36,0.32,0.31,0.34,0.31,0.37,0.33,0.3,0.31,0.37,0.28,0.3,0.31,0.28,0.23,0.25,0.26,0.27,0.27,0.25,0.24,0.2,0.25,0.23,0.22,0.22,0.26,0.25,0.22,0.25,0.23,0.26,0.24,0.0,0.3,0.2,0.21,0.22,0.2,0.23,0.19,0.17,0.17,0.19,0.19,0.2,0.21,0.18,0.19,0.17,0.21,0.18,0.18,0.21,0.18,0.21,0.17,0.28,0.18,0.19,0.19,0.16,0.16,0.16,0.16,0.15,0.18,0.15,0.15,0.17,0.12,0.14,0.14,0.17,0.12,0.18,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.13,0.16,0.13,0.15,0.13,0.13,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.16,0.12,0.14,0.12,0.12,0.11,0.13,0.0,0.12,0.0,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.6,0.43,0.38,0.26,0.25,0.14,0.12,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.62
10/28/2021,6.55,6.7,4.67,0.0,2.27,2.21,1.66,1.62,1.5,1.25,1.22,1.14,0.98,1.12,0.0,0.88,0.89,0.89,1.05,0.72,0.69,0.67,0.0,0.82,0.79,0.63,0.63,0.58,0.6,0.62,0.67,0.63,0.6,0.64,0.57,0.59,0.55,0.63,0.61,0.62,0.52,0.63,0.47,0.54,0.46,0.44,0.48,0.51,0.45,0.44,0.47,0.43,0.46,0.47,0.43,0.41,0.38,0.0,0.41,0.35,0.33,0.37,0.34,0.36,0.32,0.32,0.34,0.32,0.36,0.33,0.3,0.31,0.36,0.28,0.3,0.31,0.28,0.24,0.25,0.25,0.27,0.27,0.25,0.23,0.2,0.25,0.23,0.23,0.21,0.26,0.24,0.22,0.25,0.24,0.26,0.24,0.0,0.3,0.2,0.21,0.22,0.2,0.23,0.19,0.17,0.17,0.19,0.19,0.2,0.22,0.18,0.18,0.17,0.21,0.18,0.19,0.21,0.18,0.21,0.17,0.28,0.18,0.19,0.18,0.16,0.16,0.17,0.16,0.15,0.18,0.14,0.15,0.17,0.12,0.14,0.14,0.18,0.12,0.18,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.13,0.16,0.13,0.15,0.13,0.13,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.16,0.12,0.15,0.12,0.12,0.12,0.13,0.0,0.11,0.0,0.13,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.6,0.43,0.38,0.27,0.25,0.14,0.12,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.79
10/29/2021,6.57,6.73,4.7,0.0,2.18,2.2,1.77,1.62,1.5,1.26,1.23,1.13,0.99,1.11,0.0,0.88,0.88,0.88,1.06,0.71,0.69,0.68,0.0,0.83,0.81,0.63,0.64,0.56,0.61,0.61,0.66,0.64,0.61,0.64,0.58,0.59,0.55,0.63,0.6,0.63,0.52,0.64,0.47,0.53,0.47,0.44,0.48,0.5,0.45,0.45,0.48,0.43,0.46,0.47,0.46,0.42,0.39,0.0,0.4,0.35,0.33,0.37,0.35,0.35,0.32,0.31,0.35,0.31,0.36,0.33,0.29,0.32,0.35,0.28,0.3,0.31,0.29,0.24,0.25,0.25,0.27,0.24,0.25,0.23,0.2,0.24,0.23,0.23,0.21,0.26,0.24,0.22,0.25,0.23,0.26,0.24,0.0,0.3,0.2,0.21,0.22,0.2,0.24,0.19,0.18,0.17,0.19,0.19,0.19,0.22,0.19,0.18,0.17,0.21,0.18,0.19,0.21,0.18,0.21,0.17,0.28,0.18,0.19,0.18,0.16,0.16,0.17,0.16,0.15,0.17,0.14,0.15,0.17,0.12,0.14,0.14,0.17,0.12,0.18,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.15,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.12,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.16,0.12,0.14,0.12,0.12,0.12,0.13,0.0,0.12,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.6,0.43,0.38,0.27,0.25,0.14,0.12,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91000000000001
11/01/2021,6.69,7.01,4.89,0.0,2.18,2.31,1.78,1.6,1.49,1.23,1.23,1.01,0.98,1.11,0.0,0.86,0.82,0.87,1.05,0.69,0.68,0.68,0.0,0.83,0.78,0.63,0.63,0.56,0.62,0.61,0.67,0.64,0.61,0.64,0.58,0.58,0.54,0.63,0.61,0.62,0.52,0.63,0.46,0.5,0.47,0.44,0.48,0.5,0.45,0.44,0.48,0.43,0.46,0.47,0.44,0.41,0.39,0.0,0.4,0.35,0.33,0.37,0.35,0.36,0.33,0.32,0.34,0.31,0.36,0.33,0.28,0.32,0.34,0.28,0.3,0.31,0.28,0.23,0.23,0.25,0.28,0.24,0.25,0.24,0.2,0.25,0.22,0.23,0.2,0.26,0.24,0.22,0.25,0.21,0.25,0.24,0.0,0.29,0.2,0.21,0.23,0.19,0.23,0.17,0.19,0.17,0.19,0.19,0.2,0.22,0.19,0.19,0.17,0.21,0.17,0.18,0.2,0.18,0.21,0.17,0.26,0.19,0.19,0.18,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.17,0.12,0.13,0.14,0.17,0.13,0.19,0.13,0.15,0.16,0.14,0.14,0.12,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.15,0.13,0.13,0.14,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.16,0.11,0.14,0.11,0.12,0.12,0.13,0.0,0.12,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.1,0.63,0.42,0.38,0.27,0.24,0.14,0.12,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.94
