,UNH,ABT,MDT,TMO,JNJ,DHR,ISRG,SYK,XTSLA,CVS,EW,BDX,ILMN,BSX,HCA,CI,HUM,ANTM,DXCM,CNC,IDXX,RMD,ABBV,ZBH,PFE,LH,IQV,A,BAX,PODD,COO,MCK,TFX,ALGN,EXAS,CERN,DGX,HOLX,WBA,ABMD,MASI,TDOC,CAH,ABC,PEN,TECH,UHS,PKI,AMED,BIO,EHC,WAT,NVCR,DVA,NTRA,STE,GH,HSIC,WELL,XRAY,THC,CHD,VTR,GMED,MPW,AMGN,LHCG,HRC,AVTR,STAA,SEM,NVTA,TNDM,CHE,CRL,INSP,NEO,ACHC,QDEL,BRKR,SWAV,IART,LLY,OMCL,PINC,PEAK,TXG,NVRO,BFAM,NOVT,NVST,CDNA,AMN,CHNG,PACB,LIVN,NUVA,MMSI,MOH,ICUI,TWST,MD,MMS,OHI,ATRC,ENSG,BHC.TO,PGNY,USD,MDRX,VCYT,USPH,OMI,ITGR,NSTG,SBRA,ZTS,DOC,HAE,MYGN,IRTC,MODV,OPCH,PDCO,ICLR,MEDP,LOPE,GKOS,ADPT,HCSG,RCM,SYNH,EVH,SRCL,EYE,SILK,OPK,NEOG,LMNX,PHR,NHI,CSII,QTRX,CVET,ANGO,MGLN,LMAT,PRGO,ADUS,AVNS,TRHC,OSIS,OFIX,OSUR,STRA,CUTR,AXGN,127.HK,XENT,n/a,BISXX,SUM
09/20/2021,11.61,7.94,5.82,4.65,4.09,4.67,4.13,3.08,2.95,2.73,2.66,2.4,2.13,2.18,2.33,1.6,1.33,1.3,1.62,1.01,1.2,1.29,0.9,0.79,0.92,0.81,0.78,0.88,0.71,0.63,0.67,0.67,0.55,0.7,0.46,0.51,0.6,0.52,0.49,0.51,0.46,0.35,0.38,0.39,0.37,0.41,0.33,0.4,0.19,0.36,0.28,0.33,0.2,0.29,0.28,0.28,0.27,0.26,0.26,0.24,0.24,0.22,0.21,0.22,0.22,0.19,0.16,0.25,0.22,0.18,0.14,0.14,0.19,0.15,0.18,0.2,0.16,0.13,0.17,0.14,0.16,0.13,0.13,0.15,0.13,0.12,0.1,0.09,0.1,0.13,0.11,0.08,0.13,0.1,0.09,0.11,0.1,0.11,0.11,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.09,0.05,0.07,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.04,0.03,0.0,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.92
09/21/2021,11.66,7.88,5.74,4.93,4.06,4.66,4.13,3.04,2.94,2.72,2.62,2.38,2.11,2.15,2.3,1.6,1.36,1.31,1.6,1.06,1.2,1.28,0.89,0.79,0.9,0.81,0.77,0.88,0.71,0.64,0.65,0.67,0.55,0.69,0.49,0.51,0.6,0.52,0.48,0.5,0.46,0.37,0.38,0.38,0.36,0.41,0.33,0.4,0.2,0.36,0.28,0.33,0.2,0.29,0.3,0.28,0.28,0.25,0.25,0.23,0.24,0.22,0.21,0.22,0.21,0.19,0.16,0.25,0.22,0.18,0.14,0.15,0.19,0.15,0.18,0.21,0.16,0.14,0.18,0.14,0.16,0.13,0.13,0.15,0.13,0.12,0.1,0.09,0.1,0.13,0.11,0.08,0.13,0.1,0.09,0.11,0.1,0.11,0.11,0.11,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.09,0.05,0.08,0.06,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.04,0.03,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.98
09/22/2021,11.66,7.88,5.74,4.93,4.06,4.66,4.13,3.04,2.94,2.72,2.62,2.38,2.11,2.15,2.3,1.6,1.36,1.31,1.6,1.06,1.2,1.28,0.89,0.79,0.9,0.81,0.77,0.88,0.71,0.64,0.65,0.67,0.55,0.69,0.49,0.51,0.6,0.52,0.48,0.5,0.46,0.37,0.38,0.38,0.36,0.41,0.33,0.4,0.2,0.36,0.28,0.33,0.2,0.29,0.3,0.28,0.28,0.25,0.25,0.23,0.24,0.22,0.21,0.22,0.21,0.19,0.16,0.25,0.22,0.18,0.14,0.15,0.19,0.15,0.18,0.21,0.16,0.14,0.18,0.14,0.16,0.13,0.13,0.15,0.13,0.12,0.1,0.09,0.1,0.13,0.11,0.08,0.13,0.1,0.09,0.11,0.1,0.11,0.11,0.11,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.09,0.05,0.08,0.06,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.04,0.03,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.98
09/23/2021,11.61,7.86,5.78,4.94,4.09,4.71,4.09,3.02,2.98,2.73,2.62,2.39,2.1,2.14,2.3,1.59,1.36,1.32,1.61,1.07,1.21,1.29,0.89,0.79,0.92,0.81,0.77,0.88,0.71,0.64,0.65,0.66,0.55,0.69,0.48,0.51,0.6,0.53,0.48,0.5,0.46,0.36,0.37,0.38,0.36,0.41,0.33,0.4,0.19,0.36,0.28,0.33,0.2,0.29,0.29,0.28,0.28,0.25,0.26,0.23,0.24,0.22,0.21,0.21,0.21,0.19,0.16,0.25,0.22,0.17,0.14,0.15,0.19,0.15,0.18,0.21,0.16,0.14,0.18,0.14,0.15,0.13,0.13,0.14,0.13,0.12,0.1,0.09,0.11,0.13,0.11,0.08,0.13,0.1,0.09,0.11,0.1,0.11,0.11,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.09,0.05,0.08,0.06,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.04,0.03,0.0,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.97
09/24/2021,11.58,7.87,5.73,5.0,4.11,4.72,4.09,3.02,2.98,2.71,2.63,2.38,2.08,2.12,2.3,1.59,1.35,1.33,1.6,1.05,1.22,1.31,0.9,0.78,0.91,0.81,0.78,0.88,0.71,0.65,0.65,0.65,0.54,0.69,0.48,0.51,0.6,0.52,0.47,0.49,0.47,0.36,0.37,0.38,0.37,0.41,0.33,0.4,0.19,0.36,0.28,0.33,0.2,0.29,0.3,0.28,0.28,0.25,0.26,0.23,0.24,0.22,0.21,0.21,0.22,0.19,0.16,0.25,0.22,0.17,0.14,0.15,0.19,0.15,0.18,0.22,0.16,0.15,0.18,0.14,0.15,0.13,0.13,0.14,0.13,0.12,0.1,0.09,0.11,0.13,0.11,0.08,0.13,0.1,0.09,0.11,0.1,0.11,0.11,0.11,0.09,0.09,0.08,0.07,0.08,0.07,0.07,0.07,0.09,0.05,0.08,0.06,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.04,0.03,0.0,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.96
09/27/2021,11.37,7.81,5.81,5.05,4.08,4.69,4.18,3.08,3.01,2.71,2.66,2.32,2.05,2.19,2.28,1.58,1.34,1.32,1.64,1.03,1.24,1.28,0.89,0.82,0.91,0.81,0.79,0.88,0.69,0.64,0.66,0.65,0.55,0.7,0.44,0.5,0.6,0.52,0.47,0.5,0.48,0.36,0.37,0.38,0.36,0.41,0.33,0.4,0.19,0.36,0.28,0.33,0.2,0.29,0.29,0.29,0.28,0.25,0.25,0.23,0.24,0.22,0.21,0.22,0.22,0.19,0.15,0.25,0.22,0.18,0.14,0.15,0.2,0.15,0.19,0.21,0.17,0.15,0.18,0.15,0.16,0.14,0.13,0.14,0.13,0.12,0.09,0.09,0.11,0.14,0.11,0.08,0.13,0.1,0.09,0.11,0.1,0.11,0.11,0.11,0.09,0.09,0.08,0.07,0.08,0.07,0.08,0.08,0.06,0.05,0.08,0.06,0.05,0.06,0.05,0.06,0.07,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.04,0.04,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.95
09/28/2021,11.42,7.81,5.82,5.09,4.1,4.71,4.2,3.11,3.03,2.73,2.66,2.33,2.07,2.18,2.3,1.6,1.34,1.33,1.61,1.04,1.24,1.27,0.89,0.83,0.91,0.82,0.79,0.88,0.7,0.64,0.67,0.66,0.56,0.71,0.44,0.51,0.6,0.52,0.47,0.5,0.48,0.35,0.37,0.38,0.36,0.42,0.33,0.4,0.18,0.37,0.29,0.33,0.2,0.29,0.28,0.29,0.28,0.26,0.25,0.23,0.24,0.22,0.21,0.22,0.22,0.19,0.15,0.25,0.22,0.18,0.14,0.14,0.19,0.15,0.19,0.21,0.16,0.15,0.17,0.15,0.15,0.14,0.13,0.14,0.13,0.12,0.09,0.09,0.11,0.14,0.11,0.08,0.13,0.1,0.08,0.11,0.1,0.11,0.12,0.11,0.08,0.09,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.05,0.08,0.06,0.05,0.06,0.05,0.06,0.07,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.03,0.04,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.01,0.0,0.0,100.18
09/29/2021,11.42,7.81,5.82,5.09,4.1,4.71,4.2,3.11,3.03,2.73,2.66,2.33,2.07,2.18,2.3,1.6,1.34,1.33,1.61,1.04,1.24,1.27,0.89,0.83,0.91,0.82,0.79,0.88,0.7,0.64,0.67,0.66,0.56,0.71,0.44,0.51,0.6,0.52,0.47,0.5,0.48,0.35,0.37,0.38,0.36,0.42,0.33,0.4,0.18,0.37,0.29,0.33,0.2,0.29,0.28,0.29,0.28,0.26,0.25,0.23,0.24,0.22,0.21,0.22,0.22,0.19,0.15,0.25,0.22,0.18,0.14,0.14,0.19,0.15,0.19,0.21,0.16,0.15,0.17,0.15,0.15,0.14,0.13,0.14,0.13,0.12,0.09,0.09,0.11,0.14,0.11,0.08,0.13,0.1,0.08,0.11,0.1,0.11,0.12,0.11,0.08,0.09,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.05,0.08,0.06,0.05,0.06,0.05,0.06,0.07,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.03,0.04,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.01,0.0,0.0,100.18
09/30/2021,11.52,7.67,5.84,5.03,4.12,4.64,4.14,3.11,3.07,2.8,2.63,2.34,2.06,2.2,2.33,1.64,1.37,1.37,1.6,1.07,1.2,1.24,0.91,0.84,0.92,0.81,0.76,0.86,0.7,0.64,0.66,0.67,0.56,0.69,0.44,0.51,0.59,0.51,0.49,0.49,0.47,0.36,0.38,0.39,0.36,0.4,0.34,0.39,0.18,0.36,0.29,0.32,0.2,0.29,0.28,0.29,0.27,0.26,0.25,0.24,0.24,0.22,0.21,0.22,0.22,0.19,0.16,0.25,0.22,0.17,0.15,0.15,0.19,0.15,0.18,0.2,0.16,0.15,0.17,0.14,0.16,0.14,0.13,0.14,0.13,0.12,0.09,0.09,0.11,0.14,0.11,0.08,0.13,0.1,0.09,0.12,0.11,0.11,0.11,0.11,0.08,0.09,0.08,0.07,0.08,0.07,0.07,0.07,0.0,0.05,0.08,0.07,0.05,0.06,0.05,0.06,0.07,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.03,0.04,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.01,0.0,0.0,100.14
10/01/2021,11.63,7.64,5.91,4.54,4.32,4.34,4.01,3.06,2.9,2.66,2.5,2.36,2.38,2.24,2.24,1.81,1.44,1.35,1.49,1.14,1.25,1.24,0.98,0.9,0.89,0.82,0.76,0.79,0.67,0.62,0.64,0.67,0.57,0.68,0.49,0.56,0.56,0.52,0.47,0.47,0.47,0.39,0.43,0.38,0.35,0.38,0.37,0.4,0.3,0.34,0.31,0.32,0.24,0.29,0.27,0.29,0.24,0.27,0.26,0.26,0.24,0.23,0.23,0.23,0.22,0.21,0.21,0.23,0.19,0.16,0.16,0.13,0.17,0.16,0.17,0.15,0.16,0.14,0.16,0.14,0.13,0.14,0.14,0.13,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.11,0.12,0.11,0.11,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.0,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.04,0.06,0.05,0.06,0.06,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.01,0.0,0.51,100.44
10/04/2021,11.63,7.64,5.91,4.54,4.32,4.34,4.01,3.06,2.9,2.66,2.5,2.36,2.38,2.24,2.24,1.81,1.44,1.35,1.49,1.14,1.25,1.24,0.98,0.9,0.89,0.82,0.76,0.79,0.67,0.62,0.64,0.67,0.57,0.68,0.49,0.56,0.56,0.52,0.47,0.47,0.47,0.39,0.43,0.38,0.35,0.38,0.37,0.4,0.3,0.34,0.31,0.32,0.24,0.29,0.27,0.29,0.24,0.27,0.26,0.26,0.24,0.23,0.23,0.23,0.22,0.21,0.21,0.23,0.19,0.16,0.16,0.13,0.17,0.16,0.17,0.15,0.16,0.14,0.16,0.14,0.13,0.14,0.14,0.13,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.11,0.12,0.11,0.11,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.0,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.04,0.06,0.05,0.06,0.06,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.01,0.0,0.51,100.44
10/05/2021,11.41,7.72,5.84,4.97,4.19,4.6,4.17,3.09,3.15,2.84,2.61,2.35,2.02,2.21,2.27,1.64,1.36,1.36,1.64,1.07,1.18,1.25,0.94,0.83,0.93,0.81,0.76,0.84,0.72,0.65,0.65,0.67,0.56,0.67,0.45,0.51,0.59,0.52,0.48,0.48,0.48,0.35,0.37,0.39,0.36,0.39,0.33,0.39,0.18,0.36,0.29,0.31,0.19,0.29,0.28,0.28,0.28,0.26,0.26,0.23,0.23,0.22,0.22,0.22,0.22,0.2,0.16,0.26,0.22,0.17,0.15,0.14,0.19,0.16,0.18,0.2,0.17,0.15,0.17,0.14,0.15,0.14,0.13,0.14,0.14,0.12,0.09,0.09,0.11,0.13,0.11,0.08,0.14,0.1,0.09,0.11,0.1,0.12,0.11,0.11,0.08,0.09,0.08,0.07,0.08,0.07,0.07,0.07,0.0,0.05,0.08,0.06,0.05,0.06,0.05,0.06,0.07,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.08,0.05,0.05,0.05,0.04,0.04,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.01,-0.16,0.0,99.93
10/06/2021,11.41,7.72,5.84,4.97,4.19,4.6,4.17,3.09,3.15,2.84,2.61,2.35,2.02,2.21,2.27,1.64,1.36,1.36,1.64,1.07,1.18,1.25,0.94,0.83,0.93,0.81,0.76,0.84,0.72,0.65,0.65,0.67,0.56,0.67,0.45,0.51,0.59,0.52,0.48,0.48,0.48,0.35,0.37,0.39,0.36,0.39,0.33,0.39,0.18,0.36,0.29,0.31,0.19,0.29,0.28,0.28,0.28,0.26,0.26,0.23,0.23,0.22,0.22,0.22,0.22,0.2,0.16,0.26,0.22,0.17,0.15,0.14,0.19,0.16,0.18,0.2,0.17,0.15,0.17,0.14,0.15,0.14,0.13,0.14,0.14,0.12,0.09,0.09,0.11,0.13,0.11,0.08,0.14,0.1,0.09,0.11,0.1,0.12,0.11,0.11,0.08,0.09,0.08,0.07,0.08,0.07,0.07,0.07,0.0,0.05,0.08,0.06,0.05,0.06,0.05,0.06,0.07,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.08,0.05,0.05,0.05,0.04,0.04,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.01,-0.16,0.0,99.93
10/07/2021,11.43,7.64,5.92,4.97,4.15,4.56,4.22,3.13,2.94,2.81,2.59,2.33,1.96,2.22,2.31,1.65,1.37,1.36,1.64,1.08,1.18,1.24,0.95,0.85,0.93,0.8,0.76,0.83,0.73,0.65,0.66,0.68,0.57,0.67,0.45,0.51,0.58,0.51,0.48,0.48,0.48,0.34,0.38,0.39,0.35,0.4,0.33,0.39,0.17,0.35,0.29,0.31,0.19,0.29,0.28,0.29,0.24,0.27,0.26,0.24,0.24,0.22,0.22,0.22,0.22,0.2,0.15,0.26,0.22,0.16,0.15,0.14,0.2,0.15,0.18,0.21,0.17,0.16,0.16,0.14,0.14,0.14,0.13,0.15,0.13,0.12,0.09,0.09,0.11,0.13,0.12,0.09,0.14,0.1,0.09,0.12,0.11,0.12,0.11,0.11,0.08,0.09,0.09,0.08,0.08,0.07,0.08,0.07,0.0,0.05,0.08,0.06,0.05,0.07,0.05,0.06,0.07,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.07,0.06,0.03,0.05,0.04,0.05,0.05,0.08,0.05,0.05,0.05,0.03,0.04,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.01,0.05,0.0,99.97
10/08/2021,11.48,7.67,5.92,5.03,4.2,4.58,4.13,3.12,2.99,2.85,2.49,2.34,1.92,2.19,2.32,1.66,1.37,1.37,1.6,1.09,1.19,1.22,0.96,0.85,0.93,0.8,0.76,0.82,0.73,0.65,0.65,0.69,0.57,0.66,0.45,0.51,0.58,0.51,0.49,0.47,0.48,0.34,0.38,0.39,0.35,0.39,0.33,0.39,0.17,0.35,0.29,0.3,0.18,0.29,0.28,0.29,0.24,0.27,0.26,0.23,0.24,0.23,0.22,0.22,0.22,0.2,0.15,0.26,0.22,0.15,0.16,0.13,0.2,0.15,0.17,0.21,0.15,0.16,0.17,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.09,0.09,0.12,0.13,0.12,0.08,0.14,0.1,0.08,0.12,0.11,0.12,0.11,0.11,0.08,0.09,0.09,0.08,0.08,0.07,0.08,0.07,0.0,0.05,0.07,0.06,0.05,0.07,0.05,0.06,0.07,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.07,0.06,0.03,0.05,0.04,0.05,0.05,0.08,0.05,0.05,0.05,0.03,0.04,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.01,0.06,0.0,99.94
10/11/2021,11.58,7.66,5.91,5.04,4.17,4.57,4.24,3.1,2.79,2.8,2.54,2.36,1.96,2.19,2.25,1.67,1.38,1.27,1.63,1.09,1.18,1.22,0.96,0.84,0.91,0.8,0.76,0.82,0.73,0.67,0.66,0.67,0.57,0.66,0.44,0.51,0.58,0.51,0.48,0.5,0.48,0.35,0.37,0.38,0.35,0.39,0.32,0.39,0.17,0.35,0.28,0.3,0.18,0.29,0.28,0.29,0.24,0.27,0.26,0.23,0.22,0.23,0.21,0.22,0.22,0.19,0.15,0.26,0.22,0.15,0.15,0.13,0.2,0.15,0.18,0.21,0.15,0.15,0.16,0.14,0.15,0.14,0.13,0.15,0.14,0.13,0.09,0.09,0.12,0.13,0.11,0.08,0.14,0.1,0.08,0.12,0.1,0.12,0.11,0.11,0.07,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.05,0.07,0.06,0.05,0.06,0.05,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.03,0.04,0.04,0.05,0.05,0.08,0.05,0.05,0.05,0.04,0.04,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.33,0.0,99.93
10/12/2021,11.75,7.66,5.87,5.04,4.16,4.54,4.23,3.09,2.73,2.8,2.54,2.3,2.0,2.21,2.25,1.66,1.41,1.29,1.61,1.1,1.18,1.2,0.96,0.84,0.92,0.8,0.76,0.82,0.72,0.67,0.65,0.67,0.55,0.67,0.45,0.51,0.58,0.51,0.49,0.5,0.49,0.35,0.37,0.38,0.35,0.39,0.32,0.38,0.17,0.35,0.28,0.3,0.18,0.28,0.29,0.3,0.25,0.27,0.26,0.23,0.22,0.22,0.21,0.22,0.22,0.19,0.15,0.26,0.22,0.15,0.15,0.13,0.2,0.14,0.18,0.21,0.16,0.14,0.16,0.14,0.15,0.14,0.13,0.15,0.14,0.12,0.1,0.09,0.12,0.13,0.11,0.09,0.14,0.1,0.09,0.12,0.1,0.12,0.11,0.11,0.08,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.05,0.07,0.06,0.05,0.07,0.05,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.03,0.05,0.04,0.05,0.05,0.08,0.04,0.05,0.05,0.04,0.04,0.0,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.35,0.0,100.01
10/13/2021,11.91,7.73,5.83,5.07,4.17,4.52,4.13,3.08,3.02,2.82,2.51,2.28,2.03,2.19,2.25,1.67,1.44,1.32,1.58,1.11,1.17,1.2,0.96,0.83,0.92,0.8,0.76,0.81,0.72,0.67,0.65,0.68,0.54,0.65,0.44,0.51,0.58,0.51,0.48,0.5,0.48,0.36,0.37,0.39,0.34,0.39,0.31,0.38,0.18,0.34,0.28,0.3,0.18,0.28,0.28,0.3,0.23,0.27,0.26,0.23,0.22,0.23,0.21,0.21,0.22,0.19,0.15,0.26,0.21,0.15,0.14,0.13,0.21,0.14,0.18,0.2,0.15,0.14,0.17,0.14,0.14,0.14,0.14,0.15,0.14,0.12,0.1,0.09,0.12,0.14,0.11,0.08,0.14,0.1,0.08,0.11,0.1,0.12,0.11,0.11,0.07,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.05,0.07,0.06,0.05,0.06,0.05,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.08,0.05,0.05,0.05,0.04,0.04,0.0,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.07,0.0,99.96999999999998
10/14/2021,11.91,7.73,5.83,5.07,4.17,4.52,4.13,3.08,3.02,2.82,2.51,2.28,2.03,2.19,2.25,1.67,1.44,1.32,1.58,1.11,1.17,1.2,0.96,0.83,0.92,0.8,0.76,0.81,0.72,0.67,0.65,0.68,0.54,0.65,0.44,0.51,0.58,0.51,0.48,0.5,0.48,0.36,0.37,0.39,0.34,0.39,0.31,0.38,0.18,0.34,0.28,0.3,0.18,0.28,0.28,0.3,0.23,0.27,0.26,0.23,0.22,0.23,0.21,0.21,0.22,0.19,0.15,0.26,0.21,0.15,0.14,0.13,0.21,0.14,0.18,0.2,0.15,0.14,0.17,0.14,0.14,0.14,0.14,0.15,0.14,0.12,0.1,0.09,0.12,0.14,0.11,0.08,0.14,0.1,0.08,0.11,0.1,0.12,0.11,0.11,0.07,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.05,0.07,0.06,0.05,0.06,0.05,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.08,0.05,0.05,0.05,0.04,0.04,0.0,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.07,0.0,99.96999999999998
