,BIIB,ALL,CINF,ALLY,LH,BRK.B,CVS,PNC,BK,AFL,AGR,DGX,KR,PGR,EXC,ETR,CFG,DHI,SJM,ACGL,CE,PEG,SRE,GM,TSN,COF,LEN,FTV,CI,ED,PPL,VZ,F,VIAC,TMUS,MS,CNC,MU,HIG,GS,INTC,VICI,FE,HUM,CMCSA,BEN,DTE,ADM,GD,PFG,VTRS,XEL,AEE,AEP,KEY,LUMN,TRV,SO,STT,GIS,MET,EIX,T,BBY,CAG,CAH,C,URI,ES,MTB,TFC,HPE,PCG,TGT,DISCA,AVB,BXP,NUE,HCA,NOC,CERN,STX,WFC,EQR,NVR,ANTM,MKL,PFE,LDOS,MDLZ,DUK,FDX,WDC,WAB,PKG,EMN,LMT,FOXA,CB,STZ,FITB,JPM,CMS,GE,WEC,HPQ,LYB,PCAR,RF,CMI,HBAN,DLTR,EXPD,SYF,AJG,CARR,EOG,RSG,UNH,WMB,HSY,KMI,IP,LHX,MOH,NTRS,VTR,EMR,PEAK,OMC,RJF,JNJ,SWK,BAC,IBM,BDX,MMM,CSX,HRL,K,USB,VMC,PH,DOW,JBHT,FMC,CTVA,WY,CTSH,DFS,MAA,ALB,JCI,PRU,WM,GWW,US Dollar,DOV,PPG,OKE,COST,AVY,O,PEP,MDT,L,FIS,ETN,CBRE,AMP,CDW,J,KHC,TDY,NSC,NEE,MKC,ITW,HON,HAS,CVX,AVGO,AIG,MO,BAX,GLW,MAS,ON,DTM WI,DD,KMX,COP,VLO,WELL,TEL,DRI,D,MPC,ULTA,FCX,ZBH,MISXX,018000.KQ,Morgan Stanley Instl Lqudty Trs Instl,n/a,688101.SS,688001.SS,SLVM WI,EBAY,NEM,BIO,HOLX,CNP,LKQ,WBA,EVRG,TXT,WPC,LNT,XPO,ATVI,GILD,TTWO,APD,SSNC,BR,CSCO,CHD,DG,VRTX,AKAM,AMGN,PXD,DVN,UNP,BRO,RTX,SLB,AXP,GPC,HD,KDP,FAST,VFC,ACN,CAT,GPN,AME,KMB,FISV,CL,UPS,TSCO,BUWA.,KD WI,PEO.,ALS.,TRVC.,CHV.,PG4.,VMW,INCY,XOM,FLT,MRK,TFX,ROST,SUM
10/25/2021,0.33,0.85,0.89,0.88,0.0,0.89,0.7,0.37,0.78,0.92,0.0,0.85,0.48,0.89,0.72,0.71,0.72,0.9,0.0,0.96,0.94,0.52,0.7,0.94,0.88,0.87,0.92,0.9,0.92,0.71,0.35,0.84,0.8,0.81,0.45,0.0,0.18,0.82,0.88,0.0,0.89,0.0,0.52,0.4,0.48,0.87,0.7,0.74,0.53,0.53,0.7,0.52,0.52,0.71,0.75,0.0,0.9,0.51,0.58,0.52,0.53,0.73,0.65,0.76,0.67,0.0,0.86,0.0,0.52,0.73,0.54,0.93,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.35,0.0,0.74,0.0,0.51,0.39,0.94,0.5,0.52,0.51,0.52,0.0,0.69,0.37,0.0,0.18,0.54,0.36,0.91,0.0,0.72,0.51,0.51,0.0,0.51,0.76,0.88,0.75,0.0,0.73,0.36,0.73,0.0,0.68,0.0,0.36,0.77,0.18,0.19,0.0,0.18,0.71,0.47,0.37,0.0,0.0,0.0,0.35,0.35,0.34,0.38,0.34,0.73,0.55,0.15,0.17,0.52,0.59,0.35,0.33,0.36,0.18,0.53,0.88,0.39,0.0,0.69,0.0,0.53,0.0,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.17,0.0,0.0,0.0,0.67,0.0,0.4,0.0,0.0,0.18,0.0,0.0,0.55,0.0,0.92,0.18,0.0,0.72,0.0,0.0,0.0,0.9,0.38,0.55,0.0,0.0,0.37,0.16,0.36,0.37,0.17,0.0,0.35,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.9,0.87,0.85,0.73,0.76,0.71,0.7,0.53,0.53,0.5,0.53,0.51,0.48,0.4,0.39,0.37,0.37,0.35,0.35,0.35,0.35,0.35,0.33,0.19,0.19,0.2,0.2,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/26/2021,0.33,0.85,0.89,0.88,0.0,0.89,0.7,0.37,0.78,0.92,0.0,0.85,0.48,0.89,0.72,0.71,0.72,0.9,0.0,0.96,0.94,0.52,0.7,0.94,0.88,0.87,0.92,0.9,0.92,0.71,0.35,0.84,0.8,0.81,0.45,0.0,0.18,0.82,0.88,0.0,0.89,0.0,0.52,0.4,0.48,0.87,0.7,0.74,0.53,0.53,0.7,0.52,0.52,0.71,0.75,0.0,0.9,0.51,0.58,0.52,0.53,0.73,0.65,0.76,0.67,0.0,0.86,0.0,0.52,0.73,0.54,0.93,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.35,0.0,0.74,0.0,0.51,0.39,0.94,0.5,0.52,0.51,0.52,0.0,0.69,0.37,0.0,0.18,0.54,0.36,0.91,0.0,0.72,0.51,0.51,0.0,0.51,0.76,0.88,0.75,0.0,0.73,0.36,0.73,0.0,0.68,0.0,0.36,0.77,0.18,0.19,0.0,0.18,0.71,0.47,0.37,0.0,0.0,0.0,0.35,0.35,0.34,0.38,0.34,0.73,0.55,0.15,0.17,0.52,0.59,0.35,0.33,0.36,0.18,0.53,0.88,0.39,0.0,0.69,0.0,0.53,0.0,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.17,0.0,0.0,0.0,0.67,0.0,0.4,0.0,0.0,0.18,0.0,0.0,0.55,0.0,0.92,0.18,0.0,0.72,0.0,0.0,0.0,0.9,0.38,0.55,0.0,0.0,0.37,0.16,0.36,0.37,0.17,0.0,0.35,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.9,0.87,0.85,0.73,0.76,0.71,0.7,0.53,0.53,0.5,0.53,0.51,0.48,0.4,0.39,0.37,0.37,0.35,0.35,0.35,0.35,0.35,0.33,0.19,0.19,0.2,0.2,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/27/2021,0.32,0.85,0.91,0.84,0.0,0.9,0.7,0.38,0.78,0.92,0.0,0.86,0.49,0.9,0.72,0.72,0.73,0.9,0.0,0.96,0.95,0.52,0.71,0.93,0.89,0.88,0.91,0.9,0.92,0.71,0.36,0.83,0.78,0.81,0.45,0.0,0.18,0.81,0.9,0.0,0.79,0.0,0.53,0.4,0.48,0.88,0.71,0.75,0.53,0.54,0.7,0.52,0.52,0.72,0.76,0.0,0.91,0.5,0.58,0.52,0.53,0.74,0.64,0.76,0.67,0.0,0.86,0.0,0.53,0.73,0.55,0.92,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.35,0.0,0.74,0.0,0.51,0.4,0.94,0.5,0.53,0.52,0.53,0.0,0.69,0.36,0.0,0.18,0.54,0.36,0.92,0.0,0.73,0.52,0.51,0.0,0.52,0.76,0.88,0.75,0.0,0.73,0.37,0.73,0.0,0.68,0.0,0.36,0.78,0.18,0.19,0.0,0.18,0.72,0.47,0.38,0.0,0.0,0.0,0.35,0.35,0.33,0.38,0.34,0.73,0.56,0.15,0.17,0.51,0.59,0.35,0.33,0.36,0.18,0.53,0.86,0.4,0.0,0.69,0.0,0.53,0.0,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.18,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.18,0.0,0.0,0.0,0.67,0.0,0.41,0.0,0.0,0.18,0.0,0.0,0.55,0.0,0.93,0.18,0.0,0.71,0.0,0.0,0.0,0.9,0.38,0.55,0.0,0.0,0.37,0.16,0.36,0.37,0.17,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.9,0.86,0.85,0.73,0.76,0.71,0.71,0.53,0.53,0.51,0.53,0.51,0.48,0.4,0.39,0.37,0.38,0.34,0.35,0.35,0.34,0.35,0.33,0.19,0.19,0.2,0.2,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/28/2021,0.32,0.86,0.92,0.85,0.0,0.9,0.7,0.38,0.78,0.93,0.0,0.85,0.49,0.9,0.72,0.71,0.73,0.9,0.0,0.96,0.97,0.52,0.7,0.93,0.9,0.88,0.91,0.89,0.91,0.71,0.35,0.83,0.77,0.81,0.45,0.0,0.18,0.82,0.89,0.0,0.79,0.0,0.52,0.4,0.48,0.89,0.7,0.75,0.53,0.54,0.69,0.51,0.52,0.71,0.76,0.0,0.9,0.5,0.58,0.51,0.53,0.75,0.64,0.77,0.66,0.0,0.86,0.0,0.52,0.72,0.55,0.92,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.34,0.0,0.74,0.0,0.51,0.4,0.95,0.5,0.53,0.51,0.52,0.0,0.68,0.37,0.0,0.18,0.54,0.35,0.92,0.0,0.73,0.52,0.5,0.0,0.51,0.76,0.88,0.75,0.0,0.73,0.37,0.75,0.0,0.68,0.0,0.36,0.8,0.18,0.19,0.0,0.18,0.72,0.47,0.38,0.0,0.0,0.0,0.35,0.35,0.33,0.38,0.35,0.73,0.56,0.15,0.17,0.52,0.6,0.35,0.33,0.36,0.19,0.54,0.87,0.4,0.0,0.69,0.0,0.53,0.0,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.18,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.18,0.0,0.0,0.0,0.67,0.0,0.41,0.0,0.0,0.18,0.0,0.0,0.56,0.0,0.92,0.17,0.0,0.72,0.0,0.0,0.0,0.9,0.37,0.56,0.0,0.0,0.37,0.16,0.36,0.37,0.17,0.0,0.35,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.98,0.91,0.0,0.84,0.74,0.76,0.71,0.7,0.53,0.53,0.5,0.54,0.52,0.48,0.4,0.39,0.37,0.37,0.34,0.34,0.36,0.35,0.35,0.33,0.19,0.19,0.2,0.2,0.18,0.19,0.18,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.19,0.17,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
10/29/2021,0.32,0.86,0.92,0.85,0.0,0.9,0.7,0.38,0.78,0.93,0.0,0.85,0.49,0.9,0.72,0.71,0.73,0.9,0.0,0.96,0.97,0.52,0.7,0.93,0.9,0.88,0.91,0.89,0.91,0.71,0.35,0.83,0.77,0.81,0.45,0.0,0.18,0.82,0.89,0.0,0.79,0.0,0.52,0.4,0.48,0.89,0.7,0.75,0.53,0.54,0.69,0.51,0.52,0.71,0.76,0.0,0.9,0.5,0.58,0.51,0.53,0.75,0.64,0.77,0.66,0.0,0.86,0.0,0.52,0.72,0.55,0.92,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.34,0.0,0.74,0.0,0.51,0.4,0.95,0.5,0.53,0.51,0.52,0.0,0.68,0.37,0.0,0.18,0.54,0.35,0.92,0.0,0.73,0.52,0.5,0.0,0.51,0.76,0.88,0.75,0.0,0.73,0.37,0.75,0.0,0.68,0.0,0.36,0.8,0.18,0.19,0.0,0.18,0.72,0.47,0.38,0.0,0.0,0.0,0.35,0.35,0.33,0.38,0.35,0.73,0.56,0.15,0.17,0.52,0.6,0.35,0.33,0.36,0.19,0.54,0.87,0.4,0.0,0.69,0.0,0.53,0.0,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.18,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.18,0.0,0.0,0.0,0.67,0.0,0.41,0.0,0.0,0.18,0.0,0.0,0.56,0.0,0.92,0.17,0.0,0.72,0.0,0.0,0.0,0.9,0.37,0.56,0.0,0.0,0.37,0.16,0.36,0.37,0.17,0.0,0.35,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.98,0.91,0.0,0.84,0.74,0.76,0.71,0.7,0.53,0.53,0.5,0.54,0.52,0.48,0.4,0.39,0.37,0.37,0.34,0.34,0.36,0.35,0.35,0.33,0.19,0.19,0.2,0.2,0.18,0.19,0.18,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.19,0.17,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
11/01/2021,0.32,0.85,0.95,0.81,0.0,0.91,0.72,0.37,0.79,0.91,0.0,0.86,0.49,0.91,0.75,0.71,0.7,0.91,0.0,0.95,0.94,0.53,0.7,0.88,0.88,0.81,0.92,0.91,0.93,0.72,0.36,0.84,0.82,0.8,0.46,0.0,0.19,0.84,0.9,0.0,0.78,0.0,0.53,0.41,0.47,0.9,0.7,0.74,0.52,0.52,0.68,0.52,0.53,0.72,0.75,0.0,0.91,0.51,0.59,0.52,0.53,0.78,0.65,0.79,0.67,0.0,0.87,0.0,0.53,0.68,0.55,0.89,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.34,0.0,0.76,0.0,0.51,0.4,0.95,0.5,0.51,0.53,0.53,0.0,0.7,0.36,0.0,0.18,0.48,0.35,0.97,0.0,0.71,0.52,0.51,0.0,0.51,0.76,0.88,0.78,0.0,0.74,0.35,0.77,0.0,0.66,0.0,0.36,0.8,0.18,0.19,0.0,0.18,0.71,0.45,0.35,0.0,0.0,0.0,0.36,0.37,0.33,0.37,0.35,0.73,0.56,0.15,0.16,0.51,0.61,0.36,0.33,0.35,0.19,0.54,0.84,0.41,0.0,0.7,0.0,0.52,0.0,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.18,0.0,0.0,0.0,0.68,0.0,0.42,0.0,0.0,0.18,0.0,0.0,0.56,0.0,0.94,0.16,0.0,0.67,0.0,0.0,0.0,0.88,0.37,0.56,0.0,0.0,0.36,0.16,0.36,0.37,0.17,0.0,0.34,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.89,0.87,0.0,0.85,0.73,0.77,0.69,0.71,0.52,0.55,0.51,0.55,0.51,0.48,0.4,0.4,0.37,0.37,0.36,0.35,0.36,0.34,0.34,0.33,0.19,0.19,0.21,0.19,0.17,0.19,0.17,0.18,0.19,0.17,0.18,0.18,0.19,0.18,0.15,0.18,0.16,0.15,0.17,0.2,0.17,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
11/02/2021,0.33,0.84,0.92,0.81,0.0,0.91,0.73,0.37,0.79,0.89,0.0,0.87,0.5,0.91,0.76,0.72,0.7,0.92,0.0,0.95,0.93,0.53,0.7,0.89,0.87,0.81,0.92,0.93,0.92,0.72,0.36,0.85,0.83,0.79,0.45,0.0,0.19,0.84,0.9,0.0,0.79,0.0,0.55,0.41,0.46,0.91,0.7,0.74,0.52,0.53,0.68,0.52,0.52,0.72,0.74,0.0,0.91,0.51,0.59,0.52,0.51,0.78,0.65,0.8,0.66,0.0,0.85,0.0,0.52,0.68,0.55,0.89,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.36,0.0,0.76,0.0,0.52,0.4,0.95,0.51,0.52,0.53,0.53,0.0,0.64,0.36,0.0,0.17,0.49,0.34,0.97,0.0,0.71,0.52,0.51,0.0,0.52,0.77,0.85,0.78,0.0,0.74,0.35,0.78,0.0,0.66,0.0,0.35,0.8,0.19,0.2,0.0,0.17,0.69,0.45,0.36,0.0,0.0,0.0,0.36,0.37,0.32,0.37,0.35,0.71,0.57,0.15,0.16,0.51,0.61,0.36,0.33,0.35,0.19,0.54,0.84,0.41,0.0,0.71,0.0,0.53,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.18,0.0,0.0,0.0,0.67,0.0,0.42,0.0,0.0,0.19,0.0,0.0,0.57,0.0,0.93,0.16,0.0,0.67,0.0,0.0,0.0,0.88,0.37,0.55,0.0,0.0,0.37,0.16,0.36,0.37,0.17,0.0,0.34,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.95,0.86,0.0,0.86,0.73,0.76,0.69,0.71,0.53,0.53,0.51,0.54,0.51,0.47,0.41,0.4,0.4,0.37,0.36,0.37,0.36,0.35,0.35,0.34,0.19,0.19,0.21,0.19,0.17,0.18,0.17,0.18,0.19,0.18,0.19,0.18,0.19,0.18,0.15,0.18,0.16,0.15,0.17,0.2,0.18,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/03/2021,0.33,0.84,0.92,0.81,0.0,0.91,0.73,0.37,0.79,0.89,0.0,0.87,0.5,0.91,0.76,0.72,0.7,0.92,0.0,0.95,0.93,0.53,0.7,0.89,0.87,0.81,0.92,0.93,0.92,0.72,0.36,0.85,0.83,0.79,0.45,0.0,0.19,0.84,0.9,0.0,0.79,0.0,0.55,0.41,0.46,0.91,0.7,0.74,0.52,0.53,0.68,0.52,0.52,0.72,0.74,0.0,0.91,0.51,0.59,0.52,0.51,0.78,0.65,0.8,0.66,0.0,0.85,0.0,0.52,0.68,0.55,0.89,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.36,0.0,0.76,0.0,0.52,0.4,0.95,0.51,0.52,0.53,0.53,0.0,0.64,0.36,0.0,0.17,0.49,0.34,0.97,0.0,0.71,0.52,0.51,0.0,0.52,0.77,0.85,0.78,0.0,0.74,0.35,0.78,0.0,0.66,0.0,0.35,0.8,0.19,0.2,0.0,0.17,0.69,0.45,0.36,0.0,0.0,0.0,0.36,0.37,0.32,0.37,0.35,0.71,0.57,0.15,0.16,0.51,0.61,0.36,0.33,0.35,0.19,0.54,0.84,0.41,0.0,0.71,0.0,0.53,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.18,0.0,0.0,0.0,0.67,0.0,0.42,0.0,0.0,0.19,0.0,0.0,0.57,0.0,0.93,0.16,0.0,0.67,0.0,0.0,0.0,0.88,0.37,0.55,0.0,0.0,0.37,0.16,0.36,0.37,0.17,0.0,0.34,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.95,0.86,0.0,0.86,0.73,0.76,0.69,0.71,0.53,0.53,0.51,0.54,0.51,0.47,0.41,0.4,0.4,0.37,0.36,0.37,0.36,0.35,0.35,0.34,0.19,0.19,0.21,0.19,0.17,0.18,0.17,0.18,0.19,0.18,0.19,0.18,0.19,0.18,0.15,0.18,0.16,0.15,0.17,0.2,0.18,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/04/2021,0.33,0.84,0.92,0.81,0.0,0.91,0.73,0.37,0.79,0.89,0.0,0.87,0.5,0.91,0.76,0.72,0.7,0.92,0.0,0.95,0.93,0.53,0.7,0.89,0.87,0.81,0.92,0.93,0.92,0.72,0.36,0.85,0.83,0.79,0.45,0.0,0.19,0.84,0.9,0.0,0.79,0.0,0.55,0.41,0.46,0.91,0.7,0.74,0.52,0.53,0.68,0.52,0.52,0.72,0.74,0.0,0.91,0.51,0.59,0.52,0.51,0.78,0.65,0.8,0.66,0.0,0.85,0.0,0.52,0.68,0.55,0.89,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.36,0.0,0.76,0.0,0.52,0.4,0.95,0.51,0.52,0.53,0.53,0.0,0.64,0.36,0.0,0.17,0.49,0.34,0.97,0.0,0.71,0.52,0.51,0.0,0.52,0.77,0.85,0.78,0.0,0.74,0.35,0.78,0.0,0.66,0.0,0.35,0.8,0.19,0.2,0.0,0.17,0.69,0.45,0.36,0.0,0.0,0.0,0.36,0.37,0.32,0.37,0.35,0.71,0.57,0.15,0.16,0.51,0.61,0.36,0.33,0.35,0.19,0.54,0.84,0.41,0.0,0.71,0.0,0.53,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.18,0.0,0.0,0.0,0.67,0.0,0.42,0.0,0.0,0.19,0.0,0.0,0.57,0.0,0.93,0.16,0.0,0.67,0.0,0.0,0.0,0.88,0.37,0.55,0.0,0.0,0.37,0.16,0.36,0.37,0.17,0.0,0.34,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.95,0.86,0.0,0.86,0.73,0.76,0.69,0.71,0.53,0.53,0.51,0.54,0.51,0.47,0.41,0.4,0.4,0.37,0.36,0.37,0.36,0.35,0.35,0.34,0.19,0.19,0.21,0.19,0.17,0.18,0.17,0.18,0.19,0.18,0.19,0.18,0.19,0.18,0.15,0.18,0.16,0.15,0.17,0.2,0.18,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/05/2021,0.33,0.84,0.92,0.82,0.0,0.9,0.73,0.37,0.79,0.9,0.0,0.85,0.5,0.89,0.76,0.71,0.69,0.9,0.0,0.97,0.94,0.52,0.69,0.9,0.88,0.8,0.91,0.93,0.92,0.72,0.36,0.83,0.87,0.81,0.45,0.0,0.19,0.85,0.88,0.0,0.8,0.0,0.55,0.4,0.47,1.08,0.69,0.72,0.51,0.53,0.7,0.52,0.52,0.72,0.74,0.0,0.89,0.5,0.59,0.52,0.51,0.78,0.64,0.8,0.66,0.0,0.83,0.0,0.52,0.7,0.55,0.91,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.37,0.0,0.75,0.0,0.51,0.38,0.95,0.53,0.51,0.53,0.52,0.0,0.67,0.36,0.0,0.18,0.47,0.35,0.94,0.0,0.71,0.52,0.5,0.0,0.51,0.77,0.86,0.79,0.0,0.74,0.35,0.79,0.0,0.66,0.0,0.35,0.79,0.19,0.19,0.0,0.17,0.69,0.44,0.34,0.0,0.0,0.0,0.36,0.36,0.32,0.37,0.35,0.71,0.56,0.15,0.16,0.52,0.6,0.36,0.33,0.35,0.19,0.54,0.87,0.39,0.0,0.7,0.0,0.53,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.17,0.0,0.0,0.0,0.69,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.56,0.0,0.93,0.16,0.0,0.69,0.0,0.0,0.0,0.97,0.39,0.54,0.0,0.0,0.38,0.16,0.35,0.36,0.17,0.0,0.34,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.92,0.86,0.0,0.82,0.73,0.77,0.69,0.7,0.54,0.53,0.51,0.54,0.5,0.47,0.41,0.4,0.39,0.37,0.36,0.37,0.36,0.34,0.34,0.34,0.19,0.2,0.2,0.19,0.17,0.19,0.17,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.14,0.19,0.17,0.15,0.17,0.19,0.18,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
11/08/2021,0.34,0.79,0.93,0.82,0.0,0.9,0.76,0.36,0.78,0.91,0.0,0.85,0.54,0.89,0.76,0.71,0.7,0.92,0.0,0.94,0.95,0.52,0.69,0.95,0.88,0.81,0.92,0.94,0.91,0.72,0.35,0.82,0.94,0.78,0.48,0.0,0.2,0.87,0.87,0.0,0.81,0.0,0.54,0.4,0.47,1.04,0.69,0.73,0.5,0.53,0.69,0.5,0.52,0.71,0.74,0.0,0.88,0.5,0.57,0.52,0.52,0.78,0.63,0.83,0.66,0.0,0.82,0.0,0.51,0.71,0.54,0.91,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.37,0.0,0.74,0.0,0.53,0.39,0.93,0.51,0.49,0.53,0.52,0.0,0.67,0.36,0.0,0.18,0.48,0.35,0.94,0.0,0.71,0.51,0.5,0.0,0.51,0.78,0.83,0.78,0.0,0.72,0.35,0.77,0.0,0.67,0.0,0.35,0.77,0.18,0.19,0.0,0.17,0.68,0.43,0.34,0.0,0.0,0.0,0.35,0.35,0.32,0.37,0.35,0.72,0.56,0.14,0.17,0.51,0.59,0.36,0.34,0.35,0.19,0.58,0.85,0.4,0.0,0.77,0.0,0.53,0.0,0.0,0.0,0.0,0.91,0.0,0.2,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.18,0.0,0.0,0.0,0.69,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.56,0.0,0.94,0.16,0.0,0.69,0.0,0.0,0.0,1.0,0.4,0.54,0.0,0.0,0.39,0.16,0.35,0.35,0.18,0.0,0.32,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.86,0.9,0.83,0.74,0.78,0.72,0.7,0.54,0.53,0.5,0.51,0.44,0.47,0.43,0.4,0.38,0.35,0.36,0.37,0.36,0.37,0.36,0.35,0.19,0.2,0.2,0.18,0.17,0.19,0.17,0.18,0.19,0.18,0.19,0.18,0.19,0.18,0.14,0.19,0.16,0.16,0.17,0.19,0.18,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
