,BG,SJM,TSN,CAG,REYN,ADM,SPB,CVS,HLF,POST,CTVA,FLO,CASY,PPC,GIS,KR,PG,HRL,CPB,MDLZ,K,DAR,STZ,ACI,CHD,KMB,FRPT,GO,KDP,MNST,PM,BYND,CL,PEP,CLX,HSY,MKC,MCK,KHC,SAM,US Dollar,MISXX,Morgan Stanley Instl Lqudty Trs Instl,Interest/Overdraft,n/a,8174.T,688101.SS,688001.SS,WBA,INGR,USFD,SYY,PEP.,4I1.,TAP,KO,HAIN,SUM
12/20/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
12/21/2021,4.2,4.4,4.19,3.95,3.43,4.21,2.34,4.58,2.19,1.49,3.39,2.66,3.17,3.71,2.63,2.57,1.75,2.73,3.2,2.59,2.34,3.48,0.89,0.77,1.84,0.82,0.0,4.14,1.62,1.6,1.53,0.0,0.85,1.73,0.0,0.86,0.9,3.62,2.99,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,3.22,1.66,0.71,0.71,0.0,0.0,0.0,0.0,0.0,100.0
12/22/2021,4.2,4.4,4.19,3.96,3.43,4.21,2.35,4.58,2.19,1.49,3.39,2.66,3.17,3.71,2.63,2.58,1.75,2.73,3.2,2.6,2.34,3.48,0.89,0.77,1.84,0.82,0.0,4.14,1.62,1.6,1.53,0.0,0.85,1.73,0.0,0.86,0.9,3.62,2.99,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,3.22,1.66,0.71,0.71,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/23/2021,4.11,4.39,4.19,3.95,3.46,4.17,2.33,4.61,2.19,1.48,3.32,2.68,3.17,3.7,2.65,2.63,1.76,2.77,3.22,2.6,2.36,3.36,0.89,0.75,1.87,0.83,0.0,4.16,1.62,1.61,1.53,0.0,0.85,1.76,0.0,0.87,0.9,3.67,2.99,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,3.24,1.64,0.71,0.71,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/24/2021,4.11,4.39,4.19,3.95,3.46,4.17,2.33,4.61,2.19,1.48,3.32,2.68,3.17,3.7,2.65,2.63,1.76,2.77,3.22,2.6,2.36,3.36,0.89,0.75,1.87,0.83,0.0,4.16,1.62,1.61,1.53,0.0,0.85,1.76,0.0,0.87,0.9,3.67,2.99,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,3.24,1.64,0.71,0.71,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/27/2021,4.31,4.31,4.19,3.82,3.45,4.24,2.41,4.64,2.21,1.51,3.43,2.65,3.21,3.68,2.57,2.49,1.78,2.72,3.12,2.6,2.29,3.49,0.9,0.75,1.87,0.81,0.0,4.04,1.64,1.64,0.0,0.0,0.85,0.0,0.0,0.87,0.89,3.75,2.98,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,3.34,1.66,0.78,0.76,1.75,1.52,0.0,0.0,0.0,100.01
12/28/2021,4.3,4.3,4.18,3.81,3.44,4.23,2.4,4.63,2.21,1.51,3.42,2.65,3.2,3.67,2.57,2.49,1.78,2.71,3.11,2.6,2.29,3.48,0.9,0.74,1.87,0.81,0.0,4.03,1.63,1.64,1.52,0.0,0.85,1.75,0.0,0.86,0.89,3.75,2.97,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.65,0.77,0.76,0.0,0.0,0.0,0.0,0.0,100.02
12/29/2021,4.3,4.3,4.18,3.81,3.44,4.23,2.4,4.63,2.21,1.51,3.42,2.65,3.2,3.67,2.57,2.49,1.78,2.71,3.11,2.6,2.29,3.48,0.9,0.74,1.87,0.81,0.0,4.03,1.63,1.64,1.52,0.0,0.85,1.75,0.0,0.86,0.89,3.75,2.97,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.65,0.77,0.76,0.0,0.0,0.0,0.0,0.0,100.02
12/30/2021,4.3,4.28,4.19,3.79,3.43,4.22,2.45,4.63,2.21,1.5,3.43,2.64,3.15,3.67,2.54,2.49,1.78,2.69,3.1,2.59,2.28,3.54,0.9,0.73,1.87,0.81,0.0,4.04,1.62,1.64,1.51,0.0,0.85,1.75,0.0,0.86,0.89,3.78,2.95,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,3.31,1.65,0.77,0.76,0.0,0.0,0.0,0.0,0.0,100.02
12/31/2021,4.29,4.28,4.18,3.81,3.42,4.24,2.42,4.61,2.16,1.53,3.43,2.65,3.18,3.66,2.55,2.51,1.77,2.7,3.16,2.59,2.28,3.52,0.9,0.73,1.85,0.8,0.0,4.03,1.62,1.62,1.51,0.0,0.85,1.74,0.0,0.86,0.89,3.76,2.96,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.66,0.76,0.76,0.0,0.0,0.0,0.0,0.0,99.99
01/03/2022,4.3,4.28,4.15,3.8,3.47,4.23,2.38,4.64,2.22,1.54,3.4,2.64,3.15,3.64,2.55,2.54,1.77,2.7,3.13,2.57,2.28,3.58,0.9,0.74,1.86,0.81,0.0,3.98,1.63,1.63,1.51,0.0,0.85,1.74,0.0,0.86,0.9,3.79,2.94,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,3.36,1.65,0.76,0.75,0.0,0.0,0.0,0.0,0.0,100.01
01/03/2022,4.34,4.28,4.18,3.81,3.48,4.26,2.41,4.6,2.19,1.55,3.4,2.64,3.17,3.67,2.56,2.54,1.77,2.7,3.15,2.59,2.29,3.65,0.9,0.73,1.88,0.82,0.0,3.97,1.63,1.64,0.0,0.0,0.85,0.0,0.0,0.86,0.9,3.77,2.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.35,1.64,0.76,0.76,1.75,1.52,0.0,0.0,0.0,100.01
01/03/2022,4.34,4.28,4.18,3.81,3.48,4.26,2.41,4.6,2.19,1.55,3.4,2.64,3.17,3.67,2.56,2.54,1.77,2.7,3.15,2.59,2.29,3.65,0.9,0.73,1.88,0.82,0.0,3.97,1.63,1.64,0.0,0.0,0.85,0.0,0.0,0.86,0.9,3.77,2.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.35,1.64,0.76,0.76,1.75,1.52,0.0,0.0,0.0,100.01
01/04/2022,4.34,4.28,4.18,3.81,3.48,4.26,2.41,4.6,2.19,1.55,3.4,2.64,3.17,3.67,2.56,2.54,1.77,2.7,3.15,2.59,2.29,3.65,0.9,0.73,1.88,0.82,0.0,3.97,1.63,1.64,0.0,0.0,0.85,0.0,0.0,0.86,0.9,3.77,2.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.35,1.64,0.76,0.76,1.75,1.52,0.0,0.0,0.0,100.01
01/05/2022,4.34,4.28,4.18,3.81,3.48,4.26,2.41,4.6,2.19,1.55,3.4,2.64,3.17,3.67,2.56,2.54,1.77,2.7,3.15,2.59,2.29,3.65,0.9,0.73,1.88,0.82,0.0,3.97,1.63,1.64,0.0,0.0,0.85,0.0,0.0,0.86,0.9,3.77,2.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.35,1.64,0.76,0.76,1.75,1.52,0.0,0.0,0.0,100.01
01/06/2022,4.35,4.3,4.19,3.79,3.47,4.27,2.41,4.63,2.24,1.54,3.36,2.63,3.16,3.64,2.54,2.53,1.76,2.71,3.16,2.57,2.29,3.66,0.9,0.71,1.86,0.81,0.0,4.0,1.62,1.64,0.0,0.0,0.84,0.0,0.0,0.86,0.89,3.75,2.96,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,3.4,1.65,0.78,0.76,1.74,1.52,0.0,0.0,0.0,99.98
01/07/2022,4.36,4.33,4.25,3.78,3.47,4.32,2.43,4.61,2.22,1.55,3.4,2.62,3.1,3.61,2.55,2.57,1.75,2.69,3.16,2.57,2.3,3.7,0.91,0.71,1.85,0.81,0.0,3.87,1.63,1.65,1.52,0.0,0.84,1.73,0.0,0.86,0.89,3.73,3.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.41,1.65,0.78,0.77,0.0,0.0,0.0,0.0,0.0,100.01
01/10/2022,4.23,4.28,4.29,4.04,2.49,4.21,3.3,3.27,2.63,1.67,4.17,2.51,3.29,4.14,2.51,2.57,0.82,1.66,3.41,2.51,2.53,3.09,0.0,1.7,2.47,0.82,0.0,0.78,1.67,1.64,1.69,0.0,0.0,3.29,0.0,1.67,0.0,4.05,3.38,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.31,1.68,0.84,0.83,0.0,0.0,0.88,0.84,0.82,100.0
01/11/2022,4.24,4.3,4.26,4.15,2.5,4.21,3.24,3.29,2.59,1.67,4.17,2.5,3.25,4.12,2.49,2.6,0.81,1.67,3.44,2.49,2.53,3.08,0.0,1.69,2.47,0.82,0.0,0.8,1.65,1.6,1.7,0.0,0.0,3.27,0.0,1.65,0.0,4.1,3.39,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.37,1.68,0.84,0.83,0.0,0.0,0.89,0.83,0.81,100.02
01/12/2022,4.24,4.3,4.26,4.15,2.5,4.21,3.24,3.29,2.59,1.67,4.17,2.5,3.25,4.12,2.49,2.6,0.81,1.67,3.44,2.49,2.53,3.08,0.0,1.69,2.47,0.82,0.0,0.8,1.65,1.6,1.7,0.0,0.0,3.27,0.0,1.65,0.0,4.1,3.39,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.37,1.68,0.84,0.83,0.0,0.0,0.89,0.83,0.81,100.02
01/13/2022,4.2,4.31,4.25,4.09,2.46,4.22,3.22,3.33,2.59,1.67,4.09,2.52,3.26,4.13,2.5,2.66,0.8,1.67,3.45,2.48,2.55,3.11,0.0,1.73,2.46,0.83,0.0,0.81,1.65,1.58,1.72,0.0,0.0,3.28,0.0,1.64,0.0,4.12,3.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.36,1.69,0.83,0.82,0.0,0.0,0.87,0.83,0.79,100.02
01/14/2022,4.27,4.27,4.26,4.06,2.46,4.25,3.26,3.35,2.64,1.66,4.18,2.48,3.25,4.14,2.49,2.58,0.79,1.66,3.38,2.48,2.53,3.16,0.0,1.56,2.43,0.82,0.0,0.79,1.67,1.61,1.73,0.0,0.0,3.27,0.0,1.64,0.0,4.18,3.42,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.69,0.84,0.81,0.0,0.0,0.87,0.83,0.79,100.0
01/17/2022,4.29,4.26,4.33,4.08,2.47,4.25,3.21,3.31,2.65,1.68,4.19,2.5,3.22,4.02,2.48,2.66,0.78,1.64,3.42,2.48,2.52,3.11,0.0,1.66,2.45,0.81,0.0,0.79,1.69,1.59,1.74,0.0,0.0,3.25,0.0,1.65,0.0,4.15,3.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.37,1.69,0.86,0.83,0.0,0.0,0.88,0.83,0.77,100.01
01/18/2022,4.29,4.26,4.33,4.08,2.47,4.25,3.21,3.31,2.65,1.68,4.19,2.5,3.22,4.02,2.48,2.66,0.78,1.64,3.42,2.48,2.52,3.11,0.0,1.66,2.45,0.81,0.0,0.79,1.69,1.59,1.74,0.0,0.0,3.25,0.0,1.65,0.0,4.15,3.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.37,1.69,0.86,0.83,0.0,0.0,0.88,0.83,0.77,100.01
01/19/2022,4.26,4.31,4.33,4.14,2.47,4.27,3.17,3.32,2.67,1.68,4.14,2.56,3.12,4.02,2.51,2.62,0.79,1.62,3.44,2.48,2.53,3.06,0.0,1.65,2.46,0.81,0.0,0.75,1.72,1.51,1.75,0.0,0.0,3.26,0.0,1.66,0.0,4.16,3.41,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.36,1.68,0.85,0.82,0.0,0.0,0.9,0.84,0.76,100.0
01/20/2022,4.26,4.31,4.33,4.14,2.47,4.27,3.17,3.32,2.67,1.68,4.14,2.56,3.12,4.02,2.51,2.62,0.79,1.62,3.44,2.48,2.53,3.06,0.0,1.65,2.46,0.81,0.0,0.75,1.72,1.51,1.75,0.0,0.0,3.26,0.0,1.66,0.0,4.16,3.41,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.36,1.68,0.85,0.82,0.0,0.0,0.9,0.84,0.76,100.0
01/21/2022,4.27,4.35,4.37,4.2,2.44,4.29,3.11,3.3,2.7,1.67,4.14,2.58,3.11,4.03,2.51,2.62,0.78,1.64,3.47,2.48,2.54,3.15,0.0,1.64,2.46,0.8,0.0,0.73,1.68,1.47,1.74,0.0,0.0,3.26,0.0,1.67,0.0,4.13,3.39,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.34,1.69,0.84,0.82,0.0,0.0,0.91,0.84,0.7,100.0
01/24/2022,4.21,4.31,4.3,4.3,2.46,4.22,3.0,3.29,2.75,1.68,4.08,2.57,3.1,4.05,2.53,2.6,0.82,1.66,3.42,2.54,2.55,3.09,0.0,1.55,2.47,0.82,0.0,0.73,1.71,1.49,1.78,0.0,0.0,3.32,0.0,1.71,0.0,4.2,3.42,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,3.38,1.71,0.84,0.82,0.0,0.0,0.88,0.85,0.7,99.99
01/25/2022,4.2,4.39,4.29,4.3,2.47,4.24,2.92,3.28,2.71,1.67,4.0,2.61,3.06,4.04,2.56,2.59,0.83,1.68,3.47,2.57,2.58,3.01,0.0,1.56,2.52,0.83,0.0,0.74,1.71,1.48,1.8,0.0,0.0,3.34,0.0,1.72,0.0,4.13,3.43,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,3.35,1.68,0.82,0.82,0.0,0.0,0.87,0.85,0.71,100.0
01/26/2022,4.2,4.39,4.29,4.3,2.47,4.24,2.92,3.28,2.71,1.67,4.0,2.61,3.06,4.04,2.56,2.59,0.83,1.68,3.47,2.57,2.58,3.01,0.0,1.56,2.52,0.83,0.0,0.74,1.71,1.48,1.8,0.0,0.0,3.34,0.0,1.72,0.0,4.13,3.43,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,3.35,1.68,0.82,0.82,0.0,0.0,0.87,0.85,0.71,100.00000000000001
