,SPY,IVV,QQQ,VIXY,VXX,SLQD,SCHJ,NEAR,SPSB,ULST,SHV,IGSB,MINT,n/a,SHY,BIL,DOG,SDOW,DIA,IJR,UGL,SLV,TQQQ,UVXY,RSP,DBA,XLF,ITA,AVUV,DBC,XLE,PAVE,RSX,IYT,AGC,SKYY,XLB,ITB,INDA,TAN,TMF,XLY,XME,KRE,SMH,DWAS,IJK,XLV,XBI,BITO,MGK,XRT,EUO,XLI,KWEB,IDRV,LIT,KRBN,IYR,REMX,META,SPLV,USMV,XLP,XLU,XLRE,TLT,FIVG,ESSC,SUM
12/24/2021,22.45,0.0,4.9,3.27,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,2.47,0.0,0.0,0.0,4.04,0.0,0.0,0.0,0.0,0.0,4.07,4.22,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,4.18,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,3.68,4.3,0.0,0.0,8.48,8.37,4.34,4.23,0.0,0.0,0.0,0.0,100.01
12/27/2021,24.48,0.0,5.38,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,4.51,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,9.07,9.01,4.63,4.5,4.42,4.17,3.34,1.1,100.0
12/28/2021,24.3,0.0,5.34,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,1.1,0.0,3.71,0.0,0.0,4.46,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,8.97,8.92,4.58,4.44,4.34,4.08,3.32,1.07,99.98
12/29/2021,24.3,0.0,5.34,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,1.1,0.0,3.71,0.0,0.0,4.46,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,8.97,8.92,4.58,4.44,4.34,4.08,3.32,1.07,99.98
12/30/2021,24.39,0.0,5.36,0.0,7.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,1.11,0.0,3.77,0.0,0.0,4.46,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,8.99,8.93,4.58,4.42,4.39,4.05,3.34,1.07,100.0
12/31/2021,23.89,0.0,5.23,0.0,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,1.08,0.0,3.66,0.0,0.0,4.36,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,8.85,8.76,4.51,4.37,4.32,3.95,3.26,0.0,100.0
01/03/2022,23.92,0.0,5.23,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,0.0,0.0,0.0,0.0,0.0,1.08,0.0,3.66,0.0,0.0,4.39,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,8.9,8.8,4.53,4.39,4.35,3.91,3.25,0.0,100.03000000000002
01/03/2022,23.88,0.0,5.22,0.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,1.07,0.0,3.62,0.0,0.0,4.4,0.0,0.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,8.9,8.81,4.52,4.41,4.37,3.94,3.23,0.0,100.0
01/03/2022,23.88,0.0,5.22,0.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,1.07,0.0,3.62,0.0,0.0,4.4,0.0,0.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,8.9,8.81,4.52,4.41,4.37,3.94,3.23,0.0,100.0
01/04/2022,23.88,0.0,5.22,0.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,1.07,0.0,3.62,0.0,0.0,4.4,0.0,0.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,8.9,8.81,4.52,4.41,4.37,3.94,3.23,0.0,100.0
01/05/2022,23.88,0.0,5.22,0.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,1.07,0.0,3.62,0.0,0.0,4.4,0.0,0.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,8.9,8.81,4.52,4.41,4.37,3.94,3.23,0.0,99.99999999999999
