,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JPM,NVDA,V,JNJ,PG,PYPL,UNH,MA,BAC,HD,DIS,XOM,KO,ADBE,PEP,CMCSA,NKE,NFLX,ACN,PFE,CVX,CSCO,INTC,USD,CRM,ABT,WFC,TMO,ABBV,WMT,VZ,LLY,MRK,T,COST,HON,UPS,UNP,MDT,TXN,C,QCOM,BMY,RTX,BLK,BA,LOW,MS,AMT,GS,SBUX,AMGN,ORCL,CAT,GE,MMM,SCHW,AXP,TGT,INTU,IBM,AMAT,SPGI,MDLZ,DE,ISRG,CVS,DUK,AMD,SQ,GM,NOW,LMT,PLD,FIS,ADP,CCI,CHTR,ANTM,SYK,SO,ZTS,BKNG,PNC,CL,COP,EQIX,USB,D,GILD,TFC,TJX,MU,LRCX,CB,FDX,MMC,CI,COF,ITW,ICE,TMUS,FISV,F,SHW,APD,BDX,WM,ETN,ILMN,MCO,NOC,EW,EMR,GPN,PGR,AON,ADSK,KMB,EXC,AEP,TWLO,BSX,ADI,HUM,ECL,NEM,SRE,FCX,REGN,HCA,APTV,EA,JCI,LULU,GD,DG,IDXX,MSCI,XEL,DOW,TT,MET,DOCU,BIIB,TWTR,VRTX,A,TROW,GIS,ALGN,EBAY,SLB,DLR,AIG,CMG,KLAC,BK,CNC,PRU,ADM,TRV,ALL,PEG,PSX,SNPS,BAX,IFF,MPC,CMI,ES,AFL,WDAY,RMD,FRC,MTD,HPQ,MAR,SWK,ROK,STT,CBRE,AJG,EQR,KEYS,ED,ZBRA,VFC,XLNX,WBA,SIVB,PANW,YUM,HLT,FTNT,AZO,HSY,VRSK,MSI,KHC,WMB,AVB,AMP,SYF,MCK,NUE,GE.,KR,BLL,GRMN,FITB,LUV,HUBS,ALB,ETSY,EIX,n/a,AVGO,DHR,MRNA,CSX,UBER,MRVL,SBAC,INFO,NXPI,CARR,SYY,CDNS,IQV,WY,LHX,ROST,RSG,CTSH,CTVA,ZM,DD,OTIS,DFS,SUM
09/20/2021,6.36,6.26,4.4,2.43,2.35,2.23,1.56,1.45,1.24,1.25,1.33,1.08,1.13,0.99,1.0,1.05,0.97,0.73,0.81,0.86,0.81,0.76,0.74,0.74,0.71,0.72,0.58,0.66,0.6,0.86,0.63,0.64,0.63,0.63,0.55,0.6,0.56,0.56,0.53,0.49,0.6,0.5,0.46,0.44,0.51,0.49,0.47,0.42,0.39,0.42,0.42,0.37,0.43,0.47,0.44,0.43,0.39,0.36,0.41,0.36,0.36,0.34,0.36,0.35,0.36,0.4,0.33,0.36,0.36,0.32,0.33,0.35,0.33,0.32,0.35,0.33,0.27,0.35,0.28,0.32,0.25,0.28,0.27,0.29,0.26,0.28,0.28,0.28,0.28,0.26,0.24,0.25,0.25,0.25,0.24,0.26,0.24,0.25,0.23,0.24,0.27,0.21,0.26,0.2,0.24,0.22,0.22,0.19,0.21,0.2,0.24,0.19,0.22,0.21,0.21,0.19,0.2,0.17,0.21,0.19,0.16,0.18,0.21,0.17,0.17,0.2,0.17,0.15,0.18,0.25,0.15,0.18,0.14,0.17,0.16,0.19,0.2,0.15,0.15,0.18,0.18,0.16,0.15,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.17,0.16,0.14,0.17,0.15,0.12,0.14,0.15,0.16,0.16,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.11,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.12,0.1,0.11,0.0,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.11,0.0,0.11,0.13,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.67999999999999
09/21/2021,6.35,6.26,4.45,2.42,2.34,2.23,1.58,1.45,1.25,1.27,1.35,1.08,1.16,1.0,1.02,1.07,0.99,0.73,0.81,0.87,0.82,0.77,0.75,0.75,0.71,0.72,0.59,0.67,0.61,0.0,0.64,0.65,0.64,0.69,0.56,0.61,0.57,0.57,0.53,0.5,0.6,0.5,0.46,0.44,0.51,0.5,0.48,0.42,0.4,0.42,0.42,0.38,0.44,0.47,0.44,0.43,0.4,0.37,0.42,0.36,0.36,0.35,0.37,0.36,0.36,0.4,0.33,0.36,0.36,0.33,0.33,0.36,0.33,0.32,0.35,0.33,0.27,0.36,0.28,0.32,0.25,0.28,0.27,0.3,0.27,0.28,0.28,0.28,0.28,0.27,0.25,0.25,0.26,0.26,0.25,0.26,0.25,0.25,0.23,0.24,0.27,0.21,0.26,0.21,0.24,0.23,0.22,0.19,0.22,0.2,0.24,0.19,0.22,0.21,0.21,0.19,0.2,0.18,0.22,0.19,0.16,0.18,0.22,0.18,0.18,0.2,0.17,0.16,0.18,0.25,0.15,0.18,0.14,0.17,0.16,0.19,0.2,0.15,0.15,0.18,0.19,0.16,0.16,0.16,0.17,0.14,0.14,0.15,0.15,0.15,0.13,0.13,0.14,0.18,0.16,0.14,0.17,0.15,0.12,0.15,0.15,0.16,0.16,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.11,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.13,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.75
09/22/2021,6.31,6.22,4.42,2.4,2.33,2.19,1.55,1.44,1.24,1.26,1.35,1.07,1.15,0.99,0.99,1.05,0.98,0.73,0.81,0.86,0.82,0.77,0.74,0.75,0.7,0.71,0.58,0.66,0.6,0.8,0.66,0.64,0.64,0.68,0.55,0.61,0.56,0.57,0.53,0.49,0.6,0.5,0.45,0.43,0.51,0.5,0.47,0.41,0.4,0.42,0.42,0.38,0.43,0.46,0.44,0.43,0.39,0.36,0.4,0.36,0.36,0.35,0.35,0.35,0.36,0.39,0.33,0.35,0.36,0.33,0.32,0.36,0.33,0.31,0.35,0.33,0.27,0.35,0.28,0.32,0.25,0.28,0.27,0.29,0.27,0.28,0.28,0.27,0.28,0.27,0.24,0.25,0.26,0.25,0.24,0.26,0.25,0.25,0.23,0.24,0.26,0.21,0.26,0.2,0.23,0.22,0.22,0.19,0.21,0.2,0.24,0.19,0.22,0.21,0.21,0.19,0.2,0.17,0.21,0.19,0.16,0.18,0.21,0.17,0.17,0.2,0.17,0.16,0.18,0.25,0.15,0.17,0.14,0.17,0.15,0.19,0.19,0.15,0.15,0.18,0.19,0.16,0.15,0.16,0.17,0.14,0.14,0.14,0.15,0.15,0.13,0.13,0.14,0.17,0.16,0.14,0.16,0.14,0.12,0.15,0.15,0.16,0.16,0.13,0.11,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.11,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.12,0.0,0.11,0.1,0.12,0.1,0.11,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.57
09/23/2021,6.28,6.21,4.35,2.38,2.34,2.18,1.53,1.41,1.25,1.28,1.36,1.06,1.15,1.0,0.98,1.05,0.97,0.72,0.82,0.86,0.83,0.77,0.74,0.74,0.71,0.73,0.58,0.66,0.6,0.81,0.67,0.64,0.64,0.69,0.56,0.61,0.57,0.58,0.54,0.5,0.6,0.5,0.46,0.43,0.51,0.5,0.46,0.42,0.4,0.42,0.41,0.38,0.43,0.45,0.44,0.42,0.39,0.36,0.41,0.35,0.37,0.35,0.35,0.35,0.36,0.4,0.34,0.35,0.36,0.33,0.32,0.36,0.33,0.32,0.34,0.33,0.26,0.36,0.28,0.32,0.26,0.28,0.27,0.29,0.27,0.28,0.28,0.28,0.29,0.26,0.25,0.24,0.26,0.25,0.25,0.26,0.24,0.25,0.23,0.24,0.26,0.21,0.26,0.2,0.23,0.23,0.22,0.19,0.22,0.2,0.24,0.19,0.22,0.22,0.21,0.19,0.2,0.18,0.22,0.19,0.16,0.18,0.22,0.17,0.18,0.2,0.17,0.16,0.18,0.25,0.15,0.18,0.14,0.17,0.15,0.19,0.19,0.15,0.14,0.17,0.19,0.16,0.16,0.17,0.17,0.14,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.17,0.16,0.14,0.17,0.14,0.12,0.15,0.15,0.16,0.15,0.13,0.11,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.11,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.12,0.0,0.12,0.1,0.12,0.1,0.11,0.1,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.13,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.63999999999999
09/24/2021,6.31,6.23,4.35,2.4,2.34,2.2,1.53,1.42,1.26,1.29,1.36,1.06,1.15,1.0,0.98,1.06,0.93,0.72,0.82,0.86,0.83,0.77,0.75,0.74,0.71,0.73,0.58,0.65,0.6,0.79,0.67,0.64,0.64,0.7,0.56,0.61,0.57,0.58,0.54,0.49,0.6,0.5,0.46,0.43,0.51,0.5,0.46,0.42,0.4,0.42,0.41,0.38,0.44,0.45,0.44,0.42,0.4,0.36,0.41,0.35,0.36,0.35,0.35,0.35,0.36,0.4,0.33,0.35,0.36,0.33,0.32,0.36,0.33,0.32,0.35,0.33,0.26,0.36,0.28,0.32,0.25,0.28,0.27,0.29,0.28,0.28,0.28,0.28,0.29,0.26,0.25,0.25,0.26,0.26,0.25,0.27,0.24,0.25,0.23,0.23,0.26,0.21,0.27,0.2,0.23,0.23,0.22,0.19,0.21,0.19,0.24,0.19,0.22,0.22,0.21,0.19,0.2,0.18,0.22,0.19,0.15,0.18,0.22,0.17,0.18,0.2,0.17,0.16,0.18,0.26,0.15,0.18,0.14,0.17,0.15,0.19,0.19,0.15,0.14,0.17,0.19,0.16,0.16,0.17,0.17,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.18,0.15,0.14,0.17,0.14,0.12,0.15,0.15,0.16,0.15,0.13,0.11,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.11,0.12,0.11,0.12,0.11,0.14,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.1,0.11,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.1,0.11,0.13,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.72999999999999
09/27/2021,6.32,6.19,4.34,2.27,2.33,2.18,1.58,1.48,1.28,1.26,1.34,1.08,1.11,1.02,1.02,1.05,0.94,0.75,0.8,0.83,0.81,0.75,0.75,0.75,0.72,0.72,0.6,0.66,0.6,0.78,0.7,0.63,0.65,0.69,0.55,0.6,0.56,0.57,0.54,0.48,0.59,0.5,0.44,0.43,0.51,0.5,0.47,0.41,0.39,0.43,0.41,0.39,0.43,0.47,0.43,0.43,0.39,0.35,0.41,0.35,0.37,0.35,0.37,0.37,0.35,0.4,0.34,0.35,0.36,0.32,0.33,0.36,0.33,0.31,0.35,0.35,0.27,0.36,0.28,0.31,0.25,0.28,0.26,0.28,0.27,0.28,0.27,0.28,0.3,0.27,0.24,0.27,0.25,0.26,0.24,0.26,0.25,0.25,0.23,0.24,0.26,0.18,0.27,0.2,0.24,0.23,0.22,0.19,0.22,0.2,0.24,0.18,0.21,0.21,0.21,0.18,0.2,0.17,0.22,0.19,0.16,0.18,0.22,0.18,0.17,0.2,0.17,0.16,0.19,0.26,0.15,0.18,0.14,0.17,0.15,0.19,0.19,0.16,0.14,0.17,0.19,0.16,0.15,0.17,0.17,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.17,0.16,0.14,0.17,0.14,0.13,0.14,0.15,0.16,0.16,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.0,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.14,0.12,0.12,0.12,0.0,0.12,0.1,0.12,0.1,0.11,0.1,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.6
09/28/2021,6.37,6.23,4.39,2.33,2.36,2.21,1.61,1.46,1.3,1.27,1.34,1.08,1.12,1.04,1.04,1.06,0.94,0.76,0.8,0.82,0.82,0.76,0.71,0.75,0.71,0.72,0.61,0.66,0.61,0.0,0.73,0.63,0.66,0.7,0.55,0.61,0.57,0.57,0.55,0.49,0.61,0.5,0.45,0.44,0.51,0.51,0.48,0.42,0.39,0.44,0.42,0.39,0.43,0.47,0.42,0.43,0.4,0.35,0.42,0.36,0.38,0.35,0.38,0.38,0.35,0.41,0.34,0.36,0.36,0.32,0.33,0.36,0.33,0.31,0.35,0.34,0.28,0.36,0.29,0.31,0.25,0.28,0.26,0.28,0.27,0.28,0.27,0.28,0.3,0.27,0.25,0.27,0.25,0.27,0.25,0.26,0.26,0.25,0.23,0.24,0.26,0.18,0.27,0.2,0.24,0.22,0.22,0.19,0.22,0.21,0.24,0.18,0.21,0.22,0.21,0.18,0.2,0.18,0.22,0.19,0.16,0.18,0.22,0.18,0.17,0.2,0.17,0.16,0.19,0.26,0.15,0.18,0.14,0.17,0.15,0.19,0.19,0.16,0.14,0.17,0.19,0.16,0.15,0.17,0.18,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.17,0.16,0.14,0.17,0.14,0.13,0.14,0.16,0.16,0.16,0.14,0.11,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.1,0.11,0.1,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.13,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.64000000000001
09/29/2021,6.34,6.2,4.36,2.32,2.35,2.2,1.6,1.45,1.3,1.26,1.34,1.08,1.11,1.04,1.03,1.05,0.94,0.76,0.8,0.82,0.81,0.75,0.71,0.75,0.71,0.71,0.6,0.66,0.6,0.52,0.73,0.63,0.66,0.7,0.55,0.6,0.56,0.57,0.54,0.48,0.61,0.5,0.45,0.44,0.51,0.51,0.48,0.41,0.39,0.44,0.41,0.39,0.43,0.46,0.42,0.43,0.39,0.35,0.42,0.36,0.37,0.34,0.38,0.37,0.35,0.41,0.34,0.36,0.36,0.32,0.32,0.36,0.33,0.31,0.35,0.34,0.27,0.36,0.29,0.31,0.25,0.28,0.26,0.28,0.27,0.28,0.27,0.28,0.3,0.27,0.24,0.27,0.25,0.27,0.25,0.26,0.26,0.25,0.23,0.24,0.26,0.18,0.27,0.2,0.24,0.22,0.22,0.19,0.22,0.21,0.23,0.18,0.21,0.21,0.2,0.18,0.2,0.18,0.22,0.19,0.16,0.18,0.22,0.18,0.17,0.2,0.17,0.16,0.18,0.26,0.15,0.18,0.14,0.17,0.15,0.19,0.19,0.16,0.14,0.17,0.19,0.16,0.15,0.17,0.18,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.17,0.16,0.14,0.17,0.14,0.13,0.14,0.16,0.16,0.16,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.0,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.12,0.0,0.12,0.1,0.12,0.1,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.11,0.1,0.12,0.13,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.61999999999999
09/30/2021,6.29,6.11,4.35,2.33,2.34,2.19,1.64,1.43,1.29,1.25,1.32,1.06,1.11,1.04,1.06,1.07,0.95,0.78,0.8,0.79,0.81,0.76,0.7,0.75,0.7,0.71,0.62,0.65,0.61,0.53,0.71,0.61,0.65,0.68,0.56,0.6,0.57,0.56,0.54,0.49,0.6,0.5,0.45,0.44,0.5,0.51,0.49,0.41,0.39,0.44,0.42,0.4,0.44,0.47,0.41,0.44,0.39,0.35,0.42,0.36,0.38,0.35,0.39,0.38,0.35,0.4,0.34,0.36,0.36,0.32,0.33,0.35,0.33,0.31,0.36,0.34,0.28,0.35,0.29,0.31,0.25,0.28,0.25,0.28,0.28,0.28,0.27,0.27,0.3,0.28,0.24,0.28,0.24,0.27,0.24,0.26,0.27,0.25,0.23,0.24,0.26,0.18,0.26,0.2,0.25,0.23,0.22,0.19,0.22,0.21,0.23,0.19,0.21,0.21,0.2,0.18,0.2,0.18,0.21,0.19,0.16,0.18,0.22,0.18,0.17,0.2,0.17,0.16,0.18,0.26,0.15,0.17,0.14,0.17,0.16,0.18,0.19,0.16,0.14,0.17,0.19,0.16,0.15,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.12,0.14,0.14,0.17,0.16,0.14,0.16,0.14,0.13,0.14,0.16,0.16,0.15,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.1,0.13,0.12,0.0,0.13,0.11,0.11,0.12,0.14,0.11,0.12,0.11,0.1,0.12,0.1,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.13,0.13,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.47999999999999
10/01/2021,6.27,6.01,4.32,2.29,2.3,2.15,1.67,1.39,1.29,1.28,1.34,1.04,1.12,1.04,1.08,1.07,0.95,0.81,0.8,0.78,0.82,0.75,0.7,0.76,0.7,0.72,0.64,0.66,0.61,0.54,0.71,0.61,0.64,0.67,0.56,0.61,0.57,0.56,0.55,0.5,0.59,0.5,0.46,0.44,0.5,0.51,0.49,0.41,0.4,0.44,0.42,0.39,0.44,0.47,0.41,0.43,0.4,0.36,0.43,0.37,0.39,0.35,0.39,0.38,0.35,0.39,0.35,0.34,0.35,0.32,0.34,0.35,0.34,0.31,0.35,0.32,0.28,0.34,0.29,0.31,0.26,0.28,0.26,0.28,0.28,0.28,0.27,0.27,0.3,0.28,0.25,0.29,0.24,0.27,0.25,0.26,0.27,0.25,0.23,0.23,0.26,0.18,0.26,0.2,0.25,0.23,0.22,0.19,0.22,0.22,0.23,0.19,0.21,0.21,0.21,0.18,0.2,0.18,0.21,0.19,0.16,0.18,0.22,0.18,0.18,0.2,0.17,0.15,0.18,0.26,0.15,0.17,0.14,0.17,0.16,0.18,0.19,0.16,0.15,0.17,0.18,0.17,0.15,0.16,0.16,0.14,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.16,0.15,0.15,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.12,0.12,0.13,0.11,0.12,0.11,0.1,0.13,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.13,0.13,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.39999999999999
10/04/2021,6.31,6.03,4.32,2.31,2.28,2.12,1.66,1.41,1.29,1.28,1.35,1.04,1.1,1.04,1.07,1.06,0.93,0.8,0.81,0.78,0.82,0.77,0.71,0.8,0.69,0.72,0.63,0.65,0.61,0.56,0.71,0.62,0.66,0.67,0.57,0.61,0.58,0.59,0.57,0.5,0.6,0.5,0.45,0.44,0.51,0.5,0.49,0.41,0.4,0.44,0.41,0.4,0.44,0.45,0.41,0.43,0.39,0.36,0.42,0.36,0.38,0.35,0.37,0.37,0.34,0.39,0.35,0.33,0.35,0.32,0.32,0.35,0.34,0.32,0.35,0.32,0.29,0.35,0.29,0.32,0.26,0.29,0.26,0.28,0.27,0.28,0.28,0.28,0.29,0.28,0.25,0.29,0.24,0.27,0.25,0.26,0.27,0.24,0.23,0.23,0.26,0.18,0.26,0.2,0.25,0.22,0.22,0.19,0.22,0.22,0.23,0.19,0.21,0.21,0.2,0.18,0.2,0.19,0.21,0.19,0.16,0.18,0.22,0.18,0.18,0.2,0.17,0.15,0.18,0.26,0.15,0.17,0.14,0.17,0.16,0.18,0.18,0.16,0.16,0.17,0.18,0.17,0.15,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.16,0.15,0.14,0.16,0.14,0.13,0.14,0.16,0.15,0.15,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.12,0.12,0.13,0.11,0.12,0.11,0.0,0.12,0.0,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.0,0.11,0.0,0.12,0.13,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.42999999999999
10/05/2021,6.32,6.15,4.29,2.32,2.32,2.16,1.68,1.4,1.32,1.26,1.33,1.05,1.1,1.07,1.08,1.06,0.96,0.82,0.81,0.78,0.82,0.79,0.72,0.8,0.7,0.72,0.64,0.66,0.61,0.0,0.72,0.61,0.66,0.67,0.58,0.59,0.58,0.58,0.62,0.5,0.6,0.51,0.44,0.45,0.51,0.51,0.49,0.41,0.4,0.45,0.41,0.41,0.43,0.46,0.41,0.43,0.4,0.36,0.43,0.36,0.39,0.35,0.38,0.38,0.34,0.39,0.36,0.33,0.35,0.32,0.33,0.36,0.33,0.32,0.35,0.32,0.29,0.35,0.29,0.32,0.26,0.29,0.25,0.28,0.28,0.28,0.27,0.28,0.3,0.29,0.25,0.3,0.24,0.28,0.24,0.26,0.27,0.24,0.22,0.23,0.26,0.18,0.27,0.2,0.25,0.22,0.22,0.19,0.22,0.22,0.24,0.19,0.21,0.21,0.2,0.17,0.2,0.18,0.21,0.19,0.16,0.18,0.22,0.18,0.17,0.2,0.17,0.15,0.19,0.25,0.15,0.18,0.14,0.17,0.16,0.17,0.19,0.16,0.16,0.17,0.18,0.17,0.15,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.16,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.13,0.11,0.12,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.11,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.13,0.13,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.53
10/06/2021,6.28,6.11,4.27,2.3,2.3,2.15,1.68,1.39,1.32,1.26,1.33,1.05,1.1,1.06,1.08,1.05,0.96,0.82,0.8,0.77,0.81,0.78,0.71,0.79,0.7,0.71,0.64,0.65,0.61,0.55,0.71,0.6,0.66,0.67,0.57,0.59,0.57,0.58,0.61,0.5,0.59,0.5,0.44,0.44,0.51,0.5,0.49,0.41,0.39,0.45,0.41,0.41,0.43,0.46,0.41,0.42,0.4,0.36,0.42,0.36,0.39,0.34,0.38,0.38,0.34,0.39,0.36,0.33,0.35,0.32,0.32,0.35,0.33,0.32,0.35,0.32,0.29,0.35,0.29,0.31,0.26,0.29,0.25,0.28,0.27,0.28,0.27,0.28,0.3,0.28,0.25,0.3,0.24,0.28,0.24,0.26,0.27,0.24,0.22,0.23,0.26,0.18,0.26,0.2,0.25,0.22,0.22,0.19,0.22,0.22,0.23,0.19,0.21,0.21,0.2,0.17,0.2,0.18,0.21,0.19,0.16,0.18,0.22,0.18,0.17,0.19,0.17,0.15,0.18,0.25,0.15,0.17,0.14,0.17,0.16,0.17,0.19,0.16,0.16,0.17,0.18,0.17,0.15,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.16,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.12,0.12,0.13,0.11,0.12,0.11,0.0,0.13,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.13,0.13,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.42
