,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,PEP,ABBV,TMO,NKE,CVX,LLY,WMT,MRK,ACN,AVGO,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,UNP,BMY,HON,NEE,ORCL,C,AMGN,LOW,SBUX,BLK,INTU,RTX,BA,MS,AMAT,AMT,IBM,GS,TGT,CAT,AMD,SCHW,AXP,MMM,ISRG,GE,NOW,CVS,SPGI,DE,SQ,CHTR,ANTM,LMT,MU,FIS,PLD,ZTS,SYK,BKNG,LRCX,MDLZ,TMUS,MO,CCI,GILD,ZM,ADP,TJX,UBER,COP,GM,MRNA,CI,PNC,DUK,USB,CME,CSX,TFC,EQIX,XTSLA,ILMN,COF,ITW,FDX,BDX,CB,MMC,ATVI,EL,ICE,ADSK,FISV,SO,CL,EW,BX,SHW,NSC,TWLO,APD,ADI,BSX,D,PGR,GPN,F,EMR,HUM,REGN,ETN,MCO,WM,AON,ECL,DG,FCX,DOCU,TWTR,NXPI,IDXX,NOC,HCA,ROP,EOG,JCI,BIIB,ROKU,NEM,VRTX,A,PINS,CMG,VEEV,WDAY,MSCI,TT,ROST,LHX,EXC,KMB,DOW,MRVL,PSA,GD,EBAY,IQV,ALGN,KLAC,TROW,ALXN,DD,BAX,EA,BK,APH,PLTR,AIG,ORLY,PPG,SPG,CARR,SRE,INFO,LULU,MTCH,SLB,DLR,MET,APTV,CNC,DXCM,AEP,ALL,PH,SNPS,CRWD,PRU,USD,MAR,CDNS,TEAM,GE.,XLNX,FTNT,DFS,CTSH,RMD,TRV,YUM,PANW,SNOW,MCHP,MPC,NET,KKR,DDOG,TTD,MSI,HPQ,n/a,SUM
09/17/2021,5.48,5.33,3.53,2.12,2.02,1.92,1.23,1.36,1.25,1.11,1.02,0.89,0.91,0.78,0.84,0.83,0.71,0.78,0.71,0.73,0.6,0.54,0.59,0.53,0.52,0.58,0.55,0.59,0.51,0.46,0.52,0.51,0.44,0.52,0.46,0.44,0.47,0.49,0.43,0.51,0.47,0.45,0.48,0.42,0.48,0.42,0.41,0.38,0.37,0.33,0.32,0.33,0.36,0.39,0.35,0.33,0.29,0.35,0.33,0.3,0.34,0.3,0.27,0.33,0.3,0.31,0.29,0.31,0.28,0.26,0.3,0.26,0.25,0.25,0.29,0.26,0.3,0.26,0.26,0.24,0.23,0.24,0.21,0.2,0.19,0.18,0.23,0.23,0.23,0.23,0.2,0.2,0.18,0.21,0.19,0.21,0.14,0.2,0.2,0.15,0.18,0.16,0.34,0.16,0.19,0.18,0.18,0.16,0.16,0.17,0.18,0.11,0.15,0.16,0.16,0.15,0.18,0.19,0.19,0.14,0.18,0.16,0.15,0.15,0.16,0.15,0.18,0.21,0.17,0.14,0.13,0.14,0.22,0.15,0.14,0.13,0.11,0.12,0.14,0.12,0.15,0.15,0.15,0.15,0.15,0.13,0.12,0.12,0.12,0.11,0.14,0.13,0.13,0.16,0.12,0.1,0.13,0.0,0.0,0.11,0.11,0.12,0.0,0.12,0.1,0.12,0.12,0.1,0.0,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.61
09/20/2021,5.46,5.38,3.54,2.09,2.02,1.92,1.22,1.37,1.24,1.11,1.02,0.89,0.92,0.78,0.85,0.82,0.71,0.78,0.71,0.74,0.61,0.55,0.59,0.53,0.52,0.57,0.56,0.58,0.5,0.46,0.52,0.5,0.45,0.52,0.46,0.44,0.46,0.49,0.43,0.51,0.47,0.45,0.48,0.43,0.48,0.42,0.41,0.37,0.37,0.33,0.32,0.32,0.36,0.38,0.36,0.34,0.29,0.35,0.32,0.3,0.34,0.3,0.27,0.33,0.31,0.31,0.28,0.31,0.29,0.26,0.3,0.26,0.25,0.25,0.29,0.26,0.3,0.26,0.26,0.23,0.23,0.24,0.21,0.2,0.2,0.18,0.23,0.23,0.23,0.23,0.21,0.2,0.18,0.21,0.19,0.21,0.14,0.2,0.2,0.15,0.19,0.17,0.35,0.16,0.19,0.18,0.18,0.16,0.16,0.17,0.18,0.12,0.15,0.17,0.16,0.15,0.18,0.19,0.19,0.14,0.17,0.15,0.15,0.15,0.16,0.15,0.17,0.22,0.17,0.14,0.13,0.14,0.22,0.15,0.14,0.13,0.11,0.12,0.14,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.12,0.11,0.14,0.13,0.12,0.16,0.12,0.1,0.13,0.1,0.0,0.1,0.11,0.12,0.0,0.13,0.1,0.12,0.12,0.1,0.0,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.12,0.11,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.13,0.1,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.64000000000001
09/21/2021,5.41,5.33,3.54,2.06,2.0,1.87,1.21,1.43,1.23,1.1,1.02,0.88,0.93,0.77,0.84,0.83,0.71,0.78,0.71,0.74,0.61,0.55,0.6,0.53,0.52,0.57,0.57,0.58,0.5,0.46,0.52,0.5,0.45,0.55,0.46,0.44,0.46,0.49,0.43,0.5,0.48,0.45,0.49,0.43,0.48,0.43,0.41,0.35,0.37,0.32,0.31,0.32,0.36,0.38,0.34,0.33,0.29,0.35,0.31,0.3,0.34,0.3,0.27,0.33,0.3,0.31,0.29,0.31,0.29,0.26,0.3,0.25,0.25,0.25,0.29,0.26,0.3,0.27,0.25,0.23,0.24,0.23,0.22,0.2,0.2,0.18,0.23,0.22,0.22,0.22,0.2,0.2,0.18,0.21,0.19,0.21,0.15,0.2,0.2,0.15,0.19,0.17,0.34,0.16,0.19,0.18,0.18,0.16,0.16,0.17,0.18,0.13,0.15,0.17,0.16,0.15,0.18,0.19,0.19,0.15,0.17,0.15,0.15,0.15,0.16,0.15,0.17,0.21,0.17,0.14,0.14,0.14,0.22,0.15,0.14,0.13,0.11,0.13,0.13,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.15,0.11,0.0,0.13,0.1,0.0,0.11,0.12,0.12,0.0,0.13,0.1,0.12,0.12,0.0,0.1,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.12,0.1,0.0,0.0,0.11,0.0,0.0,0.13,0.1,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.11,0.13,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.53000000000002
09/22/2021,5.41,5.33,3.54,2.06,2.0,1.87,1.21,1.43,1.23,1.1,1.02,0.88,0.93,0.77,0.84,0.83,0.71,0.78,0.71,0.74,0.61,0.55,0.6,0.53,0.52,0.57,0.57,0.58,0.5,0.46,0.52,0.5,0.45,0.55,0.46,0.44,0.46,0.49,0.43,0.5,0.48,0.45,0.49,0.43,0.48,0.43,0.41,0.35,0.37,0.32,0.31,0.32,0.36,0.38,0.34,0.33,0.29,0.35,0.31,0.3,0.34,0.3,0.27,0.33,0.3,0.31,0.29,0.31,0.29,0.26,0.3,0.25,0.25,0.25,0.29,0.26,0.3,0.27,0.25,0.23,0.24,0.23,0.22,0.2,0.2,0.18,0.23,0.22,0.22,0.22,0.2,0.2,0.18,0.21,0.19,0.21,0.15,0.2,0.2,0.15,0.19,0.17,0.34,0.16,0.19,0.18,0.18,0.16,0.16,0.17,0.18,0.13,0.15,0.17,0.16,0.15,0.18,0.19,0.19,0.15,0.17,0.15,0.15,0.15,0.16,0.15,0.17,0.21,0.17,0.14,0.14,0.14,0.22,0.15,0.14,0.13,0.11,0.13,0.13,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.15,0.11,0.0,0.13,0.1,0.0,0.11,0.12,0.12,0.0,0.13,0.1,0.12,0.12,0.0,0.1,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.12,0.1,0.0,0.0,0.11,0.0,0.0,0.13,0.1,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.11,0.13,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.53000000000002
09/23/2021,5.39,5.32,3.49,2.04,2.0,1.87,1.22,1.4,1.21,1.09,1.04,0.89,0.93,0.76,0.85,0.84,0.71,0.78,0.69,0.73,0.62,0.55,0.6,0.54,0.51,0.57,0.57,0.59,0.5,0.47,0.52,0.51,0.45,0.56,0.46,0.44,0.47,0.49,0.44,0.51,0.47,0.45,0.49,0.43,0.48,0.43,0.41,0.36,0.38,0.33,0.31,0.32,0.36,0.38,0.35,0.33,0.29,0.35,0.32,0.29,0.34,0.3,0.27,0.32,0.3,0.32,0.29,0.3,0.29,0.25,0.3,0.25,0.25,0.25,0.29,0.26,0.31,0.27,0.26,0.23,0.24,0.23,0.22,0.2,0.19,0.18,0.23,0.23,0.22,0.23,0.2,0.2,0.18,0.21,0.19,0.21,0.14,0.2,0.2,0.15,0.18,0.16,0.34,0.16,0.19,0.18,0.18,0.16,0.16,0.17,0.18,0.13,0.15,0.17,0.16,0.15,0.18,0.19,0.19,0.14,0.17,0.16,0.15,0.15,0.16,0.15,0.18,0.2,0.17,0.14,0.13,0.14,0.22,0.15,0.14,0.13,0.11,0.12,0.13,0.13,0.15,0.15,0.14,0.15,0.15,0.13,0.13,0.11,0.12,0.11,0.13,0.13,0.13,0.15,0.12,0.1,0.12,0.11,0.0,0.0,0.12,0.12,0.0,0.13,0.1,0.12,0.12,0.0,0.1,0.11,0.12,0.11,0.1,0.12,0.11,0.12,0.11,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.11,0.0,0.11,0.12,0.1,0.0,0.11,0.1,0.0,0.0,0.13,0.1,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.11,0.13,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.11,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.46000000000001
09/24/2021,5.41,5.33,3.48,2.05,2.01,1.88,1.22,1.42,1.22,1.09,1.04,0.89,0.93,0.76,0.85,0.84,0.71,0.75,0.7,0.74,0.61,0.55,0.59,0.54,0.51,0.56,0.57,0.59,0.5,0.46,0.52,0.51,0.45,0.56,0.46,0.44,0.47,0.49,0.44,0.51,0.47,0.46,0.49,0.43,0.48,0.43,0.41,0.36,0.38,0.33,0.31,0.32,0.36,0.39,0.35,0.33,0.29,0.35,0.32,0.29,0.34,0.3,0.27,0.32,0.3,0.32,0.29,0.3,0.29,0.25,0.3,0.25,0.25,0.25,0.29,0.25,0.31,0.27,0.26,0.23,0.24,0.23,0.22,0.2,0.19,0.18,0.23,0.23,0.22,0.23,0.2,0.2,0.18,0.21,0.19,0.22,0.14,0.2,0.2,0.17,0.19,0.16,0.35,0.16,0.19,0.18,0.18,0.16,0.16,0.17,0.18,0.14,0.15,0.17,0.16,0.15,0.18,0.18,0.19,0.14,0.17,0.16,0.15,0.15,0.16,0.15,0.18,0.21,0.17,0.14,0.14,0.14,0.22,0.15,0.14,0.13,0.11,0.12,0.13,0.12,0.16,0.15,0.14,0.15,0.16,0.13,0.12,0.11,0.12,0.12,0.13,0.14,0.12,0.15,0.11,0.1,0.12,0.11,0.0,0.11,0.12,0.12,0.0,0.13,0.1,0.12,0.12,0.1,0.1,0.11,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.1,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.11,0.13,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.57000000000001
09/27/2021,5.42,5.3,3.48,1.94,2.0,1.87,1.21,1.41,1.26,1.12,1.02,0.91,0.9,0.77,0.84,0.83,0.73,0.75,0.73,0.71,0.6,0.57,0.6,0.53,0.51,0.56,0.6,0.58,0.49,0.46,0.51,0.5,0.44,0.56,0.46,0.45,0.46,0.48,0.43,0.51,0.47,0.46,0.48,0.43,0.47,0.43,0.41,0.35,0.37,0.32,0.31,0.32,0.36,0.37,0.35,0.34,0.29,0.35,0.32,0.29,0.35,0.31,0.28,0.33,0.3,0.31,0.29,0.3,0.28,0.25,0.3,0.26,0.26,0.25,0.29,0.26,0.31,0.26,0.26,0.23,0.25,0.22,0.22,0.2,0.19,0.18,0.22,0.23,0.23,0.24,0.2,0.2,0.18,0.21,0.19,0.21,0.14,0.2,0.2,0.17,0.2,0.17,0.36,0.16,0.19,0.18,0.19,0.16,0.16,0.18,0.18,0.0,0.15,0.17,0.16,0.13,0.17,0.18,0.19,0.14,0.17,0.15,0.15,0.15,0.16,0.15,0.18,0.2,0.17,0.14,0.14,0.14,0.22,0.15,0.14,0.13,0.11,0.13,0.14,0.12,0.15,0.15,0.14,0.15,0.16,0.13,0.12,0.11,0.12,0.12,0.13,0.14,0.12,0.15,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.13,0.1,0.12,0.12,0.0,0.1,0.0,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.12,0.1,0.0,0.0,0.1,0.1,0.0,0.13,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.1,0.13,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.11,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.32000000000001
09/28/2021,5.41,5.3,3.49,1.98,2.01,1.88,1.21,1.45,1.24,1.14,1.02,0.92,0.9,0.77,0.84,0.82,0.74,0.75,0.73,0.7,0.6,0.57,0.6,0.53,0.51,0.56,0.62,0.58,0.49,0.45,0.51,0.5,0.44,0.56,0.44,0.46,0.46,0.48,0.44,0.51,0.47,0.47,0.48,0.44,0.49,0.43,0.41,0.35,0.37,0.32,0.31,0.32,0.36,0.37,0.36,0.34,0.28,0.35,0.32,0.29,0.35,0.31,0.28,0.33,0.3,0.3,0.29,0.3,0.28,0.25,0.3,0.27,0.27,0.25,0.29,0.27,0.31,0.26,0.26,0.23,0.24,0.22,0.22,0.2,0.19,0.18,0.22,0.23,0.23,0.24,0.2,0.2,0.18,0.21,0.18,0.21,0.14,0.2,0.2,0.18,0.21,0.17,0.34,0.16,0.19,0.18,0.19,0.17,0.16,0.18,0.17,0.11,0.15,0.17,0.16,0.13,0.17,0.18,0.19,0.14,0.17,0.16,0.15,0.15,0.16,0.15,0.17,0.2,0.17,0.14,0.13,0.13,0.22,0.15,0.14,0.13,0.11,0.13,0.13,0.12,0.15,0.15,0.14,0.15,0.16,0.13,0.12,0.11,0.12,0.12,0.14,0.14,0.13,0.15,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.12,0.0,0.13,0.1,0.12,0.12,0.0,0.1,0.11,0.11,0.11,0.1,0.12,0.11,0.12,0.11,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.0,0.1,0.0,0.1,0.0,0.13,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.1,0.11,0.13,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49000000000001
09/29/2021,5.41,5.3,3.49,1.98,2.01,1.88,1.21,1.45,1.24,1.14,1.02,0.92,0.9,0.77,0.84,0.82,0.74,0.75,0.73,0.7,0.6,0.57,0.6,0.53,0.51,0.56,0.62,0.58,0.49,0.45,0.51,0.5,0.44,0.56,0.44,0.46,0.46,0.48,0.44,0.51,0.47,0.47,0.48,0.44,0.49,0.43,0.41,0.35,0.37,0.32,0.31,0.32,0.36,0.37,0.36,0.34,0.28,0.35,0.32,0.29,0.35,0.31,0.28,0.33,0.3,0.3,0.29,0.3,0.28,0.25,0.3,0.27,0.27,0.25,0.29,0.27,0.31,0.26,0.26,0.23,0.24,0.22,0.22,0.2,0.19,0.18,0.22,0.23,0.23,0.24,0.2,0.2,0.18,0.21,0.18,0.21,0.14,0.2,0.2,0.18,0.21,0.17,0.34,0.16,0.19,0.18,0.19,0.17,0.16,0.18,0.17,0.11,0.15,0.17,0.16,0.13,0.17,0.18,0.19,0.14,0.17,0.16,0.15,0.15,0.16,0.15,0.17,0.2,0.17,0.14,0.13,0.13,0.22,0.15,0.14,0.13,0.11,0.13,0.13,0.12,0.15,0.15,0.14,0.15,0.16,0.13,0.12,0.11,0.12,0.12,0.14,0.14,0.13,0.15,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.12,0.0,0.13,0.1,0.12,0.12,0.0,0.1,0.11,0.11,0.11,0.1,0.12,0.11,0.12,0.11,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.0,0.1,0.0,0.1,0.0,0.13,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.1,0.11,0.13,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49000000000001
09/30/2021,5.37,5.22,3.48,1.99,2.0,1.87,1.22,1.49,1.22,1.17,1.01,0.91,0.9,0.76,0.85,0.81,0.73,0.76,0.75,0.68,0.6,0.59,0.6,0.53,0.52,0.56,0.61,0.57,0.49,0.46,0.49,0.5,0.45,0.55,0.43,0.47,0.45,0.48,0.44,0.5,0.47,0.46,0.47,0.44,0.48,0.44,0.41,0.35,0.38,0.32,0.31,0.31,0.36,0.36,0.36,0.34,0.28,0.35,0.32,0.3,0.34,0.31,0.28,0.34,0.31,0.29,0.29,0.31,0.28,0.26,0.31,0.27,0.27,0.25,0.28,0.27,0.3,0.27,0.25,0.23,0.24,0.22,0.22,0.21,0.2,0.18,0.22,0.22,0.22,0.24,0.21,0.2,0.18,0.21,0.18,0.21,0.14,0.2,0.2,0.18,0.21,0.17,0.33,0.16,0.2,0.18,0.19,0.17,0.16,0.19,0.17,0.11,0.15,0.18,0.16,0.13,0.17,0.18,0.19,0.14,0.17,0.15,0.15,0.15,0.16,0.15,0.17,0.2,0.17,0.14,0.14,0.14,0.22,0.15,0.14,0.12,0.11,0.13,0.14,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.12,0.12,0.14,0.13,0.13,0.15,0.11,0.11,0.12,0.1,0.0,0.0,0.11,0.12,0.0,0.13,0.1,0.12,0.12,0.1,0.1,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.11,0.12,0.1,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.37
10/01/2021,5.36,5.14,3.46,1.96,1.96,1.84,1.24,1.49,1.19,1.19,1.03,0.92,0.9,0.74,0.85,0.82,0.74,0.76,0.77,0.66,0.6,0.61,0.61,0.54,0.52,0.56,0.6,0.58,0.49,0.47,0.5,0.5,0.46,0.54,0.43,0.48,0.45,0.48,0.45,0.5,0.47,0.46,0.46,0.43,0.48,0.44,0.41,0.35,0.37,0.32,0.32,0.32,0.36,0.36,0.37,0.35,0.29,0.35,0.32,0.3,0.33,0.32,0.28,0.33,0.29,0.29,0.3,0.31,0.28,0.26,0.3,0.28,0.27,0.25,0.28,0.28,0.29,0.27,0.25,0.24,0.23,0.22,0.23,0.21,0.2,0.18,0.22,0.22,0.22,0.24,0.2,0.2,0.18,0.21,0.18,0.21,0.13,0.2,0.2,0.18,0.22,0.17,0.31,0.16,0.2,0.18,0.2,0.17,0.17,0.19,0.17,0.11,0.14,0.18,0.16,0.13,0.17,0.18,0.19,0.14,0.17,0.16,0.15,0.16,0.16,0.15,0.17,0.19,0.16,0.14,0.13,0.14,0.22,0.15,0.14,0.13,0.11,0.13,0.14,0.12,0.15,0.15,0.14,0.15,0.16,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.15,0.11,0.11,0.12,0.1,0.0,0.11,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.11,0.1,0.12,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.22
10/04/2021,5.36,5.14,3.46,1.96,1.96,1.84,1.24,1.49,1.19,1.19,1.03,0.92,0.9,0.74,0.85,0.82,0.74,0.76,0.77,0.66,0.6,0.61,0.61,0.54,0.52,0.56,0.6,0.58,0.49,0.47,0.5,0.5,0.46,0.54,0.43,0.48,0.45,0.48,0.45,0.5,0.47,0.46,0.46,0.43,0.48,0.44,0.41,0.35,0.37,0.32,0.32,0.32,0.36,0.36,0.37,0.35,0.29,0.35,0.32,0.3,0.33,0.32,0.28,0.33,0.29,0.29,0.3,0.31,0.28,0.26,0.3,0.28,0.27,0.25,0.28,0.28,0.29,0.27,0.25,0.24,0.23,0.22,0.23,0.21,0.2,0.18,0.22,0.22,0.22,0.24,0.2,0.2,0.18,0.21,0.18,0.21,0.13,0.2,0.2,0.18,0.22,0.17,0.31,0.16,0.2,0.18,0.2,0.17,0.17,0.19,0.17,0.11,0.14,0.18,0.16,0.13,0.17,0.18,0.19,0.14,0.17,0.16,0.15,0.16,0.16,0.15,0.17,0.19,0.16,0.14,0.13,0.14,0.22,0.15,0.14,0.13,0.11,0.13,0.14,0.12,0.15,0.15,0.14,0.15,0.16,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.15,0.11,0.11,0.12,0.1,0.0,0.11,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.11,0.1,0.12,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.22
10/05/2021,5.36,5.14,3.46,1.96,1.96,1.84,1.24,1.49,1.19,1.19,1.03,0.92,0.9,0.74,0.85,0.82,0.74,0.76,0.77,0.66,0.6,0.61,0.61,0.54,0.52,0.56,0.6,0.58,0.49,0.47,0.5,0.5,0.46,0.54,0.43,0.48,0.45,0.48,0.45,0.5,0.47,0.46,0.46,0.43,0.48,0.44,0.41,0.35,0.37,0.32,0.32,0.32,0.36,0.36,0.37,0.35,0.29,0.35,0.32,0.3,0.33,0.32,0.28,0.33,0.29,0.29,0.3,0.31,0.28,0.26,0.3,0.28,0.27,0.25,0.28,0.28,0.29,0.27,0.25,0.24,0.23,0.22,0.23,0.21,0.2,0.18,0.22,0.22,0.22,0.24,0.2,0.2,0.18,0.21,0.18,0.21,0.13,0.2,0.2,0.18,0.22,0.17,0.31,0.16,0.2,0.18,0.2,0.17,0.17,0.19,0.17,0.11,0.14,0.18,0.16,0.13,0.17,0.18,0.19,0.14,0.17,0.16,0.15,0.16,0.16,0.15,0.17,0.19,0.16,0.14,0.13,0.14,0.22,0.15,0.14,0.13,0.11,0.13,0.14,0.12,0.15,0.15,0.14,0.15,0.16,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.15,0.11,0.11,0.12,0.1,0.0,0.11,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.11,0.1,0.12,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.22
