,BAC,WFC,JPM,GS,MS,C,BRK.B,SCHW,AXP,USB,TFC,COF,PGR,UNH,MMC,MET,FIS,AIG,PRU,TRV,CI,ALL,AFL,XTSLA,BK,SPGI,TROW,ICE,CAT,ANTM,SIVB,STT,MCO,FITB,MA,AMP,CME,BX,CVS,DFS,AON,NTRS,ADP,HIG,HBAN,KEY,CFG,AJG,RF,SYF,KKR,CINF,PFG,FISV,GPN,ALLY,RJF,WLTW,MSCI,MKL,APO,VRSK,ACGL,LNC,WRB,MTB,EFX,NDAQ,EWBC,RE,BRO,EQH,FNF,FHN,ATH,CMA,GL,Y,AFG,ZION,PAYX,WY,VOYA,BR,CBSH,LPLA,MKTX,FFIN,PBCT,CFR,IP,PNFP,SNV,SLM,WAL,PB,AIZ,BPOP,L,FAF,BEN,CBOE,SF,RNR,THG,UNM,NYCB,NVR,SSB,MOH,STL,AMG,LYFT,FLT,CG,GBCI,MTG,PACW,USD,SEIC,OZK,RLI,ORI,WBS,CBU,WTFC,FCNCA,KMPR,IVZ,SIGI,UMBF,FNB,PRI,NLY,JEF,CIT,ESNT,CNC,VLY,BOH,RDN,UMPQ,CACC,WEX,HWC,HOMB,BKU,FHB,WTM,OMF,ASB,ISBC,CATY,KNSL,BHF,SSNC,WU,AXS,HE,SCI,SFBS,FULT,HTH,ONB,COLB,IBOC,FDS,VRT,EVR,WAFD,ARES,CVBF,FFBC,CNO,SFNC,AUB,NAVI,ERIE,WSFS,SC,INDB,AX,RNST,MORN,FMBI,V,FHI,FBP,TRUP,ESGR,IBKR,TW,BOKF,AGNC,FCF,HOG,WD,EEFT,APAM,WSBC,PFSI,GNW,FIBK,TCBI,MCY,WABC,127.HK,LKFN,AGO,NBTB,UCBI,BKI,GWB,VRTS,ANAT,HOPE,LOB,HLI,PRK,EGBN,PPBI,n/a,PIPR,PLMR,COOP,AVLR,BISXX,TBK,SASR,SUM
09/22/2021,4.91,4.95,4.52,3.22,3.36,2.89,2.55,2.24,2.09,2.16,2.07,1.79,1.42,1.5,1.44,1.24,0.97,1.29,1.15,1.08,0.89,0.98,0.96,1.26,0.96,0.98,0.91,0.81,0.76,0.8,0.88,0.8,0.76,0.81,0.68,0.79,0.67,0.99,0.76,0.73,0.79,0.6,0.62,0.7,0.63,0.6,0.54,0.58,0.55,0.54,0.56,0.51,0.52,0.47,0.4,0.47,0.44,0.42,0.44,0.36,0.36,0.4,0.35,0.36,0.3,0.3,0.33,0.32,0.3,0.29,0.3,0.28,0.3,0.26,0.29,0.31,0.26,0.25,0.29,0.29,0.27,0.28,0.25,0.24,0.21,0.24,0.19,0.2,0.19,0.21,0.2,0.21,0.19,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.18,0.2,0.2,0.17,0.17,0.15,0.19,0.16,0.14,0.18,0.16,0.15,0.13,0.15,0.16,0.14,0.15,0.15,0.24,0.14,0.15,0.15,0.14,0.14,0.12,0.14,0.14,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,96.19
09/23/2021,4.85,5.0,4.49,3.18,3.34,2.84,2.59,2.24,2.09,2.16,2.05,1.8,1.44,1.51,1.46,1.22,0.98,1.31,1.13,1.08,0.9,0.99,0.95,1.29,0.95,1.0,0.9,0.83,0.74,0.81,0.87,0.79,0.77,0.8,0.68,0.77,0.68,0.94,0.77,0.72,0.8,0.6,0.64,0.7,0.62,0.59,0.54,0.59,0.55,0.54,0.54,0.51,0.5,0.48,0.41,0.47,0.44,0.42,0.45,0.37,0.34,0.41,0.35,0.35,0.3,0.3,0.33,0.32,0.29,0.29,0.3,0.27,0.3,0.26,0.28,0.31,0.26,0.26,0.29,0.29,0.27,0.28,0.25,0.24,0.22,0.24,0.2,0.2,0.19,0.21,0.2,0.21,0.19,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.18,0.2,0.19,0.17,0.17,0.15,0.19,0.16,0.14,0.19,0.16,0.15,0.13,0.16,0.15,0.14,0.16,0.15,0.25,0.14,0.15,0.15,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.14,0.14,0.13,0.11,0.11,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.08,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,96.14
09/24/2021,4.86,5.01,4.5,3.17,3.33,2.83,2.58,2.23,2.13,2.22,2.06,1.8,1.44,1.51,1.47,1.21,0.97,1.3,1.12,1.08,0.9,1.0,0.94,1.29,0.95,1.01,0.89,0.83,0.74,0.81,0.88,0.79,0.78,0.79,0.68,0.77,0.67,0.97,0.76,0.74,0.81,0.59,0.63,0.7,0.61,0.59,0.53,0.6,0.55,0.54,0.55,0.51,0.5,0.48,0.4,0.48,0.43,0.43,0.46,0.37,0.35,0.42,0.35,0.34,0.3,0.3,0.33,0.33,0.29,0.29,0.3,0.27,0.3,0.26,0.28,0.3,0.26,0.26,0.29,0.29,0.27,0.28,0.25,0.24,0.22,0.24,0.2,0.2,0.19,0.21,0.2,0.21,0.19,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.18,0.2,0.19,0.17,0.17,0.15,0.19,0.16,0.14,0.19,0.16,0.14,0.14,0.15,0.16,0.14,0.15,0.16,0.25,0.14,0.15,0.15,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.07,0.08,0.09,0.09,0.07,0.07,0.07,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,96.21
09/27/2021,4.98,5.02,4.56,3.18,3.37,2.88,2.53,2.33,2.18,2.22,2.11,1.84,1.38,1.44,1.44,1.22,0.94,1.29,1.14,1.06,0.86,0.97,0.92,1.24,0.95,0.98,0.89,0.81,0.74,0.79,0.92,0.8,0.76,0.81,0.69,0.78,0.67,0.93,0.74,0.74,0.8,0.59,0.62,0.69,0.62,0.6,0.55,0.59,0.56,0.55,0.53,0.5,0.5,0.47,0.4,0.47,0.44,0.42,0.45,0.36,0.35,0.41,0.34,0.36,0.3,0.3,0.32,0.32,0.3,0.28,0.3,0.27,0.3,0.26,0.28,0.32,0.26,0.25,0.29,0.3,0.27,0.28,0.24,0.23,0.21,0.25,0.19,0.2,0.2,0.21,0.19,0.21,0.19,0.17,0.21,0.18,0.18,0.18,0.18,0.2,0.18,0.19,0.2,0.17,0.17,0.15,0.18,0.15,0.14,0.18,0.16,0.15,0.14,0.16,0.15,0.14,0.15,0.16,0.24,0.14,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.14,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.14,0.1,0.12,0.11,0.12,0.12,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.11,0.09,0.08,0.08,0.09,0.08,0.09,0.07,0.08,0.09,0.09,0.07,0.07,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,96.15
09/28/2021,5.04,5.04,4.61,3.17,3.35,2.9,2.53,2.37,2.21,2.23,2.14,1.84,1.38,1.44,1.45,1.22,0.94,1.3,1.14,1.06,0.87,0.97,0.92,1.24,0.96,0.99,0.89,0.81,0.74,0.79,0.93,0.8,0.76,0.83,0.7,0.79,0.69,0.91,0.74,0.75,0.8,0.59,0.63,0.69,0.63,0.6,0.56,0.6,0.57,0.55,0.52,0.5,0.5,0.47,0.39,0.47,0.45,0.42,0.45,0.36,0.35,0.41,0.34,0.36,0.3,0.3,0.32,0.32,0.31,0.28,0.3,0.28,0.3,0.27,0.29,0.32,0.26,0.25,0.29,0.31,0.26,0.28,0.24,0.24,0.22,0.25,0.19,0.2,0.2,0.22,0.19,0.21,0.2,0.17,0.22,0.18,0.19,0.18,0.18,0.2,0.18,0.2,0.2,0.16,0.17,0.15,0.18,0.15,0.15,0.19,0.16,0.15,0.14,0.16,0.15,0.14,0.15,0.16,0.0,0.14,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.14,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.12,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.07,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.08,0.09,0.08,0.09,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,96.52
09/29/2021,5.04,5.04,4.61,3.17,3.35,2.9,2.53,2.37,2.21,2.23,2.14,1.84,1.38,1.44,1.45,1.22,0.94,1.3,1.14,1.06,0.87,0.97,0.92,1.24,0.96,0.99,0.89,0.81,0.74,0.79,0.93,0.8,0.76,0.83,0.7,0.79,0.69,0.91,0.74,0.75,0.8,0.59,0.63,0.69,0.63,0.6,0.56,0.6,0.57,0.55,0.52,0.5,0.5,0.47,0.39,0.47,0.45,0.42,0.45,0.36,0.35,0.41,0.34,0.36,0.3,0.3,0.32,0.32,0.31,0.28,0.3,0.28,0.3,0.27,0.29,0.32,0.26,0.25,0.29,0.31,0.26,0.28,0.24,0.24,0.22,0.25,0.19,0.2,0.2,0.22,0.19,0.21,0.2,0.17,0.22,0.18,0.19,0.18,0.18,0.2,0.18,0.2,0.2,0.16,0.17,0.15,0.18,0.15,0.15,0.19,0.16,0.15,0.14,0.16,0.15,0.14,0.15,0.16,0.0,0.14,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.14,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.12,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.07,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.08,0.09,0.08,0.09,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,96.52
09/30/2021,5.09,4.85,4.65,3.19,3.37,2.89,2.51,2.39,2.19,2.25,2.18,1.85,1.35,1.41,1.4,1.24,0.94,1.33,1.16,1.04,0.87,0.95,0.92,1.22,0.97,0.95,0.88,0.79,0.74,0.79,0.95,0.81,0.73,0.85,0.68,0.79,0.68,0.89,0.74,0.75,0.78,0.6,0.61,0.69,0.64,0.61,0.57,0.58,0.59,0.56,0.51,0.5,0.51,0.46,0.39,0.47,0.45,0.41,0.43,0.35,0.35,0.4,0.34,0.37,0.29,0.32,0.31,0.31,0.32,0.28,0.29,0.28,0.29,0.27,0.28,0.33,0.26,0.25,0.28,0.31,0.26,0.28,0.24,0.23,0.22,0.26,0.19,0.2,0.21,0.22,0.19,0.21,0.2,0.17,0.22,0.19,0.18,0.19,0.18,0.2,0.18,0.19,0.2,0.16,0.16,0.15,0.19,0.15,0.15,0.18,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.16,0.0,0.14,0.15,0.14,0.13,0.15,0.12,0.14,0.15,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.11,0.12,0.12,0.11,0.13,0.15,0.1,0.12,0.12,0.12,0.12,0.1,0.1,0.12,0.12,0.12,0.1,0.11,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.08,0.09,0.09,0.09,0.09,0.07,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.08,0.09,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,96.36
10/01/2021,4.74,4.99,4.44,3.14,3.23,2.84,2.62,2.2,2.22,2.14,2.07,1.85,1.48,1.5,1.39,1.18,1.19,1.16,1.14,1.04,1.01,0.99,1.0,0.96,0.98,0.96,0.89,0.84,0.8,0.82,0.81,0.84,0.78,0.75,0.77,0.77,0.76,0.87,0.74,0.74,0.72,0.63,0.67,0.65,0.6,0.58,0.54,0.56,0.55,0.53,0.55,0.52,0.5,0.51,0.49,0.47,0.43,0.38,0.42,0.37,0.34,0.39,0.35,0.34,0.31,0.29,0.33,0.31,0.3,0.29,0.29,0.3,0.3,0.27,0.27,0.29,0.28,0.28,0.28,0.27,0.28,0.27,0.26,0.25,0.23,0.24,0.22,0.22,0.19,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.21,0.18,0.19,0.2,0.18,0.18,0.17,0.18,0.17,0.15,0.18,0.16,0.16,0.14,0.16,0.17,0.14,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,96.05
10/04/2021,4.74,4.99,4.44,3.14,3.23,2.84,2.62,2.2,2.22,2.14,2.07,1.85,1.48,1.5,1.39,1.18,1.19,1.16,1.14,1.04,1.01,0.99,1.0,0.96,0.98,0.96,0.89,0.84,0.8,0.82,0.81,0.84,0.78,0.75,0.77,0.77,0.76,0.87,0.74,0.74,0.72,0.63,0.67,0.65,0.6,0.58,0.54,0.56,0.55,0.53,0.55,0.52,0.5,0.51,0.49,0.47,0.43,0.38,0.42,0.37,0.34,0.39,0.35,0.34,0.31,0.29,0.33,0.31,0.3,0.29,0.29,0.3,0.3,0.27,0.27,0.29,0.28,0.28,0.28,0.27,0.28,0.27,0.26,0.25,0.23,0.24,0.22,0.22,0.19,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.21,0.18,0.19,0.2,0.18,0.18,0.17,0.18,0.17,0.15,0.18,0.16,0.16,0.14,0.16,0.17,0.14,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,96.05
10/05/2021,5.14,4.87,4.69,3.11,3.21,2.89,2.52,2.32,2.13,2.25,2.19,1.82,1.38,1.4,1.4,1.24,0.95,1.32,1.18,1.05,0.87,0.95,0.93,1.42,0.97,0.94,0.84,0.79,0.73,0.78,0.94,0.8,0.73,0.86,0.68,0.78,0.68,0.86,0.75,0.72,0.78,0.59,0.63,0.7,0.65,0.63,0.59,0.59,0.6,0.54,0.52,0.5,0.51,0.47,0.39,0.46,0.45,0.42,0.42,0.36,0.35,0.4,0.34,0.37,0.3,0.32,0.31,0.32,0.32,0.28,0.29,0.28,0.3,0.28,0.29,0.33,0.26,0.26,0.28,0.32,0.27,0.28,0.25,0.24,0.22,0.26,0.19,0.21,0.21,0.22,0.19,0.22,0.21,0.17,0.23,0.19,0.18,0.19,0.18,0.2,0.17,0.2,0.2,0.16,0.17,0.16,0.19,0.15,0.16,0.18,0.18,0.15,0.13,0.16,0.15,0.15,0.15,0.16,0.0,0.14,0.15,0.14,0.14,0.16,0.12,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.11,0.13,0.15,0.1,0.13,0.12,0.12,0.12,0.1,0.1,0.12,0.12,0.12,0.1,0.11,0.1,0.09,0.1,0.09,0.11,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.07,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.07,0.08,0.06,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.07,0.0,0.07,0.07,0.07,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.59
10/06/2021,5.14,4.87,4.69,3.11,3.21,2.89,2.52,2.32,2.13,2.25,2.19,1.82,1.38,1.4,1.4,1.24,0.95,1.32,1.18,1.05,0.87,0.95,0.93,1.42,0.97,0.94,0.84,0.79,0.73,0.78,0.94,0.8,0.73,0.86,0.68,0.78,0.68,0.86,0.75,0.72,0.78,0.59,0.63,0.7,0.65,0.63,0.59,0.59,0.6,0.54,0.52,0.5,0.51,0.47,0.39,0.46,0.45,0.42,0.42,0.36,0.35,0.4,0.34,0.37,0.3,0.32,0.31,0.32,0.32,0.28,0.29,0.28,0.3,0.28,0.29,0.33,0.26,0.26,0.28,0.32,0.27,0.28,0.25,0.24,0.22,0.26,0.19,0.21,0.21,0.22,0.19,0.22,0.21,0.17,0.23,0.19,0.18,0.19,0.18,0.2,0.17,0.2,0.2,0.16,0.17,0.16,0.19,0.15,0.16,0.18,0.18,0.15,0.13,0.16,0.15,0.15,0.15,0.16,0.0,0.14,0.15,0.14,0.14,0.16,0.12,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.11,0.13,0.15,0.1,0.13,0.12,0.12,0.12,0.1,0.1,0.12,0.12,0.12,0.1,0.11,0.1,0.09,0.1,0.09,0.11,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.07,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.07,0.08,0.06,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.07,0.0,0.07,0.07,0.07,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.59
10/07/2021,5.14,4.85,4.71,3.07,3.22,2.89,2.5,2.33,2.18,2.26,2.21,1.84,1.37,1.38,1.4,1.24,0.95,1.31,1.17,1.03,0.86,0.94,0.93,0.93,0.98,0.93,0.83,0.78,0.73,0.77,0.95,0.8,0.72,0.87,0.7,0.78,0.68,0.84,0.73,0.73,0.78,0.59,0.62,0.7,0.65,0.64,0.59,0.59,0.6,0.55,0.52,0.49,0.51,0.47,0.39,0.46,0.45,0.43,0.42,0.35,0.35,0.39,0.33,0.37,0.3,0.32,0.31,0.32,0.32,0.28,0.3,0.28,0.29,0.28,0.28,0.34,0.26,0.25,0.27,0.32,0.28,0.27,0.24,0.23,0.22,0.26,0.19,0.21,0.21,0.22,0.18,0.22,0.21,0.17,0.23,0.2,0.18,0.19,0.18,0.2,0.17,0.19,0.2,0.16,0.17,0.16,0.19,0.15,0.16,0.18,0.18,0.14,0.14,0.16,0.15,0.15,0.16,0.17,0.0,0.14,0.15,0.14,0.14,0.16,0.12,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.13,0.14,0.1,0.13,0.12,0.13,0.12,0.1,0.1,0.12,0.12,0.12,0.1,0.11,0.1,0.09,0.1,0.09,0.1,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.07,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.07,0.08,0.06,0.07,0.07,0.06,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.07,0.0,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.07
10/08/2021,5.2,4.89,4.74,3.05,3.18,2.91,2.5,2.31,2.18,2.27,2.22,1.85,1.37,1.37,1.39,1.24,0.94,1.33,1.17,1.03,0.86,0.94,0.93,0.94,0.98,0.91,0.82,0.78,0.73,0.77,0.93,0.8,0.71,0.87,0.67,0.77,0.68,0.81,0.73,0.73,0.77,0.59,0.62,0.7,0.66,0.64,0.6,0.58,0.6,0.55,0.51,0.49,0.51,0.47,0.38,0.47,0.45,0.43,0.4,0.36,0.33,0.39,0.34,0.37,0.3,0.33,0.31,0.31,0.32,0.28,0.3,0.28,0.3,0.28,0.27,0.34,0.26,0.26,0.28,0.32,0.28,0.27,0.25,0.23,0.22,0.26,0.19,0.21,0.21,0.22,0.18,0.22,0.21,0.17,0.23,0.2,0.18,0.19,0.18,0.2,0.17,0.19,0.2,0.16,0.16,0.16,0.2,0.15,0.16,0.18,0.18,0.14,0.13,0.16,0.15,0.15,0.16,0.17,0.0,0.14,0.16,0.14,0.14,0.16,0.12,0.15,0.15,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.15,0.14,0.13,0.11,0.13,0.12,0.12,0.13,0.15,0.1,0.13,0.12,0.13,0.12,0.1,0.1,0.12,0.12,0.12,0.1,0.11,0.1,0.09,0.1,0.09,0.11,0.12,0.09,0.08,0.09,0.09,0.09,0.1,0.07,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.07,0.0,0.07,0.07,0.07,0.06,0.0,0.0,0.06,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.12
10/11/2021,5.23,4.9,4.72,3.11,3.19,2.91,2.52,2.35,2.15,2.27,2.19,1.84,1.38,1.37,1.4,1.26,0.92,1.34,1.18,1.04,0.86,0.93,0.92,0.92,1.0,0.92,0.81,0.82,0.71,0.76,0.93,0.81,0.71,0.86,0.67,0.78,0.68,0.82,0.72,0.72,0.77,0.6,0.63,0.71,0.65,0.64,0.59,0.59,0.59,0.54,0.51,0.5,0.52,0.46,0.38,0.47,0.45,0.43,0.41,0.36,0.35,0.4,0.35,0.37,0.31,0.32,0.31,0.31,0.32,0.28,0.3,0.28,0.29,0.27,0.28,0.34,0.26,0.26,0.29,0.31,0.28,0.27,0.25,0.23,0.22,0.26,0.18,0.2,0.21,0.22,0.18,0.21,0.21,0.17,0.22,0.19,0.18,0.19,0.18,0.2,0.17,0.19,0.2,0.17,0.17,0.16,0.19,0.15,0.16,0.17,0.18,0.14,0.13,0.15,0.15,0.15,0.16,0.16,0.0,0.14,0.15,0.14,0.14,0.16,0.12,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.15,0.13,0.13,0.11,0.12,0.12,0.11,0.13,0.15,0.1,0.13,0.12,0.12,0.12,0.1,0.1,0.12,0.12,0.12,0.1,0.11,0.1,0.09,0.1,0.09,0.11,0.11,0.09,0.08,0.09,0.09,0.09,0.1,0.07,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.07,0.08,0.06,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.08,0.07,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.06,0.0,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.14
