,OMCL,SAIA,GTLS,NEO,GME,POWI,MSTR,IIPR,EXPO,ENSG,BCPC,AEIS,TRUP,LPSN,VIAV,ALRM,SHAK,STMP,SPSC,EXLS,LGIH,WDFC,MTH,ONTO,VG,DIOD,MED,LCII,EPRT,RCII,KWR,MMSI,SFBS,FELE,LTHM,EGHT,WD,MXL,DORM,REGI,BMI,AMN,FORM,MATX,FIX,PRFT,IBP,SNBR,EVTC,WTS,JBT,MDRX,AAON,PCRX,PRLB,GDOT,VCEL,ROCK,IRBT,ADC,GKOS,FWRD,CELH,VSTO,FSS,AX,HSKA,CORT,VICR,RRC,SEM,ITRI,UFPI,COOP,SSTK,CNMD,UCTT,AVAV,HI,FN,AIT,DDD,MODV,CCOI,BIG,XNCR,BGS,SHEN,ROG,SWN,VRTS,CYH,ARNC,TTEC,NMIH,CBU,CCS,TTGT,AVNS,PRAA,UNF,COHU,KLIC,CWT,FUL,PLMR,OMI,TBK,AWR,MDC,AJRD,SPXC,MTDR,LMNX,PATK,SUPN,FLGT,MANT,UNIT,CVET,THRM,DIN,EAT,ACA,HIBB,EHTH,ALG,KFY,PLXS,BOOT,ESE,BSIG,SMPL,CYTK,SCL,JOE,XPER,PGTI,RGNX,AIN,PRGS,MLAB,ADUS,SHOO,ALGT,ITGR,LXP,FCPT,FBC,KTB,CTRE,AGYS,SAFE,WGO,CENTA,PIPR,RMBS,CVCO,TUP,JJSF,CHCT,JYNT,TRHC,PNTG,FIZZ,LNN,CPK,UNFI,BOOM,WWW,CEVA,SNEX,BRC,CVBF,HZO,FLOW,TCMD,LMAT,MD,VIVO,POLY,MRTN,MLI,IRT,RILY,RGR,MOG.A,OSIS,PSMT,BCEI,VGR,QNST,CASH,RAVN,CHRS,LZB,EPAY,PRK,OSPN,INVA,CSII,ASTE,IOSP,CAKE,MYRG,STATE STREET INSTITUTIONAL LIQ STATE STR,INDB,COLL,CALM,ACLS,AMEH,USPH,CRVL,MSEX,COKE,CBB,ILPT,NXRT,BLFS,LGND,SLQT,CSR,n/a,TBBK,OPRX,SUM
09/02/2021,1.37,0.0,1.36,1.18,0.0,1.35,1.11,1.19,1.24,0.85,0.92,0.7,0.65,0.84,0.77,0.77,0.63,1.22,1.0,0.84,0.71,0.65,0.87,0.75,0.65,0.85,0.55,0.73,0.77,0.79,0.69,0.72,0.69,0.68,0.82,0.54,0.62,0.74,0.55,0.48,0.63,0.67,0.62,0.7,0.56,0.8,0.58,0.48,0.56,0.62,0.57,0.44,0.58,0.53,0.41,0.58,0.53,0.5,0.47,0.52,0.34,0.5,0.54,0.49,0.5,0.51,0.52,0.46,0.53,0.44,0.39,0.4,0.5,0.54,0.53,0.44,0.42,0.47,0.47,0.48,0.44,0.36,0.49,0.4,0.33,0.4,0.39,0.19,0.43,0.34,0.45,0.31,0.4,0.4,0.39,0.38,0.42,0.4,0.32,0.38,0.37,0.36,0.44,0.39,0.37,0.4,0.3,0.38,0.37,0.35,0.28,0.34,0.27,0.0,0.39,0.29,0.33,0.3,0.4,0.28,0.39,0.28,0.26,0.27,0.31,0.2,0.31,0.31,0.3,0.31,0.28,0.33,0.27,0.55,0.27,0.29,0.29,0.26,0.23,0.24,0.27,0.27,0.28,0.25,0.24,0.26,0.28,0.25,0.28,0.24,0.22,0.24,0.26,0.25,0.21,0.26,0.24,0.26,0.24,0.21,0.22,0.28,0.0,0.0,0.21,0.22,0.23,0.22,0.0,0.23,0.22,0.23,0.2,0.21,0.22,0.26,0.18,0.2,0.24,0.18,0.0,0.19,0.21,0.21,0.0,0.17,0.18,0.18,0.18,0.0,0.19,0.18,0.18,0.18,0.21,0.17,0.2,0.18,0.0,0.2,0.0,0.17,0.18,0.0,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.17,0.19,0.18,0.0,0.0,0.0,0.17,0.37,0.0,0.0,0.0,0.0,0.0,0.0,86.64000000000001
09/03/2021,1.37,0.0,1.37,1.17,0.0,1.34,1.1,1.2,1.24,0.86,0.93,0.7,0.63,0.83,0.76,0.78,0.64,1.23,0.99,0.84,0.72,0.67,0.86,0.74,0.68,0.84,0.55,0.73,0.77,0.76,0.7,0.72,0.7,0.67,0.81,0.54,0.67,0.73,0.55,0.47,0.63,0.69,0.61,0.7,0.56,0.8,0.57,0.46,0.57,0.62,0.57,0.44,0.57,0.53,0.42,0.58,0.51,0.49,0.46,0.52,0.36,0.49,0.55,0.48,0.5,0.51,0.54,0.46,0.54,0.44,0.39,0.4,0.48,0.54,0.52,0.44,0.41,0.47,0.47,0.48,0.43,0.36,0.49,0.4,0.32,0.4,0.4,0.2,0.43,0.34,0.46,0.31,0.38,0.39,0.39,0.38,0.42,0.41,0.33,0.39,0.37,0.35,0.44,0.39,0.37,0.4,0.3,0.38,0.38,0.35,0.28,0.34,0.28,0.0,0.37,0.3,0.33,0.3,0.4,0.28,0.38,0.29,0.27,0.27,0.32,0.21,0.31,0.31,0.3,0.32,0.28,0.33,0.27,0.55,0.28,0.29,0.29,0.25,0.23,0.25,0.27,0.27,0.28,0.25,0.25,0.27,0.28,0.25,0.28,0.23,0.22,0.24,0.26,0.24,0.21,0.26,0.23,0.26,0.24,0.21,0.22,0.28,0.0,0.0,0.22,0.22,0.24,0.22,0.0,0.23,0.22,0.24,0.21,0.22,0.22,0.26,0.18,0.2,0.22,0.18,0.0,0.19,0.21,0.21,0.0,0.17,0.18,0.18,0.18,0.0,0.19,0.18,0.18,0.18,0.21,0.17,0.2,0.18,0.0,0.2,0.0,0.17,0.18,0.0,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.17,0.19,0.18,0.0,0.0,0.0,0.17,0.37,0.0,0.0,0.0,0.0,0.0,0.0,86.69
09/06/2021,1.38,0.0,1.4,1.21,0.0,1.34,1.09,1.2,1.23,0.86,0.93,0.69,0.61,0.85,0.78,0.78,0.63,1.21,0.98,0.83,0.72,0.66,0.85,0.76,0.69,0.83,0.55,0.71,0.76,0.77,0.69,0.73,0.69,0.67,0.83,0.57,0.67,0.75,0.54,0.46,0.62,0.69,0.61,0.72,0.55,0.78,0.57,0.45,0.56,0.61,0.59,0.44,0.56,0.53,0.43,0.59,0.56,0.49,0.48,0.52,0.36,0.5,0.57,0.47,0.5,0.49,0.55,0.46,0.55,0.49,0.39,0.39,0.47,0.55,0.51,0.43,0.41,0.46,0.46,0.49,0.42,0.38,0.52,0.41,0.31,0.41,0.4,0.2,0.42,0.36,0.46,0.32,0.38,0.41,0.39,0.37,0.42,0.42,0.33,0.38,0.37,0.34,0.45,0.39,0.36,0.41,0.31,0.38,0.38,0.35,0.29,0.33,0.27,0.0,0.37,0.3,0.33,0.29,0.39,0.26,0.38,0.29,0.26,0.27,0.32,0.21,0.31,0.31,0.3,0.3,0.27,0.33,0.27,0.55,0.27,0.29,0.28,0.26,0.25,0.24,0.27,0.26,0.28,0.24,0.25,0.26,0.28,0.25,0.28,0.23,0.22,0.24,0.25,0.25,0.2,0.26,0.23,0.26,0.24,0.21,0.23,0.29,0.0,0.16,0.22,0.21,0.23,0.22,0.0,0.23,0.22,0.23,0.2,0.21,0.22,0.25,0.18,0.2,0.21,0.17,0.0,0.19,0.2,0.21,0.0,0.16,0.18,0.18,0.18,0.0,0.19,0.18,0.18,0.18,0.21,0.0,0.2,0.18,0.0,0.2,0.0,0.17,0.17,0.0,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.17,0.19,0.18,0.0,0.0,0.0,0.17,0.35,0.0,0.0,0.0,0.0,0.0,0.0,86.65
09/07/2021,1.38,0.0,1.39,1.22,0.0,1.35,1.12,1.22,1.23,0.86,0.92,0.69,0.62,0.87,0.8,0.78,0.62,1.22,0.98,0.83,0.72,0.66,0.83,0.77,0.7,0.83,0.56,0.69,0.77,0.77,0.7,0.73,0.69,0.67,0.82,0.56,0.67,0.76,0.53,0.45,0.62,0.7,0.62,0.73,0.56,0.81,0.56,0.46,0.56,0.61,0.58,0.43,0.56,0.51,0.43,0.6,0.53,0.48,0.47,0.52,0.35,0.5,0.58,0.47,0.5,0.49,0.54,0.46,0.55,0.51,0.4,0.39,0.47,0.57,0.51,0.43,0.41,0.47,0.45,0.49,0.42,0.38,0.51,0.41,0.31,0.4,0.4,0.2,0.42,0.38,0.46,0.32,0.38,0.41,0.38,0.37,0.42,0.43,0.32,0.39,0.36,0.35,0.45,0.39,0.37,0.41,0.31,0.38,0.38,0.34,0.3,0.33,0.27,0.0,0.37,0.3,0.33,0.29,0.4,0.26,0.37,0.28,0.26,0.27,0.33,0.21,0.31,0.31,0.3,0.3,0.27,0.33,0.27,0.54,0.28,0.29,0.28,0.25,0.25,0.24,0.27,0.27,0.28,0.24,0.25,0.26,0.28,0.25,0.28,0.23,0.22,0.23,0.24,0.25,0.2,0.26,0.24,0.25,0.24,0.21,0.23,0.29,0.0,0.0,0.22,0.21,0.23,0.22,0.0,0.23,0.22,0.23,0.2,0.21,0.22,0.25,0.17,0.2,0.21,0.18,0.0,0.19,0.2,0.21,0.0,0.16,0.18,0.17,0.17,0.0,0.19,0.18,0.18,0.18,0.21,0.0,0.2,0.18,0.0,0.2,0.0,0.16,0.17,0.0,0.21,0.0,0.18,0.0,0.0,0.22,0.0,0.16,0.2,0.18,0.0,0.0,0.16,0.18,0.34,0.0,0.0,0.0,0.0,0.0,0.0,86.72999999999999
09/08/2021,1.38,0.0,1.39,1.22,0.0,1.35,1.12,1.22,1.23,0.86,0.92,0.69,0.62,0.87,0.8,0.78,0.62,1.22,0.98,0.83,0.72,0.66,0.83,0.77,0.7,0.83,0.56,0.69,0.77,0.77,0.7,0.73,0.69,0.67,0.81,0.56,0.67,0.76,0.53,0.45,0.62,0.7,0.62,0.73,0.56,0.81,0.56,0.46,0.56,0.61,0.58,0.43,0.56,0.51,0.43,0.6,0.53,0.48,0.47,0.52,0.35,0.5,0.58,0.47,0.5,0.49,0.54,0.46,0.55,0.51,0.4,0.39,0.47,0.57,0.51,0.43,0.41,0.47,0.45,0.49,0.42,0.38,0.51,0.41,0.31,0.4,0.4,0.2,0.42,0.38,0.46,0.32,0.38,0.41,0.38,0.37,0.42,0.43,0.32,0.39,0.36,0.35,0.45,0.39,0.37,0.41,0.31,0.38,0.38,0.34,0.3,0.33,0.27,0.0,0.37,0.3,0.33,0.29,0.4,0.26,0.37,0.28,0.26,0.27,0.33,0.21,0.31,0.31,0.3,0.3,0.27,0.33,0.27,0.54,0.28,0.29,0.28,0.25,0.24,0.24,0.27,0.27,0.28,0.24,0.25,0.26,0.28,0.25,0.28,0.23,0.22,0.23,0.24,0.25,0.2,0.26,0.24,0.25,0.24,0.21,0.23,0.29,0.0,0.0,0.22,0.21,0.23,0.22,0.0,0.23,0.22,0.23,0.2,0.21,0.22,0.25,0.17,0.2,0.21,0.18,0.0,0.19,0.2,0.21,0.0,0.16,0.18,0.17,0.17,0.0,0.19,0.18,0.18,0.18,0.21,0.0,0.2,0.18,0.0,0.2,0.0,0.16,0.17,0.0,0.21,0.0,0.18,0.0,0.0,0.22,0.0,0.16,0.2,0.18,0.0,0.0,0.0,0.18,0.34,0.24,0.0,0.0,0.0,0.0,0.0,86.79
09/09/2021,1.38,0.0,1.39,1.22,0.0,1.35,1.12,1.22,1.23,0.86,0.92,0.69,0.62,0.87,0.8,0.78,0.62,1.22,0.98,0.83,0.72,0.66,0.83,0.77,0.7,0.83,0.56,0.69,0.77,0.77,0.7,0.73,0.69,0.67,0.81,0.56,0.67,0.76,0.53,0.45,0.62,0.7,0.62,0.73,0.56,0.81,0.56,0.46,0.56,0.61,0.58,0.43,0.56,0.51,0.43,0.6,0.53,0.48,0.47,0.52,0.35,0.5,0.58,0.47,0.5,0.49,0.54,0.46,0.55,0.51,0.4,0.39,0.47,0.57,0.51,0.43,0.41,0.47,0.45,0.49,0.42,0.38,0.51,0.41,0.31,0.4,0.4,0.2,0.42,0.38,0.46,0.32,0.38,0.41,0.38,0.37,0.42,0.43,0.32,0.39,0.36,0.35,0.45,0.39,0.37,0.41,0.31,0.38,0.38,0.34,0.3,0.33,0.27,0.0,0.37,0.3,0.33,0.29,0.4,0.26,0.37,0.28,0.26,0.27,0.33,0.21,0.31,0.31,0.3,0.3,0.27,0.33,0.27,0.54,0.28,0.29,0.28,0.25,0.24,0.24,0.27,0.27,0.28,0.24,0.25,0.26,0.28,0.25,0.28,0.23,0.22,0.23,0.24,0.25,0.2,0.26,0.24,0.25,0.24,0.21,0.23,0.29,0.0,0.0,0.22,0.21,0.23,0.22,0.0,0.23,0.22,0.23,0.2,0.21,0.22,0.25,0.17,0.2,0.21,0.18,0.0,0.19,0.2,0.21,0.0,0.16,0.18,0.17,0.17,0.0,0.19,0.18,0.18,0.18,0.21,0.0,0.2,0.18,0.0,0.2,0.0,0.16,0.17,0.0,0.21,0.0,0.18,0.0,0.0,0.22,0.0,0.16,0.2,0.18,0.0,0.0,0.0,0.18,0.34,0.24,0.0,0.0,0.0,0.0,0.0,86.79
09/10/2021,1.42,0.0,1.4,1.25,0.0,1.35,1.03,1.22,1.22,0.86,0.92,0.7,0.58,0.88,0.78,0.77,0.64,1.23,0.99,0.83,0.71,0.65,0.84,0.8,0.72,0.83,0.57,0.69,0.78,0.76,0.7,0.72,0.7,0.66,0.84,0.57,0.67,0.75,0.54,0.46,0.62,0.68,0.64,0.74,0.55,0.8,0.56,0.45,0.56,0.62,0.59,0.43,0.54,0.51,0.44,0.6,0.53,0.48,0.47,0.51,0.36,0.5,0.58,0.47,0.49,0.51,0.53,0.46,0.55,0.5,0.4,0.39,0.47,0.56,0.51,0.43,0.42,0.47,0.44,0.49,0.42,0.39,0.49,0.41,0.3,0.4,0.4,0.2,0.42,0.38,0.46,0.3,0.39,0.41,0.39,0.37,0.42,0.42,0.32,0.38,0.36,0.35,0.46,0.39,0.36,0.39,0.3,0.39,0.38,0.34,0.3,0.33,0.27,0.0,0.37,0.3,0.32,0.3,0.4,0.26,0.37,0.28,0.26,0.27,0.28,0.2,0.3,0.32,0.3,0.3,0.26,0.33,0.27,0.52,0.27,0.28,0.28,0.25,0.24,0.25,0.27,0.27,0.27,0.24,0.25,0.26,0.28,0.25,0.29,0.23,0.22,0.22,0.24,0.25,0.2,0.25,0.24,0.25,0.24,0.21,0.23,0.29,0.0,0.17,0.22,0.21,0.23,0.22,0.0,0.23,0.22,0.23,0.2,0.21,0.21,0.25,0.17,0.21,0.21,0.17,0.0,0.19,0.2,0.21,0.0,0.0,0.18,0.18,0.17,0.0,0.19,0.18,0.18,0.18,0.2,0.0,0.21,0.18,0.0,0.2,0.0,0.0,0.17,0.0,0.21,0.0,0.18,0.0,0.17,0.22,0.0,0.16,0.2,0.18,0.0,0.0,0.0,0.18,0.34,0.23,0.0,0.0,0.0,0.0,0.0,86.65
09/13/2021,1.43,0.0,1.41,1.25,0.0,1.35,1.03,1.2,1.24,0.85,0.93,0.68,0.63,0.88,0.77,0.75,0.63,1.24,1.02,0.85,0.7,0.66,0.82,0.78,0.71,0.82,0.56,0.69,0.77,0.76,0.71,0.73,0.71,0.67,0.84,0.56,0.68,0.75,0.55,0.45,0.61,0.69,0.63,0.76,0.54,0.82,0.56,0.47,0.57,0.64,0.6,0.42,0.55,0.51,0.43,0.57,0.53,0.47,0.48,0.51,0.34,0.48,0.6,0.48,0.49,0.5,0.54,0.46,0.55,0.53,0.4,0.38,0.47,0.57,0.51,0.43,0.42,0.42,0.44,0.5,0.43,0.39,0.46,0.41,0.31,0.39,0.4,0.2,0.4,0.4,0.47,0.3,0.39,0.4,0.39,0.36,0.41,0.43,0.32,0.38,0.36,0.35,0.46,0.39,0.36,0.4,0.29,0.38,0.38,0.34,0.3,0.32,0.28,0.0,0.37,0.3,0.33,0.3,0.4,0.26,0.37,0.28,0.27,0.26,0.28,0.2,0.3,0.34,0.3,0.31,0.26,0.33,0.27,0.51,0.27,0.28,0.27,0.25,0.24,0.25,0.27,0.27,0.27,0.25,0.26,0.26,0.29,0.24,0.28,0.23,0.22,0.23,0.24,0.25,0.2,0.25,0.23,0.26,0.24,0.21,0.22,0.29,0.0,0.17,0.22,0.21,0.24,0.22,0.0,0.22,0.21,0.23,0.2,0.21,0.21,0.25,0.18,0.21,0.21,0.18,0.0,0.19,0.2,0.21,0.0,0.17,0.18,0.18,0.18,0.17,0.19,0.19,0.19,0.18,0.21,0.0,0.21,0.18,0.0,0.21,0.0,0.0,0.17,0.0,0.21,0.0,0.18,0.0,0.0,0.22,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.17,0.34,0.24,0.0,0.0,0.0,0.0,0.0,86.77
09/14/2021,1.43,0.0,1.41,1.25,0.0,1.35,1.03,1.2,1.24,0.85,0.93,0.68,0.63,0.88,0.77,0.75,0.63,1.24,1.02,0.85,0.69,0.66,0.82,0.78,0.71,0.82,0.56,0.69,0.77,0.76,0.71,0.73,0.71,0.67,0.84,0.56,0.68,0.75,0.55,0.45,0.61,0.69,0.63,0.76,0.54,0.82,0.56,0.47,0.57,0.63,0.6,0.42,0.55,0.51,0.43,0.57,0.52,0.47,0.48,0.51,0.34,0.48,0.6,0.48,0.49,0.5,0.54,0.46,0.55,0.53,0.4,0.38,0.47,0.57,0.51,0.43,0.42,0.42,0.44,0.5,0.43,0.39,0.46,0.4,0.31,0.39,0.4,0.2,0.4,0.4,0.47,0.3,0.39,0.4,0.39,0.36,0.41,0.43,0.32,0.38,0.36,0.35,0.46,0.39,0.36,0.4,0.29,0.38,0.38,0.34,0.3,0.32,0.28,0.0,0.37,0.3,0.33,0.3,0.4,0.26,0.37,0.28,0.27,0.26,0.28,0.2,0.3,0.34,0.3,0.3,0.26,0.33,0.27,0.51,0.27,0.28,0.27,0.25,0.24,0.25,0.27,0.27,0.27,0.25,0.26,0.26,0.28,0.24,0.28,0.23,0.22,0.22,0.24,0.25,0.2,0.25,0.23,0.26,0.24,0.21,0.22,0.29,0.0,0.17,0.22,0.21,0.24,0.22,0.0,0.22,0.21,0.23,0.2,0.21,0.21,0.25,0.18,0.21,0.21,0.18,0.0,0.19,0.2,0.21,0.0,0.17,0.18,0.18,0.18,0.17,0.19,0.19,0.19,0.18,0.21,0.0,0.21,0.18,0.0,0.21,0.0,0.0,0.17,0.0,0.21,0.0,0.18,0.0,0.0,0.22,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.17,0.34,0.24,0.0,0.0,0.0,0.0,0.0,86.7
09/15/2021,1.43,0.0,1.42,1.29,0.0,1.36,1.0,1.17,1.24,0.86,0.94,0.69,0.63,0.88,0.76,0.75,0.62,1.25,1.03,0.85,0.7,0.66,0.83,0.79,0.71,0.83,0.57,0.68,0.76,0.74,0.71,0.73,0.71,0.67,0.84,0.55,0.69,0.75,0.55,0.45,0.62,0.7,0.63,0.78,0.54,0.81,0.57,0.47,0.57,0.64,0.6,0.42,0.56,0.51,0.42,0.57,0.5,0.47,0.49,0.5,0.32,0.48,0.63,0.5,0.49,0.49,0.55,0.46,0.55,0.53,0.4,0.38,0.46,0.59,0.51,0.42,0.42,0.44,0.44,0.49,0.43,0.38,0.44,0.4,0.31,0.4,0.41,0.2,0.4,0.39,0.47,0.29,0.39,0.39,0.39,0.36,0.41,0.42,0.31,0.39,0.37,0.35,0.46,0.38,0.36,0.4,0.29,0.39,0.38,0.34,0.3,0.32,0.28,0.0,0.37,0.29,0.34,0.3,0.39,0.26,0.37,0.28,0.26,0.27,0.27,0.2,0.3,0.33,0.3,0.3,0.26,0.33,0.28,0.5,0.27,0.28,0.27,0.25,0.24,0.25,0.27,0.27,0.27,0.25,0.25,0.26,0.28,0.24,0.29,0.24,0.22,0.22,0.24,0.25,0.2,0.25,0.23,0.26,0.24,0.21,0.22,0.29,0.0,0.17,0.25,0.21,0.24,0.23,0.0,0.22,0.21,0.23,0.2,0.21,0.22,0.25,0.18,0.21,0.2,0.18,0.0,0.19,0.2,0.2,0.0,0.17,0.18,0.17,0.18,0.17,0.19,0.19,0.19,0.18,0.21,0.0,0.2,0.18,0.0,0.2,0.0,0.0,0.17,0.0,0.21,0.0,0.17,0.0,0.0,0.22,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.17,0.34,0.25,0.0,0.0,0.0,0.0,0.0,86.74000000000001
09/16/2021,1.42,0.0,1.42,1.26,0.0,1.37,1.03,1.13,1.24,0.86,0.94,0.7,0.6,0.88,0.77,0.75,0.63,1.25,1.05,0.85,0.69,0.65,0.82,0.79,0.74,0.84,0.57,0.69,0.76,0.75,0.7,0.73,0.71,0.65,0.81,0.55,0.69,0.76,0.54,0.48,0.61,0.7,0.63,0.76,0.54,0.79,0.56,0.48,0.57,0.65,0.59,0.42,0.55,0.51,0.41,0.56,0.51,0.47,0.48,0.51,0.31,0.48,0.6,0.5,0.49,0.5,0.52,0.46,0.56,0.56,0.4,0.38,0.47,0.58,0.51,0.42,0.43,0.42,0.44,0.51,0.43,0.37,0.43,0.4,0.31,0.4,0.4,0.2,0.4,0.4,0.47,0.29,0.39,0.38,0.4,0.36,0.41,0.42,0.31,0.39,0.37,0.35,0.46,0.38,0.36,0.4,0.29,0.39,0.37,0.34,0.29,0.32,0.29,0.0,0.37,0.3,0.32,0.31,0.4,0.26,0.37,0.29,0.26,0.27,0.26,0.21,0.3,0.33,0.31,0.31,0.26,0.33,0.27,0.54,0.27,0.28,0.28,0.25,0.31,0.25,0.27,0.28,0.27,0.24,0.26,0.26,0.29,0.24,0.29,0.24,0.22,0.21,0.24,0.26,0.2,0.25,0.23,0.26,0.24,0.21,0.22,0.28,0.0,0.17,0.25,0.21,0.23,0.23,0.0,0.21,0.22,0.23,0.2,0.21,0.22,0.26,0.17,0.2,0.2,0.17,0.0,0.19,0.2,0.2,0.0,0.16,0.18,0.17,0.17,0.17,0.17,0.19,0.19,0.18,0.22,0.0,0.2,0.18,0.0,0.2,0.0,0.0,0.17,0.0,0.2,0.0,0.17,0.0,0.0,0.22,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.17,0.34,0.24,0.0,0.0,0.0,0.0,0.0,86.69000000000001
09/17/2021,1.43,0.0,1.41,1.2,0.0,1.38,1.01,1.14,1.24,0.86,0.94,0.69,0.59,0.87,0.77,0.76,0.62,1.26,1.07,0.87,0.69,0.65,0.82,0.82,0.77,0.86,0.54,0.69,0.75,0.74,0.69,0.74,0.7,0.66,0.81,0.55,0.69,0.75,0.54,0.48,0.62,0.7,0.63,0.76,0.53,0.81,0.55,0.48,0.58,0.64,0.59,0.41,0.56,0.51,0.4,0.56,0.5,0.46,0.48,0.51,0.31,0.47,0.62,0.5,0.49,0.49,0.53,0.45,0.57,0.57,0.4,0.39,0.46,0.58,0.52,0.43,0.42,0.42,0.43,0.51,0.43,0.37,0.44,0.41,0.31,0.4,0.4,0.2,0.4,0.4,0.47,0.28,0.38,0.38,0.39,0.36,0.4,0.42,0.31,0.39,0.37,0.34,0.46,0.38,0.35,0.39,0.3,0.39,0.37,0.34,0.29,0.31,0.28,0.0,0.37,0.3,0.32,0.3,0.4,0.25,0.37,0.28,0.25,0.27,0.27,0.21,0.3,0.33,0.31,0.31,0.25,0.33,0.27,0.57,0.28,0.28,0.27,0.25,0.33,0.25,0.27,0.31,0.27,0.25,0.25,0.26,0.29,0.24,0.29,0.24,0.22,0.22,0.24,0.25,0.2,0.25,0.24,0.26,0.23,0.21,0.23,0.29,0.0,0.17,0.25,0.21,0.23,0.23,0.0,0.22,0.22,0.23,0.2,0.21,0.22,0.26,0.17,0.21,0.2,0.17,0.0,0.19,0.2,0.21,0.0,0.0,0.18,0.17,0.17,0.17,0.16,0.19,0.19,0.18,0.22,0.0,0.2,0.18,0.0,0.2,0.0,0.0,0.17,0.0,0.2,0.0,0.17,0.0,0.16,0.22,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.17,0.34,0.24,0.0,0.0,0.0,0.0,0.0,86.69
09/20/2021,1.45,0.0,1.41,1.16,0.0,1.38,1.02,1.17,1.26,0.85,0.94,0.69,0.57,0.89,0.77,0.78,0.64,1.25,1.12,0.86,0.71,0.65,0.83,0.81,0.8,0.84,0.53,0.69,0.74,0.76,0.68,0.74,0.71,0.66,0.84,0.56,0.7,0.75,0.54,0.48,0.62,0.69,0.63,0.76,0.52,0.8,0.56,0.48,0.57,0.64,0.59,0.4,0.56,0.51,0.41,0.56,0.48,0.46,0.47,0.51,0.32,0.48,0.66,0.5,0.49,0.49,0.53,0.45,0.57,0.6,0.4,0.38,0.46,0.57,0.54,0.45,0.43,0.4,0.43,0.51,0.42,0.37,0.43,0.4,0.32,0.41,0.4,0.2,0.39,0.39,0.48,0.28,0.37,0.37,0.39,0.35,0.4,0.43,0.32,0.38,0.36,0.34,0.43,0.37,0.35,0.39,0.29,0.39,0.36,0.35,0.29,0.3,0.3,0.0,0.37,0.3,0.32,0.3,0.4,0.25,0.36,0.29,0.26,0.27,0.27,0.2,0.3,0.33,0.31,0.32,0.25,0.33,0.27,0.57,0.27,0.28,0.27,0.25,0.32,0.24,0.28,0.31,0.27,0.24,0.26,0.25,0.28,0.25,0.29,0.24,0.22,0.22,0.24,0.25,0.21,0.25,0.23,0.26,0.22,0.21,0.23,0.3,0.0,0.0,0.25,0.2,0.23,0.23,0.0,0.21,0.22,0.23,0.2,0.21,0.23,0.26,0.17,0.21,0.2,0.17,0.0,0.19,0.2,0.21,0.0,0.16,0.18,0.17,0.17,0.17,0.0,0.18,0.19,0.18,0.22,0.0,0.2,0.18,0.0,0.2,0.0,0.0,0.16,0.0,0.2,0.0,0.17,0.0,0.0,0.22,0.17,0.16,0.21,0.18,0.0,0.0,0.0,0.17,0.3,0.24,0.0,0.0,0.0,0.0,0.0,86.74000000000001
09/21/2021,1.44,0.0,1.42,1.18,0.0,1.35,0.99,1.16,1.24,0.84,0.94,0.69,0.58,0.91,0.75,0.76,0.63,1.25,1.12,0.85,0.71,0.64,0.83,0.79,0.81,0.83,0.54,0.69,0.72,0.77,0.66,0.73,0.72,0.66,0.82,0.56,0.69,0.73,0.55,0.48,0.62,0.69,0.61,0.75,0.52,0.79,0.56,0.49,0.57,0.63,0.61,0.42,0.56,0.51,0.44,0.56,0.5,0.47,0.48,0.5,0.33,0.47,0.64,0.5,0.49,0.49,0.54,0.45,0.58,0.58,0.4,0.38,0.46,0.57,0.55,0.44,0.42,0.4,0.43,0.5,0.41,0.37,0.45,0.41,0.32,0.42,0.41,0.21,0.39,0.38,0.48,0.29,0.37,0.37,0.39,0.35,0.4,0.44,0.33,0.39,0.36,0.34,0.43,0.36,0.34,0.39,0.28,0.4,0.36,0.35,0.29,0.3,0.3,0.0,0.37,0.3,0.34,0.3,0.4,0.25,0.37,0.29,0.26,0.27,0.26,0.21,0.3,0.33,0.3,0.33,0.25,0.33,0.27,0.58,0.27,0.28,0.27,0.24,0.32,0.25,0.28,0.32,0.27,0.25,0.26,0.25,0.28,0.24,0.3,0.24,0.22,0.23,0.24,0.25,0.21,0.25,0.23,0.26,0.23,0.21,0.23,0.29,0.0,0.17,0.25,0.21,0.23,0.23,0.0,0.21,0.22,0.23,0.19,0.21,0.23,0.26,0.19,0.2,0.2,0.18,0.0,0.18,0.2,0.21,0.0,0.17,0.18,0.17,0.18,0.17,0.0,0.18,0.19,0.18,0.24,0.0,0.2,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.22,0.17,0.17,0.21,0.17,0.0,0.0,0.0,0.17,0.31,0.26,0.0,0.0,0.0,0.0,0.0,86.80000000000001
